#14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23_ROSE/14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam
#Using cutoff of 21564.0092 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isSuper
2_MACS_peak_16682_lociStitched	chr3	124501845	124512136	2	9420	34952.3524	1767.9938	260	1
2_MACS_peak_11462_lociStitched	chr19	16221417	16231672	2	9341	35126.4515	2030.49	261	1
3_MACS_peak_2521_lociStitched	chr10	6954666	6972559	3	7443	35580.2305	2621.3245	262	1
4_MACS_peak_14752_lociStitched	chr20	55957937	55975530	4	12483	35887.9607	2973.217	263	1
2_MACS_peak_13398_lociStitched	chr2	157188303	157200528	2	7512	34364.475	1684.605	264	1
2_MACS_peak_12533_lociStitched	chr2	47203648	47215367	2	9923	34762.0697	2146.9208	265	1
2_MACS_peak_15259_lociStitched	chr22	23189932	23209969	2	16266	34567.8324	2003.7	266	1
1_MACS_peak_347_lociStitched	chr1	27018319	27030613	1	12295	34434.2646	2011.2984	267	1
1_MACS_peak_11707_lociStitched	chr19	38537137	38540986	1	3850	33246.5073	893.7378	268	1
1_MACS_peak_13588_lociStitched	chr2	182168457	182180054	1	11598	34242.4619	1922.7826	269	1
3_MACS_peak_24997_lociStitched	chrX	48790606	48805630	3	10597	34038.3744	1810.392	270	1
2_MACS_peak_19386_lociStitched	chr5	138719960	138730324	2	10218	34668.6164	2470.7776	271	1
3_MACS_peak_25488_lociStitched	chrX	153232735	153252500	3	11109	33598.5235	1674.0955	272	1
2_MACS_peak_5438_lociStitched	chr12	57071173	57083774	2	8235	33823.6042	1948.1146	273	1
3_MACS_peak_11987_lociStitched	chr19	50369542	50382070	3	7667	34211.4624	2546.9424	274	1
4_MACS_peak_11417_lociStitched	chr19	13943931	13959304	4	10473	33860.5698	2255.2191	275	1
2_MACS_peak_14581_lociStitched	chr20	43270374	43282168	2	11752	34066.969	2468.4842	276	1
1_MACS_peak_8148_lociStitched	chr15	90637885	90646619	1	8735	33372.614	1801.8242	277	1
2_MACS_peak_17326_lociStitched	chr3	196358021	196371182	2	8993	34877.9661	3313.9398	278	1
1_MACS_peak_24426_lociStitched	chr9	126099935	126103675	1	3741	32563.058	1027.752	279	1
2_MACS_peak_1422_lociStitched	chr1	152006491	152021692	2	8330	35504.9757	4016.1042	280	1
5_MACS_peak_13888_lociStitched	chr2	219743086	219763398	5	14688	34985.3888	3524.132	281	1
1_MACS_peak_21956_lociStitched	chr7	78114164	78128047	1	13884	33855.0838	2408.7005	282	1
2_MACS_peak_23395_lociStitched	chr8	118450336	118457552	2	6831	32688.48	1295.9936	283	1
4_MACS_peak_5850_lociStitched	chr12	109161889	109181093	4	9651	34674.7424	3351.098	284	1
2_MACS_peak_9529_lociStitched	chr17	18964176	18974527	2	5485	33262.9385	1996.7079	285	1
2_MACS_peak_3783_lociStitched	chr11	19451332	19465858	2	11480	33870.2742	2746.8666	286	1
2_MACS_peak_15086_lociStitched	chr21	44725943	44734237	2	6620	33166.0472	2044.471	287	1
1_MACS_peak_13978_lociStitched	chr2	231729553	231739621	1	10069	32028.3216	1011.834	288	1
3_MACS_peak_4240_lociStitched	chr11	67647275	67661581	3	7523	33162.7386	2183.0956	289	1
2_MACS_peak_17377_lociStitched	chr4	1712285	1725175	2	7864	32704.508	1939.945	290	1
3_MACS_peak_8192_lociStitched	chr15	93346403	93364376	3	9266	33623.8884	2956.5585	291	1
3_MACS_peak_4567_lociStitched	chr11	111237752	111251224	3	11652	33130.3424	2469.4176	292	1
1_MACS_peak_20058_lociStitched	chr6	24719031	24722475	1	3445	31444.7532	844.4688	293	1
1_MACS_peak_23911_lociStitched	chr9	37527916	37532966	1	5051	31930.14	1371.075	294	1
1_MACS_peak_11777_lociStitched	chr19	41767957	41772378	1	4422	31514.2143	976.1568	295	1
1_MACS_peak_22172_lociStitched	chr7	104621772	104625997	1	4226	31450.055	976.3975	296	1
1_MACS_peak_11899_lociStitched	chr19	47103122	47105569	1	2448	30886.7681	419.9052	297	1
4_MACS_peak_18798_lociStitched	chr5	55437022	55453653	4	13783	33343.4919	2893.794	298	1
2_MACS_peak_22819_lociStitched	chr8	26428276	26437496	2	7748	32211.914	1777.616	299	1
1_MACS_peak_238_lociStitched	chr1	21615787	21622612	1	6826	31735.5675	1323.3675	300	1
3_MACS_peak_1921_lociStitched	chr1	200851050	200863557	3	6837	33404.9463	3014.187	301	1
1_MACS_peak_17053_lociStitched	chr3	170072459	170076766	1	4308	31186.987	815.7458	302	1
7_MACS_peak_23467_lociStitched	chr8	126285477	126316096	7	15774	34709.6984	4467.3121	303	1
1_MACS_peak_13332_lociStitched	chr2	137137898	137141471	1	3574	31144.0545	905.0409	304	1
1_MACS_peak_14283_lociStitched	chr20	17945397	17952850	1	7454	31787.7903	1568.1112	305	1
3_MACS_peak_8107_lociStitched	chr15	89163705	89184539	3	13749	33759.4136	3579.2812	306	1
3_MACS_peak_11459_lociStitched	chr19	16180454	16198167	3	9401	32900.1262	2747.2863	307	1
1_MACS_peak_24129_lociStitched	chr9	93795486	93799554	1	4069	31282.92	1142.7012	308	1
1_MACS_peak_8242_lociStitched	chr15	101737892	101744329	1	6438	31292.1881	1258.4335	309	1
2_MACS_peak_15272_lociStitched	chr22	23477870	23488794	2	9538	32373.274	2342.1056	310	1
4_MACS_peak_21034_lociStitched	chr6	135322933	135343833	4	10809	32771.2	2762.98	311	1
1_MACS_peak_18506_lociStitched	chr5	9862	12323	1	2462	34865.9714	4891.2375	312	1
4_MACS_peak_15068_lociStitched	chr21	43638912	43657621	4	10036	34026.0583	4054.2403	313	1
5_MACS_peak_8684_lociStitched	chr16	29815365	29833619	5	13186	33527.1218	3555.8792	314	1
1_MACS_peak_1243_lociStitched	chr1	143741933	143746121	1	4189	31285.1976	1346.442	315	1
1_MACS_peak_15194_lociStitched	chr22	19465227	19468310	1	3084	30624.6722	691.5169	316	1
1_MACS_peak_23538_lociStitched	chr8	134245449	134249001	1	3553	30621.792	829.392	317	1
4_MACS_peak_20091_lociStitched	chr6	26183616	26207198	4	13205	33842.5282	4275.4166	318	1
1_MACS_peak_2735_lociStitched	chr10	32634477	32637162	1	2686	29801.6205	336.9675	319	1
1_MACS_peak_4128_lociStitched	chr11	64899017	64903640	1	4624	30805.3605	1372.1064	320	1
1_MACS_peak_14969_lociStitched	chr21	34913020	34917000	1	3981	30816.344	1415.288	321	1
1_MACS_peak_1813_lociStitched	chr1	183809609	183815594	1	5986	31011.876	1647.072	322	1
5_MACS_peak_11119_lociStitched	chr19	2254580	2274390	5	13162	33821.613	4486.965	323	1
1_MACS_peak_1755_lociStitched	chr1	178546251	178551970	1	5720	30895.1818	1584.163	324	1
2_MACS_peak_22950_lociStitched	chr8	38792688	38801983	2	5858	30919.8175	1629.4135	325	1
1_MACS_peak_14761_lociStitched	chr20	56192247	56197060	1	4814	30611.1613	1349.0839	326	1
4_MACS_peak_3102_lociStitched	chr10	81946648	81966337	4	12971	32628.6108	3496.7664	327	1
1_MACS_peak_4318_lociStitched	chr11	72980221	72984680	1	4460	30086.2107	1083.9829	328	1
1_MACS_peak_10459_lociStitched	chr17	76884651	76889125	1	4475	30199.9474	1239.298	329	1
2_MACS_peak_1462_lociStitched	chr1	154755892	154765679	2	6788	31845.9193	2901.8455	330	1
1_MACS_peak_12690_lociStitched	chr2	65256232	65261373	1	5142	29968.4313	1055.4473	331	1
1_MACS_peak_14624_lociStitched	chr20	45979290	45987311	1	8022	30598.5108	1688.4205	332	1
4_MACS_peak_20230_lociStitched	chr6	31743761	31764537	4	8800	32146.7048	3251.444	333	1
4_MACS_peak_9380_lociStitched	chr17	7136665	7156735	4	11304	31951.44	3080.745	334	1
2_MACS_peak_19704_lociStitched	chr5	172455796	172464817	2	5554	30113.0001	1265.6463	335	1
4_MACS_peak_13670_lociStitched	chr2	197024431	197048660	4	17099	32869.0614	4038.9743	336	1
2_MACS_peak_1591_lociStitched	chr1	161007792	161019318	2	7587	32105.673	3294.1308	337	1
1_MACS_peak_12934_lociStitched	chr2	89050014	89056083	1	6070	30135.6195	1344.2835	338	1
4_MACS_peak_10387_lociStitched	chr17	74476202	74498348	4	11547	32441.6754	3671.8068	339	1
1_MACS_peak_4035_lociStitched	chr11	61558793	61561936	1	3144	29634.7184	875.0112	340	1
4_MACS_peak_2526_lociStitched	chr10	7511714	7535576	4	11613	32134.9554	3426.5832	341	1
2_MACS_peak_14705_lociStitched	chr20	52194788	52215815	2	19916	31763.3862	3080.4555	342	1
1_MACS_peak_13406_lociStitched	chr2	158295065	158302243	1	7179	30132.5262	1451.3916	343	1
1_MACS_peak_9428_lociStitched	chr17	8149545	8153661	1	4117	29594.8632	920.7492	344	1
2_MACS_peak_10395_lociStitched	chr17	74721355	74735074	2	7993	30897.9318	2266.3788	345	1
4_MACS_peak_11076_lociStitched	chr19	1258500	1277369	4	10904	32822.6255	4194.5787	346	1
1_MACS_peak_22869_lociStitched	chr8	29410434	29416030	1	5597	29954.8284	1395.6424	347	1
2_MACS_peak_19040_lociStitched	chr5	88111517	88130802	2	19283	31770.109	3286.164	348	1
1_MACS_peak_19298_lociStitched	chr5	131435455	131441307	1	5853	29791.9468	1318.4556	349	1
1_MACS_peak_1450_lociStitched	chr1	154296767	154302295	1	5529	30425.0064	1974.6016	350	1
1_MACS_peak_15516_lociStitched	chr22	38782066	38795659	1	13594	30438.8049	2055.2616	351	1
3_MACS_peak_4413_lociStitched	chr11	82764926	82784477	3	10463	32149.6644	3785.0736	352	1
2_MACS_peak_23834_lociStitched	chr9	33288746	33299116	2	7263	30240.994	1934.005	353	1
1_MACS_peak_15855_lociStitched	chr3	14161168	14168416	1	7249	29956.7088	1656.8928	354	1
1_MACS_peak_19375_lociStitched	chr5	137909698	137912300	1	2603	28855.1392	575.3022	355	1
3_MACS_peak_9290_lociStitched	chr17	2294295	2305828	3	8630	30236.0661	1984.8293	356	1
2_MACS_peak_1739_lociStitched	chr1	174957885	174970760	2	6488	31218.0125	2984.425	357	1
3_MACS_peak_7096_lociStitched	chr14	81930690	81953247	3	16050	30012.0885	1928.6235	358	1
2_MACS_peak_9202_lociStitched	chr16	89033401	89046099	2	9407	29200.3208	1131.3918	359	1
2_MACS_peak_16966_lociStitched	chr3	156804935	156811908	2	6004	30368.1123	2329.6793	360	1
5_MACS_peak_12750_lociStitched	chr2	70335042	70360818	5	9991	31534.3584	3572.5536	361	1
1_MACS_peak_24650_lociStitched	chr9	139792121	139798262	1	6142	29156.2398	1209.1629	362	1
2_MACS_peak_11778_lociStitched	chr19	41801234	41817336	2	9562	30962.5358	3096.4146	363	1
3_MACS_peak_12297_lociStitched	chr2	25624062	25645503	3	9155	31520.4141	3707.1489	364	1
3_MACS_peak_20144_lociStitched	chr6	27791054	27807955	3	8892	30742.919	2957.675	365	1
4_MACS_peak_4895_lociStitched	chr12	6554994	6581021	4	10243	32104.3045	4338.7009	366	1
1_MACS_peak_18472_lociStitched	chr4	186345524	186347994	1	2471	28230.371	572.052	367	1
1_MACS_peak_9809_lociStitched	chr17	38016512	38025163	1	8652	29473.0919	1815.8449	368	1
2_MACS_peak_4070_lociStitched	chr11	62597834	62610489	2	7607	30178.3785	2551.248	369	1
2_MACS_peak_19307_lociStitched	chr5	131789989	131804263	2	12129	30680.5356	3097.458	370	1
2_MACS_peak_10421_lociStitched	chr17	75434176	75442881	2	7347	29018.988	1448.512	371	1
3_MACS_peak_17346_lociStitched	chr3	197450516	197465045	3	7365	30715.7589	3162.9633	372	1
1_MACS_peak_12353_lociStitched	chr2	28612392	28617261	1	4870	28365.8202	832.599	373	1
1_MACS_peak_21465_lociStitched	chr7	20254807	20261825	1	7019	29130.3144	1630.9832	374	1
2_MACS_peak_1601_lociStitched	chr1	161144605	161157317	2	9501	30750.328	3264.4416	375	1
1_MACS_peak_10931_lociStitched	chr18	56806201	56811893	1	5693	28690.526	1279.5616	376	1
3_MACS_peak_16696_lociStitched	chr3	125548494	125560462	3	9020	29976.2496	2591.072	377	1
1_MACS_peak_22675_lociStitched	chr8	10821976	10825934	1	3959	28194.813	811.39	378	1
3_MACS_peak_24123_lociStitched	chr9	93671144	93688454	3	8497	30282.114	2901.156	379	1
1_MACS_peak_19465_lociStitched	chr5	142774893	142785945	1	11053	28835.7732	1456.6536	380	1
3_MACS_peak_17034_lociStitched	chr3	169481366	169492387	3	6473	29668.532	2298.9806	381	1
1_MACS_peak_1702_lociStitched	chr1	169861774	169864298	1	2525	28201.914	891.4768	382	1
2_MACS_peak_24137_lociStitched	chr9	94181110	94192729	2	11475	29150.9091	1876.4685	383	1
2_MACS_peak_4708_lociStitched	chr11	122929583	122941670	2	8450	29060.7741	1800.963	384	1
5_MACS_peak_24488_lociStitched	chr9	130532080	130566596	5	16155	32313.8792	5056.594	385	1
2_MACS_peak_1540_lociStitched	chr1	156709453	156722773	2	11553	30801.168	3564.432	386	1
2_MACS_peak_38_lociStitched	chr1	1668781	1679070	2	5735	28781.4197	1567.0147	387	1
2_MACS_peak_9599_lociStitched	chr17	27046189	27056602	2	7239	29342.7927	2134.665	388	1
3_MACS_peak_6024_lociStitched	chr12	122227347	122243664	3	9078	28556.3817	1355.9427	389	1
1_MACS_peak_24306_lociStitched	chr9	112678701	112683245	1	4545	28103.2768	967.4176	390	1
1_MACS_peak_20984_lociStitched	chr6	130004125	130010312	1	6188	28218.2883	1223.1699	391	1
1_MACS_peak_24135_lociStitched	chr9	93952849	93957239	1	4391	27958.593	1014.09	392	1
2_MACS_peak_3313_lociStitched	chr10	104152993	104159785	2	6040	28331.4696	1395.756	393	1
4_MACS_peak_11130_lociStitched	chr19	2455267	2480356	4	12225	31707.4782	4784.4723	394	1
3_MACS_peak_4247_lociStitched	chr11	67760479	67778465	3	10508	30189.501	3284.2436	395	1
3_MACS_peak_1805_lociStitched	chr1	183438744	183451214	3	8238	30143.731	3262.152	396	1
1_MACS_peak_3002_lociStitched	chr10	74078236	74081947	1	3712	27723.3966	875.4249	397	1
1_MACS_peak_18222_lociStitched	chr4	144273137	144282136	1	9000	28315.3535	1636.9181	398	1
2_MACS_peak_9048_lociStitched	chr16	71841359	71853015	2	6262	28627.136	1967.5328	399	1
9_MACS_peak_21080_lociStitched	chr6	138247146	138297449	9	19131	34281.4945	7706.4196	400	1
1_MACS_peak_13863_lociStitched	chr2	217080196	217088887	1	8692	28366.5549	1802.5134	401	1
2_MACS_peak_1770_lociStitched	chr1	179846209	179853704	2	4624	28818.275	2287.474	402	1
1_MACS_peak_12188_lociStitched	chr2	10259841	10265763	1	5923	27680.0202	1184.9922	403	1
2_MACS_peak_10358_lociStitched	chr17	73773969	73782365	2	6194	28169.4196	1827.8092	404	1
1_MACS_peak_22461_lociStitched	chr7	139042727	139046452	1	3726	27269.98	999.4175	405	1
1_MACS_peak_8505_lociStitched	chr16	15067857	15070536	1	2680	26980.7448	815.2197	406	1
1_MACS_peak_21033_lociStitched	chr6	135190699	135195869	1	5171	27347.232	1191.168	407	1
1_MACS_peak_2003_lociStitched	chr1	205252302	205258561	1	6260	28552.3062	2404.0819	408	1
5_MACS_peak_24574_lociStitched	chr9	134127041	134153118	5	14379	30374.4896	4281.8434	409	1
3_MACS_peak_20800_lociStitched	chr6	106585461	106595605	3	7756	28207.4208	2124.1536	410	1
4_MACS_peak_4663_lociStitched	chr11	118954910	118979769	4	12530	30695.8932	4621.2881	411	1
5_MACS_peak_12060_lociStitched	chr19	56145399	56168015	5	11017	29418.8928	3417.2776	412	1
4_MACS_peak_16374_lociStitched	chr3	69128448	69155266	4	19151	30092.4778	4121.9266	413	1
6_MACS_peak_8703_lociStitched	chr16	30193689	30223861	6	16105	32618.9492	6652.926	414	1
5_MACS_peak_9952_lociStitched	chr17	43505020	43531598	5	14556	30027.8244	4119.59	415	1
3_MACS_peak_315_lociStitched	chr1	25869696	25879185	3	7741	27587.3697	1711.8156	416	1
4_MACS_peak_1237_lociStitched	chr1	143442734	143468734	4	12687	35653.8	9807.2	417	1
1_MACS_peak_18004_lociStitched	chr4	103746022	103751044	1	5023	27036.4392	1204.2756	418	1
1_MACS_peak_2414_lociStitched	chr1	245024728	245029179	1	4452	27038.0446	1255.182	419	1
1_MACS_peak_22852_lociStitched	chr8	28346807	28353114	1	6308	26975.039	1214.7282	420	1
2_MACS_peak_13997_lociStitched	chr2	232570666	232578919	2	7919	26804.9187	1071.2394	421	1
2_MACS_peak_2357_lociStitched	chr1	235242072	235247885	2	4259	27494.3274	1766.5707	422	1
1_MACS_peak_1358_lociStitched	chr1	149855705	149861295	1	5591	27670.5	1960.972	423	1
3_MACS_peak_7915_lociStitched	chr15	74827407	74846018	3	10548	28813.5502	3109.8981	424	1
5_MACS_peak_7065_lociStitched	chr14	77487929	77507809	5	13527	27474.16	1787.212	425	1
2_MACS_peak_15045_lociStitched	chr21	41380863	41389777	2	8765	28323.3436	2645.6752	426	1
1_MACS_peak_12391_lociStitched	chr2	33700088	33705366	1	5279	26792.1836	1173.8272	427	1
2_MACS_peak_15320_lociStitched	chr22	26974709	26992360	2	12161	28582.2643	3014.7908	428	1
4_MACS_peak_18667_lociStitched	chr5	32530429	32543914	4	11402	28264.56	2701.0455	429	1
1_MACS_peak_17235_lociStitched	chr3	186500003	186505591	1	5589	26915.1608	1353.4136	430	1
4_MACS_peak_1863_lociStitched	chr1	192498646	192521061	4	9026	30204.2125	4680.252	431	1
1_MACS_peak_3560_lociStitched	chr11	267446	270752	1	3307	26421.552	908.4888	432	1
2_MACS_peak_19727_lociStitched	chr5	173696782	173709856	2	8446	27753.4872	2270.9538	433	1
3_MACS_peak_10434_lociStitched	chr17	76139825	76152382	3	7165	27626.6557	2147.247	434	1
3_MACS_peak_17613_lociStitched	chr4	38307328	38322285	3	11319	27773.6533	2312.3522	435	1
1_MACS_peak_819_lociStitched	chr1	62900931	62904441	1	3511	26250.237	790.452	436	1
2_MACS_peak_17101_lociStitched	chr3	176912114	176920892	2	8759	27778.8588	2320.9032	437	1
2_MACS_peak_14635_lociStitched	chr20	46386253	46397293	2	7083	27319.584	1877.904	438	1
2_MACS_peak_4212_lociStitched	chr11	67034088	67046665	2	8216	27591.4226	2151.9247	439	1
2_MACS_peak_11723_lociStitched	chr19	39338578	39348934	2	7918	27401.976	2058.7728	440	1
1_MACS_peak_20598_lociStitched	chr6	74224311	74234436	1	10126	27362.8125	2062.4625	441	1
1_MACS_peak_15084_lociStitched	chr21	44580964	44587153	1	6190	27190.7526	1903.1175	442	1
1_MACS_peak_3393_lociStitched	chr10	112255834	112264947	1	9114	27191.3694	1989.3679	443	1
2_MACS_peak_22372_lociStitched	chr7	128572533	128582265	2	6830	27956.1432	2761.9416	444	1
3_MACS_peak_5544_lociStitched	chr12	68752108	68770060	3	8685	28335.4368	3145.1904	445	1
1_MACS_peak_24127_lociStitched	chr9	93733243	93737528	1	4286	26052.8	914.8475	446	1
1_MACS_peak_16626_lociStitched	chr3	119811443	119815634	1	4192	26034.492	937.1076	447	1
2_MACS_peak_8025_lociStitched	chr15	81584979	81597584	2	12524	27999.4865	2913.0155	448	1
1_MACS_peak_11791_lociStitched	chr19	42051898	42062147	1	10250	26917.9736	1839.6955	449	1
3_MACS_peak_10298_lociStitched	chr17	70582477	70601773	3	13193	28426.8672	3409.6032	450	1
3_MACS_peak_1598_lociStitched	chr1	161122942	161137514	3	6999	29059.4824	4065.588	451	1
3_MACS_peak_14957_lociStitched	chr21	34695964	34712460	3	8899	28877.8976	3888.1072	452	1
2_MACS_peak_15524_lociStitched	chr22	39146082	39153165	2	7053	26364.3426	1449.1818	453	1
2_MACS_peak_6083_lociStitched	chr12	125397830	125412854	2	10488	26551.9152	1643.6256	454	1
3_MACS_peak_20223_lociStitched	chr6	31618863	31634945	3	8217	27471.2724	2574.7282	455	1
3_MACS_peak_19689_lociStitched	chr5	171601010	171616091	3	10400	27595.2138	2699.499	456	1
2_MACS_peak_24097_lociStitched	chr9	91924653	91934981	2	6411	26728.864	1855.9416	457	1
1_MACS_peak_4270_lociStitched	chr11	69061166	69066825	1	5660	26111.7578	1269.3137	458	1
4_MACS_peak_12674_lociStitched	chr2	64862730	64883516	4	11167	28009.135	3219.7514	459	1
1_MACS_peak_1895_lociStitched	chr1	197740021	197748678	1	8658	26859.2082	2140.8761	460	1
4_MACS_peak_14322_lociStitched	chr20	23329861	23348000	4	9495	27661.975	2967.5404	461	1
5_MACS_peak_23605_lociStitched	chr8	145001998	145027676	5	14292	28161.0626	3507.6148	462	1
2_MACS_peak_17412_lociStitched	chr4	4029787	4037393	2	6064	26100.7496	1464.9156	463	1
2_MACS_peak_4141_lociStitched	chr11	65238483	65246261	2	5048	25986.298	1360.3722	464	1
5_MACS_peak_20072_lociStitched	chr6	25366235	25389793	5	14986	28745.4716	4139.1406	465	1
1_MACS_peak_696_lociStitched	chr1	46596598	46599752	1	3155	25056.953	461.7456	466	1
1_MACS_peak_2229_lociStitched	chr1	226127761	226133303	1	5543	26244.141	1691.4184	467	1
4_MACS_peak_23636_lociStitched	chr8	145732527	145754795	4	9612	27570.0108	3057.3964	468	1
1_MACS_peak_11980_lociStitched	chr19	50178144	50182435	1	4292	25457.6448	1016.967	469	1
1_MACS_peak_11664_lociStitched	chr19	35737998	35740858	1	2861	24960.364	593.736	470	1
1_MACS_peak_15117_lociStitched	chr21	45659328	45664780	1	5453	25960.2432	1606.1592	471	1
2_MACS_peak_4610_lociStitched	chr11	115126111	115136740	2	6238	25929.4455	1596.4758	472	1
2_MACS_peak_8731_lociStitched	chr16	30661207	30673341	2	7983	26601.3682	2328.5146	473	1
1_MACS_peak_23542_lociStitched	chr8	134508175	134514796	1	6622	25668.9549	1396.3689	474	1
1_MACS_peak_11231_lociStitched	chr19	6799193	6803990	1	4798	25735.905	1527.8445	475	1
2_MACS_peak_8579_lociStitched	chr16	21958221	21965836	2	3770	25549.0865	1351.6625	476	1
2_MACS_peak_16271_lociStitched	chr3	52729969	52745713	2	10223	26860.8384	2693.7984	477	1
3_MACS_peak_14867_lociStitched	chr21	19152094	19167841	3	11006	26510.0745	2368.3488	478	1
2_MACS_peak_13914_lociStitched	chr2	223517505	223522126	2	4542	24993.6027	866.8996	479	1
3_MACS_peak_22096_lociStitched	chr7	100020600	100034909	3	6937	26226.9661	2110.5775	480	1
1_MACS_peak_8604_lociStitched	chr16	23413471	23419241	1	5771	25047.57	941.087	481	1
4_MACS_peak_10453_lociStitched	chr17	76763478	76779598	4	12493	26572.208	2592.096	482	1
1_MACS_peak_10411_lociStitched	chr17	75203563	75209886	1	6324	25503.8205	1535.8567	483	1
1_MACS_peak_20200_lociStitched	chr6	30683917	30691509	1	7593	25630.592	1696.0528	484	1
4_MACS_peak_15102_lociStitched	chr21	45194955	45210766	4	10756	28194.1752	4275.2944	485	1
2_MACS_peak_5783_lociStitched	chr12	102871006	102879278	2	7832	25613.4208	1703.2048	486	1
1_MACS_peak_13224_lociStitched	chr2	122287005	122291205	1	4201	24777.06	872.76	487	1
3_MACS_peak_244_lociStitched	chr1	22099672	22119319	3	6747	26794.5786	2917.5795	488	1
1_MACS_peak_24237_lociStitched	chr9	101982941	101986383	1	3443	24637.4918	806.1164	489	1
1_MACS_peak_10351_lociStitched	chr17	73637927	73643547	1	5621	24964.602	1202.118	490	1
3_MACS_peak_3320_lociStitched	chr10	104401207	104421763	3	10598	26967.4164	3245.7924	491	1
2_MACS_peak_22433_lociStitched	chr7	134843756	134857356	2	6760	26653.28	2996.08	492	1
1_MACS_peak_19361_lociStitched	chr5	137088217	137091367	1	3151	24214.68	574.56	493	1
1_MACS_peak_15447_lociStitched	chr22	36726136	36730476	1	4341	24743.642	1116.682	494	1
1_MACS_peak_11614_lociStitched	chr19	29120771	29125271	1	4501	24634.35	1023.3	495	1
2_MACS_peak_9904_lociStitched	chr17	41436748	41447244	2	5400	25588.1984	2008.9344	496	1
4_MACS_peak_5553_lociStitched	chr12	69195701	69209865	4	8525	25415.8816	1868.2316	497	1
1_MACS_peak_1121_lociStitched	chr1	111172858	111181225	1	8368	24614.8773	1118.6679	498	1
2_MACS_peak_15513_lociStitched	chr22	38700830	38715120	2	14213	26056.386	2609.354	499	1
3_MACS_peak_21883_lociStitched	chr7	74057214	74076857	3	10428	26099.6541	2687.1624	500	1
1_MACS_peak_19824_lociStitched	chr6	389059	400871	1	11813	25734.8044	2329.3264	501	1
3_MACS_peak_2997_lociStitched	chr10	74007019	74024298	3	9038	26011.8066	2638.5033	502	1
4_MACS_peak_20350_lociStitched	chr6	37122310	37144192	4	11734	26538.4896	3179.4546	503	1
2_MACS_peak_15303_lociStitched	chr22	24822625	24831852	2	7869	25041.1553	1684.8502	504	1
1_MACS_peak_5678_lociStitched	chr12	92754781	92760118	1	5338	24640.3953	1301.6943	505	1
1_MACS_peak_2904_lociStitched	chr10	63804065	63812289	1	8225	25131.7216	1816.6816	506	1
4_MACS_peak_14204_lociStitched	chr20	5570476	5592534	4	16966	27058.5486	3756.4774	507	1
3_MACS_peak_9125_lociStitched	chr16	81841646	81857651	3	10426	24988.6065	1690.128	508	1
1_MACS_peak_22230_lociStitched	chr7	108208864	108212061	1	3198	24426.9982	1183.5294	509	1
3_MACS_peak_19309_lociStitched	chr5	131813048	131837701	3	16204	27640.9436	4398.0952	510	1
6_MACS_peak_23190_lociStitched	chr8	81048618	81084576	6	20795	28780.7832	5544.7236	511	1
2_MACS_peak_5341_lociStitched	chr12	51712107	51721898	2	8954	25124.6851	1904.3495	512	1
1_MACS_peak_24148_lociStitched	chr9	95086700	95089138	1	2439	23850.954	645.3386	513	1
1_MACS_peak_22588_lociStitched	chr7	154793583	154796600	1	3018	23841.8425	636.8887	514	1
1_MACS_peak_10868_lociStitched	chr18	48677570	48681677	1	4108	23998.4331	797.9901	515	1
1_MACS_peak_7849_lociStitched	chr15	69109033	69114911	1	5879	24177.9774	988.6796	516	1
1_MACS_peak_16970_lociStitched	chr3	156875576	156879461	1	3886	24440.9235	1252.9125	517	1
1_MACS_peak_19399_lociStitched	chr5	139046854	139052079	1	5226	24564.2925	1387.2375	518	1
1_MACS_peak_2555_lociStitched	chr10	12083235	12086293	1	3059	23774.421	605.484	519	1
3_MACS_peak_20128_lociStitched	chr6	27098356	27116023	3	10022	26445.7323	3293.1288	520	1
1_MACS_peak_1979_lociStitched	chr1	203732418	203736089	1	3672	24201.8017	1082.2108	521	1
2_MACS_peak_9790_lociStitched	chr17	37351315	37357921	2	5559	24282.3348	1178.5104	522	1
1_MACS_peak_20798_lociStitched	chr6	106439374	106446718	1	7345	24264.576	1165.4928	523	1
2_MACS_peak_24442_lociStitched	chr9	127622928	127636160	2	8611	25328.6944	2233.5616	524	1
5_MACS_peak_20235_lociStitched	chr6	31783187	31804829	5	14301	26576.376	3510.3324	525	1
1_MACS_peak_14500_lociStitched	chr20	35806037	35809073	1	3037	23554.806	513.9948	526	1
3_MACS_peak_7919_lociStitched	chr15	74906533	74924294	3	11386	26376.8611	3351.5007	527	1
2_MACS_peak_1277_lociStitched	chr1	145448893	145458013	2	8701	25745.76	2725.056	528	1
