REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23.bam	38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
2_MACS_peak_3610_lociStitched	chr11	3070168	3079540	2	4303	8573.505599999999	1562.3123999999998
2_MACS_peak_11272_lociStitched	chr19	8570470	8579840	2	2899	12601.713	1530.121
2_MACS_peak_11559_lociStitched	chr19	19475102	19484472	2	2377	2233.808	1204.982
2_MACS_peak_17822_lociStitched	chr4	76472573	76481939	2	2825	3170.391	1311.2400000000002
2_MACS_peak_18318_lociStitched	chr4	159123085	159132447	2	3856	5625.6258	1162.7604000000001
2_MACS_peak_18958_lociStitched	chr5	75877328	75886681	2	3267	4959.8958999999995	1215.89
2_MACS_peak_14117_lociStitched	chr20	270258	279610	2	3795	7211.3272	1408.4112
2_MACS_peak_19061_lociStitched	chr5	90567995	90577346	2	3920	13260.6531	1267.0605
2_MACS_peak_20384_lociStitched	chr6	41746947	41756298	2	3247	5797.62	1354.9599
2_MACS_peak_13364_lociStitched	chr2	150733878	150743227	2	3032	2688.7724000000003	1209.7605999999998
2_MACS_peak_18309_lociStitched	chr4	156821478	156830827	2	3228	4300.54	1299.5110000000002
2_MACS_peak_22212_lociStitched	chr7	106504235	106513578	2	7881	20878.8021	2253.5316
2_MACS_peak_9621_lociStitched	chr17	27887229	27896570	2	5326	7939.849999999999	1630.0044999999998
2_MACS_peak_441_lociStitched	chr1	32471697	32481037	2	4430	8905.69	1415.9440000000002
2_MACS_peak_14066_lociStitched	chr2	238831073	238840413	2	2559	2605.86	609.9019999999999
2_MACS_peak_8277_lociStitched	chr16	710000	719333	2	2908	3436.4106	1078.8948
2_MACS_peak_9327_lociStitched	chr17	4457064	4466396	2	4043	6105.9276	1515.5167999999999
2_MACS_peak_2924_lociStitched	chr10	67182346	67191675	2	3089	2285.605	1081.2311
1_MACS_peak_17774_lociStitched	chr4	71525610	71534937	1	9328	19624.008	1462.4736
3_MACS_peak_5254_lociStitched	chr12	46776248	46785573	3	8357	16520.170000000002	1629.0774999999999
2_MACS_peak_8531_lociStitched	chr16	17502403	17511727	2	3132	3091.8384	1132.866
2_MACS_peak_6623_lociStitched	chr13	115039471	115048792	2	8317	43497.3786	1487.6316
2_MACS_peak_24989_lociStitched	chrX	48533859	48543177	2	3801	4460.5266	808.8024
2_MACS_peak_10572_lociStitched	chr18	650135	659448	2	4169	13075.452	1429.5455
3_MACS_peak_15900_lociStitched	chr3	17780765	17790076	3	5899	13301.6946	1186.2214000000001
2_MACS_peak_10030_lociStitched	chr17	46984771	46994081	2	3909	5565.518	1219.6100000000001
2_MACS_peak_20061_lociStitched	chr6	25026761	25036068	2	3377	2681.3467	1068.4436
2_MACS_peak_20620_lociStitched	chr6	78175416	78184723	2	2603	2684.1387999999997	1048.8989
2_MACS_peak_22950_lociStitched	chr8	38792688	38801983	2	5858	30919.817499999997	1629.4135
2_MACS_peak_10023_lociStitched	chr17	46654659	46663952	2	3981	5260.7673	1393.95
2_MACS_peak_28_lociStitched	chr1	1439724	1449005	2	4983	13234.706	1474.7509000000002
2_MACS_peak_10620_lociStitched	chr18	8672719	8682000	2	3228	3575.0411999999997	1101.6547
2_MACS_peak_19366_lociStitched	chr5	137513091	137522371	2	4264	6308.544	1735.36
3_MACS_peak_684_lociStitched	chr1	46008881	46018156	3	4838	7191.835	1522.0275
2_MACS_peak_21500_lociStitched	chr7	23273386	23282660	2	3120	3212.5135999999998	1302.997
2_MACS_peak_14615_lociStitched	chr20	45027442	45036712	2	3653	5548.095	1662.1109999999999
2_MACS_peak_10163_lociStitched	chr17	57922064	57931330	2	3958	9260.4404	1188.8278
2_MACS_peak_19766_lociStitched	chr5	176935827	176945092	2	3241	6134.3565	1373.9995
3_MACS_peak_1912_lociStitched	chr1	200589132	200598396	3	7512	10801.823999999999	2022.3311999999999
2_MACS_peak_708_lociStitched	chr1	47132916	47142178	2	2895	3175.9397999999997	1329.097
2_MACS_peak_13196_lociStitched	chr2	118763323	118772585	2	3582	7116.9208	1241.1080000000002
2_MACS_peak_22079_lociStitched	chr7	99678403	99687659	2	4313	10255.648000000001	1413.3912
2_MACS_peak_22873_lociStitched	chr8	29491486	29500737	2	4350	7777.3157	1454.2572
1_MACS_peak_10951_lociStitched	chr18	60821961	60831205	1	9245	78488.03080000001	1824.7656
2_MACS_peak_14072_lociStitched	chr2	239167307	239176550	2	8063	7817.7294	846.6588
2_MACS_peak_3644_lociStitched	chr11	6494636	6503877	2	2780	6273.7149	1304.8292
2_MACS_peak_4656_lociStitched	chr11	118860409	118869645	2	4061	8728.9436	1144.3404
2_MACS_peak_16447_lociStitched	chr3	93780824	93790059	2	3182	8113.871	1291.9765
2_MACS_peak_22202_lociStitched	chr7	106185188	106194423	2	3430	5779.263	2054.7875
1_MACS_peak_20837_lociStitched	chr6	108987844	108997076	1	9233	16049.831999999999	1286.9407999999999
3_MACS_peak_13713_lociStitched	chr2	201237407	201246638	3	6270	5834.9151	1512.0378
2_MACS_peak_5408_lociStitched	chr12	56359800	56369030	2	4503	7335.080999999999	1545.1019999999999
2_MACS_peak_15303_lociStitched	chr22	24822625	24831852	2	7869	25041.155300000002	1684.8502
2_MACS_peak_2677_lociStitched	chr10	26719250	26728470	2	3584	4449.572	1256.6860000000001
2_MACS_peak_22819_lociStitched	chr8	26428276	26437496	2	7748	32211.914	1777.616
2_MACS_peak_15892_lociStitched	chr3	16857274	16866486	2	2644	2338.9268	1475.7624
3_MACS_peak_21621_lociStitched	chr7	37243944	37253155	3	6221	6213.7406	1587.0553
2_MACS_peak_9467_lociStitched	chr17	16311180	16320386	2	3231	2642.122	1083.5462
2_MACS_peak_4133_lociStitched	chr11	65121844	65131049	2	3205	4087.9405	1181.0015
2_MACS_peak_17505_lociStitched	chr4	13478078	13487279	2	3583	19860.358500000002	1147.3647
2_MACS_peak_13272_lociStitched	chr2	131142621	131151821	2	3178	3399.4	1375.3999999999999
2_MACS_peak_15318_lociStitched	chr22	26942839	26952029	2	4679	4992.008	1545.7579999999998
2_MACS_peak_20633_lociStitched	chr6	80316332	80325512	2	2481	3526.9559999999997	1353.132
3_MACS_peak_4570_lociStitched	chr11	111280246	111289425	3	4730	8450.187399999999	1490.6696
3_MACS_peak_13787_lociStitched	chr2	204717788	204726965	3	4333	3249.5757000000003	1066.3674
3_MACS_peak_971_lociStitched	chr1	88052440	88061609	3	6172	7699.2093	1230.4798
2_MACS_peak_11082_lociStitched	chr19	1400576	1409744	2	5145	11647.944	1751.088
4_MACS_peak_10011_lociStitched	chr17	46528416	46537579	4	7164	10188.3397	1746.4678
2_MACS_peak_22114_lociStitched	chr7	100887192	100896352	2	3500	5781.7919999999995	1587.428
2_MACS_peak_6561_lociStitched	chr13	110682177	110691336	2	3256	5105.2266	1159.5294
2_MACS_peak_6238_lociStitched	chr13	33104793	33113951	2	3479	8104.83	748.2085999999999
3_MACS_peak_2592_lociStitched	chr10	14776476	14785633	3	6355	7893.334	1562.1842
2_MACS_peak_9386_lociStitched	chr17	7231690	7240841	2	3813	6832.136600000001	1805.4923000000001
2_MACS_peak_5893_lociStitched	chr12	111077309	111086457	2	3109	2830.3912	705.3108
2_MACS_peak_22279_lociStitched	chr7	117412782	117421928	2	3657	6591.5222	1666.4012
2_MACS_peak_15733_lociStitched	chr22	50681332	50690472	2	5191	9058.654	1537.348
1_MACS_peak_15275_lociStitched	chr22	23517382	23526519	1	9138	18439.3797	2043.9469000000001
2_MACS_peak_2492_lociStitched	chr10	4849289	4858425	2	3056	2769.1216	1116.4192
2_MACS_peak_10814_lociStitched	chr18	43676227	43685363	2	4495	13788.964800000002	1328.3744
2_MACS_peak_1220_lociStitched	chr1	120750921	120760054	2	5125	7372.1576000000005	1771.8020000000001
2_MACS_peak_22608_lociStitched	chr7	157808905	157818038	2	3942	4354.6144	1569.0494
2_MACS_peak_609_lociStitched	chr1	42186302	42195432	2	4762	12486.188	1831.478
2_MACS_peak_3341_lociStitched	chr10	105210376	105219504	2	3643	4656.1928	1409.3632
2_MACS_peak_1277_lociStitched	chr1	145448893	145458013	2	8701	25745.76	2725.056
2_MACS_peak_2225_lociStitched	chr1	226062506	226071626	2	7433	19178.448	2451.4559999999997
2_MACS_peak_9804_lociStitched	chr17	37948770	37957889	2	5668	6064.135	1656.9223
2_MACS_peak_16180_lociStitched	chr3	48693041	48702159	2	3598	5997.8204000000005	1472.557
2_MACS_peak_22189_lociStitched	chr7	105226117	105235234	2	2727	3046.9014	1445.9561999999999
1_MACS_peak_3393_lociStitched	chr10	112255834	112264947	1	9114	27191.3694	1989.3679
2_MACS_peak_10498_lociStitched	chr17	79478235	79487348	2	6516	12338.0907	1170.1091999999999
3_MACS_peak_21946_lociStitched	chr7	76956679	76965791	3	5111	5092.6968	1303.0159999999998
3_MACS_peak_15551_lociStitched	chr22	39631690	39640801	3	5972	5074.827	1137.0528
2_MACS_peak_19826_lociStitched	chr6	684762	693873	2	3107	4988.2725	1177.1412
2_MACS_peak_8257_lociStitched	chr16	126932	136042	2	4347	7672.441999999999	1295.442
2_MACS_peak_10599_lociStitched	chr18	3585640	3594746	2	3506	4937.2732000000005	1394.1286000000002
2_MACS_peak_3255_lociStitched	chr10	99392452	99401548	2	2962	3965.8559999999998	1364.3999999999999
2_MACS_peak_9999_lociStitched	chr17	46094289	46103384	2	4632	4059.0984999999996	1289.671
2_MACS_peak_2274_lociStitched	chr1	228288997	228298091	2	5389	13546.4224	1961.5758
2_MACS_peak_10979_lociStitched	chr18	67615972	67625062	2	2204	2086.155	1094.436
3_MACS_peak_21066_lociStitched	chr6	137974255	137983345	3	5501	4648.625999999999	1542.5729999999999
2_MACS_peak_18772_lociStitched	chr5	54190516	54199605	2	3214	3525.6231000000002	1327.9029
3_MACS_peak_18458_lociStitched	chr4	186176481	186185566	3	3907	2748.2125	1241.9195
2_MACS_peak_4590_lociStitched	chr11	113051428	113060509	2	3347	5384.1249	1183.2543
2_MACS_peak_6757_lociStitched	chr14	35008045	35017120	2	3760	13028.07	727.8149999999999
2_MACS_peak_23237_lociStitched	chr8	92052132	92061207	2	2879	2464.77	598.0425
2_MACS_peak_8861_lociStitched	chr16	56943579	56952653	2	6904	58736.002	1685.9492
3_MACS_peak_23072_lociStitched	chr8	61821120	61830194	3	5893	6205.7086	1330.2484000000002
2_MACS_peak_8670_lociStitched	chr16	29463950	29473017	2	4751	10206.721899999999	2415.4488
2_MACS_peak_2118_lociStitched	chr1	212779622	212788688	2	5882	19623.357	2244.7416
3_MACS_peak_4060_lociStitched	chr11	62472675	62481738	3	6219	13968.801899999999	1802.6307
2_MACS_peak_22036_lociStitched	chr7	95495944	95505004	2	4497	9837.348000000002	1661.604
3_MACS_peak_23500_lociStitched	chr8	129278227	129287286	3	7430	8612.3913	1680.4445
4_MACS_peak_21277_lociStitched	chr6	167039629	167048685	4	5894	5166.448	674.672
2_MACS_peak_21983_lociStitched	chr7	87555320	87564375	2	3654	7368.0535	1341.951
2_MACS_peak_2109_lociStitched	chr1	212407528	212416578	2	2204	2324.945	1689.635
2_MACS_peak_25041_lociStitched	chrX	53460448	53469496	2	2802	2623.0152	628.836
2_MACS_peak_22684_lociStitched	chr8	11387403	11396449	2	4712	8018.3744	1409.3668
2_MACS_peak_4256_lociStitched	chr11	68032787	68041825	2	6602	16591.9604	1603.3412
3_MACS_peak_15169_lociStitched	chr22	18256024	18265061	3	5355	13000.628200000001	1151.3138000000001
4_MACS_peak_8925_lociStitched	chr16	66906583	66915619	4	6204	6142.672799999999	1411.4232
2_MACS_peak_13526_lociStitched	chr2	174896209	174905244	2	5872	7874.0025000000005	1666.9575
3_MACS_peak_25230_lociStitched	chrX	100638301	100647336	3	3958	4419.9220000000005	889.044
2_MACS_peak_3027_lociStitched	chr10	75563128	75572159	2	3596	8235.368900000001	1087.3324
2_MACS_peak_5510_lociStitched	chr12	65123455	65132480	2	2879	2665.0825	1073.975
2_MACS_peak_5505_lociStitched	chr12	64844983	64854004	2	3544	7927.6548	1310.7513000000001
3_MACS_peak_12772_lociStitched	chr2	71291298	71300319	3	6291	13344.765300000001	1630.9968
2_MACS_peak_19704_lociStitched	chr5	172455796	172464817	2	5554	30113.000099999997	1265.6463
2_MACS_peak_7080_lociStitched	chr14	78226523	78235542	2	2358	2620.9214	729.6371
2_MACS_peak_19181_lociStitched	chr5	112580776	112589795	2	3841	4549.183599999999	1488.135
2_MACS_peak_21328_lociStitched	chr7	2438702	2447718	2	7314	22887.115999999998	1459.6904
3_MACS_peak_7_lociStitched	chr1	893757	902759	3	3588	4422.6826	1148.6552
2_MACS_peak_12866_lociStitched	chr2	85821782	85830781	2	3801	5349.9055	1397.5447
1_MACS_peak_18222_lociStitched	chr4	144273137	144282136	1	9000	28315.3535	1636.9181
3_MACS_peak_370_lociStitched	chr1	27757235	27766232	3	5504	4831.389	1434.1218
2_MACS_peak_9751_lociStitched	chr17	34957290	34966283	2	4016	6360.7489000000005	1709.5692999999999
1_MACS_peak_19425_lociStitched	chr5	140885991	140894980	1	8990	9524.744400000001	1431.9477
2_MACS_peak_24994_lociStitched	chrX	48748110	48757092	2	4733	7948.1718	891.0144
2_MACS_peak_9145_lociStitched	chr16	84142696	84151677	2	6503	18512.5353	721.1743
2_MACS_peak_2035_lociStitched	chr1	206956677	206965653	2	3407	5773.3632	2280.8016
2_MACS_peak_87_lociStitched	chr1	8013709	8022684	2	3004	4814.19	1120.08
2_MACS_peak_16983_lociStitched	chr3	158519270	158528240	2	3898	6308.601000000001	1980.576
3_MACS_peak_17643_lociStitched	chr4	40575304	40584273	3	5476	7517.815799999999	1252.0724
2_MACS_peak_12693_lociStitched	chr2	65291478	65300440	2	3019	3121.4646	1404.3454000000002
2_MACS_peak_2601_lociStitched	chr10	14994324	15003285	2	5371	22572.759000000002	1598.6424
2_MACS_peak_7090_lociStitched	chr14	81635982	81644943	2	3172	4246.6179	595.9065
2_MACS_peak_17939_lociStitched	chr4	89780008	89788969	2	2095	1615.6682999999998	1039.476
3_MACS_peak_10858_lociStitched	chr18	47833565	47842522	3	5101	6140.9192	1513.7330000000002
2_MACS_peak_1876_lociStitched	chr1	193073055	193082008	2	3975	6633.2777	1665.258
3_MACS_peak_22562_lociStitched	chr7	150776653	150785605	3	6727	15657.943200000002	2054.484
2_MACS_peak_1694_lociStitched	chr1	168302580	168311530	2	4335	4529.595	1745.25
2_MACS_peak_1652_lociStitched	chr1	164628833	164637780	2	3470	5042.5292	2043.4948
2_MACS_peak_8317_lociStitched	chr16	2197807	2206752	2	6138	9495.1175	1526.9115
2_MACS_peak_16145_lociStitched	chr3	46599121	46608063	2	2633	3874.5686	1241.1496
2_MACS_peak_3865_lociStitched	chr11	35027604	35036543	2	5001	8649.376400000001	1375.7121000000002
3_MACS_peak_16793_lociStitched	chr3	133160199	133169137	3	6202	9792.4728	1533.7608
2_MACS_peak_365_lociStitched	chr1	27667738	27676674	2	2929	2122.2999999999997	1139.34
2_MACS_peak_13975_lociStitched	chr2	231525527	231534458	2	3244	3642.9548999999997	761.8143
2_MACS_peak_15750_lociStitched	chr22	51058600	51067531	2	5104	5085.3114000000005	1536.1319999999998
2_MACS_peak_4957_lociStitched	chr12	9655177	9664099	2	3010	3514.3758	1151.8301999999999
2_MACS_peak_13096_lociStitched	chr2	110394054	110402976	2	5402	8609.73	1440.903
2_MACS_peak_18791_lociStitched	chr5	55325208	55334128	2	2451	2550.228	978.524
2_MACS_peak_11554_lociStitched	chr19	19248316	19257234	2	2194	2370.4044	1443.8241999999998
2_MACS_peak_15045_lociStitched	chr21	41380863	41389777	2	8765	28323.3436	2645.6752
2_MACS_peak_8011_lociStitched	chr15	80445050	80453962	2	3171	5191.24	1294.9136
3_MACS_peak_12805_lociStitched	chr2	74404729	74413640	3	4685	6709.983	1523.7810000000002
2_MACS_peak_13207_lociStitched	chr2	120062770	120071681	2	5944	9645.2664	1282.2929
2_MACS_peak_17616_lociStitched	chr4	38664324	38673235	2	7004	12856.7908	1108.5284
2_MACS_peak_8315_lociStitched	chr16	2178008	2186907	2	3681	3354.0331	1066.1002
2_MACS_peak_23385_lociStitched	chr8	117132362	117141247	2	2191	1725.467	924.04
2_MACS_peak_482_lociStitched	chr1	35324008	35332891	2	3967	10619.6265	1418.6151
2_MACS_peak_23667_lociStitched	chr9	700252	709131	2	4684	4646.3807	1306.9888
2_MACS_peak_15936_lociStitched	chr3	25823669	25832543	2	4249	7006.9104	1330.2126
2_MACS_peak_2810_lociStitched	chr10	45950034	45958907	2	4951	12168.4322	1422.3419
2_MACS_peak_20972_lociStitched	chr6	128391585	128400458	2	2862	2964.4693	1134.8567
2_MACS_peak_12638_lociStitched	chr2	62280508	62289376	2	2741	2024.5644	1213.1424
2_MACS_peak_9685_lociStitched	chr17	31313435	31322302	2	3828	5163.2541	1408.9663
3_MACS_peak_20249_lociStitched	chr6	32156901	32165767	3	7513	11404.3358	1696.0658
2_MACS_peak_22436_lociStitched	chr7	134923865	134932728	2	2725	2401.873	1645.8591000000001
3_MACS_peak_9509_lociStitched	chr17	18227526	18236388	3	6906	17005.2918	1415.2614
2_MACS_peak_21324_lociStitched	chr7	2280770	2289628	2	3817	7052.7396	1296.8112
2_MACS_peak_11741_lociStitched	chr19	40022480	40031336	2	2996	4734.4176	1362.9384
2_MACS_peak_14658_lociStitched	chr20	48285494	48294349	2	4877	5371.443	1461.9605
2_MACS_peak_24803_lociStitched	chrX	16730094	16738947	2	3499	3743.0484	656.8926
1_MACS_peak_4679_lociStitched	chr11	119591801	119600653	1	8853	9797.3936	1669.4871999999998
2_MACS_peak_7681_lociStitched	chr15	52771533	52780385	2	5477	6885.9708	1423.4016
2_MACS_peak_10741_lociStitched	chr18	24033292	24042142	2	4487	9575.7	1421.31
3_MACS_peak_12047_lociStitched	chr19	55786478	55795319	3	6441	10015.9689	1708.9653
2_MACS_peak_14678_lociStitched	chr20	49125906	49134747	2	4207	4913.8278	1307.5839
2_MACS_peak_16341_lociStitched	chr3	61616064	61624903	2	5021	8701.1116	1375.3483999999999
2_MACS_peak_21345_lociStitched	chr7	4777833	4786671	2	5488	12713.463	1178.9892
2_MACS_peak_25122_lociStitched	chrX	70330487	70339314	2	4066	7501.1846	754.7085000000001
2_MACS_peak_24051_lociStitched	chr9	79257970	79266796	2	3085	3179.1252000000004	1236.5226
2_MACS_peak_11990_lociStitched	chr19	50393139	50401961	2	3351	4044.0047999999997	1165.3862
2_MACS_peak_19369_lociStitched	chr5	137666468	137675290	2	4718	36106.6816	1601.193
2_MACS_peak_18091_lociStitched	chr4	119505059	119513877	2	3187	4882.5266	1306.8276
2_MACS_peak_14518_lociStitched	chr20	37376404	37385218	2	3198	4373.5068	1481.6334
2_MACS_peak_22067_lociStitched	chr7	99062669	99071482	2	3967	6902.3416	1483.2279
3_MACS_peak_15361_lociStitched	chr22	30697990	30706802	3	4552	4363.7024	1553.5556000000001
2_MACS_peak_16241_lociStitched	chr3	51421285	51430094	2	6699	17843.5104	1816.4158
2_MACS_peak_14453_lociStitched	chr20	33864459	33873266	2	4047	5899.809300000001	1566.7653
2_MACS_peak_5258_lociStitched	chr12	46909932	46918735	2	4853	10253.734400000001	1515.8765999999998
2_MACS_peak_18759_lociStitched	chr5	52541096	52549899	2	3184	3010.626	1191.0459
2_MACS_peak_9284_lociStitched	chr17	2162271	2171065	2	5048	9459.705800000002	1465.0804
2_MACS_peak_13259_lociStitched	chr2	129138438	129147226	2	4374	7757.167600000001	1181.986
2_MACS_peak_17403_lociStitched	chr4	3041708	3050496	2	6118	11264.458400000001	1570.4156
2_MACS_peak_11730_lociStitched	chr19	39825523	39834309	2	4710	4734.7754	1256.398
2_MACS_peak_18830_lociStitched	chr5	58886301	58895087	2	3781	4581.898999999999	875.9642
3_MACS_peak_16301_lociStitched	chr3	55687600	55696384	3	5405	5659.531199999999	1321.992
2_MACS_peak_2422_lociStitched	chr1	246669819	246678598	2	2847	2300.098	1467.8488
2_MACS_peak_17101_lociStitched	chr3	176912114	176920892	2	8759	27778.8588	2320.9032
2_MACS_peak_19048_lociStitched	chr5	88608332	88617103	2	4394	10390.126600000001	1625.2663
3_MACS_peak_23426_lociStitched	chr8	124046629	124055397	3	7562	10127.04	1960.5248
2_MACS_peak_14045_lociStitched	chr2	236403272	236412039	2	6344	10796.5605	954.7262999999999
2_MACS_peak_44_lociStitched	chr1	1820948	1829714	2	4520	5395.473000000001	1010.7198
2_MACS_peak_4109_lociStitched	chr11	64569995	64578759	2	3170	3186.5903999999996	1030.6463999999999
2_MACS_peak_14515_lociStitched	chr20	37074818	37083582	2	2927	3885.0812	1329.4988
2_MACS_peak_25084_lociStitched	chrX	62973804	62982568	2	3156	3291.7583999999997	619.6148
2_MACS_peak_2707_lociStitched	chr10	30529685	30538448	2	3075	3329.0637	969.1878
2_MACS_peak_5978_lociStitched	chr12	120631426	120640183	2	5048	10173.0069	817.9037999999999
2_MACS_peak_10100_lociStitched	chr17	54856516	54865271	2	3290	3361.92	1571.5225
2_MACS_peak_24549_lociStitched	chr9	132250400	132259153	2	2358	2365.0606	1071.3672
2_MACS_peak_1170_lociStitched	chr1	116184317	116193068	2	4118	4837.5527999999995	549.5627999999999
2_MACS_peak_21710_lociStitched	chr7	45441828	45450578	2	3670	5450.375	1372.0
2_MACS_peak_7883_lociStitched	chr15	72521728	72530476	2	4435	9626.299200000001	1509.03
2_MACS_peak_2268_lociStitched	chr1	227915574	227924321	2	5363	8223.0547	1784.388
2_MACS_peak_12354_lociStitched	chr2	28699780	28708526	2	2683	3229.8978	1299.6556
2_MACS_peak_20136_lociStitched	chr6	27439336	27448082	2	5262	14842.8366	1426.4726
2_MACS_peak_855_lociStitched	chr1	66839248	66847992	2	5175	10000.512799999999	1561.6784
2_MACS_peak_20063_lociStitched	chr6	25131216	25139953	2	4264	6678.5628	1240.654
3_MACS_peak_5356_lociStitched	chr12	53439954	53448689	3	3261	4002.377	1120.7005
1_MACS_peak_19958_lociStitched	chr6	11827872	11836607	1	8736	58037.087	1954.893
1_MACS_peak_8148_lociStitched	chr15	90637885	90646619	1	8735	33372.614	1801.8242
2_MACS_peak_3151_lociStitched	chr10	90144036	90152769	2	5262	17058.1689	1534.3881
2_MACS_peak_9330_lociStitched	chr17	4606311	4615041	2	5139	10733.535	1315.611
2_MACS_peak_19757_lociStitched	chr5	176777533	176786262	2	4169	16923.785200000002	1623.594
2_MACS_peak_19599_lociStitched	chr5	156692276	156701002	2	5453	12864.7418	1661.4304000000002
2_MACS_peak_16994_lociStitched	chr3	159726984	159735709	2	5459	7638.737499999999	1994.535
2_MACS_peak_22289_lociStitched	chr7	119865834	119874559	2	3541	7417.995	1558.285
2_MACS_peak_18589_lociStitched	chr5	10600159	10608882	2	4560	10210.2715	1166.2651
2_MACS_peak_1734_lociStitched	chr1	174186952	174195671	2	3878	3178.9474	1648.7629
3_MACS_peak_19723_lociStitched	chr5	173490932	173499650	3	4160	4502.847	1181.289
2_MACS_peak_4055_lociStitched	chr11	62412778	62421494	2	3753	10144.552399999999	1188.8624
2_MACS_peak_1294_lociStitched	chr1	145990904	145999619	2	2384	1643.649	1493.751
3_MACS_peak_4135_lociStitched	chr11	65148467	65157181	3	6238	15819.3956	1678.3164
2_MACS_peak_23183_lociStitched	chr8	80672743	80681457	2	3097	2821.5932	1194.6894
2_MACS_peak_19462_lociStitched	chr5	142592707	142601415	2	3392	4744.989200000001	1139.0064
2_MACS_peak_11442_lociStitched	chr19	14543161	14551867	2	3318	3063.6414	1177.0511999999999
2_MACS_peak_10421_lociStitched	chr17	75434176	75442881	2	7347	29018.988	1448.512
2_MACS_peak_19744_lociStitched	chr5	175962841	175971546	2	6121	8075.6285	1625.2235
2_MACS_peak_24770_lociStitched	chrX	12885134	12893839	2	4609	7490.6525	845.2555000000001
3_MACS_peak_3922_lociStitched	chr11	45837991	45846694	3	5116	10304.351999999999	1286.3033999999998
2_MACS_peak_7912_lociStitched	chr15	74745847	74754550	2	4563	8133.8238	1179.2565000000002
2_MACS_peak_24782_lociStitched	chrX	13679477	13688180	2	3520	4870.1988	648.3734999999999
2_MACS_peak_5124_lociStitched	chr12	27390490	27399192	2	4491	7300.1078	1399.2816
2_MACS_peak_16522_lociStitched	chr3	104237896	104246594	2	6628	13585.406200000001	1215.9804000000001
2_MACS_peak_19401_lociStitched	chr5	139486235	139494933	2	5085	13571.4894	1042.0204
2_MACS_peak_3870_lociStitched	chr11	35139825	35148522	2	3050	2827.3947	1391.52
2_MACS_peak_14620_lociStitched	chr20	45316790	45325486	2	3576	6095.0264	1199.1784
2_MACS_peak_9429_lociStitched	chr17	8190948	8199639	2	3571	5338.0122	1483.5537
1_MACS_peak_13863_lociStitched	chr2	217080196	217088887	1	8692	28366.5549	1802.5134
3_MACS_peak_22169_lociStitched	chr7	104596159	104604850	3	6275	10368.363000000001	1692.1377
2_MACS_peak_15058_lociStitched	chr21	43297790	43306480	2	4013	8204.229000000001	1552.034
2_MACS_peak_24116_lociStitched	chr9	93313991	93322671	2	5048	8315.44	1373.1760000000002
2_MACS_peak_24856_lociStitched	chrX	24253008	24261683	2	2179	1417.495	719.1575
2_MACS_peak_4267_lociStitched	chr11	68815916	68824590	2	3480	6901.0344	1269.0062
2_MACS_peak_23878_lociStitched	chr9	35657287	35665959	2	3810	16983.2448	1654.6176
2_MACS_peak_3814_lociStitched	chr11	26127013	26135684	2	5381	13500.747	1170.585
2_MACS_peak_8036_lociStitched	chr15	82331800	82340469	2	5558	6410.7255000000005	1058.4849
2_MACS_peak_16750_lociStitched	chr3	128994315	129002982	2	8025	17096.5242	1294.8498
2_MACS_peak_24911_lociStitched	chrX	40028358	40037022	2	6174	22147.783199999998	791.0232000000001
2_MACS_peak_331_lociStitched	chr1	26495937	26504598	2	2236	2983.7144999999996	1065.3029999999999
1_MACS_peak_1895_lociStitched	chr1	197740021	197748678	1	8658	26859.208199999997	2140.8761
2_MACS_peak_19395_lociStitched	chr5	138953791	138962448	2	5866	10113.9731	1512.3779
3_MACS_peak_12163_lociStitched	chr2	8817713	8826369	3	7075	6118.926399999999	1301.8624
2_MACS_peak_24222_lociStitched	chr9	100458362	100467014	2	3608	6663.7704	1533.1344
1_MACS_peak_9809_lociStitched	chr17	38016512	38025163	1	8652	29473.0919	1815.8449
2_MACS_peak_9912_lociStitched	chr17	42084246	42092895	2	2699	4981.824	1319.8374000000001
3_MACS_peak_2744_lociStitched	chr10	34954854	34963499	3	4897	5812.898	1324.414
2_MACS_peak_22069_lociStitched	chr7	99094992	99103637	2	5639	9401.4375	1443.7150000000001
1_MACS_peak_17768_lociStitched	chr4	69434544	69443188	1	8645	21160.512	1500.5984
1_MACS_peak_1473_lociStitched	chr1	154970859	154979497	1	8639	20117.902000000002	2206.1452
2_MACS_peak_19122_lociStitched	chr5	102089917	102098552	2	3609	3161.2735	1120.823
1_MACS_peak_3872_lociStitched	chr11	35159664	35168294	1	8631	21537.891	2063.433
2_MACS_peak_14104_lociStitched	chr2	242447149	242455776	2	1754	1551.1345999999999	659.1028
2_MACS_peak_21680_lociStitched	chr7	44078318	44086945	2	6150	9816.663299999998	1523.5282
2_MACS_peak_12360_lociStitched	chr2	28836377	28844992	2	2809	2039.1705	1057.0605
2_MACS_peak_10409_lociStitched	chr17	75177411	75186024	2	4045	4859.4546	1396.1672999999998
2_MACS_peak_15508_lociStitched	chr22	38638882	38647494	2	4699	8907.3916	1336.5824
2_MACS_peak_16637_lociStitched	chr3	121373083	121381686	2	4809	19705.1715	1561.4445
2_MACS_peak_4276_lociStitched	chr11	70042319	70050921	2	2467	84196.376	1268.7949999999998
