REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_19210_lociStitched	chr5	118657929	118678692	3	13357	25521.8796	3845.3076	156	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.18760000000000002	156	1
1_MACS_peak_10216_lociStitched	chr17	62196936	62210229	1	13294	23277.3723	2673.2223	157	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.8137	157	1
4_MACS_peak_20091_lociStitched	chr6	26183616	26207198	4	13205	33842.5282	4275.4166	158	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	1.4548	158	1
3_MACS_peak_10298_lociStitched	chr17	70582477	70601773	3	13193	28426.8672	3409.6032	159	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.12409999999999999	159	1
5_MACS_peak_8684_lociStitched	chr16	29815365	29833619	5	13186	33527.1218	3555.8792	160	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	PRRT2	1.2151	160	1
5_MACS_peak_1017_lociStitched	chr1	93409372	93428871	5	13176	14828.9895	1698.3629	161	FAM69A		FAM69A	FAM69A	0.1308	161	1
5_MACS_peak_11119_lociStitched	chr19	2254580	2274390	5	13162	33821.613	4486.965	162	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	2.0782	162	1
4_MACS_peak_7350_lociStitched	chr15	23660118	23682841	4	13119	51024.4965	3592.5063	163			MKRN3	MKRN3	NONE	163	1
3_MACS_peak_8475_lociStitched	chr16	12052292	12071975	3	13118	86024.5515	3997.6173	164	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	6.0244	164	1
5_MACS_peak_10361_lociStitched	chr17	73850533	73875683	5	13046	48579.74	3792.62	165	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	2.032	165	1
1_MACS_peak_2252_lociStitched	chr1	226839514	226852526	1	13013	72429.9968	3994.684	166	ITPKB		ITPKB	ITPKB	0.7512	166	1
4_MACS_peak_15569_lociStitched	chr22	39909951	39929536	4	13009	38345.4715	3950.2945	167	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.8673999999999997	167	1
3_MACS_peak_2347_lociStitched	chr1	234734083	234749852	3	13000	83594.6228	3958.019	168	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	5.1398	168	1
4_MACS_peak_3102_lociStitched	chr10	81946648	81966337	4	12971	32628.6108	3496.7664	169	ANXA11		ANXA11	ANXA11	0.4932	169	1
2_MACS_peak_5272_lociStitched	chr12	48201002	48214767	2	12968	36707.1255	2834.2135	170	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.7598999999999999	170	1
4_MACS_peak_588_lociStitched	chr1	40839074	40858402	4	12944	26104.3968	3299.2896	171	SMAP2	SMAP2	SMAP2	SMAP2	0.36519999999999997	171	1
3_MACS_peak_4915_lociStitched	chr12	7022752	7038389	3	12867	20765.936	2581.6687	172	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	PTPN6	2.1647000000000003	172	1
6_MACS_peak_11306_lociStitched	chr19	10513137	10539485	6	12858	17684.7776	3794.112	173	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	PDE4A	0.08819999999999999	173	1
1_MACS_peak_909_lociStitched	chr1	75598237	75611087	1	12851	21656.105	1490.6	174	LHX8		LHX8	LHX8	0.4847	174	1
5_MACS_peak_25353_lociStitched	chrX	128902327	128921351	5	12813	24424.9136	2280.9776	175	XPNPEP2,SASH3		SASH3	SASH3	0.5880000000000001	175	1
4_MACS_peak_1237_lociStitched	chr1	143442734	143468734	4	12687	35653.8	9807.2	176			LOC100130000	LOC100130000	NONE	176	1
1_MACS_peak_12485_lociStitched	chr2	43444278	43456943	1	12666	46459.0195	2331.6265	177	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	3.0977	177	1
2_MACS_peak_9657_lociStitched	chr17	29636430	29649427	2	12652	18585.71	2066.523	178	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.6248	178	1
6_MACS_peak_8946_lociStitched	chr16	67554690	67587354	6	12632	23054.2512	5147.8464	179	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	FAM65A	0.5227999999999999	179	1
1_MACS_peak_565_lociStitched	chr1	40030282	40042910	1	12629	22424.8024	2453.6204	180	PABPC4,SNORA55	PPIEL	SNORA55	SNORA55	1.0892	180	1
4_MACS_peak_14061_lociStitched	chr2	238599905	238613293	4	12606	18463.3908	1303.9912	181	LRRFIP1		LRRFIP1	LRRFIP1	0.1124	181	1
4_MACS_peak_4663_lociStitched	chr11	118954910	118979769	4	12530	30695.8932	4621.2881	182	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	H2AFX	0.5405	182	1
2_MACS_peak_8025_lociStitched	chr15	81584979	81597584	2	12524	27999.4865	2913.0155	183	IL16	STARD5	IL16	STARD5	0.5146000000000001	183	1
4_MACS_peak_10453_lociStitched	chr17	76763478	76779598	4	12493	26572.208	2592.096	184	CYTH1		CYTH1	CYTH1	0.6013999999999999	184	1
4_MACS_peak_14752_lociStitched	chr20	55957937	55975530	4	12483	35887.9607	2973.217	185	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	1.1034000000000002	185	1
5_MACS_peak_7324_lociStitched	chr15	21976484	22002461	5	12479	21054.3585	3675.7455	186		LOC646214,CXADRP2	CXADRP2	LOC646214	0.025999999999999995	186	1
4_MACS_peak_11938_lociStitched	chr19	48880463	48902443	4	12449	39950.848	2969.498	187	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.87	187	1
4_MACS_peak_12685_lociStitched	chr2	65157556	65178600	4	12419	55444.6268	4412.9268	188	LOC400958	SLC1A4	LOC400958	LOC400958	1.0021	188	1
2_MACS_peak_4312_lociStitched	chr11	72850795	72869694	2	12393	84247.9622	3738.2222	189	FCHSD2		FCHSD2	FCHSD2	0.08	189	1
4_MACS_peak_15561_lociStitched	chr22	39823325	39845747	4	12377	47507.7336	4029.2334	190	TAB1	MGAT3	MGAT3	MGAT3	0.01959999999999998	190	1
3_MACS_peak_1989_lociStitched	chr1	204474545	204491932	3	12360	52713.9066	4364.137	191	MDM4	PIK3C2B	MDM4	MDM4	0.7738	191	1
1_MACS_peak_347_lociStitched	chr1	27018319	27030613	1	12295	34434.2646	2011.2984	192	ARID1A		ARID1A	ARID1A	0.4625	192	1
5_MACS_peak_24749_lociStitched	chrX	10065117	10090937	5	12280	24552.238	2241.176	193	WWC3	CLCN4	CLCN4	NONE	NONE	193	1
3_MACS_peak_17239_lociStitched	chr3	186703270	186719955	3	12263	43386.0055	4101.173	194	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.5822	194	1
1_MACS_peak_20717_lociStitched	chr6	90059007	90071263	1	12257	40279.344	2474.4864	195	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.9195	195	1
3_MACS_peak_24907_lociStitched	chrX	39953116	39969467	3	12249	22060.7692	1198.5283	196	BCOR		BCOR	BCOR	0.31120000000000003	196	1
1_MACS_peak_20077_lociStitched	chr6	25402935	25415161	1	12227	86041.6976	2525.8916	197	LRRC16A		LRRC16A	LRRC16A	0.3185	197	1
4_MACS_peak_11130_lociStitched	chr19	2455267	2480356	4	12225	31707.4782	4784.4723	198	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	1.5358	198	1
4_MACS_peak_9405_lociStitched	chr17	7736909	7762294	4	12209	24874.7615	4282.4495	199	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	KDM6B	0.7972	199	1
2_MACS_peak_15320_lociStitched	chr22	26974709	26992360	2	12161	28582.2643	3014.7908	200	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	0.8851	200	1
2_MACS_peak_20228_lociStitched	chr6	31694618	31709262	2	12146	44284.9204	2859.9732	201	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.5972	201	1
2_MACS_peak_19307_lociStitched	chr5	131789989	131804263	2	12129	30680.5356	3097.458	202	C5orf56	IRF1	IRF1	IRF1	0.5199	202	1
2_MACS_peak_21742_lociStitched	chr7	50343669	50357552	2	12013	16774.8289	2092.1681	203	IKZF1		IKZF1	IKZF1	0.1019	203	1
5_MACS_peak_5194_lociStitched	chr12	33037798	33060281	5	11938	17939.1857	3230.8071	204	PKP2		PKP2	PKP2	0.0969	204	1
1_MACS_peak_6604_lociStitched	chr13	114556217	114568151	1	11935	88535.9592	3302.1378	205	GAS6	FLJ44054,GAS6	GAS6	GAS6	1.6560000000000001	205	1
1_MACS_peak_10733_lociStitched	chr18	22929053	22940950	1	11898	14848.6457	1432.3988	206	ZNF521		ZNF521	ZNF521	0.013899999999999996	206	1
3_MACS_peak_2097_lociStitched	chr1	211743704	211756397	3	11822	17168.5518	2986.6629	207	SLC30A1		SLC30A1	SLC30A1	1.029	207	1
1_MACS_peak_19824_lociStitched	chr6	389059	400871	1	11813	25734.8044	2329.3264	208	IRF4		IRF4	IRF4	0.8319	208	1
2_MACS_peak_2780_lociStitched	chr10	43890116	43905825	2	11803	38673.9871	2507.1564	209	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.7132999999999999	209	1
2_MACS_peak_14581_lociStitched	chr20	43270374	43282168	2	11752	34066.969	2468.4842	210	ADA	LOC79015	ADA	ADA	0.7441	210	1
4_MACS_peak_20350_lociStitched	chr6	37122310	37144192	4	11734	26538.4896	3179.4546	211	PIM1		PIM1	PIM1	0.9021999999999999	211	1
3_MACS_peak_12542_lociStitched	chr2	47526802	47550728	3	11707	62784.2166	4641.644	212		EPCAM	EPCAM	NONE	NONE	212	1
4_MACS_peak_14437_lociStitched	chr20	32989217	33005681	4	11694	22899.7776	2446.5504	213	ITCH	MIR644	ITCH	ITCH	0.216	213	1
2_MACS_peak_7708_lociStitched	chr15	56648184	56666188	2	11672	46131.6492	2794.2208	214	TEX9		TEX9	TEX9	0.45940000000000003	214	1
3_MACS_peak_17833_lociStitched	chr4	77117822	77136369	3	11666	36745.3164	3536.9129	215	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.4986	215	1
2_MACS_peak_10406_lociStitched	chr17	75131339	75145408	2	11664	68926.8448	2840.5311	216	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	2.4461	216	1
3_MACS_peak_4567_lociStitched	chr11	111237752	111251224	3	11652	33130.3424	2469.4176	217	POU2AF1		POU2AF1	POU2AF1	0.8651	217	1
4_MACS_peak_2526_lociStitched	chr10	7511714	7535576	4	11613	32134.9554	3426.5832	218			SFMBT2	SFMBT2	NONE	218	1
1_MACS_peak_13588_lociStitched	chr2	182168457	182180054	1	11598	34242.4619	1922.7826	219			ITGA4	ITGA4	NONE	219	1
2_MACS_peak_1540_lociStitched	chr1	156709453	156722773	2	11553	30801.168	3564.432	220	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.8861	220	1
4_MACS_peak_10387_lociStitched	chr17	74476202	74498348	4	11547	32441.6754	3671.8068	221	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	0.7094	221	1
4_MACS_peak_11396_lociStitched	chr19	13043151	13057871	4	11541	21840.064	2673.152	222	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.0122	222	1
4_MACS_peak_16508_lociStitched	chr3	101487744	101513170	4	11504	25802.3048	3928.317	223	FAM55C	CEP97,NFKBIZ	FAM55C	FAM55C	0.43720000000000003	223	1
2_MACS_peak_3783_lociStitched	chr11	19451332	19465858	2	11480	33870.2742	2746.8666	224	NAV2		NAV2	NAV2	0.010699999999999987	224	1
2_MACS_peak_24137_lociStitched	chr9	94181110	94192729	2	11475	29150.9091	1876.4685	225	NFIL3		NFIL3	NFIL3	0.9203999999999999	225	1
2_MACS_peak_15338_lociStitched	chr22	29207166	29221399	2	11414	37328.8891	2184.7655	226		CCDC117,XBP1	XBP1	XBP1	4.6497	226	1
4_MACS_peak_12327_lociStitched	chr2	27293283	27310893	4	11405	18240.438	3178.605	227	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	EMILIN1	0.5971	227	1
4_MACS_peak_18667_lociStitched	chr5	32530429	32543914	4	11402	28264.56	2701.0455	228		SUB1	SUB1	SUB1	1.3415	228	1
3_MACS_peak_7919_lociStitched	chr15	74906533	74924294	3	11386	26376.8611	3351.5007	229	CLK3,EDC3		CLK3	CLK3	0.7162999999999999	229	1
3_MACS_peak_17042_lociStitched	chr3	169755050	169776644	3	11358	26808.951	4839.2154	230	GPR160		GPR160	GPR160	0.34739999999999993	230	1
3_MACS_peak_17613_lociStitched	chr4	38307328	38322285	3	11319	27773.6533	2312.3522	231			KLF3	KLF3	0.23529999999999998	231	1
4_MACS_peak_9380_lociStitched	chr17	7136665	7156735	4	11304	31951.44	3080.745	232	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	1.1431	232	1
4_MACS_peak_4046_lociStitched	chr11	62308119	62326229	4	11302	19656.594	3395.625	233	AHNAK	EEF1G,TUT1,MTA2	AHNAK	MTA2	0.7466999999999999	233	1
5_MACS_peak_11097_lociStitched	chr19	1847043	1865727	5	11214	39572.712	3654.5904	234	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.6936	234	1
4_MACS_peak_12472_lociStitched	chr2	42344245	42361086	4	11185	21357.7562	2788.8696	235		EML4	EML4	EML4	0.01899999999999999	235	1
4_MACS_peak_12674_lociStitched	chr2	64862730	64883516	4	11167	28009.135	3219.7514	236	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.7565	236	1
2_MACS_peak_11061_lociStitched	chr19	1015197	1029451	2	11138	24257.4572	3195.7468	237	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	C19orf6	0.6528	237	1
5_MACS_peak_7315_lociStitched	chr15	20969858	20995842	5	11135	22598.2848	3403.904	238		BCL8	BCL8	NONE	NONE	238	1
5_MACS_peak_11091_lociStitched	chr19	1647817	1672926	5	11119	45276.5488	4373.9878	239	TCF3	UQCR11	TCF3	TCF3	0.8404	239	1
3_MACS_peak_25488_lociStitched	chrX	153232735	153252500	3	11109	33598.5235	1674.0955	240	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.3175	240	1
1_MACS_peak_19465_lociStitched	chr5	142774893	142785945	1	11053	28835.7732	1456.6536	241	NR3C1		NR3C1	NR3C1	0.18660000000000002	241	1
5_MACS_peak_4205_lociStitched	chr11	66861615	66889899	5	11029	15850.3536	3753.2868	242	KDM2A	RHOD	KDM2A	KDM2A	0.1195	242	1
5_MACS_peak_12060_lociStitched	chr19	56145399	56168015	5	11017	29418.8928	3417.2776	243	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	1.0928	243	1
3_MACS_peak_14867_lociStitched	chr21	19152094	19167841	3	11006	26510.0745	2368.3488	244	C21orf91		C21orf91	C21orf91	0.828	244	1
4_MACS_peak_12524_lociStitched	chr2	46788663	46803294	4	10995	21225.1917	2557.4988	245	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.4154	245	1
4_MACS_peak_21129_lociStitched	chr6	143162865	143179945	4	10964	21751.38	1371.524	246	HIVEP2		HIVEP2	HIVEP2	0.1696	246	1
1_MACS_peak_19504_lociStitched	chr5	148204798	148215757	1	10960	25057.7535	2619.201	247	ADRB2		ADRB2	ADRB2	1.1413	247	1
3_MACS_peak_4287_lociStitched	chr11	71413794	71426668	3	10959	54303.8194	2764.0478	248			FAM86C	FAM86C	NONE	248	1
4_MACS_peak_13737_lociStitched	chr2	202040254	202059931	4	10943	13775.8677	3404.121	249	CASP10	CASP8	CASP10	CASP8	0.7518	249	1
4_MACS_peak_16113_lociStitched	chr3	46132665	46153507	4	10942	20744.0426	3199.247	250			XCR1	XCR1	NONE	250	1
4_MACS_peak_14366_lociStitched	chr20	30146935	30162084	4	10927	15739.811	2732.8796	251	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	PSIMCT-1	0.2603	251	1
4_MACS_peak_11076_lociStitched	chr19	1258500	1277369	4	10904	32822.6255	4194.5787	252	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.4352	252	1
2_MACS_peak_9340_lociStitched	chr17	4842031	4854569	2	10880	41500.78	2319.53	253	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	2.5056000000000003	253	1
4_MACS_peak_15912_lociStitched	chr3	20080547	20097968	4	10857	19548.1041	2679.3498	254	KAT2B	C3orf48	KAT2B	KAT2B	0.12099999999999998	254	1
1_MACS_peak_4872_lociStitched	chr12	4377526	4388357	1	10832	44649.7144	1931.1673	255	CCND2	C12orf5	CCND2	CCND2	1.08	255	1
4_MACS_peak_21034_lociStitched	chr6	135322933	135343833	4	10809	32771.2	2762.98	256	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.3245	256	1
5_MACS_peak_3344_lociStitched	chr10	105249899	105268219	5	10798	19421.032	3156.536	257	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	1.0916	257	1
2_MACS_peak_9802_lociStitched	chr17	37925075	37935999	2	10792	22745.9528	2071.1904	258	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2712	258	1
4_MACS_peak_15102_lociStitched	chr21	45194955	45210766	4	10756	28194.1752	4275.2944	259	RRP1,CSTB	LOC284837	RRP1	RRP1	0.2581	259	1
3_MACS_peak_1612_lociStitched	chr1	161423695	161442337	3	10741	8176.3812	8073.8502	260		FCGR2A	FCGR2A	FCGR2A	0.04279999999999998	260	1
3_MACS_peak_3326_lociStitched	chr10	104531462	104543128	3	10732	55527.8268	2473.192	261	C10orf26		C10orf26	C10orf26	0.8511	261	1
3_MACS_peak_849_lociStitched	chr1	66736688	66750362	3	10720	35977.6614	2573.4468	262	PDE4B	PDE4B	PDE4B	PDE4B	0.07319999999999999	262	1
6_MACS_peak_18568_lociStitched	chr5	6711503	6738205	6	10716	23099.9002	3546.0256	263	PAPD7	PAPD7	PAPD7	PAPD7	0.36310000000000003	263	1
3_MACS_peak_20445_lociStitched	chr6	44213320	44233775	3	10699	22942.328	3675.7635	264	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	SLC35B2	0.3084	264	1
1_MACS_peak_24996_lociStitched	chrX	48768067	48778746	1	10680	17430.2638	1342.3503	265	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	PIM2	1.0448000000000002	265	1
5_MACS_peak_4983_lociStitched	chr12	11901807	11920089	5	10622	19952.9748	3208.491	266	ETV6		ETV6	ETV6	0.12589999999999998	266	1
2_MACS_peak_13747_lociStitched	chr2	202116234	202128316	2	10620	40843.201	2171.1354	267	CASP8		CASP8	CASP8	0.7518	267	1
3_MACS_peak_17638_lociStitched	chr4	40302633	40319683	3	10601	19281.845	2949.65	268		CHRNA9	CHRNA9	NONE	NONE	268	1
3_MACS_peak_3320_lociStitched	chr10	104401207	104421763	3	10598	26967.4164	3245.7924	269	TRIM8		TRIM8	TRIM8	0.9992000000000001	269	1
3_MACS_peak_24997_lociStitched	chrX	48790606	48805630	3	10597	34038.3744	1810.392	270	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	1.0448000000000002	270	1
3_MACS_peak_15540_lociStitched	chr22	39459199	39474311	3	10589	23571.6976	2327.248	271	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	0.8767	271	1
1_MACS_peak_9946_lociStitched	chr17	43298152	43308710	1	10559	90172.7106	2372.3826	272	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	2.679	272	1
3_MACS_peak_7915_lociStitched	chr15	74827407	74846018	3	10548	28813.5502	3109.8981	273	ARID3B		ARID3B	ARID3B	0.39890000000000003	273	1
4_MACS_peak_24156_lociStitched	chr9	95514278	95529127	4	10524	16267.0795	2436.7209	274	BICD2	ANKRD19	BICD2	BICD2	0.3864	274	1
3_MACS_peak_4247_lociStitched	chr11	67760479	67778465	3	10508	30189.501	3284.2436	275	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	UNC93B1	0.8876	275	1
3_MACS_peak_12571_lociStitched	chr2	54777323	54798811	3	10506	16045.0896	3296.2592	276	SPTBN1	RPL23AP32	SPTBN1	RPL23AP32	0.3468	276	1
5_MACS_peak_11226_lociStitched	chr19	6765538	6789565	5	10491	17703.0936	5189.832	277	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	GPR108	0.6823	277	1
2_MACS_peak_6083_lociStitched	chr12	125397830	125412854	2	10488	26551.9152	1643.6256	278	UBC	SCARB1	UBC	UBC	1.4418	278	1
4_MACS_peak_11417_lociStitched	chr19	13943931	13959304	4	10473	33860.5698	2255.2191	279	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.2017	279	1
3_MACS_peak_4413_lociStitched	chr11	82764926	82784477	3	10463	32149.6644	3785.0736	280	RAB30	SNORA70E	RAB30	RAB30	0.4743	280	1
3_MACS_peak_21883_lociStitched	chr7	74057214	74076857	3	10428	26099.6541	2687.1624	281	GTF2I		GTF2I	GTF2I	0.15289999999999998	281	1
3_MACS_peak_9125_lociStitched	chr16	81841646	81857651	3	10426	24988.6065	1690.128	282	PLCG2		PLCG2	PLCG2	0.14079999999999998	282	1
4_MACS_peak_19905_lociStitched	chr6	7135042	7148027	4	10419	21807.009	1888.019	283	RREB1		RREB1	RREB1	0.1806	283	1
3_MACS_peak_19689_lociStitched	chr5	171601010	171616091	3	10400	27595.2138	2699.499	284	STK10	EFCAB9	STK10	STK10	0.1645	284	1
3_MACS_peak_4748_lociStitched	chr11	126172850	126189592	3	10327	23582.7812	3063.786	285	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	FOXRED1	0.3868	285	1
3_MACS_peak_10437_lociStitched	chr17	76163869	76183649	3	10308	25715.978	2935.352	286	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	SYNGR2	1.4661	286	1
4_MACS_peak_14471_lociStitched	chr20	34677587	34690331	4	10295	15598.656	2026.296	287		EPB41L1,LOC647979	EPB41L1	LOC647979	0.5204	287	1
1_MACS_peak_9097_lociStitched	chr16	79630486	79640777	1	10292	14506.1936	829.4546	288	MAF		MAF	MAF	0.78	288	1
1_MACS_peak_11791_lociStitched	chr19	42051898	42062147	1	10250	26917.9736	1839.6955	289		CEACAM21	CEACAM21	CEACAM21	0.006799999999999987	289	1
4_MACS_peak_4895_lociStitched	chr12	6554994	6581021	4	10243	32104.3045	4338.7009	290	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	1.144	290	1
2_MACS_peak_16271_lociStitched	chr3	52729969	52745713	2	10223	26860.8384	2693.7984	291	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	1.1368	291	1
2_MACS_peak_19386_lociStitched	chr5	138719960	138730324	2	10218	34668.6164	2470.7776	292	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.6161	292	1
4_MACS_peak_3578_lociStitched	chr11	789151	811343	4	10176	22722.3888	3113.5376	293	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	POLR2L	1.2548000000000001	293	1
2_MACS_peak_2272_lociStitched	chr1	228268815	228279473	2	10159	25064.4186	2734.8428	294	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	1.0988	294	1
4_MACS_peak_22840_lociStitched	chr8	27934426	27951627	4	10152	18819.6141	3130.582	295	ELP3,C8orf80		C8orf80	C8orf80	0.2949	295	1
3_MACS_peak_14562_lociStitched	chr20	42569117	42585592	3	10141	24529.6275	3024.81	296	TOX2		TOX2	TOX2	0.6352	296	1
4_MACS_peak_9554_lociStitched	chr17	20204757	20221663	4	10127	20474.8566	2336.4092	297	SPECC1	CCDC144C	CCDC144C	NONE	NONE	297	1
1_MACS_peak_20598_lociStitched	chr6	74224311	74234436	1	10126	27362.8125	2062.4625	298	EEF1A1		EEF1A1	EEF1A1	1.6773	298	1
3_MACS_peak_9948_lociStitched	chr17	43372983	43395666	3	10119	17334.3486	3710.9388	299	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.21719999999999998	299	1
2_MACS_peak_524_lociStitched	chr1	37933502	37946720	2	10107	17223.054	2477.0532	300	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.6964	300	1
1_MACS_peak_969_lociStitched	chr1	87792940	87803034	1	10095	17625.1334	1706.8954	301	LMO4		LMO4	LMO4	0.5206	301	1
4_MACS_peak_21249_lociStitched	chr6	160389199	160405230	4	10088	16811.7097	1292.0986	302	IGF2R		IGF2R	IGF2R	0.11900000000000001	302	1
4_MACS_peak_3380_lociStitched	chr10	111967037	111986579	4	10079	13630.545	3157.9872	303	MXI1		MXI1	MXI1	0.08780000000000002	303	1
1_MACS_peak_19148_lociStitched	chr5	109023943	109034017	1	10075	20793.7434	1898.949	304	MAN2A1		MAN2A1	MAN2A1	0.21480000000000002	304	1
1_MACS_peak_13978_lociStitched	chr2	231729553	231739621	1	10069	32028.3216	1011.834	305	ITM2C		ITM2C	ITM2C	1.2840999999999998	305	1
2_MACS_peak_18564_lociStitched	chr5	6475635	6487512	2	10042	74973.5625	2343.3321	306	UBE2QL1		UBE2QL1	UBE2QL1	1.5335	306	1
4_MACS_peak_15068_lociStitched	chr21	43638912	43657621	4	10036	34026.0583	4054.2403	307	ABCG1		ABCG1	ABCG1	0.28400000000000003	307	1
4_MACS_peak_17284_lociStitched	chr3	193848122	193860451	4	10032	21512.8721	2884.986	308	HES1		HES1	HES1	1.3937	308	1
2_MACS_peak_398_lociStitched	chr1	28831469	28846365	2	10027	23033.6848	2478.6944	309	RCC1,SNHG3	TRNAU1AP	RCC1	TRNAU1AP	0.6265000000000001	309	1
