#14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23_ROSE/14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam
#Using cutoff of 21564.0092 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X14_0EX0_0229Kronos_MM1S.KB.1hr.2_H3K27Ac_hs.dm_i23.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isSuperStretch
2_MACS_peak_3391_lociStitched	chr10	112216440	112226137	2	7848	48351.1814	2067.4004	307	1
2_MACS_peak_6083_lociStitched	chr12	125397830	125412854	2	10488	26551.9152	1643.6256	308	1
4_MACS_peak_4895_lociStitched	chr12	6554994	6581021	4	10243	32104.3045	4338.7009	310	1
4_MACS_peak_15068_lociStitched	chr21	43638912	43657621	4	10036	34026.0583	4054.2403	311	1
4_MACS_peak_2806_lociStitched	chr10	45913847	45931430	4	9502	37465.8564	2700.7488	313	1
1_MACS_peak_262_lociStitched	chr1	23850425	23858951	1	8527	43508.178	1748.6826	314	1
3_MACS_peak_19689_lociStitched	chr5	171601010	171616091	3	10400	27595.2138	2699.499	315	1
2_MACS_peak_14549_lociStitched	chr20	40710443	40724594	2	7761	47778.0213	2190.5748	319	1
3_MACS_peak_21883_lociStitched	chr7	74057214	74076857	3	10428	26099.6541	2687.1624	322	1
3_MACS_peak_9125_lociStitched	chr16	81841646	81857651	3	10426	24988.6065	1690.128	323	1
2_MACS_peak_6623_lociStitched	chr13	115039471	115048792	2	8317	43497.3786	1487.6316	324	1
1_MACS_peak_11791_lociStitched	chr19	42051898	42062147	1	10250	26917.9736	1839.6955	325	1
5_MACS_peak_12750_lociStitched	chr2	70335042	70360818	5	9991	31534.3584	3572.5536	328	1
4_MACS_peak_5850_lociStitched	chr12	109161889	109181093	4	9651	34674.7424	3351.098	329	1
2_MACS_peak_16682_lociStitched	chr3	124501845	124512136	2	9420	34952.3524	1767.9938	330	1
2_MACS_peak_11662_lociStitched	chr19	35695309	35706045	2	8023	45293.0368	2264.2224	331	1
2_MACS_peak_16271_lociStitched	chr3	52729969	52745713	2	10223	26860.8384	2693.7984	333	1
1_MACS_peak_20598_lociStitched	chr6	74224311	74234436	1	10126	27362.8125	2062.4625	334	1
3_MACS_peak_10437_lociStitched	chr17	76163869	76183649	3	10308	25715.978	2935.352	335	1
1_MACS_peak_21530_lociStitched	chr7	26002454	26009714	1	7261	48760.338	1944.954	336	1
2_MACS_peak_20105_lociStitched	chr6	26358039	26367419	2	9249	35812.84	1796.27	337	1
2_MACS_peak_11462_lociStitched	chr19	16221417	16231672	2	9341	35126.4515	2030.49	339	1
2_MACS_peak_24559_lociStitched	chr9	132645979	132657863	2	8348	42122.838	2069.0044	343	1
3_MACS_peak_20400_lociStitched	chr6	42737867	42752257	3	8895	37690.288	1935.455	345	1
2_MACS_peak_15272_lociStitched	chr22	23477870	23488794	2	9538	32373.274	2342.1056	346	1
1_MACS_peak_2720_lociStitched	chr10	30989408	30996752	1	7345	46929.6288	1594.3824	347	1
2_MACS_peak_2272_lociStitched	chr1	228268815	228279473	2	10159	25064.4186	2734.8428	348	1
2_MACS_peak_16118_lociStitched	chr3	46246184	46257087	2	8530	40380.3508	2575.2886	349	1
2_MACS_peak_2064_lociStitched	chr1	209275712	209283978	2	7584	45985.4112	2339.278	351	1
3_MACS_peak_20128_lociStitched	chr6	27098356	27116023	3	10022	26445.7323	3293.1288	353	1
3_MACS_peak_11459_lociStitched	chr19	16180454	16198167	3	9401	32900.1262	2747.2863	354	1
2_MACS_peak_11778_lociStitched	chr19	41801234	41817336	2	9562	30962.5358	3096.4146	357	1
3_MACS_peak_8192_lociStitched	chr15	93346403	93364376	3	9266	33623.8884	2956.5585	358	1
3_MACS_peak_10541_lociStitched	chr17	80405722	80424033	3	8863	37636.4294	3620.0847	361	1
2_MACS_peak_10489_lociStitched	chr17	78873549	78887011	2	7942	42604.5376	2209.1142	363	1
3_MACS_peak_1760_lociStitched	chr1	179048823	179061695	3	7726	45157.5504	3512.7688	365	1
2_MACS_peak_1601_lociStitched	chr1	161144605	161157317	2	9501	30750.328	3264.4416	366	1
3_MACS_peak_16191_lociStitched	chr3	49054575	49067636	3	9920	24672.229	2458.0802	367	1
1_MACS_peak_284_lociStitched	chr1	24512159	24519336	1	7178	45947.8717	1683.7242	369	1
2_MACS_peak_9202_lociStitched	chr16	89033401	89046099	2	9407	29200.3208	1131.3918	370	1
2_MACS_peak_17326_lociStitched	chr3	196358021	196371182	2	8993	34877.9661	3313.9398	373	1
4_MACS_peak_23636_lociStitched	chr8	145732527	145754795	4	9612	27570.0108	3057.3964	378	1
3_MACS_peak_15521_lociStitched	chr22	39095519	39106140	3	8703	35434.8423	1964.885	379	1
5_MACS_peak_12658_lociStitched	chr2	64430647	64456341	5	9769	25989.481	4005.6946	381	1
2_MACS_peak_9373_lociStitched	chr17	6915011	6926073	2	6798	46576.551	1866.1594	384	1
2_MACS_peak_22902_lociStitched	chr8	33410212	33425405	2	8298	38426.1356	2594.9644	385	1
2_MACS_peak_15041_lociStitched	chr21	41295823	41309005	2	7755	42944.3196	3528.8214	386	1
4_MACS_peak_14322_lociStitched	chr20	23329861	23348000	4	9495	27661.975	2967.5404	387	1
1_MACS_peak_18012_lociStitched	chr4	105407587	105417287	1	9701	23093.76	1368.67	389	1
3_MACS_peak_12297_lociStitched	chr2	25624062	25645503	3	9155	31520.4141	3707.1489	392	1
2_MACS_peak_22551_lociStitched	chr7	150100998	150113927	2	6813	47318.8471	3246.4719	393	1
1_MACS_peak_8148_lociStitched	chr15	90637885	90646619	1	8735	33372.614	1801.8242	395	1
2_MACS_peak_5655_lociStitched	chr12	89738340	89749556	2	9504	25311.1472	2387.8864	399	1
3_MACS_peak_6024_lociStitched	chr12	122227347	122243664	3	9078	28556.3817	1355.9427	400	1
1_MACS_peak_12882_lociStitched	chr2	86220343	86228679	1	8337	35637.2336	1903.9424	401	1
2_MACS_peak_14824_lociStitched	chr20	62358167	62371002	2	9517	24037.388	2273.0785	403	1
3_MACS_peak_16696_lociStitched	chr3	125548494	125560462	3	9020	29976.2496	2591.072	407	1
4_MACS_peak_20230_lociStitched	chr6	31743761	31764537	4	8800	32146.7048	3251.444	411	1
1_MACS_peak_18222_lociStitched	chr4	144273137	144282136	1	9000	28315.3535	1636.9181	412	1
3_MACS_peak_20144_lociStitched	chr6	27791054	27807955	3	8892	30742.919	2957.675	413	1
2_MACS_peak_9322_lociStitched	chr17	4267941	4281187	2	9384	24212.3634	2205.459	414	1
1_MACS_peak_3393_lociStitched	chr10	112255834	112264947	1	9114	27191.3694	1989.3679	415	1
3_MACS_peak_10592_lociStitched	chr18	3245818	3263137	3	7296	42275.679	2874.954	417	1
1_MACS_peak_20803_lociStitched	chr6	106610043	106617269	1	7227	41369.5726	1737.1304	423	1
4_MACS_peak_1863_lociStitched	chr1	192498646	192521061	4	9026	30204.2125	4680.252	424	1
2_MACS_peak_22626_lociStitched	chr8	1991048	2000524	2	7184	41229.1284	1780.5404	428	1
2_MACS_peak_1422_lociStitched	chr1	152006491	152021692	2	8330	35504.9757	4016.1042	430	1
1_MACS_peak_16997_lociStitched	chr3	160116030	160123725	1	7696	37572.3765	1535.922	433	1
2_MACS_peak_7908_lociStitched	chr15	74665537	74678736	2	6759	43939.471	2488.0115	435	1
2_MACS_peak_5438_lociStitched	chr12	57071173	57083774	2	8235	33823.6042	1948.1146	436	1
3_MACS_peak_9290_lociStitched	chr17	2294295	2305828	3	8630	30236.0661	1984.8293	439	1
1_MACS_peak_9809_lociStitched	chr17	38016512	38025163	1	8652	29473.0919	1815.8449	443	1
3_MACS_peak_16228_lociStitched	chr3	50357895	50376402	3	7785	37900.4853	3140.6379	444	1
3_MACS_peak_2997_lociStitched	chr10	74007019	74024298	3	9038	26011.8066	2638.5033	445	1
3_MACS_peak_14957_lociStitched	chr21	34695964	34712460	3	8899	28877.8976	3888.1072	446	1
4_MACS_peak_11477_lociStitched	chr19	16545055	16561774	4	9105	24852.7935	2593.1169	449	1
1_MACS_peak_13863_lociStitched	chr2	217080196	217088887	1	8692	28366.5549	1802.5134	453	1
2_MACS_peak_15045_lociStitched	chr21	41380863	41389777	2	8765	28323.3436	2645.6752	454	1
2_MACS_peak_17101_lociStitched	chr3	176912114	176920892	2	8759	27778.8588	2320.9032	459	1
2_MACS_peak_5341_lociStitched	chr12	51712107	51721898	2	8954	25124.6851	1904.3495	461	1
3_MACS_peak_24123_lociStitched	chr9	93671144	93688454	3	8497	30282.114	2901.156	462	1
3_MACS_peak_5544_lociStitched	chr12	68752108	68770060	3	8685	28335.4368	3145.1904	465	1
2_MACS_peak_5792_lociStitched	chr12	104318617	104327169	2	7454	37166.1368	1932.752	466	1
2_MACS_peak_4708_lociStitched	chr11	122929583	122941670	2	8450	29060.7741	1800.963	467	1
1_MACS_peak_9777_lociStitched	chr17	36856340	36863628	1	7289	37447.2016	1361.3984	469	1
1_MACS_peak_1895_lociStitched	chr1	197740021	197748678	1	8658	26859.2082	2140.8761	470	1
2_MACS_peak_17775_lociStitched	chr4	71542180	71555266	2	8770	25079.319	2193.2136	472	1
2_MACS_peak_6814_lociStitched	chr14	50465385	50476655	2	7512	34889.666	1155.175	479	1
2_MACS_peak_1277_lociStitched	chr1	145448893	145458013	2	8701	25745.76	2725.056	481	1
1_MACS_peak_5711_lociStitched	chr12	94596487	94603621	1	7135	37715.3178	1573.7604	482	1
2_MACS_peak_19727_lociStitched	chr5	173696782	173709856	2	8446	27753.4872	2270.9538	489	1
2_MACS_peak_17377_lociStitched	chr4	1712285	1725175	2	7864	32704.508	1939.945	490	1
2_MACS_peak_24442_lociStitched	chr9	127622928	127636160	2	8611	25328.6944	2233.5616	494	1
1_MACS_peak_14624_lociStitched	chr20	45979290	45987311	1	8022	30598.5108	1688.4205	495	1
3_MACS_peak_1805_lociStitched	chr1	183438744	183451214	3	8238	30143.731	3262.152	496	1
3_MACS_peak_11987_lociStitched	chr19	50369542	50382070	3	7667	34211.4624	2546.9424	497	1
2_MACS_peak_13398_lociStitched	chr2	157188303	157200528	2	7512	34364.475	1684.605	500	1
4_MACS_peak_5553_lociStitched	chr12	69195701	69209865	4	8525	25415.8816	1868.2316	502	1
3_MACS_peak_2521_lociStitched	chr10	6954666	6972559	3	7443	35580.2305	2621.3245	504	1
2_MACS_peak_10395_lociStitched	chr17	74721355	74735074	2	7993	30897.9318	2266.3788	505	1
2_MACS_peak_22819_lociStitched	chr8	26428276	26437496	2	7748	32211.914	1777.616	507	1
2_MACS_peak_4212_lociStitched	chr11	67034088	67046665	2	8216	27591.4226	2151.9247	515	1
1_MACS_peak_1121_lociStitched	chr1	111172858	111181225	1	8368	24614.8773	1118.6679	518	1
3_MACS_peak_20223_lociStitched	chr6	31618863	31634945	3	8217	27471.2724	2574.7282	521	1
3_MACS_peak_4240_lociStitched	chr11	67647275	67661581	3	7523	33162.7386	2183.0956	522	1
2_MACS_peak_24499_lociStitched	chr9	130731777	130744209	2	8463	23854.5216	1994.0928	527	1
1_MACS_peak_7941_lociStitched	chr15	75334305	75340981	1	6677	37508.4384	1711.0588	532	1
1_MACS_peak_2904_lociStitched	chr10	63804065	63812289	1	8225	25131.7216	1816.6816	536	1
1_MACS_peak_14283_lociStitched	chr20	17945397	17952850	1	7454	31787.7903	1568.1112	541	1
2_MACS_peak_1591_lociStitched	chr1	161007792	161019318	2	7587	32105.673	3294.1308	546	1
2_MACS_peak_13997_lociStitched	chr2	232570666	232578919	2	7919	26804.9187	1071.2394	548	1
1_MACS_peak_19067_lociStitched	chr5	90674490	90681179	1	6690	36111.2354	1366.5627	551	1
2_MACS_peak_11723_lociStitched	chr19	39338578	39348934	2	7918	27401.976	2058.7728	552	1
3_MACS_peak_17115_lociStitched	chr3	178230620	178241196	3	8210	24482.3824	2637.6544	557	1
2_MACS_peak_8731_lociStitched	chr16	30661207	30673341	2	7983	26601.3682	2328.5146	558	1
2_MACS_peak_4070_lociStitched	chr11	62597834	62610489	2	7607	30178.3785	2551.248	563	1
3_MACS_peak_20800_lociStitched	chr6	106585461	106595605	3	7756	28207.4208	2124.1536	564	1
3_MACS_peak_4018_lociStitched	chr11	60672331	60684024	3	8052	25288.4511	2526.8573	566	1
2_MACS_peak_11828_lociStitched	chr19	44257460	44271751	2	8074	25049.2648	2553.8017	567	1
3_MACS_peak_315_lociStitched	chr1	25869696	25879185	3	7741	27587.3697	1711.8156	568	1
3_MACS_peak_13082_lociStitched	chr2	109829394	109842966	3	8028	25094.628	2471.4612	572	1
3_MACS_peak_17608_lociStitched	chr4	38124314	38136037	3	7995	24951.2332	2263.7113	578	1
2_MACS_peak_5783_lociStitched	chr12	102871006	102879278	2	7832	25613.4208	1703.2048	586	1
2_MACS_peak_15303_lociStitched	chr22	24822625	24831852	2	7869	25041.1553	1684.8502	588	1
3_MACS_peak_17346_lociStitched	chr3	197450516	197465045	3	7365	30715.7589	3162.9633	594	1
2_MACS_peak_23834_lociStitched	chr9	33288746	33299116	2	7263	30240.994	1934.005	595	1
2_MACS_peak_10421_lociStitched	chr17	75434176	75442881	2	7347	29018.988	1448.512	596	1
1_MACS_peak_15855_lociStitched	chr3	14161168	14168416	1	7249	29956.7088	1656.8928	597	1
2_MACS_peak_23395_lociStitched	chr8	118450336	118457552	2	6831	32688.48	1295.9936	598	1
2_MACS_peak_17108_lociStitched	chr3	177068732	177079815	2	7933	24794.8876	3089.9404	600	1
1_MACS_peak_13406_lociStitched	chr2	158295065	158302243	1	7179	30132.5262	1451.3916	603	1
3_MACS_peak_1921_lociStitched	chr1	200851050	200863557	3	6837	33404.9463	3014.187	616	1
1_MACS_peak_238_lociStitched	chr1	21615787	21622612	1	6826	31735.5675	1323.3675	617	1
2_MACS_peak_9599_lociStitched	chr17	27046189	27056602	2	7239	29342.7927	2134.665	620	1
1_MACS_peak_20200_lociStitched	chr6	30683917	30691509	1	7593	25630.592	1696.0528	622	1
2_MACS_peak_15086_lociStitched	chr21	44725943	44734237	2	6620	33166.0472	2044.471	631	1
1_MACS_peak_21465_lociStitched	chr7	20254807	20261825	1	7019	29130.3144	1630.9832	641	1
2_MACS_peak_1462_lociStitched	chr1	154755892	154765679	2	6788	31845.9193	2901.8455	646	1
3_MACS_peak_10434_lociStitched	chr17	76139825	76152382	3	7165	27626.6557	2147.247	654	1
1_MACS_peak_20798_lociStitched	chr6	106439374	106446718	1	7345	24264.576	1165.4928	662	1
4_MACS_peak_6605_lociStitched	chr13	114582048	114594672	4	7466	24071.4432	2330.3904	663	1
2_MACS_peak_14635_lociStitched	chr20	46386253	46397293	2	7083	27319.584	1877.904	664	1
2_MACS_peak_15524_lociStitched	chr22	39146082	39153165	2	7053	26364.3426	1449.1818	672	1
1_MACS_peak_16803_lociStitched	chr3	133290617	133297906	1	7290	24169.5951	1605.7667	675	1
3_MACS_peak_1598_lociStitched	chr1	161122942	161137514	3	6999	29059.4824	4065.588	682	1
2_MACS_peak_22372_lociStitched	chr7	128572533	128582265	2	6830	27956.1432	2761.9416	698	1
3_MACS_peak_22096_lociStitched	chr7	100020600	100034909	3	6937	26226.9661	2110.5775	701	1
2_MACS_peak_15322_lociStitched	chr22	27005266	27014864	2	7066	23845.2712	1931.1176	718	1
2_MACS_peak_9878_lociStitched	chr17	40728024	40740045	2	7033	24397.8216	2274.3732	720	1
1_MACS_peak_23543_lociStitched	chr8	134579040	134585962	1	6923	24539.8744	1632.8998	723	1
3_MACS_peak_244_lociStitched	chr1	22099672	22119319	3	6747	26794.5786	2917.5795	732	1
2_MACS_peak_22433_lociStitched	chr7	134843756	134857356	2	6760	26653.28	2996.08	735	1
1_MACS_peak_23542_lociStitched	chr8	134508175	134514796	1	6622	25668.9549	1396.3689	747	1
1_MACS_peak_13537_lociStitched	chr2	175457581	175464339	1	6759	23847.6304	1146.1568	753	1
1_MACS_peak_11118_lociStitched	chr19	2234499	2241173	1	6675	23513.8368	1551.0376	797	1
2_MACS_peak_10001_lociStitched	chr17	46124162	46135277	2	6573	24348.519	1956.24	812	1
