GENE_ID	locusLine	bin_1_RPMI8226_jia.bam
NM_005754	chr5(.):151146475-151189915	0.4352
NR_002168	chr5(.):156272548-156284539	0.0825
NR_028472	chr5(.):156346099-156357013	0.9938
NM_017675	chr5(.):175971342-176027769	0.1804
NM_014901	chr5(.):175948699-175969421	1.1382
NM_001171976	chr5(.):175964511-176027769	0.3193
NM_002082	chr5(.):176848686-176874850	1.636
NM_203352	chr5(.):176905394-176929602	0.662
NM_030567	chr5(.):176868795-176888287	1.5166
NM_000505	chr5(.):176824138-176841577	0.6599
NM_080881	chr5(.):176878613-176904871	0.6761
NM_004395	chr5(.):176878613-176905694	0.6912
NM_001004105	chr5(.):176848686-176873354	1.318
NM_001174102	chr5(.):176870325-176888283	1.6313
NM_001029886	chr5(.):176822107-176832637	0.8506
NR_031598	chr5(.):179220277-179230346	0.2637
NM_145867	chr5(.):179215985-179228513	0.21
NM_003900	chr5(.):179242841-179270077	1.0693
NM_016175	chr5(.):179259265-179290840	0.1847
NM_054013	chr5(.):179219597-179234875	1.7101
NM_014275	chr5(.):179219597-179238952	1.5874
NM_001142298	chr5(.):179228387-179270077	1.3902
NM_001142299	chr5(.):179229002-179270077	1.4094
NR_027183	chr5(.):180251958-180267726	0.7929
NM_152283	chr5(.):180269610-180293286	0.2642
NM_006098	chr5(.):180658927-180675906	1.2656
NM_033342	chr5(.):180625119-180637177	0.2047
NR_002591	chr5(.):180665313-180675376	2.0343
NR_002592	chr5(.):180663817-180673889	1.7132
NM_032765	chr5(.):180678385-180693119	0.8752
NM_203297	chr5(.):180615923-180632930	0.58
NM_203296	chr5(.):180615923-180636340	0.5618
NM_033549	chr5(.):180645305-180667808	0.6618
NM_001159587	chr6(.):74400507-74543041	0.1368
NM_133493	chr6(.):74400513-74543041	0.1368
NM_020732	chr6(.):157094063-157536913	0.1676
NM_016224	chr6(.):158239293-158371109	0.2651
NM_000876	chr6(.):160385130-160532583	0.3395
NM_001195286	chr6(.):386738-416443	1.2766
NR_037616	chr6(.):7876482-8069647	0.5318
NM_002114	chr6(.):12007723-12170232	0.3901
NM_004973	chr6(.):15241526-15527253	0.1932
NM_001949	chr6(.):20397136-20498945	0.2943
NM_001080480	chr6(.):20095934-20217670	0.3455
NM_014641	chr6(.):30662583-30690458	0.6883
NM_172166	chr6(.):31702724-31735455	0.8686
NM_020750	chr6(.):43485067-43548812	0.1824
NM_001123226	chr6(.):74166453-74216179	0.5579
NM_012434	chr6(.):74298101-74368737	0.4812
NM_016021	chr6(.):90031343-90067619	0.5438
NM_001455	chr6(.):108877068-109010971	0.4538
NM_201559	chr6(.):108876025-109010971	0.4514
NM_020185	chr6(.):287100-356355	2.5724
NM_001145549	chr6(.):7876482-7915310	1.5673
NM_030810	chr6(.):7876482-7916047	1.6237
NM_032744	chr6(.):11708887-11784280	0.3054
NM_003526	chr6(.):26118694-26129132	1.5084
NM_021065	chr6(.):26194011-26204471	1.9619
NM_003530	chr6(.):26192011-26204464	1.6907
NM_138720	chr6(.):26153348-26176576	1.2563
NM_003523	chr6(.):26179023-26189458	0.3788
NM_003539	chr6(.):26183937-26194304	0.4773
NM_003545	chr6(.):26199872-26210249	1.3441
NM_021063	chr6(.):26153348-26163871	1.623
NM_005321	chr6(.):26151558-26162343	1.5433
NM_003512	chr6(.):26119372-26129918	1.4857
NM_005323	chr6(.):26102639-26113364	0.189
NM_003522	chr6(.):26194786-26205216	2.0794
NM_003518	chr6(.):26211427-26221872	0.9698
NM_021052	chr6(.):26212147-26222711	0.9547
NM_003543	chr6(.):26280353-26290727	0.8222
NM_003532	chr6(.):26220382-26230844	0.0925
NM_003524	chr6(.):26246878-26257303	0.7193
NM_003534	chr6(.):26266145-26276612	0.9134
NM_003547	chr6(.):26241838-26252205	0.6161
NM_003540	chr6(.):26235653-26246021	0.1477
NM_021018	chr6(.):26245369-26255835	0.7156
NM_005320	chr6(.):26229439-26240216	0.6827
NM_003525	chr6(.):26268203-26278640	0.9169
NM_001145008	chr6(.):26397464-26420444	0.3713
NM_001197240	chr6(.):26378328-26400100	0.6471
NM_001197247	chr6(.):26360397-26383540	0.7494
NM_001197238	chr6(.):26378323-26400100	0.6472
NM_007047	chr6(.):26360397-26383548	0.7509
NM_001197237	chr6(.):26378438-26400100	0.6497
NM_001197248	chr6(.):26360469-26383540	0.7481
NM_001197246	chr6(.):26363405-26383540	0.5997
NM_021064	chr6(.):27095816-27106314	1.55
NM_080593	chr6(.):27101071-27119637	1.311
NM_080596	chr6(.):27109907-27120346	1.13
NR_036096	chr6(.):27110404-27120467	1.1504
NM_021058	chr6(.):27095094-27105575	1.5285
NM_003495	chr6(.):27102087-27112457	1.0298
NM_021066	chr6(.):27777079-27787518	1.0644
NM_003536	chr6(.):27772841-27783314	1.4595
NM_003509	chr6(.):27770976-27781445	1.1845
NM_003519	chr6(.):27770256-27780709	1.1444
NM_003521	chr6(.):27777821-27788267	0.9883
NM_003520	chr6(.):27801439-27811888	1.6246
NM_003511	chr6(.):27828106-27838576	0.0991
NM_003533	chr6(.):27834622-27845099	0.072
NM_003510	chr6(.):27800657-27811117	1.6313
NM_003541	chr6(.):27793951-27804305	0.8925
NM_005322	chr6(.):27829569-27840359	0.1006
NM_021968	chr6(.):27786902-27797258	0.611
NM_003546	chr6(.):27835925-27846289	0.0584
NM_003587	chr6(.):30615895-30645830	0.1498
NM_001161376	chr6(.):30609815-30625987	0.579
NM_133471	chr6(.):30639165-30660672	1.3257
NM_001134870	chr6(.):30639165-30660093	1.3596
NM_007243	chr6(.):30650825-30663769	1.6551
NM_178014	chr6(.):30683156-30698195	1.137
NM_021246	chr6(.):31678132-31690581	0.1377
NM_138275	chr6(.):31686160-31697851	0.2429
NR_033488	chr6(.):31649725-31675850	0.334
NM_013974	chr6(.):31689816-31703039	0.4917
NM_001288	chr6(.):31693357-31709341	1.9404
NM_001003693	chr6(.):31669683-31683372	0.57
NM_021160	chr6(.):31649725-31676137	0.3313
NR_024541	chr6(.):31674752-31686842	0.1436
NM_025261	chr6(.):31681424-31694510	0.1085
NM_001039651	chr6(.):31725772-31737624	0.1123
NM_025258	chr6(.):31728370-31750108	0.2955
NR_002742	chr6(.):31799852-31809916	1.1798
NM_000434	chr6(.):31821828-31835709	0.481
NM_021177	chr6(.):31760173-31779743	1.1763
NR_002745	chr6(.):31798039-31808103	1.4742
NM_001178045	chr6(.):31825969-31850448	0.3335
NM_001040438	chr6(.):31797692-31812541	1.0424
NM_005345	chr6(.):31778290-31790719	0.7221
NM_005527	chr6(.):31772395-31787835	0.4915
NM_001178044	chr6(.):31825969-31851823	0.3226
NM_006295	chr6(.):31740296-31768712	1.0522
NM_005346	chr6(.):31790511-31803031	1.6609
NM_006120	chr6(.):32911390-32925899	0.4201
NM_002119	chr6(.):32966959-32982389	0.0874
NM_002118	chr6(.):32897405-32913847	0.4153
NM_005104	chr6(.):32931436-32954282	1.9008
NM_001113182	chr6(.):32933664-32954282	2.092
NM_001199455	chr6(.):32934371-32954282	2.1556
NM_001199456	chr6(.):32935860-32954282	2.181
NM_080679	chr6(.):33125468-33165245	0.117
NM_001164267	chr6(.):33241879-33262304	0.2943
NM_022551	chr6(.):33234851-33249281	0.4492
NM_172209	chr6(.):33262471-33287164	1.0914
NM_004761	chr6(.):33254430-33272176	0.8631
NM_172208	chr6(.):33266409-33287164	1.1721
NM_006979	chr6(.):33163602-33177214	1.4618
NM_002931	chr6(.):33171285-33185499	0.7949
NM_003782	chr6(.):33239916-33251602	0.2585
NR_024517	chr6(.):33281334-33295793	1.2438
NM_014234	chr6(.):33167418-33179607	1.5912
NM_014260	chr6(.):33252377-33263711	0.4284
NM_021976	chr6(.):33156364-33173432	0.8355
NM_005453	chr6(.):33277181-33290512	1.2947
NM_001145338	chr6(.):33277181-33290719	1.3475
NM_022553	chr6(.):33213048-33244662	0.4627
NR_029633	chr6(.):33170611-33180721	1.0786
NM_001185181	chr6(.):33252411-33263709	0.4297
NR_001444	chr6(.):33327513-33339139	0.0886
NM_000322	chr6(.):42659332-42695358	0.0893
NM_003192	chr6(.):42707233-42718884	1.1719
NR_037141	chr6(.):42690313-42700932	0.1088
NM_015349	chr6(.):42783793-42841296	0.0776
NM_019096	chr6(.):43583217-43601936	1.1719
NM_001003690	chr6(.):43592278-43613688	1.1727
NM_014628	chr6(.):43598576-43613688	0.4343
NM_006502	chr6(.):43538877-43593260	0.1892
NM_001193341	chr6(.):43607766-43643748	0.2228
NM_001171629	chr6(.):43732945-43759223	1.4265
NM_001078177	chr6(.):44186362-44206888	0.9289
NM_178148	chr6(.):44216837-44230283	0.7936
NM_001078174	chr6(.):44182241-44206888	0.9638
NM_020745	chr6(.):44261462-44286063	0.1746
NM_182539	chr6(.):44242896-44270458	0.0834
NM_001137560	chr6(.):44233479-44252182	0.1133
NM_001078175	chr6(.):44186295-44206888	0.937
NM_004556	chr6(.):44220902-44238525	1.6336
NM_007355	chr6(.):44209848-44226614	0.919
NM_002388	chr6(.):52123811-52154582	0.3253
NM_052872	chr6(.):52096483-52114298	0.0837
NM_138441	chr6(.):74129855-74167043	0.8075
NM_001402	chr6(.):74220472-74235755	3.0574
NM_002043	chr6(.):89962238-90029967	0.0952
NM_182907	chr6(.):106541814-106562811	0.573
NM_001198	chr6(.):106529194-106562814	0.7463
NM_006290	chr6(.):138183580-138209449	0.8768
NM_001259	chr7(.):92229234-92468231	0.2477
NM_001145306	chr7(.):92229234-92470941	0.2457
NM_004289	chr7(.):26186846-26231756	0.7696
NM_030796	chr7(.):55533305-55645200	0.6741
NM_001913	chr7(.):101454291-101932250	0.166
NM_181500	chr7(.):101454302-101932250	0.166
NM_001145354	chr7(.):130789854-131186398	0.1721
NM_001164458	chr7(.):149939300-150025758	0.2573
NM_001080495	chr7(.):5341422-5468177	0.4615
NM_006547	chr7(.):23344827-23514995	0.2994
NR_036554	chr7(.):29720687-29787019	0.3055
NM_002541	chr7(.):44641120-44753669	0.4563
NM_001003941	chr7(.):44641120-44721195	0.6074
NM_022748	chr7(.):47309751-47584199	0.1765
NM_012395	chr7(.):90333711-90844904	0.1325
NM_017984	chr7(.):99993494-100031302	0.5089
NM_017621	chr7(.):102091666-102110321	0.3393
NM_182931	chr7(.):104649636-104759532	0.3909
NM_001098627	chr7(.):128575771-128595088	1.5033
NM_001098630	chr7(.):128572993-128595088	1.6164
NM_032643	chr7(.):128573270-128595088	1.5996
NR_015431	chr7(.):130623918-130798562	0.2446
NR_024153	chr7(.):130623918-130796789	0.2452
NM_173680	chr7(.):150071405-150100719	0.9223
NR_026676	chr7(.):23525006-23536031	0.0842
NM_031243	chr7(.):26224555-26245413	1.2726
NM_016587	chr7(.):26236323-26257976	1.189
NM_007276	chr7(.):26236098-26257976	1.1811
NR_036482	chr7(.):29719769-29732859	1.303
NR_024278	chr7(.):29680537-29729754	0.7193
NR_027347	chr7(.):29719387-29730437	1.5766
NM_147128	chr7(.):30318922-30412308	0.8081
NR_030319	chr7(.):30324409-30334506	2.3732
NR_037513	chr7(.):30324409-30334506	2.3732
NR_002186	chr7(.):30404665-30417410	0.0689
NM_019082	chr7(.):44600402-44619137	0.3036
NM_182547	chr7(.):44613761-44626827	0.762
NM_174929	chr7(.):44790786-44814479	0.3642
NM_031449	chr7(.):44783529-44814479	0.9042
NM_021130	chr7(.):44831240-44847716	0.7977
NM_001163636	chr7(.):74067029-74180022	0.291
NM_173564	chr7(.):100076549-100097422	0.2064
NM_030935	chr7(.):100059141-100081902	0.4236
NM_145030	chr7(.):100027911-100039094	1.0834
NM_019606	chr7(.):100022253-100036749	1.7735
NM_001194992	chr7(.):100021412-100036749	1.6814
NM_001004323	chr7(.):100049237-100066894	0.0856
NM_020979	chr7(.):101923404-101967178	1.0382
NR_036245	chr7(.):101931368-101941453	1.5144
NM_032831	chr7(.):102068995-102102268	1.1272
NM_024653	chr7(.):102031803-102072129	0.6821
NM_006234	chr7(.):102108547-102124381	0.4069
NM_152892	chr7(.):102100389-102118612	0.3474
NR_024586	chr7(.):104645988-104659588	2.4168
NM_199349	chr7(.):128525000-128555773	0.1012
NM_003592	chr7(.):148390932-148503202	0.5498
NM_013400	chr7(.):150060878-150076133	3.5484
NM_014374	chr7(.):150063257-150076133	4.143
NM_001142928	chr7(.):150015295-150040245	0.5156
NM_002889	chr7(.):150030406-150043763	0.1072
NM_138434	chr7(.):150021937-150034811	0.1135
NR_027237	chr7(.):150097839-150114558	1.6652
NM_175571	chr7(.):150142961-150181483	0.0809
NR_034033	chr7(.):150125741-150150228	0.612
NM_005515	chr7(.):156792546-156808347	1.9588
NM_001165255	chr7(.):156792546-156807129	1.9353
NM_003844	chr8(.):23043969-23087680	0.5333
NR_003367	chr8(.):128801778-129118499	0.1928
NM_001024678	chr8(.):145742760-145757416	1.3838
NM_001001795	chr8(.):145746602-145759458	1.1842
NM_001386	chr8(.):26430420-26520693	0.2769
NM_001197293	chr8(.):26366708-26520693	0.224
NM_003033	chr8(.):134462090-134589183	0.4728
NM_015117	chr8(.):144514824-144628620	0.3223
NM_001134374	chr8(.):145081581-145107015	0.2741
NM_032450	chr8(.):145197918-145321843	0.099
NM_152272	chr8(.):23096149-23124512	0.1858
NR_033928	chr8(.):23077733-23093439	1.0815
NM_001135699	chr8(.):101925803-101970221	0.6141
NM_001135700	chr8(.):101925803-101968560	0.6353
NM_145690	chr8(.):101925803-101969357	0.625
NM_003406	chr8(.):101925803-101970623	0.6096
NM_001135702	chr8(.):101925803-101967799	0.6452
NM_024410	chr8(.):103558847-103578245	0.0857
NM_148174	chr8(.):103833535-103881397	0.3299
NM_002467	chr8(.):128743314-128758680	2.2641
NR_031609	chr8(.):128803207-128813274	3.1175
NM_001166237	chr8(.):144630556-144650231	0.8396
NM_024736	chr8(.):144635476-144650231	0.8939
NM_001100878	chr8(.):144643362-144659928	0.4013
NM_145201	chr8(.):144651954-144665513	0.9763
NM_201378	chr8(.):144984320-145052697	0.8594
NM_032789	chr8(.):145046319-145065635	1.8476
NM_000445	chr8(.):144984320-145055913	0.8601
NM_201381	chr8(.):144984320-145023905	0.7189
NM_201382	chr8(.):144984320-145023110	0.7239
NM_201383	chr8(.):144984320-145021692	0.7369
NM_201379	chr8(.):144984320-145033088	0.7462
NM_001009184	chr8(.):145059225-145072583	1.122
NM_201384	chr8(.):144984320-145018758	0.7857
NR_030383	chr8(.):145014358-145024447	1.1972
NM_201380	chr8(.):144984320-145030044	0.7866
NM_001916	chr8(.):145144959-145157428	1.2409
NM_019037	chr8(.):145128521-145140551	1.2531
NM_030974	chr8(.):145148535-145164140	1.9853
NM_032272	chr8(.):145154304-145167515	1.7204
NM_017570	chr8(.):145101166-145120584	0.2615
NR_024207	chr8(.):145157628-145178218	0.8247
NM_003801	chr8(.):145132523-145146119	1.032
NM_016458	chr8(.):145187671-145200620	0.4106
NM_016458	chr8(.):145432879-145445828	0.3827
NM_003923	chr8(.):145694114-145706718	0.6469
NM_032902	chr8(.):145717108-145732504	0.14
NM_005309	chr8(.):145724464-145737555	1.5702
NM_138431	chr8(.):145729551-145741589	1.7101
NM_004260	chr8(.):145731666-145748210	1.9421
NM_014665	chr8(.):145738362-145755559	1.2821
NM_025251	chr8(.):145749562-145843888	0.1119
NM_152285	chr9(.):140495095-140514812	1.1522
NM_001206	chr9(.):72994512-73034573	0.4517
NM_005047	chr9(.):123573331-123610206	0.2776
NM_198194	chr9(.):124096354-124137545	0.7398
NM_004099	chr9(.):124096352-124137545	0.7397
NM_013355	chr9(.):131459801-131488199	0.2663
NM_015033	chr9(.):132644465-132810473	0.4902
NM_199350	chr9(.):132369503-132388055	0.3291
NM_198679	chr9(.):134447156-134590229	0.228
NM_005312	chr9(.):134447156-134617925	0.4648
NM_002957	chr9(.):137213315-137337431	0.7328
NM_144653	chr9(.):138898202-138992131	0.1466
NM_001173989	chr9(.):139697373-139733794	0.4089
NM_001173988	chr9(.):139697373-139740639	0.5278
NM_001145527	chr9(.):140508443-140683845	0.1757
NM_024757	chr9(.):140508443-140735578	0.1596
NM_006401	chr9(.):100740488-100783224	0.5566
NM_197978	chr9(.):100684072-100705526	0.189
NM_018437	chr9(.):100684072-100712134	0.1534
NM_005658	chr9(.):123659670-123694173	0.8826
NM_015651	chr9(.):123612930-123644606	1.234
NM_001190945	chr9(.):123659670-123696451	0.8899
NM_001190947	chr9(.):123659670-123681850	0.2418
NM_001009936	chr9(.):123626852-123644606	2.0951
NR_024408	chr9(.):123600319-123621651	0.4325
NM_000177	chr9(.):124057078-124100120	0.1275
NM_001045476	chr9(.):127610754-127625160	0.7627
NM_030978	chr9(.):127626483-127644696	2.5179
NM_007209	chr9(.):127615157-127629240	0.9596
NM_005489	chr9(.):130495595-130538621	0.4048
NM_001142532	chr9(.):130495595-130529697	0.2808
NM_001142533	chr9(.):130495595-130522583	0.3147
NM_001142531	chr9(.):130495595-130529719	0.2808
NM_001142534	chr9(.):130495595-130522561	0.3147
NM_170600	chr9(.):130495595-130546048	0.9213
NM_001085347	chr9(.):130488802-130502604	0.4951
NM_001018078	chr9(.):130560507-130581556	0.5597
NM_001261	chr9(.):130543304-130558052	1.4542
NM_004957	chr9(.):130560153-130581556	0.5533
NR_036055	chr9(.):130543196-130553286	2.0751
NR_024425	chr9(.):130885807-130897913	1.1332
NR_027812	chr9(.):130877971-130895712	0.835
NM_001006641	chr9(.):130825478-130876524	0.7267
NM_197956	chr9(.):130818511-130834599	1.4194
NM_001006643	chr9(.):130855835-130876524	0.1297
NM_001006642	chr9(.):130849127-130876524	0.1312
NM_052901	chr9(.):130855816-130876524	0.13
NM_025072	chr9(.):130877971-130895474	0.8444
NR_033374	chr9(.):130868449-130886013	0.1645
NM_001122821	chr9(.):131440933-131463675	1.7153
NM_052844	chr9(.):131390939-131424129	0.3283
NM_003011	chr9(.):131446508-131463675	1.8611
NM_032799	chr9(.):131478148-131491408	0.3471
NM_020145	chr9(.):131765312-131795579	0.8203
NM_032809	chr9(.):131794252-131839351	0.1651
NM_014064	chr9(.):132383434-132402879	0.5102
NM_016520	chr9(.):132584563-132602572	0.6048
NM_006676	chr9(.):132592695-132649107	0.4514
NM_001008563	chr9(.):132592756-132649107	0.4518
NM_000050	chr9(.):133315093-133381661	0.6062
NM_032728	chr9(.):134160080-134189649	0.1256
NM_033387	chr9(.):134128464-134156906	1.4942
NM_152833	chr9(.):139001426-139015731	2.5313
NM_017617	chr9(.):139383895-139445238	0.5351
NM_032928	chr9(.):139680776-139692769	0.652
NM_001039374	chr9(.):139685789-139707193	0.8925
NR_024580	chr9(.):139693378-139708300	0.8889
NM_178536	chr9(.):139841767-139854949	0.6559
NM_153200	chr9(.):139752232-139765738	0.6659
NM_000606	chr9(.):139834697-139846426	1.7407
NM_021138	chr9(.):139775964-139826067	1.1668
NM_018998	chr9(.):139829886-139844173	1.0564
NM_206920	chr9(.):139741818-139760251	1.3517
NM_014172	chr9(.):139738255-139750490	1.9139
NM_001080482	chr9(.):139733866-139746797	2.3127
NR_036251	chr9(.):139720408-139730475	0.1382
NM_004669	chr9(.):139884059-139896024	0.9704
NM_183241	chr9(.):139881869-139893428	0.8343
NM_000954	chr9(.):139866955-139881194	0.1544
NM_207510	chr9(.):139872444-139885210	0.1413
NM_001144026	chr9(.):140095118-140118813	1.1943
NM_053045	chr9(.):140093534-140105090	1.2828
NM_000832	chr9(.):140028608-140068214	2.7002
NM_001128228	chr9(.):140081068-140100163	1.4817
NM_003731	chr9(.):140078053-140089822	1.3657
NM_001013653	chr9(.):140058211-140069491	8.2505
NM_013366	chr9(.):140064235-140088057	3.1506
NM_031297	chr9(.):140109706-140120775	2.0428
NR_037416	chr9(.):140058637-140068722	8.5745
NM_017723	chr9(.):140167279-140182093	0.6498
NM_006088	chr9(.):140130710-140143159	1.6549
NM_001004353	chr9(.):140140729-140152934	0.7746
NM_001001710	chr9(.):140133036-140147222	1.4097
NM_199001	chr9(.):140114643-140125763	2.0992
NM_015456	chr9(.):140144758-140173000	0.682
NM_080877	chr9(.):140120384-140136006	0.9943
NM_001177316	chr9(.):140120208-140136006	1.0043
NM_001190228	chr9(.):140117017-140129090	1.436
NM_138778	chr9(.):140444360-140478387	0.3275
NM_138462	chr9(.):140471530-140489937	0.6221
NM_032937	chr9(.):140504783-140518308	1.0511
NM_001123384	chrX(.):39905498-40041582	0.6619
NM_144495	chrX(.):48750194-48765420	0.7336
NM_001167990	chrX(.):48750212-48765420	0.7344
NM_001032384	chrX(.):48750538-48765420	0.7477
NM_001167992	chrX(.):48750774-48765420	0.7591
NM_005334	chrX(.):153208007-153241819	0.9815
NM_017745	chrX(.):39905498-39961719	0.5934
NM_001167947	chrX(.):48745729-48760426	0.7643
NM_001042498	chrX(.):48755888-48774235	0.8334
NM_001136158	chrX(.):48774302-48819893	1.2492
NM_001136159	chrX(.):48774302-48820648	1.2301
NM_006875	chrX(.):48765458-48781413	1.8004
NM_004979	chrX(.):48813638-48833251	0.5107
NM_005660	chrX(.):48755458-48773917	0.836
NM_001032289	chrX(.):48755889-48773933	0.8038
NM_000054	chrX(.):153165528-153177620	0.2844
NM_000425	chrX(.):153121970-153146399	0.071
NM_003491	chrX(.):153190376-153205468	1.7412
NM_001666	chrX(.):153167829-153196714	0.92
NM_002910	chrX(.):153195721-153215232	0.302
NR_027419	chrX(.):153162984-153177620	0.2503
NM_001025243	chrX(.):153270956-153290342	0.8496
NM_003492	chrX(.):153232990-153253646	1.8673
NR_031757	chrX(.):153280370-153290440	1.3809
NR_036175	chrX(.):153241548-153251627	0.8519
NR_036174	chrX(.):153241547-153251628	0.8519
NM_001110556	chrX(.):153571899-153608006	0.7384
NM_000117	chrX(.):153602596-153614883	0.8434
NM_006730	chrX(.):153624578-153642575	1.1543
NM_001183	chrX(.):153651977-153669862	0.3271
NM_001009934	chrX(.):153624578-153645427	1.0089
NR_000011	chrX(.):153623621-153633756	1.2203
NM_000116	chrX(.):153634876-153655063	0.462
NR_026898	chrX(.):153621570-153635680	0.8953
NM_015892	chr10(.):125762181-125856930	0.3812
NM_014863	chr10(.):125774168-125856930	0.4265
NM_004641	chr10(.):21818100-22037559	0.1276
NM_001195626	chr10(.):21818573-22037559	0.1275
NR_033842	chr10(.):45301471-45460137	0.381
NM_032023	chr10(.):45450218-45495172	0.6484
NM_001198798	chr10(.):73851273-73980751	0.1334
NM_001198799	chr10(.):73851273-73981183	0.1334
NM_145868	chr10(.):81909879-81970328	0.5623
NM_000314	chr10(.):89618194-89733532	0.2333
NM_032810	chr10(.):89507874-89582917	0.1088
NM_007373	chr10(.):112674300-112778425	0.1259
NR_027653	chr10(.):3813187-3832473	1.1657
NM_001195627	chr10(.):21818100-21851114	0.3418
NM_207371	chr10(.):21797408-21819611	0.8298
NR_031736	chr10(.):21780490-21790570	0.3365
NM_001010911	chr10(.):21778420-21791213	0.2773
NM_001123376	chr10(.):45401763-45435642	0.7775
NM_001042465	chr10(.):73571054-73616082	0.1514
NM_001171935	chr10(.):73566639-73580704	0.0662
NM_173473	chr10(.):73970805-74000618	0.3719
NM_019058	chr10(.):74028676-74040797	1.6486
NM_017626	chr10(.):74087587-74119907	0.8433
NR_028492	chr10(.):89573069-89610369	0.2129
NM_001126049	chr10(.):89613917-89628194	1.4513
NM_024326	chr10(.):104174570-104187893	0.5589
NM_002779	chr10(.):104157375-104183901	0.5069
NM_024040	chr10(.):104178001-104197423	0.5152
NM_002502	chr10(.):104150431-104167281	1.4325
NM_001077494	chr10(.):104149338-104167281	1.3479
NM_001077493	chr10(.):104149228-104167281	1.3398
NR_030169	chr10(.):104191268-104201341	0.2811
NM_030912	chr10(.):104399251-104423076	1.0267
NM_145341	chr10(.):112626595-112664764	0.3712
NM_001195307	chr10(.):112653487-112684124	0.3526
NM_001195306	chr10(.):112653487-112683694	0.3541
NR_026932	chr10(.):112623647-112635662	1.2452
NM_001127388	chr10(.):135475370-135490275	1.0934
NM_001127388	chr10(.):135478680-135496883	1.3928
NM_001080998	chr10(.):135433602-135445299	0.0653
NM_033178	chr10(.):135475368-135490275	1.0933
NM_033178	chr10(.):135478677-135493584	1.3868
NM_001127388	chr10(.):135485278-135500193	2.318
NM_001127386	chr10(.):135475367-135490275	1.0932
NM_001127386	chr10(.):135478677-135496883	1.3928
NM_012147	chr10(.):135488659-135503492	5.7233
NM_012147	chr10(.):135478741-135493584	1.3857
NM_012147	chr10(.):135475431-135490275	1.0978
NM_006819	chr11(.):63948586-63977020	0.8261
NM_002335	chr11(.):68075107-68221743	0.1851
NM_004811	chr11(.):58289343-58348390	0.6529
NM_001143995	chr11(.):58289343-58350639	0.6408
NM_002032	chr11(.):61726756-61740132	1.5503
NM_001012662	chr11(.):62618483-62661355	0.9807
NM_001013251	chr11(.):62643343-62661355	1.3791
NM_001012661	chr11(.):62618517-62661353	0.9815
NM_024060	chr11(.):62196015-62319332	0.4841
NM_024784	chr11(.):62513434-62526656	0.4961
NR_037193	chr11(.):62644170-62661355	1.438
NM_014067	chr11(.):63761029-63938585	0.1604
NM_003273	chr11(.):64874340-64888707	1.3717
NM_005438	chr11(.):65654691-65672997	0.9501
NM_018026	chr11(.):65832823-66017213	0.3516
NM_001077241	chr11(.):65137662-65155142	1.4079
NR_002819	chr11(.):65260232-65278939	3.0469
NM_030930	chr11(.):67753574-67776593	1.0735
NM_001876	chr11(.):68517350-68614399	0.2994
NM_001031847	chr11(.):68517087-68614399	0.2987
NM_014824	chr11(.):72542789-72858143	0.1272
NR_002585	chr11(.):806680-816814	1.0934
NM_001025239	chr11(.):837823-872116	0.6755
NM_001025234	chr11(.):839080-872116	0.6943
NM_145886	chr11(.):794178-810250	1.5375
NM_021128	chr11(.):834720-847529	1.6235
NM_139029	chr11(.):827951-843835	1.3383
NM_173584	chr11(.):822584-836991	0.8965
NM_024698	chr11(.):785474-801263	0.788
NM_001004	chr11(.):804935-817876	1.1364
NM_001025237	chr11(.):839445-872116	0.7001
NM_020376	chr11(.):813900-830571	0.8743
NM_001191060	chr11(.):785474-802995	0.7184
NM_001191061	chr11(.):785474-803269	0.7127
NM_001025235	chr11(.):837940-872116	0.6776
NM_000614	chr11(.):58385145-58398205	0.1165
NR_024091	chr11(.):58341586-58398205	0.6503
NM_053023	chr11(.):58341586-58394023	0.692
NM_013401	chr11(.):61659772-61689997	0.2536
NM_001139443	chr11(.):61712355-61736066	0.8329
NM_004183	chr11(.):61712355-61736935	0.8745
NM_022830	chr11(.):62337516-62364109	0.5039
NM_004739	chr11(.):62355674-62374303	0.9541
NM_001404	chr11(.):62322072-62346460	0.8461
NM_001620	chr11(.):62278373-62319332	0.9058
NM_203422	chr11(.):62448875-62462371	0.1119
NM_015853	chr11(.):62438971-62451527	1.1204
NM_001130702	chr11(.):62452746-62482046	0.2439
NM_032667	chr11(.):62452746-62478787	0.2546
NM_173810	chr11(.):62490951-62511108	1.0501
NM_001122955	chr11(.):62452746-62480200	0.2472
NM_012202	chr11(.):62470113-62481678	0.4499
NM_001079559	chr11(.):62477219-62499821	0.9979
NR_002565	chr11(.):62618036-62628103	1.5016
NM_003164	chr11(.):62569368-62604560	0.7634
NM_018093	chr11(.):62595382-62612628	1.784
NR_003098	chr11(.):62614459-62628360	1.1409
NR_002561	chr11(.):62616134-62626204	1.5003
NR_002560	chr11(.):62615797-62625865	1.4895
NR_002559	chr11(.):62616375-62626440	1.5023
NM_006473	chr11(.):62533874-62559813	1.0053
NR_000008	chr11(.):62615381-62625507	1.4541
NM_002696	chr11(.):62524010-62539187	0.747
NR_002564	chr11(.):62617763-62627838	1.5051
NR_002563	chr11(.):62617483-62627555	1.5033
NR_002562	chr11(.):62617092-62627167	1.5007
NM_000738	chr11(.):62671150-62694012	0.1335
NM_004470	chr11(.):64003412-64016607	3.4795
NM_000932	chr11(.):64013994-64041924	1.1259
