REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM24.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
3_MACS_peak_26359_lociStitched	chr7	25979434	26012528	3	24607	50805.9088	199	1	MIR148A		MIR148A	199	1
5_MACS_peak_22452_lociStitched	chr5	32152594	32183523	5	23375	53098.9072	200	1	GOLPH3		GOLPH3	200	1
3_MACS_peak_23100_lociStitched	chr5	90663588	90689086	3	18625	60114.0848	201	1	LOC100129716,ARRDC3		LOC100129716	201	1
2_MACS_peak_28407_lociStitched	chr8	81996130	82025382	2	29112	39522.3772	202	1	PAG1		PAG1	202	1
5_MACS_peak_22381_lociStitched	chr5	6711475	6746286	5	28970	39534.8527	203	1	PAPD7		PAPD7	203	1
3_MACS_peak_5222_lociStitched	chr11	82865960	82894342	3	22450	53976.8876	204	1	PCF11	ANKRD42	PCF11	204	1
4_MACS_peak_2276_lociStitched	chr1	182990642	183031314	4	28444	40765.5456	205	1	LAMC1		LAMC1	205	1
4_MACS_peak_5798_lociStitched	chr12	1690224	1716311	4	19408	58520.9671	206	1	FBXL14	WNT5B	FBXL14	206	1
4_MACS_peak_1110_lociStitched	chr1	66795099	66826362	4	26810	44821.7631	207	1	PDE4B		PDE4B	207	1
5_MACS_peak_15206_lociStitched	chr2	68988527	69023530	5	29985	35237.5201	208	1	ARHGAP25		ARHGAP25	208	1
2_MACS_peak_20432_lociStitched	chr3	156381086	156411438	2	29764	35927.6624	209	1	TIPARP,LOC100287227		TIPARP	209	1
3_MACS_peak_4916_lociStitched	chr11	65827603	65854926	3	21435	55110.491	210	1	SF3B2,PACS1	CST6,CATSPER1,GAL3ST3	PACS1	210	1
4_MACS_peak_9749_lociStitched	chr15	70367851	70396914	4	21797	54423.3738	211	1	TLE3,MIR629		TLE3	211	1
6_MACS_peak_28382_lociStitched	chr8	80987024	81021807	6	30099	33909.9467	212	1	TPD52	MRPS28	TPD52	212	1
3_MACS_peak_22377_lociStitched	chr5	6475507	6497938	3	21449	54081.141	213	1	UBE2QL1		UBE2QL1	213	1
2_MACS_peak_13146_lociStitched	chr19	1015820	1030383	2	12996	64128.1705	214	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	214	1
4_MACS_peak_9718_lociStitched	chr15	68478747	68510982	4	27496	41241.459	215	1	PIAS1,CALML4,CLN6		CALML4	215	1
6_MACS_peak_915_lociStitched	chr1	51964632	52001335	6	24303	48561.7393	216	1	EPS15		EPS15	216	1
4_MACS_peak_20547_lociStitched	chr3	171839485	171874355	4	31152	28314.44	217	1	FNDC3B		FNDC3B	217	1
6_MACS_peak_16108_lociStitched	chr2	172169628	172205481	6	26106	44224.6755	218	1	METTL8		TLK1	218	1
3_MACS_peak_27623_lociStitched	chr7	139459927	139484438	3	20876	54309.0227	219	1	TBXAS1,HIPK2	TBXAS1	HIPK2	219	1
4_MACS_peak_1591_lociStitched	chr1	145426594	145458353	4	24567	47352.669	220	1	TXNIP,POLR3GL	HFE2,ANKRD34A,LIX1L,RBM8A	TXNIP	220	1
7_MACS_peak_29286_lociStitched	chr9	20407962	20444086	7	29358	34184.1412	221	1	MLLT3		MLLT3	221	1
5_MACS_peak_7653_lociStitched	chr13	41535090	41570337	5	29432	33495.2241	222	1	ELF1	SUGT1P3	ELF1	222	1
4_MACS_peak_24028_lociStitched	chr5	176851740	176884511	4	28613	36067.7626	223	1	GRK6,PRR7,DBN1	SLC34A1,PFN3,F12,PDLIM7	PRR7	223	1
4_MACS_peak_25981_lociStitched	chr6	159207048	159241469	4	30063	30689.7636	224	1	EZR	MIR3918,OSTCL	EZR	224	1
5_MACS_peak_3821_lociStitched	chr10	92949568	92984023	5	27383	39557.7855	225	1	PCGF5	NUDT9P1	PCGF5	225	1
4_MACS_peak_17729_lociStitched	chr21	36339555	36370352	4	25444	44252.2093	226	1	RUNX1	C21orf96	C21orf96	226	1
6_MACS_peak_28562_lociStitched	chr8	101292675	101328009	6	26655	40983.9066	227	1	RNF19A		RNF19A	227	1
4_MACS_peak_26609_lociStitched	chr7	44654131	44682226	4	25938	42114.405	228	1	OGDH	DDX56,TMED4	OGDH	228	1
5_MACS_peak_15153_lociStitched	chr2	65139327	65178596	5	28180	35711.2286	229	1	LOC400958	SLC1A4	LOC400958	229	1
4_MACS_peak_28783_lociStitched	chr8	124029352	124055630	4	24612	44948.519	230	1	DERL1	WDR67	DERL1	230	1
6_MACS_peak_30001_lociStitched	chr9	112842414	112880256	6	29664	29891.3958	231	1	PALM2-AKAP2,AKAP2	AKAP2	AKAP2	231	1
2_MACS_peak_12585_lociStitched	chr18	9134495	9154129	2	18325	55774.3038	232	1	ANKRD12	NDUFV2	ANKRD12	232	1
4_MACS_peak_5718_lociStitched	chr11	128616702	128647041	4	25185	43208.8038	233	1	FLI1		FLI1	233	1
5_MACS_peak_21401_lociStitched	chr4	71501785	71534557	5	28755	32735.9508	234	1	ENAM,IGJ	AMBN,UTP3,RUFY3	IGJ	234	1
5_MACS_peak_68_lociStitched	chr1	2456323	2489939	5	24234	44813.4896	235	1	TNFRSF14,PANK4,HES5,LOC115110	PLCH2,C1orf93	LOC115110	235	1
3_MACS_peak_11697_lociStitched	chr17	37909010	37938166	3	24276	44661.1608	236	1	IKZF3	GRB7,C17orf37	GRB7	236	1
5_MACS_peak_17019_lociStitched	chr20	17918174	17953477	5	24873	43292.0689	237	1	C20orf72,SNX5,SNORD17		SNORD17	237	1
2_MACS_peak_3714_lociStitched	chr10	81001104	81028386	2	26519	38950.5114	238	1	ZMIZ1		PPIF	238	1
2_MACS_peak_9612_lociStitched	chr15	63787930	63810751	2	21043	50527.9761	239	1	USP3		USP3	239	1
4_MACS_peak_23474_lociStitched	chr5	132381423	132402210	4	13375	60145.1058	240	1	HSPA4	ZCCHC10	HSPA4	240	1
4_MACS_peak_18793_lociStitched	chr3	15831331	15861210	4	27271	36066.9409	241	1	ANKRD28	ANKRD28	ANKRD28	241	1
4_MACS_peak_19131_lociStitched	chr3	45586365	45616722	4	25314	41403.9123	242	1	LARS2	LIMD1	LIMD1	242	1
4_MACS_peak_4827_lociStitched	chr11	63991560	64020774	4	25351	40946.3424	243	1	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	243	1
6_MACS_peak_19354_lociStitched	chr3	53131562	53167457	6	28177	32348.574	244	1	RFT1	PRKCD	RFT1	244	1
3_MACS_peak_6891_lociStitched	chr12	93808025	93837509	3	24044	43668.7524	245	1	UBE2N	NUDT4,NUDT4P1,MRPL42	UBE2N	245	1
1_MACS_peak_14855_lociStitched	chr2	43444235	43457141	1	12907	59900.6178	246	1	LOC100129726,ZFP36L2		ZFP36L2	246	1
7_MACS_peak_25395_lociStitched	chr6	109371499	109418329	7	28286	31427.613	247	1	CEP57L1,SESN1	CEP57L1	SESN1	247	1
6_MACS_peak_16170_lociStitched	chr2	175441803	175476409	6	26750	36339.7606	248	1	WIPF1		WIPF1	248	1
3_MACS_peak_20473_lociStitched	chr3	160115840	160134912	3	15668	56893.6832	249	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	249	1
4_MACS_peak_18615_lociStitched	chr22	50962728	50988595	4	23892	43598.8285	250	1	NCAPH2,KLHDC7B,SCO2,TYMP,ODF3B	ADM2,MIOX,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	250	1
3_MACS_peak_18738_lociStitched	chr3	13364612	13397201	3	25860	38529.9747	251	1	NUP210		NUP210	251	1
6_MACS_peak_13421_lociStitched	chr19	10511214	10547629	6	25102	40475.2725	252	1	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	252	1
8_MACS_peak_18965_lociStitched	chr3	32440843	32482851	8	28143	30943.0928	253	1	CMTM7		CMTM7	253	1
3_MACS_peak_9543_lociStitched	chr15	59014743	59043791	3	22958	45195.7832	254	1	ADAM10	FAM63B,HSP90AB4P	ADAM10	254	1
3_MACS_peak_23433_lociStitched	chr5	130708699	130733046	3	22712	45248.8995	255	1	CDC42SE2		CDC42SE2	255	1
5_MACS_peak_20419_lociStitched	chr3	156249652	156280098	5	29026	26390.5928	256	1	KCNAB1,SSR3		SSR3	256	1
1_MACS_peak_13705_lociStitched	chr19	18941733	18963059	1	21327	47763.8422	257	1	UPF1	COMP,GDF1	UPF1	257	1
5_MACS_peak_16478_lociStitched	chr2	202068015	202102348	5	26652	34971.5938	258	1	CASP10,CASP8	CASP8	CASP8	258	1
5_MACS_peak_21918_lociStitched	chr4	141652846	141680108	5	24721	40323.2242	259	1	TBC1D9		TBC1D9	259	1
6_MACS_peak_27578_lociStitched	chr7	137557148	137596135	6	29586	22616.3587	260	1	CREB3L2	DGKI	DGKI	260	1
3_MACS_peak_13980_lociStitched	chr19	42431357	42453897	3	19995	49574.476	261	1		ARHGEF1,RABAC1,ATP1A3	RABAC1	261	1
3_MACS_peak_26581_lociStitched	chr7	43684717	43710786	3	19100	50886.688	262	1	C7orf44		C7orf44	262	1
3_MACS_peak_30333_lociStitched	chr9	134126954	134154759	3	21598	46520.5455	263	1	FAM78A	PPAPDC3	FAM78A	263	1
3_MACS_peak_30254_lociStitched	chr9	130660710	130681551	3	18314	51969.1176	264	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	264	1
2_MACS_peak_5505_lociStitched	chr11	112830800	112856500	2	23809	41703.39	265	1	NCAM1		NCAM1	265	1
2_MACS_peak_22512_lociStitched	chr5	36870196	36888827	2	15230	55449.5822	266	1	NIPBL		NIPBL	266	1
5_MACS_peak_10902_lociStitched	chr16	67562111	67601534	5	25312	37337.5233	267	1	FAM65A,CTCF	ATP6V0D1,AGRP	FAM65A	267	1
2_MACS_peak_17576_lociStitched	chr21	19147246	19172262	2	22402	43978.128	268	1	C21orf91		C21orf91	268	1
4_MACS_peak_12581_lociStitched	chr18	9093893	9123020	4	25202	37230.1314	269	1	NDUFV2	ANKRD12	NDUFV2	269	1
5_MACS_peak_19290_lociStitched	chr3	50636101	50666072	5	26561	33019.0507	270	1	MAPKAPK3,CISH	HEMK1,DOCK3,C3orf18	CISH	270	1
8_MACS_peak_23803_lociStitched	chr5	154133141	154172249	8	26737	32221.0812	271	1	LARP1		LARP1	271	1
3_MACS_peak_15959_lociStitched	chr2	158287661	158311422	3	19059	49589.207	272	1	CYTIP		CYTIP	272	1
3_MACS_peak_30258_lociStitched	chr9	130715904	130747760	3	24831	37685.648	273	1	FAM102A	ST6GALNAC4,PIP5KL1,DPM2,FAM102A	FAM102A	273	1
2_MACS_peak_26754_lociStitched	chr7	66201618	66224911	2	21364	45484.2411	274	1	RABGEF1		RABGEF1	274	1
3_MACS_peak_29293_lociStitched	chr9	20451066	20481987	3	24616	38079.2115	275	1	MLLT3		MLLT3	275	1
2_MACS_peak_11130_lociStitched	chr16	89031498	89052199	2	18656	50044.6675	276	1	CBFA2T3	CBFA2T3	CBFA2T3	276	1
5_MACS_peak_22647_lociStitched	chr5	55259690	55292624	5	23754	40159.7196	277	1	IL6ST		IL6ST	277	1
4_MACS_peak_30190_lociStitched	chr9	127614396	127644723	4	22611	42676.1544	278	1	WDR38,ARPC5L,RPL35,GOLGA1		ARPC5L	278	1
9_MACS_peak_10930_lociStitched	chr16	68269097	68320089	9	27575	28157.7824	279	1	PLA2G15,SLC7A6,ESRP2	PRMT7,SLC7A6OS	SLC7A6	279	1
2_MACS_peak_20886_lociStitched	chr3	195258272	195279512	2	18072	50670.144	280	1	PPP1R2	APOD	PPP1R2	280	1
3_MACS_peak_20094_lociStitched	chr3	129022260	129048885	3	22586	42027.5625	281	1	C3orf37,C3orf47,H1FX		H1FX	281	1
2_MACS_peak_11715_lociStitched	chr17	38247098	38271492	2	24159	37952.1852	283	1	THRA,NR1D1	MSL1,CASC3,MED24	NR1D1	283	1
4_MACS_peak_27147_lociStitched	chr7	102063989	102092976	4	21408	44161.6945	284	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	284	1
2_MACS_peak_15235_lociStitched	chr2	70308606	70323731	2	13078	55809.7375	285	1	PCBP1,LOC400960	LOC100133985	PCBP1	285	1
4_MACS_peak_1985_lociStitched	chr1	160694851	160726547	4	24905	35670.6784	286	1	SLAMF7	LY9,CD48	SLAMF7	286	1
4_MACS_peak_18810_lociStitched	chr3	16924919	16955991	4	22974	40493.0304	287	1	PLCL2	PLCL2,MIR3714	PLCL2	287	1
6_MACS_peak_4957_lociStitched	chr11	66866308	66897079	6	20310	45854.9442	288	1	KDM2A	RHOD	KDM2A	288	1
5_MACS_peak_26009_lociStitched	chr6	160388972	160415825	5	24513	36415.3533	289	1	IGF2R		IGF2R	289	1
2_MACS_peak_16136_lociStitched	chr2	173409619	173435196	2	25481	33416.3505	290	1	PDK1		PDK1	290	1
7_MACS_peak_20519_lociStitched	chr3	169869888	169900331	7	21365	43636.9962	291	1	PHC3	PRKCI	PHC3	291	1
1_MACS_peak_13315_lociStitched	chr19	5961887	5979519	1	17633	49787.4784	292	1	RANBP3	CAPS	RANBP3	292	1
3_MACS_peak_4859_lociStitched	chr11	64877536	64904171	3	24861	34875.869	293	1	C11orf2,TM7SF2,MRPL49,ZNHIT2,FAU,SYVN1	ZFPL1,SPDYC,CAPN1,CDCA5	MRPL49	293	1
2_MACS_peak_23941_lociStitched	chr5	172191145	172206644	2	14404	53807.8783	294	1	DUSP1		DUSP1	294	1
5_MACS_peak_14290_lociStitched	chr19	56142628	56171911	5	21547	42832.2441	295	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	295	1
3_MACS_peak_13672_lociStitched	chr19	18388426	18405271	3	13289	54860.796	296	1	MIR3188,JUND	PGPEP1,PDE4C,LOC729966,KIAA1683,LSM4	MIR3188	296	1
2_MACS_peak_10565_lociStitched	chr16	21507921	21532504	2	24373	35842.014	297	1	LOC100271836,SLC7A5P2		LOC100271836	297	1
4_MACS_peak_26415_lociStitched	chr7	30058996	30083322	4	18310	48403.8748	298	1	PLEKHA8,FKBP14	SCRN1	PLEKHA8	298	1
3_MACS_peak_30414_lociStitched	chr9	139426523	139447420	3	17284	49887.4081	299	1	NOTCH1	C9orf163,SEC16A	NOTCH1	299	1
2_MACS_peak_12548_lociStitched	chr18	3245164	3264258	2	18984	47232.8278	300	1	MYL12A,MYL12B	MYOM1	MYL12A	300	1
6_MACS_peak_22052_lociStitched	chr4	153401204	153435042	6	27555	23382.058	301	1	FBXW7,MIR3140	DKFZP434I0714	MIR3140	301	1
4_MACS_peak_27136_lociStitched	chr7	101921588	101952962	4	22990	38546.0964	302	1	CUX1,SH2B2,MIR4285	SPDYE6	MIR4285	302	1
5_MACS_peak_4200_lociStitched	chr10	126405368	126438925	5	23929	36077.1307	303	1	FAM53B	METTL10	FAM53B	303	1
3_MACS_peak_17832_lociStitched	chr21	43932668	43959036	3	20807	43209.2416	304	1	SLC37A1	RSPH1	SLC37A1	304	1
3_MACS_peak_13355_lociStitched	chr19	7396953	7420214	3	22075	39906.5716	305	1		ARHGEF18	ARHGEF18	305	1
6_MACS_peak_18640_lociStitched	chr3	3120890	3153890	6	22474	38504.4	306	1	IL5RA	CNTN4,TRNT1	IL5RA	306	1
4_MACS_peak_15851_lociStitched	chr2	136864167	136898639	4	22947	37329.7288	308	1	CXCR4		CXCR4	308	1
4_MACS_peak_786_lociStitched	chr1	43389012	43426213	4	26461	25553.3669	309	1	FLJ32224,SLC2A1		FLJ32224	309	1
3_MACS_peak_9490_lociStitched	chr15	55558176	55583865	3	21341	40691.376	310	1	RAB27A	PIGB	RAB27A	310	1
3_MACS_peak_18356_lociStitched	chr22	38768928	38796061	3	20955	40949.1236	311	1	LOC400927	KCNJ4	LOC400927	311	1
5_MACS_peak_26624_lociStitched	chr7	45016599	45048573	5	23712	33809.3076	312	1	CCM2,MYO1G,C7orf40,SNORA9	CCM2	C7orf40	312	1
3_MACS_peak_29891_lociStitched	chr9	100795854	100823027	3	24340	31827.7349	313	1	NANS		NANS	313	1
3_MACS_peak_28327_lociStitched	chr8	71499148	71530950	3	24336	31770.198	314	1	TRAM1		TRAM1	314	1
6_MACS_peak_14043_lociStitched	chr19	45594344	45630822	6	25842	26344.4116	315	1	GEMIN7	ZNF296,NKPD1	GEMIN7	315	1
5_MACS_peak_1870_lociStitched	chr1	155929013	155960116	5	24052	32427.9878	316	1	ARHGEF2	RXFP4,RIT1,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	316	1
4_MACS_peak_18100_lociStitched	chr22	24162171	24192398	4	24633	30097.0239	317	1	SMARCB1,DERL3	MMP11,SLC2A11,MIF	DERL3	317	1
3_MACS_peak_16631_lociStitched	chr2	219735296	219763534	3	22099	37147.089	318	1	WNT6,WNT10A	PRKAG3	WNT10A	318	1
2_MACS_peak_9297_lociStitched	chr15	42781702	42796608	2	14674	49766.6622	319	1	SNAP23	HAUS2,ZFP106,LRRC57	SNAP23	319	1
7_MACS_peak_18154_lociStitched	chr22	28261755	28301179	7	25260	27033.0368	320	1	PITPNB	TTC28-AS1,MIR3199-2,MIR3199-1	PITPNB	320	1
1_MACS_peak_9940_lociStitched	chr15	81261299	81283790	1	22492	35385.0903	321	1	MESDC2	MESDC1	MESDC2	321	1
4_MACS_peak_9248_lociStitched	chr15	40833903	40863048	4	24414	29585.0895	322	1	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	322	1
4_MACS_peak_21466_lociStitched	chr4	77109044	77139147	4	24229	30166.2163	323	1	SCARB2	FAM47E,NUP54	SCARB2	323	1
4_MACS_peak_5216_lociStitched	chr11	82764942	82791560	4	20146	40470.0072	324	1	RAB30	SNORA70E	RAB30	324	1
8_MACS_peak_12262_lociStitched	chr17	72737660	72777924	8	25651	24540.908	325	1	RAB37,SLC9A3R1,MIR3615,TMEM104,NAT9	CD300LF	SLC9A3R1	325	1
1_MACS_peak_3102_lociStitched	chr10	11202374	11223293	1	20920	38633.2092	326	1	CELF2		CELF2	326	1
5_MACS_peak_23834_lociStitched	chr5	156953932	156983555	5	25159	26305.224	327	1	ADAM19		ADAM19	327	1
5_MACS_peak_25489_lociStitched	chr6	119648171	119673822	5	22128	35708.7571	328	1	MAN1A1		MAN1A1	328	1
5_MACS_peak_12353_lociStitched	chr17	75081568	75113766	5	25817	23378.9678	329	1	C17orf86,SCARNA16	SEC14L1	SCARNA16	329	1
7_MACS_peak_24282_lociStitched	chr6	11345915	11388232	7	25327	24979.7251	330	1	NEDD9		NEDD9	330	1
2_MACS_peak_6930_lociStitched	chr12	95591781	95614931	2	21812	36090.85	331	1	VEZT,FGD6		FGD6	331	1
3_MACS_peak_29386_lociStitched	chr9	33285950	33311747	3	22017	35574.063	332	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	332	1
3_MACS_peak_16976_lociStitched	chr20	9490056	9513589	3	22959	32960.3198	333	1	C20orf103		C20orf103	333	1
1_MACS_peak_5571_lociStitched	chr11	118264810	118283079	1	18270	43231.7616	334	1	UBE4A,ATP5L	CD3G,MLL	ATP5L	334	1
4_MACS_peak_30073_lociStitched	chr9	117234107	117268844	4	22928	32882.0442	335	1	DFNB31		DFNB31	335	1
1_MACS_peak_8517_lociStitched	chr14	64965326	64979415	1	14090	49169.2011	336	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB1	336	1
1_MACS_peak_23567_lociStitched	chr5	138628039	138647718	1	19680	40233.7155	337	1	MATR3	SNORA74A,PAIP2	MATR3	337	1
2_MACS_peak_9170_lociStitched	chr15	34617449	34636097	2	15989	46213.4736	338	1	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	338	1
6_MACS_peak_5128_lociStitched	chr11	75507928	75538842	6	23473	30351.3652	339	1	DGAT2,UVRAG		UVRAG	339	1
3_MACS_peak_9441_lociStitched	chr15	52503973	52528880	3	22895	32010.4764	340	1	MYO5C	GNB5,MIR1266	GNB5	340	1
4_MACS_peak_10590_lociStitched	chr16	22194535	22219875	4	21360	36094.296	341	1	EEF2K		EEF2K	341	1
2_MACS_peak_22058_lociStitched	chr4	153442700	153462820	2	19765	39559.944	343	1	DKFZP434I0714,FBXW7	MIR3140	FBXW7	343	1
2_MACS_peak_2608_lociStitched	chr1	208036318	208060496	2	19166	40406.2736	344	1	CD34	LOC148696	CD34	344	1
1_MACS_peak_21263_lociStitched	chr4	40190609	40212619	1	22011	33926.214	345	1	RHOH		RHOH	345	1
5_MACS_peak_16342_lociStitched	chr2	191042484	191075033	5	23049	30898.7657	346	1	C2orf88,HIBCH		C2orf88	346	1
5_MACS_peak_9017_lociStitched	chr14	106346648	106378008	5	22101	33072.256	349	1		KIAA0125	KIAA0125	349	1
4_MACS_peak_16054_lociStitched	chr2	165590535	165620523	4	22678	31406.4324	350	1	COBLL1	SNORA70F	SNORA70F	350	1
3_MACS_peak_18112_lociStitched	chr22	24535841	24562500	3	22522	31670.892	351	1	CABIN1	SUSD2	SUSD2	351	1
3_MACS_peak_29592_lociStitched	chr9	71248989	71269733	3	18417	41129.1288	352	1			PIP5K1B	352	1
2_MACS_peak_11870_lociStitched	chr17	44212507	44237544	2	24476	24688.9857	353	1	KIAA1267	LOC644246	KIAA1267	353	1
6_MACS_peak_24088_lociStitched	chr5	180643628	180676571	6	21887	32854.0539	354	1	TRIM41,GNB2L1,SNORD96A,SNORD95	TRIM7,TRIM52	SNORD96A	354	1
3_MACS_peak_12060_lociStitched	chr17	56404979	56431320	3	19737	37878.358	355	1	BZRAP1,MIR142,SUPT4H1,RNF43	MPO	MIR142	355	1
4_MACS_peak_24876_lociStitched	chr6	42737906	42759621	4	17158	42620.0305	356	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	356	1
5_MACS_peak_28825_lociStitched	chr8	126220312	126250885	5	22097	31835.6649	357	1	NSMCE2		NSMCE2	357	1
5_MACS_peak_30371_lociStitched	chr9	135987665	136025990	5	23733	26528.565	358	1	RALGDS	CELP,GBGT1	RALGDS	358	1
2_MACS_peak_23195_lociStitched	chr5	100223242	100241693	2	18209	40643.8628	359	1	ST8SIA4		ST8SIA4	359	1
1_MACS_peak_11566_lociStitched	chr17	29633467	29649957	1	16491	43419.819	360	1	NF1,EVI2B,EVI2A	OMG	EVI2B	360	1
3_MACS_peak_26807_lociStitched	chr7	74056792	74080513	3	17000	42572.0787	361	1	GTF2I		GTF2I	361	1
2_MACS_peak_15059_lociStitched	chr2	60767486	60785353	2	16438	43456.1174	362	1	BCL11A		BCL11A	362	1
8_MACS_peak_18998_lociStitched	chr3	36931417	36966350	8	23857	25717.6746	363	1	TRANK1		TRANK1	363	1
4_MACS_peak_13223_lociStitched	chr19	2453946	2480956	4	15272	45125.607	364	1	GADD45B,LMNB2	TIMM13	GADD45B	364	1
4_MACS_peak_3378_lociStitched	chr10	45912660	45938535	4	23413	27259.3125	365	1	ALOX5		ALOX5	365	1
5_MACS_peak_20155_lociStitched	chr3	133288147	133313083	5	22252	30895.704	366	1	CDV3		CDV3	366	1
2_MACS_peak_20182_lociStitched	chr3	135904352	135918132	2	13273	47370.128	367	1	MSL2		MSL2	367	1
3_MACS_peak_29378_lociStitched	chr9	33152236	33173457	3	19387	37656.6645	368	1	B4GALT1		B4GALT1	368	1
7_MACS_peak_28632_lociStitched	chr8	103793151	103828940	7	22503	29425.7158	369	1		AZIN1	AZIN1	369	1
6_MACS_peak_21869_lociStitched	chr4	129722776	129762066	6	22876	28206.291	370	1	PHF17		PHF17	370	1
3_MACS_peak_8303_lociStitched	chr14	50084199	50109875	3	18184	39810.638	371	1	MGAT2,RPL36AL,C14orf104	PPIL5,KLHDC1,RPS29,POLE2	C14orf104	371	1
1_MACS_peak_19728_lociStitched	chr3	104228017	104246813	1	18797	38571.2716	372	1			MIR548A3	372	1
5_MACS_peak_18474_lociStitched	chr22	42314707	42343647	5	21975	30734.28	373	1	TNFRSF13C,CENPM	MIR33A,LOC339674,SEPT3	TNFRSF13C	373	1
3_MACS_peak_30355_lociStitched	chr9	134593515	134617085	3	20651	34249.567	374	1	RAPGEF1	RAPGEF1	RAPGEF1	374	1
2_MACS_peak_6526_lociStitched	chr12	57021117	57041155	2	15358	44123.676	375	1	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	375	1
4_MACS_peak_21427_lociStitched	chr4	74453792	74487523	4	23147	26630.6245	376	1	RASSF6		RASSF6	376	1
2_MACS_peak_16252_lociStitched	chr2	182320245	182340317	2	18976	37733.3528	377	1	ITGA4		ITGA4	377	1
6_MACS_peak_21007_lociStitched	chr4	2786694	2820989	6	20940	32888.905	378	1	SH3BP2	ADD1,TNIP2	SH3BP2	378	1
4_MACS_peak_19338_lociStitched	chr3	52714262	52746180	4	20955	32715.95	379	1	GNL3,SNORD19,SNORD19B,SNORD69,SPCS1,PBRM1,GLT8D1,NEK4	PBRM1	SNORD69	379	1
5_MACS_peak_2315_lociStitched	chr1	184696012	184725742	5	20445	34011.12	380	1	EDEM3		EDEM3	380	1
4_MACS_peak_13990_lociStitched	chr19	42612103	42638580	4	21172	32026.5792	381	1	POU2F2,MIR4323	ZNF574,GRIK5	POU2F2	381	1
2_MACS_peak_14494_lociStitched	chr2	16828503	16849156	2	19855	35231.9527	382	1	FAM49A		FAM49A	382	1
5_MACS_peak_10456_lociStitched	chr16	11861638	11894293	5	20325	34059.165	383	1	ZC3H7A	TXNDC11,BCAR4	ZC3H7A	383	1
3_MACS_peak_2166_lociStitched	chr1	174121434	174143546	3	20263	34145.3504	384	1	RABGAP1L		RABGAP1L	384	1
4_MACS_peak_19801_lociStitched	chr3	111832256	111863443	4	21769	29786.7037	386	1	C3orf52,GCET2,SLC9A10	MIR567	GCET2	386	1
2_MACS_peak_14115_lociStitched	chr19	47728233	47748715	2	15122	43417.7436	387	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	387	1
1_MACS_peak_19856_lociStitched	chr3	113454413	113470022	1	15610	42681.2496	388	1	ATP6V1A,NAA50	KIAA2018	NAA50	388	1
3_MACS_peak_29473_lociStitched	chr9	37186344	37214106	3	21735	29674.8018	389	1	ZCCHC7		ZCCHC7	389	1
3_MACS_peak_1015_lociStitched	chr1	59469781	59494047	3	20170	33902.0286	390	1			LOC729467	390	1
1_MACS_peak_19509_lociStitched	chr3	69127945	69147221	1	19277	35699.152	391	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	391	1
5_MACS_peak_22259_lociStitched	chr4	185315469	185349901	5	22990	24939.0976	392	1	IRF2		IRF2	392	1
3_MACS_peak_20786_lociStitched	chr3	186776346	186798336	3	20391	32921.229	393	1	ST6GAL1		ST6GAL1	393	1
4_MACS_peak_11969_lociStitched	chr17	47814079	47842927	4	22794	25619.9088	394	1	FAM117A	MYST2,SLC35B1	FAM117A	394	1
5_MACS_peak_18517_lociStitched	chr22	43642378	43670594	5	21994	27978.9856	395	1	SCUBE1		TTLL12	395	1
7_MACS_peak_28887_lociStitched	chr8	128971755	129011555	7	23309	23036.24	396	1	PVT1,MIR1205	MIR1206,MIR1207	MIR1205	396	1
3_MACS_peak_3245_lociStitched	chr10	22898357	22921931	3	21919	28076.634	397	1	PIP4K2A		PIP4K2A	397	1
5_MACS_peak_8729_lociStitched	chr14	81925149	81957951	5	23013	24034.0254	398	1	SEL1L		SEL1L	398	1
