GENE_ID	locusLine	bin_1_KMS12_jia.bam
NM_001003941	chr7(.):44641120-44721195	0.6285
NM_006060	chr7(.):50339377-50477798	0.5601
NM_004577	chr7(.):56073743-56124268	0.3939
NM_017984	chr7(.):99993494-100031302	0.669
NM_017621	chr7(.):102091666-102110321	0.2232
NM_182931	chr7(.):104649636-104759532	0.5462
NM_003941	chr7(.):123316996-123394116	0.4198
NM_001098627	chr7(.):128575771-128595088	1.5352
NM_001098630	chr7(.):128572993-128595088	1.4818
NM_032643	chr7(.):128573270-128595088	1.4878
NR_015431	chr7(.):130623918-130798562	0.313
NR_024153	chr7(.):130623918-130796789	0.3131
NM_014149	chr7(.):134863589-134901316	0.3133
NM_001128619	chr7(.):135606502-135667204	0.3819
NM_194071	chr7(.):137554724-137691846	0.3909
NM_007188	chr7(.):150720509-150749869	0.1272
NM_173680	chr7(.):150071405-150100719	0.6707
NR_026676	chr7(.):23525006-23536031	0.2309
NM_031243	chr7(.):26224555-26245413	1.4268
NM_016587	chr7(.):26236323-26257976	1.3493
NM_007276	chr7(.):26236098-26257976	1.3385
NR_036482	chr7(.):29719769-29732859	2.1824
NR_024278	chr7(.):29680537-29729754	1.4297
NR_027347	chr7(.):29719387-29730437	2.6582
NM_147128	chr7(.):30318922-30412308	0.7061
NR_030319	chr7(.):30324409-30334506	2.2044
NR_037513	chr7(.):30324409-30334506	2.2044
NR_002186	chr7(.):30404665-30417410	0.0919
NR_036501	chr7(.):32792897-32807536	0.2067
NR_030320	chr7(.):32767592-32777689	2.0944
NM_022373	chr7(.):35667269-35739772	0.3903
NM_019082	chr7(.):44600402-44619137	0.5017
NM_182547	chr7(.):44613761-44626827	1.1349
NR_003697	chr7(.):45017626-45031259	0.9032
NR_002952	chr7(.):45019976-45030109	1.1631
NM_033054	chr7(.):44997259-45023704	0.1328
NM_015411	chr7(.):56126916-56153365	0.3504
NM_006213	chr7(.):56143674-56165689	0.0885
NM_016139	chr7(.):56164265-56179187	0.5087
NM_001762	chr7(.):56114377-56136682	0.8723
NR_002957	chr7(.):56123162-56133295	0.8045
NM_001163636	chr7(.):74067029-74180022	0.1705
NM_013439	chr7(.):99966067-100002722	0.151
NM_173564	chr7(.):100076549-100097422	0.2287
NM_030935	chr7(.):100059141-100081902	0.4715
NM_145030	chr7(.):100027911-100039094	1.1568
NM_019606	chr7(.):100022253-100036749	2.107
NM_001194992	chr7(.):100021412-100036749	2.001
NM_001004323	chr7(.):100049237-100066894	0.0915
NM_032831	chr7(.):102068995-102102268	0.8121
NM_024653	chr7(.):102031803-102072129	0.4458
NM_006234	chr7(.):102108547-102124381	0.2018
NM_152892	chr7(.):102100389-102118612	0.2257
NR_024586	chr7(.):104645988-104659588	3.326
NM_002649	chr7(.):106500923-106552592	0.6241
NM_001166346	chr7(.):114557208-114568720	1.5026
NM_199072	chr7(.):114557208-114664970	0.4042
NM_199349	chr7(.):128525000-128555773	0.0876
NM_018295	chr7(.):134827765-134855967	0.5476
NR_024185	chr7(.):134845531-134860532	1.7379
NM_024625	chr7(.):138740083-138799465	0.4792
NM_020119	chr7(.):138723265-138799465	0.3938
NM_024926	chr7(.):138813489-138879550	0.1118
NM_013400	chr7(.):150060878-150076133	2.257
NM_014374	chr7(.):150063257-150076133	2.6036
NM_001142928	chr7(.):150015295-150040245	0.4719
NM_002889	chr7(.):150030406-150043763	0.0841
NM_138434	chr7(.):150021937-150034811	0.1012
NR_027237	chr7(.):150097839-150114558	1.7083
NM_175571	chr7(.):150142961-150181483	0.0953
NR_034033	chr7(.):150125741-150150228	1.2468
NM_033015	chr7(.):150768707-150782951	1.0612
NM_004769	chr7(.):150740604-150754843	0.095
NM_031434	chr7(.):150773171-150785413	1.7494
NM_004935	chr7(.):150745898-150760052	0.5085
NM_031946	chr7(.):150778825-150846523	0.2624
NM_001136044	chr7(.):150773171-150785620	1.7342
NM_003040	chr7(.):150751656-150778614	0.5767
NM_001042535	chr7(.):150778825-150825725	0.3518
NM_005515	chr7(.):156792546-156808347	1.1118
NM_001165255	chr7(.):156792546-156807129	1.155
NM_152564	chr8(.):100020493-100894808	0.2086
NM_003844	chr8(.):23043969-23087680	0.6958
NM_172366	chr8(.):28280928-28352784	0.427
NM_024721	chr8(.):77588514-77784521	0.2469
NR_024360	chr8(.):77518113-77600510	0.306
NR_003367	chr8(.):128801778-129118499	0.2955
NM_001024678	chr8(.):145742760-145757416	1.6007
NM_001001795	chr8(.):145746602-145759458	1.4555
NM_032410	chr8(.):42747032-42890682	0.3212
NM_001160224	chr8(.):42699779-42756866	1.1354
NM_001160225	chr8(.):42703437-42756866	1.2038
NM_006756	chr8(.):54874115-54940008	0.5736
NM_005079	chr8(.):80942104-81088836	0.3162
NM_005536	chr8(.):82564150-82603589	0.1814
NM_001083588	chr8(.):86084618-86131753	0.5856
NM_001083589	chr8(.):86094909-86131753	0.4379
NM_004349	chr8(.):92962194-93080191	0.8178
NM_001198629	chr8(.):92962194-93112490	0.6702
NM_001198625	chr8(.):92962194-93112882	0.6689
NM_001198628	chr8(.):92962194-93116916	0.654
NM_001198633	chr8(.):92962194-93120454	0.6425
NM_178812	chr8(.):98651406-98747488	0.4564
NM_001134374	chr8(.):145081581-145107015	0.234
NM_152272	chr8(.):23096149-23124512	0.5335
NR_033928	chr8(.):23077733-23093439	1.4301
NM_017412	chr8(.):28346772-28426961	0.367
NR_036250	chr8(.):28357632-28367699	0.1183
NR_003129	chr8(.):38452692-38463775	0.0819
NM_018105	chr8(.):42686816-42703474	0.9608
NM_052937	chr8(.):52725139-52816735	0.4058
NR_034003	chr8(.):61873679-61885307	0.0762
NR_033196	chr8(.):82610148-82638539	0.2778
NM_152284	chr8(.):82639687-82676748	0.6253
NR_033194	chr8(.):82608565-82638539	0.2688
NM_001010893	chr8(.):82600890-82612207	0.1125
NM_001099670	chr8(.):86121287-86137643	1.0777
NM_175636	chr8(.):92962194-93034908	0.4987
NM_004374	chr8(.):100885222-100911242	0.472
NM_001042510	chr8(.):102204265-102222960	1.7449
NM_001042511	chr8(.):102204265-102222873	1.7516
NM_024410	chr8(.):103558847-103578245	0.1685
NM_148174	chr8(.):103833535-103881397	0.7795
NM_025195	chr8(.):126437562-126455644	2.1315
NM_002467	chr8(.):128743314-128758680	1.7406
NR_031609	chr8(.):128803207-128813274	2.4651
NM_201378	chr8(.):144984320-145052697	0.5419
NM_032789	chr8(.):145046319-145065635	1.5853
NM_000445	chr8(.):144984320-145055913	0.5894
NM_201381	chr8(.):144984320-145023905	0.4113
NM_201382	chr8(.):144984320-145023110	0.4151
NM_201383	chr8(.):144984320-145021692	0.4252
NM_201379	chr8(.):144984320-145033088	0.4356
NM_001009184	chr8(.):145059225-145072583	1.0102
NM_201384	chr8(.):144984320-145018758	0.4532
NR_030383	chr8(.):145014358-145024447	0.4988
NM_201380	chr8(.):144984320-145030044	0.4587
NM_017570	chr8(.):145101166-145120584	0.1429
NM_001129888	chr8(.):145684199-145696031	0.6284
NM_032687	chr8(.):145684199-145695849	0.6368
NM_003923	chr8(.):145694114-145706718	0.2045
NM_032902	chr8(.):145717108-145732504	0.0793
NM_138496	chr8(.):145670314-145695418	0.3385
NM_005309	chr8(.):145724464-145737555	1.9247
NM_145754	chr8(.):145686737-145704499	0.5207
NM_138431	chr8(.):145729551-145741589	2.1333
NM_004260	chr8(.):145731666-145748210	2.4327
NM_014665	chr8(.):145738362-145755559	1.5179
NM_025251	chr8(.):145749562-145843888	0.1067
NM_138367	chr8(.):145941293-145985970	0.2093
NM_030580	chr8(.):145993500-146017725	0.8325
NM_033301	chr8(.):146010153-146022729	1.7024
NM_000973	chr8(.):146010153-146022805	1.6935
NM_003416	chr8(.):146047902-146073606	0.2741
NM_213605	chr8(.):146019260-146039529	0.3164
NR_003529	chr9(.):21989789-22126093	0.2385
NM_001135920	chr9(.):5624326-5774454	0.1854
NM_020829	chr9(.):5651582-5781556	0.0666
NM_175039	chr9(.):130665164-130684305	1.033
NM_013355	chr9(.):131459801-131488199	0.1286
NM_016219	chr9(.):139976416-140008639	0.3593
NM_004936	chr9(.):21997901-22014312	0.2563
NR_024274	chr9(.):21962137-21972753	0.0398
NM_058197	chr9(.):21962750-21979826	0.045
NM_000077	chr9(.):21962750-21980132	0.045
NM_058195	chr9(.):21962750-21999490	0.5235
NM_001170	chr9(.):33379947-33407517	0.0643
NM_139235	chr9(.):33456350-33478941	0.6511
NM_004925	chr9(.):33436159-33452590	0.3725
NR_003667	chr9(.):33499534-33516164	0.1663
NR_024496	chr9(.):66489268-66508030	0.9865
NR_033907	chr9(.):68422782-68459375	0.7529
NR_034006	chr9(.):68721540-68753372	0.6825
NM_024077	chr9(.):91928411-91979561	0.3142
NR_036108	chr9(.):91922139-91932221	1.2229
NM_001827	chr9(.):91921112-91936618	1.4066
NM_001083603	chr9(.):98200263-98284247	0.3972
NM_001083606	chr9(.):98200263-98274699	0.4124
NM_001083607	chr9(.):98200263-98274481	0.4113
NM_001083605	chr9(.):98200263-98275322	0.4124
NM_000264	chr9(.):98200263-98275831	0.4109
NM_030767	chr9(.):117091432-117161685	0.4095
NM_001045476	chr9(.):127610754-127625160	0.3003
NM_030978	chr9(.):127626483-127644696	0.8497
NM_007209	chr9(.):127615157-127629240	0.3106
NM_005489	chr9(.):130495595-130538621	0.1615
NM_001142532	chr9(.):130495595-130529697	0.1329
NM_001142533	chr9(.):130495595-130522583	0.1442
NM_001142531	chr9(.):130495595-130529719	0.1329
NM_001142534	chr9(.):130495595-130522561	0.1443
NM_170600	chr9(.):130495595-130546048	0.4556
NM_001085347	chr9(.):130488802-130502604	0.2098
NM_001018078	chr9(.):130560507-130581556	0.232
NM_000118	chr9(.):130572290-130622047	0.0593
NM_001261	chr9(.):130543304-130558052	0.5235
NM_004957	chr9(.):130560153-130581556	0.2302
NM_013443	chr9(.):130642600-130666871	0.1579
NM_000476	chr9(.):130623758-130645022	0.0579
NR_036055	chr9(.):130543196-130553286	0.7332
NM_001035254	chr9(.):130697860-130747812	0.5136
NM_003863	chr9(.):130692373-130705763	0.1939
NM_203305	chr9(.):130697860-130717993	0.1312
NM_001135219	chr9(.):130678807-130698076	0.4342
NM_173492	chr9(.):130678807-130694770	0.5089
NM_001122821	chr9(.):131440933-131463675	1.1937
NM_052844	chr9(.):131390939-131424129	0.1545
NM_003011	chr9(.):131446508-131463675	1.2335
NM_032799	chr9(.):131478148-131491408	0.1695
NM_032728	chr9(.):134160080-134189649	0.0524
NM_033387	chr9(.):134128464-134156906	2.0881
NM_015392	chr9(.):139928908-139945676	0.1338
NM_001246	chr9(.):139937552-139953505	0.1378
NR_027447	chr9(.):139974397-139986269	0.6538
NM_207511	chr9(.):139916915-139936234	0.1976
NM_001606	chr9(.):139896685-139927740	0.1203
NM_207309	chr9(.):139966952-139983990	0.6795
NM_004479	chr9(.):139919625-139932292	0.2755
NM_178448	chr9(.):139951578-139970028	0.329
NM_212533	chr9(.):139896685-139928374	0.1199
NM_000832	chr9(.):140028608-140068214	0.1122
NM_013379	chr9(.):139999991-140014195	0.2937
NM_001123384	chrX(.):39905498-40041582	0.4094
NM_144495	chrX(.):48750194-48765420	0.3945
NM_001167990	chrX(.):48750212-48765420	0.3949
NM_001032384	chrX(.):48750538-48765420	0.4002
NM_001167992	chrX(.):48750774-48765420	0.405
NM_181673	chrX(.):70747911-70800747	0.4088
NR_001568	chrX(.):70425034-70953962	0.1223
NR_026975	chrX(.):130831677-130969671	0.4711
NM_001170704	chrX(.):131498342-131628996	0.2257
NM_005334	chrX(.):153208007-153241819	0.5812
NR_030727	chrX(.):12915935-12966419	0.0537
NM_021109	chrX(.):12988225-13000346	1.9306
NM_183049	chrX(.):12988224-13000346	1.9304
NM_025159	chrX(.):30571940-30601033	0.6784
NM_017745	chrX(.):39905498-39961719	0.4818
NM_001167947	chrX(.):48745729-48760426	0.4668
NM_207672	chrX(.):48828332-48863675	0.1473
NM_001042498	chrX(.):48755888-48774235	0.4811
NM_001136158	chrX(.):48774302-48819893	1.0003
NM_001136159	chrX(.):48774302-48820648	0.9847
NM_006875	chrX(.):48765458-48781413	1.1689
NM_004979	chrX(.):48813638-48833251	0.343
NM_005660	chrX(.):48755458-48773917	0.4738
NM_001032289	chrX(.):48755889-48773933	0.4566
NR_002226	chrX(.):70706376-70717604	0.0416
NM_052957	chrX(.):70792873-70838433	0.0651
NM_003399	chrX(.):128867945-128908525	0.1384
NM_018990	chrX(.):128908891-128934176	0.6509
NM_001130846	chrX(.):129258337-129277015	0.0708
NM_004208	chrX(.):129258337-129304861	0.2028
NM_004794	chrX(.):129300772-129323844	1.0801
NM_145813	chrX(.):129258337-129304808	0.1973
NM_018388	chrX(.):131498342-131578718	0.0606
NM_000054	chrX(.):153165528-153177620	0.1015
NM_000425	chrX(.):153121970-153146399	0.0274
NM_003491	chrX(.):153190376-153205468	1.2969
NM_001666	chrX(.):153167829-153196714	0.7494
NM_002910	chrX(.):153195721-153215232	0.2171
NR_027419	chrX(.):153162984-153177620	0.0939
NM_001025243	chrX(.):153270956-153290342	0.5595
NM_003492	chrX(.):153232990-153253646	1.2175
NR_031757	chrX(.):153280370-153290440	0.8817
NR_036175	chrX(.):153241548-153251627	0.6268
NR_036174	chrX(.):153241547-153251628	0.6268
NM_001110556	chrX(.):153571899-153608006	0.3691
NM_000117	chrX(.):153602596-153614883	0.6138
NM_014235	chrX(.):153707055-153719932	1.242
NM_006730	chrX(.):153624578-153642575	0.9657
NM_001183	chrX(.):153651977-153669862	0.2277
NM_001009934	chrX(.):153624578-153645427	0.8402
NR_000011	chrX(.):153623621-153633756	1.0676
NM_001171133	chrX(.):153728326-153749566	0.1419
NM_006014	chrX(.):153700240-153712596	0.5539
NM_000116	chrX(.):153634876-153655063	0.3548
NR_026898	chrX(.):153621570-153635680	0.7779
NM_019848	chrX(.):153710649-153724002	0.8624
NM_004699	chrX(.):153667484-153684002	0.0956
NM_001493	chrX(.):153660258-153676814	0.2061
NM_017514	chrX(.):153681622-153706985	0.1656
NM_015892	chr10(.):125762181-125856930	0.4366
NM_014863	chr10(.):125774168-125856930	0.4937
NM_004641	chr10(.):21818100-22037559	0.1354
NM_001195626	chr10(.):21818573-22037559	0.13
NM_006258	chr10(.):52829233-54060274	0.0592
NM_001098512	chr10(.):52745944-54060274	0.0577
NM_172242	chr10(.):22629398-22711539	0.5255
NM_022365	chr10(.):22040476-22297650	0.1318
NM_001198798	chr10(.):73851273-73980751	0.1623
NM_001198799	chr10(.):73851273-73981183	0.1625
NM_020338	chr10(.):80823791-81081285	0.148
NM_145868	chr10(.):81909879-81970328	0.9527
NM_000314	chr10(.):89618194-89733532	0.4398
NM_032810	chr10(.):89507874-89582917	0.1714
NM_007373	chr10(.):112674300-112778425	0.2248
NM_001105521	chr10(.):133913312-134003313	0.0415
NM_178150	chr10(.):5927213-5984556	0.365
NM_032807	chr10(.):5931348-5984556	0.3492
NM_019046	chr10(.):5898688-5936860	0.3076
NM_001009941	chr10(.):5915049-5936860	0.5019
NM_001195627	chr10(.):21818100-21851114	0.4543
NM_207371	chr10(.):21797408-21819611	1.0993
NR_031736	chr10(.):21780490-21790570	0.2624
NM_001010911	chr10(.):21778420-21791213	0.2145
NM_005180	chr10(.):22605005-22625414	1.7555
NM_012071	chr10(.):22600298-22614237	3.3622
NR_036533	chr10(.):22719353-22731858	0.4575
NM_173473	chr10(.):73970805-74000618	0.4362
NM_019058	chr10(.):74028676-74040797	1.6778
NM_017626	chr10(.):74087587-74119907	0.4368
NM_014394	chr10(.):85894184-85918311	0.4599
NM_207373	chr10(.):85928553-85950050	0.9203
NM_033100	chr10(.):85949411-85982121	0.0638
NR_028492	chr10(.):89573069-89610369	0.2486
NM_001126049	chr10(.):89613917-89628194	2.4808
NM_001114094	chr10(.):97946454-98036333	0.3048
NM_001017520	chr10(.):98059084-98103321	0.0755
NM_030912	chr10(.):104399251-104423076	1.0409
NM_005962	chr10(.):111980761-112052123	0.1308
NM_001008541	chr10(.):111964988-112052123	0.3622
NM_130439	chr10(.):111962362-112052123	0.3541
NM_145341	chr10(.):112626595-112664764	0.9436
NM_001195307	chr10(.):112653487-112684124	0.5379
NM_001195306	chr10(.):112653487-112683694	0.534
NR_026932	chr10(.):112623647-112635662	3.1099
NM_207127	chr10(.):135187740-135210198	1.4539
NM_138384	chr10(.):135202620-135239174	0.7218
NM_145202	chr10(.):135155843-135171187	0.1966
NM_001012508	chr10(.):135229169-135243121	0.0482
NM_001098483	chr10(.):135163794-135176529	0.3075
NM_004092	chr10(.):135170986-135191908	0.2569
NR_037509	chr10(.):135180059-135190167	0.3034
NR_024469	chr11(.):67080309-67164158	0.3306
NM_032564	chr11(.):75474777-75517579	0.4469
NM_152432	chr11(.):100553406-100866656	0.2674
NM_016621	chr11(.):45945869-46147985	0.292
NM_006819	chr11(.):63948586-63977020	0.7351
NM_002335	chr11(.):68075107-68221743	0.1158
NM_002869	chr11(.):73381682-73477201	0.1825
NM_001098517	chr11(.):115039344-115380241	0.2469
NM_001048209	chr11(.):131235370-132211716	0.1486
NM_003621	chr11(.):7530000-7679991	0.2976
NM_014818	chr11(.):8628583-8685383	0.1043
NM_030962	chr11(.):9795213-10320754	0.1054
NM_004811	chr11(.):58289343-58348390	0.739
NM_001143995	chr11(.):58289343-58350639	0.7328
NM_024092	chr11(.):60676370-60695915	1.0568
NM_004265	chr11(.):61590712-61639825	0.6229
NM_001012662	chr11(.):62618483-62661355	0.9259
NM_001013251	chr11(.):62643343-62661355	1.1187
NM_001012661	chr11(.):62618517-62661353	0.9266
NM_024060	chr11(.):62196015-62319332	0.2732
NR_037193	chr11(.):62644170-62661355	1.1655
NM_003273	chr11(.):64874340-64888707	1.6156
NM_005438	chr11(.):65654691-65672997	1.1331
NM_001077241	chr11(.):65137662-65155142	1.3323
NR_002819	chr11(.):65260232-65278939	3.9816
NM_012308	chr11(.):66881739-67030550	0.306
NM_053056	chr11(.):69450872-69474242	2.4639
NM_014824	chr11(.):72542789-72858143	0.2415
NM_016055	chr11(.):73493916-73580656	0.348
NM_003369	chr11(.):75521211-75860282	0.2132
NM_005933	chr11(.):118302204-118402539	0.4772
NM_015313	chr11(.):120202617-120365645	0.3815
NM_002017	chr11(.):128558812-128688162	0.6939
NM_001167681	chr11(.):128557388-128688162	0.6873
NM_138329	chr11(.):273569-290304	0.8404
NM_006435	chr11(.):303106-314410	0.981
NM_025092	chr11(.):284137-300688	0.8883
NM_003641	chr11(.):308990-320272	1.346
NM_178537	chr11(.):364794-387117	0.0532
NM_001025295	chr11(.):293202-304526	0.1581
NM_021034	chr11(.):314672-325914	0.6239
NM_182612	chr11(.):762222-782487	0.4367
NM_006755	chr11(.):742431-770024	0.3664
NR_002585	chr11(.):806680-816814	0.9918
NM_001025239	chr11(.):837823-872116	0.2285
NM_001025234	chr11(.):839080-872116	0.2335
NM_145886	chr11(.):794178-810250	1.0288
NM_016564	chr11(.):782109-795126	0.0774
NM_021128	chr11(.):834720-847529	0.4987
NM_139029	chr11(.):827951-843835	0.6078
NM_173584	chr11(.):822584-836991	0.6242
NM_024698	chr11(.):785474-801263	0.3864
NM_001004	chr11(.):804935-817876	0.9612
NM_001025237	chr11(.):839445-872116	0.2347
NM_020376	chr11(.):813900-830571	0.5997
NM_001191060	chr11(.):785474-802995	0.3559
NM_001191061	chr11(.):785474-803269	0.3514
NM_001025235	chr11(.):837940-872116	0.229
NM_198474	chr11(.):7501599-7537606	0.6556
NR_002580	chr11(.):8700773-8710903	1.7371
NR_002977	chr11(.):8701985-8712116	1.8808
NM_000990	chr11(.):8698994-8716419	1.1402
NM_003390	chr11(.):9590227-9616313	1.005
NM_001143976	chr11(.):9591233-9616313	1.0279
NM_001124	chr11(.):10321641-10333923	2.4625
NM_000614	chr11(.):58385145-58398205	0.1034
NR_024091	chr11(.):58341586-58398205	0.6956
NM_053023	chr11(.):58341586-58394023	0.7431
NM_004778	chr11(.):60613397-60628444	0.0771
NM_207341	chr11(.):60630014-60648164	0.1062
NM_014502	chr11(.):60653019-60679061	0.6051
NM_016582	chr11(.):60699554-60724257	0.19
NM_006725	chr11(.):60734114-60792848	0.103
NM_178031	chr11(.):60686912-60709631	0.1178
NM_013402	chr11(.):61562096-61589529	0.7357
NM_014206	chr11(.):61551601-61565085	1.0099
NM_004111	chr11(.):61555149-61569710	1.0153
NR_031729	chr11(.):61577632-61587712	1.6704
NR_030342	chr11(.):61554966-61565033	1.327
NM_022830	chr11(.):62337516-62364109	0.6475
NM_012200	chr11(.):62377767-62394448	0.9724
NM_153265	chr11(.):62364690-62385237	1.1932
NM_004739	chr11(.):62355674-62374303	1.1353
NM_000327	chr11(.):62375212-62387592	0.9917
NM_001404	chr11(.):62322072-62346460	0.882
NM_001620	chr11(.):62278373-62319332	0.6331
NM_203422	chr11(.):62448875-62462371	0.0933
NM_015853	chr11(.):62438971-62451527	1.1234
NM_001130702	chr11(.):62452746-62482046	0.3268
NM_032667	chr11(.):62452746-62478787	0.3191
NM_001043229	chr11(.):62427778-62439923	1.6798
NM_001085372	chr11(.):62434125-62446162	1.2011
NM_173810	chr11(.):62490951-62511108	0.8203
NM_001122955	chr11(.):62452746-62480200	0.3123
NM_198335	chr11(.):62387299-62419104	0.4203
NM_024099	chr11(.):62425288-62444241	1.2411
NM_012202	chr11(.):62470113-62481678	0.6836
NR_004390	chr11(.):62427893-62438042	1.147
NM_001079559	chr11(.):62477219-62499821	0.8934
NM_030628	chr11(.):62409319-62425774	0.7992
NR_002565	chr11(.):62618036-62628103	1.6964
NM_199337	chr11(.):62549873-62562872	1.0565
NM_003164	chr11(.):62569368-62604560	0.5778
NM_018093	chr11(.):62595382-62612628	1.8903
NR_003098	chr11(.):62614459-62628360	1.2652
NR_002561	chr11(.):62616134-62626204	1.6796
NR_002560	chr11(.):62615797-62625865	1.6523
NR_002559	chr11(.):62616375-62626440	1.687
NR_000008	chr11(.):62615381-62625507	1.6029
NR_002564	chr11(.):62617763-62627838	1.6927
NR_002563	chr11(.):62617483-62627555	1.6889
NR_002562	chr11(.):62617092-62627167	1.686
NM_001081491	chr11(.):62554597-62577964	0.8049
NM_001080501	chr11(.):62552786-62564486	1.161
NM_004470	chr11(.):64003412-64016607	1.8247
NM_000932	chr11(.):64013994-64041924	0.6993
NM_005528	chr11(.):63992752-64006753	1.0618
NM_001160390	chr11(.):63986270-63998726	0.7631
NM_032344	chr11(.):63988737-64002488	0.9482
NM_004322	chr11(.):64032299-64057176	0.8556
NM_178443	chr11(.):63969151-63996363	0.4499
NM_057092	chr11(.):64004587-64016607	1.9878
NM_033310	chr11(.):64053792-64072503	0.5058
NM_003377	chr11(.):63997265-64011259	1.6298
NM_020155	chr11(.):64048581-64061972	0.5632
NM_001135208	chr11(.):64003603-64016607	1.8469
NM_001039496	chr11(.):64062862-64077239	1.0152
NM_001170726	chr11(.):64046810-64061972	0.5069
NM_001160393	chr11(.):63986270-63998341	0.7169
NM_001170881	chr11(.):64047284-64061972	0.5208
NM_001177358	chr11(.):64047282-64061972	0.5208
NM_138689	chr11(.):64006950-64019413	1.9248
NM_000244	chr11(.):64565985-64583188	0.3232
NM_130803	chr11(.):64565985-64583766	0.3134
NM_004579	chr11(.):64551608-64575713	0.1583
NM_017525	chr11(.):64586661-64617041	0.2253
NM_130800	chr11(.):64565985-64583035	0.3254
NM_130802	chr11(.):64565985-64583213	0.3228
NR_029829	chr11(.):64653826-64663911	1.0077
NM_006795	chr11(.):64615207-64651191	1.212
NR_029578	chr11(.):64653608-64663718	1.0061
NM_013299	chr11(.):64803375-64817300	0.4768
NM_005468	chr11(.):64807294-64831009	0.5485
NM_080668	chr11(.):64839926-64856615	0.7657
NM_006782	chr11(.):64846693-64860874	1.057
NM_013265	chr11(.):64858682-64884180	0.8869
NR_037567	chr11(.):64884654-64899841	1.1735
NM_172230	chr11(.):64889750-64907003	1.5469
NM_001997	chr11(.):64883098-64894672	1.8472
NM_004927	chr11(.):64884715-64899841	1.1316
NM_014205	chr11(.):64878874-64890170	2.6719
NM_001008778	chr11(.):64932706-64945688	0.1231
NM_001198868	chr11(.):64943685-64984477	0.3972
NM_001198869	chr11(.):64944149-64984477	0.3991
NM_001198870	chr11(.):64944303-64984477	0.3998
NM_006268	chr11(.):65096345-65125451	0.4498
NM_145719	chr11(.):65117281-65130082	0.4103
NR_028272	chr11(.):65185268-65199003	7.2545
NR_030343	chr11(.):65206928-65217028	0.3539
NM_031904	chr11(.):65149040-65185995	1.2861
NM_032223	chr11(.):65378782-65409910	0.6752
NM_001098785	chr11(.):65334819-65346669	2.2456
NM_021070	chr11(.):65301029-65330699	0.977
NM_033455	chr11(.):65355325-65368467	1.2542
NM_001099409	chr11(.):65338508-65365116	1.4828
NM_002419	chr11(.):65360225-65386720	0.6983
NM_001048218	chr11(.):65287547-65311182	0.7375
NM_006396	chr11(.):65332942-65344239	2.2943
NM_004561	chr11(.):65549528-65569685	0.5187
NM_198897	chr11(.):65646210-65661010	1.0689
NM_001335	chr11(.):65642283-65656212	0.2394
NM_138368	chr11(.):65538377-65552822	1.1412
NM_025128	chr11(.):65622871-65638914	1.0667
NM_005507	chr11(.):65617284-65630804	1.2584
NM_152760	chr11(.):65596409-65626172	0.3093
NM_016938	chr11(.):65628911-65645340	0.2008
NM_006848	chr11(.):65652874-65664106	1.7112
NM_006442	chr11(.):65681727-65694048	0.4955
NM_152762	chr11(.):65708114-65732434	0.3028
NM_001135635	chr11(.):65679282-65691531	0.5046
NM_014578	chr11(.):66819288-66844488	0.1806
NM_207354	chr11(.):67051761-67074955	0.5346
NM_017857	chr11(.):67065918-67085078	0.2952
NR_030767	chr11(.):67051815-67074955	0.5358
NM_001619	chr11(.):67028904-67059029	1.0604
NM_020441	chr11(.):67200517-67215983	0.5388
NM_145200	chr11(.):67217817-67234245	0.5255
NM_001166222	chr11(.):67178148-67198078	0.4699
NM_206997	chr11(.):67213771-67225200	0.0935
NM_005608	chr11(.):67197980-67210153	0.5095
NM_003952	chr11(.):67190934-67207879	0.6648
NM_198517	chr11(.):67166411-67182560	1.2042
NM_004584	chr11(.):67154422-67170883	0.6765
NM_002708	chr11(.):67160651-67174376	0.8582
NM_001166212	chr11(.):67126638-67146648	0.4127
NM_013246	chr11(.):67126638-67146206	0.4207
NM_021173	chr11(.):67114018-67126052	0.7324
NM_001018070	chr11(.):67200517-67216263	0.5318
NM_022338	chr11(.):68023802-68044469	0.9425
NM_153451	chr11(.):69475331-69495165	0.2426
NM_015885	chr11(.):82863136-82901835	0.7102
NM_182603	chr11(.):82900290-82965013	0.1937
NM_006235	chr11(.):111217980-111255157	2.2446
NM_006476	chr11(.):118267103-118285562	0.8094
NM_000190	chr11(.):118950586-118969259	1.1742
NM_002105	chr11(.):118959584-118971177	1.2907
NM_001024382	chr11(.):118953696-118969259	1.3739
NM_001130991	chr11(.):118909895-118932925	0.6517
NM_015517	chr11(.):118987287-119010765	0.3229
NM_006389	chr11(.):118909895-118932916	0.6519
NM_014807	chr11(.):118973092-118992827	0.8732
NM_021729	chr11(.):118933492-118957688	0.5947
NM_001382	chr11(.):118962212-118977785	2.1444
NM_001142505	chr11(.):119015298-119038374	0.1311
NM_022169	chr11(.):119014749-119038374	0.1294
NM_001198675	chr11(.):120190837-120209388	0.9069
NR_027288	chr11(.):122883273-122895319	0.0827
NM_006597	chr11(.):122923199-122937844	1.9673
NM_001145290	chr11(.):124928012-124965412	0.6378
NM_001080546	chr11(.):124961398-124978205	0.1251
NM_134424	chr12(.):1016254-1063863	0.1286
NM_152989	chr12(.):23680230-24720380	0.0939
NM_021238	chr12(.):31428519-31484121	0.5054
NM_001135812	chr12(.):31428519-31484159	0.5051
NM_152641	chr12(.):46118619-46306819	0.2759
