REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM5_jia.bam
2_MACS_peak_372_lociStitched	chr1	32478864	32480474	2	1541	1274.798
1_MACS_peak_1080_lociStitched	chr1	151299401	151301011	1	1611	1398.929
1_MACS_peak_13557_lociStitched	chr5	90606943	90608553	1	1611	1328.089
2_MACS_peak_866_lociStitched	chr1	111505747	111507356	2	1408	1434.1017
2_MACS_peak_1828_lociStitched	chr10	14919933	14921542	2	1599	1490.5776
2_MACS_peak_3720_lociStitched	chr12	48276432	48278041	2	1568	959.4467000000001
3_MACS_peak_4806_lociStitched	chr14	24779561	24781170	3	1571	850.8392000000001
1_MACS_peak_5451_lociStitched	chr15	41522646	41524255	1	1610	2237.9581
1_MACS_peak_13862_lociStitched	chr5	138861062	138862671	1	1610	1405.6224
1_MACS_peak_14666_lociStitched	chr6	42846872	42848481	1	1610	1571.993
1_MACS_peak_2918_lociStitched	chr11	65728420	65730028	1	1609	1917.2184
1_MACS_peak_5538_lociStitched	chr15	50715919	50717527	1	1609	2936.208
2_MACS_peak_8021_lociStitched	chr19	4401668	4403276	2	1487	1342.3584
1_MACS_peak_8152_lociStitched	chr19	11491116	11492724	1	1609	1436.2656
2_MACS_peak_9869_lociStitched	chr2	176031974	176033582	2	1461	1296.3696
2_MACS_peak_11498_lociStitched	chr3	23957747	23959355	2	1524	1403.4624000000001
2_MACS_peak_12635_lociStitched	chr4	22851749	22853357	2	1385	882.3095999999999
1_MACS_peak_4364_lociStitched	chr12	132628083	132629690	1	1608	1652.9602
1_MACS_peak_6381_lociStitched	chr16	30709330	30710937	1	1608	2834.9087
1_MACS_peak_7894_lociStitched	chr19	1248146	1249753	1	1608	2714.3837
2_MACS_peak_8610_lociStitched	chr19	45457656	45459263	2	1581	1674.6547
1_MACS_peak_11055_lociStitched	chr22	26985274	26986881	1	1608	1369.0033
2_MACS_peak_12952_lociStitched	chr4	119199063	119200670	2	1433	1172.7886
1_MACS_peak_13038_lociStitched	chr4	147442532	147444139	1	1608	1312.1155
2_MACS_peak_14240_lociStitched	chr6	7145214	7146821	2	1288	982.3590999999999
1_MACS_peak_15245_lociStitched	chr7	7896896	7898503	1	1608	1214.2492
1_MACS_peak_16077_lociStitched	chr7	150724612	150726219	1	1608	2155.1477
2_MACS_peak_2750_lociStitched	chr11	57297522	57299128	2	1410	1101.5554
1_MACS_peak_3443_lociStitched	chr12	861614	863220	1	1607	1354.661
2_MACS_peak_3686_lociStitched	chr12	44152026	44153632	2	1331	1170.9346
1_MACS_peak_5242_lociStitched	chr14	103243176	103244782	1	1607	1107.9794
1_MACS_peak_7702_lociStitched	chr18	20512747	20514353	1	1607	1732.5528
2_MACS_peak_602_lociStitched	chr1	54410801	54412406	2	1470	1457.5005
2_MACS_peak_894_lociStitched	chr1	115211856	115213461	2	1575	1213.38
1_MACS_peak_4520_lociStitched	chr13	45693856	45695461	1	1606	1124.463
1_MACS_peak_8277_lociStitched	chr19	16253935	16255540	1	1606	2246.679
3_MACS_peak_14822_lociStitched	chr6	90007388	90008993	3	1589	916.2945
1_MACS_peak_17102_lociStitched	chr9	98911913	98913518	1	1606	1041.4845
1_MACS_peak_17216_lociStitched	chr9	117349388	117350993	1	1606	1941.087
2_MACS_peak_17290_lociStitched	chr9	130158513	130160118	2	1371	952.5675
2_MACS_peak_3483_lociStitched	chr12	6797727	6799331	2	1560	1320.894
2_MACS_peak_3833_lociStitched	chr12	56366865	56368469	2	1255	1095.0508
1_MACS_peak_3941_lociStitched	chr12	67462105	67463709	1	1605	899.2024
2_MACS_peak_4756_lociStitched	chr14	23024733	23026337	2	1487	1109.4868
2_MACS_peak_10647_lociStitched	chr20	60877042	60878646	2	1524	1573.524
1_MACS_peak_16350_lociStitched	chr8	74790173	74791777	1	1605	1816.6904000000002
1_MACS_peak_6361_lociStitched	chr16	30366037	30367640	1	1604	1347.4818
2_MACS_peak_6391_lociStitched	chr16	31044090	31045693	2	1504	1510.9877999999999
1_MACS_peak_12588_lociStitched	chr4	6783828	6785431	1	1604	2159.0807
1_MACS_peak_12639_lociStitched	chr4	23335121	23336724	1	1604	864.3376000000001
2_MACS_peak_2099_lociStitched	chr10	75172571	75174173	2	1542	1812.9833999999998
1_MACS_peak_4445_lociStitched	chr13	33111801	33113403	1	1603	1781.1036
3_MACS_peak_5244_lociStitched	chr14	103367431	103369033	3	1493	852.4242
2_MACS_peak_5344_lociStitched	chr15	28577990	28579592	2	1564	1166.7366
1_MACS_peak_6274_lociStitched	chr16	22448004	22449606	1	1603	2169.5886
1_MACS_peak_16019_lociStitched	chr7	140395819	140397421	1	1603	2007.3059999999998
1_MACS_peak_409_lociStitched	chr1	36022293	36023894	1	1602	1590.4334
2_MACS_peak_795_lociStitched	chr1	94311540	94313141	2	1592	1267.0314
2_MACS_peak_3453_lociStitched	chr12	1799512	1801113	2	1542	1582.5885
1_MACS_peak_5456_lociStitched	chr15	41708647	41710248	1	1602	1650.9511999999997
1_MACS_peak_6476_lociStitched	chr16	67062562	67064163	1	1602	1087.3992
2_MACS_peak_7388_lociStitched	chr17	62222683	62224284	2	1534	1026.7213
2_MACS_peak_8691_lociStitched	chr19	49121667	49123268	2	1357	1007.6693999999999
1_MACS_peak_3601_lociStitched	chr12	26111065	26112665	1	1601	1191.68
2_MACS_peak_4972_lociStitched	chr14	64009214	64010814	2	1344	973.28
1_MACS_peak_8598_lociStitched	chr19	44122957	44124557	1	1601	1786.4
1_MACS_peak_9576_lociStitched	chr2	105945532	105947132	1	1601	1362.08
1_MACS_peak_12737_lociStitched	chr4	56261287	56262887	1	1601	2044.16
2_MACS_peak_14166_lociStitched	chr5	180247231	180248831	2	1598	1130.72
2_MACS_peak_4414_lociStitched	chr13	27745004	27746603	2	1502	947.2476
1_MACS_peak_5179_lociStitched	chr14	93798472	93800071	1	1600	1711.0899000000002
1_MACS_peak_11545_lociStitched	chr3	37284121	37285720	1	1600	1566.8601
1_MACS_peak_779_lociStitched	chr1	93249777	93251375	1	1599	1517.9402
1_MACS_peak_11794_lociStitched	chr3	57541292	57542890	1	1599	1442.0352
1_MACS_peak_13200_lociStitched	chr5	14373241	14374839	1	1599	1241.9656
1_MACS_peak_15380_lociStitched	chr7	32529316	32530914	1	1599	1359.7382
2_MACS_peak_16813_lociStitched	chr9	21801998	21803596	2	1552	979.0946
1_MACS_peak_4933_lociStitched	chr14	55569265	55570862	1	1598	891.7648
1_MACS_peak_5295_lociStitched	chr14	106151653	106153250	1	1598	1523.538
2_MACS_peak_8630_lociStitched	chr19	45946574	45948171	2	1533	1106.4016
2_MACS_peak_11720_lociStitched	chr3	50653572	50655169	2	1495	1015.2129000000001
1_MACS_peak_15696_lociStitched	chr7	97500591	97502188	1	1598	1639.3205
1_MACS_peak_5873_lociStitched	chr15	83418595	83420191	1	1597	1354.5252
2_MACS_peak_7209_lociStitched	chr17	44343693	44345289	2	1491	1106.826
2_MACS_peak_8949_lociStitched	chr2	16834434	16836030	2	1586	911.7948
2_MACS_peak_12637_lociStitched	chr4	22876532	22878128	2	1560	1082.4072
1_MACS_peak_14583_lociStitched	chr6	34663783	34665379	1	1597	1443.2628
2_MACS_peak_4995_lociStitched	chr14	67707401	67708996	2	1519	1336.291
2_MACS_peak_8788_lociStitched	chr19	54974461	54976056	2	1512	893.2
2_MACS_peak_11946_lociStitched	chr3	111853079	111854674	2	1242	769.428
2_MACS_peak_13456_lociStitched	chr5	75394579	75396174	2	1540	1073.7540000000001
2_MACS_peak_16389_lociStitched	chr8	86101731	86103326	2	1189	741.037
1_MACS_peak_16987_lociStitched	chr9	73279625	73281220	1	1596	1249.523
1_MACS_peak_17580_lociStitched	chrX	40594232	40595827	1	1596	1281.423
2_MACS_peak_4025_lociStitched	chr12	92171701	92173295	2	1580	967.8767999999999
1_MACS_peak_5667_lociStitched	chr15	66789185	66790779	1	1595	2233.0346
1_MACS_peak_16111_lociStitched	chr7	157129087	157130681	1	1595	2756.5042000000003
1_MACS_peak_103_lociStitched	chr1	8938004	8939597	1	1594	1293.9939
1_MACS_peak_12929_lociStitched	chr4	106629089	106630682	1	1594	1564.0074
2_MACS_peak_13133_lociStitched	chr4	186507861	186509454	2	1544	1180.7315999999998
1_MACS_peak_13861_lociStitched	chr5	138774529	138776122	1	1594	2767.6782000000003
2_MACS_peak_14314_lociStitched	chr6	16420442	16422035	2	1499	1037.6802
1_MACS_peak_14585_lociStitched	chr6	34759123	34760716	1	1594	1389.5738999999999
1_MACS_peak_16841_lociStitched	chr9	33000786	33002379	1	1594	3031.1604
1_MACS_peak_5946_lociStitched	chr15	90544477	90546069	1	1593	1456.8392000000001
2_MACS_peak_7174_lociStitched	chr17	43128107	43129699	2	1159	758.7472
1_MACS_peak_9958_lociStitched	chr2	196932498	196934090	1	1593	1432.1632
2_MACS_peak_15460_lociStitched	chr7	44678005	44679597	2	1585	1098.7984000000001
1_MACS_peak_16460_lociStitched	chr8	101506045	101507637	1	1593	1474.0328
2_MACS_peak_17401_lociStitched	chr9	135905183	135906775	2	1545	1748.1752000000001
1_MACS_peak_3854_lociStitched	chr12	56693222	56694813	1	1592	1347.4179
1_MACS_peak_12524_lociStitched	chr3	197517759	197519350	1	1592	2031.0706
1_MACS_peak_13175_lociStitched	chr5	6632528	6634119	1	1592	2045.0714000000003
2_MACS_peak_14551_lociStitched	chr6	33216261	33217852	2	1405	1182.2721
1_MACS_peak_14657_lociStitched	chr6	41888334	41889925	1	1592	1603.2507
1_MACS_peak_15389_lociStitched	chr7	33101605	33103196	1	1592	1429.1953
2_MACS_peak_2054_lociStitched	chr10	71992388	71993978	2	1384	846.516
1_MACS_peak_3210_lociStitched	chr11	104787370	104788960	1	1591	960.8369999999999
2_MACS_peak_15960_lociStitched	chr7	131042953	131044543	2	1406	1040.019
1_MACS_peak_10087_lociStitched	chr2	220093630	220095219	1	1590	1352.5567999999998
1_MACS_peak_13072_lociStitched	chr4	159998400	159999989	1	1590	1101.0181
2_MACS_peak_15129_lociStitched	chr6	160182380	160183969	2	1457	984.2266
2_MACS_peak_15821_lociStitched	chr7	104767063	104768652	2	1552	1023.9516
2_MACS_peak_17688_lociStitched	chrX	57977729	57979318	2	1208	797.678
2_MACS_peak_287_lociStitched	chr1	26605478	26607066	2	1530	1118.1108
1_MACS_peak_813_lociStitched	chr1	100714551	100716139	1	1589	1618.0131999999999
1_MACS_peak_4846_lociStitched	chr14	35590709	35592297	1	1589	2448.3784
1_MACS_peak_6717_lociStitched	chr17	1393858	1395446	1	1589	1642.1508000000001
2_MACS_peak_6763_lociStitched	chr17	3976698	3978286	2	1442	862.1252000000001
1_MACS_peak_7571_lociStitched	chr17	79268375	79269963	1	1589	1927.1968
1_MACS_peak_9858_lociStitched	chr2	175259674	175261262	1	1589	1579.9012
2_MACS_peak_15664_lociStitched	chr7	90355774	90357362	2	1154	789.236
1_MACS_peak_15755_lociStitched	chr7	100302900	100304488	1	1589	1672.6403999999998
1_MACS_peak_16989_lociStitched	chr9	74382905	74384493	1	1589	1452.3848
1_MACS_peak_2096_lociStitched	chr10	75006365	75007952	1	1588	1131.531
2_MACS_peak_7230_lociStitched	chr17	45972678	45974265	2	1315	1157.3990999999999
2_MACS_peak_9400_lociStitched	chr2	85166024	85167611	2	1529	1165.8102000000001
1_MACS_peak_13280_lociStitched	chr5	41869716	41871303	1	1588	1731.7343999999998
2_MACS_peak_8141_lociStitched	chr19	11070869	11072455	2	1484	1369.8282
1_MACS_peak_2199_lociStitched	chr10	93682814	93684399	1	1586	2094.8945000000003
1_MACS_peak_3751_lociStitched	chr12	50066841	50068426	1	1586	913.4355
1_MACS_peak_6633_lociStitched	chr16	84149604	84151189	1	1586	1527.1475
1_MACS_peak_1037_lociStitched	chr1	149899114	149900698	1	1585	1265.1408
2_MACS_peak_1609_lociStitched	chr1	226069441	226071025	2	1516	845.856
1_MACS_peak_2743_lociStitched	chr11	47869200	47870783	1	1584	3297.7056000000002
1_MACS_peak_5543_lociStitched	chr15	51913984	51915567	1	1584	1364.546
1_MACS_peak_6101_lociStitched	chr16	2317450	2319033	1	1584	1741.6166
2_MACS_peak_6919_lociStitched	chr17	21187488	21189071	2	1476	1204.8213
2_MACS_peak_8510_lociStitched	chr19	40476205	40477788	2	1398	1476.3057999999999
1_MACS_peak_9271_lociStitched	chr2	64994300	64995883	1	1584	1816.9674
1_MACS_peak_10644_lociStitched	chr20	60717616	60719199	1	1584	2086.2357
2_MACS_peak_12482_lociStitched	chr3	195264405	195265988	2	1535	896.6112
1_MACS_peak_15067_lociStitched	chr6	146055712	146057295	1	1584	1215.1108
1_MACS_peak_22_lociStitched	chr1	1406303	1407885	1	1583	1338.5302
1_MACS_peak_758_lociStitched	chr1	89457811	89459393	1	1583	2122.7276
2_MACS_peak_3006_lociStitched	chr11	70049285	70050867	2	1561	1247.407
2_MACS_peak_8332_lociStitched	chr19	18303025	18304607	2	1316	1058.1998
1_MACS_peak_12681_lociStitched	chr4	39046069	39047651	1	1583	1423.6418
2_MACS_peak_16412_lociStitched	chr8	92081605	92083187	2	1471	1235.7002
2_MACS_peak_1217_lociStitched	chr1	160067873	160069454	2	1345	1325.1942
1_MACS_peak_1310_lociStitched	chr1	171710538	171712119	1	1582	1587.4821
1_MACS_peak_2089_lociStitched	chr10	74113502	74115083	1	1582	1741.3134
1_MACS_peak_3899_lociStitched	chr12	58137789	58139370	1	1582	2776.8684
2_MACS_peak_4036_lociStitched	chr12	92825836	92827417	2	1406	933.7386
1_MACS_peak_13981_lociStitched	chr5	150602519	150604100	1	1582	1188.5958
1_MACS_peak_17327_lociStitched	chr9	131132722	131134303	1	1582	1428.9078000000002
2_MACS_peak_360_lociStitched	chr1	31190705	31192285	2	1082	1370.176
1_MACS_peak_8994_lociStitched	chr2	24582522	24584102	1	1581	1805.15
2_MACS_peak_9099_lociStitched	chr2	39350810	39352390	2	1536	1268.108
1_MACS_peak_15846_lociStitched	chr7	107203547	107205127	1	1581	3332.378
1_MACS_peak_988_lociStitched	chr1	145506820	145508399	1	1580	1472.2596
1_MACS_peak_6390_lociStitched	chr16	30968332	30969911	1	1580	2969.7832
1_MACS_peak_9209_lociStitched	chr2	58273124	58274703	1	1580	1508.4187000000002
1_MACS_peak_4086_lociStitched	chr12	98896515	98898093	1	1579	1388.4822
2_MACS_peak_4938_lociStitched	chr14	56273258	56274836	2	1444	1021.2816
1_MACS_peak_6425_lociStitched	chr16	53132561	53134139	1	1579	1207.3278
2_MACS_peak_7765_lociStitched	chr18	46454280	46455858	2	1574	1031.3808
1_MACS_peak_8896_lociStitched	chr2	3605137	3606715	1	1579	1629.1272
2_MACS_peak_14723_lociStitched	chr6	52441069	52442647	2	1483	1118.013
2_MACS_peak_16810_lociStitched	chr9	21095817	21097395	2	1428	979.4646
1_MACS_peak_2469_lociStitched	chr11	310193	311770	1	1578	1550.0333
1_MACS_peak_7779_lociStitched	chr18	47813235	47814812	1	1578	1305.5982999999999
1_MACS_peak_9560_lociStitched	chr2	99756986	99758563	1	1578	1536.3134
2_MACS_peak_11808_lociStitched	chr3	61546117	61547694	2	1565	790.5500999999999
1_MACS_peak_12061_lociStitched	chr3	127308951	127310528	1	1578	1461.2482
1_MACS_peak_13258_lociStitched	chr5	34914747	34916324	1	1578	1375.7748
2_MACS_peak_13900_lociStitched	chr5	140026572	140028149	2	1533	1144.1135000000002
1_MACS_peak_16724_lociStitched	chr9	177527	179104	1	1578	1588.5121000000001
1_MACS_peak_368_lociStitched	chr1	32109542	32111118	1	1577	2853.0328
1_MACS_peak_4111_lociStitched	chr12	104359029	104360605	1	1577	1241.8880000000001
2_MACS_peak_9237_lociStitched	chr2	62080827	62082403	2	1104	925.2696
1_MACS_peak_13284_lociStitched	chr5	41924677	41926253	1	1577	2017.28
2_MACS_peak_14061_lociStitched	chr5	172191784	172193360	2	1496	1212.8896
1_MACS_peak_16069_lociStitched	chr7	150111896	150113472	1	1577	969.5551999999999
1_MACS_peak_13410_lociStitched	chr5	68512830	68514405	1	1576	1910.16
1_MACS_peak_5802_lociStitched	chr15	77351714	77353288	1	1575	1181.2869999999998
1_MACS_peak_7370_lociStitched	chr17	62097283	62098857	1	1575	1528.9836
1_MACS_peak_9344_lociStitched	chr2	71204341	71205915	1	1575	1203.4804
1_MACS_peak_13377_lociStitched	chr5	60240320	60241894	1	1575	1147.1312
1_MACS_peak_13571_lociStitched	chr5	95061778	95063352	1	1575	866.8018
1_MACS_peak_16434_lociStitched	chr8	95971914	95973488	1	1575	1069.0608
1_MACS_peak_5166_lociStitched	chr14	92587590	92589163	1	1574	2244.9856
1_MACS_peak_12472_lociStitched	chr3	193858404	193859977	1	1574	1326.9828
1_MACS_peak_17014_lociStitched	chr9	86535272	86536845	1	1574	2348.1744
1_MACS_peak_17124_lociStitched	chr9	101017623	101019196	1	1574	1343.0274
2_MACS_peak_4751_lociStitched	chr14	21923558	21925130	2	1280	812.724
1_MACS_peak_5788_lociStitched	chr15	75939311	75940883	1	1573	1066.2876
1_MACS_peak_7848_lociStitched	chr18	77225357	77226929	1	1573	1071.7895999999998
2_MACS_peak_8153_lociStitched	chr19	11545467	11547039	2	1237	1258.0716
2_MACS_peak_8867_lociStitched	chr19	58897640	58899212	2	1573	1261.3728
1_MACS_peak_11315_lociStitched	chr22	46409107	46410679	1	1573	1901.8056
2_MACS_peak_2322_lociStitched	chr10	106059957	106061528	2	1559	1286.649
2_MACS_peak_7459_lociStitched	chr17	73266232	73267803	2	1526	930.8175
1_MACS_peak_9197_lociStitched	chr2	55459091	55460662	1	1572	1406.9876
1_MACS_peak_12556_lociStitched	chr4	2414298	2415869	1	1572	1112.8964
1_MACS_peak_14176_lociStitched	chr5	180672890	180674461	1	1572	1350.5887
1_MACS_peak_690_lociStitched	chr1	70819452	70821022	1	1571	1859.8220000000001
1_MACS_peak_4401_lociStitched	chr13	25496355	25497925	1	1571	1198.538
1_MACS_peak_5034_lociStitched	chr14	73524605	73526175	1	1571	1428.2289999999998
2_MACS_peak_10674_lociStitched	chr20	62272588	62274158	2	1336	925.829
1_MACS_peak_13307_lociStitched	chr5	49723676	49725246	1	1571	1524.3129999999999
3_MACS_peak_13978_lociStitched	chr5	150593293	150594863	3	1340	854.551
1_MACS_peak_15992_lociStitched	chr7	138728351	138729921	1	1571	1079.218
2_MACS_peak_16327_lociStitched	chr8	71128778	71130348	2	1389	935.563
2_MACS_peak_17197_lociStitched	chr9	115248485	115250055	2	1505	1176.087
1_MACS_peak_17834_lociStitched	chrX	135578544	135580114	1	1571	1146.728
2_MACS_peak_6304_lociStitched	chr16	27560592	27562161	2	1427	1510.6332
2_MACS_peak_6677_lociStitched	chr16	88771952	88773521	2	1562	1419.0036
1_MACS_peak_6700_lociStitched	chr16	89787081	89788650	1	1570	1540.2873
2_MACS_peak_8865_lociStitched	chr19	58891677	58893246	2	1498	1198.5591
2_MACS_peak_17370_lociStitched	chr9	134000237	134001806	2	1548	1675.5351
1_MACS_peak_520_lociStitched	chr1	44439895	44441463	1	1569	1514.0608
1_MACS_peak_3991_lociStitched	chr12	76952580	76954148	1	1569	1674.4672
1_MACS_peak_6352_lociStitched	chr16	30086500	30088068	1	1569	1817.7824
3_MACS_peak_11842_lociStitched	chr3	72126291	72127859	3	1319	703.8752000000001
1_MACS_peak_13964_lociStitched	chr5	149828197	149829765	1	1569	2167.2896
1_MACS_peak_15934_lociStitched	chr7	128378770	128380338	1	1569	1810.5696
1_MACS_peak_17018_lociStitched	chr9	88355383	88356951	1	1569	2012.9984000000002
1_MACS_peak_5072_lociStitched	chr14	75893543	75895110	1	1568	1217.0889
1_MACS_peak_6400_lociStitched	chr16	31518815	31520382	1	1568	2219.3421
2_MACS_peak_8632_lociStitched	chr19	45953422	45954989	2	1499	1644.2531
2_MACS_peak_14085_lociStitched	chr5	173247548	173249115	2	1505	1209.724
1_MACS_peak_17746_lociStitched	chrX	100877600	100879167	1	1568	1092.3557
2_MACS_peak_319_lociStitched	chr1	28051756	28053322	2	1401	1298.8404
1_MACS_peak_1498_lociStitched	chr1	205180060	205181626	1	1567	1680.7877999999998
2_MACS_peak_6429_lociStitched	chr16	53536440	53538006	2	1362	917.3628
1_MACS_peak_943_lociStitched	chr1	120623353	120624918	1	1566	1232.594
2_MACS_peak_1584_lociStitched	chr1	222790451	222792016	2	1403	1328.2155
1_MACS_peak_4543_lociStitched	chr13	48807187	48808752	1	1566	1647.319
1_MACS_peak_5301_lociStitched	chr14	106172150	106173715	1	1566	982.9765
2_MACS_peak_6456_lociStitched	chr16	58033955	58035520	2	1565	967.0135
1_MACS_peak_17119_lociStitched	chr9	100683849	100685414	1	1566	2969.9004999999997
1_MACS_peak_250_lociStitched	chr1	24513157	24514721	1	1565	841.9012
1_MACS_peak_2382_lociStitched	chr10	120839509	120841073	1	1565	1631.7211999999997
1_MACS_peak_2629_lociStitched	chr11	17410252	17411816	1	1565	1282.9492
2_MACS_peak_3900_lociStitched	chr12	58145466	58147030	2	1316	1111.3784
2_MACS_peak_6931_lociStitched	chr17	26661641	26663205	2	1471	1288.8924000000002
1_MACS_peak_14291_lociStitched	chr6	13574117	13575681	1	1565	1647.2048
1_MACS_peak_14709_lociStitched	chr6	45344849	45346413	1	1565	1760.9075999999998
1_MACS_peak_14789_lociStitched	chr6	82956660	82958224	1	1565	1246.1951999999999
1_MACS_peak_16965_lociStitched	chr9	70488742	70490306	1	1565	2331.6112
2_MACS_peak_1378_lociStitched	chr1	184723089	184724652	2	1415	1229.1432
2_MACS_peak_4899_lociStitched	chr14	50778359	50779922	2	1440	1195.695
1_MACS_peak_6052_lociStitched	chr16	284177	285740	1	1564	1757.4372
1_MACS_peak_17117_lociStitched	chr9	100458680	100460243	1	1564	1496.4162000000001
1_MACS_peak_16242_lociStitched	chr8	42697321	42698883	1	1563	1204.6144
1_MACS_peak_443_lociStitched	chr1	38273158	38274719	1	1562	1782.0375999999999
2_MACS_peak_2607_lociStitched	chr11	13298567	13300128	2	1354	1372.7433999999998
1_MACS_peak_4679_lociStitched	chr13	99228460	99230021	1	1562	1457.0374
1_MACS_peak_14022_lociStitched	chr5	157284974	157286535	1	1562	1714.2902000000001
1_MACS_peak_15462_lociStitched	chr7	44787650	44789211	1	1562	2733.3109999999997
2_MACS_peak_17766_lociStitched	chrX	106919451	106921012	2	1254	960.7955000000001
1_MACS_peak_5394_lociStitched	chr15	34874781	34876341	1	1561	1290.12
2_MACS_peak_7715_lociStitched	chr18	23805877	23807437	2	1542	1410.24
3_MACS_peak_10167_lociStitched	chr2	234427988	234429548	3	1461	801.2159999999999
2_MACS_peak_14455_lociStitched	chr6	30033986	30035546	2	1493	1209.0
1_MACS_peak_17879_lociStitched	chrX	153625754	153627314	1	1561	1659.528
1_MACS_peak_1484_lociStitched	chr1	204484902	204486461	1	1560	1662.3617
2_MACS_peak_2821_lociStitched	chr11	62572259	62573818	2	1553	1349.1586
2_MACS_peak_9687_lociStitched	chr2	126399975	126401534	2	1468	943.0391
2_MACS_peak_10165_lociStitched	chr2	234327352	234328911	2	1530	849.1872999999999
1_MACS_peak_15734_lociStitched	chr7	99818230	99819789	1	1560	1464.8364
1_MACS_peak_1917_lociStitched	chr10	31320145	31321703	1	1559	2301.166
1_MACS_peak_6562_lociStitched	chr16	71850775	71852333	1	1559	1040.2766
1_MACS_peak_9759_lociStitched	chr2	150443240	150444798	1	1559	2093.3288
1_MACS_peak_10338_lociStitched	chr20	25227772	25229330	1	1559	1050.7152
1_MACS_peak_15721_lociStitched	chr7	99516335	99517893	1	1559	1634.6535999999999
2_MACS_peak_1705_lociStitched	chr1	236444382	236445939	2	1504	1153.1142
1_MACS_peak_3594_lociStitched	chr12	25347569	25349126	1	1558	1396.1619
1_MACS_peak_6512_lociStitched	chr16	68297703	68299260	1	1558	1426.3677
2_MACS_peak_6712_lociStitched	chr17	1358622	1360179	2	1494	1397.5631999999998
1_MACS_peak_10132_lociStitched	chr2	231280226	231281783	1	1558	1463.1129
2_MACS_peak_10735_lociStitched	chr21	30364387	30365944	2	1526	1451.7468000000001
2_MACS_peak_13042_lociStitched	chr4	152019942	152021499	2	1423	966.5856
1_MACS_peak_15468_lociStitched	chr7	45025372	45026929	1	1558	1969.4492999999998
1_MACS_peak_545_lociStitched	chr1	46049188	46050744	1	1557	1445.0572
1_MACS_peak_946_lociStitched	chr1	120836981	120838537	1	1557	1127.4776
1_MACS_peak_3949_lociStitched	chr12	68758102	68759658	1	1557	1269.696
1_MACS_peak_5908_lociStitched	chr15	86017987	86019543	1	1557	961.2968000000001
1_MACS_peak_7343_lociStitched	chr17	58468901	58470457	1	1557	1225.8167999999998
1_MACS_peak_10390_lociStitched	chr20	33291536	33293092	1	1557	2636.1751999999997
1_MACS_peak_16827_lociStitched	chr9	26955460	26957016	1	1557	1457.8164
2_MACS_peak_347_lociStitched	chr1	28969086	28970641	2	1477	1070.151
2_MACS_peak_1150_lociStitched	chr1	155278081	155279636	2	1496	925.2249999999999
2_MACS_peak_1554_lociStitched	chr1	212208094	212209649	2	1461	984.9369999999999
2_MACS_peak_7154_lociStitched	chr17	41445316	41446871	2	1360	1408.519
2_MACS_peak_11447_lociStitched	chr3	14219287	14220842	2	1556	1471.1855
1_MACS_peak_13705_lociStitched	chr5	118603577	118605132	1	1556	1119.4445
1_MACS_peak_14156_lociStitched	chr5	179232890	179234445	1	1556	1633.994
2_MACS_peak_16294_lociStitched	chr8	62626193	62627748	2	1419	1097.6744999999999
1_MACS_peak_3495_lociStitched	chr12	7036389	7037943	1	1555	1355.865
1_MACS_peak_3789_lociStitched	chr12	52463078	52464632	1	1555	1923.2304000000001
1_MACS_peak_5803_lociStitched	chr15	77362344	77363898	1	1555	2325.8718
1_MACS_peak_7641_lociStitched	chr18	5237322	5238876	1	1555	1572.9587999999999
2_MACS_peak_11539_lociStitched	chr3	36953373	36954927	2	1403	888.111
1_MACS_peak_12386_lociStitched	chr3	182697340	182698894	1	1555	1494.7926
1_MACS_peak_14354_lociStitched	chr6	26026006	26027560	1	1555	1224.0857999999998
2_MACS_peak_15949_lociStitched	chr7	130644555	130646109	2	1423	808.7016
2_MACS_peak_574_lociStitched	chr1	52194537	52196090	2	1466	1230.1313
2_MACS_peak_7345_lociStitched	chr17	58676970	58678523	2	1537	1770.8859000000002
1_MACS_peak_7693_lociStitched	chr18	19179583	19181136	1	1554	1776.6319999999998
2_MACS_peak_10038_lociStitched	chr2	208575616	208577169	2	1337	1006.344
2_MACS_peak_4450_lociStitched	chr13	33777757	33779309	2	1499	880.2944000000001
1_MACS_peak_4941_lociStitched	chr14	57734914	57736466	1	1553	1339.8416
2_MACS_peak_10022_lociStitched	chr2	204891197	204892749	2	1313	946.2544
1_MACS_peak_12420_lociStitched	chr3	184052886	184054438	1	1553	2201.3568
2_MACS_peak_14651_lociStitched	chr6	41673245	41674797	2	1522	859.9632
2_MACS_peak_5729_lociStitched	chr15	74666124	74667675	2	1485	976.1994
1_MACS_peak_13473_lociStitched	chr5	77071017	77072568	1	1552	2136.3474
2_MACS_peak_16585_lociStitched	chr8	126302062	126303613	2	1522	998.844
1_MACS_peak_17280_lociStitched	chr9	128508390	128509941	1	1552	1181.7069000000001
2_MACS_peak_274_lociStitched	chr1	25875330	25876880	2	1544	1054.6200000000001
2_MACS_peak_1438_lociStitched	chr1	201708385	201709935	2	1541	1108.7150000000001
2_MACS_peak_2320_lociStitched	chr10	106028054	106029604	2	1397	943.0200000000001
1_MACS_peak_4855_lociStitched	chr14	39571652	39573202	1	1551	1535.585
1_MACS_peak_5107_lociStitched	chr14	88458624	88460174	1	1551	1333.93
1_MACS_peak_9984_lociStitched	chr2	201170996	201172546	1	1551	947.825
2_MACS_peak_10951_lociStitched	chr22	20104068	20105618	2	1402	976.655
