GENE_ID	locusLine	bin_1_MOLP-8.jin.bam
1_MACS_peak_1254_lociStitched	chr1(.):114519484-114519807	1.0815
3_MACS_peak_1255_lociStitched	chr1(.):115052603-115054983	2.2172
1_MACS_peak_1258_lociStitched	chr1(.):115103844-115104095	1.2054
2_MACS_peak_1259_lociStitched	chr1(.):115123699-115125100	1.9337
2_MACS_peak_1261_lociStitched	chr1(.):115212100-115213199	1.533
4_MACS_peak_1263_lociStitched	chr1(.):115236573-115239107	1.5677
1_MACS_peak_1267_lociStitched	chr1(.):115239782-115240132	1.7041
2_MACS_peak_1268_lociStitched	chr1(.):115243664-115246148	1.8182
1_MACS_peak_1270_lociStitched	chr1(.):115246678-115246988	1.134
1_MACS_peak_1271_lociStitched	chr1(.):115249889-115250096	0.7693
2_MACS_peak_1272_lociStitched	chr1(.):115258543-115259436	1.9983
1_MACS_peak_1274_lociStitched	chr1(.):115299573-115300962	2.7327
1_MACS_peak_1275_lociStitched	chr1(.):115322784-115323722	2.8188
1_MACS_peak_1276_lociStitched	chr1(.):116184754-116185109	1.1816
1_MACS_peak_1277_lociStitched	chr1(.):116215752-116216054	1.0253
2_MACS_peak_1278_lociStitched	chr1(.):116915363-116916916	2.4209
2_MACS_peak_1280_lociStitched	chr1(.):116924605-116925703	0.8881
2_MACS_peak_1282_lociStitched	chr1(.):116960400-116962211	2.3012
1_MACS_peak_1284_lociStitched	chr1(.):117101719-117102139	1.8864
2_MACS_peak_1285_lociStitched	chr1(.):117112589-117113833	2.1787
4_MACS_peak_1287_lociStitched	chr1(.):117184555-117186699	1.1431
3_MACS_peak_1291_lociStitched	chr1(.):117306260-117308462	2.3225
2_MACS_peak_1294_lociStitched	chr1(.):117349278-117351837	2.4057
2_MACS_peak_1296_lociStitched	chr1(.):117368852-117370003	1.6101
3_MACS_peak_1298_lociStitched	chr1(.):117601498-117603522	2.4304
2_MACS_peak_1301_lociStitched	chr1(.):117663899-117664856	2.0994
1_MACS_peak_1303_lociStitched	chr1(.):117900881-117901232	1.1628
1_MACS_peak_1304_lociStitched	chr1(.):117908833-117910419	2.9256
2_MACS_peak_1305_lociStitched	chr1(.):118148699-118149991	1.6886
1_MACS_peak_1307_lociStitched	chr1(.):118152107-118152615	1.3379
2_MACS_peak_1308_lociStitched	chr1(.):118156646-118157594	1.5762
1_MACS_peak_1310_lociStitched	chr1(.):118158267-118158794	1.2043
2_MACS_peak_1311_lociStitched	chr1(.):118165399-118166668	1.1988
1_MACS_peak_1313_lociStitched	chr1(.):118168736-118169206	1.1594
1_MACS_peak_1314_lociStitched	chr1(.):118171445-118171789	1.1846
3_MACS_peak_1315_lociStitched	chr1(.):118172671-118178125	2.6074
6_MACS_peak_1318_lociStitched	chr1(.):118179407-118184813	1.9179
2_MACS_peak_1324_lociStitched	chr1(.):118185512-118187578	1.6402
3_MACS_peak_1326_lociStitched	chr1(.):118194834-118200001	3.3879
1_MACS_peak_1329_lociStitched	chr1(.):118200653-118202837	2.6578
2_MACS_peak_1330_lociStitched	chr1(.):118208401-118209212	1.4037
1_MACS_peak_1332_lociStitched	chr1(.):118214810-118215176	1.0377
1_MACS_peak_1333_lociStitched	chr1(.):118226221-118226591	1.5081
2_MACS_peak_1334_lociStitched	chr1(.):118227780-118230263	1.6185
1_MACS_peak_1336_lociStitched	chr1(.):118278002-118278228	1.0038
1_MACS_peak_1337_lociStitched	chr1(.):118301368-118302088	1.5922
2_MACS_peak_1338_lociStitched	chr1(.):118471580-118472902	1.2678
1_MACS_peak_1340_lociStitched	chr1(.):119503110-119503381	1.2223
1_MACS_peak_1341_lociStitched	chr1(.):119530443-119530819	1.1854
3_MACS_peak_1342_lociStitched	chr1(.):119682370-119683921	2.4459
1_MACS_peak_1345_lociStitched	chr1(.):120190441-120190780	1.3662
1_MACS_peak_1346_lociStitched	chr1(.):120204132-120204921	1.4595
3_MACS_peak_1347_lociStitched	chr1(.):120254525-120256149	1.8226
2_MACS_peak_1350_lociStitched	chr1(.):120610941-120612878	4.1796
1_MACS_peak_1352_lociStitched	chr1(.):120623292-120624728	2.244
1_MACS_peak_1353_lociStitched	chr1(.):120660107-120660639	2.025
1_MACS_peak_1354_lociStitched	chr1(.):120753650-120754018	1.4591
2_MACS_peak_1355_lociStitched	chr1(.):120797983-120798784	1.8264
1_MACS_peak_1357_lociStitched	chr1(.):120800754-120801281	1.7057
1_MACS_peak_1358_lociStitched	chr1(.):120802074-120802596	1.2095
1_MACS_peak_1359_lociStitched	chr1(.):120834611-120835023	1.2594
1_MACS_peak_1360_lociStitched	chr1(.):120835819-120838410	4.7933
1_MACS_peak_1361_lociStitched	chr1(.):120838943-120839712	2.3966
1_MACS_peak_1362_lociStitched	chr1(.):120904700-120905333	2.1506
1_MACS_peak_1363_lociStitched	chr1(.):120906041-120906581	2.8802
1_MACS_peak_1364_lociStitched	chr1(.):120925577-120925987	1.4937
1_MACS_peak_1365_lociStitched	chr1(.):121261009-121261405	1.7096
1_MACS_peak_1367_lociStitched	chr1(.):142618458-142619687	5.1675
1_MACS_peak_1368_lociStitched	chr1(.):142621224-142621639	2.0512
1_MACS_peak_1369_lociStitched	chr1(.):142890455-142891039	5.0003
1_MACS_peak_1370_lociStitched	chr1(.):143467027-143467771	4.4351
2_MACS_peak_1371_lociStitched	chr1(.):143672637-143673538	1.4229
1_MACS_peak_1373_lociStitched	chr1(.):143687036-143687437	2.6783
1_MACS_peak_1374_lociStitched	chr1(.):143743309-143744819	2.9751
1_MACS_peak_1375_lociStitched	chr1(.):143879330-143880006	1.8537
3_MACS_peak_1376_lociStitched	chr1(.):143911902-143916296	3.9931
1_MACS_peak_1379_lociStitched	chr1(.):143950500-143951744	1.983
1_MACS_peak_1380_lociStitched	chr1(.):143952682-143954356	1.6913
2_MACS_peak_1381_lociStitched	chr1(.):143998072-143999188	1.5057
1_MACS_peak_1383_lociStitched	chr1(.):144028792-144029577	2.0902
1_MACS_peak_1384_lociStitched	chr1(.):144311204-144311658	1.7204
2_MACS_peak_1385_lociStitched	chr1(.):144339738-144341385	1.8223
1_MACS_peak_1387_lociStitched	chr1(.):144491562-144491956	1.2224
1_MACS_peak_1388_lociStitched	chr1(.):144519824-144520847	3.2603
1_MACS_peak_1389_lociStitched	chr1(.):144533200-144534445	7.0978
1_MACS_peak_1390_lociStitched	chr1(.):144593210-144594480	5.6353
1_MACS_peak_1391_lociStitched	chr1(.):144690110-144690719	1.541
2_MACS_peak_1392_lociStitched	chr1(.):144691421-144692422	1.8005
1_MACS_peak_1394_lociStitched	chr1(.):144931463-144932888	3.7211
2_MACS_peak_1395_lociStitched	chr1(.):144965335-144967685	2.259
1_MACS_peak_1397_lociStitched	chr1(.):145003553-145006254	5.2273
1_MACS_peak_1398_lociStitched	chr1(.):145096346-145096861	2.6036
1_MACS_peak_1399_lociStitched	chr1(.):145139012-145140148	7.6229
1_MACS_peak_1400_lociStitched	chr1(.):145159068-145160339	2.8752
1_MACS_peak_1401_lociStitched	chr1(.):145195313-145196803	2.2564
1_MACS_peak_1402_lociStitched	chr1(.):145208571-145210431	6.0189
1_MACS_peak_1403_lociStitched	chr1(.):145246885-145247398	1.9816
1_MACS_peak_1404_lociStitched	chr1(.):145382264-145382865	7.8673
1_MACS_peak_1405_lociStitched	chr1(.):145395587-145397958	4.129
1_MACS_peak_1406_lociStitched	chr1(.):145398634-145399240	2.2922
1_MACS_peak_1407_lociStitched	chr1(.):145430677-145431045	2.1002
5_MACS_peak_1408_lociStitched	chr1(.):145434934-145439441	3.7041
1_MACS_peak_1413_lociStitched	chr1(.):145449416-145449757	1.2346
2_MACS_peak_1414_lociStitched	chr1(.):145453443-145456448	2.7726
2_MACS_peak_1416_lociStitched	chr1(.):145470055-145470917	1.8581
1_MACS_peak_1418_lociStitched	chr1(.):145473803-145474594	2.0125
1_MACS_peak_1419_lociStitched	chr1(.):145477002-145477775	3.7853
1_MACS_peak_1420_lociStitched	chr1(.):145506489-145508605	4.0361
1_MACS_peak_1421_lociStitched	chr1(.):145515126-145517105	3.8916
2_MACS_peak_1422_lociStitched	chr1(.):145575246-145576665	2.872
1_MACS_peak_1424_lociStitched	chr1(.):145588804-145589480	2.5853
1_MACS_peak_1425_lociStitched	chr1(.):145610086-145611694	3.8859
1_MACS_peak_1426_lociStitched	chr1(.):145616805-145617505	1.6748
1_MACS_peak_1427_lociStitched	chr1(.):145826113-145827126	4.9731
2_MACS_peak_1428_lociStitched	chr1(.):145968344-145970150	3.439
1_MACS_peak_1430_lociStitched	chr1(.):146003411-146003929	1.2146
1_MACS_peak_1431_lociStitched	chr1(.):146009280-146009924	1.6897
2_MACS_peak_1432_lociStitched	chr1(.):146081710-146082687	2.1346
1_MACS_peak_1434_lociStitched	chr1(.):146373519-146374837	2.6699
1_MACS_peak_1435_lociStitched	chr1(.):146556175-146557100	4.9956
2_MACS_peak_1436_lociStitched	chr1(.):146642062-146645097	2.4106
1_MACS_peak_1438_lociStitched	chr1(.):146714275-146715468	3.2913
1_MACS_peak_1439_lociStitched	chr1(.):146975973-146977174	3.1891
1_MACS_peak_1440_lociStitched	chr1(.):147012412-147014085	2.5899
2_MACS_peak_1441_lociStitched	chr1(.):147070751-147072813	3.4942
2_MACS_peak_1443_lociStitched	chr1(.):147082437-147083911	3.2218
1_MACS_peak_1445_lociStitched	chr1(.):147141604-147142575	2.6292
1_MACS_peak_1446_lociStitched	chr1(.):147400479-147401812	3.9663
2_MACS_peak_1447_lociStitched	chr1(.):147510333-147511873	4.2014
1_MACS_peak_1449_lociStitched	chr1(.):147623842-147624628	2.8357
1_MACS_peak_1450_lociStitched	chr1(.):147735505-147735835	1.7513
1_MACS_peak_1451_lociStitched	chr1(.):147806570-147807484	3.2853
2_MACS_peak_1452_lociStitched	chr1(.):147860092-147861125	1.6356
1_MACS_peak_1454_lociStitched	chr1(.):147874487-147874949	2.3244
1_MACS_peak_1455_lociStitched	chr1(.):147930917-147931921	3.1116
2_MACS_peak_1456_lociStitched	chr1(.):147993462-147994793	2.7647
1_MACS_peak_1458_lociStitched	chr1(.):147999989-148000720	1.4587
1_MACS_peak_1459_lociStitched	chr1(.):148176155-148176843	1.8933
1_MACS_peak_1460_lociStitched	chr1(.):148240785-148242255	3.6838
1_MACS_peak_1461_lociStitched	chr1(.):148247611-148248073	1.4999
1_MACS_peak_1462_lociStitched	chr1(.):148540765-148541131	1.6893
1_MACS_peak_1463_lociStitched	chr1(.):148555529-148556977	5.834
1_MACS_peak_1464_lociStitched	chr1(.):148598351-148598983	1.6225
2_MACS_peak_1465_lociStitched	chr1(.):148604113-148605691	2.4952
1_MACS_peak_1467_lociStitched	chr1(.):148760344-148760965	1.4605
2_MACS_peak_1468_lociStitched	chr1(.):148765992-148767762	3.1078
1_MACS_peak_1470_lociStitched	chr1(.):148927943-148928745	1.6368
1_MACS_peak_1471_lociStitched	chr1(.):149215368-149216177	1.3003
1_MACS_peak_1472_lociStitched	chr1(.):149222291-149225458	5.9659
1_MACS_peak_1473_lociStitched	chr1(.):149293851-149294679	1.9308
1_MACS_peak_1474_lociStitched	chr1(.):149297697-149298562	1.4389
2_MACS_peak_1475_lociStitched	chr1(.):149325889-149327802	3.222
1_MACS_peak_1477_lociStitched	chr1(.):149379266-149379769	1.8941
1_MACS_peak_1478_lociStitched	chr1(.):149398682-149399036	2.4616
1_MACS_peak_1479_lociStitched	chr1(.):149399773-149400064	1.6323
1_MACS_peak_1480_lociStitched	chr1(.):149514226-149514564	5.7261
1_MACS_peak_1481_lociStitched	chr1(.):149576621-149577593	2.3359
1_MACS_peak_1482_lociStitched	chr1(.):149605404-149605925	2.1499
1_MACS_peak_1483_lociStitched	chr1(.):149679535-149679906	1.9942
1_MACS_peak_1484_lociStitched	chr1(.):149683562-149684017	1.4748
2_MACS_peak_1485_lociStitched	chr1(.):149711407-149713822	2.6385
2_MACS_peak_1487_lociStitched	chr1(.):149718399-149719689	1.4196
1_MACS_peak_1489_lociStitched	chr1(.):149764181-149764707	2.271
2_MACS_peak_1490_lociStitched	chr1(.):149783066-149785286	3.5266
3_MACS_peak_1492_lociStitched	chr1(.):149802056-149805472	4.519
1_MACS_peak_1495_lociStitched	chr1(.):149806749-149807189	1.3518
4_MACS_peak_1496_lociStitched	chr1(.):149810596-149815558	6.8896
1_MACS_peak_1500_lociStitched	chr1(.):149816875-149817185	1.3613
3_MACS_peak_1501_lociStitched	chr1(.):149820843-149826350	6.2405
1_MACS_peak_1504_lociStitched	chr1(.):149829779-149830187	1.4005
2_MACS_peak_1505_lociStitched	chr1(.):149831306-149834676	4.6246
2_MACS_peak_1507_lociStitched	chr1(.):149856008-149861023	6.1962
1_MACS_peak_1509_lociStitched	chr1(.):149871075-149872255	7.4177
1_MACS_peak_1510_lociStitched	chr1(.):149889023-149889549	1.4618
1_MACS_peak_1511_lociStitched	chr1(.):149899030-149900557	3.4663
1_MACS_peak_1512_lociStitched	chr1(.):149911005-149911561	2.2282
1_MACS_peak_1513_lociStitched	chr1(.):149981537-149982748	3.4109
1_MACS_peak_1514_lociStitched	chr1(.):150037028-150037504	1.8435
2_MACS_peak_1515_lociStitched	chr1(.):150038508-150040365	4.6479
1_MACS_peak_1517_lociStitched	chr1(.):150122144-150122397	1.3088
2_MACS_peak_1518_lociStitched	chr1(.):150206658-150209202	5.1061
1_MACS_peak_1520_lociStitched	chr1(.):150229919-150230501	1.327
1_MACS_peak_1521_lociStitched	chr1(.):150239914-150241453	3.4506
2_MACS_peak_1522_lociStitched	chr1(.):150253663-150255469	2.1837
1_MACS_peak_1524_lociStitched	chr1(.):150265849-150267002	2.648
1_MACS_peak_1525_lociStitched	chr1(.):150293627-150294644	2.3029
1_MACS_peak_1526_lociStitched	chr1(.):150335947-150338444	5.768
1_MACS_peak_1527_lociStitched	chr1(.):150459833-150460897	2.0881
2_MACS_peak_1528_lociStitched	chr1(.):150487311-150488917	2.7951
1_MACS_peak_1530_lociStitched	chr1(.):150516035-150516524	1.709
1_MACS_peak_1531_lociStitched	chr1(.):150521124-150521815	2.492
4_MACS_peak_1532_lociStitched	chr1(.):150533468-150541749	4.48
2_MACS_peak_1536_lociStitched	chr1(.):150550602-150553048	4.5679
1_MACS_peak_1538_lociStitched	chr1(.):150584056-150584904	2.3035
2_MACS_peak_1539_lociStitched	chr1(.):150585532-150586754	1.4592
2_MACS_peak_1541_lociStitched	chr1(.):150601023-150603254	4.3409
1_MACS_peak_1543_lociStitched	chr1(.):150621702-150622359	1.4461
1_MACS_peak_1544_lociStitched	chr1(.):150669311-150669750	2.3927
2_MACS_peak_1545_lociStitched	chr1(.):150848418-150850263	3.3703
1_MACS_peak_1547_lociStitched	chr1(.):150898816-150899473	3.7789
1_MACS_peak_1548_lociStitched	chr1(.):150945781-150947946	2.8083
1_MACS_peak_1549_lociStitched	chr1(.):150951630-150952127	1.234
1_MACS_peak_1550_lociStitched	chr1(.):150970012-150970976	1.622
3_MACS_peak_1551_lociStitched	chr1(.):150976837-150981676	2.7487
1_MACS_peak_1554_lociStitched	chr1(.):151019802-151021301	2.4865
1_MACS_peak_1555_lociStitched	chr1(.):151030317-151032884	2.6631
1_MACS_peak_1556_lociStitched	chr1(.):151042050-151043781	6.9754
1_MACS_peak_1557_lociStitched	chr1(.):151118634-151119184	1.8856
2_MACS_peak_1558_lociStitched	chr1(.):151137609-151139598	2.1835
2_MACS_peak_1560_lociStitched	chr1(.):151161873-151163276	2.6323
1_MACS_peak_1562_lociStitched	chr1(.):151168884-151169351	1.5646
1_MACS_peak_1563_lociStitched	chr1(.):151170912-151172211	3.1506
1_MACS_peak_1564_lociStitched	chr1(.):151227181-151227759	3.3636
3_MACS_peak_1565_lociStitched	chr1(.):151253078-151255981	5.4246
2_MACS_peak_1568_lociStitched	chr1(.):151299062-151301116	3.912
1_MACS_peak_1570_lociStitched	chr1(.):151318622-151319852	3.7541
1_MACS_peak_1571_lociStitched	chr1(.):151371307-151372867	3.8318
2_MACS_peak_1572_lociStitched	chr1(.):151429816-151432804	3.5804
1_MACS_peak_1574_lociStitched	chr1(.):151462074-151462676	1.3871
1_MACS_peak_1575_lociStitched	chr1(.):151483288-151484648	3.257
1_MACS_peak_1576_lociStitched	chr1(.):151511195-151513971	4.956
1_MACS_peak_1577_lociStitched	chr1(.):151584316-151585560	5.2308
1_MACS_peak_1578_lociStitched	chr1(.):151608691-151609196	2.3082
1_MACS_peak_1579_lociStitched	chr1(.):151735297-151736779	4.3014
2_MACS_peak_1580_lociStitched	chr1(.):151762516-151764205	1.8232
1_MACS_peak_1582_lociStitched	chr1(.):151810753-151811139	1.6491
2_MACS_peak_1583_lociStitched	chr1(.):151881402-151882578	2.3253
1_MACS_peak_1585_lociStitched	chr1(.):152008938-152009345	1.4475
1_MACS_peak_1586_lociStitched	chr1(.):152020333-152021038	1.4923
2_MACS_peak_1587_lociStitched	chr1(.):152116645-152117451	1.2245
1_MACS_peak_1589_lociStitched	chr1(.):153508584-153508850	1.2553
2_MACS_peak_1590_lociStitched	chr1(.):153537981-153539632	1.746
1_MACS_peak_1592_lociStitched	chr1(.):153598954-153600083	2.43
4_MACS_peak_1593_lociStitched	chr1(.):153605845-153608291	4.4577
1_MACS_peak_1597_lociStitched	chr1(.):153631130-153631818	3.6857
3_MACS_peak_1598_lociStitched	chr1(.):153642462-153645026	2.6779
2_MACS_peak_1601_lociStitched	chr1(.):153699832-153701418	4.0087
1_MACS_peak_1603_lociStitched	chr1(.):153747914-153748488	1.5824
1_MACS_peak_1604_lociStitched	chr1(.):153755463-153756302	4.7858
3_MACS_peak_1605_lociStitched	chr1(.):153761950-153764750	2.0175
1_MACS_peak_1608_lociStitched	chr1(.):153838224-153838548	1.2139
2_MACS_peak_1609_lociStitched	chr1(.):153894137-153896862	3.0357
1_MACS_peak_1611_lociStitched	chr1(.):153917453-153919497	2.8185
1_MACS_peak_1612_lociStitched	chr1(.):153930189-153931116	3.8704
1_MACS_peak_1613_lociStitched	chr1(.):153934805-153936889	2.9934
2_MACS_peak_1614_lociStitched	chr1(.):153938696-153940979	3.8382
1_MACS_peak_1616_lociStitched	chr1(.):153948810-153950726	3.1596
1_MACS_peak_1617_lociStitched	chr1(.):153962574-153964180	3.7079
1_MACS_peak_1618_lociStitched	chr1(.):154154531-154156274	2.8764
1_MACS_peak_1619_lociStitched	chr1(.):154180631-154181059	1.835
1_MACS_peak_1620_lociStitched	chr1(.):154181919-154182243	1.3504
2_MACS_peak_1621_lociStitched	chr1(.):154192479-154194568	6.4098
1_MACS_peak_1623_lociStitched	chr1(.):154244980-154245992	3.2102
2_MACS_peak_1624_lociStitched	chr1(.):154297267-154301822	5.2792
3_MACS_peak_1626_lociStitched	chr1(.):154376044-154380516	2.3264
1_MACS_peak_1629_lociStitched	chr1(.):154388940-154389375	1.3059
1_MACS_peak_1630_lociStitched	chr1(.):154391954-154392601	1.3986
1_MACS_peak_1631_lociStitched	chr1(.):154393699-154394089	1.3017
2_MACS_peak_1632_lociStitched	chr1(.):154530334-154532211	2.7945
6_MACS_peak_1634_lociStitched	chr1(.):154571813-154576979	2.0326
1_MACS_peak_1640_lociStitched	chr1(.):154579487-154582534	4.3382
1_MACS_peak_1641_lociStitched	chr1(.):154599270-154600953	6.0068
2_MACS_peak_1642_lociStitched	chr1(.):154643359-154644960	1.9247
2_MACS_peak_1644_lociStitched	chr1(.):154756085-154758814	4.2335
1_MACS_peak_1646_lociStitched	chr1(.):154759516-154760267	1.5562
1_MACS_peak_1647_lociStitched	chr1(.):154764070-154765097	3.7009
3_MACS_peak_1648_lociStitched	chr1(.):154828311-154834519	3.4623
1_MACS_peak_1651_lociStitched	chr1(.):154908148-154911008	5.8563
2_MACS_peak_1652_lociStitched	chr1(.):154913436-154916244	4.2027
2_MACS_peak_1654_lociStitched	chr1(.):154925367-154926604	1.144
2_MACS_peak_1656_lociStitched	chr1(.):154927144-154929469	3.0648
1_MACS_peak_1658_lociStitched	chr1(.):154933348-154935174	5.4313
1_MACS_peak_1659_lociStitched	chr1(.):154942525-154944264	2.1019
3_MACS_peak_1660_lociStitched	chr1(.):154945398-154948847	3.9603
2_MACS_peak_1663_lociStitched	chr1(.):154954801-154956700	1.8681
3_MACS_peak_1665_lociStitched	chr1(.):154971156-154977388	3.3473
2_MACS_peak_1668_lociStitched	chr1(.):155010547-155012089	1.5464
2_MACS_peak_1670_lociStitched	chr1(.):155023006-155024179	1.8548
1_MACS_peak_1672_lociStitched	chr1(.):155034296-155034689	1.545
1_MACS_peak_1673_lociStitched	chr1(.):155036151-155036763	2.2753
1_MACS_peak_1674_lociStitched	chr1(.):155057363-155058646	1.9171
2_MACS_peak_1675_lociStitched	chr1(.):155107345-155110081	3.7352
1_MACS_peak_1677_lociStitched	chr1(.):155112330-155113048	3.7961
1_MACS_peak_1678_lociStitched	chr1(.):155145026-155145917	5.2782
2_MACS_peak_1679_lociStitched	chr1(.):155163203-155164994	1.8846
1_MACS_peak_1681_lociStitched	chr1(.):155176832-155177183	1.3592
1_MACS_peak_1682_lociStitched	chr1(.):155177901-155179556	5.3379
2_MACS_peak_1683_lociStitched	chr1(.):155196428-155198033	2.6718
2_MACS_peak_1685_lociStitched	chr1(.):155213291-155215206	4.6607
1_MACS_peak_1687_lociStitched	chr1(.):155220067-155220701	3.2174
1_MACS_peak_1688_lociStitched	chr1(.):155224466-155225437	1.9432
1_MACS_peak_1689_lociStitched	chr1(.):155231112-155232196	3.0379
1_MACS_peak_1690_lociStitched	chr1(.):155242299-155243960	3.9452
1_MACS_peak_1691_lociStitched	chr1(.):155277763-155280174	4.3241
2_MACS_peak_1692_lociStitched	chr1(.):155293210-155294684	2.2384
2_MACS_peak_1694_lociStitched	chr1(.):155381419-155382114	1.3906
2_MACS_peak_1696_lociStitched	chr1(.):155531477-155534673	5.4099
1_MACS_peak_1698_lociStitched	chr1(.):155579418-155580972	3.7345
1_MACS_peak_1699_lociStitched	chr1(.):155657189-155659782	5.975
2_MACS_peak_1700_lociStitched	chr1(.):155715025-155716613	3.7839
1_MACS_peak_1702_lociStitched	chr1(.):155826502-155827590	3.4965
1_MACS_peak_1703_lociStitched	chr1(.):155828441-155828987	1.8793
1_MACS_peak_1704_lociStitched	chr1(.):155880529-155881304	1.7567
2_MACS_peak_1705_lociStitched	chr1(.):155903213-155904889	3.865
4_MACS_peak_1707_lociStitched	chr1(.):155910373-155917517	2.7907
2_MACS_peak_1711_lociStitched	chr1(.):155931332-155932969	1.3907
1_MACS_peak_1713_lociStitched	chr1(.):155941744-155942277	1.6025
4_MACS_peak_1714_lociStitched	chr1(.):155944061-155951807	3.1998
1_MACS_peak_1718_lociStitched	chr1(.):155989688-155990896	3.5888
3_MACS_peak_1719_lociStitched	chr1(.):156022878-156025453	2.8152
1_MACS_peak_1722_lociStitched	chr1(.):156075778-156076418	1.4566
1_MACS_peak_1723_lociStitched	chr1(.):156084142-156085572	2.039
1_MACS_peak_1724_lociStitched	chr1(.):156091235-156091649	1.2257
2_MACS_peak_1725_lociStitched	chr1(.):156092439-156095247	2.525
1_MACS_peak_1727_lociStitched	chr1(.):156095804-156097289	2.9139
1_MACS_peak_1728_lociStitched	chr1(.):156119338-156119781	1.8685
1_MACS_peak_1729_lociStitched	chr1(.):156126996-156127498	1.3584
2_MACS_peak_1730_lociStitched	chr1(.):156163013-156164647	2.64
1_MACS_peak_1732_lociStitched	chr1(.):156182163-156183667	5.1118
3_MACS_peak_1733_lociStitched	chr1(.):156194568-156197241	2.7896
1_MACS_peak_1736_lociStitched	chr1(.):156198158-156198627	1.375
1_MACS_peak_1737_lociStitched	chr1(.):156251479-156253116	4.1398
1_MACS_peak_1738_lociStitched	chr1(.):156264902-156265609	2.2221
2_MACS_peak_1739_lociStitched	chr1(.):156307429-156308855	2.3992
1_MACS_peak_1741_lociStitched	chr1(.):156391246-156391581	1.2733
2_MACS_peak_1742_lociStitched	chr1(.):156425752-156427855	4.5734
6_MACS_peak_1744_lociStitched	chr1(.):156455897-156472906	3.4455
1_MACS_peak_1750_lociStitched	chr1(.):156473847-156475982	4.4733
1_MACS_peak_1751_lociStitched	chr1(.):156541975-156542387	1.4843
1_MACS_peak_1752_lociStitched	chr1(.):156561125-156562321	2.5684
1_MACS_peak_1753_lociStitched	chr1(.):156570632-156571754	2.7171
4_MACS_peak_1754_lociStitched	chr1(.):156629971-156635729	2.4676
1_MACS_peak_1758_lociStitched	chr1(.):156697321-156699184	3.422
1_MACS_peak_1759_lociStitched	chr1(.):156710150-156710981	3.6421
2_MACS_peak_1760_lociStitched	chr1(.):156716530-156722495	4.0433
2_MACS_peak_1762_lociStitched	chr1(.):156736181-156738409	3.6168
1_MACS_peak_1764_lociStitched	chr1(.):156783335-156784136	1.7462
1_MACS_peak_1765_lociStitched	chr1(.):156877556-156878137	1.7446
2_MACS_peak_1766_lociStitched	chr1(.):156927597-156930198	2.8404
2_MACS_peak_1768_lociStitched	chr1(.):157014981-157015988	2.2483
1_MACS_peak_1770_lociStitched	chr1(.):157107316-157108865	4.4562
1_MACS_peak_1771_lociStitched	chr1(.):157144022-157144587	1.4187
1_MACS_peak_1772_lociStitched	chr1(.):157145342-157148647	3.1435
2_MACS_peak_1773_lociStitched	chr1(.):157150765-157153245	3.4603
1_MACS_peak_1775_lociStitched	chr1(.):157277224-157277529	1.4977
1_MACS_peak_1776_lociStitched	chr1(.):157493791-157494437	2.2983
1_MACS_peak_1777_lociStitched	chr1(.):157629614-157629981	1.7789
1_MACS_peak_1778_lociStitched	chr1(.):157747205-157747675	1.3994
2_MACS_peak_1779_lociStitched	chr1(.):157775872-157777524	3.2544
1_MACS_peak_1781_lociStitched	chr1(.):157799857-157800791	2.0858
1_MACS_peak_1782_lociStitched	chr1(.):159879838-159880683	1.8365
1_MACS_peak_1783_lociStitched	chr1(.):159887437-159887927	1.4744
2_MACS_peak_1784_lociStitched	chr1(.):159889732-159895884	4.2678
2_MACS_peak_1786_lociStitched	chr1(.):160001044-160002282	2.8616
2_MACS_peak_1788_lociStitched	chr1(.):160050410-160051662	2.0651
2_MACS_peak_1790_lociStitched	chr1(.):160067626-160069288	2.2385
1_MACS_peak_1792_lociStitched	chr1(.):160175075-160175800	4.4214
1_MACS_peak_1793_lociStitched	chr1(.):160230940-160233835	6.177
1_MACS_peak_1794_lociStitched	chr1(.):160254066-160255135	2.582
1_MACS_peak_1795_lociStitched	chr1(.):160312242-160313901	4.9812
1_MACS_peak_1796_lociStitched	chr1(.):160407459-160408672	2.6935
2_MACS_peak_1797_lociStitched	chr1(.):160681162-160682200	1.579
1_MACS_peak_1799_lociStitched	chr1(.):160694337-160694876	1.2663
1_MACS_peak_1800_lociStitched	chr1(.):160709022-160709376	1.3524
2_MACS_peak_1801_lociStitched	chr1(.):160711511-160713003	1.8145
1_MACS_peak_1803_lociStitched	chr1(.):160737487-160738228	1.6984
2_MACS_peak_1804_lociStitched	chr1(.):160750725-160753193	3.5981
1_MACS_peak_1806_lociStitched	chr1(.):160765137-160767284	3.3386
1_MACS_peak_1807_lociStitched	chr1(.):160807283-160807738	1.1898
1_MACS_peak_1808_lociStitched	chr1(.):160982920-160984549	2.5112
1_MACS_peak_1809_lociStitched	chr1(.):160990659-160991312	1.3972
1_MACS_peak_1810_lociStitched	chr1(.):161008137-161009039	2.0711
1_MACS_peak_1811_lociStitched	chr1(.):161014603-161016462	3.854
2_MACS_peak_1812_lociStitched	chr1(.):161067702-161068855	1.9481
1_MACS_peak_1814_lociStitched	chr1(.):161086940-161088401	3.4275
1_MACS_peak_1815_lociStitched	chr1(.):161101635-161103743	3.2921
1_MACS_peak_1816_lociStitched	chr1(.):161123311-161124750	5.6789
1_MACS_peak_1817_lociStitched	chr1(.):161128538-161130041	3.9956
