GENE_ID	locusLine	bin_1_04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam
1_MACS_peak_2256_lociStitched	chr1(.):231003355-231005347	1.0633
1_MACS_peak_2257_lociStitched	chr1(.):231112937-231115848	1.5625
1_MACS_peak_2258_lociStitched	chr1(.):231174641-231176845	0.7865
1_MACS_peak_2259_lociStitched	chr1(.):231188858-231190514	0.5843
1_MACS_peak_2260_lociStitched	chr1(.):231346804-231348122	1.2884
1_MACS_peak_2261_lociStitched	chr1(.):231375868-231378140	1.8749
1_MACS_peak_2262_lociStitched	chr1(.):231472617-231475036	3.0042
1_MACS_peak_2263_lociStitched	chr1(.):231555992-231559063	1.5002
1_MACS_peak_2264_lociStitched	chr1(.):231663322-231665345	5.0349
1_MACS_peak_2265_lociStitched	chr1(.):231746672-231749752	1.5247
1_MACS_peak_2266_lociStitched	chr1(.):231761028-231763270	0.7697
1_MACS_peak_2267_lociStitched	chr1(.):232053390-232055818	0.7887
1_MACS_peak_2268_lociStitched	chr1(.):232668318-232669979	0.5282
1_MACS_peak_2269_lociStitched	chr1(.):232698167-232699377	0.6192
1_MACS_peak_2270_lociStitched	chr1(.):232732659-232734612	0.5834
1_MACS_peak_2271_lociStitched	chr1(.):232765053-232767013	0.6766
1_MACS_peak_2272_lociStitched	chr1(.):232940325-232942276	2.0549
1_MACS_peak_2273_lociStitched	chr1(.):233085514-233087423	0.9947
1_MACS_peak_2274_lociStitched	chr1(.):233314985-233316211	0.5201
1_MACS_peak_2275_lociStitched	chr1(.):233430378-233431983	1.3306
1_MACS_peak_2276_lociStitched	chr1(.):233463403-233465119	2.0277
1_MACS_peak_2277_lociStitched	chr1(.):233545216-233546279	0.4632
1_MACS_peak_2278_lociStitched	chr1(.):233623629-233626803	0.647
1_MACS_peak_2279_lociStitched	chr1(.):233749390-233751244	0.7452
1_MACS_peak_2280_lociStitched	chr1(.):233762652-233764433	0.7567
1_MACS_peak_2281_lociStitched	chr1(.):233798781-233800213	0.5251
1_MACS_peak_2282_lociStitched	chr1(.):234128533-234130636	0.6237
2_MACS_peak_2283_lociStitched	chr1(.):234379107-234383219	0.5156
1_MACS_peak_2285_lociStitched	chr1(.):234491939-234493568	1.7691
1_MACS_peak_2286_lociStitched	chr1(.):234508305-234510336	4.7977
1_MACS_peak_2287_lociStitched	chr1(.):234531996-234533135	0.9185
1_MACS_peak_2288_lociStitched	chr1(.):234613298-234615546	1.7762
2_MACS_peak_2289_lociStitched	chr1(.):234630313-234636368	0.9161
2_MACS_peak_2291_lociStitched	chr1(.):234652107-234660453	1.2974
3_MACS_peak_2293_lociStitched	chr1(.):234734079-234749915	3.6782
1_MACS_peak_2296_lociStitched	chr1(.):234830798-234832386	0.5912
1_MACS_peak_2297_lociStitched	chr1(.):234906703-234909997	2.9223
2_MACS_peak_2298_lociStitched	chr1(.):235061057-235070036	0.6412
1_MACS_peak_2300_lociStitched	chr1(.):235097262-235100279	1.2446
1_MACS_peak_2301_lociStitched	chr1(.):235113340-235116906	1.2252
2_MACS_peak_2302_lociStitched	chr1(.):235146519-235152603	1.4981
2_MACS_peak_2304_lociStitched	chr1(.):235181117-235186017	1.5372
1_MACS_peak_2306_lociStitched	chr1(.):235242069-235248062	4.2544
1_MACS_peak_2307_lociStitched	chr1(.):235266978-235269429	1.62
1_MACS_peak_2308_lociStitched	chr1(.):235290813-235292903	1.7565
1_MACS_peak_2309_lociStitched	chr1(.):235323677-235325263	1.8392
1_MACS_peak_2310_lociStitched	chr1(.):235489649-235493237	1.7468
1_MACS_peak_2311_lociStitched	chr1(.):235529861-235531425	0.8789
1_MACS_peak_2312_lociStitched	chr1(.):235665654-235669469	2.846
1_MACS_peak_2313_lociStitched	chr1(.):235812369-235813148	0.5742
1_MACS_peak_2314_lociStitched	chr1(.):236029023-236031866	1.6393
1_MACS_peak_2315_lociStitched	chr1(.):236085787-236087840	0.6
1_MACS_peak_2316_lociStitched	chr1(.):236134873-236136231	0.7575
1_MACS_peak_2318_lociStitched	chr1(.):236319435-236321159	0.5641
1_MACS_peak_2319_lociStitched	chr1(.):236443915-236446197	0.9253
1_MACS_peak_2320_lociStitched	chr1(.):236686688-236688501	1.4085
1_MACS_peak_2321_lociStitched	chr1(.):236767077-236768813	1.1831
1_MACS_peak_2322_lociStitched	chr1(.):236957780-236960050	2.8428
1_MACS_peak_2323_lociStitched	chr1(.):237280495-237281206	6.6997
2_MACS_peak_2324_lociStitched	chr1(.):238397089-238406512	0.4964
1_MACS_peak_2326_lociStitched	chr1(.):238816218-238817982	0.4661
1_MACS_peak_2327_lociStitched	chr1(.):239549366-239551108	0.7822
1_MACS_peak_2328_lociStitched	chr1(.):239792136-239794345	1.0204
1_MACS_peak_2329_lociStitched	chr1(.):239817426-239819680	0.6614
1_MACS_peak_2330_lociStitched	chr1(.):240074695-240079872	2.0726
1_MACS_peak_2331_lociStitched	chr1(.):240627300-240629811	1.4626
2_MACS_peak_2332_lociStitched	chr1(.):240661697-240668257	0.7772
1_MACS_peak_2334_lociStitched	chr1(.):240724669-240726441	0.7947
1_MACS_peak_2335_lociStitched	chr1(.):240738438-240740613	0.9675
1_MACS_peak_2336_lociStitched	chr1(.):240774269-240776285	1.3329
1_MACS_peak_2337_lociStitched	chr1(.):241072448-241074441	1.0563
1_MACS_peak_2338_lociStitched	chr1(.):241681674-241683947	2.6188
1_MACS_peak_2339_lociStitched	chr1(.):241694144-241697859	1.0245
1_MACS_peak_2340_lociStitched	chr1(.):241802180-241804566	1.234
1_MACS_peak_2341_lociStitched	chr1(.):241839907-241841597	0.7339
1_MACS_peak_2342_lociStitched	chr1(.):242010644-242012796	3.2944
1_MACS_peak_2343_lociStitched	chr1(.):242214376-242215453	0.4935
1_MACS_peak_2344_lociStitched	chr1(.):243264244-243265552	0.9877
1_MACS_peak_2345_lociStitched	chr1(.):243417141-243420206	1.8587
1_MACS_peak_2346_lociStitched	chr1(.):243476636-243478530	0.5662
1_MACS_peak_2347_lociStitched	chr1(.):243751195-243753820	1.1215
1_MACS_peak_2348_lociStitched	chr1(.):243830348-243831528	0.7648
1_MACS_peak_2349_lociStitched	chr1(.):243889933-243892258	0.8164
1_MACS_peak_2350_lociStitched	chr1(.):244012208-244015130	2.5975
2_MACS_peak_2351_lociStitched	chr1(.):244210348-244213855	0.9682
1_MACS_peak_2353_lociStitched	chr1(.):244402368-244403575	0.438
1_MACS_peak_2354_lociStitched	chr1(.):244461823-244463710	1.3009
1_MACS_peak_2355_lociStitched	chr1(.):244513160-244514251	0.7029
1_MACS_peak_2356_lociStitched	chr1(.):244569147-244570833	0.6765
2_MACS_peak_2357_lociStitched	chr1(.):244613734-244625284	0.6392
1_MACS_peak_2359_lociStitched	chr1(.):244815301-244817712	1.496
1_MACS_peak_2360_lociStitched	chr1(.):244996502-245000280	5.1912
1_MACS_peak_2361_lociStitched	chr1(.):245025361-245028746	5.3447
1_MACS_peak_2362_lociStitched	chr1(.):245081777-245082829	0.559
1_MACS_peak_2363_lociStitched	chr1(.):245108327-245109831	0.8395
1_MACS_peak_2364_lociStitched	chr1(.):245132435-245135744	6.5634
1_MACS_peak_2365_lociStitched	chr1(.):245319513-245320750	0.6371
2_MACS_peak_2366_lociStitched	chr1(.):245672860-245677597	0.7247
1_MACS_peak_2368_lociStitched	chr1(.):246116348-246117508	0.6383
1_MACS_peak_2369_lociStitched	chr1(.):246375812-246379442	0.6606
2_MACS_peak_2370_lociStitched	chr1(.):246669656-246678558	0.317
1_MACS_peak_2372_lociStitched	chr1(.):246728788-246731069	1.457
1_MACS_peak_2373_lociStitched	chr1(.):246753962-246755752	0.8786
1_MACS_peak_2374_lociStitched	chr1(.):246861736-246862985	0.9598
1_MACS_peak_2375_lociStitched	chr1(.):246886956-246888526	1.4836
1_MACS_peak_2376_lociStitched	chr1(.):247093714-247096181	2.5011
1_MACS_peak_2377_lociStitched	chr1(.):247240992-247242496	1.2212
1_MACS_peak_2378_lociStitched	chr1(.):247266889-247268072	1.0064
1_MACS_peak_2379_lociStitched	chr1(.):247289273-247290729	1.1164
1_MACS_peak_2380_lociStitched	chr1(.):247334363-247335791	1.1777
2_MACS_peak_2381_lociStitched	chr1(.):247373159-247380476	1.2183
1_MACS_peak_2383_lociStitched	chr1(.):247493660-247495934	1.5908
1_MACS_peak_2384_lociStitched	chr1(.):247536084-247537443	0.4851
1_MACS_peak_2385_lociStitched	chr1(.):247552882-247554997	0.7466
1_MACS_peak_2386_lociStitched	chr1(.):247638914-247640128	0.5854
1_MACS_peak_2387_lociStitched	chr1(.):249098364-249100915	0.7913
3_MACS_peak_2388_lociStitched	chr1(.):249111787-249121955	1.4204
1_MACS_peak_2391_lociStitched	chr1(.):249131449-249134083	4.1257
3_MACS_peak_2392_lociStitched	chr1(.):249151361-249169050	0.6445
1_MACS_peak_2395_lociStitched	chr1(.):249199360-249201806	1.8571
1_MACS_peak_2396_lociStitched	chr10(.):180049-182811	1.9689
1_MACS_peak_2397_lociStitched	chr10(.):329589-330935	0.7141
2_MACS_peak_2398_lociStitched	chr10(.):374968-380196	0.4208
1_MACS_peak_2400_lociStitched	chr10(.):496438-498307	0.6169
1_MACS_peak_2401_lociStitched	chr10(.):529801-531980	2.3544
2_MACS_peak_2402_lociStitched	chr10(.):555261-562310	1.1244
2_MACS_peak_2404_lociStitched	chr10(.):609916-622994	0.8436
1_MACS_peak_2406_lociStitched	chr10(.):633238-637119	1.5363
1_MACS_peak_2407_lociStitched	chr10(.):703838-708033	1.6061
1_MACS_peak_2408_lociStitched	chr10(.):897208-899052	0.6942
1_MACS_peak_2409_lociStitched	chr10(.):910742-913012	0.7955
2_MACS_peak_2410_lociStitched	chr10(.):975709-978696	1.7598
1_MACS_peak_2412_lociStitched	chr10(.):1033347-1035390	1.8607
2_MACS_peak_2413_lociStitched	chr10(.):1093533-1103739	1.3295
1_MACS_peak_2415_lociStitched	chr10(.):1160889-1162760	0.7066
1_MACS_peak_2416_lociStitched	chr10(.):1531168-1532325	0.5514
1_MACS_peak_2417_lociStitched	chr10(.):1980784-1981810	0.3657
1_MACS_peak_2418_lociStitched	chr10(.):2517893-2519059	0.5282
1_MACS_peak_2419_lociStitched	chr10(.):2619906-2621152	0.4491
1_MACS_peak_2420_lociStitched	chr10(.):2823812-2824697	0.5057
2_MACS_peak_2421_lociStitched	chr10(.):3213954-3216451	0.8725
1_MACS_peak_2423_lociStitched	chr10(.):3514201-3515230	0.5179
1_MACS_peak_2424_lociStitched	chr10(.):3667833-3669662	0.7918
3_MACS_peak_2425_lociStitched	chr10(.):3798766-3808314	1.2285
1_MACS_peak_2428_lociStitched	chr10(.):3824144-3828921	4.1199
2_MACS_peak_2429_lociStitched	chr10(.):3846103-3854140	1.398
1_MACS_peak_2431_lociStitched	chr10(.):3914890-3919088	2.2256
1_MACS_peak_2432_lociStitched	chr10(.):3943948-3945783	0.6401
1_MACS_peak_2433_lociStitched	chr10(.):4143474-4145178	0.943
3_MACS_peak_2434_lociStitched	chr10(.):4162836-4178995	0.4265
1_MACS_peak_2437_lociStitched	chr10(.):4217994-4219576	0.5507
1_MACS_peak_2438_lociStitched	chr10(.):4283972-4284954	0.5839
1_MACS_peak_2439_lociStitched	chr10(.):4374950-4376815	0.7414
2_MACS_peak_2440_lociStitched	chr10(.):4849069-4857856	0.3143
1_MACS_peak_2442_lociStitched	chr10(.):5136435-5137306	0.4936
1_MACS_peak_2443_lociStitched	chr10(.):5325843-5327291	0.7702
1_MACS_peak_2444_lociStitched	chr10(.):5338540-5339897	0.4252
1_MACS_peak_2445_lociStitched	chr10(.):5453950-5455150	1.3207
1_MACS_peak_2446_lociStitched	chr10(.):5623719-5624591	0.5199
1_MACS_peak_2447_lociStitched	chr10(.):5650479-5651379	0.5392
1_MACS_peak_2448_lociStitched	chr10(.):5707773-5708973	0.7016
1_MACS_peak_2449_lociStitched	chr10(.):5725995-5728072	1.3716
1_MACS_peak_2450_lociStitched	chr10(.):5854107-5856805	3.1426
3_MACS_peak_2451_lociStitched	chr10(.):5930419-5948395	0.6702
1_MACS_peak_2454_lociStitched	chr10(.):6018151-6020500	1.2037
1_MACS_peak_2455_lociStitched	chr10(.):6093801-6095536	0.5774
1_MACS_peak_2456_lociStitched	chr10(.):6130679-6132152	1.5016
2_MACS_peak_2457_lociStitched	chr10(.):6182201-6187745	0.6175
1_MACS_peak_2459_lociStitched	chr10(.):6205009-6206953	2.2344
1_MACS_peak_2460_lociStitched	chr10(.):6243306-6246186	0.8544
2_MACS_peak_2461_lociStitched	chr10(.):6337135-6343554	1.1326
1_MACS_peak_2463_lociStitched	chr10(.):6388803-6391378	1.9694
1_MACS_peak_2464_lociStitched	chr10(.):6423235-6425308	1.1757
1_MACS_peak_2465_lociStitched	chr10(.):6515191-6516806	0.6609
1_MACS_peak_2466_lociStitched	chr10(.):6584747-6586262	0.5812
1_MACS_peak_2467_lociStitched	chr10(.):6621704-6623230	0.7105
1_MACS_peak_2468_lociStitched	chr10(.):6885223-6886231	0.5465
1_MACS_peak_2469_lociStitched	chr10(.):6967086-6972637	3.6166
1_MACS_peak_2470_lociStitched	chr10(.):7087482-7089473	0.5906
1_MACS_peak_2471_lociStitched	chr10(.):7449903-7453970	1.9985
4_MACS_peak_2472_lociStitched	chr10(.):7510832-7535652	0.9039
1_MACS_peak_2476_lociStitched	chr10(.):7566533-7567626	0.763
1_MACS_peak_2477_lociStitched	chr10(.):7829136-7831248	2.0862
1_MACS_peak_2478_lociStitched	chr10(.):7859744-7861371	0.8126
1_MACS_peak_2479_lociStitched	chr10(.):8068587-8069397	0.4614
1_MACS_peak_2480_lociStitched	chr10(.):8086761-8087803	0.5356
1_MACS_peak_2481_lociStitched	chr10(.):8101866-8103101	0.5423
1_MACS_peak_2482_lociStitched	chr10(.):8172730-8175571	0.7772
1_MACS_peak_2483_lociStitched	chr10(.):8337443-8338469	0.5926
1_MACS_peak_2484_lociStitched	chr10(.):8373700-8375489	0.6293
1_MACS_peak_2485_lociStitched	chr10(.):8445949-8447632	0.5265
1_MACS_peak_2486_lociStitched	chr10(.):10725973-10728578	0.7835
1_MACS_peak_2487_lociStitched	chr10(.):11058883-11061162	1.2272
2_MACS_peak_2488_lociStitched	chr10(.):11202849-11223676	4.173
1_MACS_peak_2490_lociStitched	chr10(.):11250004-11253683	1.1238
1_MACS_peak_2491_lociStitched	chr10(.):11267514-11269826	0.5865
6_MACS_peak_2492_lociStitched	chr10(.):11278859-11312919	1.1843
1_MACS_peak_2498_lociStitched	chr10(.):11489716-11491628	0.8376
1_MACS_peak_2499_lociStitched	chr10(.):11652824-11654417	0.8742
1_MACS_peak_2500_lociStitched	chr10(.):11726074-11727994	1.4964
1_MACS_peak_2501_lociStitched	chr10(.):12083392-12086454	5.5204
1_MACS_peak_2502_lociStitched	chr10(.):12095355-12096558	0.8424
1_MACS_peak_2503_lociStitched	chr10(.):12110118-12111938	1.2678
1_MACS_peak_2504_lociStitched	chr10(.):12170715-12172573	1.0353
1_MACS_peak_2505_lociStitched	chr10(.):12236510-12239072	1.2678
1_MACS_peak_2506_lociStitched	chr10(.):12305867-12307145	0.8339
1_MACS_peak_2507_lociStitched	chr10(.):12390218-12393302	1.4761
1_MACS_peak_2508_lociStitched	chr10(.):12407196-12409327	1.4205
1_MACS_peak_2509_lociStitched	chr10(.):12446428-12447166	0.4318
1_MACS_peak_2510_lociStitched	chr10(.):12490058-12491697	0.4225
1_MACS_peak_2511_lociStitched	chr10(.):12526133-12528191	1.2978
1_MACS_peak_2512_lociStitched	chr10(.):12647181-12648709	0.8616
1_MACS_peak_2513_lociStitched	chr10(.):12752570-12753664	0.4997
1_MACS_peak_2514_lociStitched	chr10(.):13140901-13143462	1.5789
1_MACS_peak_2515_lociStitched	chr10(.):13203066-13204393	1.3253
1_MACS_peak_2516_lociStitched	chr10(.):13278269-13279829	0.5215
1_MACS_peak_2517_lociStitched	chr10(.):13312912-13314961	1.4352
1_MACS_peak_2518_lociStitched	chr10(.):13329558-13331096	0.5725
2_MACS_peak_2519_lociStitched	chr10(.):13340954-13345009	1.1961
1_MACS_peak_2521_lociStitched	chr10(.):13388557-13391651	2.0636
1_MACS_peak_2522_lociStitched	chr10(.):13628587-13629757	0.572
1_MACS_peak_2523_lociStitched	chr10(.):13828635-13830107	0.6953
1_MACS_peak_2524_lociStitched	chr10(.):13873281-13874025	0.4547
1_MACS_peak_2525_lociStitched	chr10(.):14226299-14228317	2.4109
1_MACS_peak_2526_lociStitched	chr10(.):14529762-14531330	0.6353
1_MACS_peak_2527_lociStitched	chr10(.):14548422-14549655	0.612
2_MACS_peak_2528_lociStitched	chr10(.):14597210-14602626	1.3365
1_MACS_peak_2530_lociStitched	chr10(.):14643490-14647207	0.8112
2_MACS_peak_2531_lociStitched	chr10(.):14686872-14691602	0.9146
1_MACS_peak_2533_lociStitched	chr10(.):14700463-14703607	1.3392
1_MACS_peak_2534_lociStitched	chr10(.):14727669-14729392	0.6805
2_MACS_peak_2535_lociStitched	chr10(.):14776123-14786189	0.8801
1_MACS_peak_2537_lociStitched	chr10(.):14867782-14869247	0.5473
1_MACS_peak_2538_lociStitched	chr10(.):14879016-14881802	1.6926
1_MACS_peak_2539_lociStitched	chr10(.):14919688-14921976	1.9401
2_MACS_peak_2540_lociStitched	chr10(.):14960659-14969874	0.6826
1_MACS_peak_2542_lociStitched	chr10(.):14982900-14985395	1.1249
2_MACS_peak_2543_lociStitched	chr10(.):14993934-15003170	1.6553
1_MACS_peak_2545_lociStitched	chr10(.):15138483-15140620	2.3736
1_MACS_peak_2546_lociStitched	chr10(.):15164098-15165238	0.6462
1_MACS_peak_2547_lociStitched	chr10(.):15209499-15210751	0.9664
1_MACS_peak_2548_lociStitched	chr10(.):15249723-15251857	1.0812
1_MACS_peak_2549_lociStitched	chr10(.):15295980-15297255	0.6807
1_MACS_peak_2550_lociStitched	chr10(.):15411979-15413144	0.6097
1_MACS_peak_2551_lociStitched	chr10(.):15760082-15762867	1.3535
1_MACS_peak_2552_lociStitched	chr10(.):15788662-15791469	0.6044
2_MACS_peak_2553_lociStitched	chr10(.):15826039-15834600	2.7201
1_MACS_peak_2555_lociStitched	chr10(.):15862505-15864205	0.6389
1_MACS_peak_2556_lociStitched	chr10(.):15901433-15903196	1.1651
1_MACS_peak_2557_lociStitched	chr10(.):16453860-16454935	0.5158
1_MACS_peak_2558_lociStitched	chr10(.):16478112-16479907	1.2084
1_MACS_peak_2559_lociStitched	chr10(.):16611982-16613381	0.5394
1_MACS_peak_2560_lociStitched	chr10(.):16858467-16860589	0.8713
1_MACS_peak_2561_lociStitched	chr10(.):16869423-16870513	0.529
1_MACS_peak_2562_lociStitched	chr10(.):17043035-17045338	1.0691
4_MACS_peak_2563_lociStitched	chr10(.):17060388-17072417	0.5873
1_MACS_peak_2567_lociStitched	chr10(.):17241695-17244478	2.4863
1_MACS_peak_2568_lociStitched	chr10(.):17258184-17259388	0.6671
1_MACS_peak_2569_lociStitched	chr10(.):17268581-17274300	2.7992
1_MACS_peak_2570_lociStitched	chr10(.):17684970-17687089	5.1798
1_MACS_peak_2571_lociStitched	chr10(.):17798279-17799869	0.3328
1_MACS_peak_2572_lociStitched	chr10(.):18045935-18046924	0.3506
1_MACS_peak_2573_lociStitched	chr10(.):18866459-18868133	0.5436
1_MACS_peak_2574_lociStitched	chr10(.):18916324-18917151	0.4194
2_MACS_peak_2575_lociStitched	chr10(.):18939497-18949677	0.7636
1_MACS_peak_2577_lociStitched	chr10(.):19047747-19049915	0.6855
1_MACS_peak_2578_lociStitched	chr10(.):19821518-19823041	0.7946
1_MACS_peak_2579_lociStitched	chr10(.):20104028-20106441	0.6364
1_MACS_peak_2580_lociStitched	chr10(.):20291711-20294798	1.1868
1_MACS_peak_2581_lociStitched	chr10(.):21237982-21238647	0.471
1_MACS_peak_2582_lociStitched	chr10(.):21263746-21267274	1.4485
3_MACS_peak_2583_lociStitched	chr10(.):21805840-21824096	0.4265
1_MACS_peak_2586_lociStitched	chr10(.):21873543-21875115	0.8014
1_MACS_peak_2587_lociStitched	chr10(.):21998989-22000623	0.5659
2_MACS_peak_2588_lociStitched	chr10(.):22174272-22179386	0.5723
1_MACS_peak_2590_lociStitched	chr10(.):22260442-22262842	0.7429
1_MACS_peak_2591_lociStitched	chr10(.):22290954-22295214	1.9012
1_MACS_peak_2592_lociStitched	chr10(.):22422835-22423851	0.4611
1_MACS_peak_2593_lociStitched	chr10(.):22517709-22518797	0.9867
1_MACS_peak_2594_lociStitched	chr10(.):22540232-22542376	3.2947
3_MACS_peak_2595_lociStitched	chr10(.):22604465-22615399	0.7808
1_MACS_peak_2598_lociStitched	chr10(.):22628826-22630694	2.0925
1_MACS_peak_2599_lociStitched	chr10(.):22725254-22727325	2.2703
1_MACS_peak_2600_lociStitched	chr10(.):22904413-22905705	1.2131
1_MACS_peak_2601_lociStitched	chr10(.):22918499-22920634	0.8113
1_MACS_peak_2602_lociStitched	chr10(.):22970597-22973418	1.5414
2_MACS_peak_2603_lociStitched	chr10(.):23001871-23004442	0.8062
1_MACS_peak_2605_lociStitched	chr10(.):23216379-23217550	0.7851
1_MACS_peak_2606_lociStitched	chr10(.):23384131-23385713	1.3493
1_MACS_peak_2607_lociStitched	chr10(.):23633149-23633858	0.4513
1_MACS_peak_2608_lociStitched	chr10(.):23701915-23703918	0.7608
1_MACS_peak_2609_lociStitched	chr10(.):23727127-23730100	1.1072
1_MACS_peak_2610_lociStitched	chr10(.):24497755-24498937	0.5487
1_MACS_peak_2611_lociStitched	chr10(.):24671674-24673676	0.8801
1_MACS_peak_2612_lociStitched	chr10(.):24713106-24715065	0.7451
2_MACS_peak_2613_lociStitched	chr10(.):24737792-24741140	0.6006
1_MACS_peak_2615_lociStitched	chr10(.):24754529-24756039	0.5628
2_MACS_peak_2616_lociStitched	chr10(.):24939514-24942791	0.6625
1_MACS_peak_2618_lociStitched	chr10(.):25011197-25014367	1.0741
1_MACS_peak_2619_lociStitched	chr10(.):25161757-25163049	0.6105
1_MACS_peak_2620_lociStitched	chr10(.):25189524-25191562	0.6855
1_MACS_peak_2621_lociStitched	chr10(.):25241044-25241996	0.4617
1_MACS_peak_2622_lociStitched	chr10(.):25304562-25306843	1.4842
1_MACS_peak_2623_lociStitched	chr10(.):26223474-26224368	0.492
1_MACS_peak_2624_lociStitched	chr10(.):26623926-26625076	0.7513
1_MACS_peak_2625_lociStitched	chr10(.):26661381-26663123	1.0583
2_MACS_peak_2626_lociStitched	chr10(.):26719075-26728322	0.3279
1_MACS_peak_2628_lociStitched	chr10(.):26985492-26987748	1.8702
1_MACS_peak_2629_lociStitched	chr10(.):27026422-27029311	0.7374
1_MACS_peak_2630_lociStitched	chr10(.):27088028-27089706	0.5248
1_MACS_peak_2631_lociStitched	chr10(.):27118634-27119874	0.5829
2_MACS_peak_2632_lociStitched	chr10(.):27128608-27131257	0.5153
1_MACS_peak_2634_lociStitched	chr10(.):27148300-27150200	1.6867
1_MACS_peak_2635_lociStitched	chr10(.):27388478-27390255	1.66
1_MACS_peak_2636_lociStitched	chr10(.):27442537-27445639	2.9869
2_MACS_peak_2637_lociStitched	chr10(.):27528646-27542296	0.5786
1_MACS_peak_2639_lociStitched	chr10(.):27792393-27794308	1.2963
1_MACS_peak_2640_lociStitched	chr10(.):28030928-28032816	1.6134
1_MACS_peak_2641_lociStitched	chr10(.):28286970-28288350	0.8908
1_MACS_peak_2642_lociStitched	chr10(.):28466671-28468035	0.58
1_MACS_peak_2643_lociStitched	chr10(.):28622695-28624585	0.8443
1_MACS_peak_2644_lociStitched	chr10(.):28820519-28823725	3.301
1_MACS_peak_2645_lociStitched	chr10(.):28965992-28967117	0.7016
1_MACS_peak_2646_lociStitched	chr10(.):29019109-29019956	0.4831
1_MACS_peak_2647_lociStitched	chr10(.):29698055-29699438	1.2304
3_MACS_peak_2648_lociStitched	chr10(.):29766289-29769490	0.3532
1_MACS_peak_2651_lociStitched	chr10(.):29947150-29949183	0.7229
1_MACS_peak_2652_lociStitched	chr10(.):30023665-30025401	1.0286
1_MACS_peak_2653_lociStitched	chr10(.):30315201-30317116	1.0605
1_MACS_peak_2654_lociStitched	chr10(.):30364748-30366331	0.4688
1_MACS_peak_2655_lociStitched	chr10(.):30474820-30476249	1.2868
2_MACS_peak_2656_lociStitched	chr10(.):30529962-30538088	0.2856
1_MACS_peak_2658_lociStitched	chr10(.):30573862-30575359	0.7274
1_MACS_peak_2659_lociStitched	chr10(.):30637214-30638914	1.2091
1_MACS_peak_2660_lociStitched	chr10(.):30706791-30708196	0.9527
1_MACS_peak_2661_lociStitched	chr10(.):30721842-30727637	1.3785
1_MACS_peak_2662_lociStitched	chr10(.):30744746-30746245	0.5363
3_MACS_peak_2663_lociStitched	chr10(.):30782474-30800759	0.2255
1_MACS_peak_2666_lociStitched	chr10(.):30816955-30820910	2.0111
1_MACS_peak_2667_lociStitched	chr10(.):30871972-30873680	0.7712
1_MACS_peak_2668_lociStitched	chr10(.):30919271-30920647	0.7664
1_MACS_peak_2669_lociStitched	chr10(.):30951498-30953417	0.6098
1_MACS_peak_2670_lociStitched	chr10(.):30963220-30965483	0.8636
1_MACS_peak_2671_lociStitched	chr10(.):30989336-30996986	3.737
1_MACS_peak_2672_lociStitched	chr10(.):31071166-31073652	0.8024
1_MACS_peak_2673_lociStitched	chr10(.):31319803-31322135	1.9867
1_MACS_peak_2674_lociStitched	chr10(.):31422146-31423944	1.0138
1_MACS_peak_2675_lociStitched	chr10(.):31606643-31611351	1.73
1_MACS_peak_2676_lociStitched	chr10(.):31670338-31674639	1.603
1_MACS_peak_2677_lociStitched	chr10(.):31891959-31893224	0.5316
1_MACS_peak_2678_lociStitched	chr10(.):31995925-31997125	0.4142
1_MACS_peak_2679_lociStitched	chr10(.):32048285-32049523	0.9345
1_MACS_peak_2680_lociStitched	chr10(.):32216259-32219391	1.0795
1_MACS_peak_2681_lociStitched	chr10(.):32344086-32346125	1.9757
1_MACS_peak_2682_lociStitched	chr10(.):32634768-32637115	8.676
1_MACS_peak_2683_lociStitched	chr10(.):32667035-32669132	0.9212
1_MACS_peak_2684_lociStitched	chr10(.):32734121-32736579	2.1144
1_MACS_peak_2685_lociStitched	chr10(.):33246158-33248058	1.1699
1_MACS_peak_2686_lociStitched	chr10(.):33269051-33270327	1.1295
1_MACS_peak_2687_lociStitched	chr10(.):33284218-33285035	0.4369
1_MACS_peak_2688_lociStitched	chr10(.):33775607-33776713	0.4867
1_MACS_peak_2689_lociStitched	chr10(.):33795181-33796677	0.4652
1_MACS_peak_2690_lociStitched	chr10(.):34469910-34471652	0.7873
1_MACS_peak_2691_lociStitched	chr10(.):34493303-34495919	1.3322
1_MACS_peak_2692_lociStitched	chr10(.):34826271-34829499	0.7925
2_MACS_peak_2693_lociStitched	chr10(.):34954956-34963435	0.467
1_MACS_peak_2695_lociStitched	chr10(.):35009407-35011012	0.4745
1_MACS_peak_2696_lociStitched	chr10(.):35068933-35071785	1.1301
2_MACS_peak_2697_lociStitched	chr10(.):35097988-35104262	0.33
2_MACS_peak_2699_lociStitched	chr10(.):35378295-35382694	1.2604
1_MACS_peak_2701_lociStitched	chr10(.):35414732-35417476	3.7032
1_MACS_peak_2702_lociStitched	chr10(.):35437060-35440046	1.264
1_MACS_peak_2703_lociStitched	chr10(.):35483527-35485753	1.3975
2_MACS_peak_2704_lociStitched	chr10(.):35624376-35626562	1.0868
1_MACS_peak_2706_lociStitched	chr10(.):35929761-35932849	0.8168
1_MACS_peak_2707_lociStitched	chr10(.):36434134-36435197	0.7772
1_MACS_peak_2708_lociStitched	chr10(.):36762245-36763301	0.4356
1_MACS_peak_2709_lociStitched	chr10(.):37989308-37991273	0.9247
