#17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_ROSE/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam
#Using cutoff of 23455.9689 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isSuperStretch
1_MACS_peak_15090_lociStitched	chr2	97777912	97780631	1	2720	14225.2642	594.3734	4741	0
1_MACS_peak_6587_lociStitched	chr12	76337081	76339993	1	2913	12484.9088	603.6576	4742	0
1_MACS_peak_2981_lociStitched	chr10	10725997	10729315	1	3319	6749.1438	577.0002	4743	0
1_MACS_peak_23767_lociStitched	chr6	35435257	35438574	1	3318	6741.4708	563.89	4744	0
2_MACS_peak_17827_lociStitched	chr22	29137156	29145753	2	3370	6285.2667	1403.0304	4745	0
1_MACS_peak_6672_lociStitched	chr12	89917724	89920676	1	2953	12017.0016	564.4224	4746	0
2_MACS_peak_4921_lociStitched	chr11	66111651	66116128	2	3416	4004.2288	700.6505	4747	0
1_MACS_peak_25610_lociStitched	chr7	70227414	70230732	1	3319	6666.8574	543.8202	4748	0
2_MACS_peak_13316_lociStitched	chr19	14543337	14551830	2	3419	4111.4613	947.8188	4749	0
1_MACS_peak_8143_lociStitched	chr14	55568438	55571419	1	2982	11476.2538	346.9884	4750	0
1_MACS_peak_6016_lociStitched	chr12	26984787	26987759	1	2973	11666.2888	444.6112	4751	0
2_MACS_peak_2006_lociStitched	chr1	170037271	170044791	2	3421	4496.208	1473.92	4752	0
2_MACS_peak_23974_lociStitched	chr6	52254071	52259891	2	3401	5020.914	1224.528	4753	0
2_MACS_peak_17503_lociStitched	chr21	43236824	43245128	2	3388	5499.7392	1279.6464	4754	0
1_MACS_peak_19777_lociStitched	chr3	161487098	161490235	1	3138	10032.7534	853.5777	4755	0
1_MACS_peak_17416_lociStitched	chr21	35390123	35393469	1	3347	6284.1226	907.4352	4756	0
2_MACS_peak_10354_lociStitched	chr16	50099442	50103072	2	3383	4924.458	565.191	4757	0
1_MACS_peak_1170_lociStitched	chr1	90157781	90161183	1	3403	4241.9538	583.1028	4758	0
1_MACS_peak_8568_lociStitched	chr14	100703982	100707381	1	3400	3988.3866	234.531	4759	0
2_MACS_peak_26445_lociStitched	chr7	149565222	149572131	2	3370	6119.9922	1396.3089	4760	0
3_MACS_peak_23202_lociStitched	chr6	2931828	2941352	3	3442	2856.2476	1374.3132	4761	0
1_MACS_peak_5664_lociStitched	chr11	134092789	134096087	1	3299	6956.8012	519.1052	4762	0
1_MACS_peak_23753_lociStitched	chr6	34640071	34643461	1	3391	4482.936	440.361	4763	0
1_MACS_peak_130_lociStitched	chr1	10228287	10231523	1	3237	8188.0508	581.8328	4764	0
1_MACS_peak_13574_lociStitched	chr19	36543936	36547000	1	3065	10712.9696	624.1368	4765	0
1_MACS_peak_22809_lociStitched	chr5	148110263	148113630	1	3368	5267.6715	549.4944	4766	0
1_MACS_peak_6541_lociStitched	chr12	69003387	69006652	1	3266	7533.9875	488.7705	4767	0
2_MACS_peak_10983_lociStitched	chr17	7117375	7124720	2	3332	6879.327	1256.7295	4768	0
1_MACS_peak_14612_lociStitched	chr2	54806077	54809501	1	3425	3070.9856	632.0704	4769	0
2_MACS_peak_12848_lociStitched	chr18	71350277	71357162	2	3413	3940.974	919.1475	4770	0
1_MACS_peak_19817_lociStitched	chr3	169683049	169685862	1	2814	13431.7937	746.0076	4771	0
1_MACS_peak_9840_lociStitched	chr16	2826081	2828805	1	2725	13834.6512	381.6324	4772	0
1_MACS_peak_24408_lociStitched	chr6	109329516	109332705	1	3190	9054.5277	761.5332	4773	0
2_MACS_peak_12628_lociStitched	chr18	46064867	46068297	2	3429	2646.245	598.192	4774	0
1_MACS_peak_14635_lociStitched	chr2	55843241	55846281	1	3041	11161.664	848.768	4775	0
1_MACS_peak_28975_lociStitched	chr9	140134100	140137316	1	3217	8299.5312	469.2144	4776	0
2_MACS_peak_2823_lociStitched	chr1	244210123	244213679	2	3314	6653.6316	695.9092	4777	0
1_MACS_peak_26526_lociStitched	chr7	158496102	158498822	1	2721	14193.776	730.864	4778	0
2_MACS_peak_29155_lociStitched	chrX	19790711	19795905	2	3422	2811.5122	421.2334	4779	0
1_MACS_peak_18350_lociStitched	chr3	9833485	9835961	1	2477	15692.1452	436.0236	4780	0
1_MACS_peak_13701_lociStitched	chr19	42363097	42366116	1	3020	11149.167	614.6684	4781	0
2_MACS_peak_19377_lociStitched	chr3	124091753	124095822	2	3401	4089.7519	762.9375	4782	0
2_MACS_peak_17911_lociStitched	chr22	34247601	34251257	2	3339	5754.9096	465.4088	4783	0
3_MACS_peak_10478_lociStitched	chr16	66508549	66518114	3	3427	3232.0135	1311.3615	4784	0
2_MACS_peak_19118_lociStitched	chr3	97534465	97541970	2	3284	7589.056	1066.4605	4785	0
1_MACS_peak_26138_lociStitched	chr7	120589264	120592209	1	2946	12204.3745	893.2185	4786	0
1_MACS_peak_12829_lociStitched	chr18	67860751	67863877	1	3127	9715.2954	598.629	4787	0
1_MACS_peak_20977_lociStitched	chr4	103788697	103791645	1	2949	11919.0588	642.9588	4788	0
1_MACS_peak_14668_lociStitched	chr2	61696337	61699625	1	3289	6871.2624	504.708	4789	0
2_MACS_peak_25822_lociStitched	chr7	92347198	92351227	2	3355	5546.7243	785.655	4790	0
1_MACS_peak_15052_lociStitched	chr2	96656399	96659013	1	2615	14727.5374	496.1372	4791	0
2_MACS_peak_4607_lociStitched	chr11	43928254	43934768	2	3383	4832.0852	975.7972	4792	0
1_MACS_peak_2612_lociStitched	chr1	225654090	225656563	1	2474	16160.5604	939.2454	4793	0
1_MACS_peak_25968_lociStitched	chr7	102310531	102313886	1	3356	6108.113	1392.6605	4794	0
2_MACS_peak_3561_lociStitched	chr10	75254425	75261924	2	3246	8521.8636	1324.3234	4795	0
1_MACS_peak_18107_lociStitched	chr22	41212905	41216260	1	3356	5459.5915	745.8165	4796	0
2_MACS_peak_19359_lociStitched	chr3	122491989	122496094	2	3228	8150.888	640.7905	4797	0
2_MACS_peak_468_lociStitched	chr1	29210740	29214665	2	3369	5014.1875	714.35	4798	0
1_MACS_peak_17480_lociStitched	chr21	40683994	40687094	1	3101	10049.27	615.97	4799	0
2_MACS_peak_19790_lociStitched	chr3	166189299	166197083	2	3407	4220.4848	1421.3584	4800	0
2_MACS_peak_29905_lociStitched	chrX	135990759	135994575	2	3406	3213.8352	391.9032	4801	0
2_MACS_peak_22366_lociStitched	chr5	102089970	102098573	2	3419	3253.6546	1194.9567	4802	0
1_MACS_peak_25841_lociStitched	chr7	94283849	94287220	1	3372	4484.1042	356.6518	4803	0
1_MACS_peak_10624_lociStitched	chr16	71927612	71930634	1	3023	11069.586	682.972	4804	0
1_MACS_peak_16227_lociStitched	chr2	227834021	227837188	1	3168	8983.8289	542.8238	4805	0
1_MACS_peak_7561_lociStitched	chr13	60969704	60972889	1	3186	8505.224	349.3945	4806	0
1_MACS_peak_25336_lociStitched	chr7	35839450	35842242	1	2793	13303.0424	567.8928	4807	0
3_MACS_peak_29826_lociStitched	chrX	129086330	129096223	3	3413	2915.4671	596.5479	4808	0
1_MACS_peak_28377_lociStitched	chr9	94635277	94637985	1	2709	14046.6668	599.5512	4809	0
1_MACS_peak_16172_lociStitched	chr2	220141999	220145194	1	3196	8610.2055	630.3735	4810	0
1_MACS_peak_6914_lociStitched	chr12	109489508	109492724	1	3217	8272.5168	650.2752	4811	0
1_MACS_peak_18109_lociStitched	chr22	41346063	41348973	1	2911	12106.473	515.07	4812	0
1_MACS_peak_18108_lociStitched	chr22	41251633	41254074	1	2442	15879.6814	500.6491	4813	0
2_MACS_peak_27249_lociStitched	chr8	86099473	86102981	2	3413	2478.0512	272.5716	4814	0
1_MACS_peak_7392_lociStitched	chr13	39610509	39613785	1	3277	6781.9752	311.22	4815	0
1_MACS_peak_7581_lociStitched	chr13	67568016	67571130	1	3115	9423.8982	261.2646	4816	0
2_MACS_peak_14812_lociStitched	chr2	70295313	70298948	2	3350	5290.379	604.5005	4817	0
1_MACS_peak_29001_lociStitched	chrX	967970	971068	1	3099	9575.2984	206.9464	4818	0
1_MACS_peak_9823_lociStitched	chr16	2316717	2319880	1	3164	8974.3799	542.1382	4819	0
1_MACS_peak_9716_lociStitched	chr15	100104690	100107872	1	3183	8651.2216	525.3482	4820	0
2_MACS_peak_19349_lociStitched	chr3	121809781	121814355	2	3411	3133.6474	948.6476	4821	0
2_MACS_peak_22690_lociStitched	chr5	139417929	139423363	2	3418	2374.1146	721.0918	4822	0
1_MACS_peak_9300_lociStitched	chr15	70591647	70594561	1	2915	12170.9038	661.1866	4823	0
1_MACS_peak_10955_lociStitched	chr17	5321232	5324533	1	3302	6590.4465	724.2394	4824	0
1_MACS_peak_10328_lociStitched	chr16	47494010	47496719	1	2710	13967.8749	575.1207	4825	0
1_MACS_peak_10593_lociStitched	chr16	70413462	70416347	1	2886	12433.773	634.7	4826	0
1_MACS_peak_6732_lociStitched	chr12	93963047	93966311	1	3265	7131.5136	484.3776	4827	0
3_MACS_peak_18199_lociStitched	chr22	46542182	46547960	3	3391	3880.5048	723.9834	4828	0
2_MACS_peak_6965_lociStitched	chr12	111840457	111844944	2	3412	2314.3946	319.4744	4829	0
2_MACS_peak_25415_lociStitched	chr7	43795765	43799296	2	3395	3494.2776	570.2565	4830	0
2_MACS_peak_24448_lociStitched	chr6	114126008	114131995	2	3385	4278.3102	944.7486	4831	0
1_MACS_peak_25781_lociStitched	chr7	87504405	87507428	1	3024	10717.4419	456.1707	4832	0
3_MACS_peak_12317_lociStitched	chr18	2322687	2329134	3	3410	2780.5911	791.6916	4833	0
1_MACS_peak_16207_lociStitched	chr2	225905062	225907921	1	2860	12491.2569	484.0287	4834	0
1_MACS_peak_17206_lociStitched	chr20	61424882	61428208	1	3327	5566.3936	440.695	4835	0
2_MACS_peak_29320_lociStitched	chrX	47049803	47054273	2	3357	4686.348	433.59	4836	0
1_MACS_peak_1725_lociStitched	chr1	155022204	155025493	1	3290	6931.5675	936.0494	4837	0
1_MACS_peak_11965_lociStitched	chr17	65372547	65375701	1	3155	8921.089	492.9702	4838	0
1_MACS_peak_18384_lociStitched	chr3	12703642	12706464	1	2823	12872.553	552.8298	4839	0
2_MACS_peak_10416_lociStitched	chr16	57072710	57077240	2	3371	4424.451	751.074	4840	0
1_MACS_peak_24095_lociStitched	chr6	74179700	74182714	1	3015	10796.4494	499.1184	4841	0
1_MACS_peak_8688_lociStitched	chr15	23032272	23035596	1	3325	5737.8888	659.1492	4842	0
1_MACS_peak_23639_lociStitched	chr6	30709329	30712712	1	3384	3741.9363	632.2827	4843	0
1_MACS_peak_7830_lociStitched	chr13	114874624	114877781	1	3158	8848.7553	493.7548	4844	0
1_MACS_peak_476_lociStitched	chr1	30347398	30350788	1	3391	3232.026	466.803	4845	0
2_MACS_peak_26102_lociStitched	chr7	115784681	115791648	2	3397	3815.1292	1369.7122	4846	0
2_MACS_peak_6522_lociStitched	chr12	67843013	67846932	2	3384	3914.2972	822.99	4847	0
2_MACS_peak_24275_lociStitched	chr6	94126076	94130147	2	3412	1916.2197	604.9506	4848	0
3_MACS_peak_7430_lociStitched	chr13	42844792	42849495	3	3381	3641.0626	436.9087	4849	0
1_MACS_peak_28365_lociStitched	chr9	93861847	93865167	1	3321	5694.796	537.508	4850	0
2_MACS_peak_10729_lociStitched	chr16	84119442	84123532	2	3395	2908.808	402.456	4851	0
2_MACS_peak_26216_lociStitched	chr7	128044827	128050996	2	3390	3941.3741	1181.3635	4852	0
1_MACS_peak_2014_lociStitched	chr1	171709946	171712987	1	3042	10771.8302	838.0996	4853	0
1_MACS_peak_12932_lociStitched	chr19	1204838	1208211	1	3374	4055.3579	632.7748	4854	0
1_MACS_peak_9813_lociStitched	chr16	2057497	2060848	1	3352	4636.1085	429.2631	4855	0
1_MACS_peak_14334_lociStitched	chr2	27650518	27653773	1	3256	7161.9765	568.6485	4856	0
1_MACS_peak_18958_lociStitched	chr3	59435793	59438548	1	2756	13409.9625	531.9905	4857	0
2_MACS_peak_7926_lociStitched	chr14	24020248	24026948	2	3368	4095.71	493.79	4858	0
2_MACS_peak_23895_lociStitched	chr6	43477267	43485767	2	3369	4718.35	1167.05	4859	0
2_MACS_peak_8964_lociStitched	chr15	44080628	44086000	2	3347	5294.106	986.8364	4860	0
2_MACS_peak_25581_lociStitched	chr7	66092504	66097298	2	3348	4922.4792	651.0252	4861	0
1_MACS_peak_13258_lociStitched	chr19	12831924	12835263	1	3340	5056.5816	560.6181	4862	0
1_MACS_peak_22897_lociStitched	chr5	154236574	154239809	1	3236	7561.489	628.884	4863	0
1_MACS_peak_21383_lociStitched	chr4	159591488	159594563	1	3076	10206.8475	776.745	4864	0
2_MACS_peak_3234_lociStitched	chr10	35378261	35382450	2	3253	7373.4778	794.2344	4865	0
1_MACS_peak_9285_lociStitched	chr15	69743723	69746796	1	3074	10071.7575	616.7511	4866	0
1_MACS_peak_16543_lociStitched	chr20	9391425	9394397	1	2973	11249.6144	564.3828	4867	0
1_MACS_peak_17544_lociStitched	chr21	44829858	44833101	1	3244	7315.2351	566.2278	4868	0
1_MACS_peak_19602_lociStitched	chr3	142164365	142167615	1	3251	7189.325	589.225	4869	0
1_MACS_peak_69_lociStitched	chr1	3815836	3818334	1	2499	15321.483	506.0948	4870	0
1_MACS_peak_1744_lociStitched	chr1	155277360	155280334	1	2975	11582.5404	948.706	4871	0
2_MACS_peak_10778_lociStitched	chr16	88618291	88623924	2	3365	3940.2835	424.7282	4872	0
1_MACS_peak_27377_lociStitched	chr8	103595246	103598629	1	3384	2965.1995	307.5147	4873	0
2_MACS_peak_7828_lociStitched	chr13	114863904	114867464	2	3266	6541.856	299.396	4874	0
1_MACS_peak_29259_lociStitched	chrX	39871725	39874759	1	3035	10177.553	267.2954	4875	0
2_MACS_peak_13007_lociStitched	chr19	2698053	2703122	2	3384	3490.0065	900.7613	4876	0
1_MACS_peak_14522_lociStitched	chr2	45666288	45669595	1	3308	5783.6123	548.3006	4877	0
1_MACS_peak_5758_lociStitched	chr12	6601612	6604517	1	2906	12154.8105	793.065	4878	0
1_MACS_peak_29311_lociStitched	chrX	46431154	46434494	1	3341	4623.562	345.022	4879	0
1_MACS_peak_9022_lociStitched	chr15	48252417	48255128	1	2712	13717.9311	564.9724	4880	0
2_MACS_peak_29921_lociStitched	chrX	140808680	140813291	2	3380	3033.1158	348.1305	4881	0
1_MACS_peak_8997_lociStitched	chr15	45693306	45696416	1	3111	9367.009	518.748	4882	0
2_MACS_peak_14955_lociStitched	chr2	85838203	85844272	2	3330	5385.6306	831.453	4883	0
2_MACS_peak_13103_lociStitched	chr19	7192062	7199113	2	3383	3540.3071	1088.6744	4884	0
1_MACS_peak_24570_lociStitched	chr6	130028687	130032028	1	3342	4748.2292	601.38	4885	0
1_MACS_peak_707_lociStitched	chr1	42383068	42386390	1	3323	5185.642	484.3476	4886	0
1_MACS_peak_9237_lociStitched	chr15	66584836	66587707	1	2872	12117.6297	467.973	4887	0
1_MACS_peak_2772_lociStitched	chr1	236028935	236032157	1	3223	7629.3738	662.4432	4888	0
1_MACS_peak_28487_lociStitched	chr9	101982952	101985828	1	2877	12111.4112	519.118	4889	0
2_MACS_peak_26285_lociStitched	chr7	133729738	133736761	2	3371	4415.3601	1502.922	4890	0
1_MACS_peak_17279_lociStitched	chr21	18982703	18985958	1	3256	6817.5975	535.773	4891	0
1_MACS_peak_6316_lociStitched	chr12	53572980	53575898	1	2919	11790.4708	645.4616	4892	0
2_MACS_peak_11489_lociStitched	chr17	38733547	38739697	2	3257	7287.75	1028.28	4893	0
1_MACS_peak_7311_lociStitched	chr13	28193711	28196955	1	3245	6777.0404	270.5496	4894	0
1_MACS_peak_20912_lociStitched	chr4	91047780	91051118	1	3339	4684.2154	550.4362	4895	0
2_MACS_peak_27369_lociStitched	chr8	103208564	103216499	2	3324	5366.4405	806.196	4896	0
1_MACS_peak_17432_lociStitched	chr21	36398150	36400814	1	2665	14041.6776	568.764	4897	0
1_MACS_peak_13063_lociStitched	chr19	5902627	5905833	1	3207	8108.6152	921.4044	4898	0
1_MACS_peak_11825_lociStitched	chr17	56083465	56086007	1	2543	14866.1244	474.083	4899	0
1_MACS_peak_8480_lociStitched	chr14	91974909	91977763	1	2855	12031.6078	270.8446	4900	0
2_MACS_peak_8925_lociStitched	chr15	41687655	41695623	2	3323	5411.0688	896.4	4901	0
2_MACS_peak_28366_lociStitched	chr9	93909519	93914605	2	3370	3437.1188	713.0572	4902	0
2_MACS_peak_29464_lociStitched	chrX	62973857	62982435	2	3330	4994.9694	723.1254	4903	0
2_MACS_peak_14953_lociStitched	chr2	85821762	85830129	2	3314	5927.1828	1186.4406	4904	0
1_MACS_peak_14331_lociStitched	chr2	27591845	27595001	1	3157	8522.1468	534.3108	4905	0
2_MACS_peak_18307_lociStitched	chr3	3213900	3222203	2	3335	5245.8354	1178.1957	4906	0
2_MACS_peak_27698_lociStitched	chr8	144635110	144641517	2	3316	5536.9294	880.3218	4907	0
2_MACS_peak_5144_lociStitched	chr11	78163547	78168794	2	3350	4120.9938	613.3743	4908	0
2_MACS_peak_6917_lociStitched	chr12	109548529	109553674	2	3361	3825.822	789.243	4909	0
1_MACS_peak_2341_lociStitched	chr1	204462088	204465212	1	3125	9188.9336	729.7664	4910	0
1_MACS_peak_16012_lociStitched	chr2	203129414	203132549	1	3136	8735.6775	450.813	4911	0
1_MACS_peak_24890_lociStitched	chr6	160209474	160212792	1	3319	4795.1736	272.4078	4912	0
1_MACS_peak_6620_lociStitched	chr12	80327089	80330119	1	3031	10358.055	641.754	4913	0
1_MACS_peak_15239_lociStitched	chr2	111856706	111859889	1	3184	8031.6639	582.1707	4914	0
1_MACS_peak_12614_lociStitched	chr18	43828297	43831574	1	3278	6141.4257	613.1267	4915	0
1_MACS_peak_21633_lociStitched	chr5	1496526	1499748	1	3223	7309.4292	605.4138	4916	0
1_MACS_peak_12192_lociStitched	chr17	76835239	76838335	1	3097	9485.2152	689.1696	4917	0
1_MACS_peak_22196_lociStitched	chr5	79541550	79544919	1	3370	2850.8478	518.826	4918	0
1_MACS_peak_14175_lociStitched	chr2	11638247	11641554	1	3308	5387.4337	677.935	4919	0
2_MACS_peak_12349_lociStitched	chr18	5974457	5981039	2	3358	3853.761	1057.7274	4920	0
1_MACS_peak_2718_lociStitched	chr1	231112633	231115894	1	3262	6680.8107	877.5351	4921	0
1_MACS_peak_16955_lociStitched	chr20	43660642	43664008	1	3367	2883.6522	583.3278	4922	0
2_MACS_peak_3538_lociStitched	chr10	73974783	73979115	2	3216	7522.9512	768.0636	4923	0
2_MACS_peak_9847_lociStitched	chr16	3029193	3034147	2	3232	7056.973	637.5798	4924	0
1_MACS_peak_19950_lociStitched	chr3	181556109	181558980	1	2872	12304.8189	874.5066	4925	0
2_MACS_peak_24677_lociStitched	chr6	138131756	138138160	2	3306	5785.3736	1166.8088	4926	0
2_MACS_peak_7010_lociStitched	chr12	117144896	117148349	2	3345	3552.4464	284.1819	4927	0
1_MACS_peak_7009_lociStitched	chr12	116995878	116998811	1	2934	11067.3822	310.898	4928	0
1_MACS_peak_28746_lociStitched	chr9	128393529	128396725	1	3197	7671.0392	599.8892	4929	0
1_MACS_peak_30037_lociStitched	chrY	917958	920964	1	3007	10010.2806	110.6208	4930	0
1_MACS_peak_19427_lociStitched	chr3	127453126	127456266	1	3141	8773.474	769.614	4931	0
2_MACS_peak_4527_lociStitched	chr11	32109089	32114061	2	3289	5700.8952	675.1976	4932	0
1_MACS_peak_21288_lociStitched	chr4	146693167	146696169	1	3003	10797.8938	871.4806	4933	0
1_MACS_peak_2425_lociStitched	chr1	208055794	208059146	1	3353	3901.3928	1091.7464	4934	0
1_MACS_peak_8302_lociStitched	chr14	71352582	71355864	1	3283	5481.5964	306.5388	4935	0
1_MACS_peak_27462_lociStitched	chr8	117884552	117887793	1	3242	6655.0694	517.5877	4936	0
1_MACS_peak_19796_lociStitched	chr3	167451444	167454518	1	3075	9947.464	970.1544	4937	0
1_MACS_peak_21486_lociStitched	chr4	180978328	180981546	1	3219	7122.3994	524.2122	4938	0
1_MACS_peak_14613_lociStitched	chr2	54860239	54863329	1	3091	9276.18	541.986	4939	0
1_MACS_peak_8597_lociStitched	chr14	103366384	103369443	1	3060	9498.195	335.8782	4940	0
2_MACS_peak_3501_lociStitched	chr10	71929146	71934620	2	3323	4846.6796	913.0632	4941	0
1_MACS_peak_6797_lociStitched	chr12	98896326	98898937	1	2612	14327.8625	641.0005	4942	0
2_MACS_peak_24657_lociStitched	chr6	137081508	137085607	2	3370	2321.6736	696.0102	4943	0
2_MACS_peak_13037_lociStitched	chr19	4242248	4247823	2	3104	9634.1575	1107.7525	4944	0
2_MACS_peak_9206_lociStitched	chr15	64672586	64680705	2	3332	4747.9912	1152.0861	4945	0
2_MACS_peak_5733_lociStitched	chr12	4643789	4649246	2	3145	8887.2702	996.9939	4946	0
1_MACS_peak_9040_lociStitched	chr15	49570465	49573492	1	3028	10192.2117	620.535	4947	0
1_MACS_peak_14684_lociStitched	chr2	62422287	62425534	1	3248	6452.4384	506.532	4948	0
2_MACS_peak_12274_lociStitched	chr17	80358230	80362021	2	3329	4296.3403	605.4227	4949	0
2_MACS_peak_21144_lociStitched	chr4	123499157	123506502	2	3339	4531.1305	1233.96	4950	0
2_MACS_peak_21567_lociStitched	chr4	186651219	186656260	2	3342	3921.3939	760.6869	4951	0
1_MACS_peak_24831_lociStitched	chr6	156599453	156602383	1	2931	11044.342	324.351	4952	0
1_MACS_peak_14207_lociStitched	chr2	17554355	17557642	1	3288	5717.7365	771.7876	4953	0
2_MACS_peak_28303_lociStitched	chr9	86907579	86912171	2	3301	5102.1712	525.784	4954	0
1_MACS_peak_9744_lociStitched	chr15	101814761	101818042	1	3282	5669.8961	599.1106	4955	0
2_MACS_peak_4987_lociStitched	chr11	67722207	67727434	2	3324	4505.674	714.0082	4956	0
2_MACS_peak_19059_lociStitched	chr3	75481262	75485987	2	3283	5660.55	619.92	4957	0
1_MACS_peak_6283_lociStitched	chr12	51156830	51159944	1	3115	8735.7042	422.8812	4958	0
1_MACS_peak_4803_lociStitched	chr11	63302001	63305327	1	3327	4266.2602	598.68	4959	0
1_MACS_peak_12684_lociStitched	chr18	49015970	49019313	1	3344	3340.6599	411.189	4960	0
2_MACS_peak_23386_lociStitched	chr6	15299003	15306861	2	3364	2799.8054	1056.1152	4961	0
1_MACS_peak_6510_lociStitched	chr12	66695476	66698802	1	3327	4226.6808	623.625	4962	0
1_MACS_peak_15547_lociStitched	chr2	153419897	153423203	1	3307	4804.2792	521.6868	4963	0
1_MACS_peak_737_lociStitched	chr1	44114543	44117690	1	3148	8276.61	542.8575	4964	0
2_MACS_peak_19695_lociStitched	chr3	153339204	153347368	2	3294	6291.9948	1665.456	4965	0
2_MACS_peak_12493_lociStitched	chr18	22804832	22812158	2	3333	4296.699	999.2664	4966	0
1_MACS_peak_28609_lociStitched	chr9	115981273	115984617	1	3345	3517.888	763.7696	4967	0
1_MACS_peak_8437_lociStitched	chr14	89769218	89772438	1	3221	6738.494	359.03	4968	0
2_MACS_peak_23129_lociStitched	chr5	178971305	178978917	2	3199	7661.478	848.738	4969	0
1_MACS_peak_13136_lociStitched	chr19	8385011	8388066	1	3056	9770.8065	676.6825	4970	0
2_MACS_peak_12523_lociStitched	chr18	29077423	29081209	2	3313	4495.1178	497.859	4971	0
1_MACS_peak_15350_lociStitched	chr2	120988048	120991049	1	3002	10406.2676	632.9109	4972	0
2_MACS_peak_24224_lociStitched	chr6	89299375	89304161	2	3343	3285.1104	627.4446	4973	0
2_MACS_peak_28061_lociStitched	chr9	35842314	35849344	2	3296	5699.221	1262.588	4974	0
1_MACS_peak_23862_lociStitched	chr6	42333619	42336462	1	2844	12150.4134	630.0088	4975	0
1_MACS_peak_24723_lociStitched	chr6	140202579	140205709	1	3131	8542.396	628.817	4976	0
1_MACS_peak_13060_lociStitched	chr19	5718187	5721217	1	3031	10212.615	853.854	4977	0
2_MACS_peak_20376_lociStitched	chr4	15779537	15787724	2	3330	4520.8614	1355.7672	4978	0
2_MACS_peak_5012_lociStitched	chr11	68815981	68824490	2	3294	5336.8448	909.6121	4979	0
1_MACS_peak_18822_lociStitched	chr3	49759945	49763000	1	3056	9675.185	673.6275	4980	0
2_MACS_peak_12103_lociStitched	chr17	74168813	74176764	2	3316	4609.9898	930.267	4981	0
1_MACS_peak_17944_lociStitched	chr22	36255392	36258562	1	3171	7779.18	581.695	4982	0
2_MACS_peak_5293_lociStitched	chr11	100551344	100559093	2	3303	5282.4933	1168.5492	4983	0
2_MACS_peak_10156_lociStitched	chr16	27383783	27387216	2	3299	4975.4469	735.3486	4984	0
1_MACS_peak_19182_lociStitched	chr3	101776199	101779542	1	3344	3045.1387	650.2135	4985	0
1_MACS_peak_14082_lociStitched	chr2	675828	678348	1	2521	14704.704	485.604	4986	0
1_MACS_peak_6499_lociStitched	chr12	65562083	65565187	1	3105	8833.3632	575.1712	4987	0
2_MACS_peak_22426_lociStitched	chr5	111855864	111860297	2	3353	2322.892	644.5582	4988	0
1_MACS_peak_9137_lociStitched	chr15	58754305	58757589	1	3285	5238.6368	642.022	4989	0
2_MACS_peak_20884_lociStitched	chr4	89098762	89105019	2	3293	5155.768	807.7787	4990	0
1_MACS_peak_1132_lociStitched	chr1	87378846	87382038	1	3193	7432.2528	703.5168	4991	0
2_MACS_peak_11248_lociStitched	chr17	27503041	27508212	2	3301	4720.6059	669.6445	4992	0
1_MACS_peak_10276_lociStitched	chr16	31083481	31086630	1	3150	8051.6781	567.7647	4993	0
1_MACS_peak_7718_lociStitched	chr13	99737942	99741077	1	3136	8117.769	404.415	4994	0
1_MACS_peak_7240_lociStitched	chr13	20692524	20695835	1	3312	4013.2631	395.6645	4995	0
1_MACS_peak_17768_lociStitched	chr22	24235327	24238324	1	2998	10158.0318	474.7248	4996	0
1_MACS_peak_20186_lociStitched	chr3	197438066	197441274	1	3209	7293.388	944.1144	4997	0
2_MACS_peak_23392_lociStitched	chr6	15658310	15663691	2	3283	5304.5898	770.5592	4998	0
2_MACS_peak_20048_lociStitched	chr3	185952770	185961058	2	3263	6953.632	1876.4032	4999	0
1_MACS_peak_21709_lociStitched	chr5	13306368	13309267	1	2900	11274.5009	463.2602	5000	0
1_MACS_peak_11165_lociStitched	chr17	19550236	19553341	1	3106	8769.141	618.516	5001	0
2_MACS_peak_17011_lociStitched	chr20	46412661	46416012	2	3300	4403.5491	430.9386	5002	0
2_MACS_peak_3788_lociStitched	chr10	95255247	95263644	2	3326	4163.2326	1246.1148	5003	0
2_MACS_peak_13676_lociStitched	chr19	41220281	41223885	2	3313	4066.7536	607.6344	5004	0
1_MACS_peak_8442_lociStitched	chr14	90083364	90086680	1	3317	3681.7548	387.972	5005	0
1_MACS_peak_20590_lociStitched	chr4	52708289	52711597	1	3309	4061.2316	465.7664	5006	0
1_MACS_peak_8061_lociStitched	chr14	50064264	50067282	1	3019	9678.726	323.2278	5007	0
