#17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_ROSE/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam
#Using cutoff of 23455.9689 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isSuperStretch
5_MACS_peak_29816_lociStitched	chrX	128902431	128921397	5	13001	33734.8242	1720.2162	264	1
2_MACS_peak_23066_lociStitched	chr5	173696453	173709934	2	9269	68854.2075	2452.1939	265	1
1_MACS_peak_14973_lociStitched	chr2	86220234	86228775	1	8542	71909.2413	1721.0115	266	1
4_MACS_peak_24402_lociStitched	chr6	109214215	109228492	4	12807	36844.6539	2418.5238	268	1
1_MACS_peak_1505_lociStitched	chr1	145448687	145458068	1	9382	68355.5946	3085.4109	269	1
5_MACS_peak_2186_lociStitched	chr1	192498637	192521130	5	11162	57827.2537	5310.5973	270	1
4_MACS_peak_29069_lociStitched	chrX	10073999	10090980	4	12032	45381.7225	1563.9501	271	1
2_MACS_peak_17156_lociStitched	chr20	56047649	56058388	2	9811	63914.2324	1666.6928	272	1
1_MACS_peak_16256_lociStitched	chr2	231729235	231739751	1	10517	58002.0496	1005.3296	273	1
3_MACS_peak_1854_lociStitched	chr1	160695174	160715353	3	11401	54594.2845	5006.4099	274	1
1_MACS_peak_20681_lociStitched	chr4	69434595	69443765	1	9171	66558.611	1601.999	276	1
2_MACS_peak_25236_lociStitched	chr7	26002348	26011622	2	8497	70634.4936	2072.739	277	1
6_MACS_peak_14816_lociStitched	chr2	70335006	70360838	6	11599	49824.7616	3843.8016	278	1
4_MACS_peak_21627_lociStitched	chr5	1327869	1346220	4	12526	36830.457	2827.8891	279	1
1_MACS_peak_2478_lociStitched	chr1	211743600	211756514	1	12915	30393.099	3303.4012	280	1
3_MACS_peak_15030_lociStitched	chr2	89049793	89066630	3	9580	64182.644	3025.6089	281	1
4_MACS_peak_4989_lociStitched	chr11	67760487	67778519	4	12521	35759.2592	2825.6144	282	1
2_MACS_peak_242_lociStitched	chr1	17221342	17233202	2	7047	77896.48	4139.14	283	1
3_MACS_peak_28563_lociStitched	chr9	112668834	112683223	3	8291	70458.6163	2548.2919	284	1
2_MACS_peak_25503_lociStitched	chr7	50343624	50357535	2	12046	40944.2463	2508.1533	287	1
5_MACS_peak_5868_lociStitched	chr12	11901802	11920238	5	12138	40282.66	3342.4468	288	1
3_MACS_peak_3425_lociStitched	chr10	63798117	63814681	3	10998	52054.0264	2747.9676	289	1
4_MACS_peak_24215_lociStitched	chr6	88625763	88640260	4	11759	43373.5743	2661.6492	290	1
1_MACS_peak_24348_lociStitched	chr6	106610055	106617385	1	7331	72926.903	1670.507	292	1
4_MACS_peak_27713_lociStitched	chr8	145009636	145027958	4	12576	30912.8784	2312.2364	293	1
3_MACS_peak_14480_lociStitched	chr2	42344044	42360964	3	11659	44085.06	2693.664	294	1
4_MACS_peak_1757_lociStitched	chr1	155900663	155919531	4	12650	30958.6144	3943.412	295	1
4_MACS_peak_21943_lociStitched	chr5	55272701	55292080	4	12657	30087.8354	3430.083	296	1
1_MACS_peak_22811_lociStitched	chr5	148204541	148215876	1	11336	46979.041	2577.579	297	1
2_MACS_peak_25472_lociStitched	chr7	47513302	47524534	2	10548	52960.0032	2301.4368	298	1
4_MACS_peak_10369_lociStitched	chr16	50713977	50732869	4	12424	31132.1268	2728.0048	299	1
3_MACS_peak_18751_lociStitched	chr3	46578142	46589484	3	8275	67493.9736	2142.5038	300	1
2_MACS_peak_3267_lociStitched	chr10	43890460	43906061	2	12087	35604.6022	2335.4697	301	1
3_MACS_peak_9675_lociStitched	chr15	93346384	93364576	3	10601	52269.2544	2608.7328	302	1
1_MACS_peak_15569_lociStitched	chr2	158293859	158302480	1	8622	65300.6266	1956.1049	303	1
1_MACS_peak_24388_lociStitched	chr6	108986320	108997462	1	11143	44973.5688	1693.584	304	1
3_MACS_peak_17555_lociStitched	chr21	45194839	45210684	3	11242	45471.981	3623.7515	305	1
3_MACS_peak_16926_lociStitched	chr20	42569035	42585612	3	11496	41140.7986	2586.012	306	1
2_MACS_peak_17747_lociStitched	chr22	23477857	23488726	2	9644	57379.6248	2075.979	307	1
1_MACS_peak_16997_lociStitched	chr20	45978274	45987284	1	9011	61277.911	1846.149	309	1
1_MACS_peak_6743_lociStitched	chr12	94596091	94603840	1	7750	68000.5746	1794.6684	310	1
1_MACS_peak_1335_lociStitched	chr1	111172681	111181479	1	8799	61637.0284	1153.4178	311	1
3_MACS_peak_23567_lociStitched	chr6	27791112	27808230	3	10385	51706.6308	2571.1236	312	1
4_MACS_peak_28781_lociStitched	chr9	130532006	130550922	4	11927	34107.4396	2716.3376	313	1
1_MACS_peak_2134_lociStitched	chr1	183808910	183815938	1	7029	71152.8776	2168.138	314	1
1_MACS_peak_6831_lociStitched	chr12	102870787	102879529	1	8743	62260.524	1874.2848	315	1
1_MACS_peak_12495_lociStitched	chr18	22928795	22941128	1	12334	25598.3748	1877.0826	316	1
5_MACS_peak_22910_lociStitched	chr5	156339573	156361507	5	10990	44773.8742	3296.6802	320	1
2_MACS_peak_17729_lociStitched	chr22	23088106	23102022	2	11600	36362.508	2418.6008	321	1
1_MACS_peak_3196_lociStitched	chr10	30989278	30996879	1	7602	66618.9645	1495.1167	322	1
1_MACS_peak_6286_lociStitched	chr12	51312074	51323139	1	11066	42211.8685	2133.332	323	1
2_MACS_peak_10409_lociStitched	chr16	56943586	56952634	2	7935	65188.1256	1776.1224	324	1
4_MACS_peak_19669_lociStitched	chr3	151985324	152002004	4	11996	29685.396	2883.972	325	1
3_MACS_peak_23030_lociStitched	chr5	171601133	171616234	3	11151	41345.0279	2550.5589	326	1
1_MACS_peak_10674_lociStitched	chr16	79628832	79640739	1	11908	28988.7822	947.7972	327	1
2_MACS_peak_14555_lociStitched	chr2	47204601	47215089	2	9442	55944.0408	2092.356	330	1
3_MACS_peak_17202_lociStitched	chr20	61273070	61291004	3	11397	37184.3556	2537.661	333	1
2_MACS_peak_12921_lociStitched	chr19	1015282	1030085	2	11690	33216.4517	2936.9152	334	1
4_MACS_peak_13869_lociStitched	chr19	48880438	48902353	4	11738	32320.242	3037.419	336	1
3_MACS_peak_18054_lociStitched	chr22	39458982	39474377	3	11349	37308.243	2452.4235	337	1
2_MACS_peak_7160_lociStitched	chr12	125397458	125413069	2	11009	40562.0613	1562.6611	338	1
1_MACS_peak_11455_lociStitched	chr17	37909237	37916370	1	7134	67465.3406	1575.6797	339	1
1_MACS_peak_2228_lociStitched	chr1	197739993	197748645	1	8653	60091.6008	2471.8764	340	1
3_MACS_peak_24096_lociStitched	chr6	74220362	74234460	3	11246	37352.651	2885.8606	342	1
2_MACS_peak_1798_lociStitched	chr1	156709563	156722906	2	11167	37839.4137	2914.1112	343	1
4_MACS_peak_17115_lociStitched	chr20	52545962	52566634	4	11162	38187.3856	3464.6272	344	1
2_MACS_peak_27653_lociStitched	chr8	137189319	137201492	2	10680	42797.8334	2490.5958	346	1
3_MACS_peak_19174_lociStitched	chr3	101495513	101513342	3	11475	33076.3608	3145.0356	347	1
1_MACS_peak_16550_lociStitched	chr20	9489867	9499418	1	9552	51563.9388	1721.0902	348	1
1_MACS_peak_29364_lociStitched	chrX	48768074	48779446	1	11373	31166.1032	1115.5932	349	1
1_MACS_peak_24680_lociStitched	chr6	138186884	138196107	1	9224	54043.0908	2093.621	350	1
3_MACS_peak_23275_lociStitched	chr6	7135209	7147980	3	11089	35253.0684	2326.8762	351	1
3_MACS_peak_18479_lociStitched	chr3	20080074	20098151	3	11574	28039.2347	2859.7814	352	1
4_MACS_peak_12972_lociStitched	chr19	2040927	2062801	4	11072	36523.0178	4191.0584	353	1
4_MACS_peak_12936_lociStitched	chr19	1258401	1277520	4	10887	37934.0079	3540.8388	354	1
3_MACS_peak_14704_lociStitched	chr2	64430316	64443680	3	9977	46578.8856	2473.6764	355	1
3_MACS_peak_24745_lociStitched	chr6	143162764	143180102	3	10881	35756.1574	1612.434	356	1
1_MACS_peak_22402_lociStitched	chr5	109023753	109034480	1	10728	38248.1912	2234.4341	357	1
4_MACS_peak_24632_lociStitched	chr6	135322733	135344061	4	11017	35756.392	3516.9872	358	1
3_MACS_peak_10711_lociStitched	chr16	81841537	81857636	3	10948	33944.7415	1682.3455	360	1
3_MACS_peak_28357_lociStitched	chr9	93670963	93688434	3	8570	56483.743	2557.7544	361	1
3_MACS_peak_23492_lociStitched	chr6	26020348	26034852	3	10643	38071.5496	2387.3584	362	1
4_MACS_peak_14014_lociStitched	chr19	56145537	56167684	4	11096	31975.8386	2839.2454	363	1
2_MACS_peak_2963_lociStitched	chr10	6961663	6972968	2	7100	63686.7175	2025.856	364	1
3_MACS_peak_599_lociStitched	chr1	37930819	37946559	3	10662	37420.276	2439.7	365	1
2_MACS_peak_13550_lociStitched	chr19	35695312	35705998	2	7850	59517.8142	1964.0868	366	1
4_MACS_peak_9097_lociStitched	chr15	52959465	52977157	4	10998	32609.8944	2777.644	367	1
1_MACS_peak_22673_lociStitched	chr5	138720076	138730576	1	10501	38430	2064.3	368	1
1_MACS_peak_11426_lociStitched	chr17	36856180	36863879	1	7700	59736.541	1546.7291	369	1
1_MACS_peak_21264_lociStitched	chr4	144272726	144282505	1	9780	45749.0957	2243.3026	371	1
3_MACS_peak_2632_lociStitched	chr1	226308582	226317047	3	8044	58353.4775	2569.974	372	1
1_MACS_peak_9134_lociStitched	chr15	58582586	58591652	1	9067	50429.625	1735.2324	374	1
2_MACS_peak_6295_lociStitched	chr12	51711841	51722013	2	9736	45063.9944	2125.948	375	1
3_MACS_peak_12172_lociStitched	chr17	76163829	76183972	3	11147	28051.1418	2711.2478	376	1
1_MACS_peak_5729_lociStitched	chr12	4377736	4388573	1	10838	31725.3175	1702.4927	377	1
3_MACS_peak_14322_lociStitched	chr2	27374638	27389621	3	10090	41477.4389	2538.1202	378	1
2_MACS_peak_11726_lociStitched	chr17	47816016	47827690	2	9982	42207.347	2293.941	379	1
2_MACS_peak_3913_lociStitched	chr10	104401184	104413223	2	10580	34401.4425	1763.7135	380	1
4_MACS_peak_13916_lociStitched	chr19	50165971	50184389	4	10946	29848.2108	2860.3154	382	1
3_MACS_peak_982_lociStitched	chr1	66736702	66750332	3	10239	39092.203	2596.515	383	1
3_MACS_peak_6195_lociStitched	chr12	46776295	46787291	3	10395	36673.8592	2065.0488	385	1
2_MACS_peak_10794_lociStitched	chr16	89033337	89046162	2	9325	46485.495	1137.5775	386	1
4_MACS_peak_12959_lociStitched	chr19	1847231	1865659	4	10298	38630.6164	2883.982	387	1
3_MACS_peak_24482_lociStitched	chr6	117858878	117877313	3	10846	30633.4395	2730.2235	388	1
2_MACS_peak_27637_lociStitched	chr8	134576715	134585889	2	9013	49133.1918	1883.4222	389	1
2_MACS_peak_20839_lociStitched	chr4	84132486	84144278	2	9045	49206.8368	2227.5088	390	1
3_MACS_peak_1719_lociStitched	chr1	154942227	154957814	3	10290	38708.7558	4127.4376	391	1
2_MACS_peak_10978_lociStitched	chr17	6915025	6926051	2	7134	60055.3142	1617.5142	392	1
3_MACS_peak_8819_lociStitched	chr15	34619242	34635806	3	10006	39977.214	2708.214	394	1
3_MACS_peak_7094_lociStitched	chr12	122227374	122243860	3	9789	40567.1002	1149.0742	395	1
3_MACS_peak_7464_lociStitched	chr13	46269211	46280975	3	9900	39303.524	1190.5168	397	1
2_MACS_peak_25799_lociStitched	chr7	90351996	90367637	2	10614	31654.2558	2526.0215	398	1
1_MACS_peak_16128_lociStitched	chr2	217079657	217089096	1	9440	44080.13	1931.2194	399	1
3_MACS_peak_13865_lociStitched	chr19	48824065	48838017	3	10448	33388.5312	2675.9936	400	1
2_MACS_peak_20576_lociStitched	chr4	48194366	48206627	2	9613	42506.4348	2269.5111	401	1
4_MACS_peak_21525_lociStitched	chr4	185366815	185381647	4	10477	32993.784	2850.7104	402	1
3_MACS_peak_5499_lociStitched	chr11	118963218	118979795	3	10710	29144.0237	3202.6764	403	1
5_MACS_peak_12127_lociStitched	chr17	74773595	74788878	5	10766	26503.7786	1809.5072	405	1
4_MACS_peak_4271_lociStitched	chr11	3874469	3893383	4	10804	26852.2058	3258.8822	406	1
4_MACS_peak_5905_lociStitched	chr12	13242161	13255968	4	10303	33927.9411	2551.5336	407	1
4_MACS_peak_4981_lociStitched	chr11	67644659	67661735	4	9637	41704.7148	3000.2532	408	1
2_MACS_peak_12166_lociStitched	chr17	76116353	76129346	2	9513	41281.3596	2042.4996	409	1
2_MACS_peak_29783_lociStitched	chrX	119434989	119445669	2	10114	33353.64	843.72	410	1
1_MACS_peak_1141_lociStitched	chr1	87792638	87803060	1	10423	29511.9774	1461.1644	411	1
2_MACS_peak_10967_lociStitched	chr17	6063433	6071309	2	7686	54459.3896	1539.758	412	1
2_MACS_peak_14562_lociStitched	chr2	47526679	47539614	2	8080	52441.077	2065.7195	413	1
3_MACS_peak_5626_lociStitched	chr11	129233582	129249642	3	10301	32211.542	2720.564	415	1
1_MACS_peak_1853_lociStitched	chr1	160676429	160685117	1	8689	47479.92	2751.4896	419	1
3_MACS_peak_3540_lociStitched	chr10	74006724	74024472	3	9751	37400.3604	2816.6076	422	1
4_MACS_peak_24398_lociStitched	chr6	109186414	109206693	4	10224	31631.1842	3348.0629	424	1
4_MACS_peak_4950_lociStitched	chr11	67030029	67046958	4	10062	32911.6689	2358.2097	425	1
4_MACS_peak_27744_lociStitched	chr8	145732524	145754801	4	10377	28305.1562	2813.5851	426	1
1_MACS_peak_6567_lociStitched	chr12	72078937	72089065	1	10129	30896.4768	1909.128	427	1
3_MACS_peak_6701_lociStitched	chr12	92854455	92866289	3	8504	47711.1378	2209.4078	428	1
2_MACS_peak_6186_lociStitched	chr12	46119431	46132163	2	9832	34828.386	2034.5736	429	1
3_MACS_peak_1355_lociStitched	chr1	112134605	112148179	3	10059	30984.0124	1444.2736	431	1
2_MACS_peak_23634_lociStitched	chr6	30648711	30659511	2	9477	36913.32	1777.68	436	1
3_MACS_peak_28004_lociStitched	chr9	33445373	33459920	3	10181	28296.8244	2557.3626	438	1
3_MACS_peak_13294_lociStitched	chr19	13943815	13959163	3	9441	37275.6876	2211.6468	441	1
3_MACS_peak_23871_lociStitched	chr6	42737925	42752189	3	8939	42137.2824	2128.1888	442	1
3_MACS_peak_17393_lociStitched	chr21	34695937	34712529	3	8843	44811.6736	4045.1296	443	1
3_MACS_peak_22237_lociStitched	chr5	86408411	86420325	3	8849	42786.7482	2308.9332	444	1
4_MACS_peak_6906_lociStitched	chr12	109161832	109181241	4	9666	34909.0274	3049.1539	445	1
4_MACS_peak_2313_lociStitched	chr1	203236315	203248405	4	8877	43070.625	3356.184	447	1
2_MACS_peak_5547_lociStitched	chr11	122929033	122941781	2	8939	41668.1128	2572.5464	448	1
1_MACS_peak_9378_lociStitched	chr15	75334182	75341210	1	7029	53988.3932	1672.664	449	1
2_MACS_peak_23984_lociStitched	chr6	52430683	52443007	2	9855	30437.8152	2328.0036	450	1
2_MACS_peak_20167_lociStitched	chr3	196357905	196371210	2	9129	39715.425	3270.369	452	1
2_MACS_peak_20789_lociStitched	chr4	78735993	78749433	2	9574	32971.008	2097.984	454	1
2_MACS_peak_2149_lociStitched	chr1	184711326	184725732	2	9887	29811.7764	3371.004	455	1
2_MACS_peak_17490_lociStitched	chr21	41295760	41309237	2	8099	48143.8871	3381.3793	457	1
2_MACS_peak_22435_lociStitched	chr5	112256292	112266853	2	8100	46527.5416	1859.7921	458	1
2_MACS_peak_22569_lociStitched	chr5	130708670	130719210	2	9364	34990.692	1981.52	460	1
4_MACS_peak_28643_lociStitched	chr9	117369433	117382254	4	10015	26095.8634	2128.286	461	1
3_MACS_peak_18442_lociStitched	chr3	15835135	15851728	3	9730	30365.19	2601.7824	464	1
2_MACS_peak_3995_lociStitched	chr10	112172440	112185677	2	9674	30830.2967	2337.6542	465	1
2_MACS_peak_13004_lociStitched	chr19	2618179	2628885	2	7512	50747.5106	2609.0522	466	1
2_MACS_peak_20488_lociStitched	chr4	38124286	38136231	2	8871	39475.836	2121.432	467	1
2_MACS_peak_15552_lociStitched	chr2	153914532	153929038	2	9427	33671.3272	2496.4826	468	1
3_MACS_peak_2101_lociStitched	chr1	181095788	181105414	3	9417	33900.8468	2622.1224	469	1
3_MACS_peak_28675_lociStitched	chr9	123630346	123641526	3	8775	39733.72	1846.936	471	1
3_MACS_peak_6873_lociStitched	chr12	106528995	106543947	3	9838	26639.9784	2151.5928	475	1
4_MACS_peak_12168_lociStitched	chr17	76137510	76152261	4	9861	25812.7749	1839.4497	476	1
3_MACS_peak_24345_lociStitched	chr6	106585627	106595660	3	8380	42798.7714	1959.4449	477	1
2_MACS_peak_14734_lociStitched	chr2	65139917	65151158	2	8197	43955.6823	2040.2415	478	1
2_MACS_peak_20523_lociStitched	chr4	40302740	40312514	2	9140	34732.8864	1960.6644	480	1
2_MACS_peak_2619_lociStitched	chr1	226062637	226071662	2	8413	42277.6125	2387.1125	481	1
2_MACS_peak_17223_lociStitched	chr20	62358218	62371029	2	9478	30454.3092	2039.5112	482	1
2_MACS_peak_5586_lociStitched	chr11	126056725	126069080	2	7252	50303.3825	2193.0125	483	1
3_MACS_peak_13338_lociStitched	chr19	16180538	16198102	3	8875	37925.9452	2703.0996	485	1
4_MACS_peak_14230_lociStitched	chr2	20615819	20631055	4	9560	29119.0432	2465.1848	486	1
1_MACS_peak_25157_lociStitched	chr7	20254621	20262330	1	7710	46324.1519	1578.0323	488	1
3_MACS_peak_26940_lociStitched	chr8	38811624	38824347	3	9362	30944.8806	1883.004	489	1
1_MACS_peak_11462_lociStitched	chr17	38016449	38025023	1	8575	39316.077	1755.0978	490	1
1_MACS_peak_9625_lociStitched	chr15	90637530	90646621	1	9092	33866.7023	1741.8356	492	1
1_MACS_peak_4572_lociStitched	chr11	35159878	35168727	1	8850	36836.6172	2084.8244	493	1
2_MACS_peak_8313_lociStitched	chr14	72980400	72989843	2	8388	39979.7734	932.0241	494	1
2_MACS_peak_3061_lociStitched	chr10	15824893	15833138	2	7513	46827.4775	1412.3685	495	1
2_MACS_peak_13341_lociStitched	chr19	16221383	16231851	2	8786	36953.0868	2079.9916	496	1
1_MACS_peak_18037_lociStitched	chr22	39145951	39153297	1	7347	48001.7024	1535.314	498	1
2_MACS_peak_17103_lociStitched	chr20	52345442	52358573	2	8679	38254.5423	2397.7206	501	1
2_MACS_peak_26232_lociStitched	chr7	128572518	128582410	2	7294	48982.2164	2505.6436	504	1
2_MACS_peak_23565_lociStitched	chr6	27774537	27784219	2	9200	31388.0758	1826.9934	505	1
4_MACS_peak_27385_lociStitched	chr8	103816023	103827343	4	9124	31336.024	902.204	506	1
1_MACS_peak_19766_lociStitched	chr3	160116119	160123756	1	7638	46061.8018	2056.6441	507	1
2_MACS_peak_18079_lociStitched	chr22	39860642	39870688	2	9291	29934.0662	1836.4088	508	1
3_MACS_peak_23719_lociStitched	chr6	33279559	33292518	3	9047	33408.302	2357.2421	509	1
2_MACS_peak_28630_lociStitched	chr9	117127865	117136805	2	8772	35479.284	1449.174	510	1
3_MACS_peak_22851_lociStitched	chr5	150459506	150475863	3	9335	29658.5124	3096.3801	514	1
3_MACS_peak_12278_lociStitched	chr17	80405809	80423934	3	8521	38841.875	2867.375	515	1
2_MACS_peak_17960_lociStitched	chr22	36772610	36785224	2	9178	30591.4728	2255.3832	516	1
3_MACS_peak_10985_lociStitched	chr17	7136569	7147450	3	9189	29312.3259	1892.2059	519	1
2_MACS_peak_17110_lociStitched	chr20	52481578	52490654	2	8368	38308.8884	1718.9944	520	1
2_MACS_peak_17538_lociStitched	chr21	44725935	44734435	2	8046	41422.2	2032.35	521	1
2_MACS_peak_8073_lociStitched	chr14	50465507	50476730	2	7845	41648.553	953.955	524	1
3_MACS_peak_18047_lociStitched	chr22	39409138	39422161	3	8534	36640.2105	2069.3547	525	1
1_MACS_peak_14760_lociStitched	chr2	66659650	66668148	1	8499	36112.251	1257.704	526	1
2_MACS_peak_2125_lociStitched	chr1	183438801	183451278	2	8740	34825.8024	2829.7836	527	1
2_MACS_peak_6546_lociStitched	chr12	69195516	69207131	2	8148	39283.0915	1669.0755	529	1
3_MACS_peak_1384_lociStitched	chr1	115236649	115251583	3	9187	27378.5022	1312.6986	531	1
2_MACS_peak_26841_lociStitched	chr8	29405043	29416144	2	7376	45401.9799	1898.271	533	1
2_MACS_peak_23328_lociStitched	chr6	11722106	11733639	2	8845	31927.9572	1801.4546	535	1
3_MACS_peak_13432_lociStitched	chr19	19050258	19061294	3	9307	25333.138	1762.4492	536	1
3_MACS_peak_13925_lociStitched	chr19	50369584	50382033	3	8217	38716.39	2208.4526	537	1
1_MACS_peak_3420_lociStitched	chr10	63656376	63665201	1	8826	31783.2375	1628.2125	538	1
2_MACS_peak_13653_lociStitched	chr19	40645176	40654541	2	9260	25925.1295	1699.7475	539	1
1_MACS_peak_25798_lociStitched	chr7	90337233	90345379	1	8147	38482.5186	1405.185	540	1
2_MACS_peak_19386_lociStitched	chr3	124501972	124512088	2	8701	33132.9348	1618.56	541	1
1_MACS_peak_28960_lociStitched	chr9	139791704	139798468	1	6765	48325.398	1389.3256	543	1
2_MACS_peak_28856_lociStitched	chr9	132646203	132657791	2	8064	38775.7656	1883.05	550	1
3_MACS_peak_20319_lociStitched	chr4	9599032	9610806	3	8971	29001.7168	2008.6444	551	1
2_MACS_peak_12125_lociStitched	chr17	74721276	74735057	2	8623	33595.3218	2370.332	553	1
2_MACS_peak_28794_lociStitched	chr9	130731655	130744371	2	9077	26707.4148	2174.436	556	1
1_MACS_peak_7637_lociStitched	chr13	78689146	78696347	1	7202	44308.4731	1404.195	557	1
2_MACS_peak_18800_lociStitched	chr3	49054603	49067712	2	8543	33034.68	2180.0267	561	1
1_MACS_peak_24343_lociStitched	chr6	106439293	106446769	1	7477	41859.6192	1273.9104	562	1
1_MACS_peak_1504_lociStitched	chr1	145434045	145441176	1	7132	45399.5115	2363.2134	563	1
3_MACS_peak_16987_lociStitched	chr20	45172871	45191626	3	8586	33123.2055	2839.507	564	1
2_MACS_peak_25517_lociStitched	chr7	52774498	52788436	2	8673	31246.2084	1995.9216	565	1
3_MACS_peak_28678_lociStitched	chr9	123653430	123667560	3	7992	38302.191	2178.846	567	1
2_MACS_peak_6739_lociStitched	chr12	94541191	94552997	2	8608	31557.438	1877.154	569	1
1_MACS_peak_14000_lociStitched	chr19	55763889	55772316	1	8428	33242.8296	1531.1859	570	1
2_MACS_peak_25947_lociStitched	chr7	101921668	101935990	2	8960	26243.6328	1993.6224	576	1
2_MACS_peak_7839_lociStitched	chr13	115039342	115048695	2	8081	35889.3316	1844.4116	582	1
1_MACS_peak_19660_lociStitched	chr3	150315320	150323639	1	8320	33151.215	1563.1401	583	1
2_MACS_peak_16603_lociStitched	chr20	17827697	17838763	2	7401	41291.6724	1757.2808	585	1
2_MACS_peak_19667_lociStitched	chr3	151911064	151919837	2	8533	30191.4022	1500.183	586	1
2_MACS_peak_17786_lociStitched	chr22	24822592	24832072	2	7944	36520.752	1644.78	587	1
2_MACS_peak_2067_lociStitched	chr1	178544420	178552008	2	6804	45882.3596	2285.5056	588	1
3_MACS_peak_1685_lociStitched	chr1	153929344	153941564	3	8449	32673.836	3218.748	590	1
1_MACS_peak_18398_lociStitched	chr3	13371460	13378188	1	6729	45078.9456	1159.9072	591	1
1_MACS_peak_13211_lociStitched	chr19	11199490	11208180	1	8691	26521.88	1512.929	600	1
2_MACS_peak_1864_lociStitched	chr1	161007770	161018289	2	7065	43411.913	2564.5322	601	1
2_MACS_peak_26037_lociStitched	chr7	106503992	106513650	2	7869	36986.2768	2769.9144	602	1
2_MACS_peak_2075_lociStitched	chr1	179048821	179058942	2	7986	35319.2537	2343.0115	604	1
3_MACS_peak_9628_lociStitched	chr15	90721467	90736252	3	7650	38177.827	2377.428	609	1
1_MACS_peak_1796_lociStitched	chr1	156626931	156635272	1	8342	31043.5338	2376.3509	610	1
3_MACS_peak_11237_lociStitched	chr17	27219536	27230774	3	8531	28053.4194	2232.9906	611	1
2_MACS_peak_12152_lociStitched	chr17	75434576	75442947	2	7158	40534.0562	1431.441	614	1
2_MACS_peak_8701_lociStitched	chr15	23660154	23669486	2	7400	38888.3104	1672.2944	615	1
2_MACS_peak_9379_lociStitched	chr15	75352982	75363321	2	8094	32736.3757	2067.8	616	1
2_MACS_peak_1824_lociStitched	chr1	159036095	159048304	2	7085	42622.8399	3096.2024	617	1
2_MACS_peak_1722_lociStitched	chr1	154971127	154979633	2	8407	28781.7522	1836.4454	618	1
2_MACS_peak_6395_lociStitched	chr12	56726388	56734300	2	7414	37957.0288	1407.5448	623	1
3_MACS_peak_18720_lociStitched	chr3	46130294	46141418	3	7887	34390.9584	2228.1372	624	1
3_MACS_peak_3918_lociStitched	chr10	104531649	104543116	3	8468	27628.5898	2369.0822	625	1
2_MACS_peak_1697_lociStitched	chr1	154296825	154308087	2	7124	41233.5606	2682.6084	626	1
2_MACS_peak_1338_lociStitched	chr1	111323374	111331698	2	7262	38377.802	965.584	627	1
2_MACS_peak_20212_lociStitched	chr4	1712478	1725359	2	7976	32643.0302	1796.8995	628	1
2_MACS_peak_13615_lociStitched	chr19	39338549	39349034	2	8273	28975.2975	1512.9855	629	1
2_MACS_peak_11230_lociStitched	chr17	27046078	27056621	2	8001	31924.204	2065.3737	633	1
3_MACS_peak_23649_lociStitched	chr6	31157778	31173032	3	7930	32840.3366	2338.4382	635	1
3_MACS_peak_26811_lociStitched	chr8	28195146	28207391	3	8032	31530.875	2220.0185	636	1
3_MACS_peak_12110_lociStitched	chr17	74257728	74268606	3	8248	28105.4886	1517.481	637	1
3_MACS_peak_21185_lociStitched	chr4	129724325	129741427	3	8399	27014.3192	2515.7042	638	1
2_MACS_peak_1711_lociStitched	chr1	154755725	154765719	2	7157	39851.075	2742.3536	639	1
2_MACS_peak_27464_lociStitched	chr8	118450459	118457555	2	6853	40789.9368	1546.2184	642	1
3_MACS_peak_1871_lociStitched	chr1	161122694	161137591	3	7573	37109.9167	3691.4766	643	1
3_MACS_peak_15197_lociStitched	chr2	109829601	109843133	3	8081	30562.022	2431.7004	644	1
3_MACS_peak_14788_lociStitched	chr2	68988967	69003742	3	8212	29096.4075	2634.3825	645	1
1_MACS_peak_22360_lociStitched	chr5	100235029	100241752	1	6724	41464.1025	1407.7962	646	1
1_MACS_peak_6408_lociStitched	chr12	57076549	57083804	1	7256	37376.309	1310.9785	647	1
2_MACS_peak_26780_lociStitched	chr8	26428292	26437491	2	7976	30848.8465	1749.6498	648	1
2_MACS_peak_16736_lociStitched	chr20	31257643	31270357	2	7807	32631.7524	1816.8306	650	1
1_MACS_peak_18498_lociStitched	chr3	23846899	23854856	1	7958	29980.3846	1278.6899	659	1
2_MACS_peak_12995_lociStitched	chr19	2468773	2480336	2	7968	30550.6023	2350.7579	665	1
4_MACS_peak_26221_lociStitched	chr7	128162741	128178123	4	8128	28921.2364	2817.9824	666	1
2_MACS_peak_29975_lociStitched	chrX	153189263	153200752	2	7320	35451.6073	996.0963	667	1
