#17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_ROSE/17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam
#Using cutoff of 23455.9689 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isStretch
4_MACS_peak_19727_lociStitched	chr3	156804715	156824277	4	11443	70337.1272	5052.8646	260	1
1_MACS_peak_9483_lociStitched	chr15	81584997	81596435	1	11439	54432.2982	2531.2294	261	1
3_MACS_peak_5032_lociStitched	chr11	71413785	71426911	3	11402	54787.924	2668.5158	262	1
3_MACS_peak_1854_lociStitched	chr1	160695174	160715353	3	11401	54594.2845	5006.4099	263	1
3_MACS_peak_17202_lociStitched	chr20	61273070	61291004	3	11397	37184.3556	2537.661	264	1
1_MACS_peak_29364_lociStitched	chrX	48768074	48779446	1	11373	31166.1032	1115.5932	265	1
3_MACS_peak_18054_lociStitched	chr22	39458982	39474377	3	11349	37308.243	2452.4235	266	1
1_MACS_peak_22811_lociStitched	chr5	148204541	148215876	1	11336	46979.041	2577.579	267	1
3_MACS_peak_24096_lociStitched	chr6	74220362	74234460	3	11246	37352.651	2885.8606	268	1
3_MACS_peak_17555_lociStitched	chr21	45194839	45210684	3	11242	45471.981	3623.7515	269	1
2_MACS_peak_23929_lociStitched	chr6	45386680	45402502	2	11195	63386.0964	2314.7586	270	1
2_MACS_peak_1798_lociStitched	chr1	156709563	156722906	2	11167	37839.4137	2914.1112	271	1
4_MACS_peak_17115_lociStitched	chr20	52545962	52566634	4	11162	38187.3856	3464.6272	272	1
5_MACS_peak_2186_lociStitched	chr1	192498637	192521130	5	11162	57827.2537	5310.5973	273	1
3_MACS_peak_23030_lociStitched	chr5	171601133	171616234	3	11151	41345.0279	2550.5589	274	1
2_MACS_peak_17099_lociStitched	chr20	52267651	52279274	2	11148	63689.3908	2168.8518	275	1
3_MACS_peak_12172_lociStitched	chr17	76163829	76183972	3	11147	28051.1418	2711.2478	276	1
1_MACS_peak_24388_lociStitched	chr6	108986320	108997462	1	11143	44973.5688	1693.584	277	1
5_MACS_peak_4942_lociStitched	chr11	66861855	66889841	5	11113	21025.8818	3526.236	278	1
4_MACS_peak_14014_lociStitched	chr19	56145537	56167684	4	11096	31975.8386	2839.2454	279	1
3_MACS_peak_23275_lociStitched	chr6	7135209	7147980	3	11089	35253.0684	2326.8762	280	1
3_MACS_peak_454_lociStitched	chr1	28827011	28846143	3	11086	24862.034	3288.7908	281	1
2_MACS_peak_21666_lociStitched	chr5	6475261	6487201	2	11075	97158.168	2029.8	282	1
4_MACS_peak_12972_lociStitched	chr19	2040927	2062801	4	11072	36523.0178	4191.0584	283	1
1_MACS_peak_6286_lociStitched	chr12	51312074	51323139	1	11066	42211.8685	2133.332	284	1
4_MACS_peak_24632_lociStitched	chr6	135322733	135344061	4	11017	35756.392	3516.9872	285	1
2_MACS_peak_7160_lociStitched	chr12	125397458	125413069	2	11009	40562.0613	1562.6611	286	1
3_MACS_peak_3425_lociStitched	chr10	63798117	63814681	3	10998	52054.0264	2747.9676	287	1
4_MACS_peak_9097_lociStitched	chr15	52959465	52977157	4	10998	32609.8944	2777.644	288	1
3_MACS_peak_16875_lociStitched	chr20	37486910	37505944	3	10992	132128.3178	3251.0072	289	1
5_MACS_peak_22910_lociStitched	chr5	156339573	156361507	5	10990	44773.8742	3296.6802	290	1
3_MACS_peak_10711_lociStitched	chr16	81841537	81857636	3	10948	33944.7415	1682.3455	291	1
4_MACS_peak_13916_lociStitched	chr19	50165971	50184389	4	10946	29848.2108	2860.3154	292	1
5_MACS_peak_13091_lociStitched	chr19	6765552	6789475	5	10916	22856.0342	4901.8227	293	1
4_MACS_peak_12936_lociStitched	chr19	1258401	1277520	4	10887	37934.0079	3540.8388	294	1
3_MACS_peak_24745_lociStitched	chr6	143162764	143180102	3	10881	35756.1574	1612.434	295	1
2_MACS_peak_2381_lociStitched	chr1	206282036	206295531	2	10857	108534.887	3622.058	296	1
3_MACS_peak_24482_lociStitched	chr6	117858878	117877313	3	10846	30633.4395	2730.2235	297	1
1_MACS_peak_5729_lociStitched	chr12	4377736	4388573	1	10838	31725.3175	1702.4927	298	1
2_MACS_peak_6666_lociStitched	chr12	89738070	89749542	2	10805	64554.0912	2250.8064	299	1
4_MACS_peak_4271_lociStitched	chr11	3874469	3893383	4	10804	26852.2058	3258.8822	300	1
3_MACS_peak_14477_lociStitched	chr2	42323185	42334808	3	10790	73738.6366	2331.5738	301	1
6_MACS_peak_18740_lociStitched	chr3	46421350	46438801	6	10782	14664.0753	2757.258	302	1
5_MACS_peak_12127_lociStitched	chr17	74773595	74788878	5	10766	26503.7786	1809.5072	303	1
1_MACS_peak_22402_lociStitched	chr5	109023753	109034480	1	10728	38248.1912	2234.4341	304	1
2_MACS_peak_8766_lociStitched	chr15	31546356	31560805	2	10723	126136.8802	2892.6898	305	1
3_MACS_peak_5499_lociStitched	chr11	118963218	118979795	3	10710	29144.0237	3202.6764	306	1
2_MACS_peak_27653_lociStitched	chr8	137189319	137201492	2	10680	42797.8334	2490.5958	307	1
4_MACS_peak_7891_lociStitched	chr14	23024066	23040324	4	10676	21923.913	1263.2466	308	1
3_MACS_peak_599_lociStitched	chr1	37930819	37946559	3	10662	37420.276	2439.7	309	1
2_MACS_peak_23519_lociStitched	chr6	26355385	26367580	2	10647	65243.25	2185.344	310	1
3_MACS_peak_23492_lociStitched	chr6	26020348	26034852	3	10643	38071.5496	2387.3584	311	1
4_MACS_peak_11030_lociStitched	chr17	8088540	8104315	4	10618	21111.6825	2770.09	312	1
2_MACS_peak_25799_lociStitched	chr7	90351996	90367637	2	10614	31654.2558	2526.0215	313	1
1_MACS_peak_27300_lociStitched	chr8	95953140	95963741	1	10602	24081.2316	918.0466	314	1
3_MACS_peak_9675_lociStitched	chr15	93346384	93364576	3	10601	52269.2544	2608.7328	315	1
1_MACS_peak_11615_lociStitched	chr17	43298033	43308624	1	10592	72857.6072	2285.5378	316	1
2_MACS_peak_3913_lociStitched	chr10	104401184	104413223	2	10580	34401.4425	1763.7135	317	1
2_MACS_peak_25472_lociStitched	chr7	47513302	47524534	2	10548	52960.0032	2301.4368	318	1
2_MACS_peak_10481_lociStitched	chr16	66549124	66560484	2	10548	111301.872	2494.656	319	1
1_MACS_peak_16256_lociStitched	chr2	231729235	231739751	1	10517	58002.0496	1005.3296	320	1
1_MACS_peak_22673_lociStitched	chr5	138720076	138730576	1	10501	38430	2064.3	321	1
1_MACS_peak_20985_lociStitched	chr4	105407122	105417605	1	10484	67844.9277	1752.7576	322	1
4_MACS_peak_4217_lociStitched	chr11	789006	811047	4	10478	25622.6625	2898.3915	323	1
4_MACS_peak_21525_lociStitched	chr4	185366815	185381647	4	10477	32993.784	2850.7104	324	1
4_MACS_peak_19238_lociStitched	chr3	111838407	111854436	4	10477	16088.3073	2867.5881	325	1
3_MACS_peak_25660_lociStitched	chr7	74057037	74076721	3	10472	25949.4172	2968.3472	326	1
3_MACS_peak_13865_lociStitched	chr19	48824065	48838017	3	10448	33388.5312	2675.9936	327	1
2_MACS_peak_27219_lociStitched	chr8	81073610	81084498	2	10444	20813.5008	2006.6584	328	1
1_MACS_peak_1141_lociStitched	chr1	87792638	87803060	1	10423	29511.9774	1461.1644	329	1
3_MACS_peak_7057_lociStitched	chr12	120966132	120978176	3	10421	12917.19	1326.0444	330	1
3_MACS_peak_19916_lociStitched	chr3	178230191	178241410	3	10416	71235.0405	2736.3141	331	1
4_MACS_peak_4773_lociStitched	chr11	62307897	62325896	4	10415	19521.7154	2881.6399	332	1
2_MACS_peak_20069_lociStitched	chr3	186779536	186792502	2	10409	82706.2242	3815.8938	333	1
1_MACS_peak_9124_lociStitched	chr15	56656088	56666490	1	10403	81141.8412	1950.375	334	1
3_MACS_peak_6195_lociStitched	chr12	46776295	46787291	3	10395	36673.8592	2065.0488	335	1
3_MACS_peak_23567_lociStitched	chr6	27791112	27808230	3	10385	51706.6308	2571.1236	336	1
4_MACS_peak_27744_lociStitched	chr8	145732524	145754801	4	10377	28305.1562	2813.5851	337	1
3_MACS_peak_23431_lociStitched	chr6	20201544	20214282	3	10353	24912.9804	2192.2098	338	1
4_MACS_peak_5905_lociStitched	chr12	13242161	13255968	4	10303	33927.9411	2551.5336	339	1
3_MACS_peak_5626_lociStitched	chr11	129233582	129249642	3	10301	32211.542	2720.564	340	1
4_MACS_peak_12959_lociStitched	chr19	1847231	1865659	4	10298	38630.6164	2883.982	341	1
4_MACS_peak_9484_lociStitched	chr15	81608941	81624449	4	10294	19253.182	2749.5684	342	1
3_MACS_peak_1719_lociStitched	chr1	154942227	154957814	3	10290	38708.7558	4127.4376	343	1
5_MACS_peak_405_lociStitched	chr1	27147031	27167230	5	10276	19152.6918	2947.0341	344	1
2_MACS_peak_17385_lociStitched	chr21	34600577	34613163	2	10243	65736.678	3087.3458	345	1
3_MACS_peak_982_lociStitched	chr1	66736702	66750332	3	10239	39092.203	2596.515	346	1
4_MACS_peak_24398_lociStitched	chr6	109186414	109206693	4	10224	31631.1842	3348.0629	347	1
1_MACS_peak_2319_lociStitched	chr1	203288206	203298404	1	10199	175053.769	3872.1806	348	1
3_MACS_peak_28004_lociStitched	chr9	33445373	33459920	3	10181	28296.8244	2557.3626	349	1
3_MACS_peak_11005_lociStitched	chr17	7475176	7488496	3	10154	24384.924	2450.88	350	1
1_MACS_peak_6567_lociStitched	chr12	72078937	72089065	1	10129	30896.4768	1909.128	351	1
3_MACS_peak_16956_lociStitched	chr20	43678142	43693082	3	10125	25741.62	2330.64	352	1
2_MACS_peak_29783_lociStitched	chrX	119434989	119445669	2	10114	33353.64	843.72	353	1
3_MACS_peak_14322_lociStitched	chr2	27374638	27389621	3	10090	41477.4389	2538.1202	354	1
2_MACS_peak_26092_lociStitched	chr7	114561651	114574037	2	10089	71666.6346	3541.1574	355	1
4_MACS_peak_4950_lociStitched	chr11	67030029	67046958	4	10062	32911.6689	2358.2097	356	1
5_MACS_peak_5516_lociStitched	chr11	120195600	120216620	5	10062	18136.056	3117.266	357	1
3_MACS_peak_1355_lociStitched	chr1	112134605	112148179	3	10059	30984.0124	1444.2736	358	1
4_MACS_peak_28643_lociStitched	chr9	117369433	117382254	4	10015	26095.8634	2128.286	359	1
3_MACS_peak_8819_lociStitched	chr15	34619242	34635806	3	10006	39977.214	2708.214	360	1
2_MACS_peak_20693_lociStitched	chr4	71541667	71555344	2	10005	77057.5857	2346.9732	361	1
3_MACS_peak_22495_lociStitched	chr5	121647118	121660632	3	9987	16051.9292	1804.119	362	1
2_MACS_peak_11726_lociStitched	chr17	47816016	47827690	2	9982	42207.347	2293.941	363	1
3_MACS_peak_14704_lociStitched	chr2	64430316	64443680	3	9977	46578.8856	2473.6764	364	1
2_MACS_peak_28035_lociStitched	chr9	35066332	35080864	2	9977	24823.5624	2489.3316	365	1
3_MACS_peak_19814_lociStitched	chr3	169656758	169668399	3	9952	67620.2408	3446.9001	366	1
1_MACS_peak_11913_lociStitched	chr17	62132480	62142415	1	9936	11093.421	1569.73	367	1
3_MACS_peak_9188_lociStitched	chr15	63765098	63780253	3	9925	21218.5155	2699.1055	368	1
1_MACS_peak_18063_lociStitched	chr22	39539737	39549646	1	9910	23482.3482	1616.1579	369	1
3_MACS_peak_2590_lociStitched	chr1	223899453	223915719	3	9910	22684.5636	3752.5662	370	1
3_MACS_peak_7464_lociStitched	chr13	46269211	46280975	3	9900	39303.524	1190.5168	371	1
3_MACS_peak_27379_lociStitched	chr8	103659150	103669918	3	9888	12805.3056	1118.7952	372	1
2_MACS_peak_2149_lociStitched	chr1	184711326	184725732	2	9887	29811.7764	3371.004	373	1
4_MACS_peak_12168_lociStitched	chr17	76137510	76152261	4	9861	25812.7749	1839.4497	374	1
2_MACS_peak_23984_lociStitched	chr6	52430683	52443007	2	9855	30437.8152	2328.0036	375	1
3_MACS_peak_2616_lociStitched	chr1	226034433	226045424	3	9852	20905.9811	2637.84	376	1
3_MACS_peak_6873_lociStitched	chr12	106528995	106543947	3	9838	26639.9784	2151.5928	377	1
1_MACS_peak_2689_lociStitched	chr1	228743996	228753828	1	9833	4717.3936	4426.3664	378	1
2_MACS_peak_6186_lociStitched	chr12	46119431	46132163	2	9832	34828.386	2034.5736	379	1
2_MACS_peak_17156_lociStitched	chr20	56047649	56058388	2	9811	63914.2324	1666.6928	380	1
1_MACS_peak_23073_lociStitched	chr5	175076703	175086502	1	9800	22715.0619	1622.7144	381	1
3_MACS_peak_7094_lociStitched	chr12	122227374	122243860	3	9789	40567.1002	1149.0742	382	1
5_MACS_peak_4853_lociStitched	chr11	64845397	64865114	5	9785	20012.755	2870.7952	383	1
1_MACS_peak_21264_lociStitched	chr4	144272726	144282505	1	9780	45749.0957	2243.3026	384	1
4_MACS_peak_9733_lociStitched	chr15	101675265	101692388	4	9780	25763.2658	2606.1206	385	1
3_MACS_peak_3540_lociStitched	chr10	74006724	74024472	3	9751	37400.3604	2816.6076	386	1
2_MACS_peak_22870_lociStitched	chr5	151127636	151139075	2	9740	23892.6393	1921.752	387	1
2_MACS_peak_6295_lociStitched	chr12	51711841	51722013	2	9736	45063.9944	2125.948	388	1
3_MACS_peak_18442_lociStitched	chr3	15835135	15851728	3	9730	30365.19	2601.7824	389	1
2_MACS_peak_15261_lociStitched	chr2	112455752	112465718	2	9725	82413.837	2209.4622	390	1
2_MACS_peak_9965_lociStitched	chr16	11668756	11681829	2	9721	19049.9756	2274.702	391	1
4_MACS_peak_16818_lociStitched	chr20	34677714	34690239	4	9713	15597.3825	2046.585	392	1
2_MACS_peak_18725_lociStitched	chr3	46245679	46257265	2	9685	76459.4898	2449.2804	393	1
4_MACS_peak_399_lociStitched	chr1	27059940	27072849	4	9675	17415.5319	2461.7463	394	1
2_MACS_peak_3995_lociStitched	chr10	112172440	112185677	2	9674	30830.2967	2337.6542	395	1
2_MACS_peak_16220_lociStitched	chr2	227655494	227666685	2	9668	23384.7136	1642.8388	396	1
4_MACS_peak_6906_lociStitched	chr12	109161832	109181241	4	9666	34909.0274	3049.1539	397	1
1_MACS_peak_300_lociStitched	chr1	23849230	23858893	1	9664	72691.8501	1888.1502	398	1
2_MACS_peak_21513_lociStitched	chr4	185201000	185211115	2	9648	138674.627	2551.003	399	1
3_MACS_peak_24892_lociStitched	chr6	160389216	160405012	3	9647	16102.4424	1251.0432	400	1
2_MACS_peak_17747_lociStitched	chr22	23477857	23488726	2	9644	57379.6248	2075.979	401	1
4_MACS_peak_6443_lociStitched	chr12	58134725	58151064	4	9643	14489.4252	2526.0094	402	1
2_MACS_peak_4736_lociStitched	chr11	60602558	60613400	2	9637	18859.659	1924.455	403	1
4_MACS_peak_4981_lociStitched	chr11	67644659	67661735	4	9637	41704.7148	3000.2532	404	1
2_MACS_peak_20576_lociStitched	chr4	48194366	48206627	2	9613	42506.4348	2269.5111	405	1
4_MACS_peak_4131_lociStitched	chr10	126407356	126424231	4	9610	23203.125	2634.1875	406	1
4_MACS_peak_1906_lociStitched	chr1	161768848	161779830	4	9604	14456.7048	2346.8534	407	1
2_MACS_peak_7326_lociStitched	chr13	30943686	30957888	2	9599	21827.0538	1428.7212	408	1
3_MACS_peak_15030_lociStitched	chr2	89049793	89066630	3	9580	64182.644	3025.6089	409	1
3_MACS_peak_743_lociStitched	chr1	44289804	44305634	3	9578	24834.104	2591.371	410	1
2_MACS_peak_20789_lociStitched	chr4	78735993	78749433	2	9574	32971.008	2097.984	411	1
4_MACS_peak_14230_lociStitched	chr2	20615819	20631055	4	9560	29119.0432	2465.1848	412	1
1_MACS_peak_16550_lociStitched	chr20	9489867	9499418	1	9552	51563.9388	1721.0902	413	1
2_MACS_peak_2675_lociStitched	chr1	228268857	228279367	2	9543	19734.627	2523.451	414	1
2_MACS_peak_9350_lociStitched	chr15	74831580	74845872	2	9517	22572.7848	2252.4192	415	1
2_MACS_peak_12166_lociStitched	chr17	76116353	76129346	2	9513	41281.3596	2042.4996	416	1
1_MACS_peak_12793_lociStitched	chr18	60821885	60831365	1	9481	120331.536	2170.92	417	1
2_MACS_peak_17223_lociStitched	chr20	62358218	62371029	2	9478	30454.3092	2039.5112	418	1
2_MACS_peak_23634_lociStitched	chr6	30648711	30659511	2	9477	36913.32	1777.68	419	1
3_MACS_peak_28651_lociStitched	chr9	117660172	117673320	3	9448	13573.9952	2335.0848	420	1
2_MACS_peak_14555_lociStitched	chr2	47204601	47215089	2	9442	55944.0408	2092.356	421	1
3_MACS_peak_13294_lociStitched	chr19	13943815	13959163	3	9441	37275.6876	2211.6468	422	1
1_MACS_peak_16128_lociStitched	chr2	217079657	217089096	1	9440	44080.13	1931.2194	423	1
2_MACS_peak_25268_lociStitched	chr7	29712943	29726379	2	9432	21685.704	2001.964	424	1
2_MACS_peak_15552_lociStitched	chr2	153914532	153929038	2	9427	33671.3272	2496.4826	425	1
3_MACS_peak_2101_lociStitched	chr1	181095788	181105414	3	9417	33900.8468	2622.1224	426	1
1_MACS_peak_1505_lociStitched	chr1	145448687	145458068	1	9382	68355.5946	3085.4109	427	1
2_MACS_peak_4573_lociStitched	chr11	35183559	35196757	2	9374	23967.568	2664.6762	428	1
2_MACS_peak_22569_lociStitched	chr5	130708670	130719210	2	9364	34990.692	1981.52	429	1
3_MACS_peak_26940_lociStitched	chr8	38811624	38824347	3	9362	30944.8806	1883.004	430	1
2_MACS_peak_10919_lociStitched	chr17	4267894	4281136	2	9341	23226.468	2343.834	431	1
3_MACS_peak_22851_lociStitched	chr5	150459506	150475863	3	9335	29658.5124	3096.3801	432	1
2_MACS_peak_10794_lociStitched	chr16	89033337	89046162	2	9325	46485.495	1137.5775	433	1
3_MACS_peak_11736_lociStitched	chr17	48225030	48239318	3	9309	17775.7008	2050.328	434	1
3_MACS_peak_13432_lociStitched	chr19	19050258	19061294	3	9307	25333.138	1762.4492	435	1
3_MACS_peak_10887_lociStitched	chr17	2294411	2306213	3	9304	15754.4898	1661.7216	436	1
2_MACS_peak_5434_lociStitched	chr11	115090307	115102449	2	9296	78869.5752	2238.9848	437	1
2_MACS_peak_18079_lociStitched	chr22	39860642	39870688	2	9291	29934.0662	1836.4088	438	1
2_MACS_peak_23066_lociStitched	chr5	173696453	173709934	2	9269	68854.2075	2452.1939	439	1
4_MACS_peak_14976_lociStitched	chr2	86290409	86308549	4	9263	16122.832	2967.704	440	1
4_MACS_peak_3584_lociStitched	chr10	75909574	75927755	4	9261	15697.4754	2458.0712	441	1
2_MACS_peak_13653_lociStitched	chr19	40645176	40654541	2	9260	25925.1295	1699.7475	442	1
3_MACS_peak_5591_lociStitched	chr11	126172941	126189724	3	9260	23229.3503	2686.9583	443	1
3_MACS_peak_9727_lociStitched	chr15	101458008	101472343	3	9234	22619.1965	2091.4765	444	1
2_MACS_peak_9112_lociStitched	chr15	55568645	55583202	2	9228	18007.009	2088.9295	445	1
1_MACS_peak_24680_lociStitched	chr6	138186884	138196107	1	9224	54043.0908	2093.621	446	1
1_MACS_peak_4886_lociStitched	chr11	65336185	65345396	1	9212	21565.7143	1728.9047	447	1
3_MACS_peak_11624_lociStitched	chr17	43516900	43531679	3	9205	22181.8011	2004.0324	448	1
3_MACS_peak_29766_lociStitched	chrX	118815221	118828055	3	9204	20816.748	1034.4204	449	1
2_MACS_peak_15335_lociStitched	chr2	120059937	120071750	2	9202	21446.5015	1910.1621	450	1
2_MACS_peak_23565_lociStitched	chr6	27774537	27784219	2	9200	31388.0758	1826.9934	451	1
3_MACS_peak_10985_lociStitched	chr17	7136569	7147450	3	9189	29312.3259	1892.2059	452	1
3_MACS_peak_1384_lociStitched	chr1	115236649	115251583	3	9187	27378.5022	1312.6986	453	1
2_MACS_peak_17960_lociStitched	chr22	36772610	36785224	2	9178	30591.4728	2255.3832	454	1
1_MACS_peak_20681_lociStitched	chr4	69434595	69443765	1	9171	66558.611	1601.999	455	1
4_MACS_peak_16658_lociStitched	chr20	23329788	23348075	4	9167	23762.1278	2426.6849	456	1
1_MACS_peak_21626_lociStitched	chr5	1311666	1320822	1	9157	125586.4428	1705.7628	457	1
4_MACS_peak_14888_lociStitched	chr2	74681718	74700904	4	9157	24901.5094	2950.8068	458	1
5_MACS_peak_13181_lociStitched	chr19	10522081	10539255	5	9153	19207.4016	2169.0762	459	1
2_MACS_peak_20523_lociStitched	chr4	40302740	40312514	2	9140	34732.8864	1960.6644	460	1
5_MACS_peak_3828_lociStitched	chr10	99159214	99187095	5	9134	15588.2671	3677.5039	461	1
2_MACS_peak_20167_lociStitched	chr3	196357905	196371210	2	9129	39715.425	3270.369	462	1
4_MACS_peak_27385_lociStitched	chr8	103816023	103827343	4	9124	31336.024	902.204	463	1
1_MACS_peak_19899_lociStitched	chr3	176911739	176920855	1	9117	70906.0712	2359.2208	464	1
1_MACS_peak_9625_lociStitched	chr15	90637530	90646621	1	9092	33866.7023	1741.8356	465	1
4_MACS_peak_27750_lociStitched	chr8	146010759	146030931	4	9085	12452.1756	2586.0504	466	1
2_MACS_peak_28794_lociStitched	chr9	130731655	130744371	2	9077	26707.4148	2174.436	467	1
1_MACS_peak_17750_lociStitched	chr22	23517328	23526399	1	9072	25182.9102	1821.4568	468	1
4_MACS_peak_11690_lociStitched	chr17	46544797	46562035	4	9070	10906.4826	2425.3866	469	1
1_MACS_peak_9134_lociStitched	chr15	58582586	58591652	1	9067	50429.625	1735.2324	470	1
3_MACS_peak_23719_lociStitched	chr6	33279559	33292518	3	9047	33408.302	2357.2421	471	1
2_MACS_peak_20839_lociStitched	chr4	84132486	84144278	2	9045	49206.8368	2227.5088	472	1
2_MACS_peak_27637_lociStitched	chr8	134576715	134585889	2	9013	49133.1918	1883.4222	473	1
1_MACS_peak_16997_lociStitched	chr20	45978274	45987284	1	9011	61277.911	1846.149	474	1
3_MACS_peak_578_lociStitched	chr1	36614129	36627610	3	9011	25559.976	2161.0043	475	1
2_MACS_peak_10596_lociStitched	chr16	70461127	70474154	2	8979	19728.0888	1856.3475	476	1
3_MACS_peak_20319_lociStitched	chr4	9599032	9610806	3	8971	29001.7168	2008.6444	477	1
2_MACS_peak_25947_lociStitched	chr7	101921668	101935990	2	8960	26243.6328	1993.6224	478	1
4_MACS_peak_4842_lociStitched	chr11	64611284	64634223	4	8943	26519.7779	3099.0589	479	1
2_MACS_peak_5547_lociStitched	chr11	122929033	122941781	2	8939	41668.1128	2572.5464	480	1
3_MACS_peak_23871_lociStitched	chr6	42737925	42752189	3	8939	42137.2824	2128.1888	481	1
2_MACS_peak_16768_lociStitched	chr20	32461603	32473789	2	8932	92172.4668	2241.0054	482	1
2_MACS_peak_28439_lociStitched	chr9	98267145	98279600	2	8895	24949.856	1565.5935	483	1
4_MACS_peak_2313_lociStitched	chr1	203236315	203248405	4	8877	43070.625	3356.184	484	1
3_MACS_peak_13338_lociStitched	chr19	16180538	16198102	3	8875	37925.9452	2703.0996	485	1
2_MACS_peak_20488_lociStitched	chr4	38124286	38136231	2	8871	39475.836	2121.432	486	1
1_MACS_peak_23332_lociStitched	chr6	11827867	11836718	1	8852	77685.227	2106.538	487	1
1_MACS_peak_4572_lociStitched	chr11	35159878	35168727	1	8850	36836.6172	2084.8244	488	1
3_MACS_peak_22237_lociStitched	chr5	86408411	86420325	3	8849	42786.7482	2308.9332	489	1
2_MACS_peak_23328_lociStitched	chr6	11722106	11733639	2	8845	31927.9572	1801.4546	490	1
3_MACS_peak_17393_lociStitched	chr21	34695937	34712529	3	8843	44811.6736	4045.1296	491	1
1_MACS_peak_5514_lociStitched	chr11	119591852	119600687	1	8836	11043.75	1205.9775	492	1
1_MACS_peak_3420_lociStitched	chr10	63656376	63665201	1	8826	31783.2375	1628.2125	493	1
1_MACS_peak_22718_lociStitched	chr5	140886057	140894881	1	8825	16139.096	1400.3688	494	1
2_MACS_peak_11472_lociStitched	chr17	38251456	38261385	2	8825	17419.4376	1935.1621	495	1
3_MACS_peak_7113_lociStitched	chr12	123355186	123364905	3	8812	16768.1907	934.9678	496	1
2_MACS_peak_3998_lociStitched	chr10	112216110	112226066	2	8810	89947.482	2291.8712	497	1
1_MACS_peak_1335_lociStitched	chr1	111172681	111181479	1	8799	61637.0284	1153.4178	498	1
5_MACS_peak_11656_lociStitched	chr17	45681796	45702652	5	8795	7843.9416	2700.852	499	1
3_MACS_peak_10239_lociStitched	chr16	30379544	30394840	3	8794	21259.9104	2328.0512	500	1
2_MACS_peak_13341_lociStitched	chr19	16221383	16231851	2	8786	36953.0868	2079.9916	501	1
3_MACS_peak_606_lociStitched	chr1	38140962	38158904	3	8781	19617.7828	2890.4562	502	1
5_MACS_peak_1736_lociStitched	chr1	155210144	155232998	5	8777	19677.294	4774.2006	503	1
3_MACS_peak_16368_lociStitched	chr2	239167371	239176495	3	8775	11070.1492	884.1156	504	1
3_MACS_peak_28675_lociStitched	chr9	123630346	123641526	3	8775	39733.72	1846.936	505	1
2_MACS_peak_28630_lociStitched	chr9	117127865	117136805	2	8772	35479.284	1449.174	506	1
5_MACS_peak_10604_lociStitched	chr16	70827162	70850365	5	8755	13142.1792	3266.9824	507	1
2_MACS_peak_19906_lociStitched	chr3	177068562	177079792	2	8753	76868.227	3214.026	508	1
3_MACS_peak_13779_lociStitched	chr19	45541498	45553835	3	8748	18937.295	2019.5669	509	1
2_MACS_peak_18264_lociStitched	chr22	50906835	50920881	2	8744	14371.8672	1693.9476	510	1
1_MACS_peak_6831_lociStitched	chr12	102870787	102879529	1	8743	62260.524	1874.2848	511	1
2_MACS_peak_2125_lociStitched	chr1	183438801	183451278	2	8740	34825.8024	2829.7836	512	1
3_MACS_peak_28398_lociStitched	chr9	95514539	95528986	3	8722	16017.3889	2119.3749	513	1
2_MACS_peak_11588_lociStitched	chr17	42287142	42299848	2	8712	24911.3836	1838.5582	514	1
3_MACS_peak_27305_lociStitched	chr8	95998102	96010478	3	8709	10210.2	1136.1168	515	1
3_MACS_peak_5492_lociStitched	chr11	118887955	118901993	3	8707	24973.602	2479.1108	516	1
2_MACS_peak_19386_lociStitched	chr3	124501972	124512088	2	8701	33132.9348	1618.56	517	1
2_MACS_peak_9296_lociStitched	chr15	70385361	70394061	2	8698	16121.97	1445.07	518	1
1_MACS_peak_13211_lociStitched	chr19	11199490	11208180	1	8691	26521.88	1512.929	519	1
1_MACS_peak_1853_lociStitched	chr1	160676429	160685117	1	8689	47479.92	2751.4896	520	1
2_MACS_peak_14814_lociStitched	chr2	70310216	70323345	2	8688	82851.8674	2348.7781	521	1
2_MACS_peak_17103_lociStitched	chr20	52345442	52358573	2	8679	38254.5423	2397.7206	522	1
2_MACS_peak_23986_lociStitched	chr6	52527667	52536624	2	8674	25094.8269	2004.5766	523	1
2_MACS_peak_25517_lociStitched	chr7	52774498	52788436	2	8673	31246.2084	1995.9216	524	1
1_MACS_peak_2228_lociStitched	chr1	197739993	197748645	1	8653	60091.6008	2471.8764	525	1
1_MACS_peak_2438_lociStitched	chr1	209275292	209283933	1	8642	90096.2506	2366.7699	526	1
3_MACS_peak_6450_lociStitched	chr12	58225018	58241259	3	8636	18168.8067	2471.8802	527	1
