GENE_ID	locusLine	bin_1_KMS28BM_jia.bam
NM_033356	chr2(.):202120222-202157434	1.1479
NM_001080125	chr2(.):202117753-202157434	1.2974
NM_018000	chr2(.):216802313-216883346	0.3083
NM_001142310	chr2(.):216941588-216972506	0.2378
NM_152862	chr2(.):219076873-219124071	0.8072
NM_000634	chr2(.):219022567-219036716	0.0438
NM_001077194	chr2(.):219120737-219133582	0.1645
NM_005731	chr2(.):219077119-219124071	0.8112
NM_001087	chr2(.):219123851-219139893	0.3319
NM_182642	chr2(.):219259813-219274148	1.2584
NM_198559	chr2(.):219216578-219237817	0.0721
NM_021198	chr2(.):219259477-219275664	1.1235
NM_000578	chr2(.):219241751-219266617	0.5691
NR_029500	chr2(.):219262368-219272445	1.3154
NM_007127	chr2(.):219278837-219319248	0.0546
NM_001099285	chr2(.):232568234-232583250	2.4454
NR_036052	chr2(.):232573023-232583105	1.8864
NM_023083	chr2(.):241521132-241543526	0.4216
NM_001033575	chr2(.):241494470-241508431	1.6909
NM_018226	chr2(.):241503103-241523143	1.0674
NM_014498	chr3(.):167722653-167818417	0.3407
NM_014674	chr3(.):5224358-5266650	0.8108
NM_001195099	chr3(.):15703743-15803058	0.0612
NM_001195098	chr3(.):15703743-15844691	0.1607
NM_015199	chr3(.):15703743-15906053	0.1776
NM_002841	chr3(.):61542242-62285573	0.0841
NM_182909	chr3(.):99546987-99838349	0.2592
NM_001042459	chr3(.):99561771-99838349	0.2695
NM_032359	chr3(.):99531677-99902476	0.2272
NM_181780	chr3(.):112177812-112223408	0.6351
NM_003571	chr3(.):133113789-133199056	0.475
NM_005862	chr3(.):136050998-136476245	0.145
NM_207294	chr3(.):152012193-152188569	0.4834
NM_021038	chr3(.):151980828-152188568	0.8927
NM_024947	chr3(.):169800367-169904537	0.6059
NM_001135095	chr3(.):171753343-172123492	0.491
NM_022763	chr3(.):171752417-172123492	0.4906
NM_181361	chr3(.):178249223-178567217	0.1957
NM_001168272	chr3(.):4530031-4894524	0.1528
NM_024923	chr3(.):13352736-13466809	0.2617
NM_182666	chr3(.):23842438-23937807	0.2366
NM_181042	chr3(.):52574367-52718739	0.047
NM_018313	chr3(.):52574367-52724866	0.0889
NM_007114	chr3(.):69063977-69106484	0.0946
NM_001167924	chr3(.):99828773-99902476	0.0694
NM_001004196	chr3(.):112046915-112086658	0.1775
NM_183061	chr3(.):111854751-112018074	0.174
NM_002093	chr3(.):119535801-119818264	0.1466
NM_001023571	chr3(.):121483609-121558926	0.9423
NM_032242	chr3(.):126702436-126761235	0.3721
NM_001080412	chr3(.):141038054-141173632	0.967
NM_173653	chr3(.):142979063-143572373	0.1224
NM_016275	chr3(.):150316065-150353234	0.7836
NM_005067	chr3(.):150453909-150486263	0.6572
NM_001193283	chr3(.):156539147-156648045	0.1044
NM_001004316	chr3(.):156539095-156768918	0.0856
NM_001190242	chr3(.):159969773-160106554	0.0498
NM_001190241	chr3(.):159969773-160122320	0.2163
NM_002740	chr3(.):169935219-170028770	0.136
NM_024665	chr3(.):176733541-176920048	0.4735
NM_005832	chr3(.):178271617-178567217	0.2004
NM_178496	chr3(.):192509604-192640950	0.4536
NM_004087	chr3(.):196764430-197030447	0.1417
NM_003670	chr3(.):5016096-5031865	1.2365
NM_001010983	chr3(.):52723503-52745048	1.0018
NM_206825	chr3(.):52714935-52733510	0.7333
NR_003687	chr3(.):52719753-52729846	0.5848
NM_014041	chr3(.):52734856-52747197	1.1996
NR_003057	chr3(.):52721751-52731828	0.5377
NM_152932	chr3(.):52723503-52742622	0.9916
NR_003047	chr3(.):52718255-52728331	0.7566
NM_001193533	chr3(.):52739795-52809965	0.2029
NM_198195	chr3(.):69098880-69134524	0.4713
NM_006407	chr3(.):69129089-69160239	0.6451
NM_198271	chr3(.):69151038-69176746	0.0334
NR_036087	chr3(.):69093108-69103186	0.2805
NM_001124759	chr3(.):75708486-75721368	0.4225
NR_031714	chr3(.):75674913-75685009	0.0902
NM_006100	chr3(.):98446571-98518236	1.0408
NM_007072	chr3(.):108016331-108102126	0.2654
NM_001042575	chr3(.):111753464-111805116	0.0884
NM_001190259	chr3(.):111834687-111857152	1.3541
NM_024616	chr3(.):111800181-111842044	0.8857
NR_030292	chr3(.):111826647-111836745	0.3472
NM_001171747	chr3(.):111800181-111842073	0.8856
NM_004487	chr3(.):121377047-121473602	0.1845
NM_018456	chr3(.):121549033-121610373	0.2251
NM_001136152	chr3(.):129795673-129822233	0.8166
NR_024252	chr3(.):129811624-129835276	1.1105
NM_001145417	chr3(.):135862759-135918310	0.591
NM_018133	chr3(.):135862759-135919688	0.5781
NM_173552	chr3(.):143685639-143716210	0.7008
NM_001134470	chr3(.):143687166-143716210	0.7352
NM_021105	chr3(.):146227966-146267628	0.3089
NM_020359	chr3(.):146146081-146218722	0.067
NM_001085420	chr3(.):146298624-146329003	0.0448
NM_014779	chr3(.):150121787-150182615	0.3641
NR_027037	chr3(.):151975404-151992415	2.7092
NM_001123228	chr3(.):152052486-152063779	0.483
NR_003284	chr3(.):156522059-156534810	0.3666
NR_034008	chr3(.):156802669-156823924	0.9607
NR_034007	chr3(.):156794455-156845791	0.4466
NM_173084	chr3(.):160148290-160172626	0.4063
NR_029663	chr3(.):160117375-160127473	2.6937
NM_005496	chr3(.):160113346-160157741	0.815
NM_001002800	chr3(.):160112429-160157741	0.8005
NR_029525	chr3(.):160117532-160127613	2.6341
NM_018657	chr3(.):169485852-169512504	0.5726
NM_032487	chr3(.):169479710-169492683	1.5
NM_001172780	chr3(.):169508428-169535574	0.0925
NM_001080460	chr3(.):169534709-169560560	0.0568
NR_001566	chr3(.):169477397-169487848	0.6417
NM_001185119	chr3(.):169487052-169512504	0.5967
NM_004593	chr3(.):185627357-185660924	0.6315
NR_033752	chr3(.):185681266-185702578	0.0586
NM_004454	chr3(.):185759105-185831901	0.3363
NM_005781	chr3(.):195585235-195640880	0.4855
NM_001010938	chr3(.):195585235-195627432	0.1651
NM_001130713	chr4(.):108963700-109095112	0.286
NM_001166119	chr4(.):108963700-109092953	0.2744
NM_144571	chr4(.):78629540-78745544	0.3637
NM_198281	chr4(.):90160428-90234161	1.7168
NM_001127507	chr4(.):102706763-103000969	0.2161
NM_001008388	chr4(.):103785134-103818963	0.6964
NM_001083907	chr4(.):102729982-103000969	0.0799
NM_001102406	chr4(.):113213498-113368764	0.1024
NM_001009554	chr4(.):170902747-170929935	1.8814
NM_021647	chr4(.):170902747-170952429	1.3814
NM_152683	chr4(.):185565766-185621112	0.4674
NM_001042424	chr4(.):1868122-1988934	0.3148
NM_006527	chr4(.):1689526-1719030	0.4986
NM_001017405	chr4(.):1278671-1338925	0.1343
NM_133330	chr4(.):1889508-1988930	0.1363
NM_012318	chr4(.):1808205-1862974	0.5282
NR_033182	chr4(.):1160639-1207634	0.1084
NM_001199021	chr4(.):1155720-1207750	0.1063
NM_014189	chr4(.):2840583-2936789	0.1138
NM_024309	chr4(.):2738386-2763103	0.4013
NM_020972	chr4(.):2266323-2425370	0.2153
NM_001172657	chr4(.):2326979-2425370	0.322
NM_001172660	chr4(.):2325305-2371604	0.0483
NM_001161527	chr4(.):2738386-2762752	0.4064
NM_001172658	chr4(.):2325305-2425370	0.317
NM_144720	chr4(.):6050481-6207318	0.2062
NM_001099433	chr4(.):6022925-6207318	0.1808
NM_005112	chr4(.):10070962-10123573	0.7325
NM_001098634	chr4(.):40420271-40636883	0.3802
NM_004310	chr4(.):40193526-40251281	1.0956
NM_018177	chr4(.):40053523-40162019	0.3462
NM_001136570	chr4(.):77167852-77209929	0.0798
NM_016211	chr4(.):83734813-83817412	0.2132
NM_001191049	chr4(.):83734813-83817335	0.2134
NM_014933	chr4(.):83734813-83817419	0.2132
NM_005935	chr4(.):87923152-88067191	0.2857
NM_001166693	chr4(.):87851153-88067206	0.435
NM_005327	chr4(.):108905869-108961331	1.208
NM_001130721	chr4(.):110965228-111124771	0.2252
NM_024090	chr4(.):110965228-111124820	0.2252
NM_172129	chr4(.):114373343-114688083	0.2793
NM_172128	chr4(.):114367187-114688083	0.275
NM_014278	chr4(.):128698452-128759526	0.322
NM_024900	chr4(.):129725778-129790787	0.4504
NM_199320	chr4(.):129725778-129801379	0.3979
NM_201999	chr4(.):139973870-140065606	0.232
NM_002039	chr4(.):144252982-144400718	0.7618
NM_001130686	chr4(.):156582861-156637533	0.3835
NM_001130682	chr4(.):156582861-156658501	0.2918
NM_001130684	chr4(.):156583814-156658501	0.2947
NM_001130683	chr4(.):156583148-156663214	0.2786
NM_001130685	chr4(.):156583148-156658501	0.2928
NM_001130687	chr4(.):156582861-156648385	0.3282
NM_020840	chr4(.):159685181-159832954	0.3959
NM_153343	chr4(.):185004858-185144114	0.0498
NM_002199	chr4(.):185303875-185400726	0.8485
NM_152775	chr4(.):186361337-186397913	0.1493
NR_033339	chr4(.):1238227-1251795	1.5397
NM_001012614	chr4(.):1200227-1247908	0.5593
NM_001013622	chr4(.):1636607-1690718	0.0461
NM_001174070	chr4(.):1636607-1690988	0.0462
NM_001127266	chr4(.):1712678-1728084	1.5235
NM_006342	chr4(.):1718265-1751897	0.4269
NM_133334	chr4(.):1897352-1955545	0.13
NM_001193282	chr4(.):2415700-2469690	0.1762
NM_001145856	chr4(.):2814911-2847823	0.1935
NM_001145855	chr4(.):2808945-2847823	0.1965
NM_001122681	chr4(.):2789749-2847823	0.6755
NM_003023	chr4(.):2815540-2847823	0.1958
NR_036090	chr4(.):10075234-10085316	0.0793
NM_001159601	chr4(.):13364346-13490989	0.3274
NM_001189	chr4(.):13537453-13551114	1.5458
NR_015450	chr4(.):13542699-13554448	1.8692
NR_034054	chr4(.):13522942-13538041	0.1503
NM_182485	chr4(.):14999297-15076777	1.2588
NR_027277	chr4(.):40039536-40063819	1.1384
NM_031889	chr4(.):71489460-71517536	0.1301
NM_144646	chr4(.):71516257-71537348	3.2297
NM_020368	chr4(.):71549195-71561268	0.9043
NM_014961	chr4(.):71582695-71664274	0.2406
NM_001130709	chr4(.):71565653-71660614	0.3819
NM_017426	chr4(.):77030816-77074655	0.1649
NM_005506	chr4(.):77074893-77140035	1.1666
NM_003943	chr4(.):77222676-77237283	1.6874
NM_020236	chr4(.):78778804-78878944	0.1613
NM_024672	chr4(.):83816836-83846284	0.3538
NR_034075	chr4(.):83809604-83827069	1.149
NM_144645	chr4(.):87792357-87818575	0.0424
NM_183049	chr4(.):91754641-91765269	0.0719
NR_002799	chr4(.):100866635-100878620	1.8221
NM_002106	chr4(.):100864243-100876512	1.7916
NM_001031723	chr4(.):100815709-100872879	0.4385
NM_181891	chr4(.):103712132-103753708	0.6467
NM_181890	chr4(.):103712132-103795032	0.6114
NM_181892	chr4(.):103712132-103753340	0.6523
NM_003340	chr4(.):103712132-103754105	0.641
NM_181893	chr4(.):103712132-103795003	0.6115
NM_181889	chr4(.):103712132-103754307	0.6385
NM_025212	chr4(.):105388342-105417467	1.4197
NM_017700	chr4(.):106468776-106557837	0.4901
NR_029374	chr4(.):109083680-109102586	0.4926
NM_018569	chr4(.):113147894-113196211	0.2491
NM_052864	chr4(.):113191781-113212059	2.5754
NM_005841	chr4(.):124315682-124329909	2.3802
NM_199327	chr4(.):124312955-124329907	2.0093
NM_031291	chr4(.):128646554-128700447	0.4151
NM_014331	chr4(.):139080247-139168503	0.2906
NM_030648	chr4(.):140422191-140482577	0.4509
NR_033655	chr4(.):178346928-178368657	0.9976
NM_032991	chr4(.):185543849-185575629	0.8098
NR_028085	chr4(.):186315693-186352139	0.3498
NM_001114357	chr4(.):186345544-186375821	0.1814
NM_002372	chr5(.):109020155-109208429	0.373
NM_015071	chr5(.):142145291-142613572	0.1887
NM_001131005	chr5(.):88009057-88204922	0.7898
NM_002397	chr5(.):88009057-88184283	0.6535
NM_001193349	chr5(.):88009057-88124744	0.1742
NM_005509	chr5(.):118402083-118589822	0.1685
NM_001387	chr5(.):146765370-146838260	0.5485
NM_001197294	chr5(.):146765370-146894619	0.331
NM_015315	chr5(.):154087461-154202163	0.303
NM_001164440	chr5(.):10559434-10662928	0.3545
NM_016279	chr5(.):26875708-27043689	0.3168
NM_001040446	chr5(.):32222110-32318114	0.4434
NM_005983	chr5(.):36147188-36187276	0.7527
NM_032637	chr5(.):36147188-36189147	0.7208
NM_152756	chr5(.):38933021-39079501	0.333
NM_182977	chr5(.):43598228-43710668	0.261
NM_012343	chr5(.):43597790-43710668	0.2603
NM_024669	chr5(.):55390506-55534186	0.2678
NM_022913	chr5(.):56464774-56565506	0.2856
NM_001127235	chr5(.):56466274-56565506	0.2891
NM_018695	chr5(.):65217383-65381850	0.3273
NR_015436	chr5(.):87831596-87985620	0.7038
NR_027435	chr5(.):90671163-90721532	0.57
NM_012081	chr5(.):95215801-95302775	0.8181
NM_005575	chr5(.):96266345-96370115	0.3312
NM_175920	chr5(.):96289155-96370115	0.0887
NM_001077654	chr5(.):118599417-118735294	0.827
NM_003060	chr5(.):131700400-131736306	0.1834
NM_001033503	chr5(.):133931838-133973533	0.491
NM_001077693	chr5(.):138779244-138847320	0.0139
NM_001020825	chr5(.):142652495-142788254	0.5684
NM_001018076	chr5(.):142652495-142789045	0.5655
NM_001018075	chr5(.):142652495-142820077	0.4745
NM_138379	chr5(.):156341292-156395266	0.4678
NM_001199382	chr5(.):158579416-158639656	0.474
NM_144726	chr5(.):158579416-158639834	0.473
NM_001199381	chr5(.):158579416-158640140	0.4726
NM_001199383	chr5(.):158579416-158641563	0.4661
NM_001199380	chr5(.):158579416-158642061	0.4627
NM_005990	chr5(.):171464073-171620346	0.24
NM_153607	chr5(.):172478354-172571291	0.1158
NM_003714	chr5(.):172736725-172761506	0.8042
NM_001167579	chr5(.):176806431-176822514	0.0631
NM_002406	chr5(.):180212540-180235048	0.8105
NM_001114619	chr5(.):180212540-180235902	0.8048
NM_001114618	chr5(.):180212540-180241817	1.1037
NM_001114617	chr5(.):180212540-180242137	1.0923
NM_052909	chr5(.):135372-195087	0.3584
NM_145265	chr5(.):199874-223297	0.705
NM_001080478	chr5(.):186625-200468	1.4493
NM_004168	chr5(.):213355-261814	0.4051
NM_001193376	chr5(.):1248286-1300162	0.0482
NM_030782	chr5(.):1312999-1350002	1.4925
NM_032479	chr5(.):1793498-1804956	1.3953
NM_004553	chr5(.):1796495-1821167	0.6433
NM_001145161	chr5(.):6443735-6501834	1.068
NM_001171805	chr5(.):6709717-6762161	0.7319
NM_001171806	chr5(.):6741100-6762161	0.07
NM_022130	chr5(.):32119823-32179425	0.6498
NM_006713	chr5(.):32580604-32609185	1.5024
NR_030306	chr5(.):36142993-36153090	0.556
NM_001007527	chr5(.):36098413-36157015	0.1571
NM_153013	chr5(.):36187693-36247258	0.4532
NM_001085411	chr5(.):36187693-36246900	0.4556
NM_001190469	chr5(.):37807778-37840929	0.2261
NM_199231	chr5(.):37807778-37840593	0.2273
NM_000514	chr5(.):37807778-37844782	0.2083
NR_034127	chr5(.):43060288-43072073	2.1089
NM_001014279	chr5(.):43034181-43045447	2.8867
NR_034085	chr5(.):43011149-43023913	1.5329
NR_015447	chr5(.):43037235-43050370	2.4655
NR_034086	chr5(.):43009830-43023913	1.4516
NM_006451	chr5(.):43521369-43562195	0.2543
NM_183323	chr5(.):43521369-43562521	0.2529
NM_001102575	chr5(.):53808592-53847416	1.7264
NM_001145427	chr5(.):53808588-53847416	1.7262
NM_052870	chr5(.):53808592-53821834	3.2785
NM_001127236	chr5(.):56504900-56565506	0.102
NR_028474	chr5(.):65235632-65246401	0.0516
NR_024384	chr5(.):87955262-87974146	4.5002
NR_024383	chr5(.):87955262-87979262	3.6293
NR_030741	chr5(.):87957670-87967757	3.6707
NM_020801	chr5(.):90659540-90684149	1.1268
NM_005668	chr5(.):100137638-100243987	0.6938
NM_175052	chr5(.):100216014-100243970	1.6982
NM_014819	chr5(.):108665409-108750675	0.2934
NR_036052	chr5(.):118305280-118315362	0.0704
NM_014350	chr5(.):118686595-118735294	0.4672
NM_005573	chr5(.):126107314-126177712	0.3869
NM_001198557	chr5(.):126107844-126177712	0.3894
NR_037500	chr5(.):131696181-131706291	0.3448
NM_002198	chr5(.):131812300-131831465	1.5968
NM_001013717	chr5(.):131741672-131803059	2.484
NM_000879	chr5(.):131872135-131884214	0.0513
NM_021982	chr5(.):133979478-134068601	0.3494
NM_004730	chr5(.):137836783-137883932	0.3387
NM_004134	chr5(.):137885570-137916318	0.7506
NR_002913	chr5(.):137891731-137901799	0.3832
NM_016480	chr5(.):138672518-138710409	0.1779
NM_194296	chr5(.):138727455-138744776	0.5871
NM_152686	chr5(.):138740891-138780214	0.7856
NM_152685	chr5(.):138697884-138724039	0.3622
NM_001033112	chr5(.):138673133-138710409	0.1796
NM_001161546	chr5(.):138722634-138735885	1.3243
NM_016459	chr5(.):138718256-138730605	1.7706
NM_198282	chr5(.):138850112-138867343	1.2966
NM_016463	chr5(.):139023300-139067680	0.8166
NM_006058	chr5(.):150404505-150465997	0.9421
NM_002084	chr5(.):150394998-150413554	0.0601
NM_001155	chr5(.):150475266-150542443	0.5381
NM_001193544	chr5(.):150475266-150526216	0.4025
NR_028472	chr5(.):156346099-156357013	0.5927
NM_001171183	chr5(.):171616175-171635458	0.0519
NM_004417	chr5(.):172190092-172203203	1.2545
NM_003945	chr5(.):172405762-172466900	0.5302
NR_002988	chr5(.):172442728-172452932	0.0864
NM_030627	chr5(.):173310330-173392313	1.104
NM_017675	chr5(.):175971342-176027769	0.086
NM_014901	chr5(.):175948699-175969421	0.859
NM_001171976	chr5(.):175964511-176027769	0.2121
NM_002082	chr5(.):176848686-176874850	1.6537
NM_203352	chr5(.):176905394-176929602	0.2496
NM_030567	chr5(.):176868795-176888287	1.0334
NM_000505	chr5(.):176824138-176841577	0.4454
NM_080881	chr5(.):176878613-176904871	0.5533
NM_004395	chr5(.):176878613-176905694	0.5402
NM_001004105	chr5(.):176848686-176873354	1.534
NM_001174102	chr5(.):176870325-176888283	1.1098
NM_001029886	chr5(.):176822107-176832637	0.4358
NR_027183	chr5(.):180251958-180267726	1.2043
NM_152283	chr5(.):180269610-180293286	0.3686
NM_006098	chr5(.):180658927-180675906	1.4017
NM_033342	chr5(.):180625119-180637177	0.3632
NR_002591	chr5(.):180665313-180675376	2.2581
NR_002592	chr5(.):180663817-180673889	2.1113
NM_032765	chr5(.):180678385-180693119	1.0081
NM_203297	chr5(.):180615923-180632930	0.5342
NM_203296	chr5(.):180615923-180636340	0.6282
NM_033549	chr5(.):180645305-180667808	0.7943
NM_015599	chr6(.):83873627-83907935	0.2842
NM_005493	chr6(.):13616729-13716796	0.4069
NM_004117	chr6(.):35536361-35661719	0.1816
NM_022758	chr6(.):34550065-34669625	0.279
NM_001145776	chr6(.):35536361-35661692	0.1816
NM_001145775	chr6(.):35536361-35701360	0.2813
NM_001160134	chr6(.):73326570-73913573	0.129
NM_017934	chr6(.):79639135-79793011	0.6179
NM_001029858	chr6(.):118223688-118643839	0.0642
NM_020732	chr6(.):157094063-157536913	0.1521
NM_000876	chr6(.):160385130-160532583	0.2827
NM_001195286	chr6(.):386738-416443	1.5433
NM_003913	chr6(.):4016568-4070217	0.3935
NR_037616	chr6(.):7876482-8069647	0.5341
NM_000332	chr6(.):16294342-16766721	0.3805
NM_001949	chr6(.):20397136-20498945	0.2855
NM_001080480	chr6(.):20095934-20217670	0.3106
NM_014641	chr6(.):30662583-30690458	1.0018
NM_001090	chr6(.):30534169-30564309	0.2359
NM_172166	chr6(.):31702724-31735455	1.018
NM_004197	chr6(.):31976517-31986961	1.2702
NM_145901	chr6(.):34199649-34219008	1.0566
NM_145903	chr6(.):34199576-34219008	1.0529
NM_145905	chr6(.):34201567-34219008	1.1654
NM_007162	chr6(.):41646715-41707798	0.7204
NM_001167827	chr6(.):41646715-41708997	0.7072
NM_020750	chr6(.):43485067-43548812	0.2361
NM_031469	chr6(.):80335999-80418369	0.3352
NM_153816	chr6(.):86210214-86308629	0.1266
NM_016021	chr6(.):90031343-90067619	1.5495
NM_001455	chr6(.):108877068-109010971	0.7009
NM_201559	chr6(.):108876025-109010971	0.6962
NM_032131	chr6(.):109164618-109300352	0.3305
NM_014454	chr6(.):109302644-109420277	0.3796
NM_001083535	chr6(.):109411355-109490115	0.2405
NM_002037	chr6(.):111977484-112199627	0.2156
NM_002912	chr6(.):111615233-111809414	0.2403
NM_001143676	chr6(.):134485383-134644196	0.258
NM_020185	chr6(.):287100-356355	3.1043
NM_001145549	chr6(.):7876482-7915310	1.7298
NM_030810	chr6(.):7876482-7916047	1.7329
NM_032744	chr6(.):11708887-11784280	0.0486
NM_013262	chr6(.):16124316-16153478	0.7853
NM_003107	chr6(.):21588971-21603849	1.2828
NM_005319	chr6(.):26050967-26061699	1.8621
NM_003537	chr6(.):26026816-26037288	3.515
NM_003544	chr6(.):26022123-26032480	2.4353
NM_021062	chr6(.):26038454-26048885	1.2489
NM_003531	chr6(.):26040638-26051097	1.2558
NM_005325	chr6(.):26012259-26023040	0.7565
NM_003538	chr6(.):26016906-26027278	1.4714
NM_003513	chr6(.):26028319-26038796	2.7632
NM_003529	chr6(.):26015717-26026186	0.9133
NM_003526	chr6(.):26118694-26129132	2.3098
NM_139006	chr6(.):26082508-26100469	0.1374
NM_021065	chr6(.):26194011-26204471	3.4724
NM_003530	chr6(.):26192011-26204464	2.9625
NM_138720	chr6(.):26153348-26176576	1.8428
NM_003523	chr6(.):26179023-26189458	0.7411
NM_003539	chr6(.):26183937-26194304	0.9975
NM_003545	chr6(.):26199872-26210249	2.2453
NM_021063	chr6(.):26153348-26163871	2.2461
NM_005321	chr6(.):26151558-26162343	2.1832
NM_003512	chr6(.):26119372-26129918	2.2893
NM_003542	chr6(.):26099175-26109565	0.6644
NM_005323	chr6(.):26102639-26113364	0.6457
NM_003522	chr6(.):26194786-26205216	3.7053
NM_003518	chr6(.):26211427-26221872	2.0511
NM_021052	chr6(.):26212147-26222711	2.0602
NM_003543	chr6(.):26280353-26290727	1.5772
NM_003532	chr6(.):26220382-26230844	0.9844
NM_003524	chr6(.):26246878-26257303	1.9614
NM_003534	chr6(.):26266145-26276612	2.6015
NM_003547	chr6(.):26241838-26252205	1.5711
NM_003540	chr6(.):26235653-26246021	0.1699
NM_021018	chr6(.):26245369-26255835	1.9383
NM_005320	chr6(.):26229439-26240216	1.7748
NM_003525	chr6(.):26268203-26278640	2.6114
NM_001197247	chr6(.):26360397-26383540	0.36
NM_001197248	chr6(.):26360469-26383540	0.3605
NM_001197246	chr6(.):26363405-26383540	0.3689
NR_026790	chr6(.):26516933-26532612	0.5414
NM_001732	chr6(.):26496494-26515652	0.0681
NM_006353	chr6(.):26533571-26552164	0.9074
NM_021064	chr6(.):27095816-27106314	3.4652
NM_080593	chr6(.):27101071-27119637	2.5498
NM_080596	chr6(.):27109907-27120346	2.2093
NR_036096	chr6(.):27110404-27120467	2.1935
NM_021058	chr6(.):27095094-27105575	3.6546
NM_003495	chr6(.):27102087-27112457	2.043
NM_007149	chr6(.):27413520-27445897	0.4002
NM_021066	chr6(.):27777079-27787518	3.4024
NM_003536	chr6(.):27772841-27783314	4.5006
NM_003509	chr6(.):27770976-27781445	3.509
NM_003519	chr6(.):27770256-27780709	3.2124
NM_003521	chr6(.):27777821-27788267	3.1449
NM_003535	chr6(.):27853092-27863570	3.3283
NM_003527	chr6(.):27856202-27866669	3.6067
NM_003520	chr6(.):27801439-27811888	2.633
NM_003511	chr6(.):27828106-27838576	1.8707
NM_003533	chr6(.):27834622-27845099	0.4753
NM_003510	chr6(.):27800657-27811117	2.6364
NM_003541	chr6(.):27793951-27804305	1.1916
NM_005322	chr6(.):27829569-27840359	1.7935
NM_033057	chr6(.):27873962-27885174	0.0561
NM_021968	chr6(.):27786902-27797258	1.2864
NM_003514	chr6(.):27855476-27865963	3.5949
NM_003546	chr6(.):27835925-27846289	0.0774
NM_003587	chr6(.):30615895-30645830	0.1448
NM_001031722	chr6(.):30589662-30619598	0.3784
NR_033823	chr6(.):30589612-30619598	0.378
NM_001161376	chr6(.):30609815-30625987	0.5556
NM_002714	chr6(.):30563181-30590020	1.0062
NM_014046	chr6(.):30580485-30599174	1.439
NM_133471	chr6(.):30639165-30660672	0.7918
NM_001134870	chr6(.):30639165-30660093	0.8123
NM_007243	chr6(.):30650825-30663769	0.7545
NR_030615	chr6(.):30547108-30557194	0.0654
NM_005803	chr6(.):30690510-30715453	0.477
NM_003897	chr6(.):30705975-30717327	0.8216
NM_178014	chr6(.):30683156-30698195	1.6995
NM_007109	chr6(.):31121302-31136992	0.3092
NM_001173531	chr6(.):31127113-31139615	0.1314
NR_026791	chr6(.):31160536-31176745	1.1209
NM_019052	chr6(.):31105215-31131015	0.2033
NM_001105563	chr6(.):31105215-31130566	0.2056
NR_026816	chr6(.):31136511-31150676	0.051
NM_002701	chr6(.):31127113-31143451	0.1124
NM_004847	chr6(.):31577993-31589798	0.8449
NM_001623	chr6(.):31578032-31589798	0.8477
NM_032955	chr6(.):31578788-31589798	0.9009
NM_080702	chr6(.):31601804-31625477	0.5067
NM_001098534	chr6(.):31601804-31625170	0.5122
NM_021246	chr6(.):31678132-31690581	0.0633
NM_138275	chr6(.):31686160-31697851	0.1123
NR_033488	chr6(.):31649725-31675850	0.2607
NM_001320	chr6(.):31628656-31642843	1.359
NM_013974	chr6(.):31689816-31703039	0.4426
NM_025262	chr6(.):31639460-31653150	0.0637
NM_001288	chr6(.):31693357-31709341	2.2414
NM_019101	chr6(.):31618670-31630987	1.2354
NM_021184	chr6(.):31621074-31633549	1.4878
NM_001003693	chr6(.):31669683-31683372	0.4319
NM_021221	chr6(.):31633727-31645227	0.3594
NM_021160	chr6(.):31649725-31676137	0.2585
NR_002971	chr6(.):31585855-31595987	1.0813
NR_024541	chr6(.):31674752-31686842	0.067
NM_080686	chr6(.):31583449-31610554	0.4628
NM_025261	chr6(.):31681424-31694510	0.0495
NM_033177	chr6(.):31624005-31638179	1.5501
NM_001199240	chr6(.):31624005-31638407	1.5261
NM_001199238	chr6(.):31624005-31638639	1.5028
NM_001199237	chr6(.):31624005-31639060	1.4642
NM_001039651	chr6(.):31725772-31737624	0.1061
NM_025258	chr6(.):31728370-31750108	0.4334
NR_002742	chr6(.):31799852-31809916	1.5332
NM_000434	chr6(.):31821828-31835709	0.3224
NM_021177	chr6(.):31760173-31779743	1.0207
NR_002745	chr6(.):31798039-31808103	1.7567
NM_001178045	chr6(.):31825969-31850448	0.2137
NM_001040438	chr6(.):31797692-31812541	1.2464
NM_005345	chr6(.):31778290-31790719	0.6824
NM_005527	chr6(.):31772395-31787835	0.4789
NM_001178044	chr6(.):31825969-31851823	0.208
NM_006295	chr6(.):31740296-31768712	0.9891
NM_005346	chr6(.):31790511-31803031	1.6069
NR_001284	chr6(.):31971196-31985800	0.928
NR_026717	chr6(.):31933951-31954223	1.3474
NM_005510	chr6(.):31932587-31945032	1.0182
NM_001002029	chr6(.):31944833-31975458	0.5784
NM_032470	chr6(.):31971196-31986050	0.9143
NM_006929	chr6(.):31921580-31942532	0.7886
NM_000500	chr6(.):31968347-31981684	0.1368
NM_007293	chr6(.):31944833-31975457	0.5784
NM_002904	chr6(.):31914863-31931864	0.2535
NM_004197	chr6(.):31934645-31954223	1.3928
NR_031601	chr6(.):31919615-31929717	0.3859
NM_000063	chr6(.):31890265-31918449	0.0719
NM_001710	chr6(.):31908720-31924861	0.0589
NM_001002029	chr6(.):31977571-32008195	0.5268
NM_000500	chr6(.):32001081-32014419	0.0694
NM_032470	chr6(.):32003931-32018905	0.0894
NM_007293	chr6(.):31977571-32008194	0.5268
NM_002800	chr6(.):32816937-32832628	1.1237
NM_000544	chr6(.):32788186-32811547	0.4481
NM_018833	chr6(.):32784609-32811547	0.3952
NM_002120	chr6(.):32775539-32789825	0.0473
