GENE_ID	locusLine	bin_1_44_0EXW_0229Kronos_MM1S-KB-24hr-2_Input_hs_i90.bam
1_MACS_peak_7657_lociStitched	chr15(.):34071888-34073384	0.2529
1_MACS_peak_7658_lociStitched	chr15(.):34093668-34094954	0.1493
1_MACS_peak_7659_lociStitched	chr15(.):34185577-34187326	0.285
1_MACS_peak_7660_lociStitched	chr15(.):34207217-34208888	0.2339
1_MACS_peak_7661_lociStitched	chr15(.):34232735-34234666	0.2292
1_MACS_peak_7662_lociStitched	chr15(.):34330004-34332937	0.1831
1_MACS_peak_7663_lociStitched	chr15(.):34392744-34395122	0.2195
2_MACS_peak_7664_lociStitched	chr15(.):34446576-34454843	0.1088
1_MACS_peak_7666_lociStitched	chr15(.):34501044-34502998	0.1467
1_MACS_peak_7667_lociStitched	chr15(.):34515692-34518060	0.2948
1_MACS_peak_7668_lociStitched	chr15(.):34609994-34611481	0.2128
3_MACS_peak_7669_lociStitched	chr15(.):34619122-34635872	0.196
1_MACS_peak_7672_lociStitched	chr15(.):34657002-34661176	0.2132
2_MACS_peak_7673_lociStitched	chr15(.):34727903-34730618	0.1435
1_MACS_peak_7675_lociStitched	chr15(.):34805929-34807794	0.1554
1_MACS_peak_7676_lociStitched	chr15(.):34874308-34876863	0.193
1_MACS_peak_7677_lociStitched	chr15(.):35120539-35121864	0.3034
1_MACS_peak_7678_lociStitched	chr15(.):35245499-35247205	0.1241
1_MACS_peak_7679_lociStitched	chr15(.):35260895-35262714	0.26
1_MACS_peak_7680_lociStitched	chr15(.):35279101-35281808	0.2443
1_MACS_peak_7681_lociStitched	chr15(.):35311526-35312385	0.1094
1_MACS_peak_7682_lociStitched	chr15(.):35350143-35351890	0.1334
1_MACS_peak_7683_lociStitched	chr15(.):35837120-35839542	0.2476
1_MACS_peak_7684_lociStitched	chr15(.):36870527-36872589	0.2455
1_MACS_peak_7685_lociStitched	chr15(.):37169339-37170964	0.1582
1_MACS_peak_7686_lociStitched	chr15(.):37326058-37328408	0.2353
1_MACS_peak_7687_lociStitched	chr15(.):37390519-37394652	0.159
1_MACS_peak_7688_lociStitched	chr15(.):37496691-37497876	0.1604
1_MACS_peak_7689_lociStitched	chr15(.):38350483-38352287	0.204
4_MACS_peak_7690_lociStitched	chr15(.):38360849-38380727	0.207
1_MACS_peak_7694_lociStitched	chr15(.):38401872-38404674	0.1971
1_MACS_peak_7695_lociStitched	chr15(.):38411202-38413260	0.1971
1_MACS_peak_7696_lociStitched	chr15(.):38420401-38423579	0.2037
1_MACS_peak_7697_lociStitched	chr15(.):38441134-38442491	0.2344
3_MACS_peak_7698_lociStitched	chr15(.):38455624-38470060	0.1528
2_MACS_peak_7701_lociStitched	chr15(.):38476750-38485656	0.1953
1_MACS_peak_7703_lociStitched	chr15(.):38509067-38510473	0.2181
2_MACS_peak_7704_lociStitched	chr15(.):38529497-38535093	0.181
1_MACS_peak_7706_lociStitched	chr15(.):38542900-38547585	0.2215
1_MACS_peak_7707_lociStitched	chr15(.):38715639-38717591	0.1591
1_MACS_peak_7708_lociStitched	chr15(.):38745807-38748131	0.2192
1_MACS_peak_7709_lociStitched	chr15(.):38987865-38989650	0.2352
2_MACS_peak_7710_lociStitched	chr15(.):39914730-39922282	0.1941
3_MACS_peak_7712_lociStitched	chr15(.):40062841-40079192	0.1724
1_MACS_peak_7715_lociStitched	chr15(.):40212536-40213898	0.2438
2_MACS_peak_7716_lociStitched	chr15(.):40225387-40232897	0.1735
5_MACS_peak_7718_lociStitched	chr15(.):40329689-40358601	0.182
1_MACS_peak_7723_lociStitched	chr15(.):40373240-40374932	0.2125
2_MACS_peak_7724_lociStitched	chr15(.):40386896-40409030	0.2245
1_MACS_peak_7726_lociStitched	chr15(.):40452447-40455050	0.3012
1_MACS_peak_7727_lociStitched	chr15(.):40473974-40475784	0.1573
1_MACS_peak_7728_lociStitched	chr15(.):40544812-40545786	0.1044
2_MACS_peak_7729_lociStitched	chr15(.):40616081-40622236	0.2121
1_MACS_peak_7731_lociStitched	chr15(.):40674774-40676272	0.1694
1_MACS_peak_7732_lociStitched	chr15(.):40697536-40700397	0.2
1_MACS_peak_7733_lociStitched	chr15(.):40733016-40733852	0.0992
1_MACS_peak_7734_lociStitched	chr15(.):40762493-40764604	0.1374
1_MACS_peak_7735_lociStitched	chr15(.):40811945-40812722	0.1886
5_MACS_peak_7736_lociStitched	chr15(.):40834217-40862511	0.1775
1_MACS_peak_7741_lociStitched	chr15(.):40885487-40887605	0.3171
1_MACS_peak_7742_lociStitched	chr15(.):40985408-40988403	0.2354
1_MACS_peak_7743_lociStitched	chr15(.):41034475-41037563	0.1439
1_MACS_peak_7744_lociStitched	chr15(.):41046034-41048495	0.1853
1_MACS_peak_7745_lociStitched	chr15(.):41055418-41057335	0.2644
1_MACS_peak_7746_lociStitched	chr15(.):41098419-41100898	0.3122
1_MACS_peak_7747_lociStitched	chr15(.):41135450-41140217	0.1934
1_MACS_peak_7748_lociStitched	chr15(.):41185920-41187916	0.2636
1_MACS_peak_7749_lociStitched	chr15(.):41197734-41199860	0.1849
3_MACS_peak_7750_lociStitched	chr15(.):41233079-41246280	0.1479
2_MACS_peak_7753_lociStitched	chr15(.):41304881-41311271	0.1701
1_MACS_peak_7755_lociStitched	chr15(.):41406952-41409697	0.2903
1_MACS_peak_7756_lociStitched	chr15(.):41522682-41524424	0.2915
1_MACS_peak_7757_lociStitched	chr15(.):41555297-41557060	0.1523
1_MACS_peak_7758_lociStitched	chr15(.):41575187-41577524	0.2038
1_MACS_peak_7759_lociStitched	chr15(.):41615486-41616474	0.1301
1_MACS_peak_7760_lociStitched	chr15(.):41623676-41627281	0.2559
2_MACS_peak_7761_lociStitched	chr15(.):41687634-41695583	0.1399
3_MACS_peak_7763_lociStitched	chr15(.):41708283-41722436	0.1613
1_MACS_peak_7766_lociStitched	chr15(.):41774782-41776265	0.2208
1_MACS_peak_7767_lociStitched	chr15(.):41784644-41786202	0.2102
1_MACS_peak_7768_lociStitched	chr15(.):41835608-41836988	0.2098
1_MACS_peak_7769_lociStitched	chr15(.):41951833-41955004	0.2461
1_MACS_peak_7770_lociStitched	chr15(.):42065464-42067764	0.3427
1_MACS_peak_7771_lociStitched	chr15(.):42119895-42120959	0.2035
2_MACS_peak_7772_lociStitched	chr15(.):42259773-42265803	0.1891
1_MACS_peak_7774_lociStitched	chr15(.):42302470-42304630	0.1838
1_MACS_peak_7775_lociStitched	chr15(.):42499527-42501460	0.2387
1_MACS_peak_7776_lociStitched	chr15(.):42564340-42567605	0.2997
2_MACS_peak_7777_lociStitched	chr15(.):42782162-42788794	0.2022
1_MACS_peak_7779_lociStitched	chr15(.):42839613-42843867	0.236
2_MACS_peak_7780_lociStitched	chr15(.):42866839-42874476	0.2105
1_MACS_peak_7782_lociStitched	chr15(.):42894511-42902026	0.2049
1_MACS_peak_7783_lociStitched	chr15(.):42911355-42912860	0.1491
1_MACS_peak_7784_lociStitched	chr15(.):42939072-42940700	0.1201
1_MACS_peak_7785_lociStitched	chr15(.):43027966-43030200	0.1902
1_MACS_peak_7786_lociStitched	chr15(.):43212062-43214073	0.3003
1_MACS_peak_7787_lociStitched	chr15(.):43397325-43399202	0.2908
1_MACS_peak_7788_lociStitched	chr15(.):43424972-43427343	0.2644
1_MACS_peak_7789_lociStitched	chr15(.):43477093-43479032	0.2609
1_MACS_peak_7790_lociStitched	chr15(.):43545347-43546898	0.2499
1_MACS_peak_7791_lociStitched	chr15(.):43562605-43563614	0.1592
1_MACS_peak_7792_lociStitched	chr15(.):43621530-43623489	0.1784
1_MACS_peak_7793_lociStitched	chr15(.):43662249-43664207	0.23
1_MACS_peak_7794_lociStitched	chr15(.):43732511-43734085	0.1811
1_MACS_peak_7795_lociStitched	chr15(.):43784638-43786028	0.3085
1_MACS_peak_7796_lociStitched	chr15(.):43881546-43882799	0.1486
1_MACS_peak_7797_lociStitched	chr15(.):43981418-43982541	0.1808
1_MACS_peak_7798_lociStitched	chr15(.):44037868-44039578	0.2131
3_MACS_peak_7799_lociStitched	chr15(.):44080619-44093870	0.1553
1_MACS_peak_7802_lociStitched	chr15(.):44101277-44102133	0.1249
2_MACS_peak_7803_lociStitched	chr15(.):44115977-44121110	0.2233
1_MACS_peak_7805_lociStitched	chr15(.):44240650-44241826	0.1509
4_MACS_peak_7806_lociStitched	chr15(.):44579167-44602905	0.1612
2_MACS_peak_7810_lociStitched	chr15(.):44610954-44618273	0.1342
1_MACS_peak_7812_lociStitched	chr15(.):44676273-44678456	0.1716
1_MACS_peak_7813_lociStitched	chr15(.):44718383-44721298	0.29
1_MACS_peak_7814_lociStitched	chr15(.):44827605-44830935	0.1868
1_MACS_peak_7815_lociStitched	chr15(.):44837590-44839269	0.2401
2_MACS_peak_7816_lociStitched	chr15(.):44885350-44889261	0.1159
3_MACS_peak_7818_lociStitched	chr15(.):44954475-44964058	0.1767
1_MACS_peak_7821_lociStitched	chr15(.):44974579-44976571	0.249
1_MACS_peak_7822_lociStitched	chr15(.):45001802-45005939	0.3377
2_MACS_peak_7823_lociStitched	chr15(.):45015933-45029240	0.1884
1_MACS_peak_7825_lociStitched	chr15(.):45076140-45077529	0.4079
1_MACS_peak_7826_lociStitched	chr15(.):45314549-45315922	0.1757
1_MACS_peak_7827_lociStitched	chr15(.):45340531-45341512	0.1439
1_MACS_peak_7828_lociStitched	chr15(.):45352996-45354551	0.2495
1_MACS_peak_7829_lociStitched	chr15(.):45458176-45460114	0.2142
1_MACS_peak_7830_lociStitched	chr15(.):45490090-45494198	0.3472
1_MACS_peak_7831_lociStitched	chr15(.):45570550-45572445	0.329
1_MACS_peak_7832_lociStitched	chr15(.):45670132-45671791	0.2138
1_MACS_peak_7833_lociStitched	chr15(.):45683656-45685138	0.2034
1_MACS_peak_7834_lociStitched	chr15(.):45693308-45696309	0.2682
2_MACS_peak_7835_lociStitched	chr15(.):45746595-45751422	0.208
1_MACS_peak_7837_lociStitched	chr15(.):45813465-45815845	0.2494
1_MACS_peak_7838_lociStitched	chr15(.):45840649-45842006	0.2765
1_MACS_peak_7839_lociStitched	chr15(.):45878339-45881146	0.2101
1_MACS_peak_7840_lociStitched	chr15(.):45926371-45930812	0.2518
1_MACS_peak_7841_lociStitched	chr15(.):45940174-45941978	0.2316
1_MACS_peak_7842_lociStitched	chr15(.):46091235-46092319	0.162
1_MACS_peak_7843_lociStitched	chr15(.):46411910-46413925	0.2009
1_MACS_peak_7844_lociStitched	chr15(.):46588718-46591365	0.1442
1_MACS_peak_7845_lociStitched	chr15(.):46781192-46782272	0.1683
1_MACS_peak_7846_lociStitched	chr15(.):46952070-46953203	0.1058
3_MACS_peak_7847_lociStitched	chr15(.):46994501-47008854	0.1884
1_MACS_peak_7850_lociStitched	chr15(.):47026529-47028284	0.2017
1_MACS_peak_7851_lociStitched	chr15(.):47226501-47228150	0.1639
1_MACS_peak_7852_lociStitched	chr15(.):47238382-47240418	0.2116
1_MACS_peak_7853_lociStitched	chr15(.):47475863-47477869	0.1224
1_MACS_peak_7854_lociStitched	chr15(.):47592346-47595891	0.2278
1_MACS_peak_7855_lociStitched	chr15(.):47626476-47628244	0.1701
1_MACS_peak_7856_lociStitched	chr15(.):48252126-48255114	0.201
1_MACS_peak_7857_lociStitched	chr15(.):48293402-48295256	0.2782
1_MACS_peak_7858_lociStitched	chr15(.):48469400-48470955	0.1907
1_MACS_peak_7859_lociStitched	chr15(.):48622337-48625508	0.2066
1_MACS_peak_7860_lociStitched	chr15(.):48937453-48938659	0.1461
1_MACS_peak_7861_lociStitched	chr15(.):49086374-49087874	0.195
1_MACS_peak_7862_lociStitched	chr15(.):49102410-49104139	0.315
1_MACS_peak_7863_lociStitched	chr15(.):49169534-49171266	0.2954
1_MACS_peak_7864_lociStitched	chr15(.):49315056-49317803	0.1862
1_MACS_peak_7865_lociStitched	chr15(.):49337253-49339541	0.2626
1_MACS_peak_7866_lociStitched	chr15(.):49446628-49450064	0.2234
1_MACS_peak_7867_lociStitched	chr15(.):49461718-49463588	0.2554
2_MACS_peak_7868_lociStitched	chr15(.):49523930-49529584	0.1869
1_MACS_peak_7870_lociStitched	chr15(.):49545253-49546291	0.1143
1_MACS_peak_7871_lociStitched	chr15(.):49557642-49559534	0.2245
1_MACS_peak_7872_lociStitched	chr15(.):49570423-49573495	0.2027
1_MACS_peak_7873_lociStitched	chr15(.):49581195-49582702	0.1657
1_MACS_peak_7874_lociStitched	chr15(.):49597045-49599099	0.1785
1_MACS_peak_7875_lociStitched	chr15(.):49674517-49676299	0.1094
1_MACS_peak_7876_lociStitched	chr15(.):49730416-49732889	0.2389
1_MACS_peak_7877_lociStitched	chr15(.):49763296-49765200	0.2641
1_MACS_peak_7878_lociStitched	chr15(.):49912109-49914332	0.269
1_MACS_peak_7879_lociStitched	chr15(.):50301325-50302387	0.1332
1_MACS_peak_7880_lociStitched	chr15(.):50474035-50475326	0.1698
1_MACS_peak_7881_lociStitched	chr15(.):50539463-50541066	0.3177
1_MACS_peak_7882_lociStitched	chr15(.):50644495-50648680	0.2516
1_MACS_peak_7883_lociStitched	chr15(.):50715528-50717799	0.2838
1_MACS_peak_7884_lociStitched	chr15(.):50977622-50980062	0.2298
1_MACS_peak_7885_lociStitched	chr15(.):51056215-51058663	0.2646
2_MACS_peak_7886_lociStitched	chr15(.):51168671-51177056	0.1419
1_MACS_peak_7888_lociStitched	chr15(.):51198789-51201962	0.2873
1_MACS_peak_7889_lociStitched	chr15(.):51262208-51263640	0.1852
1_MACS_peak_7890_lociStitched	chr15(.):51369108-51370373	0.2285
1_MACS_peak_7891_lociStitched	chr15(.):51455028-51456129	0.281
1_MACS_peak_7892_lociStitched	chr15(.):51535334-51537623	0.1988
1_MACS_peak_7893_lociStitched	chr15(.):51640704-51642032	0.2144
1_MACS_peak_7894_lociStitched	chr15(.):51913839-51915679	0.2032
1_MACS_peak_7895_lociStitched	chr15(.):52023289-52024812	0.3347
1_MACS_peak_7896_lociStitched	chr15(.):52121410-52123309	0.278
1_MACS_peak_7897_lociStitched	chr15(.):52262980-52265315	0.2075
1_MACS_peak_7898_lociStitched	chr15(.):52273568-52274973	0.2449
1_MACS_peak_7899_lociStitched	chr15(.):52297993-52299743	0.2233
1_MACS_peak_7900_lociStitched	chr15(.):52310631-52314953	0.1965
3_MACS_peak_7901_lociStitched	chr15(.):52331723-52339533	0.1655
1_MACS_peak_7904_lociStitched	chr15(.):52374018-52375781	0.2194
1_MACS_peak_7905_lociStitched	chr15(.):52392646-52393155	0.0971
1_MACS_peak_7906_lociStitched	chr15(.):52470600-52473246	0.2421
2_MACS_peak_7907_lociStitched	chr15(.):52548377-52555596	0.1937
1_MACS_peak_7909_lociStitched	chr15(.):52585711-52588514	0.1987
1_MACS_peak_7910_lociStitched	chr15(.):52623101-52625916	0.2161
1_MACS_peak_7911_lociStitched	chr15(.):52661922-52663226	0.1699
2_MACS_peak_7912_lociStitched	chr15(.):52670681-52676256	0.2058
1_MACS_peak_7914_lociStitched	chr15(.):52700857-52701829	0.1839
1_MACS_peak_7915_lociStitched	chr15(.):52754315-52759959	0.3213
2_MACS_peak_7916_lociStitched	chr15(.):52771315-52780622	0.2162
2_MACS_peak_7918_lociStitched	chr15(.):52795503-52800488	0.1631
1_MACS_peak_7920_lociStitched	chr15(.):52819635-52822777	0.2346
1_MACS_peak_7921_lociStitched	chr15(.):52849943-52850976	0.1263
1_MACS_peak_7922_lociStitched	chr15(.):52859009-52861964	0.2602
1_MACS_peak_7923_lociStitched	chr15(.):52950619-52952290	0.1963
3_MACS_peak_7924_lociStitched	chr15(.):52959382-52977361	0.1961
1_MACS_peak_7927_lociStitched	chr15(.):53000161-53003809	0.2777
1_MACS_peak_7928_lociStitched	chr15(.):53019606-53025344	0.2224
1_MACS_peak_7929_lociStitched	chr15(.):54210030-54211320	0.133
1_MACS_peak_7930_lociStitched	chr15(.):54810855-54812966	0.2177
1_MACS_peak_7931_lociStitched	chr15(.):54874193-54877816	0.2424
1_MACS_peak_7932_lociStitched	chr15(.):54973369-54974605	0.1733
1_MACS_peak_7933_lociStitched	chr15(.):55094501-55096994	0.216
1_MACS_peak_7934_lociStitched	chr15(.):55488021-55490298	0.3038
4_MACS_peak_7935_lociStitched	chr15(.):55569028-55583197	0.1475
1_MACS_peak_7939_lociStitched	chr15(.):55610450-55612830	0.2134
1_MACS_peak_7940_lociStitched	chr15(.):55664283-55666021	0.153
2_MACS_peak_7941_lociStitched	chr15(.):55694286-55701615	0.1915
1_MACS_peak_7943_lociStitched	chr15(.):55789856-55791300	0.1787
1_MACS_peak_7944_lociStitched	chr15(.):56284887-56286564	0.1704
1_MACS_peak_7945_lociStitched	chr15(.):56534323-56538823	0.1953
3_MACS_peak_7946_lociStitched	chr15(.):56644941-56667077	0.2148
1_MACS_peak_7949_lociStitched	chr15(.):56900037-56901258	0.1993
1_MACS_peak_7950_lociStitched	chr15(.):57024316-57026291	0.1916
1_MACS_peak_7951_lociStitched	chr15(.):57178539-57180613	0.2985
1_MACS_peak_7952_lociStitched	chr15(.):57209654-57212342	0.2216
1_MACS_peak_7953_lociStitched	chr15(.):57598307-57599295	0.1058
1_MACS_peak_7954_lociStitched	chr15(.):57998104-57999997	0.2528
1_MACS_peak_7955_lociStitched	chr15(.):58068665-58070200	0.1965
1_MACS_peak_7956_lociStitched	chr15(.):58089294-58090936	0.1842
1_MACS_peak_7957_lociStitched	chr15(.):58560945-58563032	0.1608
1_MACS_peak_7958_lociStitched	chr15(.):58583552-58591533	0.2034
1_MACS_peak_7959_lociStitched	chr15(.):58622991-58625956	0.2246
1_MACS_peak_7960_lociStitched	chr15(.):58698866-58700247	0.1863
1_MACS_peak_7961_lociStitched	chr15(.):58754824-58757659	0.1479
1_MACS_peak_7962_lociStitched	chr15(.):58795592-58798127	0.1844
1_MACS_peak_7963_lociStitched	chr15(.):58919896-58921734	0.1694
1_MACS_peak_7964_lociStitched	chr15(.):59039260-59043461	0.2789
2_MACS_peak_7965_lociStitched	chr15(.):59062366-59070137	0.1867
1_MACS_peak_7967_lociStitched	chr15(.):59223782-59227561	0.2152
1_MACS_peak_7968_lociStitched	chr15(.):59248973-59250709	0.2329
2_MACS_peak_7969_lociStitched	chr15(.):59266806-59281252	0.1887
1_MACS_peak_7971_lociStitched	chr15(.):59366153-59367547	0.1957
1_MACS_peak_7972_lociStitched	chr15(.):59396269-59398636	0.2154
1_MACS_peak_7973_lociStitched	chr15(.):59457375-59458798	0.1567
1_MACS_peak_7974_lociStitched	chr15(.):59528252-59531324	0.1751
1_MACS_peak_7975_lociStitched	chr15(.):59808340-59810300	0.2441
1_MACS_peak_7976_lociStitched	chr15(.):59835370-59836943	0.1842
1_MACS_peak_7977_lociStitched	chr15(.):59948702-59950276	0.2791
1_MACS_peak_7978_lociStitched	chr15(.):59977467-59982768	0.2871
1_MACS_peak_7979_lociStitched	chr15(.):60210928-60212396	0.1533
1_MACS_peak_7980_lociStitched	chr15(.):60268046-60269458	0.2126
1_MACS_peak_7981_lociStitched	chr15(.):60288669-60290608	0.2231
1_MACS_peak_7982_lociStitched	chr15(.):60297944-60300034	0.2541
1_MACS_peak_7983_lociStitched	chr15(.):60418716-60421013	0.1943
1_MACS_peak_7984_lociStitched	chr15(.):60520557-60521680	0.1014
1_MACS_peak_7985_lociStitched	chr15(.):60612079-60613410	0.2211
2_MACS_peak_7986_lociStitched	chr15(.):60680985-60691456	0.1798
1_MACS_peak_7988_lociStitched	chr15(.):60715217-60717162	0.1568
1_MACS_peak_7989_lociStitched	chr15(.):60769577-60773206	0.2766
1_MACS_peak_7990_lociStitched	chr15(.):60799393-60800806	0.2719
1_MACS_peak_7991_lociStitched	chr15(.):60882986-60885644	0.1263
1_MACS_peak_7992_lociStitched	chr15(.):60941706-60942950	0.1783
1_MACS_peak_7993_lociStitched	chr15(.):62337880-62339985	0.141
2_MACS_peak_7994_lociStitched	chr15(.):62351283-62361203	0.1587
1_MACS_peak_7996_lociStitched	chr15(.):62681877-62683384	0.1603
1_MACS_peak_7997_lociStitched	chr15(.):63339868-63341772	0.1962
1_MACS_peak_7998_lociStitched	chr15(.):63413435-63415087	0.2462
1_MACS_peak_7999_lociStitched	chr15(.):63448082-63450947	0.2324
1_MACS_peak_8000_lociStitched	chr15(.):63480666-63487023	0.252
4_MACS_peak_8001_lociStitched	chr15(.):63765716-63780108	0.1749
1_MACS_peak_8005_lociStitched	chr15(.):63794646-63798922	0.237
1_MACS_peak_8006_lociStitched	chr15(.):63891079-63894664	0.2712
1_MACS_peak_8007_lociStitched	chr15(.):63918818-63920051	0.1957
1_MACS_peak_8008_lociStitched	chr15(.):63960213-63962099	0.2223
1_MACS_peak_8009_lociStitched	chr15(.):64125012-64127220	0.2219
1_MACS_peak_8010_lociStitched	chr15(.):64262241-64264772	0.2757
2_MACS_peak_8011_lociStitched	chr15(.):64381313-64389085	0.297
2_MACS_peak_8013_lociStitched	chr15(.):64443154-64456681	0.185
1_MACS_peak_8015_lociStitched	chr15(.):64647275-64649345	0.2722
2_MACS_peak_8016_lociStitched	chr15(.):64672828-64680776	0.1524
2_MACS_peak_8018_lociStitched	chr15(.):64752037-64757739	0.1718
1_MACS_peak_8020_lociStitched	chr15(.):64863736-64865075	0.2132
1_MACS_peak_8021_lociStitched	chr15(.):64888433-64890463	0.2981
2_MACS_peak_8022_lociStitched	chr15(.):64939481-64944929	0.1656
1_MACS_peak_8024_lociStitched	chr15(.):64994641-64996295	0.2663
1_MACS_peak_8025_lociStitched	chr15(.):65116924-65118775	0.3012
1_MACS_peak_8026_lociStitched	chr15(.):65132829-65136175	0.1987
3_MACS_peak_8027_lociStitched	chr15(.):65169186-65189860	0.1712
1_MACS_peak_8030_lociStitched	chr15(.):65203128-65204814	0.2505
1_MACS_peak_8031_lociStitched	chr15(.):65219905-65223722	0.2431
1_MACS_peak_8032_lociStitched	chr15(.):65281123-65283249	0.2476
1_MACS_peak_8033_lociStitched	chr15(.):65320862-65322212	0.2025
1_MACS_peak_8034_lociStitched	chr15(.):65424490-65426947	0.221
1_MACS_peak_8035_lociStitched	chr15(.):65475591-65478704	0.2203
1_MACS_peak_8036_lociStitched	chr15(.):65577823-65580018	0.1715
3_MACS_peak_8037_lociStitched	chr15(.):65587476-65598067	0.1936
1_MACS_peak_8040_lociStitched	chr15(.):65676993-65678218	0.2914
1_MACS_peak_8041_lociStitched	chr15(.):65808775-65810743	0.3661
1_MACS_peak_8042_lociStitched	chr15(.):65822000-65823793	0.1708
1_MACS_peak_8043_lociStitched	chr15(.):65876050-65876898	0.1478
1_MACS_peak_8044_lociStitched	chr15(.):65902308-65904608	0.1932
1_MACS_peak_8045_lociStitched	chr15(.):65942190-65943554	0.2108
1_MACS_peak_8046_lociStitched	chr15(.):66082709-66086284	0.2151
1_MACS_peak_8047_lociStitched	chr15(.):66124452-66126348	0.2046
1_MACS_peak_8048_lociStitched	chr15(.):66161106-66163615	0.341
1_MACS_peak_8049_lociStitched	chr15(.):66584694-66587872	0.1996
1_MACS_peak_8050_lociStitched	chr15(.):66647801-66650011	0.2694
1_MACS_peak_8051_lociStitched	chr15(.):66661896-66663059	0.119
2_MACS_peak_8052_lociStitched	chr15(.):66678252-66683868	0.1987
1_MACS_peak_8054_lociStitched	chr15(.):66763995-66765474	0.2441
2_MACS_peak_8055_lociStitched	chr15(.):66788786-66798553	0.2067
1_MACS_peak_8057_lociStitched	chr15(.):66993466-66994662	0.1102
1_MACS_peak_8058_lociStitched	chr15(.):67006133-67007363	0.2601
1_MACS_peak_8059_lociStitched	chr15(.):67357795-67359359	0.0875
3_MACS_peak_8060_lociStitched	chr15(.):67366195-67379134	0.1547
1_MACS_peak_8063_lociStitched	chr15(.):67392554-67395714	0.2428
2_MACS_peak_8064_lociStitched	chr15(.):67425814-67430582	0.1531
3_MACS_peak_8066_lociStitched	chr15(.):67532408-67547882	0.169
1_MACS_peak_8069_lociStitched	chr15(.):67812439-67815207	0.2434
1_MACS_peak_8070_lociStitched	chr15(.):67833540-67835915	0.2347
1_MACS_peak_8071_lociStitched	chr15(.):68074314-68078091	0.2582
1_MACS_peak_8072_lociStitched	chr15(.):68131424-68133751	0.2186
1_MACS_peak_8073_lociStitched	chr15(.):68203659-68204702	0.1659
1_MACS_peak_8074_lociStitched	chr15(.):68238370-68240236	0.2149
1_MACS_peak_8075_lociStitched	chr15(.):68345896-68348394	0.2232
1_MACS_peak_8076_lociStitched	chr15(.):68389825-68392084	0.1353
1_MACS_peak_8077_lociStitched	chr15(.):68478474-68485947	0.232
2_MACS_peak_8078_lociStitched	chr15(.):68493747-68503964	0.1369
1_MACS_peak_8080_lociStitched	chr15(.):68516067-68523090	0.2362
1_MACS_peak_8081_lociStitched	chr15(.):68530061-68532252	0.2342
1_MACS_peak_8082_lociStitched	chr15(.):68548207-68550545	0.1816
2_MACS_peak_8083_lociStitched	chr15(.):68568626-68599615	0.217
1_MACS_peak_8085_lociStitched	chr15(.):69083310-69085227	0.1818
1_MACS_peak_8086_lociStitched	chr15(.):69108798-69114843	0.2041
1_MACS_peak_8087_lociStitched	chr15(.):69125968-69127285	0.3051
1_MACS_peak_8088_lociStitched	chr15(.):69222554-69223584	0.1768
1_MACS_peak_8089_lociStitched	chr15(.):69451732-69454471	0.272
1_MACS_peak_8090_lociStitched	chr15(.):69706248-69707656	0.2641
1_MACS_peak_8091_lociStitched	chr15(.):69743582-69746570	0.2622
2_MACS_peak_8092_lociStitched	chr15(.):69754448-69761255	0.1454
1_MACS_peak_8094_lociStitched	chr15(.):69958157-69962716	0.249
2_MACS_peak_8095_lociStitched	chr15(.):70046371-70054182	0.221
1_MACS_peak_8097_lociStitched	chr15(.):70172303-70174641	0.1915
1_MACS_peak_8098_lociStitched	chr15(.):70271173-70274188	0.2564
2_MACS_peak_8099_lociStitched	chr15(.):70306543-70311932	0.2605
1_MACS_peak_8101_lociStitched	chr15(.):70327163-70330207	0.2431
1_MACS_peak_8102_lociStitched	chr15(.):70386548-70394069	0.1852
1_MACS_peak_8103_lociStitched	chr15(.):70488341-70490289	0.2483
1_MACS_peak_8104_lociStitched	chr15(.):70591730-70594694	0.2678
2_MACS_peak_8105_lociStitched	chr15(.):70610881-70621191	0.1675
1_MACS_peak_8107_lociStitched	chr15(.):70726359-70729765	0.2099
1_MACS_peak_8108_lociStitched	chr15(.):70751846-70753377	0.1818
2_MACS_peak_8109_lociStitched	chr15(.):70767114-70772458	0.1619
1_MACS_peak_8111_lociStitched	chr15(.):70783194-70786430	0.2642
1_MACS_peak_8112_lociStitched	chr15(.):70794972-70798686	0.2004
1_MACS_peak_8113_lociStitched	chr15(.):71054621-71056616	0.2101
1_MACS_peak_8114_lociStitched	chr15(.):71184236-71185806	0.2482
1_MACS_peak_8115_lociStitched	chr15(.):71395250-71396352	0.1853
1_MACS_peak_8116_lociStitched	chr15(.):71969086-71970284	0.1915
1_MACS_peak_8117_lociStitched	chr15(.):72409122-72411470	0.2566
1_MACS_peak_8118_lociStitched	chr15(.):72521694-72525004	0.2516
1_MACS_peak_8119_lociStitched	chr15(.):72564030-72566132	0.2518
1_MACS_peak_8120_lociStitched	chr15(.):72667371-72669682	0.2548
1_MACS_peak_8121_lociStitched	chr15(.):72753707-72755323	0.1811
1_MACS_peak_8122_lociStitched	chr15(.):72765099-72768930	0.2851
1_MACS_peak_8123_lociStitched	chr15(.):72907535-72909013	0.2831
1_MACS_peak_8124_lociStitched	chr15(.):72928685-72930146	0.2234
1_MACS_peak_8125_lociStitched	chr15(.):72977297-72979446	0.3117
2_MACS_peak_8126_lociStitched	chr15(.):73029750-73033970	0.2234
2_MACS_peak_8128_lociStitched	chr15(.):73066821-73077786	0.2027
