#25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07_ROSE/25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X25_0F2B_0229Kronos_MM1S.KB.3hr.1_H3K27me3_hs.dm_i07.bam
#Using cutoff of 21334.4067 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X25_0F2B_0229Kronos_MM1S.KB.3hr.1_H3K27me3_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	isStretch
13_MACS_peak_17703_lociStitched	chr19	3250848	3285077	13	29853	45017.9808	4196.4754	261	1
6_MACS_peak_25662_lociStitched	chr21	43776609	43807660	6	29785	60372.4593	4778.7489	262	1
11_MACS_peak_37422_lociStitched	chr9	139627661	139659052	11	29775	65173.9942	2850.3028	263	1
15_MACS_peak_14672_lociStitched	chr17	19100069	19131832	15	29646	32277.5606	3262.0601	264	1
4_MACS_peak_36756_lociStitched	chr9	136294662	136324476	4	29628	48730.983	2710.0926	265	1
15_MACS_peak_7558_lociStitched	chr11	64284584	64316754	15	29529	39331.042	3136.575	266	1
6_MACS_peak_16667_lociStitched	chr17	76480931	76511891	6	29507	46907.496	2820.456	267	1
2_MACS_peak_21317_lociStitched	chr19	47900821	47930460	2	29494	54313.4675	2978.7195	268	1
12_MACS_peak_20860_lociStitched	chr19	42414304	42446029	12	29438	52460.46	3064.635	269	1
12_MACS_peak_33022_lociStitched	chr7	100917650	100950104	12	29416	40077.4446	3222.6822	270	1
12_MACS_peak_14655_lociStitched	chr17	19053127	19084746	12	29387	31973.1328	3316.8331	271	1
6_MACS_peak_21716_lociStitched	chr19	49915570	49946070	6	29381	51392.5	2833.45	272	1
8_MACS_peak_11305_lociStitched	chr15	74461947	74492247	8	29360	42619.98	2563.38	273	1
18_MACS_peak_6692_lociStitched	chr11	304395	338946	18	29352	41965.6446	3413.6388	274	1
7_MACS_peak_7855_lociStitched	chr11	68758130	68789629	7	29250	53327.807	2749.8627	275	1
10_MACS_peak_1920_lociStitched	chr1	11745271	11777610	10	29250	49084.1342	3078.6728	276	1
9_MACS_peak_8126_lociStitched	chr11	69930076	69963221	9	29203	42246.617	2452.73	277	1
9_MACS_peak_32360_lociStitched	chr7	2655574	2687669	9	29080	51839.844	2683.142	278	1
13_MACS_peak_4048_lociStitched	chr1	31154992	31185670	13	29073	38252.3982	3165.9696	279	1
16_MACS_peak_37151_lociStitched	chr9	138053109	138086370	16	29038	36454.056	2371.5093	280	1
5_MACS_peak_16339_lociStitched	chr17	72873327	72903077	5	28961	41200.775	2552.55	281	1
7_MACS_peak_6976_lociStitched	chr11	1937495	1968197	7	28933	61443.9126	2225.895	282	1
10_MACS_peak_28664_lociStitched	chr3	13659545	13689986	10	28789	43195.779	2715.3372	283	1
8_MACS_peak_27317_lociStitched	chr22	42685494	42716641	8	28720	44465.4572	2797.0006	284	1
18_MACS_peak_21486_lociStitched	chr19	48777805	48812716	18	28647	38674.4058	3662.1639	285	1
2_MACS_peak_37384_lociStitched	chr9	139138087	139167028	2	28639	68216.8311	2992.4994	286	1
7_MACS_peak_28935_lociStitched	chr3	50183640	50215063	7	28584	46754.2817	2978.9004	287	1
10_MACS_peak_30279_lociStitched	chr4	8259814	8290431	10	28569	41890.1794	2238.1027	288	1
12_MACS_peak_18421_lociStitched	chr19	8264069	8294640	12	28533	39415.1903	3619.6064	289	1
7_MACS_peak_26196_lociStitched	chr22	19688870	19718415	7	28470	54297.801	2440.417	290	1
4_MACS_peak_17065_lociStitched	chr17	79271735	79301251	4	28382	59489.498	2612.166	291	1
20_MACS_peak_33443_lociStitched	chr7	154677801	154711836	20	28337	36621.66	4104.621	292	1
8_MACS_peak_27273_lociStitched	chr22	40036708	40066524	8	28311	43829.52	2719.2192	293	1
8_MACS_peak_230_lociStitched	chr1	2128486	2158624	8	28118	45309.4692	2597.8956	294	1
7_MACS_peak_37006_lociStitched	chr9	137606862	137635710	7	28058	42040.1904	2232.8352	295	1
5_MACS_peak_11783_lociStitched	chr16	858682	887186	5	27965	47547.5224	2411.4384	296	1
16_MACS_peak_28592_lociStitched	chr3	12903362	12933597	16	27925	38788.4815	3428.649	297	1
10_MACS_peak_32903_lociStitched	chr7	100382210	100411879	10	27713	37018.0113	2809.6543	298	1
7_MACS_peak_20191_lociStitched	chr19	35977891	36007033	7	27687	44817.4818	3039.5106	299	1
7_MACS_peak_36413_lociStitched	chr9	133936045	133965308	7	27666	46712.5269	2651.2278	300	1
14_MACS_peak_21874_lociStitched	chr19	50930983	50962193	14	27647	35882.137	3214.63	301	1
8_MACS_peak_28887_lociStitched	chr3	48604426	48633603	8	27635	45764.1245	2920.6177	302	1
6_MACS_peak_27223_lociStitched	chr22	39221659	39250866	6	27547	44321.6225	2976.1933	303	1
5_MACS_peak_14136_lociStitched	chr17	4478719	4507768	5	27543	52430.5401	2614.41	304	1
9_MACS_peak_16948_lociStitched	chr17	77998999	78028720	9	27519	38441.1414	2969.1279	305	1
11_MACS_peak_31731_lociStitched	chr6	33978559	34009029	11	27489	38535.409	2431.506	306	1
8_MACS_peak_25436_lociStitched	chr20	62726999	62756623	8	27298	52689.2464	2666.16	307	1
11_MACS_peak_3322_lociStitched	chr1	23033537	23063959	11	27295	36734.565	2561.5324	308	1
7_MACS_peak_29613_lociStitched	chr4	3853654	3882559	7	27277	43692.798	2459.8155	309	1
7_MACS_peak_27092_lociStitched	chr22	37518810	37546484	7	27252	40916.009	2565.3798	310	1
14_MACS_peak_21722_lociStitched	chr19	50010560	50042339	14	27223	37953.6597	2968.1586	311	1
4_MACS_peak_23101_lociStitched	chr2	219845429	219873475	4	27147	56313.5634	3003.7266	312	1
24_MACS_peak_17621_lociStitched	chr19	3023341	3058232	24	27147	36544.8334	4068.2906	313	1
2_MACS_peak_31569_lociStitched	chr6	31958173	31985282	2	27077	73435.5701	3220.5492	314	1
9_MACS_peak_6604_lociStitched	chr10	135044827	135074407	9	27075	44171.814	2570.502	315	1
17_MACS_peak_20822_lociStitched	chr19	42289683	42320646	17	26759	34768.3527	2997.2184	316	1
7_MACS_peak_25650_lociStitched	chr21	43716824	43743809	7	26615	49315.0875	4204.263	317	1
5_MACS_peak_36804_lociStitched	chr9	136534442	136562002	5	26544	44815.316	2011.88	318	1
10_MACS_peak_17904_lociStitched	chr19	5259614	5287119	10	26481	39321.148	3575.65	319	1
13_MACS_peak_16546_lociStitched	chr17	75773973	75803888	13	26439	37836.492	2955.602	320	1
13_MACS_peak_15230_lociStitched	chr17	41703916	41732660	13	26424	32075.4296	2684.6896	321	1
17_MACS_peak_21128_lociStitched	chr19	46460370	46490648	17	26415	33717.5808	2513.074	322	1
20_MACS_peak_10368_lociStitched	chr14	101014068	101044901	20	26359	29615.0965	1285.7361	323	1
15_MACS_peak_26848_lociStitched	chr22	30862355	30892049	15	26341	34177.794	2832.8076	324	1
13_MACS_peak_1777_lociStitched	chr1	11365896	11395965	13	26305	36323.352	2919.6999	325	1
16_MACS_peak_16986_lociStitched	chr17	78137823	78169705	16	26297	36304.0334	2939.5204	326	1
12_MACS_peak_36931_lociStitched	chr9	137369181	137398962	12	26245	39712.9635	2403.3267	327	1
10_MACS_peak_3392_lociStitched	chr1	23219731	23247794	10	26233	33633.5055	2183.3014	328	1
13_MACS_peak_9318_lociStitched	chr12	3411237	3442411	13	26221	39756.2022	2599.9116	329	1
10_MACS_peak_13613_lociStitched	chr16	88489861	88518538	10	26156	36540.2334	1147.08	330	1
19_MACS_peak_2193_lociStitched	chr1	17591989	17624235	19	26141	33935.6904	2905.3646	331	1
1_MACS_peak_33256_lociStitched	chr7	149470055	149496157	1	26103	69882.8846	3288.852	332	1
9_MACS_peak_16427_lociStitched	chr17	74515211	74542490	9	26088	43234.4871	2749.7232	333	1
15_MACS_peak_27710_lociStitched	chr22	45062415	45092649	15	26034	35636.8158	2222.199	334	1
4_MACS_peak_2097_lociStitched	chr1	17083316	17109381	4	25851	42248.7585	5181.722	335	1
8_MACS_peak_18286_lociStitched	chr19	7718163	7744923	8	25791	42789.24	3682.176	336	1
8_MACS_peak_25678_lociStitched	chr21	43841940	43870165	8	25763	41358.0925	4448.26	337	1
7_MACS_peak_17023_lociStitched	chr17	78463759	78491948	7	25680	37970.583	2700.5062	338	1
10_MACS_peak_23682_lociStitched	chr20	30424613	30453017	10	25675	44474.9832	3601.6272	339	1
4_MACS_peak_4780_lociStitched	chr1	156389296	156415215	4	25665	52335.6448	5054.205	340	1
12_MACS_peak_12202_lociStitched	chr16	5045668	5074307	12	25641	33974.4457	2511.6403	341	1
18_MACS_peak_37691_lociStitched	chrX	152740499	152770384	18	25636	31773.732	1237.239	342	1
7_MACS_peak_17999_lociStitched	chr19	5538905	5566068	7	25567	39408.0804	3501.3107	343	1
8_MACS_peak_32890_lociStitched	chr7	100341926	100368718	8	25548	34240.176	2263.924	344	1
7_MACS_peak_17761_lociStitched	chr19	3581808	3608514	7	25489	44908.8096	3549.2274	345	1
8_MACS_peak_25353_lociStitched	chr20	62124643	62151799	8	25455	39302.8788	2264.8104	346	1
5_MACS_peak_25121_lociStitched	chr20	60370322	60396195	5	25365	38592.1668	1805.9354	347	1
12_MACS_peak_37228_lociStitched	chr9	138288556	138316720	12	25344	34585.392	2165.8116	348	1
9_MACS_peak_2242_lociStitched	chr1	17692314	17718480	9	25343	32529.5712	2396.8056	349	1
3_MACS_peak_16883_lociStitched	chr17	77740114	77766091	3	25228	46065.0141	2252.2059	350	1
5_MACS_peak_29549_lociStitched	chr4	3641056	3666791	5	25174	39907.2645	2148.8725	351	1
6_MACS_peak_31854_lociStitched	chr6	41602401	41628356	6	25152	44941.0825	2263.276	352	1
10_MACS_peak_14343_lociStitched	chr17	7308110	7335774	10	25072	44707.7904	2204.8208	353	1
4_MACS_peak_37016_lociStitched	chr9	137653860	137679851	4	25042	42263.9651	2154.6539	354	1
5_MACS_peak_487_lociStitched	chr1	3366661	3392856	5	25014	46661.1535	1744.587	355	1
4_MACS_peak_31748_lociStitched	chr6	34041052	34066287	4	24959	36275.3125	2011.2295	356	1
12_MACS_peak_1733_lociStitched	chr1	10954107	10980800	12	24923	40698.8171	2308.9445	357	1
6_MACS_peak_15820_lociStitched	chr17	61552113	61578498	6	24919	40318.9185	2506.575	358	1
10_MACS_peak_18261_lociStitched	chr19	7542914	7570147	10	24881	36051.0454	3728.1977	359	1
8_MACS_peak_19686_lociStitched	chr19	18705513	18732523	8	24872	53344.75	2425.498	360	1
6_MACS_peak_3357_lociStitched	chr1	23119115	23145348	6	24785	33683.172	2363.5933	361	1
9_MACS_peak_23339_lociStitched	chr2	241613301	241639791	9	24785	29915.157	1276.818	362	1
6_MACS_peak_17178_lociStitched	chr17	81010678	81037260	6	24746	45378.1322	2062.7632	363	1
11_MACS_peak_1806_lociStitched	chr1	11434793	11460817	11	24734	31832.5568	2883.4592	364	1
8_MACS_peak_34870_lociStitched	chr8	142064052	142090190	8	24712	37463.5954	3071.215	365	1
2_MACS_peak_23158_lociStitched	chr2	220373652	220398598	2	24706	46763.7716	2614.3408	366	1
6_MACS_peak_18767_lociStitched	chr19	13103587	13129929	6	24594	48988.2174	2149.5072	367	1
14_MACS_peak_27988_lociStitched	chr22	46020480	46048758	14	24569	32748.7518	2581.7814	368	1
5_MACS_peak_3275_lociStitched	chr1	22906158	22933080	5	24567	41249.8884	2059.533	369	1
7_MACS_peak_28022_lociStitched	chr22	46380883	46406825	7	24543	39514.8544	2391.8524	370	1
4_MACS_peak_34883_lociStitched	chr8	142331383	142356778	4	24449	41645.2605	2204.286	371	1
20_MACS_peak_27543_lociStitched	chr22	44312873	44342358	20	24372	32150.444	2812.869	372	1
11_MACS_peak_30424_lociStitched	chr4	8877354	8903393	11	24360	32699.7762	1937.3016	373	1
13_MACS_peak_28982_lociStitched	chr3	50490331	50516871	13	24338	32426.572	2523.954	374	1
11_MACS_peak_129_lociStitched	chr1	1512496	1539626	11	24303	34240.773	2713	375	1
3_MACS_peak_33611_lociStitched	chr7	155596031	155620584	3	24291	40031.2112	2698.3747	376	1
10_MACS_peak_9802_lociStitched	chr12	54585986	54613380	10	24291	35494.4058	3670.796	377	1
14_MACS_peak_15444_lociStitched	chr17	43865465	43892761	14	24236	33617.7536	2464.8288	378	1
16_MACS_peak_26989_lociStitched	chr22	37047706	37075240	16	24210	30694.9032	2640.5106	379	1
3_MACS_peak_16474_lociStitched	chr17	74906337	74931505	3	24176	42664.7936	2275.1872	380	1
8_MACS_peak_37206_lociStitched	chr9	138226668	138251852	8	24153	32590.6144	1856.0608	381	1
6_MACS_peak_31742_lociStitched	chr6	34012928	34038400	6	24118	39147.9168	2526.8224	382	1
14_MACS_peak_1651_lociStitched	chr1	9678688	9703919	14	24108	34596.7472	2571.0389	383	1
3_MACS_peak_4820_lociStitched	chr1	156860838	156885518	3	24049	55966.836	3734.084	384	1
11_MACS_peak_6472_lociStitched	chr10	134732130	134760214	11	24030	31687.1772	2221.4444	385	1
3_MACS_peak_11889_lociStitched	chr16	1567087	1591461	3	24021	44884.721	2049.8534	386	1
8_MACS_peak_10146_lociStitched	chr13	113667311	113693510	8	24015	41394.42	2412.9279	387	1
5_MACS_peak_25275_lociStitched	chr20	61646500	61671890	5	24003	41251.133	1934.718	388	1
6_MACS_peak_32884_lociStitched	chr7	100312550	100338019	6	23948	38524.4094	2694.6202	389	1
8_MACS_peak_6853_lociStitched	chr11	1454300	1479907	8	23911	42991.5923	1592.7554	390	1
16_MACS_peak_13592_lociStitched	chr16	88447834	88476053	16	23896	29655.3471	1035.6373	391	1
6_MACS_peak_26960_lociStitched	chr22	36970111	36995110	6	23881	32226.2109	2314.9074	392	1
11_MACS_peak_35839_lociStitched	chr9	115822149	115849739	11	23838	27609.313	4119.187	393	1
10_MACS_peak_29554_lociStitched	chr4	3668301	3693720	10	23763	33837.7728	1830.168	394	1
6_MACS_peak_35519_lociStitched	chr8	144466118	144490165	6	23724	42053.3936	1983.8775	395	1
7_MACS_peak_278_lociStitched	chr1	2518678	2543943	7	23719	38430.5915	1983.3025	396	1
8_MACS_peak_37051_lociStitched	chr9	137819836	137844207	8	23713	33054.3873	1820.5137	397	1
5_MACS_peak_37001_lociStitched	chr9	137578619	137603655	5	23623	38139.8424	1785.0668	398	1
16_MACS_peak_28618_lociStitched	chr3	13553639	13581296	16	23535	32231.4678	2583.1638	399	1
11_MACS_peak_17592_lociStitched	chr19	2962895	2990114	11	23530	30561.4932	3141.0726	400	1
9_MACS_peak_2042_lociStitched	chr1	16491060	16517305	9	23521	33165.8065	2669.1165	401	1
7_MACS_peak_27199_lociStitched	chr22	38835803	38859987	7	23496	34292.912	2232.1832	402	1
5_MACS_peak_32587_lociStitched	chr7	44256937	44282509	5	23491	47239.1556	1976.7156	403	1
7_MACS_peak_28965_lociStitched	chr3	50415371	50440323	7	23474	33844.8928	2318.0408	404	1
15_MACS_peak_20783_lociStitched	chr19	42199039	42226356	15	23469	30614.1619	2657.9441	405	1
4_MACS_peak_32985_lociStitched	chr7	100757329	100781482	4	23422	33850.4295	2456.3601	406	1
6_MACS_peak_19632_lociStitched	chr19	18319334	18343240	6	23405	36834.3648	2333.2256	407	1
2_MACS_peak_37447_lociStitched	chr9	139862168	139886247	2	23378	50640.5449	1919.0963	408	1
6_MACS_peak_20179_lociStitched	chr19	35820112	35843806	6	23367	33327.9804	2061.378	409	1
12_MACS_peak_36703_lociStitched	chr9	136092629	136118744	12	23347	33871.155	2253.7245	410	1
14_MACS_peak_31077_lociStitched	chr5	176116701	176143543	14	23307	31869.5066	2286.9384	411	1
9_MACS_peak_30039_lociStitched	chr4	7699401	7724440	9	23227	30853.0558	1670.1013	412	1
11_MACS_peak_17885_lociStitched	chr19	5203506	5230507	11	23188	33713.4486	3240.12	413	1
13_MACS_peak_9551_lociStitched	chr12	52581708	52607461	13	23185	30215.9949	2446.535	414	1
8_MACS_peak_33511_lociStitched	chr7	155161198	155185317	8	23146	33653.2407	3012.4631	415	1
16_MACS_peak_2950_lociStitched	chr1	20625916	20654809	16	23130	29629.7715	2441.4585	416	1
10_MACS_peak_16871_lociStitched	chr17	77707951	77733059	10	23080	34061.5128	2156.7772	417	1
8_MACS_peak_10228_lociStitched	chr13	114049360	114074642	8	23057	39457.6174	2331.0004	418	1
2_MACS_peak_7082_lociStitched	chr11	2426153	2449519	2	23031	58522.4836	2182.3844	419	1
18_MACS_peak_31696_lociStitched	chr6	33906520	33934985	18	23009	30779.2045	2624.473	420	1
21_MACS_peak_12961_lociStitched	chr16	85280447	85308976	21	22984	28894.1712	1206.7767	421	1
14_MACS_peak_37244_lociStitched	chr9	138339297	138366584	14	22962	30839.7674	2218.4331	422	1
7_MACS_peak_17663_lociStitched	chr19	3105495	3128928	7	22944	32314.107	2692.4517	423	1
11_MACS_peak_6938_lociStitched	chr11	1813353	1838736	11	22929	33746.6985	2576.3745	424	1
7_MACS_peak_6931_lociStitched	chr11	1787052	1812081	7	22909	40171.545	2577.987	425	1
5_MACS_peak_1057_lociStitched	chr1	6298587	6323085	5	22907	42599.5722	2351.808	426	1
8_MACS_peak_29702_lociStitched	chr4	6361783	6387211	8	22818	32222.3616	2240.2068	427	1
11_MACS_peak_10165_lociStitched	chr13	113728307	113753682	11	22778	35103.775	1943.725	428	1
8_MACS_peak_37354_lociStitched	chr9	138935269	138960460	8	22735	37846.9584	1476.1926	429	1
5_MACS_peak_30376_lociStitched	chr4	8689191	8713022	5	22671	31211.4607	1839.7532	430	1
10_MACS_peak_6073_lociStitched	chr10	102974700	102999335	10	22639	35636.991	2369.887	431	1
7_MACS_peak_30416_lociStitched	chr4	8846620	8871918	7	22608	33092.3138	1378.741	432	1
12_MACS_peak_32106_lociStitched	chr7	952729	979204	12	22606	32768.1075	1990.92	433	1
3_MACS_peak_18279_lociStitched	chr19	7641052	7664111	3	22592	36324.8427	2910.0458	434	1
5_MACS_peak_26062_lociStitched	chr21	47401721	47425733	5	22582	50871.8232	2482.8408	435	1
10_MACS_peak_21006_lociStitched	chr19	45367329	45391977	10	22575	32668.4592	2030.9952	436	1
18_MACS_peak_7965_lociStitched	chr11	69523215	69550767	18	22519	30976.7136	2157.3216	437	1
14_MACS_peak_30396_lociStitched	chr4	8769124	8798286	14	22508	33393.4062	2155.0718	438	1
11_MACS_peak_1388_lociStitched	chr1	7680906	7705917	11	22447	32514.3	1880.8272	439	1
7_MACS_peak_2716_lociStitched	chr1	18954139	18977608	7	22400	34536.9804	1577.1168	440	1
8_MACS_peak_29694_lociStitched	chr4	6333794	6359351	8	22387	34992.6444	2282.2401	441	1
8_MACS_peak_90_lociStitched	chr1	1124772	1150250	8	22358	45987.79	2354.1672	442	1
12_MACS_peak_11729_lociStitched	chr16	198086	223406	12	22329	32946.384	2068.644	443	1
10_MACS_peak_24212_lociStitched	chr20	48957042	48982239	10	22325	32232.0024	2628.0471	444	1
6_MACS_peak_16826_lociStitched	chr17	77522676	77546137	6	22298	31564.4294	1661.0388	445	1
6_MACS_peak_27970_lociStitched	chr22	45968384	45991819	6	22211	39138.7935	2186.4855	446	1
13_MACS_peak_21536_lociStitched	chr19	49048050	49073916	13	22210	32549.7744	2333.1132	447	1
10_MACS_peak_11528_lociStitched	chr15	78152581	78175976	10	22128	28434.283	2175.735	448	1
7_MACS_peak_32233_lociStitched	chr7	1456032	1480461	7	22127	35006.757	1775.9883	449	1
7_MACS_peak_13849_lociStitched	chr17	699316	723667	7	22117	36692.0868	2232.9867	450	1
11_MACS_peak_15259_lociStitched	chr17	41773532	41798265	11	22102	28109.0545	2762.6761	451	1
4_MACS_peak_36763_lociStitched	chr9	136344523	136366997	4	22093	40307.119	2155.2566	452	1
7_MACS_peak_7716_lociStitched	chr11	66314102	66338478	7	22089	30145.7992	2391.2856	453	1
5_MACS_peak_11134_lociStitched	chr15	42152538	42175175	5	22079	39313.6779	2084.8677	454	1
19_MACS_peak_18473_lociStitched	chr19	8602501	8629582	19	22043	26655.8283	2835.3807	455	1
11_MACS_peak_14265_lociStitched	chr17	6994674	7020678	11	22040	32031.7272	2519.7876	456	1
10_MACS_peak_26009_lociStitched	chr21	46986883	47010433	10	22031	40319.955	2891.94	457	1
10_MACS_peak_36184_lociStitched	chr9	132307052	132332242	10	21965	32404.416	2274.657	458	1
3_MACS_peak_11538_lociStitched	chr15	78179613	78201943	3	21959	36248.289	2203.971	459	1
7_MACS_peak_35179_lociStitched	chr8	143198747	143221086	7	21862	29197.073	1581.6012	460	1
15_MACS_peak_14382_lociStitched	chr17	7661222	7686919	15	21824	30432.9571	2662.2092	461	1
3_MACS_peak_25761_lociStitched	chr21	44863604	44886362	3	21808	40400.0016	2587.5846	462	1
4_MACS_peak_258_lociStitched	chr1	2414850	2436754	4	21722	34985.0688	1452.2352	463	1
8_MACS_peak_20240_lociStitched	chr19	36287179	36311401	8	21717	27891.633	2228.424	464	1
3_MACS_peak_14444_lociStitched	chr17	7959022	7981251	3	21648	36388.873	2649.6968	465	1
2_MACS_peak_511_lociStitched	chr1	3666863	3688669	2	21647	35977.7194	1938.5534	466	1
6_MACS_peak_36778_lociStitched	chr9	136430731	136453090	6	21598	36094.1337	1334.8323	467	1
7_MACS_peak_9490_lociStitched	chr12	52222379	52246412	7	21575	31235.6901	2552.3046	468	1
8_MACS_peak_16770_lociStitched	chr17	77305812	77328824	8	21459	28824.8312	1843.2612	469	1
7_MACS_peak_6903_lociStitched	chr11	1702009	1724056	7	21396	38390.4411	1984.23	470	1
7_MACS_peak_13787_lociStitched	chr17	138710	162512	7	21345	34324.8642	2311.1742	471	1
3_MACS_peak_25900_lociStitched	chr21	46140286	46162297	3	21330	39503.1417	2771.1849	472	1
5_MACS_peak_17399_lociStitched	chr19	405088	427062	5	21318	34481.6008	1971.0678	473	1
11_MACS_peak_2257_lociStitched	chr1	17839794	17862553	11	21255	26302.5763	1970.9294	474	1
2_MACS_peak_25839_lociStitched	chr21	45851676	45872958	2	21209	36907.2444	2253.7638	475	1
8_MACS_peak_14309_lociStitched	chr17	7094820	7117222	8	21206	34407.2318	2394.7738	476	1
9_MACS_peak_16686_lociStitched	chr17	76551225	76574293	9	21174	33365.5552	2334.4816	477	1
5_MACS_peak_26136_lociStitched	chr22	18935274	18957622	5	21091	35750.0956	1977.798	478	1
3_MACS_peak_6778_lociStitched	chr11	843071	864909	3	21049	42623.4084	2068.0586	479	1
8_MACS_peak_32369_lociStitched	chr7	2688773	2712085	8	21048	31956.0896	1792.6928	480	1
13_MACS_peak_3213_lociStitched	chr1	22636841	22660393	13	21032	26312.2944	2206.8224	481	1
17_MACS_peak_31626_lociStitched	chr6	33709914	33734713	17	20987	27430.1739	2412.9427	482	1
6_MACS_peak_25428_lociStitched	chr20	62670349	62692386	6	20976	39135.5083	1899.5894	483	1
4_MACS_peak_15119_lociStitched	chr17	39765801	39786897	4	20968	35363.2248	2099.052	484	1
6_MACS_peak_13960_lociStitched	chr17	1193048	1214801	6	20952	29296.9404	2849.643	485	1
6_MACS_peak_16466_lociStitched	chr17	74870512	74893246	6	20915	33032.502	2114.262	486	1
4_MACS_peak_1034_lociStitched	chr1	5891527	5913358	4	20907	31272.9075	1648.2405	487	1
6_MACS_peak_37479_lociStitched	chr9	140048099	140069936	6	20886	48334.0158	1943.493	488	1
18_MACS_peak_19533_lociStitched	chr19	17903421	17928305	18	20854	27964.6392	2237.0716	489	1
5_MACS_peak_11763_lociStitched	chr16	740878	762709	5	20850	41245.3083	1628.5926	490	1
9_MACS_peak_17030_lociStitched	chr17	78493263	78517355	9	20839	31097.9536	2305.6044	491	1
15_MACS_peak_13098_lociStitched	chr16	85485366	85509125	15	20818	23450.133	900.4661	492	1
4_MACS_peak_36809_lociStitched	chr9	136563778	136584771	4	20796	38696.3969	1442.2191	493	1
5_MACS_peak_14369_lociStitched	chr17	7607116	7628771	5	20703	36575.295	2039.901	494	1
2_MACS_peak_33292_lociStitched	chr7	150940900	150961967	2	20669	55869.684	3263.2783	495	1
7_MACS_peak_8051_lociStitched	chr11	69687964	69710041	7	20655	29452.9257	1666.8135	496	1
8_MACS_peak_21327_lociStitched	chr19	47956823	47978523	8	20649	28531.16	1998.57	497	1
19_MACS_peak_1364_lociStitched	chr1	7632822	7657276	19	20645	25593.5564	1758.2426	498	1
5_MACS_peak_29308_lociStitched	chr3	195528296	195549184	5	20619	37402.0528	3026.6712	499	1
12_MACS_peak_35090_lociStitched	chr8	143002689	143026536	12	20619	27459.8205	1614.4419	500	1
11_MACS_peak_15458_lociStitched	chr17	43893993	43917236	11	20501	32400.742	2047.7083	501	1
8_MACS_peak_9584_lociStitched	chr12	52695131	52717382	8	20450	26140.4748	2198.3988	502	1
9_MACS_peak_19174_lociStitched	chr19	15294514	15317265	9	20423	26397.9853	2225.0478	503	1
16_MACS_peak_16836_lociStitched	chr17	77610788	77634861	16	20416	21675.3292	1160.3186	504	1
10_MACS_peak_32340_lociStitched	chr7	2508642	2530837	10	20414	30487.052	1786.6975	505	1
3_MACS_peak_19467_lociStitched	chr19	17634347	17655688	3	20393	32284.6648	2460.6173	506	1
9_MACS_peak_17654_lociStitched	chr19	3079528	3104446	9	20374	30088.485	2576.5212	507	1
6_MACS_peak_36814_lociStitched	chr9	136587648	136609332	6	20362	29284.242	1932.0444	508	1
12_MACS_peak_21610_lociStitched	chr19	49253478	49277489	12	20349	28205.7217	2225.8197	509	1
4_MACS_peak_36492_lociStitched	chr9	134997196	135019215	4	20318	30234.2889	2036.7575	510	1
6_MACS_peak_19622_lociStitched	chr19	18145412	18168636	6	20312	28855.82	2584.8312	511	1
6_MACS_peak_31652_lociStitched	chr6	33781175	33802692	6	20295	28436.8672	1764.394	512	1
6_MACS_peak_25803_lociStitched	chr21	45665286	45687820	6	20290	36306.7808	3001.5288	513	1
7_MACS_peak_36786_lociStitched	chr9	136465808	136487992	7	20250	27071.1352	1830.18	514	1
8_MACS_peak_27725_lociStitched	chr22	45093911	45115986	8	20224	27150.0425	1607.06	515	1
11_MACS_peak_34545_lociStitched	chr8	7869734	7892402	11	20214	27743.3652	2486.6796	516	1
7_MACS_peak_35284_lociStitched	chr8	143611449	143633390	7	20169	32215.9703	1755.28	517	1
12_MACS_peak_20105_lociStitched	chr19	35520616	35544705	12	20138	29313.9041	2310.1351	518	1
6_MACS_peak_16980_lociStitched	chr17	78078226	78099455	6	20127	28773.7866	1558.2086	519	1
5_MACS_peak_25301_lociStitched	chr20	61745134	61765524	5	20119	30487.128	1643.434	520	1
9_MACS_peak_17875_lociStitched	chr19	5174510	5196388	9	20119	27728.1772	3051.981	521	1
7_MACS_peak_21908_lociStitched	chr19	51048086	51070228	7	20076	29860.7012	1510.0844	522	1
15_MACS_peak_8023_lociStitched	chr11	69619723	69643453	15	20023	25901.295	1599.402	523	1
4_MACS_peak_29602_lociStitched	chr4	3819485	3841138	4	19919	33834.9778	1799.3643	524	1
9_MACS_peak_11654_lociStitched	chr15	91193796	91216722	9	19875	33288.552	3429.7296	525	1
11_MACS_peak_26446_lociStitched	chr22	23859920	23882109	11	19869	28639.3423	2283.2481	526	1
6_MACS_peak_5526_lociStitched	chr10	71408322	71429532	6	19828	27324.843	1696.8	527	1
9_MACS_peak_20555_lociStitched	chr19	39986400	40009031	9	19826	29741.6602	2297.0465	528	1
7_MACS_peak_4302_lociStitched	chr1	37306042	37328508	7	19788	29086.7302	1974.7614	529	1
