REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam	39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
7_MACS_peak_3012_lociStitched	chr1	20753594	20764888	7	9502	10968.7328	1086.4828
6_MACS_peak_32168_lociStitched	chr7	1322613	1333900	6	10929	15353.706100000001	708.8235999999999
6_MACS_peak_13424_lociStitched	chr16	87650906	87662192	6	10227	12125.6784	329.5512
5_MACS_peak_13608_lociStitched	chr16	88477379	88488665	5	10466	13619.944800000001	415.3248
10_MACS_peak_2765_lociStitched	chr1	19087891	19099176	10	7897	10587.587	805.749
7_MACS_peak_7544_lociStitched	chr11	64250869	64262151	7	9087	10705.4898	1085.3283999999999
4_MACS_peak_4370_lociStitched	chr1	37493862	37505143	4	10596	15179.7136	733.265
7_MACS_peak_14122_lociStitched	chr17	4383877	4395150	7	9649	11803.958299999998	990.8967
4_MACS_peak_429_lociStitched	chr1	3085274	3096537	4	10086	14970.7796	915.6818999999999
4_MACS_peak_187_lociStitched	chr1	1998486	2009734	4	10722	17147.576	734.4943999999999
7_MACS_peak_17374_lociStitched	chr19	325487	336732	7	9512	11169.6585	1071.6485
4_MACS_peak_11885_lociStitched	chr16	1530654	1541897	4	11023	18523.9668	865.711
5_MACS_peak_20221_lociStitched	chr19	36159045	36170267	5	9590	12643.8274	1119.9556
10_MACS_peak_1302_lociStitched	chr1	7477589	7488810	10	8350	10583.647200000001	885.3369
4_MACS_peak_30933_lociStitched	chr5	139171840	139183055	4	9452	15308.475	1188.79
5_MACS_peak_14741_lociStitched	chr17	21239720	21250929	5	10280	13379.0624	2105.0502
8_MACS_peak_25079_lociStitched	chr20	60289227	60300431	8	7914	9419.202800000001	699.1296
6_MACS_peak_3311_lociStitched	chr1	23006467	23017664	6	9096	12080.443299999999	1031.2437
3_MACS_peak_7534_lociStitched	chr11	64215464	64226642	3	10277	14557.1094	1273.1742
5_MACS_peak_37072_lociStitched	chr9	137879029	137890198	5	9409	12572.943299999999	792.9989999999999
8_MACS_peak_3170_lociStitched	chr1	22463200	22474368	8	8446	13190.524800000001	795.1616
2_MACS_peak_22054_lociStitched	chr19	54753539	54764695	2	10945	18227.788399999998	937.104
7_MACS_peak_25736_lociStitched	chr21	44491779	44502930	7	9240	12656.385	1246.6818
9_MACS_peak_31715_lociStitched	chr6	33942416	33953567	9	7505	9950.0373	808.4475
2_MACS_peak_35567_lociStitched	chr8	144817025	144828176	2	11094	16763.298300000002	922.1877
6_MACS_peak_34083_lociStitched	chr7	158263269	158274411	6	10048	13053.9672	1406.1204
1_MACS_peak_33510_lociStitched	chr7	155147618	155158755	1	11138	15560.6164	1397.6935
4_MACS_peak_29815_lociStitched	chr4	7121228	7132364	4	10733	14718.451200000001	1010.0352
10_MACS_peak_551_lociStitched	chr1	4053657	4064788	10	9164	13101.187	852.6346
10_MACS_peak_3898_lociStitched	chr1	30696895	30708012	10	8651	10943.5748	1163.9499
3_MACS_peak_25675_lociStitched	chr21	43829097	43840202	3	10014	16631.9585	1739.043
4_MACS_peak_29253_lociStitched	chr3	184486355	184497457	4	9967	12604.1006	1777.4302
9_MACS_peak_10754_lociStitched	chr14	104853127	104864228	9	8649	10541.5096	276.4149
5_MACS_peak_36720_lociStitched	chr9	136130353	136141452	5	10577	14883.759	936.7556000000001
1_MACS_peak_2817_lociStitched	chr1	19185919	19197016	1	11098	16909.6086	1067.5313999999998
5_MACS_peak_13672_lociStitched	chr16	89113748	89124845	5	9881	12093.510600000001	397.2726
6_MACS_peak_18412_lociStitched	chr19	8239437	8250532	6	9371	10695.58	1397.97
11_MACS_peak_24823_lociStitched	chr20	58027174	58038262	11	7397	9643.2336	930.2832000000001
8_MACS_peak_21894_lociStitched	chr19	51024841	51035926	8	9127	11242.407	775.95
8_MACS_peak_24066_lociStitched	chr20	44798303	44809382	8	8799	13065.4647	1097.9288999999999
4_MACS_peak_34670_lociStitched	chr8	22546954	22558026	4	9721	18257.728	1193.5616
6_MACS_peak_2139_lociStitched	chr1	17454907	17465975	6	9644	11933.517600000001	942.9936
8_MACS_peak_27129_lociStitched	chr22	37835713	37846780	8	10050	12357.4122	1059.1118999999999
7_MACS_peak_5678_lociStitched	chr10	72968995	72980054	7	8806	13242.0466	1125.8062
7_MACS_peak_34104_lociStitched	chr7	158316987	158328046	7	8934	11507.9954	1289.4794
5_MACS_peak_3456_lociStitched	chr1	26363310	26374367	5	9513	14527.792300000001	995.13
9_MACS_peak_8778_lociStitched	chr11	117540994	117552044	9	9598	11044.475	903.89
3_MACS_peak_10120_lociStitched	chr13	113543009	113554044	3	10159	14897.250000000002	1148.7435
10_MACS_peak_634_lociStitched	chr1	4224097	4235127	10	9306	11590.323999999999	954.0949999999999
9_MACS_peak_1086_lociStitched	chr1	6622294	6633323	9	8657	11023.4855	1105.1058
2_MACS_peak_3083_lociStitched	chr1	21005872	21016892	2	11021	20795.842	1243.056
7_MACS_peak_1682_lociStitched	chr1	9741478	9752496	7	9486	13664.5236	1055.5244
4_MACS_peak_31532_lociStitched	chr6	30857121	30868137	4	10212	17312.745600000002	933.0552
4_MACS_peak_5818_lociStitched	chr10	73540558	73551565	4	9614	13359.1959	931.1922
4_MACS_peak_5169_lociStitched	chr1	223736683	223747683	4	10955	11837.1	442.2
3_MACS_peak_7457_lociStitched	chr11	62685495	62696495	3	10260	15448.400000000001	1063.7
5_MACS_peak_16323_lociStitched	chr17	72630602	72641589	5	8699	11826.4068	1566.7462
4_MACS_peak_6024_lociStitched	chr10	102619934	102630916	4	10004	11870.4438	936.7646
4_MACS_peak_32147_lociStitched	chr7	1257367	1268348	4	9956	13500.0414	820.2807
2_MACS_peak_37485_lociStitched	chr9	140120127	140131107	2	10697	26437.644	1065.06
9_MACS_peak_14026_lociStitched	chr17	2624951	2635925	9	8873	10542.7218	870.2382
6_MACS_peak_16480_lociStitched	chr17	74936263	74947235	6	9294	13001.82	899.7040000000001
3_MACS_peak_30493_lociStitched	chr4	48043156	48054125	3	10598	14283.8318	1643.1562
2_MACS_peak_21002_lociStitched	chr19	45349384	45360350	2	10918	19267.262	1045.0598
4_MACS_peak_14766_lociStitched	chr17	21298908	21309861	4	10233	13592.673	1534.5153
5_MACS_peak_22639_lociStitched	chr2	26926537	26937488	5	10067	12934.2261	1016.2528
9_MACS_peak_27976_lociStitched	chr22	45993883	46004820	9	8520	10686.5427	1029.1717
7_MACS_peak_28527_lociStitched	chr3	10541969	10552894	7	9855	13785.165	875.0925000000001
8_MACS_peak_15387_lociStitched	chr17	43062752	43073675	8	7848	10767.8934	986.3469
9_MACS_peak_25064_lociStitched	chr20	60254982	60265895	9	8356	9988.6689	890.5008
5_MACS_peak_20989_lociStitched	chr19	45319518	45330429	5	10544	12894.6198	901.2486000000001
5_MACS_peak_3042_lociStitched	chr1	20798026	20808927	5	10035	13218.552599999999	1103.1812
9_MACS_peak_18077_lociStitched	chr19	6071154	6082041	9	7547	9807.009600000001	1500.2286000000001
7_MACS_peak_32400_lociStitched	chr7	4838239	4849125	7	8211	12576.5958	728.2734
11_MACS_peak_4534_lociStitched	chr1	46990933	47001818	11	8123	10269.9975	1508.661
7_MACS_peak_6402_lociStitched	chr10	134331148	134342027	7	9612	11389.2251	801.7823
3_MACS_peak_6016_lociStitched	chr10	102582457	102593331	3	10509	16107.656200000001	1223.325
6_MACS_peak_1182_lociStitched	chr1	7150230	7161083	6	8997	12302.960799999999	937.6992
3_MACS_peak_6092_lociStitched	chr10	103526996	103537848	3	10309	16346.3676	950.6351999999999
5_MACS_peak_25747_lociStitched	chr21	44688542	44699390	5	9341	11234.188800000002	1503.5328
10_MACS_peak_27213_lociStitched	chr22	39209249	39220080	10	8912	11903.269	989.9534
2_MACS_peak_11932_lociStitched	chr16	2345192	2356021	2	10714	18318.3364	1169.532
7_MACS_peak_30268_lociStitched	chr4	8238730	8249554	7	8328	11176.8624	792.3168000000001
5_MACS_peak_32790_lociStitched	chr7	75905998	75916822	5	9710	13983.5256	678.6648
2_MACS_peak_36567_lociStitched	chr9	135383489	135394309	2	10404	15634.900000000001	1173.97
8_MACS_peak_16184_lociStitched	chr17	72262609	72273427	8	9398	10802.854800000001	798.3684000000001
3_MACS_peak_17069_lociStitched	chr17	79304193	79315007	3	10305	19440.3278	1071.6674
2_MACS_peak_14918_lociStitched	chr17	34493426	34504234	2	10789	29178.3576	2505.2944
8_MACS_peak_20588_lociStitched	chr19	41007801	41018601	8	8226	10757.88	976.3199999999999
2_MACS_peak_23089_lociStitched	chr2	219717653	219728452	2	10713	18744.9042	866.0798
5_MACS_peak_25407_lociStitched	chr20	62429926	62440725	5	9601	12289.261999999999	859.6004
2_MACS_peak_28643_lociStitched	chr3	13606998	13617797	2	10783	14734.1556	850.9612
6_MACS_peak_35270_lociStitched	chr8	143584264	143595062	6	9720	14359.180400000001	656.5184
12_MACS_peak_3626_lociStitched	chr1	29775462	29786258	12	8055	9619.236	950.0479999999999
4_MACS_peak_16313_lociStitched	chr17	72593687	72604481	4	10254	14348.464199999999	1028.6681999999998
2_MACS_peak_4775_lociStitched	chr1	156355442	156366234	2	10273	21633.6432	1872.4119999999998
6_MACS_peak_15986_lociStitched	chr17	71538879	71549670	6	9353	11330.550000000001	806.0877
5_MACS_peak_8552_lociStitched	chr11	72320566	72331354	5	9683	14629.606800000001	1087.4304
7_MACS_peak_26302_lociStitched	chr22	21364012	21374797	7	8833	11193.7515	1246.7459999999999
3_MACS_peak_22658_lociStitched	chr2	27477701	27488485	3	10354	17314.790399999998	1345.8432
8_MACS_peak_13516_lociStitched	chr16	88230641	88241418	8	9241	10449.3792	370.7288
3_MACS_peak_17896_lociStitched	chr19	5235414	5246174	3	10591	14664.804	1296.58
6_MACS_peak_24441_lociStitched	chr20	56465177	56475936	6	8764	11227.016500000002	783.2552000000001
8_MACS_peak_167_lociStitched	chr1	1922627	1933377	8	9801	12758.1	956.75
6_MACS_peak_6486_lociStitched	chr10	134770128	134780863	6	8846	12803.6345	944.68
8_MACS_peak_13664_lociStitched	chr16	89100655	89111385	8	8442	10025.039	459.24399999999997
2_MACS_peak_13958_lociStitched	chr17	1180720	1191450	2	10090	15233.381	900.2470000000001
5_MACS_peak_31014_lociStitched	chr5	172655481	172666203	5	9903	12454.6752	698.0022
5_MACS_peak_31896_lociStitched	chr6	44236320	44247040	5	9113	13296.016	1105.232
8_MACS_peak_3364_lociStitched	chr1	23148202	23158921	8	8919	10630.0323	1142.6454
4_MACS_peak_15771_lociStitched	chr17	58086071	58096786	4	10485	15691.045999999998	1541.8885
2_MACS_peak_7495_lociStitched	chr11	64058165	64068877	2	10661	24897.9016	1109.7631999999999
7_MACS_peak_26390_lociStitched	chr22	21905769	21916479	7	8127	9446.22	1332.324
13_MACS_peak_36262_lociStitched	chr9	133000149	133010853	13	8144	9626.1072	1067.1888
8_MACS_peak_21278_lociStitched	chr19	47153645	47164338	8	9299	14845.091900000001	944.1919
11_MACS_peak_21760_lociStitched	chr19	50222136	50232828	11	6765	9144.8676	998.6328
8_MACS_peak_19650_lociStitched	chr19	18396790	18407480	8	8787	12017.698	996.3080000000001
11_MACS_peak_8758_lociStitched	chr11	117518640	117529324	11	7297	9173.2824	846.1728
5_MACS_peak_33991_lociStitched	chr7	157927507	157938182	5	9601	11896.220000000001	1315.16
9_MACS_peak_32768_lociStitched	chr7	75840263	75850932	9	8443	9874.1595	722.2913
6_MACS_peak_15308_lociStitched	chr17	42331378	42342025	6	8885	11056.9095	985.9122
8_MACS_peak_3052_lociStitched	chr1	20854509	20865155	8	8452	10323.4262	1160.414
10_MACS_peak_2684_lociStitched	chr1	18895570	18906214	10	7132	8593.9656	861.0996
4_MACS_peak_18778_lociStitched	chr19	13178782	13189415	4	9697	11563.387499999999	956.9699999999999
3_MACS_peak_11295_lociStitched	chr15	74380429	74391060	3	10122	9151.1648	1260.8365999999999
5_MACS_peak_4357_lociStitched	chr1	37446382	37457001	5	9957	11045.8838	887.7484
6_MACS_peak_8451_lociStitched	chr11	70955070	70965679	6	8588	12252.3341	810.5276
10_MACS_peak_23415_lociStitched	chr2	241808793	241819402	10	8187	9880.1617	372.3759
4_MACS_peak_17726_lociStitched	chr19	3311228	3321835	4	10409	16487.5208	1309.9645
6_MACS_peak_25785_lociStitched	chr21	45583015	45593617	6	8393	11115.1368	1157.7384
5_MACS_peak_17688_lociStitched	chr19	3213737	3224337	5	10173	14949.18	1415.1000000000001
6_MACS_peak_30410_lociStitched	chr4	8831534	8842128	6	9718	11207.392600000001	850.6981999999999
1_MACS_peak_29211_lociStitched	chr3	183944909	183955498	1	10590	25688.914	1566.1131
2_MACS_peak_11879_lociStitched	chr16	1382079	1392653	2	10569	21522.319600000003	749.6966000000001
8_MACS_peak_13119_lociStitched	chr16	85540494	85551061	8	8842	10900.9172	424.7934
8_MACS_peak_20765_lociStitched	chr19	42124695	42135255	8	10084	12129.216	974.6879999999999
5_MACS_peak_27391_lociStitched	chr22	42894757	42905301	5	8342	17515.6928	1433.9840000000002
13_MACS_peak_28217_lociStitched	chr22	49404373	49414902	13	7589	9274.9961	743.3474
8_MACS_peak_27695_lociStitched	chr22	45034236	45044756	8	8854	11141.732	867.9000000000001
4_MACS_peak_22668_lociStitched	chr2	45159847	45170361	4	9083	15322.0522	1102.9186
7_MACS_peak_29331_lociStitched	chr3	197382480	197392987	7	8687	10694.0246	2478.6013
5_MACS_peak_1797_lociStitched	chr1	11413750	11424253	5	9704	11627.871299999999	1102.815
6_MACS_peak_34924_lociStitched	chr8	142497665	142508168	6	8645	12080.550599999999	697.3992
4_MACS_peak_9370_lociStitched	chr12	6803641	6814135	4	10279	16851.265199999998	1081.9314
5_MACS_peak_37804_lociStitched	chrX	153142770	153153260	5	9509	13204.812	506.66700000000003
1_MACS_peak_14455_lociStitched	chr17	8011332	8021814	1	10483	16587.765	1272.5148
3_MACS_peak_30052_lociStitched	chr4	7733348	7743827	3	10345	13926.591	728.2905000000001
4_MACS_peak_22846_lociStitched	chr2	113384450	113394906	4	9570	14452.283200000002	1563.172
9_MACS_peak_19349_lociStitched	chr19	17025004	17035455	9	8316	9786.3164	978.2136
4_MACS_peak_37274_lociStitched	chr9	138435719	138446157	4	9461	13872.101999999999	817.2954
7_MACS_peak_16262_lociStitched	chr17	72439688	72450124	7	9428	12319.698	962.1992
7_MACS_peak_17534_lociStitched	chr19	2358343	2368772	7	8606	10532.2471	1323.4401
5_MACS_peak_35981_lociStitched	chr9	129280353	129290780	5	8777	12201.675399999998	1222.0444
8_MACS_peak_28196_lociStitched	chr22	49331973	49342396	8	8339	10987.9266	635.803
8_MACS_peak_6449_lociStitched	chr10	134689723	134700143	8	8118	9969.856	618.948
2_MACS_peak_19304_lociStitched	chr19	16128435	16138853	2	9578	14937.3284	909.4914
8_MACS_peak_17948_lociStitched	chr19	5411644	5422061	8	7847	10190.9511	1167.7457
5_MACS_peak_18773_lociStitched	chr19	13163460	13173877	5	8939	11120.1475	1131.2862
5_MACS_peak_36329_lociStitched	chr9	133332413	133342829	5	8944	12253.382399999999	846.8208
3_MACS_peak_14205_lociStitched	chr17	6381157	6391571	3	9828	12177.0902	1094.5114
10_MACS_peak_12950_lociStitched	chr16	85266911	85277320	10	7432	9012.1122	394.5011
6_MACS_peak_26190_lociStitched	chr22	19674229	19684629	6	8329	12835.68	968.24
4_MACS_peak_25601_lociStitched	chr21	43103965	43114357	4	10037	16116.9528	1287.5688
4_MACS_peak_2087_lociStitched	chr1	16994140	17004530	4	9272	15847.867	2614.124
2_MACS_peak_35733_lociStitched	chr9	34583668	34594058	2	10210	15915.402	1090.95
3_MACS_peak_37013_lociStitched	chr9	137640048	137650433	3	9221	13073.6765	877.5325
2_MACS_peak_16472_lociStitched	chr17	74894518	74904896	2	10255	17769.2116	1080.3498
8_MACS_peak_10188_lociStitched	chr13	113797328	113807703	8	7238	9024.175000000001	1063.4375
5_MACS_peak_2252_lociStitched	chr1	17828186	17838558	5	9194	11402.976799999999	978.0795999999999
7_MACS_peak_11363_lociStitched	chr15	75114542	75124913	7	9073	11692.2654	1027.7660999999998
5_MACS_peak_27813_lociStitched	chr22	45283239	45293597	5	9190	10796.1434	879.3942000000001
4_MACS_peak_27107_lociStitched	chr22	37566206	37576561	4	9585	13636.4995	988.9025
4_MACS_peak_11964_lociStitched	chr16	2832582	2842936	4	9847	14523.5558	948.4264000000001
3_MACS_peak_36630_lociStitched	chr9	135743023	135753371	3	9642	11419.018	1098.9576
11_MACS_peak_35666_lociStitched	chr8	145851848	145862189	11	7211	9680.2101	864.5075999999999
4_MACS_peak_7674_lociStitched	chr11	66081180	66091516	4	8644	12945.84	1090.4479999999999
5_MACS_peak_26968_lociStitched	chr22	37001150	37011481	5	10161	13500.550799999999	1089.9205
9_MACS_peak_32423_lociStitched	chr7	4910431	4920754	9	8586	10801.9872	898.1009999999999
9_MACS_peak_9481_lociStitched	chr12	52208451	52218763	9	8537	10676.0136	935.2984
2_MACS_peak_35929_lociStitched	chr9	126129959	126140264	2	10298	21145.86	888.2909999999999
6_MACS_peak_3231_lociStitched	chr1	22683550	22693853	6	9173	11132.3915	1112.724
3_MACS_peak_15560_lociStitched	chr17	46822816	46833117	3	9491	18359.4723	934.3007
4_MACS_peak_25710_lociStitched	chr21	44135991	44146284	4	9055	14679.8766	1516.1589
4_MACS_peak_19705_lociStitched	chr19	18897578	18907865	4	9696	15443.8731	852.7923000000001
9_MACS_peak_7761_lociStitched	chr11	66750445	66760725	9	7691	9710.488	979.684
5_MACS_peak_35562_lociStitched	chr8	144798519	144808797	5	8903	13280.203800000001	694.7927999999999
13_MACS_peak_3597_lociStitched	chr1	29714507	29724783	13	6549	8290.6768	839.5491999999999
3_MACS_peak_17844_lociStitched	chr19	4626061	4636332	3	9852	14778.9419	1784.0727
8_MACS_peak_33013_lociStitched	chr7	100903771	100914042	8	8067	9677.3362	765.1895
2_MACS_peak_6380_lociStitched	chr10	134272731	134282991	2	9303	13551.408	614.5740000000001
6_MACS_peak_19733_lociStitched	chr19	19333307	19343563	6	8173	11621.0736	902.5279999999999
9_MACS_peak_29771_lociStitched	chr4	6554652	6564890	9	7741	9511.102	870.23
6_MACS_peak_5978_lociStitched	chr10	102465448	102475676	6	9207	13048.8824	784.4876
7_MACS_peak_13966_lociStitched	chr17	1216172	1226399	7	9072	12146.607899999999	1044.1767
6_MACS_peak_26823_lociStitched	chr22	30639155	30649380	6	9723	14028.7	967.2850000000001
11_MACS_peak_594_lociStitched	chr1	4142174	4152395	11	6923	8915.7783	721.6025999999999
4_MACS_peak_2126_lociStitched	chr1	17389594	17399813	4	9679	11914.3321	1088.3235
3_MACS_peak_35265_lociStitched	chr8	143566123	143576337	3	9909	13837.9272	812.013
4_MACS_peak_14374_lociStitched	chr17	7635897	7646103	4	10023	14461.902	921.6018
5_MACS_peak_35341_lociStitched	chr8	143862414	143872614	5	8835	13314.06	643.62
9_MACS_peak_36663_lociStitched	chr9	135936150	135946347	9	8321	9064.1133	767.8341
5_MACS_peak_16617_lociStitched	chr17	76294799	76304993	5	9079	12565.124399999999	966.3911999999999
3_MACS_peak_26935_lociStitched	chr22	35936713	35946896	3	9471	14873.289799999999	1056.9954
5_MACS_peak_14364_lociStitched	chr17	7549883	7560053	5	9521	13972.562999999998	757.665
7_MACS_peak_22112_lociStitched	chr19	55000439	55010609	7	8561	9983.889000000001	1217.349
8_MACS_peak_23528_lociStitched	chr2	242749753	242759921	8	8456	10718.0888	387.4008
8_MACS_peak_31680_lociStitched	chr6	33880945	33891111	8	7774	9185.997599999999	806.1637999999999
6_MACS_peak_19488_lociStitched	chr19	17722594	17732755	6	7964	10425.186	855.5562
7_MACS_peak_3294_lociStitched	chr1	22965202	22975362	7	8067	9572.752	960.12
6_MACS_peak_28612_lociStitched	chr3	13541477	13551635	6	8262	11254.048200000001	1057.4478
9_MACS_peak_33040_lociStitched	chr7	100983382	100993537	9	6259	9293.856	891.609
7_MACS_peak_11822_lociStitched	chr16	1008224	1018371	7	9150	10184.5439	903.083
6_MACS_peak_27782_lociStitched	chr22	45216266	45226411	6	8405	10512.249	733.4835
5_MACS_peak_22733_lociStitched	chr2	74738786	74748930	5	8603	15181.5104	1053.9616
7_MACS_peak_30130_lociStitched	chr4	7960726	7970870	7	8892	10744.5248	869.3408
1_MACS_peak_35331_lociStitched	chr8	143830429	143840568	1	10140	14749.203300000001	784.7586
7_MACS_peak_19512_lociStitched	chr19	17784540	17794671	7	8145	10366.039200000001	992.8380000000001
3_MACS_peak_18620_lociStitched	chr19	10135673	10145803	3	8817	11664.695	1093.027
3_MACS_peak_29710_lociStitched	chr4	6389157	6399282	3	9838	12484.125000000002	777.5999999999999
9_MACS_peak_13054_lociStitched	chr16	85405898	85416020	9	7409	9600.717	366.4164
8_MACS_peak_37455_lociStitched	chr9	139905901	139916023	8	7728	11008.687199999998	633.6372
8_MACS_peak_32213_lociStitched	chr7	1420969	1431084	8	7572	11185.167	783.9125
9_MACS_peak_18959_lociStitched	chr19	14352867	14362960	9	8507	11748.251999999999	834.6911
4_MACS_peak_7799_lociStitched	chr11	67263356	67273446	4	9156	13081.685	963.595
4_MACS_peak_33867_lociStitched	chr7	157459716	157469803	4	9806	12494.766899999999	895.7256
10_MACS_peak_34406_lociStitched	chr8	7107235	7117318	10	8661	7684.2543	804.6234
2_MACS_peak_21016_lociStitched	chr19	45408021	45418103	2	10077	13795.2006	981.9868
5_MACS_peak_3110_lociStitched	chr1	21828804	21838885	5	9281	12161.7184	780.2694
4_MACS_peak_33773_lociStitched	chr7	157215954	157226035	4	8683	16379.6088	1060.5212
12_MACS_peak_795_lociStitched	chr1	4828695	4838773	12	7964	9160.902	813.2946
3_MACS_peak_37490_lociStitched	chr9	140186229	140196303	3	9584	16405.509000000002	809.9496
8_MACS_peak_20426_lociStitched	chr19	39015510	39025583	8	8461	9319.5396	996.2197
7_MACS_peak_26532_lociStitched	chr22	25257730	25267795	7	8672	9997.5645	888.7395
3_MACS_peak_15243_lociStitched	chr17	41734801	41744860	3	9565	14803.8303	925.428
3_MACS_peak_21888_lociStitched	chr19	50964465	50974499	3	9921	13637.2094	1069.6244
10_MACS_peak_2966_lociStitched	chr1	20656420	20666452	10	6202	8248.3104	954.0432000000001
6_MACS_peak_8678_lociStitched	chr11	117306684	117316715	6	8311	11373.147799999999	823.5451
5_MACS_peak_9638_lociStitched	chr12	52938205	52948235	5	8473	10733.103000000001	867.5949999999999
4_MACS_peak_17433_lociStitched	chr19	519829	529859	4	9134	14208.498000000001	1274.8129999999999
7_MACS_peak_21114_lociStitched	chr19	46432096	46442125	7	9024	10648.7922	876.5346000000001
7_MACS_peak_7527_lociStitched	chr11	64201514	64211539	7	9341	10624.495	1238.0875
7_MACS_peak_8496_lociStitched	chr11	71094954	71104972	7	8771	11890.3642	865.5552
4_MACS_peak_26088_lociStitched	chr21	47564799	47574815	4	8952	16199.8784	1373.1936
6_MACS_peak_6043_lociStitched	chr10	102786433	102796447	6	8158	12414.3558	1314.8382
2_MACS_peak_3047_lociStitched	chr1	20810159	20820170	2	9671	17358.0729	738.8118000000001
5_MACS_peak_16205_lociStitched	chr17	72300458	72310468	5	8430	11141.13	804.804
6_MACS_peak_34930_lociStitched	chr8	142514306	142524291	6	9467	13159.2315	793.8075
8_MACS_peak_14506_lociStitched	chr17	9079682	9089660	8	6859	9125.8788	764.3148
7_MACS_peak_1050_lociStitched	chr1	6265485	6275461	7	6689	8819.7816	907.816
7_MACS_peak_32989_lociStitched	chr7	100786969	100796943	7	9332	11352.4068	1103.1244000000002
4_MACS_peak_15688_lociStitched	chr17	48278121	48288094	4	9335	14491.766300000001	731.0209000000001
5_MACS_peak_13747_lociStitched	chr17	20324	30289	5	9002	11688.945	752.3575
7_MACS_peak_28302_lociStitched	chr22	49690838	49700797	7	8260	9966.9672	754.8922000000001
3_MACS_peak_14461_lociStitched	chr17	8212942	8222895	3	9781	15177.329699999998	945.535
5_MACS_peak_17039_lociStitched	chr17	78955163	78965098	5	8194	11163.959499999999	1006.4155000000001
2_MACS_peak_33667_lociStitched	chr7	155788645	155798580	2	9108	11931.935000000001	1115.7005
4_MACS_peak_25214_lociStitched	chr20	61074111	61084044	4	8796	13066.861499999999	976.4139
6_MACS_peak_31544_lociStitched	chr6	31082123	31092047	6	8874	12582.6396	845.5248
3_MACS_peak_4042_lociStitched	chr1	31129572	31139493	3	9085	11925.042	1090.3179
6_MACS_peak_5232_lociStitched	chr1	228553563	228563483	6	8310	10254.304	854.112
6_MACS_peak_14735_lociStitched	chr17	21219978	21229893	6	9581	12801.2565	2369.685
4_MACS_peak_20125_lociStitched	chr19	35563241	35573141	4	9285	12182.939999999999	895.9499999999999
6_MACS_peak_19460_lociStitched	chr19	17600169	17610067	6	7544	10190.980800000001	1015.5348
5_MACS_peak_33877_lociStitched	chr7	157492737	157502633	5	8880	12027.5984	1257.7815999999998
9_MACS_peak_35120_lociStitched	chr8	143077608	143087504	9	8466	10035.5336	740.2208
6_MACS_peak_24774_lociStitched	chr20	57892694	57902589	6	7812	8984.66	676.818
6_MACS_peak_2839_lociStitched	chr1	19966966	19976859	6	8259	12615.5536	893.3379000000001
1_MACS_peak_17496_lociStitched	chr19	1445220	1455106	1	9887	35054.7674	1313.8493999999998
3_MACS_peak_17758_lociStitched	chr19	3560029	3569909	3	9168	13978.224	1342.692
7_MACS_peak_32938_lociStitched	chr7	100607245	100617124	7	7426	10682.162699999999	1164.7341000000001
1_MACS_peak_36412_lociStitched	chr9	133923355	133933225	1	9871	15912.414	974.169
7_MACS_peak_28347_lociStitched	chr22	50105679	50115548	7	8616	10212.4412	755.9654
10_MACS_peak_3531_lociStitched	chr1	29593194	29603061	10	7698	8905.9542	829.8146999999999
5_MACS_peak_28374_lociStitched	chr22	50339694	50349561	5	9277	15086.643	611.754
4_MACS_peak_22104_lociStitched	chr19	54979789	54989655	4	9315	13564.7634	856.3688
3_MACS_peak_25894_lociStitched	chr21	46100857	46110719	3	8718	11989.2334	1431.9624
3_MACS_peak_12169_lociStitched	chr16	4643466	4653323	3	9399	14562.7318	859.5304
4_MACS_peak_20548_lociStitched	chr19	39753447	39763301	4	7640	11442.4648	992.2977999999999
7_MACS_peak_20700_lociStitched	chr19	41634302	41644156	7	8742	10565.4588	837.59
2_MACS_peak_11760_lociStitched	chr16	605520	615358	2	9676	22427.6886	776.2182
3_MACS_peak_20633_lociStitched	chr19	41348920	41358750	3	8841	12209.842999999999	1063.606
7_MACS_peak_36856_lociStitched	chr9	136959102	136968915	7	8374	11321.2581	1137.3267
6_MACS_peak_30937_lociStitched	chr5	139185441	139195234	6	8328	10293.422299999998	1026.3064
4_MACS_peak_36674_lociStitched	chr9	135954714	135964507	4	9495	11745.7242	840.2394
3_MACS_peak_15538_lociStitched	chr17	46673426	46683216	3	9634	14343.329000000002	1086.69
4_MACS_peak_8047_lociStitched	chr11	69675394	69685183	4	9663	13806.405600000002	718.5126
3_MACS_peak_36123_lociStitched	chr9	132159071	132168856	3	9192	12643.1985	857.1659999999999
4_MACS_peak_8837_lociStitched	chr11	118032624	118042408	4	8957	13859.036	1101.6784
5_MACS_peak_18706_lociStitched	chr19	11501539	11511322	5	9103	11252.406599999998	833.5115999999999
7_MACS_peak_36137_lociStitched	chr9	132198784	132208565	7	8199	12403.2861	1097.4281999999998
9_MACS_peak_13556_lociStitched	chr16	88330106	88339881	9	7842	8427.0275	443.785
5_MACS_peak_19617_lociStitched	chr19	18134308	18144083	5	9423	11020.335	970.6575
6_MACS_peak_36850_lociStitched	chr9	136946077	136955848	6	8116	10547.7945	755.2982999999999
