REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X25_0F2B_0229Kronos_MM1S.KB.3hr.1_H3K27me3_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
13_MACS_peak_16917_lociStitched	chr17	77898608	77938155	13	36850	66150.2669	3120.2583	166	TBC1D16		TBC1D16	166	1
3_MACS_peak_17832_lociStitched	chr19	4509880	4542774	3	32864	73179.2818	4411.0854	167	PLIN4,PLIN5,LRG1,SEMA6B	HDGFRP2	PLIN4	167	1
13_MACS_peak_31514_lociStitched	chr6	30410051	30450367	13	37709	64880.5388	5567.6396	168		HLA-E	HLA-E	168	1
19_MACS_peak_34959_lociStitched	chr8	142584841	142630453	19	40455	55956.8016	3503.0016	169			FLJ43860	169	1
22_MACS_peak_28995_lociStitched	chr3	50518546	50562752	22	40504	55602.3068	3713.304	170	CACNA2D2	HEMK1,C3orf18	CACNA2D2	170	1
11_MACS_peak_18317_lociStitched	chr19	7828374	7871332	11	40089	58929.7844	6018.4158	171	CLEC4M,CLEC4GP1	EVI5L,CLEC4G,CD209	CLEC4GP1	171	1
4_MACS_peak_9844_lociStitched	chr12	57585750	57620088	4	33745	69568.788	3828.687	172	LRP1,MIR1228,NXPH4	SHMT2,NDUFA4L2,STAC3	NXPH4	172	1
22_MACS_peak_16957_lociStitched	chr17	78029821	78074820	22	38656	59169.1851	4414.4019	173	CCDC40	GAA,TBC1D16,EIF4A3	GAA	173	1
11_MACS_peak_27355_lociStitched	chr22	42792554	42832666	11	38009	59365.76	3951.032	174	NFAM1		NFAM1	174	1
4_MACS_peak_23154_lociStitched	chr2	220328557	220363041	4	34058	65874.7852	3396.674	175	SPEG	DES,GMPPA,ACCN4,TMEM198,CHPF	GMPPA	175	1
12_MACS_peak_27396_lociStitched	chr22	42918253	42957614	12	36097	65347.1322	6931.4721	176	SERHL2	SERHL,RRP7A,RRP7B	SERHL2	176	1
11_MACS_peak_4809_lociStitched	chr1	156821288	156859212	11	35424	64986.5664	5222.1348	177	NTRK1,INSRR	PEAR1,C1orf92,SH2D2A,MIR765	NTRK1	177	1
5_MACS_peak_26083_lociStitched	chr21	47528581	47562926	5	32514	69167.3955	4090.4895	178	COL6A2,FTCD	C21orf56	COL6A2	178	1
2_MACS_peak_17822_lociStitched	chr19	4275743	4310569	2	34679	65828.1052	4649.271	179	SHD,FSD1,TMIGD2	EBI3,CCDC94,MPND,STAP2	TMIGD2	179	1
13_MACS_peak_346_lociStitched	chr1	2814670	2854366	13	37571	57138.4224	2481	180			ACTRT2	180	1
4_MACS_peak_18061_lociStitched	chr19	5990912	6028171	4	36980	59905.0202	5145.4679	181	RFX2	RANBP3	RANBP3	181	1
13_MACS_peak_36877_lociStitched	chr9	137096076	137135230	13	36068	59647.2036	3140.1508	182			RNU6ATAC	182	1
12_MACS_peak_112_lociStitched	chr1	1355980	1396525	12	36144	59293.008	3000.33	183	TMEM88B,VWA1,ATAD3C,LOC441869	LOC148413,ATAD3B,AURKAIP1,CCNL2,MRPL20	VWA1	183	1
9_MACS_peak_11971_lociStitched	chr16	2854723	2892271	9	36065	59723.8488	3443.1516	184	PRSS41,PRSS21,ZG16B,PRSS30P	FLYWCH2,TCEB2,PRSS33,PRSS22	PRSS21	184	1
8_MACS_peak_25308_lociStitched	chr20	61779583	61816941	8	35743	58756.6624	2659.8896	185	MIR124-3	HAR1A,HAR1B,YTHDF1	MIR124-3	185	1
39_MACS_peak_34501_lociStitched	chr8	7577467	7627915	39	43217	37492.9536	3551.5392	186	FAM90A19,FAM90A8,FAM90A18,FAM90A9,FAM90A10		FAM90A8	186	1
16_MACS_peak_1937_lociStitched	chr1	11912365	11953287	16	36564	57839.1548	3687.0722	187	NPPB	CLCN6,PLOD1,MTHFR,NPPA,KIAA2013	NPPB	187	1
10_MACS_peak_7040_lociStitched	chr11	2305536	2343142	10	35737	59048.9412	3121.298	188	TSPAN32,C11orf21	ASCL2	TSPAN32	188	1
2_MACS_peak_31569_lociStitched	chr6	31958173	31985282	2	27077	73435.5701	3220.5492	189	C4B,C4A,CYP21A2,STK19,TNXA,TNXB	CFB,SKIV2L,STK19,MIR1236,RDBP,DOM3Z	CYP21A2	189	1
4_MACS_peak_17812_lociStitched	chr19	4140614	4173808	4	32288	66407.9164	4600.6884	190	CREB3L3	ANKRD24,MAP2K2,SIRT6	CREB3L3	190	1
19_MACS_peak_18006_lociStitched	chr19	5722032	5767552	19	38848	53536.072	6208.928	191	TMEM146	HSD11B1L,RPL36,C19orf70,LONP1,PRR22,DUS3L	TMEM146	191	1
12_MACS_peak_14837_lociStitched	chr17	26830948	26867499	12	35247	59771.8503	3892.6815	192	FOXN1	SLC13A2,UNC119,PIGS,ALDOC	FOXN1	192	1
21_MACS_peak_29872_lociStitched	chr4	7275173	7317435	21	38008	52079.4626	3300.6622	193	SORCS2		SORCS2	193	1
11_MACS_peak_4123_lociStitched	chr1	32126144	32165414	11	37199	54396.804	3742.431	194	COL16A1	HCRTR1,PEF1	COL16A1	194	1
10_MACS_peak_48_lociStitched	chr1	913444	946962	10	31202	65634.9476	2869.1408	195	C1orf170,HES4	KLHL17,PLEKHN1,ISG15,AGRN,NOC2L	HES4	195	1
24_MACS_peak_37718_lociStitched	chrX	152789802	152835244	24	38106	50181.6006	2190.3044	196	ATP2B3	BGN,FAM58A	ATP2B3	196	1
7_MACS_peak_27140_lociStitched	chr22	37885546	37923981	7	37639	52986.491	3824.2825	197	CARD10	CDC42EP1,MFNG	CARD10	197	1
16_MACS_peak_27670_lociStitched	chr22	44964947	45005948	16	37658	51554.6574	3173.4774	198	NCRNA00207		NCRNA00207	198	1
7_MACS_peak_4953_lociStitched	chr1	201321940	201358793	7	34791	59370.183	4757.7223	199	TNNT2,LAD1	TNNI1	TNNT2	199	1
9_MACS_peak_17744_lociStitched	chr19	3437087	3472525	9	32918	62193.69	3944.2494	200	NFIC	FZR1,C19orf77,DOHH	C19orf77	200	1
2_MACS_peak_37384_lociStitched	chr9	139138087	139167028	2	28639	68216.8311	2992.4994	201		LHX3,QSOX2	QSOX2	201	1
9_MACS_peak_27515_lociStitched	chr22	44214457	44252231	9	36238	53831.7274	3052.1392	202	SULT4A1	EFCAB6,PNPLA5	SULT4A1	202	1
10_MACS_peak_336_lociStitched	chr1	2776189	2812899	10	35681	54551.06	2558.687	203			ACTRT2	203	1
5_MACS_peak_29232_lociStitched	chr3	184273091	184305984	5	31912	64628.1664	5295.773	204	EPHB3		EPHB3	204	1
9_MACS_peak_35947_lociStitched	chr9	127232388	127269204	9	34727	56832.8592	3368.664	205	GPR144,NR5A1		NR5A1	205	1
9_MACS_peak_16852_lociStitched	chr17	77636279	77674354	9	37002	50788.2425	3152.61	206		ENPP7	ENPP7	206	1
11_MACS_peak_37422_lociStitched	chr9	139627661	139659052	11	29775	65173.9942	2850.3028	207	LOC100128593,LCN10,LCN6,LCN8,LCN15	FAM69B,TMEM141,KIAA1984,C9orf86,AGPAT2,SNORA43,SNORA17,SNHG7,LOC100131193	LCN6	207	1
8_MACS_peak_20258_lociStitched	chr19	36331577	36370639	8	36661	51468.0912	3343.7072	208	KIRREL2,APLP1,NPHS1	HCST,PRODH2,NFKBID,TYROBP	KIRREL2	208	1
5_MACS_peak_37464_lociStitched	chr9	139923475	139953772	5	29965	64481.1051	2753.9973	209	C9orf139,FUT7,NPDC1,ENTPD2	LCNL1,C9orf142,UAP1L1,MAN1B1,CLIC3,ABCA2,C9orf140,LOC100289341	NPDC1	209	1
8_MACS_peak_27592_lociStitched	chr22	44692045	44729926	8	35326	54366.8112	3110.0301	210	KIAA1644		KIAA1644	210	1
14_MACS_peak_36643_lociStitched	chr9	135848072	135884388	14	34384	56369.6952	3707.8636	211	GFI1B	GTF3C5,TSC1	GFI1B	211	1
8_MACS_peak_27584_lociStitched	chr22	44652844	44690154	8	34413	55323.268	2820.636	212	KIAA1644		KIAA1644	212	1
1_MACS_peak_33256_lociStitched	chr7	149470055	149496157	1	26103	69882.8846	3288.852	213	SSPO,ZNF467	ZNF862	SSPO	213	1
4_MACS_peak_12005_lociStitched	chr16	3075503	3108430	4	32321	59795.432	3240.0168	214	THOC6,MMP25,CCDC64B	LOC283875,CLDN9,TNFRSF12A,IL32,PKMYT1,CLDN6,HCFC1R1,ZSCAN10	MMP25	214	1
23_MACS_peak_2723_lociStitched	chr1	18978718	19022413	23	37700	47413.4445	3797.0955	215	PAX7		PAX7	215	1
7_MACS_peak_37020_lociStitched	chr9	137681808	137716960	7	34202	55280.0352	2889.4944	216	COL5A1	MIR3689B,MIR3689A	MIR3689B	216	1
6_MACS_peak_17849_lociStitched	chr19	4732803	4767415	6	33977	57545.9112	5063.7356	217		C19orf30,MIR7-3,FEM1A,DPP9	C19orf30	217	1
20_MACS_peak_24643_lociStitched	chr20	57179104	57220318	20	36856	48578.9418	3659.8032	218	LOC149773	STX16,NPEPL1	STX16	218	1
7_MACS_peak_6976_lociStitched	chr11	1937495	1968197	7	28933	61443.9126	2225.895	219	TNNT3	LSP1,MRPL23,LOC100133545,MIR675	TNNT3	219	1
17_MACS_peak_213_lociStitched	chr1	2080489	2117779	17	35142	49659.093	3143.547	220	PRKCZ,C1orf86	SKI,LOC100128003,C1orf86	LOC100128003	220	1
4_MACS_peak_31134_lociStitched	chr5	176266839	176297897	4	30611	59066.1044	2844.9128	221	UNC5A	HK3	HK3	221	1
3_MACS_peak_27600_lociStitched	chr22	44732739	44767651	3	34543	50852.8192	3117.6416	222		KIAA1644	KIAA1644	222	1
7_MACS_peak_1400_lociStitched	chr1	7716116	7751653	7	34007	50490.9696	2558.664	223	CAMTA1		VAMP3	223	1
5_MACS_peak_17018_lociStitched	chr17	78430036	78461661	5	30495	57709.3	2881.0375	224	NPTX1	FLJ35220,LOC100294362	NPTX1	224	1
3_MACS_peak_16719_lociStitched	chr17	77015739	77047649	3	31549	56250.948	3561.156	225	C1QTNF1	ENGASE,LGALS3BP,CANT1	C1QTNF1	225	1
7_MACS_peak_25324_lociStitched	chr20	61937695	61970605	7	31595	55199.943	2747.985	226	COL20A1	ARFGAP1,MIR4326,CHRNA4	COL20A1	226	1
8_MACS_peak_31573_lociStitched	chr6	32032399	32067070	8	32013	54506.2791	3071.8506	227	TNXB	ATF6B,FKBPL	TNXB	227	1
6_MACS_peak_25662_lociStitched	chr21	43776609	43807660	6	29785	60372.4593	4778.7489	228	TFF1,TMPRSS3	UBASH3A,TFF3,TFF2	TFF1	228	1
15_MACS_peak_36976_lociStitched	chr9	137507237	137545920	15	34235	48094.5739	2908.9616	229	COL5A1		COL5A1	229	1
19_MACS_peak_29853_lociStitched	chr4	7234139	7274074	19	35132	45410.0885	2907.268	230	SORCS2		SORCS2	230	1
4_MACS_peak_17065_lociStitched	chr17	79271735	79301251	4	28382	59489.498	2612.166	231	C17orf55,TMEM105	SLC38A10	C17orf55	231	1
5_MACS_peak_15018_lociStitched	chr17	36715907	36747309	5	30320	55839.0364	3105.6578	232	SRCIN1		SRCIN1	232	1
7_MACS_peak_35292_lociStitched	chr8	143638826	143672632	7	32133	51679.2322	2795.7562	233		ARC	ARC	233	1
10_MACS_peak_17008_lociStitched	chr17	78394621	78427881	10	31511	52816.88	3073.224	234	FLJ35220	LOC100294362,NPTX1	LOC100294362	234	1
6_MACS_peak_15712_lociStitched	chr17	48676170	48707384	6	30433	54867.9692	2996.544	235	CACNA1G	ABCC3	ABCC3	235	1
16_MACS_peak_3341_lociStitched	chr1	23079240	23116756	16	34532	45413.118	3278.8984	236	EPHB2		EPHB2	236	1
11_MACS_peak_27603_lociStitched	chr22	44775764	44809601	11	32589	48187.2717	2730.6459	237			KIAA1644	237	1
12_MACS_peak_36948_lociStitched	chr9	137423839	137459399	12	33100	47031.656	2844.8	238			COL5A1	238	1
10_MACS_peak_21573_lociStitched	chr19	49173287	49207995	10	32616	48650.2036	3328.4972	239	SEC1,FUT2,NTN5	DBP,CA11,MAMSTR,RASIP1,IZUMO1	FUT2	239	1
2_MACS_peak_21317_lociStitched	chr19	47900821	47930460	2	29494	54313.4675	2978.7195	240	MEIS3	DHX34,SLC8A2	MEIS3	240	1
13_MACS_peak_35720_lociStitched	chr9	34547334	34581016	13	31768	49010.6782	3401.882	241	LOC415056,CNTFR	ENHO,C9orf23,DCTN3,ARID3C	LOC415056	241	1
7_MACS_peak_7855_lociStitched	chr11	68758130	68789629	7	29250	53327.807	2749.8627	242	MRGPRF	TPCN2,MRGPRD	MRGPRF	242	1
13_MACS_peak_6591_lociStitched	chr10	135008596	135043077	13	31474	47925.1419	2165.4068	243	KNDC1	UTF1,VENTX,MIR202,ADAM8	UTF1	243	1
7_MACS_peak_26196_lociStitched	chr22	19688870	19718415	7	28470	54297.801	2440.417	244	SEPT5,SEPT5-GP1BB,GP1BB	TBX1	SEPT5-GP1BB	244	1
12_MACS_peak_20860_lociStitched	chr19	42414304	42446029	12	29438	52460.46	3064.635	245		CD79A,ARHGEF1,RABAC1	RABAC1	245	1
4_MACS_peak_23101_lociStitched	chr2	219845429	219873475	4	27147	56313.5634	3003.7266	246	FEV,CRYBA2,MIR375,CCDC108	CDK5R2,LOC151300,CCDC108,MIR3131	CRYBA2	246	1
9_MACS_peak_3266_lociStitched	chr1	22870046	22903054	9	31393	47009.9936	2792.4768	247	EPHA8		EPHA8	247	1
17_MACS_peak_29836_lociStitched	chr4	7195134	7230918	17	33386	41716.9872	2787.5736	248	SORCS2		SORCS2	248	1
6_MACS_peak_21716_lociStitched	chr19	49915570	49946070	6	29381	51392.5	2833.45	249	CCDC155,LOC645971,PTH2,SLC17A7	DKKL1,ALDH16A1,FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,TEAD2,PIH1D1	LOC645971	249	1
9_MACS_peak_32360_lociStitched	chr7	2655574	2687669	9	29080	51839.844	2683.142	250	TTYH3	AMZ1	TTYH3	250	1
8_MACS_peak_21268_lociStitched	chr19	47115041	47147156	8	30879	49453.8885	4316.256	251	PTGIR,GNG8	CALM3,DACT3	PTGIR	251	1
13_MACS_peak_27527_lociStitched	chr22	44271239	44306580	13	32762	43381.0775	3032.2578	252	PNPLA5	PNPLA3,SAMM50,SULT4A1	PNPLA5	252	1
10_MACS_peak_35299_lociStitched	chr8	143675350	143707109	10	30708	47816.3504	2391.4527	253	ARC	PSCA,JRK	ARC	253	1
14_MACS_peak_3139_lociStitched	chr1	21935333	21972479	14	32442	44798.076	3781.4628	254	RAP1GAP		RAP1GAP	254	1
18_MACS_peak_24684_lociStitched	chr20	57357272	57395146	18	31918	45066.2726	3219.29	255	MIR296,MIR298,GNAS-AS	GNAS	MIR296	255	1
11_MACS_peak_9201_lociStitched	chr12	1922590	1955583	11	31217	45517.1428	2942.9756	256	LRTM2,CACNA2D4		LRTM2	256	1
4_MACS_peak_36756_lociStitched	chr9	136294662	136324476	4	29628	48730.983	2710.0926	257	ADAMTS13	C9orf7,REXO4,SLC2A6	C9orf7	257	1
5_MACS_peak_14136_lociStitched	chr17	4478719	4507768	5	27543	52430.5401	2614.41	258	SMTNL2	MYBBP1A,GGT6,ALOX15	SMTNL2	258	1
8_MACS_peak_25436_lociStitched	chr20	62726999	62756623	8	27298	52689.2464	2666.16	259	OPRL1,NPBWR2	TCEA2,MYT1,SOX18,RGS19,C20orf201	NPBWR2	259	1
12_MACS_peak_19638_lociStitched	chr19	18345674	18380303	12	31038	45492.1173	3459.4371	260	PDE4C,LOC729966,KIAA1683	MPV17L2,MIR3188,RAB3A,PDE4C,JUND	LOC729966	260	1
10_MACS_peak_1920_lociStitched	chr1	11745271	11777610	10	29250	49084.1342	3078.6728	261	C1orf187,MAD2L2	FBXO44,FBXO6,AGTRAP,FBXO2,MAD2L2	C1orf187	261	1
10_MACS_peak_191_lociStitched	chr1	2011662	2043627	10	30504	45332.763	2387.7855	262	PRKCZ		PRKCZ	262	1
7_MACS_peak_6995_lociStitched	chr11	2106330	2137970	7	30400	45691.324	2597.644	263		IGF2AS,MIR483,IGF2,INS	MIR483	263	1
2_MACS_peak_7082_lociStitched	chr11	2426153	2449519	2	23031	58522.4836	2182.3844	264	TRPM5	CD81,TSSC4,KCNQ1	TRPM5	264	1
13_MACS_peak_35252_lociStitched	chr8	143529080	143563839	13	29947	45728.9404	2356.6602	265	BAI1	TSNARE1	BAI1	265	1
9_MACS_peak_25841_lociStitched	chr21	45874473	45906730	9	30165	46875.8724	4022.4479	266	LRRC3	C21orf90	LRRC3	266	1
12_MACS_peak_6520_lociStitched	chr10	134833185	134867660	12	31738	41114.885	2482.2	267		GPR123	GPR123	267	1
6_MACS_peak_16667_lociStitched	chr17	76480931	76511891	6	29507	46907.496	2820.456	268	DNAH17		DNAH17	268	1
26_MACS_peak_1890_lociStitched	chr1	11664063	11703167	26	32025	41344.6592	3890.848	269		FBXO44,FBXO6,C1orf187,FBXO2,MAD2L2	FBXO44	269	1
18_MACS_peak_31091_lociStitched	chr5	176144658	176177329	18	29898	45474.7649	2656.1523	270			UNC5A	270	1
7_MACS_peak_2831_lociStitched	chr1	19354448	19386533	7	30304	44851.6215	3109.0365	271			IFFO2	271	1
18_MACS_peak_18673_lociStitched	chr19	11356264	11389779	18	30497	43596.312	3237.549	272	DOCK6	LOC55908,TSPAN16,KANK2	DOCK6	272	1
9_MACS_peak_29821_lociStitched	chr4	7145011	7175963	9	30028	44044.696	2677.348	273		SORCS2,FLJ36777	SORCS2	273	1
9_MACS_peak_22244_lociStitched	chr19	55631284	55662877	9	30675	42400.9653	2916.0339	274	TNNT1	EPS8L1,PPP1R12C,TNNI3,C19orf51,SYT5	TNNT1	274	1
14_MACS_peak_16622_lociStitched	chr17	76306077	76338911	14	30337	43705.3374	3555.9222	275		PGS1,SOCS3	SOCS3	275	1
8_MACS_peak_19686_lociStitched	chr19	18705513	18732523	8	24872	53344.75	2425.498	276	TMEM59L,CRLF1	C19orf50,UBA52,C19orf60,KLHL26	CRLF1	276	1
3_MACS_peak_4820_lociStitched	chr1	156860838	156885518	3	24049	55966.836	3734.084	277	PEAR1	NTRK1,C1orf92,INSRR,MIR765	PEAR1	277	1
5_MACS_peak_11783_lociStitched	chr16	858682	887186	5	27965	47547.5224	2411.4384	278	PRR25	MSLN,MIR662,CHTF18,MSLNL,RPUSD1,GNG13	PRR25	278	1
7_MACS_peak_28935_lociStitched	chr3	50183640	50215063	7	28584	46754.2817	2978.9004	279	SEMA3F	GNAT1,SLC38A3	SEMA3F	279	1
13_MACS_peak_17703_lociStitched	chr19	3250848	3285077	13	29853	45017.9808	4196.4754	280	CELF5		CELF5	280	1
15_MACS_peak_36347_lociStitched	chr9	133390665	133424252	15	30211	42588.316	2777.6449	281		FUBP3,LOC100272217	LOC100272217	281	1
15_MACS_peak_36552_lociStitched	chr9	135347039	135382277	15	30150	42077.6958	3298.2768	282	C9orf171		C9orf171	282	1
7_MACS_peak_36413_lociStitched	chr9	133936045	133965308	7	27666	46712.5269	2651.2278	283	LAMC3	AIF1L,NUP214	AIF1L	283	1
8_MACS_peak_27317_lociStitched	chr22	42685494	42716641	8	28720	44465.4572	2797.0006	284		LOC388906	LOC388906	284	1
8_MACS_peak_11305_lociStitched	chr15	74461947	74492247	8	29360	42619.98	2563.38	285	ISLR,STRA6	ISLR2,CCDC33,LOC283731	ISLR	285	1
16_MACS_peak_34349_lociStitched	chr8	1890425	1924429	16	29871	41947.3344	3271.1848	286	ARHGEF10,KBTBD11		KBTBD11	286	1
8_MACS_peak_230_lociStitched	chr1	2128486	2158624	8	28118	45309.4692	2597.8956	287	C1orf86	SKI,LOC100128003,C1orf86	C1orf86	287	1
18_MACS_peak_2224_lociStitched	chr1	17656629	17691154	18	30340	40497.825	3272.97	288	PADI4	PADI6	PADI6	288	1
9_MACS_peak_8126_lociStitched	chr11	69930076	69963221	9	29203	42246.617	2452.73	289	ANO1		ANO1	289	1
4_MACS_peak_4780_lociStitched	chr1	156389296	156415215	4	25665	52335.6448	5054.205	290	C1orf61,MIR9-1		C1orf61	290	1
10_MACS_peak_28664_lociStitched	chr3	13659545	13689986	10	28789	43195.779	2715.3372	291	FBLN2	LOC285375	LOC285375	291	1
7_MACS_peak_25650_lociStitched	chr21	43716824	43743809	7	26615	49315.0875	4204.263	292	ABCG1,TFF3	TFF2,TFF1	TFF3	292	1
8_MACS_peak_28887_lociStitched	chr3	48604426	48633603	8	27635	45764.1245	2920.6177	293	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	MIR711	293	1
8_MACS_peak_27273_lociStitched	chr22	40036708	40066524	8	28311	43829.52	2719.2192	294	CACNA1I		CACNA1I	294	1
18_MACS_peak_6692_lociStitched	chr11	304395	338946	18	29352	41965.6446	3413.6388	295	IFITM2,IFITM1,IFITM3	NLRP6,ATHL1,B4GALNT4,IFITM5	IFITM3	295	1
7_MACS_peak_20191_lociStitched	chr19	35977891	36007033	7	27687	44817.4818	3039.5106	296	KRTDAP,DMKN	FFAR2,GAPDHS,TMEM147,SBSN,ATP4A	DMKN	296	1
10_MACS_peak_30279_lociStitched	chr4	8259814	8290431	10	28569	41890.1794	2238.1027	297	HTRA3		HTRA3	297	1
5_MACS_peak_16339_lociStitched	chr17	72873327	72903077	5	28961	41200.775	2552.55	298	FADS6	OTOP2,OTOP3,GRIN2C,FDXR,USH1G	FADS6	298	1
12_MACS_peak_33022_lociStitched	chr7	100917650	100950104	12	29416	40077.4446	3222.6822	299		CLDN15,FIS1,RABL5	RABL5	299	1
6_MACS_peak_27223_lociStitched	chr22	39221659	39250866	6	27547	44321.6225	2976.1933	300	NPTXR	DNAL4,CBX6	NPTXR	300	1
15_MACS_peak_7558_lociStitched	chr11	64284584	64316754	15	29529	39331.042	3136.575	301		SLC22A11,SLC22A12	SLC22A11	301	1
7_MACS_peak_37006_lociStitched	chr9	137606862	137635710	7	28058	42040.1904	2232.8352	302	COL5A1		COL5A1	302	1
6_MACS_peak_18767_lociStitched	chr19	13103587	13129929	6	24594	48988.2174	2149.5072	303	NFIX	RAD23A,DAND5,GADD45GIP1	NFIX	303	1
2_MACS_peak_37447_lociStitched	chr9	139862168	139886247	2	23378	50640.5449	1919.0963	304	PTGDS,LCNL1	C8G,LCN12,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2,FUT7	PTGDS	304	1
2_MACS_peak_33292_lociStitched	chr7	150940900	150961967	2	20669	55869.684	3263.2783	305	SMARCD3	CHPF2,MIR671,ABCF2	SMARCD3	305	1
7_MACS_peak_29613_lociStitched	chr4	3853654	3882559	7	27277	43692.798	2459.8155	306			LOC348926	306	1
5_MACS_peak_36804_lociStitched	chr9	136534442	136562002	5	26544	44815.316	2011.88	307	SARDH	DBH	DBH	307	1
9_MACS_peak_6604_lociStitched	chr10	135044827	135074407	9	27075	44171.814	2570.502	308	UTF1,VENTX,MIR202	ZNF511,ADAM8,TUBGCP2	MIR202	308	1
5_MACS_peak_487_lociStitched	chr1	3366661	3392856	5	25014	46661.1535	1744.587	309	ARHGEF16		ARHGEF16	309	1
13_MACS_peak_4048_lociStitched	chr1	31154992	31185670	13	29073	38252.3982	3165.9696	310	MATN1	LOC100129196,LAPTM5	LOC100129196	310	1
3_MACS_peak_16883_lociStitched	chr17	77740114	77766091	3	25228	46065.0141	2252.2059	311	CBX2	ENPP7,CBX8,CBX4	CBX2	311	1
5_MACS_peak_26062_lociStitched	chr21	47401721	47425733	5	22582	50871.8232	2482.8408	312	COL6A1		COL6A1	312	1
12_MACS_peak_18421_lociStitched	chr19	8264069	8294640	12	28533	39415.1903	3619.6064	313	LASS4		LASS4	313	1
2_MACS_peak_23158_lociStitched	chr2	220373652	220398598	2	24706	46763.7716	2614.3408	314	ACCN4	SPEG,GMPPA,TMEM198,INHA,CHPF,MIR3132,OBSL1	ACCN4	314	1
16_MACS_peak_37151_lociStitched	chr9	138053109	138086370	16	29038	36454.056	2371.5093	315			OLFM1	315	1
18_MACS_peak_21486_lociStitched	chr19	48777805	48812716	18	28647	38674.4058	3662.1639	316	ZNF114,CCDC114	EMP3,CARD8	ZNF114	316	1
11_MACS_peak_14640_lociStitched	chr17	18971750	19003967	11	30346	33544.3404	3901.4787	317		GRAPL,GRAP	GRAP	317	1
7_MACS_peak_27092_lociStitched	chr22	37518810	37546484	7	27252	40916.009	2565.3798	318	IL2RB	TMPRSS6,C1QTNF6	IL2RB	318	1
2_MACS_peak_32953_lociStitched	chr7	100632761	100650016	2	16750	57845.662	2848.8005	319	MUC12	MUC17	MUC17	319	1
6_MACS_peak_31854_lociStitched	chr6	41602401	41628356	6	25152	44941.0825	2263.276	320	MDFI		MDFI	320	1
6_MACS_peak_17178_lociStitched	chr17	81010678	81037260	6	24746	45378.1322	2062.7632	321		METRNL,B3GNTL1	METRNL	321	1
9_MACS_peak_16427_lociStitched	chr17	74515211	74542490	9	26088	43234.4871	2749.7232	322	PRCD,CYGB	SNORD1C,SNORD1B,SNORD1A,RHBDF2,ST6GALNAC2	CYGB	322	1
10_MACS_peak_14343_lociStitched	chr17	7308110	7335774	10	25072	44707.7904	2204.8208	323	NLGN2,SPEM1,C17orf74	TMEM95,TNK1,TMEM102,FGF11,CHRNB1,AMAC1L3,PLSCR3,C17orf61,ZBTB4	SPEM1	323	1
5_MACS_peak_32587_lociStitched	chr7	44256937	44282509	5	23491	47239.1556	1976.7156	324	CAMK2B	YKT6,GCK	YKT6	324	1
7_MACS_peak_17761_lociStitched	chr19	3581808	3608514	7	25489	44908.8096	3549.2274	325	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	325	1
10_MACS_peak_23682_lociStitched	chr20	30424613	30453017	10	25675	44474.9832	3601.6272	326	FOXS1,DUSP15	MYLK2,TTLL9	FOXS1	326	1
16_MACS_peak_28592_lociStitched	chr3	12903362	12933597	16	27925	38788.4815	3428.649	327		SNORA7A,RPL32	RPL32	327	1
11_MACS_peak_31731_lociStitched	chr6	33978559	34009029	11	27489	38535.409	2431.506	328	GRM4	MIR1275	MIR1275	328	1
9_MACS_peak_16948_lociStitched	chr17	77998999	78028720	9	27519	38441.1414	2969.1279	329	CCDC40,TBC1D16	GAA	CCDC40	329	1
15_MACS_peak_14672_lociStitched	chr17	19100069	19131832	15	29646	32277.5606	3262.0601	330		EPN2	EPN2	330	1
3_MACS_peak_11889_lociStitched	chr16	1567087	1591461	3	24021	44884.721	2049.8534	331	TMEM204,IFT140	TELO2,CLCN7,PTX4	TMEM204	331	1
8_MACS_peak_18286_lociStitched	chr19	7718163	7744923	8	25791	42789.24	3682.176	332	RETN,C19orf59	LOC100131801,STXBP2,TRAPPC5,XAB2,PCP2,FCER2	RETN	332	1
20_MACS_peak_33443_lociStitched	chr7	154677801	154711836	20	28337	36621.66	4104.621	333	DPP6	LOC100132707	LOC100132707	333	1
10_MACS_peak_32903_lociStitched	chr7	100382210	100411879	10	27713	37018.0113	2809.6543	334	ZAN,EPHB4	SLC12A9	EPHB4	334	1
12_MACS_peak_14655_lociStitched	chr17	19053127	19084746	12	29387	31973.1328	3316.8331	335	GRAPL		GRAPL	335	1
4_MACS_peak_37016_lociStitched	chr9	137653860	137679851	4	25042	42263.9651	2154.6539	336	COL5A1		MIR3689B	336	1
14_MACS_peak_21722_lociStitched	chr19	50010560	50042339	14	27223	37953.6597	2968.1586	337	FCGRT,RCN3	FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PRRG2,MIR150,NOSIP	RCN3	337	1
12_MACS_peak_36931_lociStitched	chr9	137369181	137398962	12	26245	39712.9635	2403.3267	338			COL5A1	338	1
