GENE_ID	locusLine	bin_1_07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam
1_MACS_peak_7847_lociStitched	chr12(.):122905829-122908245	1.0262
1_MACS_peak_7848_lociStitched	chr12(.):122937406-122938256	0.4385
1_MACS_peak_7849_lociStitched	chr12(.):122984125-122986365	0.9971
1_MACS_peak_7850_lociStitched	chr12(.):123010558-123012798	1.4332
1_MACS_peak_7851_lociStitched	chr12(.):123236843-123238168	0.8441
1_MACS_peak_7852_lociStitched	chr12(.):123259441-123260230	0.4306
1_MACS_peak_7853_lociStitched	chr12(.):123320229-123321468	0.5064
2_MACS_peak_7854_lociStitched	chr12(.):123355154-123364782	1.2537
2_MACS_peak_7856_lociStitched	chr12(.):123371140-123387424	1.4801
3_MACS_peak_7858_lociStitched	chr12(.):123410390-123423301	0.476
2_MACS_peak_7861_lociStitched	chr12(.):123458575-123466194	0.683
1_MACS_peak_7863_lociStitched	chr12(.):123546448-123548749	1.5831
1_MACS_peak_7864_lociStitched	chr12(.):123567766-123569561	1.2171
1_MACS_peak_7865_lociStitched	chr12(.):123590868-123592478	0.675
1_MACS_peak_7866_lociStitched	chr12(.):123604232-123605700	0.6768
1_MACS_peak_7867_lociStitched	chr12(.):123615697-123617516	1.3956
1_MACS_peak_7868_lociStitched	chr12(.):123635702-123636327	0.4812
1_MACS_peak_7869_lociStitched	chr12(.):123716655-123718919	1.0548
1_MACS_peak_7870_lociStitched	chr12(.):123848728-123850829	1.1403
2_MACS_peak_7871_lociStitched	chr12(.):123867698-123873406	0.3725
2_MACS_peak_7873_lociStitched	chr12(.):123920368-123926843	0.2497
1_MACS_peak_7875_lociStitched	chr12(.):123942127-123943841	2.5563
1_MACS_peak_7876_lociStitched	chr12(.):124068053-124069845	0.8093
1_MACS_peak_7877_lociStitched	chr12(.):124085832-124087422	0.9578
1_MACS_peak_7878_lociStitched	chr12(.):124118074-124119082	0.4261
1_MACS_peak_7879_lociStitched	chr12(.):124196151-124197687	0.5
2_MACS_peak_7880_lociStitched	chr12(.):124456068-124458671	0.4463
1_MACS_peak_7882_lociStitched	chr12(.):124511193-124512480	0.639
1_MACS_peak_7883_lociStitched	chr12(.):124614713-124616869	0.6771
1_MACS_peak_7884_lociStitched	chr12(.):124761963-124762638	0.4502
2_MACS_peak_7885_lociStitched	chr12(.):124873467-124876975	0.8302
2_MACS_peak_7887_lociStitched	chr12(.):124937077-124943079	1.1361
1_MACS_peak_7889_lociStitched	chr12(.):125029425-125031114	0.7183
2_MACS_peak_7890_lociStitched	chr12(.):125050778-125054103	0.716
1_MACS_peak_7892_lociStitched	chr12(.):125092401-125094803	1.2773
1_MACS_peak_7893_lociStitched	chr12(.):125211552-125212348	0.5487
1_MACS_peak_7894_lociStitched	chr12(.):125239043-125240487	0.4626
1_MACS_peak_7895_lociStitched	chr12(.):125258153-125260365	1.1145
1_MACS_peak_7896_lociStitched	chr12(.):125347510-125349344	0.5722
1_MACS_peak_7897_lociStitched	chr12(.):125368982-125370185	0.5026
2_MACS_peak_7898_lociStitched	chr12(.):125398233-125412774	1.765
1_MACS_peak_7900_lociStitched	chr12(.):125422095-125425688	1.4252
2_MACS_peak_7901_lociStitched	chr12(.):125473006-125478178	0.2545
1_MACS_peak_7903_lociStitched	chr12(.):125549590-125551006	0.7375
1_MACS_peak_7904_lociStitched	chr12(.):125633470-125635508	1.2355
1_MACS_peak_7905_lociStitched	chr12(.):125815578-125816254	0.3312
1_MACS_peak_7906_lociStitched	chr12(.):126927963-126929333	0.495
1_MACS_peak_7907_lociStitched	chr12(.):126990791-126992712	0.8345
1_MACS_peak_7908_lociStitched	chr12(.):127101879-127103001	0.4839
1_MACS_peak_7909_lociStitched	chr12(.):127255814-127258978	2.4235
1_MACS_peak_7910_lociStitched	chr12(.):127410636-127411745	0.5783
1_MACS_peak_7911_lociStitched	chr12(.):127420308-127421718	0.7291
1_MACS_peak_7912_lociStitched	chr12(.):127525444-127528306	1.0957
1_MACS_peak_7913_lociStitched	chr12(.):127567325-127568745	0.5886
1_MACS_peak_7914_lociStitched	chr12(.):127591704-127593562	0.6874
1_MACS_peak_7915_lociStitched	chr12(.):127633849-127635316	0.4939
1_MACS_peak_7916_lociStitched	chr12(.):127646889-127649187	0.8027
1_MACS_peak_7917_lociStitched	chr12(.):127806949-127810367	0.8795
3_MACS_peak_7918_lociStitched	chr12(.):127970106-127980838	0.3219
1_MACS_peak_7921_lociStitched	chr12(.):127987886-127989576	0.6129
1_MACS_peak_7922_lociStitched	chr12(.):128042611-128045586	2.367
1_MACS_peak_7923_lociStitched	chr12(.):128055068-128056277	0.6655
1_MACS_peak_7924_lociStitched	chr12(.):128991526-128992497	0.4421
1_MACS_peak_7925_lociStitched	chr12(.):129026945-129028782	0.7349
1_MACS_peak_7926_lociStitched	chr12(.):129054430-129055907	0.6758
1_MACS_peak_7927_lociStitched	chr12(.):129121739-129122926	0.5248
1_MACS_peak_7928_lociStitched	chr12(.):129294498-129296008	0.7948
2_MACS_peak_7929_lociStitched	chr12(.):129307320-129315635	0.388
1_MACS_peak_7931_lociStitched	chr12(.):130014625-130016486	0.8174
1_MACS_peak_7932_lociStitched	chr12(.):130040310-130041426	0.5196
1_MACS_peak_7933_lociStitched	chr12(.):130048408-130050360	0.7747
1_MACS_peak_7934_lociStitched	chr12(.):131302725-131304024	0.6166
1_MACS_peak_7935_lociStitched	chr12(.):131311631-131312854	0.6708
1_MACS_peak_7936_lociStitched	chr12(.):131322884-131323564	0.4512
2_MACS_peak_7937_lociStitched	chr12(.):131354964-131365887	0.5998
1_MACS_peak_7939_lociStitched	chr12(.):131837744-131839303	0.5803
1_MACS_peak_7940_lociStitched	chr12(.):132091829-132092960	0.4629
1_MACS_peak_7941_lociStitched	chr12(.):132194876-132196232	1.535
1_MACS_peak_7942_lociStitched	chr12(.):132257518-132259113	0.8088
1_MACS_peak_7943_lociStitched	chr12(.):132267641-132269327	0.5795
1_MACS_peak_7944_lociStitched	chr12(.):132293166-132293945	0.4289
2_MACS_peak_7945_lociStitched	chr12(.):132378819-132381819	0.7995
1_MACS_peak_7947_lociStitched	chr12(.):132434194-132435248	0.595
1_MACS_peak_7948_lociStitched	chr12(.):133263077-133264915	0.5948
1_MACS_peak_7949_lociStitched	chr12(.):133286502-133288275	0.8615
2_MACS_peak_7950_lociStitched	chr12(.):133337495-133339478	0.6867
1_MACS_peak_7952_lociStitched	chr12(.):133405016-133406055	1.0626
1_MACS_peak_7953_lociStitched	chr12(.):133532280-133533571	0.5619
1_MACS_peak_7954_lociStitched	chr12(.):133562276-133563329	0.4924
1_MACS_peak_7955_lociStitched	chr12(.):133613448-133614809	0.6411
1_MACS_peak_7956_lociStitched	chr12(.):133656205-133657944	1.1468
1_MACS_peak_7957_lociStitched	chr12(.):133706214-133707538	0.8273
1_MACS_peak_7958_lociStitched	chr12(.):133757717-133758760	0.4099
1_MACS_peak_7959_lociStitched	chr13(.):19423996-19425041	0.4667
1_MACS_peak_7960_lociStitched	chr13(.):20039888-20040882	0.4166
1_MACS_peak_7961_lociStitched	chr13(.):20061021-20061987	0.509
1_MACS_peak_7962_lociStitched	chr13(.):20080697-20083544	1.0293
1_MACS_peak_7963_lociStitched	chr13(.):20091842-20094009	1.0849
1_MACS_peak_7964_lociStitched	chr13(.):20142118-20143185	0.539
1_MACS_peak_7965_lociStitched	chr13(.):20160490-20162216	1.1778
1_MACS_peak_7966_lociStitched	chr13(.):20175443-20176688	0.552
1_MACS_peak_7967_lociStitched	chr13(.):20195939-20196871	0.4989
1_MACS_peak_7968_lociStitched	chr13(.):20207060-20208651	0.5122
1_MACS_peak_7969_lociStitched	chr13(.):20355847-20357781	1.1873
1_MACS_peak_7970_lociStitched	chr13(.):20436278-20439470	2.2489
1_MACS_peak_7971_lociStitched	chr13(.):20531149-20534645	2.4212
2_MACS_peak_7972_lociStitched	chr13(.):20692392-20703241	0.5199
1_MACS_peak_7974_lociStitched	chr13(.):20747739-20750001	0.5692
1_MACS_peak_7975_lociStitched	chr13(.):20765723-20768020	0.8166
1_MACS_peak_7976_lociStitched	chr13(.):21049162-21051553	1.7428
1_MACS_peak_7977_lociStitched	chr13(.):21099114-21101027	0.6981
1_MACS_peak_7978_lociStitched	chr13(.):21140276-21142056	1.0456
1_MACS_peak_7979_lociStitched	chr13(.):21276724-21278052	0.6209
1_MACS_peak_7980_lociStitched	chr13(.):21347004-21348520	1.6201
1_MACS_peak_7981_lociStitched	chr13(.):21476101-21477765	0.8097
1_MACS_peak_7982_lociStitched	chr13(.):21634951-21636070	0.5428
1_MACS_peak_7983_lociStitched	chr13(.):21713669-21715459	0.7586
1_MACS_peak_7984_lociStitched	chr13(.):21749852-21751809	1.1932
1_MACS_peak_7985_lociStitched	chr13(.):21776729-21777786	0.4727
1_MACS_peak_7986_lociStitched	chr13(.):21792700-21793834	0.4795
1_MACS_peak_7987_lociStitched	chr13(.):21871276-21873032	0.4495
1_MACS_peak_7988_lociStitched	chr13(.):21903389-21905670	1.03
1_MACS_peak_7989_lociStitched	chr13(.):22032557-22033863	0.746
1_MACS_peak_7990_lociStitched	chr13(.):22050663-22051642	0.3879
1_MACS_peak_7991_lociStitched	chr13(.):22177392-22178874	1.4709
1_MACS_peak_7992_lociStitched	chr13(.):22211276-22212125	0.5583
2_MACS_peak_7993_lociStitched	chr13(.):22242570-22249080	0.5379
1_MACS_peak_7995_lociStitched	chr13(.):22260794-22261758	0.4888
1_MACS_peak_7996_lociStitched	chr13(.):22688152-22690266	0.9122
1_MACS_peak_7997_lociStitched	chr13(.):23072726-23074017	0.5762
1_MACS_peak_7998_lociStitched	chr13(.):23092641-23093301	0.4222
1_MACS_peak_7999_lociStitched	chr13(.):23148432-23149756	0.9753
1_MACS_peak_8000_lociStitched	chr13(.):23217793-23219261	0.5434
2_MACS_peak_8001_lociStitched	chr13(.):23453308-23459535	1.2529
1_MACS_peak_8003_lociStitched	chr13(.):23488726-23490406	0.7541
1_MACS_peak_8004_lociStitched	chr13(.):23500535-23501670	0.6819
1_MACS_peak_8005_lociStitched	chr13(.):23948902-23949803	0.765
1_MACS_peak_8006_lociStitched	chr13(.):24039847-24041903	1.1846
1_MACS_peak_8007_lociStitched	chr13(.):24152640-24153807	1.104
1_MACS_peak_8008_lociStitched	chr13(.):24182472-24185032	1.2267
3_MACS_peak_8009_lociStitched	chr13(.):24367531-24382981	0.6198
1_MACS_peak_8012_lociStitched	chr13(.):24424476-24425188	0.3784
1_MACS_peak_8013_lociStitched	chr13(.):24462721-24464293	0.5092
1_MACS_peak_8014_lociStitched	chr13(.):24733932-24734815	0.4945
1_MACS_peak_8015_lociStitched	chr13(.):25084907-25087690	1.3253
1_MACS_peak_8016_lociStitched	chr13(.):25321571-25322504	0.5481
1_MACS_peak_8017_lociStitched	chr13(.):25346442-25348208	0.5149
1_MACS_peak_8018_lociStitched	chr13(.):25408511-25409793	0.6515
1_MACS_peak_8019_lociStitched	chr13(.):25496195-25498445	1.3403
1_MACS_peak_8020_lociStitched	chr13(.):25860691-25862042	0.7989
1_MACS_peak_8021_lociStitched	chr13(.):25875167-25876641	0.7819
2_MACS_peak_8022_lociStitched	chr13(.):26116895-26118938	0.4739
1_MACS_peak_8024_lociStitched	chr13(.):26352704-26353365	0.4679
1_MACS_peak_8025_lociStitched	chr13(.):26420387-26422924	0.8161
1_MACS_peak_8026_lociStitched	chr13(.):26445537-26446400	0.4203
1_MACS_peak_8027_lociStitched	chr13(.):26476643-26478030	0.5353
1_MACS_peak_8028_lociStitched	chr13(.):26759697-26761222	1.1601
1_MACS_peak_8029_lociStitched	chr13(.):26795358-26797152	0.9365
1_MACS_peak_8030_lociStitched	chr13(.):26827547-26828721	1.3049
1_MACS_peak_8031_lociStitched	chr13(.):26974143-26975688	0.5736
1_MACS_peak_8032_lociStitched	chr13(.):27131825-27132763	0.4624
1_MACS_peak_8033_lociStitched	chr13(.):27237479-27238560	0.5841
1_MACS_peak_8034_lociStitched	chr13(.):27358933-27360961	0.6302
1_MACS_peak_8035_lociStitched	chr13(.):27746050-27747053	0.5068
1_MACS_peak_8036_lociStitched	chr13(.):27824830-27826536	2.0011
1_MACS_peak_8037_lociStitched	chr13(.):27997964-28001275	0.9655
3_MACS_peak_8038_lociStitched	chr13(.):28020570-28030460	0.7241
1_MACS_peak_8041_lociStitched	chr13(.):28121660-28123077	0.5368
1_MACS_peak_8042_lociStitched	chr13(.):28193657-28196664	1.3434
1_MACS_peak_8043_lociStitched	chr13(.):28528038-28528796	0.4433
1_MACS_peak_8044_lociStitched	chr13(.):28621008-28623678	1.5192
1_MACS_peak_8045_lociStitched	chr13(.):28674093-28674917	0.4895
1_MACS_peak_8046_lociStitched	chr13(.):28711514-28713845	1.3034
1_MACS_peak_8047_lociStitched	chr13(.):29003444-29005176	0.782
1_MACS_peak_8048_lociStitched	chr13(.):29232584-29234079	0.6094
1_MACS_peak_8049_lociStitched	chr13(.):29292246-29293528	0.6872
1_MACS_peak_8050_lociStitched	chr13(.):29770408-29771348	0.422
1_MACS_peak_8051_lociStitched	chr13(.):29890076-29890985	0.499
1_MACS_peak_8052_lociStitched	chr13(.):30168521-30169897	1.0086
1_MACS_peak_8053_lociStitched	chr13(.):30423375-30425206	0.8763
1_MACS_peak_8054_lociStitched	chr13(.):30688345-30689590	0.4914
1_MACS_peak_8055_lociStitched	chr13(.):30731257-30732163	0.5099
1_MACS_peak_8056_lociStitched	chr13(.):30880500-30882171	1.2611
2_MACS_peak_8057_lociStitched	chr13(.):30943315-30957988	1.0924
1_MACS_peak_8059_lociStitched	chr13(.):30968635-30970359	1.4515
1_MACS_peak_8060_lociStitched	chr13(.):30982290-30983234	0.5372
3_MACS_peak_8061_lociStitched	chr13(.):30989442-31006322	0.2906
2_MACS_peak_8064_lociStitched	chr13(.):31037573-31041578	1.2824
1_MACS_peak_8066_lociStitched	chr13(.):31189397-31193110	2.1293
1_MACS_peak_8067_lociStitched	chr13(.):31235895-31237754	0.6048
3_MACS_peak_8068_lociStitched	chr13(.):31263782-31279358	0.3804
1_MACS_peak_8071_lociStitched	chr13(.):31317606-31319636	0.5762
1_MACS_peak_8072_lociStitched	chr13(.):31329343-31330968	0.7254
1_MACS_peak_8073_lociStitched	chr13(.):31648139-31649572	0.7465
1_MACS_peak_8074_lociStitched	chr13(.):31734775-31737370	0.7571
1_MACS_peak_8075_lociStitched	chr13(.):31773654-31775645	0.8381
2_MACS_peak_8076_lociStitched	chr13(.):32466456-32468035	0.4513
1_MACS_peak_8078_lociStitched	chr13(.):32504610-32505835	0.6628
1_MACS_peak_8079_lociStitched	chr13(.):32524786-32526269	0.45
1_MACS_peak_8080_lociStitched	chr13(.):32605019-32606030	0.4534
1_MACS_peak_8081_lociStitched	chr13(.):32821689-32823747	0.422
1_MACS_peak_8082_lociStitched	chr13(.):32889050-32890666	1.7482
1_MACS_peak_8083_lociStitched	chr13(.):32963596-32965274	0.5169
2_MACS_peak_8084_lociStitched	chr13(.):32999897-33004877	0.8756
1_MACS_peak_8086_lociStitched	chr13(.):33044547-33047756	1.4126
1_MACS_peak_8087_lociStitched	chr13(.):33111578-33113963	1.4003
1_MACS_peak_8088_lociStitched	chr13(.):33159530-33162266	0.6062
1_MACS_peak_8089_lociStitched	chr13(.):33385329-33386355	0.4732
1_MACS_peak_8090_lociStitched	chr13(.):33403204-33404418	0.5737
1_MACS_peak_8091_lociStitched	chr13(.):33412653-33414142	0.6883
1_MACS_peak_8092_lociStitched	chr13(.):33479032-33480584	0.6531
2_MACS_peak_8093_lociStitched	chr13(.):33717731-33722326	0.8368
1_MACS_peak_8095_lociStitched	chr13(.):33762127-33763544	0.4747
1_MACS_peak_8096_lociStitched	chr13(.):33824870-33825919	0.5343
1_MACS_peak_8097_lociStitched	chr13(.):33858771-33860938	0.9704
1_MACS_peak_8098_lociStitched	chr13(.):34115555-34118330	1.8923
1_MACS_peak_8099_lociStitched	chr13(.):34252625-34254531	1.1985
1_MACS_peak_8100_lociStitched	chr13(.):34302287-34303339	0.4623
1_MACS_peak_8101_lociStitched	chr13(.):34391645-34393193	0.6811
1_MACS_peak_8102_lociStitched	chr13(.):34618678-34619961	0.5352
1_MACS_peak_8103_lociStitched	chr13(.):35516070-35517047	0.4937
1_MACS_peak_8104_lociStitched	chr13(.):35737290-35738673	0.3565
1_MACS_peak_8105_lociStitched	chr13(.):36049103-36050649	0.6124
1_MACS_peak_8106_lociStitched	chr13(.):36490589-36492776	1.0525
1_MACS_peak_8107_lociStitched	chr13(.):36504021-36505845	0.6979
1_MACS_peak_8108_lociStitched	chr13(.):36764863-36767538	0.9804
2_MACS_peak_8109_lociStitched	chr13(.):36790725-36797722	0.6359
1_MACS_peak_8111_lociStitched	chr13(.):36825698-36826789	0.4841
1_MACS_peak_8112_lociStitched	chr13(.):36871442-36872710	0.7497
2_MACS_peak_8113_lociStitched	chr13(.):36987768-36993340	1.0184
1_MACS_peak_8115_lociStitched	chr13(.):37392556-37394375	0.8494
1_MACS_peak_8116_lociStitched	chr13(.):37572543-37576005	1.541
1_MACS_peak_8117_lociStitched	chr13(.):37632865-37634214	0.7139
1_MACS_peak_8118_lociStitched	chr13(.):38462831-38463811	0.5243
1_MACS_peak_8119_lociStitched	chr13(.):38754726-38755504	0.4037
1_MACS_peak_8120_lociStitched	chr13(.):38895265-38896172	0.4697
1_MACS_peak_8121_lociStitched	chr13(.):38923241-38924796	1.1947
2_MACS_peak_8122_lociStitched	chr13(.):38988851-38994790	0.5508
1_MACS_peak_8124_lociStitched	chr13(.):39260298-39261890	0.4003
1_MACS_peak_8125_lociStitched	chr13(.):39488214-39489028	0.3862
1_MACS_peak_8126_lociStitched	chr13(.):39611359-39613497	1.4438
1_MACS_peak_8127_lociStitched	chr13(.):40176449-40177666	0.4827
1_MACS_peak_8128_lociStitched	chr13(.):40503978-40505154	0.5602
1_MACS_peak_8129_lociStitched	chr13(.):40700278-40701388	0.5119
1_MACS_peak_8130_lociStitched	chr13(.):40962294-40964083	0.8454
1_MACS_peak_8131_lociStitched	chr13(.):41162675-41164988	0.7834
1_MACS_peak_8132_lociStitched	chr13(.):41203579-41205193	0.4986
1_MACS_peak_8133_lociStitched	chr13(.):41218547-41219683	0.5433
1_MACS_peak_8134_lociStitched	chr13(.):41236358-41241812	0.6771
2_MACS_peak_8135_lociStitched	chr13(.):41344616-41351847	0.2849
3_MACS_peak_8137_lociStitched	chr13(.):41362856-41373930	0.5025
1_MACS_peak_8140_lociStitched	chr13(.):41387929-41388759	0.3997
1_MACS_peak_8141_lociStitched	chr13(.):41495119-41496508	0.8682
1_MACS_peak_8142_lociStitched	chr13(.):41558196-41561211	0.6884
1_MACS_peak_8143_lociStitched	chr13(.):41568110-41569241	0.4757
1_MACS_peak_8144_lociStitched	chr13(.):41577875-41580904	1.108
1_MACS_peak_8145_lociStitched	chr13(.):41591133-41594402	0.9229
1_MACS_peak_8146_lociStitched	chr13(.):41632709-41636595	1.6374
1_MACS_peak_8147_lociStitched	chr13(.):41706190-41707209	0.49
1_MACS_peak_8148_lociStitched	chr13(.):41767978-41769100	0.6637
1_MACS_peak_8149_lociStitched	chr13(.):41837017-41838284	0.6105
1_MACS_peak_8150_lociStitched	chr13(.):41884768-41886711	0.9551
1_MACS_peak_8151_lociStitched	chr13(.):42031241-42032977	0.5899
4_MACS_peak_8152_lociStitched	chr13(.):42061675-42078269	0.9508
2_MACS_peak_8156_lociStitched	chr13(.):42489924-42498569	0.2419
1_MACS_peak_8158_lociStitched	chr13(.):42534321-42535960	0.8209
1_MACS_peak_8159_lociStitched	chr13(.):42551705-42552762	0.7109
1_MACS_peak_8160_lociStitched	chr13(.):42613562-42614930	0.8859
3_MACS_peak_8161_lociStitched	chr13(.):42621699-42630619	0.3102
1_MACS_peak_8164_lociStitched	chr13(.):42845037-42847278	0.9148
1_MACS_peak_8165_lociStitched	chr13(.):42908039-42909068	0.4533
2_MACS_peak_8166_lociStitched	chr13(.):42951352-42954904	0.4622
1_MACS_peak_8168_lociStitched	chr13(.):43565436-43567810	1.7344
1_MACS_peak_8169_lociStitched	chr13(.):43596867-43598496	1.3273
3_MACS_peak_8170_lociStitched	chr13(.):43618170-43630253	0.5749
1_MACS_peak_8173_lociStitched	chr13(.):43661672-43663028	0.7692
1_MACS_peak_8174_lociStitched	chr13(.):43911932-43913040	0.517
1_MACS_peak_8175_lociStitched	chr13(.):43941965-43942880	0.4932
1_MACS_peak_8176_lociStitched	chr13(.):43964197-43965858	0.6065
1_MACS_peak_8177_lociStitched	chr13(.):44238589-44239602	0.5019
1_MACS_peak_8178_lociStitched	chr13(.):44332926-44333837	0.4365
1_MACS_peak_8179_lociStitched	chr13(.):44452585-44454602	1.9765
2_MACS_peak_8180_lociStitched	chr13(.):44715210-44718455	1.1577
1_MACS_peak_8182_lociStitched	chr13(.):44771177-44773093	0.4412
1_MACS_peak_8183_lociStitched	chr13(.):44815004-44818740	0.623
1_MACS_peak_8184_lociStitched	chr13(.):44848086-44849445	0.6791
1_MACS_peak_8185_lociStitched	chr13(.):45008637-45011821	0.8448
1_MACS_peak_8186_lociStitched	chr13(.):45097005-45098225	0.7104
1_MACS_peak_8187_lociStitched	chr13(.):45149507-45152877	1.393
1_MACS_peak_8188_lociStitched	chr13(.):45491116-45493295	1.072
1_MACS_peak_8189_lociStitched	chr13(.):45563222-45564233	0.4483
1_MACS_peak_8190_lociStitched	chr13(.):45693589-45695150	0.4657
2_MACS_peak_8191_lociStitched	chr13(.):45914188-45916467	0.9042
1_MACS_peak_8193_lociStitched	chr13(.):45941004-45942736	0.5535
1_MACS_peak_8194_lociStitched	chr13(.):45965141-45965789	0.4725
1_MACS_peak_8195_lociStitched	chr13(.):45990741-45992955	0.5613
1_MACS_peak_8196_lociStitched	chr13(.):46038769-46039957	0.5435
1_MACS_peak_8197_lociStitched	chr13(.):46269200-46281295	2.5204
1_MACS_peak_8198_lociStitched	chr13(.):46291417-46292746	0.6871
1_MACS_peak_8199_lociStitched	chr13(.):46421781-46422695	0.428
1_MACS_peak_8200_lociStitched	chr13(.):46626230-46627059	0.3838
2_MACS_peak_8201_lociStitched	chr13(.):46750766-46759053	0.9847
1_MACS_peak_8203_lociStitched	chr13(.):46775788-46777351	0.4321
1_MACS_peak_8204_lociStitched	chr13(.):46784963-46786672	0.6585
1_MACS_peak_8205_lociStitched	chr13(.):46943379-46944442	0.4455
1_MACS_peak_8206_lociStitched	chr13(.):46951048-46952621	0.4097
1_MACS_peak_8207_lociStitched	chr13(.):46963861-46964990	0.4358
1_MACS_peak_8208_lociStitched	chr13(.):47126493-47129301	0.9475
1_MACS_peak_8209_lociStitched	chr13(.):47171726-47173499	0.6891
1_MACS_peak_8210_lociStitched	chr13(.):47240570-47243239	1.7721
1_MACS_peak_8211_lociStitched	chr13(.):47252781-47254839	0.8048
1_MACS_peak_8212_lociStitched	chr13(.):47370324-47371752	1.0907
1_MACS_peak_8213_lociStitched	chr13(.):47556412-47558832	1.2453
1_MACS_peak_8214_lociStitched	chr13(.):48574784-48575807	0.5124
1_MACS_peak_8215_lociStitched	chr13(.):48611078-48613081	1.1466
1_MACS_peak_8216_lociStitched	chr13(.):48639948-48641263	0.6326
1_MACS_peak_8217_lociStitched	chr13(.):48668562-48669454	0.4384
1_MACS_peak_8218_lociStitched	chr13(.):48794899-48795823	0.4441
1_MACS_peak_8219_lociStitched	chr13(.):48806960-48808466	1.1142
1_MACS_peak_8220_lociStitched	chr13(.):48876938-48879106	1.6766
1_MACS_peak_8221_lociStitched	chr13(.):48975174-48975952	0.3899
1_MACS_peak_8222_lociStitched	chr13(.):49065670-49067514	0.6385
1_MACS_peak_8223_lociStitched	chr13(.):49079249-49081261	0.6732
1_MACS_peak_8224_lociStitched	chr13(.):49105095-49107875	1.6932
1_MACS_peak_8225_lociStitched	chr13(.):49135827-49137793	0.5123
1_MACS_peak_8226_lociStitched	chr13(.):49152361-49153775	0.6857
1_MACS_peak_8227_lociStitched	chr13(.):49165308-49165967	0.7137
1_MACS_peak_8228_lociStitched	chr13(.):49210346-49211150	0.3733
1_MACS_peak_8229_lociStitched	chr13(.):49457943-49459479	0.5772
1_MACS_peak_8230_lociStitched	chr13(.):49548937-49555621	1.3755
1_MACS_peak_8231_lociStitched	chr13(.):49821454-49822925	0.583
1_MACS_peak_8232_lociStitched	chr13(.):49875272-49876171	0.5195
1_MACS_peak_8233_lociStitched	chr13(.):50016811-50020137	1.1288
1_MACS_peak_8234_lociStitched	chr13(.):50028255-50029885	0.5019
1_MACS_peak_8235_lociStitched	chr13(.):50068693-50071152	1.3839
1_MACS_peak_8236_lociStitched	chr13(.):50113926-50115488	1.0205
1_MACS_peak_8237_lociStitched	chr13(.):50158670-50160587	0.9131
1_MACS_peak_8238_lociStitched	chr13(.):50180604-50181476	0.4603
1_MACS_peak_8239_lociStitched	chr13(.):50202184-50203185	0.4966
1_MACS_peak_8240_lociStitched	chr13(.):50265280-50266448	0.5531
1_MACS_peak_8241_lociStitched	chr13(.):50365509-50367660	1.0072
2_MACS_peak_8242_lociStitched	chr13(.):50509881-50511466	0.5214
1_MACS_peak_8244_lociStitched	chr13(.):50570172-50572121	1.5107
1_MACS_peak_8245_lociStitched	chr13(.):50654272-50657442	1.8124
1_MACS_peak_8246_lociStitched	chr13(.):50680643-50681658	0.3801
2_MACS_peak_8247_lociStitched	chr13(.):50697270-50705512	1.4495
1_MACS_peak_8249_lociStitched	chr13(.):50726123-50728094	0.8963
1_MACS_peak_8250_lociStitched	chr13(.):50796808-50797557	0.4028
1_MACS_peak_8251_lociStitched	chr13(.):50818529-50819444	0.4215
1_MACS_peak_8252_lociStitched	chr13(.):50858171-50859571	0.4637
1_MACS_peak_8253_lociStitched	chr13(.):50939013-50940952	0.7785
1_MACS_peak_8254_lociStitched	chr13(.):50960968-50962106	0.6617
1_MACS_peak_8255_lociStitched	chr13(.):51001997-51003513	0.4313
1_MACS_peak_8256_lociStitched	chr13(.):51085073-51088391	1.8639
1_MACS_peak_8257_lociStitched	chr13(.):51100221-51102277	0.5964
1_MACS_peak_8258_lociStitched	chr13(.):51223912-51225748	0.7312
1_MACS_peak_8259_lociStitched	chr13(.):51329931-51331379	1.0128
1_MACS_peak_8260_lociStitched	chr13(.):51374398-51375705	0.5431
1_MACS_peak_8261_lociStitched	chr13(.):51384517-51386242	0.7062
2_MACS_peak_8262_lociStitched	chr13(.):51465089-51469047	0.549
2_MACS_peak_8264_lociStitched	chr13(.):51483394-51491720	0.8266
1_MACS_peak_8266_lociStitched	chr13(.):51565376-51567168	0.8184
2_MACS_peak_8267_lociStitched	chr13(.):51795795-51797101	0.3957
2_MACS_peak_8269_lociStitched	chr13(.):52025038-52028923	1.8491
1_MACS_peak_8271_lociStitched	chr13(.):52125916-52127197	0.5015
2_MACS_peak_8272_lociStitched	chr13(.):52133925-52137290	0.5944
1_MACS_peak_8274_lociStitched	chr13(.):52157428-52159502	0.9534
1_MACS_peak_8275_lociStitched	chr13(.):52337897-52339910	1.3983
1_MACS_peak_8276_lociStitched	chr13(.):52376724-52378783	1.4222
1_MACS_peak_8277_lociStitched	chr13(.):52388586-52389783	0.6074
1_MACS_peak_8278_lociStitched	chr13(.):52398867-52400132	0.449
1_MACS_peak_8279_lociStitched	chr13(.):52732777-52734128	0.9439
1_MACS_peak_8280_lociStitched	chr13(.):52767958-52769779	0.7895
1_MACS_peak_8281_lociStitched	chr13(.):52814325-52815868	0.6158
1_MACS_peak_8282_lociStitched	chr13(.):52871687-52873553	0.6134
1_MACS_peak_8283_lociStitched	chr13(.):52897496-52900594	1.9088
1_MACS_peak_8284_lociStitched	chr13(.):52936425-52937246	0.3833
