GENE_ID	locusLine	bin_1_29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17.bam
1_MACS_peak_5030_lociStitched	chr10(.):21804495-21805646	0.9069
1_MACS_peak_5031_lociStitched	chr10(.):22610896-22612367	2.1223
1_MACS_peak_5032_lociStitched	chr10(.):22624298-22627629	1.0728
1_MACS_peak_5033_lociStitched	chr10(.):27547519-27548243	0.808
1_MACS_peak_5034_lociStitched	chr10(.):28032409-28034626	0.9569
1_MACS_peak_5035_lociStitched	chr10(.):28966949-28967587	0.83
1_MACS_peak_5036_lociStitched	chr10(.):33624287-33625086	0.7535
1_MACS_peak_5041_lociStitched	chr10(.):43261607-43262112	7.3661
1_MACS_peak_5042_lociStitched	chr10(.):43564362-43564855	0.7917
1_MACS_peak_5043_lociStitched	chr10(.):43600002-43600658	0.9055
1_MACS_peak_5044_lociStitched	chr10(.):43728915-43729399	0.7395
1_MACS_peak_5045_lociStitched	chr10(.):44880764-44881174	0.6277
1_MACS_peak_5046_lociStitched	chr10(.):46809329-46809791	0.5167
2_MACS_peak_5047_lociStitched	chr10(.):46812094-46813313	0.4695
1_MACS_peak_5049_lociStitched	chr10(.):46817716-46818127	0.4736
2_MACS_peak_5050_lociStitched	chr10(.):46967361-46973277	1.1442
2_MACS_peak_5052_lociStitched	chr10(.):46993293-46995128	0.8409
1_MACS_peak_5054_lociStitched	chr10(.):46998935-47001583	1.2017
2_MACS_peak_5055_lociStitched	chr10(.):47289551-47290614	0.583
1_MACS_peak_5057_lociStitched	chr10(.):47293335-47294046	0.5336
1_MACS_peak_5058_lociStitched	chr10(.):47298531-47298851	0.459
1_MACS_peak_5059_lociStitched	chr10(.):48126172-48126721	0.624
2_MACS_peak_5060_lociStitched	chr10(.):48135167-48136284	0.6453
1_MACS_peak_5062_lociStitched	chr10(.):48138766-48139124	0.5414
1_MACS_peak_5063_lociStitched	chr10(.):48146814-48147228	0.499
1_MACS_peak_5064_lociStitched	chr10(.):48285289-48285673	0.358
4_MACS_peak_5065_lociStitched	chr10(.):48357316-48361047	0.911
1_MACS_peak_5069_lociStitched	chr10(.):48372189-48373727	0.8879
1_MACS_peak_5070_lociStitched	chr10(.):48388085-48388819	0.8202
2_MACS_peak_5071_lociStitched	chr10(.):48428157-48429634	0.7905
1_MACS_peak_5073_lociStitched	chr10(.):48997424-48997720	0.4066
1_MACS_peak_5074_lociStitched	chr10(.):48999219-48999604	0.5207
1_MACS_peak_5075_lociStitched	chr10(.):49002515-49003051	0.579
2_MACS_peak_5076_lociStitched	chr10(.):50820944-50823036	0.6741
2_MACS_peak_5078_lociStitched	chr10(.):50827078-50828984	0.7868
1_MACS_peak_5080_lociStitched	chr10(.):52469012-52469378	0.4123
1_MACS_peak_5081_lociStitched	chr10(.):64574072-64575786	1.4699
3_MACS_peak_5082_lociStitched	chr10(.):71173281-71177024	0.7785
1_MACS_peak_5085_lociStitched	chr10(.):71196858-71197238	0.701
2_MACS_peak_5086_lociStitched	chr10(.):71237531-71239150	0.6454
3_MACS_peak_5088_lociStitched	chr10(.):71249474-71252144	0.7118
1_MACS_peak_5091_lociStitched	chr10(.):71253363-71254339	0.8471
2_MACS_peak_5092_lociStitched	chr10(.):71264425-71266155	0.898
1_MACS_peak_5094_lociStitched	chr10(.):71268486-71268789	0.5773
1_MACS_peak_5095_lociStitched	chr10(.):71305227-71305686	0.7844
4_MACS_peak_5096_lociStitched	chr10(.):71328078-71339344	1.0686
4_MACS_peak_5100_lociStitched	chr10(.):71399291-71404809	0.8384
1_MACS_peak_5104_lociStitched	chr10(.):71407045-71407940	0.8609
5_MACS_peak_5105_lociStitched	chr10(.):71409237-71429421	1.1501
8_MACS_peak_5110_lociStitched	chr10(.):71436829-71449405	0.8154
1_MACS_peak_5118_lociStitched	chr10(.):71450603-71451191	0.8152
1_MACS_peak_5119_lociStitched	chr10(.):71471363-71477055	1.0937
4_MACS_peak_5120_lociStitched	chr10(.):71484417-71494053	1.2823
4_MACS_peak_5124_lociStitched	chr10(.):71495110-71511012	1.0774
2_MACS_peak_5128_lociStitched	chr10(.):71512045-71513242	0.8223
1_MACS_peak_5130_lociStitched	chr10(.):71520299-71520856	1.0322
1_MACS_peak_5131_lociStitched	chr10(.):71524314-71524737	0.6776
5_MACS_peak_5132_lociStitched	chr10(.):71525851-71532410	0.7428
1_MACS_peak_5137_lociStitched	chr10(.):71535298-71535785	0.7561
1_MACS_peak_5138_lociStitched	chr10(.):71544317-71544647	0.4852
1_MACS_peak_5139_lociStitched	chr10(.):71547420-71547889	0.6016
5_MACS_peak_5140_lociStitched	chr10(.):71560725-71567706	1.2263
1_MACS_peak_5145_lociStitched	chr10(.):71570211-71571686	0.8438
1_MACS_peak_5146_lociStitched	chr10(.):71573611-71573963	0.5926
2_MACS_peak_5147_lociStitched	chr10(.):71576802-71577886	0.7074
1_MACS_peak_5149_lociStitched	chr10(.):71581242-71581628	0.5725
5_MACS_peak_5150_lociStitched	chr10(.):71583081-71587879	0.7292
7_MACS_peak_5155_lociStitched	chr10(.):71589042-71597270	0.793
3_MACS_peak_5162_lociStitched	chr10(.):71599173-71602835	0.9668
6_MACS_peak_5165_lociStitched	chr10(.):71604952-71611848	0.8707
4_MACS_peak_5171_lociStitched	chr10(.):71618513-71623857	0.7341
6_MACS_peak_5175_lociStitched	chr10(.):71625137-71632591	0.9055
2_MACS_peak_5181_lociStitched	chr10(.):71637228-71641959	1.0872
5_MACS_peak_5183_lociStitched	chr10(.):71648624-71660203	1.1168
1_MACS_peak_5188_lociStitched	chr10(.):71661561-71661946	0.7164
3_MACS_peak_5189_lociStitched	chr10(.):71663861-71665529	0.7481
1_MACS_peak_5192_lociStitched	chr10(.):71668652-71669334	0.9453
3_MACS_peak_5193_lociStitched	chr10(.):71670462-71677486	0.9016
1_MACS_peak_5196_lociStitched	chr10(.):71678833-71679776	0.7597
1_MACS_peak_5197_lociStitched	chr10(.):71681197-71681798	0.7613
3_MACS_peak_5198_lociStitched	chr10(.):71683268-71685868	0.7861
2_MACS_peak_5201_lociStitched	chr10(.):71689496-71691678	0.7582
1_MACS_peak_5203_lociStitched	chr10(.):71696598-71697120	0.614
5_MACS_peak_5204_lociStitched	chr10(.):71699846-71709262	1.0207
2_MACS_peak_5209_lociStitched	chr10(.):72199762-72201750	0.8513
2_MACS_peak_5211_lociStitched	chr10(.):72663248-72668956	1.1182
2_MACS_peak_5213_lociStitched	chr10(.):72670513-72680509	1.1778
2_MACS_peak_5215_lociStitched	chr10(.):72682184-72683548	0.462
9_MACS_peak_5217_lociStitched	chr10(.):72687540-72700223	0.949
1_MACS_peak_5226_lociStitched	chr10(.):72702541-72702995	0.4373
1_MACS_peak_5227_lociStitched	chr10(.):72721113-72721504	0.596
2_MACS_peak_5228_lociStitched	chr10(.):72763491-72764783	0.7486
2_MACS_peak_5230_lociStitched	chr10(.):72792765-72793623	0.7373
1_MACS_peak_5232_lociStitched	chr10(.):72802250-72802914	0.8918
3_MACS_peak_5233_lociStitched	chr10(.):72818831-72822794	0.6944
9_MACS_peak_5236_lociStitched	chr10(.):72825890-72839941	0.9453
4_MACS_peak_5245_lociStitched	chr10(.):72968858-72978733	1.3063
1_MACS_peak_5249_lociStitched	chr10(.):72983133-72983461	0.4579
1_MACS_peak_5250_lociStitched	chr10(.):72984874-72985341	0.8931
1_MACS_peak_5251_lociStitched	chr10(.):72989261-72989585	0.6762
3_MACS_peak_5252_lociStitched	chr10(.):72991376-72997720	1.0414
3_MACS_peak_5255_lociStitched	chr10(.):73003437-73007323	0.8563
6_MACS_peak_5258_lociStitched	chr10(.):73015916-73025240	0.9272
1_MACS_peak_5264_lociStitched	chr10(.):73027921-73028710	0.7572
7_MACS_peak_5265_lociStitched	chr10(.):73044685-73063225	1.1581
8_MACS_peak_5272_lociStitched	chr10(.):73148545-73160501	1.0037
1_MACS_peak_5280_lociStitched	chr10(.):73193488-73194212	0.7478
3_MACS_peak_5281_lociStitched	chr10(.):73199085-73206454	0.928
2_MACS_peak_5284_lociStitched	chr10(.):73210876-73214737	0.9734
1_MACS_peak_5286_lociStitched	chr10(.):73217111-73217706	0.8673
2_MACS_peak_5287_lociStitched	chr10(.):73219147-73222834	1.1125
4_MACS_peak_5289_lociStitched	chr10(.):73235219-73244811	1.0134
1_MACS_peak_5293_lociStitched	chr10(.):73252368-73252981	0.7726
4_MACS_peak_5294_lociStitched	chr10(.):73257278-73260131	0.7371
1_MACS_peak_5298_lociStitched	chr10(.):73267278-73267617	0.6924
1_MACS_peak_5299_lociStitched	chr10(.):73269341-73272646	1.1433
13_MACS_peak_5300_lociStitched	chr10(.):73280015-73307267	0.9998
1_MACS_peak_5313_lociStitched	chr10(.):73308961-73309367	0.7482
1_MACS_peak_5314_lociStitched	chr10(.):73311606-73311999	0.626
1_MACS_peak_5315_lociStitched	chr10(.):73313289-73313829	0.6391
2_MACS_peak_5316_lociStitched	chr10(.):73319449-73320374	0.7516
1_MACS_peak_5318_lociStitched	chr10(.):73322227-73322677	0.8385
3_MACS_peak_5319_lociStitched	chr10(.):73324437-73327930	0.8986
5_MACS_peak_5322_lociStitched	chr10(.):73330277-73340712	1.1471
1_MACS_peak_5327_lociStitched	chr10(.):73357320-73357683	0.687
1_MACS_peak_5328_lociStitched	chr10(.):73371530-73372079	0.6638
1_MACS_peak_5329_lociStitched	chr10(.):73373106-73373838	0.7038
2_MACS_peak_5330_lociStitched	chr10(.):73375166-73376743	0.8798
1_MACS_peak_5332_lociStitched	chr10(.):73383563-73384563	0.9116
2_MACS_peak_5333_lociStitched	chr10(.):73385649-73391512	1.0893
10_MACS_peak_5335_lociStitched	chr10(.):73392848-73408386	0.9169
1_MACS_peak_5345_lociStitched	chr10(.):73418082-73418577	0.8614
4_MACS_peak_5346_lociStitched	chr10(.):73420584-73427923	0.9113
1_MACS_peak_5350_lociStitched	chr10(.):73429205-73429552	0.8322
2_MACS_peak_5351_lociStitched	chr10(.):73436353-73438289	0.8257
2_MACS_peak_5353_lociStitched	chr10(.):73441398-73443089	0.9203
7_MACS_peak_5355_lociStitched	chr10(.):73459187-73467023	0.8394
2_MACS_peak_5362_lociStitched	chr10(.):73468426-73470660	0.7295
1_MACS_peak_5364_lociStitched	chr10(.):73471897-73472246	0.6714
2_MACS_peak_5365_lociStitched	chr10(.):73538959-73540329	0.7546
5_MACS_peak_5367_lociStitched	chr10(.):73541424-73551483	0.9779
3_MACS_peak_5372_lociStitched	chr10(.):73553300-73555212	0.6745
2_MACS_peak_5375_lociStitched	chr10(.):73722429-73725876	1.2298
1_MACS_peak_5377_lociStitched	chr10(.):73847398-73848086	1.0114
2_MACS_peak_5378_lociStitched	chr10(.):75669894-75673067	0.9883
1_MACS_peak_5380_lociStitched	chr10(.):79333341-79333582	0.9406
2_MACS_peak_5381_lociStitched	chr10(.):79395970-79398985	1.3094
1_MACS_peak_5383_lociStitched	chr10(.):79686451-79687850	0.9154
2_MACS_peak_5384_lociStitched	chr10(.):88123988-88127970	0.9774
4_MACS_peak_5386_lociStitched	chr10(.):88415964-88421327	1.0603
5_MACS_peak_5390_lociStitched	chr10(.):88442403-88445727	0.7568
1_MACS_peak_5395_lociStitched	chr10(.):90699781-90700366	0.8081
2_MACS_peak_5396_lociStitched	chr10(.):90701759-90704534	0.8386
1_MACS_peak_5398_lociStitched	chr10(.):90705562-90706433	0.7395
1_MACS_peak_5399_lociStitched	chr10(.):91060646-91061340	0.5755
2_MACS_peak_5400_lociStitched	chr10(.):91405555-91408616	0.8784
2_MACS_peak_5402_lociStitched	chr10(.):91409810-91412971	0.8443
1_MACS_peak_5404_lociStitched	chr10(.):91414248-91415263	0.8834
1_MACS_peak_5405_lociStitched	chr10(.):94458366-94458731	0.5829
1_MACS_peak_5406_lociStitched	chr10(.):94460011-94460430	0.8671
1_MACS_peak_5407_lociStitched	chr10(.):94486965-94487549	0.8453
3_MACS_peak_5408_lociStitched	chr10(.):94490491-94492960	0.7626
2_MACS_peak_5411_lociStitched	chr10(.):94547837-94549261	0.7543
1_MACS_peak_5413_lociStitched	chr10(.):94822514-94823140	0.7071
2_MACS_peak_5414_lociStitched	chr10(.):94824885-94828883	1.015
1_MACS_peak_5416_lociStitched	chr10(.):98271947-98273404	1.1009
1_MACS_peak_5417_lociStitched	chr10(.):98561162-98561588	2.1872
1_MACS_peak_5418_lociStitched	chr10(.):98822135-98822580	0.8652
2_MACS_peak_5419_lociStitched	chr10(.):98824008-98825754	0.8251
7_MACS_peak_5421_lociStitched	chr10(.):98831222-98841902	0.9486
1_MACS_peak_5428_lociStitched	chr10(.):98843489-98843821	0.5347
1_MACS_peak_5429_lociStitched	chr10(.):98858862-98859271	0.8208
1_MACS_peak_5430_lociStitched	chr10(.):98879912-98880409	0.6546
1_MACS_peak_5431_lociStitched	chr10(.):98939765-98940130	0.6676
3_MACS_peak_5432_lociStitched	chr10(.):98944504-98947474	0.9925
1_MACS_peak_5435_lociStitched	chr10(.):99080975-99081430	0.6872
1_MACS_peak_5436_lociStitched	chr10(.):99094987-99095825	1.0146
2_MACS_peak_5437_lociStitched	chr10(.):99259057-99261478	1.0063
1_MACS_peak_5439_lociStitched	chr10(.):99292108-99292646	2.6215
1_MACS_peak_5440_lociStitched	chr10(.):99473878-99475339	1.0328
5_MACS_peak_5441_lociStitched	chr10(.):99527721-99533130	0.9054
1_MACS_peak_5446_lociStitched	chr10(.):99534570-99534948	0.5409
1_MACS_peak_5447_lociStitched	chr10(.):99540915-99541478	0.7115
2_MACS_peak_5448_lociStitched	chr10(.):99544899-99546932	0.8009
1_MACS_peak_5450_lociStitched	chr10(.):99602969-99603452	0.6942
1_MACS_peak_5451_lociStitched	chr10(.):99611102-99611686	0.7276
2_MACS_peak_5452_lociStitched	chr10(.):99622308-99624108	0.5522
1_MACS_peak_5454_lociStitched	chr10(.):99639762-99640097	0.7287
5_MACS_peak_5455_lociStitched	chr10(.):99654724-99667578	1.094
2_MACS_peak_5460_lociStitched	chr10(.):99672177-99674032	0.9457
1_MACS_peak_5462_lociStitched	chr10(.):99675415-99675828	0.6643
1_MACS_peak_5463_lociStitched	chr10(.):99676951-99677338	0.5292
2_MACS_peak_5464_lociStitched	chr10(.):99684992-99686261	0.5539
1_MACS_peak_5466_lociStitched	chr10(.):99687389-99687892	0.6999
1_MACS_peak_5467_lociStitched	chr10(.):99696274-99696736	0.8302
1_MACS_peak_5468_lociStitched	chr10(.):99789262-99789995	0.7968
1_MACS_peak_5469_lociStitched	chr10(.):101129483-101130546	0.8617
1_MACS_peak_5470_lociStitched	chr10(.):101280451-101281036	0.854
1_MACS_peak_5471_lociStitched	chr10(.):101290688-101291213	0.6761
1_MACS_peak_5472_lociStitched	chr10(.):101292501-101296887	1.2591
1_MACS_peak_5473_lociStitched	chr10(.):101298169-101298585	0.6779
2_MACS_peak_5474_lociStitched	chr10(.):102325878-102328603	0.852
7_MACS_peak_5476_lociStitched	chr10(.):102373125-102386823	0.8263
1_MACS_peak_5483_lociStitched	chr10(.):102398673-102399382	0.7994
1_MACS_peak_5484_lociStitched	chr10(.):102401631-102402418	0.753
3_MACS_peak_5485_lociStitched	chr10(.):102403703-102405622	0.7183
1_MACS_peak_5488_lociStitched	chr10(.):102409932-102410593	0.7139
2_MACS_peak_5489_lociStitched	chr10(.):102411767-102420459	1.2544
2_MACS_peak_5491_lociStitched	chr10(.):102421683-102424683	0.747
8_MACS_peak_5493_lociStitched	chr10(.):102426135-102435994	0.9826
1_MACS_peak_5501_lociStitched	chr10(.):102437506-102438409	0.9852
6_MACS_peak_5502_lociStitched	chr10(.):102440906-102450801	1.0535
5_MACS_peak_5508_lociStitched	chr10(.):102466021-102476296	1.02
7_MACS_peak_5513_lociStitched	chr10(.):102482435-102522315	1.6291
2_MACS_peak_5520_lociStitched	chr10(.):102534791-102536686	0.9182
1_MACS_peak_5522_lociStitched	chr10(.):102538005-102539674	0.9538
1_MACS_peak_5523_lociStitched	chr10(.):102540743-102541500	0.7553
3_MACS_peak_5524_lociStitched	chr10(.):102543895-102550785	1.024
2_MACS_peak_5527_lociStitched	chr10(.):102551903-102553023	0.7718
2_MACS_peak_5529_lociStitched	chr10(.):102561243-102562693	0.8686
2_MACS_peak_5531_lociStitched	chr10(.):102564300-102578185	1.2383
5_MACS_peak_5533_lociStitched	chr10(.):102580962-102593477	1.2134
1_MACS_peak_5538_lociStitched	chr10(.):102594604-102594934	0.4327
7_MACS_peak_5539_lociStitched	chr10(.):102615445-102629634	0.9976
8_MACS_peak_5546_lociStitched	chr10(.):102632861-102642792	0.9122
1_MACS_peak_5554_lociStitched	chr10(.):102647377-102648212	0.8433
2_MACS_peak_5555_lociStitched	chr10(.):102661820-102663892	0.8475
1_MACS_peak_5557_lociStitched	chr10(.):102729352-102729921	0.7633
3_MACS_peak_5558_lociStitched	chr10(.):102774884-102780327	0.9639
2_MACS_peak_5561_lociStitched	chr10(.):102786313-102793515	1.2095
1_MACS_peak_5563_lociStitched	chr10(.):102794995-102795868	0.886
3_MACS_peak_5564_lociStitched	chr10(.):102806307-102810307	0.8412
5_MACS_peak_5567_lociStitched	chr10(.):102840977-102855580	1.2216
1_MACS_peak_5572_lociStitched	chr10(.):102856781-102857410	0.7412
2_MACS_peak_5573_lociStitched	chr10(.):102858933-102860341	0.7427
3_MACS_peak_5575_lociStitched	chr10(.):102881225-102887527	1.3577
1_MACS_peak_5578_lociStitched	chr10(.):102888650-102897315	1.6941
6_MACS_peak_5579_lociStitched	chr10(.):102899244-102909918	1.1017
1_MACS_peak_5585_lociStitched	chr10(.):102971973-102972353	0.4094
4_MACS_peak_5586_lociStitched	chr10(.):102974631-102992275	1.4527
1_MACS_peak_5590_lociStitched	chr10(.):102994118-102994862	0.8075
1_MACS_peak_5591_lociStitched	chr10(.):102996072-102998761	1.246
3_MACS_peak_5592_lociStitched	chr10(.):103050886-103054368	0.7103
1_MACS_peak_5595_lociStitched	chr10(.):103124471-103124769	1.8823
1_MACS_peak_5596_lociStitched	chr10(.):103328973-103329854	0.962
6_MACS_peak_5597_lociStitched	chr10(.):103525163-103537712	1.1953
2_MACS_peak_5603_lociStitched	chr10(.):103986275-103991677	0.9882
1_MACS_peak_5605_lociStitched	chr10(.):103995652-103996018	0.4888
2_MACS_peak_5606_lociStitched	chr10(.):103999568-104001041	0.8667
2_MACS_peak_5608_lociStitched	chr10(.):104165417-104178610	1.8542
2_MACS_peak_5610_lociStitched	chr10(.):104192987-104195011	0.7382
1_MACS_peak_5612_lociStitched	chr10(.):105036796-105037361	0.8379
1_MACS_peak_5613_lociStitched	chr10(.):105614046-105614901	0.832
3_MACS_peak_5614_lociStitched	chr10(.):106399319-106402931	0.8509
1_MACS_peak_5617_lociStitched	chr10(.):114709499-114709864	0.5556
3_MACS_peak_5618_lociStitched	chr10(.):114712066-114715892	0.6264
1_MACS_peak_5621_lociStitched	chr10(.):114719981-114720592	0.7743
2_MACS_peak_5622_lociStitched	chr10(.):114726041-114728149	0.7648
9_MACS_peak_5624_lociStitched	chr10(.):114729309-114756648	1.0596
2_MACS_peak_5633_lociStitched	chr10(.):114764384-114766672	0.7761
1_MACS_peak_5635_lociStitched	chr10(.):114776765-114777131	0.6223
3_MACS_peak_5636_lociStitched	chr10(.):114927711-114930722	0.6884
1_MACS_peak_5639_lociStitched	chr10(.):118500876-118501856	0.8189
3_MACS_peak_5640_lociStitched	chr10(.):118922512-118925214	0.6311
1_MACS_peak_5643_lociStitched	chr10(.):118926912-118927543	0.8246
1_MACS_peak_5644_lociStitched	chr10(.):119291969-119292348	0.7848
2_MACS_peak_5645_lociStitched	chr10(.):119294443-119296848	0.7021
1_MACS_peak_5647_lociStitched	chr10(.):119311314-119311796	0.913
1_MACS_peak_5648_lociStitched	chr10(.):119312948-119313622	0.8001
1_MACS_peak_5649_lociStitched	chr10(.):122722333-122722711	0.5295
2_MACS_peak_5650_lociStitched	chr10(.):122725832-122727262	0.7893
2_MACS_peak_5652_lociStitched	chr10(.):122731507-122733319	0.7627
1_MACS_peak_5654_lociStitched	chr10(.):122738554-122739172	0.7249
1_MACS_peak_5655_lociStitched	chr10(.):123873796-123874147	0.4548
1_MACS_peak_5656_lociStitched	chr10(.):123941342-123941743	0.4909
2_MACS_peak_5657_lociStitched	chr10(.):124112362-124114057	0.866
3_MACS_peak_5659_lociStitched	chr10(.):124129282-124134122	0.8316
2_MACS_peak_5662_lociStitched	chr10(.):124137889-124139354	0.8321
1_MACS_peak_5664_lociStitched	chr10(.):124226338-124226709	0.6434
1_MACS_peak_5665_lociStitched	chr10(.):124248669-124249439	0.7324
1_MACS_peak_5666_lociStitched	chr10(.):124267030-124267401	0.6164
2_MACS_peak_5667_lociStitched	chr10(.):124899026-124901380	0.8219
1_MACS_peak_5669_lociStitched	chr10(.):124903131-124903518	0.9306
1_MACS_peak_5670_lociStitched	chr10(.):124904865-124905624	0.7674
1_MACS_peak_5671_lociStitched	chr10(.):125342293-125344118	0.8573
1_MACS_peak_5672_lociStitched	chr10(.):125510285-125510666	0.4567
2_MACS_peak_5673_lociStitched	chr10(.):125511881-125513059	0.7269
1_MACS_peak_5675_lociStitched	chr10(.):125517786-125518144	0.7156
4_MACS_peak_5676_lociStitched	chr10(.):125520147-125522818	0.6392
1_MACS_peak_5680_lociStitched	chr10(.):125530375-125531017	0.8847
1_MACS_peak_5681_lociStitched	chr10(.):125753088-125754093	0.9901
3_MACS_peak_5682_lociStitched	chr10(.):126066979-126069487	0.6999
1_MACS_peak_5685_lociStitched	chr10(.):126136097-126140435	1.4408
1_MACS_peak_5686_lociStitched	chr10(.):126254289-126255158	0.9138
1_MACS_peak_5687_lociStitched	chr10(.):126281309-126281768	0.5175
27_MACS_peak_5688_lociStitched	chr10(.):126686203-126721852	0.9069
3_MACS_peak_5715_lociStitched	chr10(.):126727314-126729772	0.7665
2_MACS_peak_5718_lociStitched	chr10(.):126731821-126733869	0.8708
4_MACS_peak_5720_lociStitched	chr10(.):126736601-126752524	1.1377
17_MACS_peak_5724_lociStitched	chr10(.):126754043-126779335	0.9801
1_MACS_peak_5741_lociStitched	chr10(.):126780806-126781611	0.8694
2_MACS_peak_5742_lociStitched	chr10(.):126782780-126784491	0.9598
1_MACS_peak_5744_lociStitched	chr10(.):126786357-126786932	0.798
6_MACS_peak_5745_lociStitched	chr10(.):126789427-126795569	0.8228
2_MACS_peak_5751_lociStitched	chr10(.):126804244-126806307	0.7702
1_MACS_peak_5753_lociStitched	chr10(.):126808356-126809015	0.868
2_MACS_peak_5754_lociStitched	chr10(.):126812297-126813970	0.6464
2_MACS_peak_5756_lociStitched	chr10(.):126815018-126816136	0.786
5_MACS_peak_5758_lociStitched	chr10(.):126818821-126821861	0.7128
1_MACS_peak_5763_lociStitched	chr10(.):126822945-126823418	0.7715
2_MACS_peak_5764_lociStitched	chr10(.):126824899-126827719	0.8839
4_MACS_peak_5766_lociStitched	chr10(.):126830117-126834312	0.8137
3_MACS_peak_5770_lociStitched	chr10(.):126836089-126838687	0.8481
1_MACS_peak_5773_lociStitched	chr10(.):126841248-126841875	0.647
1_MACS_peak_5774_lociStitched	chr10(.):126844630-126845036	0.7079
2_MACS_peak_5775_lociStitched	chr10(.):126846246-126847809	0.8548
3_MACS_peak_5777_lociStitched	chr10(.):126853219-126855646	0.7629
1_MACS_peak_5780_lociStitched	chr10(.):126859639-126860027	0.5881
1_MACS_peak_5781_lociStitched	chr10(.):126897857-126898329	0.7375
1_MACS_peak_5782_lociStitched	chr10(.):126900873-126901286	0.707
1_MACS_peak_5783_lociStitched	chr10(.):127237392-127237691	0.5794
1_MACS_peak_5784_lociStitched	chr10(.):127585017-127586388	1.0559
1_MACS_peak_5785_lociStitched	chr10(.):128973656-128974070	0.5873
1_MACS_peak_5786_lociStitched	chr10(.):130095759-130096029	0.6688
3_MACS_peak_5787_lociStitched	chr10(.):130227580-130230018	0.5795
2_MACS_peak_5790_lociStitched	chr10(.):130260544-130263084	0.8735
2_MACS_peak_5792_lociStitched	chr10(.):130278998-130280497	0.6797
1_MACS_peak_5794_lociStitched	chr10(.):131212887-131213323	0.4789
1_MACS_peak_5795_lociStitched	chr10(.):131743657-131744268	0.8036
1_MACS_peak_5796_lociStitched	chr10(.):131768939-131769255	0.8071
1_MACS_peak_5797_lociStitched	chr10(.):131836529-131836864	0.656
1_MACS_peak_5798_lociStitched	chr10(.):131847313-131847771	0.8066
1_MACS_peak_5799_lociStitched	chr10(.):131851315-131851669	0.6279
2_MACS_peak_5800_lociStitched	chr10(.):132000880-132003644	0.802
1_MACS_peak_5802_lociStitched	chr10(.):132014861-132015272	0.678
1_MACS_peak_5803_lociStitched	chr10(.):132020816-132021176	0.708
1_MACS_peak_5804_lociStitched	chr10(.):132892033-132892376	0.4429
2_MACS_peak_5805_lociStitched	chr10(.):133676213-133677393	0.805
1_MACS_peak_5807_lociStitched	chr10(.):133812712-133813087	0.7877
1_MACS_peak_5808_lociStitched	chr10(.):133817364-133817740	0.6034
2_MACS_peak_5809_lociStitched	chr10(.):133877513-133881221	0.9161
1_MACS_peak_5811_lociStitched	chr10(.):133883193-133883676	0.8581
1_MACS_peak_5812_lociStitched	chr10(.):133910343-133910939	0.7869
7_MACS_peak_5813_lociStitched	chr10(.):133912936-133918372	0.6332
3_MACS_peak_5820_lociStitched	chr10(.):133925515-133927602	0.7591
3_MACS_peak_5823_lociStitched	chr10(.):133929935-133931567	0.6158
1_MACS_peak_5826_lociStitched	chr10(.):133935072-133935467	0.7112
1_MACS_peak_5827_lociStitched	chr10(.):133943706-133944100	0.5665
6_MACS_peak_5828_lociStitched	chr10(.):133946688-133951667	0.6976
5_MACS_peak_5834_lociStitched	chr10(.):133953542-133959344	0.8109
1_MACS_peak_5839_lociStitched	chr10(.):133980845-133981397	0.8483
1_MACS_peak_5840_lociStitched	chr10(.):133983338-133983961	0.7315
1_MACS_peak_5841_lociStitched	chr10(.):134012008-134012815	0.8383
4_MACS_peak_5842_lociStitched	chr10(.):134014259-134017527	0.827
1_MACS_peak_5846_lociStitched	chr10(.):134114379-134114743	0.5452
11_MACS_peak_5847_lociStitched	chr10(.):134183009-134199385	0.8846
2_MACS_peak_5858_lociStitched	chr10(.):134202923-134204558	0.6177
2_MACS_peak_5860_lociStitched	chr10(.):134207686-134209934	0.8855
2_MACS_peak_5862_lociStitched	chr10(.):134211129-134212303	0.9093
1_MACS_peak_5864_lociStitched	chr10(.):134214471-134214832	0.6767
3_MACS_peak_5865_lociStitched	chr10(.):134268022-134270011	0.6035
3_MACS_peak_5868_lociStitched	chr10(.):134272321-134281584	1.0587
1_MACS_peak_5871_lociStitched	chr10(.):134282654-134283040	0.768
1_MACS_peak_5872_lociStitched	chr10(.):134284456-134284971	0.7737
4_MACS_peak_5873_lociStitched	chr10(.):134289862-134293457	0.6326
3_MACS_peak_5877_lociStitched	chr10(.):134295001-134297400	0.7875
3_MACS_peak_5880_lociStitched	chr10(.):134298493-134302537	0.9709
4_MACS_peak_5883_lociStitched	chr10(.):134305925-134312757	0.9525
1_MACS_peak_5887_lociStitched	chr10(.):134313801-134314164	0.5483
1_MACS_peak_5888_lociStitched	chr10(.):134317256-134317719	0.7511
1_MACS_peak_5889_lociStitched	chr10(.):134318957-134319459	0.6526
1_MACS_peak_5890_lociStitched	chr10(.):134322292-134323385	0.8305
1_MACS_peak_5891_lociStitched	chr10(.):134329369-134330198	0.7342
3_MACS_peak_5892_lociStitched	chr10(.):134332051-134339041	0.9378
1_MACS_peak_5895_lociStitched	chr10(.):134340174-134342364	1.089
1_MACS_peak_5896_lociStitched	chr10(.):134361948-134362324	0.4405
1_MACS_peak_5897_lociStitched	chr10(.):134469264-134469675	0.6906
