GENE_ID	locusLine	bin_1_10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam
1_MACS_peak_1073_lociStitched	chr1(.):87914272-87917288	1.6035
1_MACS_peak_1074_lociStitched	chr1(.):88051522-88061826	1.9616
1_MACS_peak_1075_lociStitched	chr1(.):88108891-88110163	0.5294
1_MACS_peak_1076_lociStitched	chr1(.):88182159-88184428	0.7256
1_MACS_peak_1077_lociStitched	chr1(.):88229005-88230207	0.6559
1_MACS_peak_1078_lociStitched	chr1(.):88291739-88292820	0.826
3_MACS_peak_1079_lociStitched	chr1(.):88329523-88340370	1.1095
1_MACS_peak_1082_lociStitched	chr1(.):88368465-88369486	0.6819
1_MACS_peak_1083_lociStitched	chr1(.):88418942-88419955	0.5637
1_MACS_peak_1084_lociStitched	chr1(.):88525378-88527054	0.6904
1_MACS_peak_1085_lociStitched	chr1(.):88657119-88658222	0.7322
1_MACS_peak_1086_lociStitched	chr1(.):89148309-89151519	1.42
1_MACS_peak_1087_lociStitched	chr1(.):89266691-89268952	1.163
1_MACS_peak_1088_lociStitched	chr1(.):89356243-89358086	1.1286
1_MACS_peak_1089_lociStitched	chr1(.):89457465-89459589	2.5529
1_MACS_peak_1090_lociStitched	chr1(.):89487090-89489465	2.2652
1_MACS_peak_1091_lociStitched	chr1(.):89515684-89516451	0.466
2_MACS_peak_1092_lociStitched	chr1(.):89529662-89536351	0.7808
1_MACS_peak_1094_lociStitched	chr1(.):89545905-89547834	0.7375
2_MACS_peak_1095_lociStitched	chr1(.):89590952-89595508	0.5956
1_MACS_peak_1097_lociStitched	chr1(.):89663873-89666358	1.7194
1_MACS_peak_1098_lociStitched	chr1(.):89751979-89753711	1.5828
1_MACS_peak_1099_lociStitched	chr1(.):89775033-89777922	1.5299
1_MACS_peak_1100_lociStitched	chr1(.):89828281-89830179	0.9518
1_MACS_peak_1101_lociStitched	chr1(.):89872867-89873940	0.5497
1_MACS_peak_1102_lociStitched	chr1(.):89893148-89895812	0.8474
1_MACS_peak_1103_lociStitched	chr1(.):89989561-89991464	1.3155
1_MACS_peak_1104_lociStitched	chr1(.):90017582-90019290	0.8403
1_MACS_peak_1105_lociStitched	chr1(.):90097574-90100470	2.4635
1_MACS_peak_1106_lociStitched	chr1(.):90134416-90137705	1.7023
1_MACS_peak_1107_lociStitched	chr1(.):90146660-90147576	0.5068
1_MACS_peak_1108_lociStitched	chr1(.):90157622-90161461	1.9509
1_MACS_peak_1109_lociStitched	chr1(.):90171072-90173250	0.8424
3_MACS_peak_1110_lociStitched	chr1(.):90184002-90191178	0.605
1_MACS_peak_1113_lociStitched	chr1(.):90227582-90229592	1.104
1_MACS_peak_1114_lociStitched	chr1(.):90285624-90288268	1.4344
1_MACS_peak_1115_lociStitched	chr1(.):90307970-90310038	1.2101
1_MACS_peak_1116_lociStitched	chr1(.):90459788-90461914	1.4997
1_MACS_peak_1117_lociStitched	chr1(.):90822251-90824443	0.6504
1_MACS_peak_1118_lociStitched	chr1(.):91188771-91189522	0.5224
1_MACS_peak_1119_lociStitched	chr1(.):91486352-91488822	3.1655
1_MACS_peak_1120_lociStitched	chr1(.):91682904-91684533	1.0765
1_MACS_peak_1121_lociStitched	chr1(.):91748433-91749149	0.4705
1_MACS_peak_1122_lociStitched	chr1(.):91869808-91870808	0.676
1_MACS_peak_1123_lociStitched	chr1(.):91965545-91967669	1.8666
1_MACS_peak_1124_lociStitched	chr1(.):92037075-92038479	0.6796
1_MACS_peak_1125_lociStitched	chr1(.):92196296-92198584	0.6225
1_MACS_peak_1126_lociStitched	chr1(.):92350947-92352153	0.9021
1_MACS_peak_1127_lociStitched	chr1(.):92495477-92496207	0.4699
1_MACS_peak_1128_lociStitched	chr1(.):92545302-92546990	1.8261
1_MACS_peak_1129_lociStitched	chr1(.):92763623-92765430	1.8249
1_MACS_peak_1130_lociStitched	chr1(.):92947780-92953211	1.1217
1_MACS_peak_1131_lociStitched	chr1(.):93002977-93004758	0.8084
1_MACS_peak_1132_lociStitched	chr1(.):93249667-93251597	0.7199
1_MACS_peak_1133_lociStitched	chr1(.):93297225-93298762	1.2845
1_MACS_peak_1134_lociStitched	chr1(.):93324358-93325855	0.9328
1_MACS_peak_1135_lociStitched	chr1(.):93341672-93344745	1.6623
1_MACS_peak_1136_lociStitched	chr1(.):93367358-93371184	1.5137
1_MACS_peak_1137_lociStitched	chr1(.):93398147-93401290	1.0166
3_MACS_peak_1138_lociStitched	chr1(.):93408468-93428888	1.3879
1_MACS_peak_1141_lociStitched	chr1(.):93437447-93443972	1.9772
2_MACS_peak_1142_lociStitched	chr1(.):93455938-93459868	0.3861
1_MACS_peak_1144_lociStitched	chr1(.):93470115-93471206	0.5785
1_MACS_peak_1145_lociStitched	chr1(.):93479736-93481118	0.6163
1_MACS_peak_1146_lociStitched	chr1(.):93494453-93496314	0.9065
1_MACS_peak_1147_lociStitched	chr1(.):93507432-93508901	0.6476
1_MACS_peak_1148_lociStitched	chr1(.):93543792-93545791	0.9952
1_MACS_peak_1149_lociStitched	chr1(.):93644894-93647402	1.0987
1_MACS_peak_1150_lociStitched	chr1(.):93684325-93685599	0.997
1_MACS_peak_1151_lociStitched	chr1(.):93715367-93720792	1.6561
1_MACS_peak_1152_lociStitched	chr1(.):93793847-93795986	1.2017
1_MACS_peak_1153_lociStitched	chr1(.):93810446-93813225	1.5652
1_MACS_peak_1154_lociStitched	chr1(.):93913490-93914232	0.4793
1_MACS_peak_1155_lociStitched	chr1(.):94311600-94314115	0.7948
1_MACS_peak_1156_lociStitched	chr1(.):94344011-94345405	0.7306
1_MACS_peak_1157_lociStitched	chr1(.):94373823-94375287	0.6561
1_MACS_peak_1158_lociStitched	chr1(.):94458081-94459308	0.894
1_MACS_peak_1159_lociStitched	chr1(.):94882976-94884699	0.7049
1_MACS_peak_1160_lociStitched	chr1(.):95007470-95008103	0.5209
1_MACS_peak_1161_lociStitched	chr1(.):95285817-95286437	0.4215
1_MACS_peak_1162_lociStitched	chr1(.):95388274-95389012	0.5228
1_MACS_peak_1163_lociStitched	chr1(.):95427840-95429153	0.8032
1_MACS_peak_1164_lociStitched	chr1(.):95537656-95539309	1.2216
1_MACS_peak_1165_lociStitched	chr1(.):95582640-95583604	0.4908
1_MACS_peak_1166_lociStitched	chr1(.):95699381-95700357	0.7325
1_MACS_peak_1167_lociStitched	chr1(.):97186674-97188518	1.1344
1_MACS_peak_1168_lociStitched	chr1(.):97926299-97928873	0.7614
1_MACS_peak_1169_lociStitched	chr1(.):98313019-98316344	0.9737
1_MACS_peak_1170_lociStitched	chr1(.):98329420-98331290	0.958
1_MACS_peak_1171_lociStitched	chr1(.):98385185-98387683	0.9996
1_MACS_peak_1172_lociStitched	chr1(.):98853419-98854391	0.5443
1_MACS_peak_1173_lociStitched	chr1(.):98871053-98871840	0.5306
1_MACS_peak_1174_lociStitched	chr1(.):99336479-99338151	0.7852
1_MACS_peak_1175_lociStitched	chr1(.):100231529-100232872	0.8063
2_MACS_peak_1176_lociStitched	chr1(.):100249238-100253298	0.7901
1_MACS_peak_1178_lociStitched	chr1(.):100315089-100316444	0.9001
1_MACS_peak_1179_lociStitched	chr1(.):100434809-100436159	0.6108
1_MACS_peak_1180_lociStitched	chr1(.):100502855-100505066	1.2119
1_MACS_peak_1181_lociStitched	chr1(.):100597890-100599407	0.7479
1_MACS_peak_1182_lociStitched	chr1(.):100714665-100716085	0.6908
1_MACS_peak_1183_lociStitched	chr1(.):100730816-100732752	1.1304
1_MACS_peak_1184_lociStitched	chr1(.):100816548-100819251	0.7716
1_MACS_peak_1185_lociStitched	chr1(.):100852632-100854294	0.6567
2_MACS_peak_1186_lociStitched	chr1(.):100906745-100910535	0.7617
1_MACS_peak_1188_lociStitched	chr1(.):100917551-100919023	0.5668
1_MACS_peak_1189_lociStitched	chr1(.):101360115-101362697	1.0414
1_MACS_peak_1190_lociStitched	chr1(.):101414548-101415221	0.4545
1_MACS_peak_1191_lociStitched	chr1(.):101490759-101492121	0.5751
1_MACS_peak_1192_lociStitched	chr1(.):101777467-101778488	0.5885
1_MACS_peak_1193_lociStitched	chr1(.):101809940-101811114	0.5928
1_MACS_peak_1194_lociStitched	chr1(.):102188314-102190416	1.0862
1_MACS_peak_1195_lociStitched	chr1(.):104067910-104069318	1.5137
1_MACS_peak_1196_lociStitched	chr1(.):104599446-104600983	0.9594
1_MACS_peak_1197_lociStitched	chr1(.):104930004-104931070	0.4803
1_MACS_peak_1198_lociStitched	chr1(.):107558893-107559827	0.4054
1_MACS_peak_1199_lociStitched	chr1(.):107598725-107600565	1.2324
1_MACS_peak_1200_lociStitched	chr1(.):107683319-107684906	0.5727
1_MACS_peak_1201_lociStitched	chr1(.):107791512-107793820	0.8456
1_MACS_peak_1202_lociStitched	chr1(.):107819443-107820619	0.694
2_MACS_peak_1203_lociStitched	chr1(.):107900251-107910259	1.3775
1_MACS_peak_1205_lociStitched	chr1(.):107930711-107934193	1.7532
1_MACS_peak_1206_lociStitched	chr1(.):107972188-107974533	1.0061
3_MACS_peak_1207_lociStitched	chr1(.):107991865-108004306	2.088
1_MACS_peak_1210_lociStitched	chr1(.):108041146-108042998	1.1356
1_MACS_peak_1211_lociStitched	chr1(.):108134997-108137836	0.9957
1_MACS_peak_1212_lociStitched	chr1(.):108145538-108146217	0.5044
2_MACS_peak_1213_lociStitched	chr1(.):108162379-108166716	0.7381
1_MACS_peak_1215_lociStitched	chr1(.):108248554-108251244	1.4302
1_MACS_peak_1216_lociStitched	chr1(.):108318599-108321119	0.9394
1_MACS_peak_1217_lociStitched	chr1(.):108338071-108339007	0.4526
1_MACS_peak_1218_lociStitched	chr1(.):108345879-108348533	0.8387
1_MACS_peak_1219_lociStitched	chr1(.):108370853-108373026	0.914
1_MACS_peak_1220_lociStitched	chr1(.):108384651-108385409	0.429
1_MACS_peak_1221_lociStitched	chr1(.):108416046-108416830	0.4408
3_MACS_peak_1222_lociStitched	chr1(.):108476430-108480292	0.5992
2_MACS_peak_1225_lociStitched	chr1(.):108505736-108508779	0.5896
1_MACS_peak_1227_lociStitched	chr1(.):108723926-108726170	0.5741
1_MACS_peak_1228_lociStitched	chr1(.):108741816-108743862	1.2134
1_MACS_peak_1229_lociStitched	chr1(.):108814990-108816148	0.6368
1_MACS_peak_1230_lociStitched	chr1(.):108824536-108826279	0.9991
1_MACS_peak_1231_lociStitched	chr1(.):108953000-108954947	0.9608
1_MACS_peak_1232_lociStitched	chr1(.):108963739-108964606	0.6274
1_MACS_peak_1233_lociStitched	chr1(.):109203304-109204656	1.5506
1_MACS_peak_1234_lociStitched	chr1(.):109222059-109223270	0.8474
1_MACS_peak_1235_lociStitched	chr1(.):109234074-109236194	1.5238
1_MACS_peak_1236_lociStitched	chr1(.):109288867-109290241	1.2566
1_MACS_peak_1237_lociStitched	chr1(.):109418931-109420244	0.4887
1_MACS_peak_1238_lociStitched	chr1(.):109505080-109506906	0.6556
1_MACS_peak_1239_lociStitched	chr1(.):109583850-109584822	0.4907
1_MACS_peak_1240_lociStitched	chr1(.):109618042-109619412	0.8443
1_MACS_peak_1241_lociStitched	chr1(.):109631952-109634312	1.4844
1_MACS_peak_1242_lociStitched	chr1(.):109642383-109643929	0.833
1_MACS_peak_1243_lociStitched	chr1(.):109755988-109757897	0.6457
2_MACS_peak_1244_lociStitched	chr1(.):109819427-109826909	0.3293
3_MACS_peak_1246_lociStitched	chr1(.):109911290-109919340	0.4147
2_MACS_peak_1249_lociStitched	chr1(.):109933519-109940720	0.3846
1_MACS_peak_1251_lociStitched	chr1(.):109968195-109970117	0.6218
1_MACS_peak_1252_lociStitched	chr1(.):110026178-110027240	1.0463
1_MACS_peak_1253_lociStitched	chr1(.):110036360-110037455	0.5555
1_MACS_peak_1254_lociStitched	chr1(.):110051857-110052589	0.4028
1_MACS_peak_1255_lociStitched	chr1(.):110074912-110075894	0.6675
1_MACS_peak_1256_lociStitched	chr1(.):110088788-110091885	1.0366
1_MACS_peak_1257_lociStitched	chr1(.):110161586-110164132	0.658
1_MACS_peak_1258_lociStitched	chr1(.):110177330-110178275	0.4575
1_MACS_peak_1259_lociStitched	chr1(.):110198166-110199356	0.8089
1_MACS_peak_1260_lociStitched	chr1(.):110344045-110346730	2.0546
1_MACS_peak_1261_lociStitched	chr1(.):110358111-110360131	0.5911
1_MACS_peak_1262_lociStitched	chr1(.):110448195-110449592	0.6609
1_MACS_peak_1263_lociStitched	chr1(.):110466023-110467068	0.5611
1_MACS_peak_1264_lociStitched	chr1(.):110527345-110528217	0.6738
2_MACS_peak_1265_lociStitched	chr1(.):110573544-110577904	0.3476
1_MACS_peak_1267_lociStitched	chr1(.):110678931-110680596	0.8029
1_MACS_peak_1268_lociStitched	chr1(.):110752058-110753742	0.7423
1_MACS_peak_1269_lociStitched	chr1(.):110785369-110787364	1.3295
1_MACS_peak_1270_lociStitched	chr1(.):110797491-110798908	0.4694
1_MACS_peak_1271_lociStitched	chr1(.):110879910-110882871	1.5227
1_MACS_peak_1272_lociStitched	chr1(.):110949574-110951044	0.9131
1_MACS_peak_1273_lociStitched	chr1(.):111161383-111163701	2.2035
1_MACS_peak_1274_lociStitched	chr1(.):111172666-111181807	5.7409
1_MACS_peak_1275_lociStitched	chr1(.):111212636-111218281	2.2208
1_MACS_peak_1276_lociStitched	chr1(.):111269556-111270439	0.5069
3_MACS_peak_1277_lociStitched	chr1(.):111323142-111338744	2.7896
1_MACS_peak_1280_lociStitched	chr1(.):111371816-111373079	0.7057
1_MACS_peak_1281_lociStitched	chr1(.):111413051-111418779	2.2614
1_MACS_peak_1282_lociStitched	chr1(.):111458981-111460351	0.8131
1_MACS_peak_1283_lociStitched	chr1(.):111505522-111507494	1.7007
1_MACS_peak_1284_lociStitched	chr1(.):111681622-111683590	1.178
1_MACS_peak_1285_lociStitched	chr1(.):111735543-111736434	0.4703
1_MACS_peak_1286_lociStitched	chr1(.):111745138-111747904	2.0357
2_MACS_peak_1287_lociStitched	chr1(.):111756135-111766073	2.0627
1_MACS_peak_1289_lociStitched	chr1(.):111888374-111889805	1.0863
1_MACS_peak_1290_lociStitched	chr1(.):111907377-111908148	0.4367
1_MACS_peak_1291_lociStitched	chr1(.):111948916-111949796	0.4297
1_MACS_peak_1292_lociStitched	chr1(.):111991127-111992953	0.8414
3_MACS_peak_1293_lociStitched	chr1(.):112038183-112052065	0.9136
2_MACS_peak_1296_lociStitched	chr1(.):112134277-112149157	2.3355
2_MACS_peak_1298_lociStitched	chr1(.):112157763-112163956	1.4211
1_MACS_peak_1300_lociStitched	chr1(.):112280536-112282306	1.0101
1_MACS_peak_1301_lociStitched	chr1(.):112297374-112299157	1.2657
1_MACS_peak_1302_lociStitched	chr1(.):112938153-112939712	0.4632
1_MACS_peak_1303_lociStitched	chr1(.):112988791-112989755	0.398
1_MACS_peak_1304_lociStitched	chr1(.):113160439-113163559	2.9255
1_MACS_peak_1305_lociStitched	chr1(.):113216815-113218327	0.9622
1_MACS_peak_1306_lociStitched	chr1(.):113497640-113500847	1.0133
1_MACS_peak_1307_lociStitched	chr1(.):113615098-113616610	1.0037
1_MACS_peak_1308_lociStitched	chr1(.):113932938-113934342	0.7004
1_MACS_peak_1309_lociStitched	chr1(.):114301186-114303039	2.0896
1_MACS_peak_1310_lociStitched	chr1(.):114326071-114327053	0.5344
2_MACS_peak_1311_lociStitched	chr1(.):114353825-114355745	0.6235
1_MACS_peak_1313_lociStitched	chr1(.):114413717-114415604	0.7606
1_MACS_peak_1314_lociStitched	chr1(.):114446579-114448556	0.9389
1_MACS_peak_1315_lociStitched	chr1(.):114470582-114475007	1.8227
2_MACS_peak_1316_lociStitched	chr1(.):114481765-114490936	0.9348
1_MACS_peak_1318_lociStitched	chr1(.):114618632-114619310	0.5214
1_MACS_peak_1319_lociStitched	chr1(.):115052614-115055251	1.0286
1_MACS_peak_1320_lociStitched	chr1(.):115123604-115125081	0.6944
1_MACS_peak_1321_lociStitched	chr1(.):115211916-115215227	1.101
3_MACS_peak_1322_lociStitched	chr1(.):115236276-115251325	1.4918
1_MACS_peak_1325_lociStitched	chr1(.):115257976-115260054	2.2645
1_MACS_peak_1326_lociStitched	chr1(.):115298327-115301554	1.3734
1_MACS_peak_1327_lociStitched	chr1(.):115322616-115324025	0.9262
1_MACS_peak_1328_lociStitched	chr1(.):115641355-115643200	1.2211
2_MACS_peak_1329_lociStitched	chr1(.):116184474-116192645	0.3174
1_MACS_peak_1331_lociStitched	chr1(.):116518247-116519868	0.8757
1_MACS_peak_1332_lociStitched	chr1(.):116548533-116549959	0.8809
1_MACS_peak_1333_lociStitched	chr1(.):116681220-116682171	0.4609
1_MACS_peak_1334_lociStitched	chr1(.):116694770-116695316	0.525
1_MACS_peak_1335_lociStitched	chr1(.):116710351-116712155	1.0677
1_MACS_peak_1336_lociStitched	chr1(.):116915107-116917229	0.6642
1_MACS_peak_1337_lociStitched	chr1(.):116960392-116961835	1.0974
1_MACS_peak_1338_lociStitched	chr1(.):117046400-117047860	0.5332
1_MACS_peak_1339_lociStitched	chr1(.):117057471-117058696	0.7179
2_MACS_peak_1340_lociStitched	chr1(.):117080735-117087982	0.4128
1_MACS_peak_1342_lociStitched	chr1(.):117101615-117102569	0.5156
1_MACS_peak_1343_lociStitched	chr1(.):117109891-117114529	0.9978
1_MACS_peak_1344_lociStitched	chr1(.):117280207-117283030	1.0987
2_MACS_peak_1345_lociStitched	chr1(.):117306596-117313792	0.6675
1_MACS_peak_1347_lociStitched	chr1(.):117601441-117603696	1.0008
1_MACS_peak_1348_lociStitched	chr1(.):117663823-117665217	0.7467
2_MACS_peak_1349_lociStitched	chr1(.):117882180-117885983	0.4372
1_MACS_peak_1351_lociStitched	chr1(.):117908590-117911354	1.1787
2_MACS_peak_1352_lociStitched	chr1(.):118077508-118080784	0.4656
5_MACS_peak_1354_lociStitched	chr1(.):118141760-118219457	3.1561
1_MACS_peak_1359_lociStitched	chr1(.):118228322-118229580	0.5857
1_MACS_peak_1360_lociStitched	chr1(.):118277245-118278766	0.784
2_MACS_peak_1361_lociStitched	chr1(.):118296013-118304201	0.8668
1_MACS_peak_1363_lociStitched	chr1(.):118327170-118328128	0.5212
1_MACS_peak_1364_lociStitched	chr1(.):118471453-118473124	0.5922
1_MACS_peak_1365_lociStitched	chr1(.):119116060-119116992	0.6246
1_MACS_peak_1366_lociStitched	chr1(.):119460634-119462282	0.6603
1_MACS_peak_1367_lociStitched	chr1(.):119502220-119503777	0.611
1_MACS_peak_1368_lociStitched	chr1(.):119682219-119684007	1.4411
1_MACS_peak_1369_lociStitched	chr1(.):120190175-120190869	0.458
1_MACS_peak_1370_lociStitched	chr1(.):120254406-120256112	0.5621
1_MACS_peak_1371_lociStitched	chr1(.):120274625-120275355	0.4789
1_MACS_peak_1372_lociStitched	chr1(.):120566069-120568679	0.7766
1_MACS_peak_1373_lociStitched	chr1(.):120610533-120613373	3.1789
3_MACS_peak_1374_lociStitched	chr1(.):120622672-120635603	1.1379
1_MACS_peak_1377_lociStitched	chr1(.):120644997-120647435	1.605
2_MACS_peak_1378_lociStitched	chr1(.):120657835-120667085	1.2311
3_MACS_peak_1380_lociStitched	chr1(.):120673811-120686582	0.593
2_MACS_peak_1383_lociStitched	chr1(.):120750341-120759947	1.2129
2_MACS_peak_1385_lociStitched	chr1(.):120797304-120801967	1.0452
1_MACS_peak_1387_lociStitched	chr1(.):120835425-120840471	2.0038
1_MACS_peak_1388_lociStitched	chr1(.):120904345-120906953	0.727
1_MACS_peak_1389_lociStitched	chr1(.):120925221-120926433	1.4549
2_MACS_peak_1390_lociStitched	chr1(.):121257964-121261834	0.4404
1_MACS_peak_1392_lociStitched	chr1(.):142559277-142561053	1.4963
1_MACS_peak_1393_lociStitched	chr1(.):142618343-142619757	1.8534
1_MACS_peak_1394_lociStitched	chr1(.):142889772-142891802	1.9756
1_MACS_peak_1395_lociStitched	chr1(.):142948883-142950766	3.1057
1_MACS_peak_1396_lociStitched	chr1(.):143121945-143123006	0.4536
1_MACS_peak_1398_lociStitched	chr1(.):143442248-143445121	0.7421
2_MACS_peak_1399_lociStitched	chr1(.):143461413-143469681	1.8868
1_MACS_peak_1401_lociStitched	chr1(.):143526076-143527080	0.7608
1_MACS_peak_1402_lociStitched	chr1(.):143673031-143674235	0.8749
1_MACS_peak_1403_lociStitched	chr1(.):143686583-143687868	1.1243
1_MACS_peak_1404_lociStitched	chr1(.):143741704-143746226	7.838
1_MACS_peak_1405_lociStitched	chr1(.):143911798-143919357	1.8346
1_MACS_peak_1406_lociStitched	chr1(.):143948561-143954886	1.4202
2_MACS_peak_1407_lociStitched	chr1(.):143992097-144002009	1.4283
1_MACS_peak_1409_lociStitched	chr1(.):144310902-144312020	0.7044
1_MACS_peak_1410_lociStitched	chr1(.):144338246-144342291	3.7829
1_MACS_peak_1411_lociStitched	chr1(.):144383341-144385231	0.8864
1_MACS_peak_1412_lociStitched	chr1(.):144491274-144492443	0.7516
1_MACS_peak_1413_lociStitched	chr1(.):144518204-144522662	4.1219
1_MACS_peak_1414_lociStitched	chr1(.):144533046-144537411	2.1275
1_MACS_peak_1415_lociStitched	chr1(.):144567086-144568924	1.4175
1_MACS_peak_1416_lociStitched	chr1(.):144592483-144595038	1.8237
5_MACS_peak_1417_lociStitched	chr1(.):144685033-144709814	0.981
1_MACS_peak_1422_lociStitched	chr1(.):144905803-144910803	3.8511
1_MACS_peak_1423_lociStitched	chr1(.):144928720-144936865	2.3622
4_MACS_peak_1424_lociStitched	chr1(.):144962480-144985337	1.795
1_MACS_peak_1428_lociStitched	chr1(.):144998339-145001200	1.0697
1_MACS_peak_1429_lociStitched	chr1(.):145047427-145049108	1.1439
1_MACS_peak_1430_lociStitched	chr1(.):145096053-145097158	0.7705
3_MACS_peak_1431_lociStitched	chr1(.):145126654-145146575	1.3087
1_MACS_peak_1434_lociStitched	chr1(.):145152616-145164647	1.9112
1_MACS_peak_1435_lociStitched	chr1(.):145170866-145174967	1.6862
3_MACS_peak_1436_lociStitched	chr1(.):145182740-145199124	1.4705
1_MACS_peak_1439_lociStitched	chr1(.):145207867-145212619	3.5474
1_MACS_peak_1440_lociStitched	chr1(.):145252592-145255473	1.3443
1_MACS_peak_1441_lociStitched	chr1(.):145381908-145383597	3.8652
1_MACS_peak_1442_lociStitched	chr1(.):145394884-145400363	1.4112
3_MACS_peak_1443_lociStitched	chr1(.):145426791-145457959	3.9393
2_MACS_peak_1446_lociStitched	chr1(.):145469415-145477983	0.7475
3_MACS_peak_1448_lociStitched	chr1(.):145501183-145517570	1.2007
1_MACS_peak_1451_lociStitched	chr1(.):145562243-145563459	0.8262
1_MACS_peak_1452_lociStitched	chr1(.):145574693-145577033	1.9932
1_MACS_peak_1453_lociStitched	chr1(.):145588016-145590699	1.7017
1_MACS_peak_1454_lociStitched	chr1(.):145610051-145612087	1.9149
1_MACS_peak_1455_lociStitched	chr1(.):145620656-145622373	1.1301
1_MACS_peak_1456_lociStitched	chr1(.):145743203-145745489	1.0311
1_MACS_peak_1457_lociStitched	chr1(.):145758752-145760266	0.6486
1_MACS_peak_1458_lociStitched	chr1(.):145825965-145827444	1.1427
1_MACS_peak_1459_lociStitched	chr1(.):145928175-145929179	0.4285
1_MACS_peak_1460_lociStitched	chr1(.):145967905-145970767	3.6256
1_MACS_peak_1461_lociStitched	chr1(.):145990790-145992258	0.6468
1_MACS_peak_1462_lociStitched	chr1(.):145998400-145999808	0.7135
1_MACS_peak_1463_lociStitched	chr1(.):146009095-146010301	1.0878
1_MACS_peak_1464_lociStitched	chr1(.):146081385-146083389	1.0384
1_MACS_peak_1465_lociStitched	chr1(.):146372608-146375132	1.7119
1_MACS_peak_1466_lociStitched	chr1(.):146514132-146520436	2.4001
1_MACS_peak_1467_lociStitched	chr1(.):146543855-146545148	0.6623
2_MACS_peak_1468_lociStitched	chr1(.):146551572-146557503	1.5567
1_MACS_peak_1470_lociStitched	chr1(.):146642603-146645695	2.8399
1_MACS_peak_1471_lociStitched	chr1(.):146696324-146697965	1.2732
2_MACS_peak_1472_lociStitched	chr1(.):146713542-146719576	0.898
1_MACS_peak_1474_lociStitched	chr1(.):146873822-146875050	0.8967
1_MACS_peak_1475_lociStitched	chr1(.):147011517-147015752	2.6187
1_MACS_peak_1476_lociStitched	chr1(.):147070458-147072992	1.3418
1_MACS_peak_1477_lociStitched	chr1(.):147140728-147143431	2.4583
1_MACS_peak_1478_lociStitched	chr1(.):147399749-147401633	1.1632
1_MACS_peak_1479_lociStitched	chr1(.):147469896-147471204	0.4747
1_MACS_peak_1480_lociStitched	chr1(.):147509862-147512308	4.3683
1_MACS_peak_1481_lociStitched	chr1(.):147532583-147534043	0.6172
1_MACS_peak_1482_lociStitched	chr1(.):147540120-147541674	0.7512
1_MACS_peak_1483_lociStitched	chr1(.):147550845-147552068	0.8077
1_MACS_peak_1484_lociStitched	chr1(.):147623266-147625338	1.1752
1_MACS_peak_1485_lociStitched	chr1(.):147734994-147736791	2.3839
1_MACS_peak_1486_lociStitched	chr1(.):147752172-147753975	0.9
1_MACS_peak_1487_lociStitched	chr1(.):147774348-147775918	0.7312
1_MACS_peak_1488_lociStitched	chr1(.):147786649-147788102	0.9161
1_MACS_peak_1489_lociStitched	chr1(.):147806038-147808062	2.3077
2_MACS_peak_1490_lociStitched	chr1(.):147859497-147861748	0.7309
1_MACS_peak_1492_lociStitched	chr1(.):147874091-147875401	1.085
1_MACS_peak_1493_lociStitched	chr1(.):147929438-147933498	4.7036
1_MACS_peak_1494_lociStitched	chr1(.):147974398-147976410	0.8985
2_MACS_peak_1495_lociStitched	chr1(.):147993003-148001198	0.6571
1_MACS_peak_1497_lociStitched	chr1(.):148175919-148177968	4.4317
1_MACS_peak_1498_lociStitched	chr1(.):148220601-148223058	1.0567
2_MACS_peak_1499_lociStitched	chr1(.):148240427-148248513	1.2911
1_MACS_peak_1501_lociStitched	chr1(.):148526495-148528203	1.0549
1_MACS_peak_1502_lociStitched	chr1(.):148540018-148541203	0.6207
1_MACS_peak_1503_lociStitched	chr1(.):148555153-148557497	2.5793
2_MACS_peak_1504_lociStitched	chr1(.):148597934-148606223	0.9993
1_MACS_peak_1506_lociStitched	chr1(.):148623496-148625434	0.9788
2_MACS_peak_1507_lociStitched	chr1(.):148759841-148768287	1.0705
1_MACS_peak_1509_lociStitched	chr1(.):148785625-148787656	1.0536
1_MACS_peak_1510_lociStitched	chr1(.):148927508-148929481	1.828
2_MACS_peak_1511_lociStitched	chr1(.):148944361-148954575	0.6493
1_MACS_peak_1513_lociStitched	chr1(.):149204051-149205881	1.42
2_MACS_peak_1514_lociStitched	chr1(.):149214098-149225575	3.5205
2_MACS_peak_1516_lociStitched	chr1(.):149293371-149300213	0.8232
1_MACS_peak_1518_lociStitched	chr1(.):149378887-149380312	1.4489
2_MACS_peak_1519_lociStitched	chr1(.):149398346-149400854	0.8408
1_MACS_peak_1521_lociStitched	chr1(.):149512402-149515346	1.5786
1_MACS_peak_1522_lociStitched	chr1(.):149532089-149534038	1.1151
1_MACS_peak_1523_lociStitched	chr1(.):149574802-149578895	3.6507
1_MACS_peak_1524_lociStitched	chr1(.):149604968-149606412	1.6191
2_MACS_peak_1525_lociStitched	chr1(.):149679011-149684303	0.4737
1_MACS_peak_1527_lociStitched	chr1(.):149763791-149765470	1.331
1_MACS_peak_1528_lociStitched	chr1(.):149782228-149786267	2.6428
4_MACS_peak_1529_lociStitched	chr1(.):149802911-149834068	2.3073
1_MACS_peak_1533_lociStitched	chr1(.):149855700-149861258	6.6646
1_MACS_peak_1534_lociStitched	chr1(.):149870724-149872072	1.5128
3_MACS_peak_1535_lociStitched	chr1(.):149898586-149911898	1.3018
