#10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_ROSE/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam
#Using cutoff of 22673.2851 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuperStretch
2_MACS_peak_2387_lociStitched	chr1	209823818	209828109	2	3849	3250.8616	922.565	4312	0
1_MACS_peak_8775_lociStitched	chr15	54874121	54877867	1	3747	6137.821	900.913	4313	0
1_MACS_peak_12433_lociStitched	chr19	2162890	2166637	1	3748	5924.007	708.9324	4314	0
2_MACS_peak_11543_lociStitched	chr17	72458901	72464320	2	3800	4792.5636	857.2858	4315	0
1_MACS_peak_9783_lociStitched	chr16	27383705	27387467	1	3763	5597.4798	746.0046	4316	0
1_MACS_peak_4222_lociStitched	chr11	9480924	9484128	1	3205	12527.64	868.284	4317	0
1_MACS_peak_9909_lociStitched	chr16	31468907	31472241	1	3335	11569.6468	1026.2052	4318	0
2_MACS_peak_17389_lociStitched	chr22	46982837	46989889	2	3793	5006.2148	961.8928	4319	0
2_MACS_peak_10605_lociStitched	chr17	8076088	8080429	2	3733	6674.7216	1274.9517	4320	0
2_MACS_peak_3138_lociStitched	chr10	35097684	35105297	2	3812	4432.2886	985.1222	4321	0
2_MACS_peak_26809_lociStitched	chr9	34047902	34053752	2	3756	6149.52	1237.86	4322	0
2_MACS_peak_5971_lociStitched	chr12	41831131	41835295	2	3854	2328.9252	757.848	4323	0
1_MACS_peak_2597_lociStitched	chr1	227125813	227129101	1	3289	12097.8672	1176.7752	4324	0
1_MACS_peak_20674_lociStitched	chr4	187110366	187113870	1	3505	9391.0704	629.3184	4325	0
2_MACS_peak_25559_lociStitched	chr8	19316790	19325441	2	3790	5481.2736	1417.0338	4326	0
1_MACS_peak_11333_lociStitched	chr17	55680621	55684404	1	3784	5039.7126	835.6647	4327	0
2_MACS_peak_15929_lociStitched	chr20	23128187	23132054	2	3843	2501.5623	366.5916	4328	0
1_MACS_peak_1775_lociStitched	chr1	159857989	159861744	1	3756	6009.1265	1142.271	4329	0
2_MACS_peak_20387_lociStitched	chr4	145887035	145892431	2	3808	4591.996	1107.7988	4330	0
1_MACS_peak_15329_lociStitched	chr2	202622844	202626540	1	3697	6655.0176	640.8864	4331	0
1_MACS_peak_5134_lociStitched	chr11	98967355	98970920	1	3566	8669.7235	692.323	4332	0
2_MACS_peak_4151_lociStitched	chr11	3440513	3445065	2	3793	4658.972	766.5568	4333	0
2_MACS_peak_9793_lociStitched	chr16	28371092	28376962	2	3824	3951.684	1085.363	4334	0
2_MACS_peak_5104_lociStitched	chr11	94883390	94887338	2	3692	7044.0216	973.5768	4335	0
1_MACS_peak_26188_lociStitched	chr8	101319926	101323604	1	3679	6895.8822	603.192	4336	0
2_MACS_peak_17065_lociStitched	chr22	30818737	30822761	2	3788	5125.3688	1124.3056	4337	0
1_MACS_peak_2902_lociStitched	chr10	8172571	8176369	1	3799	4355.1666	674.9046	4338	0
1_MACS_peak_17085_lociStitched	chr22	31948173	31952001	1	3829	3326.9148	712.3908	4339	0
1_MACS_peak_9550_lociStitched	chr16	9183957	9187571	1	3615	7890.4462	619.801	4340	0
1_MACS_peak_11041_lociStitched	chr17	39821261	39824579	1	3319	11373.4404	797.3154	4341	0
2_MACS_peak_418_lociStitched	chr1	28495023	28500273	2	3829	3479.7	1016.4	4342	0
2_MACS_peak_10046_lociStitched	chr16	57652996	57657920	2	3753	5352.8804	607.6216	4343	0
2_MACS_peak_26817_lociStitched	chr9	34375800	34381182	2	3846	2608.6554	1240.551	4344	0
2_MACS_peak_14741_lociStitched	chr2	129138507	129147124	2	3816	4136.16	1215.8587	4345	0
1_MACS_peak_8101_lociStitched	chr14	81684936	81688494	1	3559	8408.6214	448.6638	4346	0
1_MACS_peak_17711_lociStitched	chr3	30669963	30673799	1	3837	2729.314	823.2056	4347	0
1_MACS_peak_13254_lociStitched	chr19	47103108	47105684	1	2577	16082.7408	672.0784	4348	0
1_MACS_peak_8698_lociStitched	chr15	47592546	47596288	1	3743	5727.8794	828.853	4349	0
1_MACS_peak_24228_lociStitched	chr7	30276050	30279874	1	3825	3155.9472	715.088	4350	0
1_MACS_peak_22705_lociStitched	chr6	33265034	33268351	1	3318	11347.457	825.2696	4351	0
1_MACS_peak_3317_lociStitched	chr10	63695997	63699743	1	3747	5388.2464	609.4742	4352	0
2_MACS_peak_8480_lociStitched	chr15	32870184	32874447	2	3798	4194.792	780.9816	4353	0
1_MACS_peak_14603_lociStitched	chr2	111964772	111968424	1	3653	7233.5164	689.4976	4354	0
1_MACS_peak_18929_lociStitched	chr3	169682901	169685932	1	3032	14122.6414	1354.2508	4355	0
1_MACS_peak_15400_lociStitched	chr2	208393198	208396636	1	3439	9984.9834	671.7852	4356	0
2_MACS_peak_26428_lociStitched	chr8	131422988	131429305	2	3804	4272.8188	1088.4191	4357	0
1_MACS_peak_24061_lociStitched	chr7	14028273	14031971	1	3699	6543.2412	825.3936	4358	0
2_MACS_peak_4573_lociStitched	chr11	58413999	58418861	2	3816	3210.8648	559.13	4359	0
1_MACS_peak_19171_lociStitched	chr3	185540559	185544351	1	3793	4276.9968	848.2704	4360	0
1_MACS_peak_21445_lociStitched	chr5	102453417	102456991	1	3575	8649.08	1017.8752	4361	0
1_MACS_peak_19531_lociStitched	chr4	23334580	23338304	1	3725	6044.052	912.0076	4362	0
1_MACS_peak_15350_lociStitched	chr2	204461526	204464987	1	3462	9710.5277	713.6582	4363	0
1_MACS_peak_13420_lociStitched	chr19	55849310	55852942	1	3633	7680.2272	917.4432	4364	0
2_MACS_peak_26543_lociStitched	chr8	145132467	145138310	2	3753	5629.7305	1159.2512	4365	0
1_MACS_peak_18084_lociStitched	chr3	56816048	56819754	1	3707	6071.5398	608.1546	4366	0
1_MACS_peak_12999_lociStitched	chr19	35737987	35740940	1	2954	13959.4216	734.4111	4367	0
2_MACS_peak_8925_lociStitched	chr15	67831165	67836015	2	3715	6308.88	1035.96	4368	0
1_MACS_peak_7551_lociStitched	chr13	114477356	114480905	1	3550	8509.4373	619.3005	4369	0
1_MACS_peak_22710_lociStitched	chr6	33358463	33362244	1	3782	4407.1336	814.8055	4370	0
2_MACS_peak_12830_lociStitched	chr19	17444756	17449499	2	3792	4292.415	1022.5908	4371	0
2_MACS_peak_9384_lociStitched	chr16	278333	286135	2	3717	6392.9588	1213.211	4372	0
3_MACS_peak_17449_lociStitched	chr22	51167296	51172874	3	3823	2712.0236	819.4082	4373	0
1_MACS_peak_26355_lociStitched	chr8	125485340	125488897	1	3558	8947.6335	1190.5279	4374	0
1_MACS_peak_15737_lociStitched	chr20	2081665	2084550	1	2886	14387.2065	765.679	4375	0
1_MACS_peak_21526_lociStitched	chr5	114712746	114716565	1	3820	2872.6518	832.9239	4376	0
1_MACS_peak_2514_lociStitched	chr1	222010999	222014758	1	3760	5086.3029	953.6583	4377	0
1_MACS_peak_16518_lociStitched	chr21	17566207	17570018	1	3812	3159.319	844.1365	4378	0
2_MACS_peak_6779_lociStitched	chr12	112545765	112554825	2	3743	5193.192	671.346	4379	0
1_MACS_peak_21588_lociStitched	chr5	124269569	124272974	1	3406	10270.842	772.935	4380	0
1_MACS_peak_13949_lociStitched	chr2	47401745	47405147	1	3403	10423.0476	902.2104	4381	0
1_MACS_peak_883_lociStitched	chr1	62900830	62904089	1	3260	11735.0072	864.6127	4382	0
1_MACS_peak_9424_lociStitched	chr16	1820887	1824531	1	3645	7137.5028	721.8764	4383	0
2_MACS_peak_11856_lociStitched	chr18	8672612	8682205	2	3772	5050.7145	1347.8165	4384	0
1_MACS_peak_14368_lociStitched	chr2	87301610	87305160	1	3551	8504.38	749.76	4385	0
1_MACS_peak_17286_lociStitched	chr22	41345992	41349233	1	3242	11683.1568	693.2499	4386	0
2_MACS_peak_24893_lociStitched	chr7	104938474	104946215	2	3771	4874.5077	1243.9787	4387	0
1_MACS_peak_5447_lociStitched	chr11	128626316	128629761	1	3446	9819.9725	817.4985	4388	0
1_MACS_peak_28485_lociStitched	chrX	103172518	103176306	1	3789	3511.0972	495.8492	4389	0
1_MACS_peak_3447_lociStitched	chr10	74093831	74097386	1	3556	8389.4445	731.2635	4390	0
1_MACS_peak_24918_lociStitched	chr7	106299508	106302514	1	3007	13605.7572	851.5998	4391	0
1_MACS_peak_14184_lociStitched	chr2	69134307	69137421	1	3115	12886.6662	907.1082	4392	0
1_MACS_peak_1587_lociStitched	chr1	151786959	151790682	1	3724	5577.4263	795.2328	4393	0
1_MACS_peak_2377_lociStitched	chr1	209160062	209163435	1	3374	10847.568	1124.8955	4394	0
1_MACS_peak_9299_lociStitched	chr15	93179828	93183319	1	3492	9411.736	982.3674	4395	0
2_MACS_peak_25997_lociStitched	chr8	70378050	70382668	2	3770	4595.8336	1055.213	4396	0
1_MACS_peak_22257_lociStitched	chr6	5173150	5176621	1	3472	9357.816	723.0093	4397	0
2_MACS_peak_8345_lociStitched	chr14	107150309	107156223	2	3766	4209.5852	616.8302	4398	0
1_MACS_peak_1866_lociStitched	chr1	164527421	164531188	1	3768	4456.7377	936.8529	4399	0
2_MACS_peak_11334_lociStitched	chr17	55706049	55715677	2	3803	3423.7168	1252.6028	4400	0
2_MACS_peak_28205_lociStitched	chrX	49041855	49048696	2	3785	3583.3158	656.0519	4401	0
2_MACS_peak_28446_lociStitched	chrX	96652789	96657333	2	3801	2680.5056	482.1184	4402	0
2_MACS_peak_130_lociStitched	chr1	10531685	10536056	2	3790	3567.6102	898.6776	4403	0
1_MACS_peak_13686_lociStitched	chr2	26255167	26258858	1	3692	6134.8111	813.1273	4404	0
2_MACS_peak_17959_lociStitched	chr3	48933592	48937326	2	3676	6475.5028	847.2446	4405	0
1_MACS_peak_4915_lociStitched	chr11	72886203	72889892	1	3690	6065.8227	726.733	4406	0
2_MACS_peak_10555_lociStitched	chr17	6751651	6758700	2	3695	6276.4296	1061.5794	4407	0
2_MACS_peak_17515_lociStitched	chr3	9690122	9695690	2	3774	4108.6272	932.64	4408	0
1_MACS_peak_22844_lociStitched	chr6	42418114	42421671	1	3558	8002.1829	523.2347	4409	0
2_MACS_peak_26384_lociStitched	chr8	126709637	126713435	2	3750	5027.4126	1130.2848	4410	0
2_MACS_peak_620_lociStitched	chr1	40420143	40427239	2	3761	4729.484	1176.5168	4411	0
2_MACS_peak_1472_lociStitched	chr1	146713542	146719576	2	3759	5418.532	1812.6136	4412	0
1_MACS_peak_26807_lociStitched	chr9	33815757	33819232	1	3476	9146.895	646.0025	4413	0
3_MACS_peak_10447_lociStitched	chr17	1546661	1553832	3	3777	3903.1753	898.5263	4414	0
1_MACS_peak_25934_lociStitched	chr8	61563393	61567063	1	3671	6503.24	870.891	4415	0
1_MACS_peak_23072_lociStitched	chr6	74159372	74162942	1	3571	7942.536	694.722	4416	0
1_MACS_peak_10361_lociStitched	chr16	88101501	88104662	1	3162	11918.2344	418.8325	4417	0
2_MACS_peak_17798_lociStitched	chr3	40493610	40499762	2	3717	6331.0232	1677.0352	4418	0
1_MACS_peak_8073_lociStitched	chr14	77464209	77467941	1	3733	4622.082	378.0516	4419	0
2_MACS_peak_7658_lociStitched	chr14	23763701	23772458	2	3772	3899.4921	818.7795	4420	0
1_MACS_peak_24414_lociStitched	chr7	48126110	48129632	1	3523	8714.8368	840.7014	4421	0
1_MACS_peak_6109_lociStitched	chr12	51293098	51296800	1	3703	5547.8172	631.5612	4422	0
2_MACS_peak_16570_lociStitched	chr21	27332537	27341076	2	3764	4610.2061	1311.5904	4423	0
1_MACS_peak_13124_lociStitched	chr19	41832105	41835584	1	3480	9239.5282	851.3113	4424	0
2_MACS_peak_25323_lociStitched	chr7	149565202	149572296	2	3737	5666.6872	1642.9704	4425	0
2_MACS_peak_12623_lociStitched	chr19	10443080	10451195	2	3713	5962.0905	1343.844	4426	0
4_MACS_peak_1024_lociStitched	chr1	83921025	83932850	4	3791	2803.7075	740.245	4427	0
1_MACS_peak_15472_lociStitched	chr2	219432118	219435573	1	3456	9629.4305	995.731	4428	0
2_MACS_peak_6639_lociStitched	chr12	102165067	102172362	2	3785	3723.368	1393.345	4429	0
1_MACS_peak_3037_lociStitched	chr10	22969920	22973478	1	3559	8099.0754	816.9168	4430	0
1_MACS_peak_18453_lociStitched	chr3	120066845	120070487	1	3643	6746.805	811.0734	4431	0
1_MACS_peak_16880_lociStitched	chr22	18537958	18541272	1	3315	10765.8604	701.2424	4432	0
3_MACS_peak_26425_lociStitched	chr8	131369027	131374110	3	3755	4115.7051	792.948	4433	0
2_MACS_peak_5154_lociStitched	chr11	102344352	102348384	2	3785	2912.7168	806.4	4434	0
1_MACS_peak_4752_lociStitched	chr11	65380683	65384294	1	3612	7402.55	966.6647	4435	0
2_MACS_peak_22276_lociStitched	chr6	6542545	6547699	2	3767	3928.3788	1049.3544	4436	0
2_MACS_peak_26244_lociStitched	chr8	104361270	104367046	2	3791	2400.5056	663.6624	4437	0
2_MACS_peak_26457_lociStitched	chr8	134402888	134407190	2	3726	5123.682	1006.668	4438	0
2_MACS_peak_439_lociStitched	chr1	29210636	29215013	2	3688	6000.867	997.956	4439	0
2_MACS_peak_21130_lociStitched	chr5	65069643	65076433	2	3776	3336.606	924.798	4440	0
1_MACS_peak_6641_lociStitched	chr12	102221847	102225528	1	3682	5952.5451	842.2128	4441	0
2_MACS_peak_4658_lociStitched	chr11	62520654	62529840	2	3683	6624.0246	1536.8178	4442	0
1_MACS_peak_17640_lociStitched	chr3	18780521	18784103	1	3583	7739.9856	893.3508	4443	0
2_MACS_peak_5209_lociStitched	chr11	109958719	109965331	2	3734	4615.8372	777.5712	4444	0
2_MACS_peak_19562_lociStitched	chr4	26403005	26409441	2	3767	3650.4992	919.0608	4445	0
1_MACS_peak_1737_lociStitched	chr1	156735478	156738935	1	3458	9852.45	1368.972	4446	0
2_MACS_peak_17344_lociStitched	chr22	43659193	43667872	2	3745	4625.907	1153.4391	4447	0
1_MACS_peak_14839_lociStitched	chr2	146168039	146171714	1	3676	6020.7525	835.695	4448	0
1_MACS_peak_21618_lociStitched	chr5	127417209	127420795	1	3587	7571.1218	836.6138	4449	0
2_MACS_peak_2143_lociStitched	chr1	193073168	193082042	2	3761	4643.7642	1783.674	4450	0
2_MACS_peak_3456_lociStitched	chr10	75006054	75013361	2	3715	5574.5103	1322.567	4451	0
1_MACS_peak_9298_lociStitched	chr15	93165468	93169235	1	3768	3006.4427	457.6905	4452	0
2_MACS_peak_4396_lociStitched	chr11	28128588	28132846	2	3743	4389.998	967.4176	4453	0
2_MACS_peak_5800_lociStitched	chr12	24324176	24331985	2	3746	4453.4727	1129.9623	4454	0
1_MACS_peak_14658_lociStitched	chr2	113930650	113934183	1	3534	8333.2871	875.1241	4455	0
2_MACS_peak_3801_lociStitched	chr10	104261199	104265169	2	3769	3666.295	1254.917	4456	0
1_MACS_peak_12863_lociStitched	chr19	18413696	18416887	1	3192	11860.3088	813.0668	4457	0
2_MACS_peak_23167_lociStitched	chr6	87861327	87866583	2	3600	7607.0088	1143.18	4458	0
1_MACS_peak_20480_lociStitched	chr4	157891002	157894679	1	3678	5793.8489	762.9775	4459	0
2_MACS_peak_8638_lociStitched	chr15	44080513	44085814	2	3710	5148.8613	862.4727	4460	0
1_MACS_peak_9809_lociStitched	chr16	28833268	28836594	1	3327	10646.1934	828.5066	4461	0
1_MACS_peak_3444_lociStitched	chr10	74032053	74035519	1	3467	9049.3794	760.4404	4462	0
2_MACS_peak_10552_lociStitched	chr17	6553769	6561465	2	3713	5262.5248	1075.9008	4463	0
1_MACS_peak_10873_lociStitched	chr17	31187459	31191192	1	3734	4160.0552	577.8684	4464	0
1_MACS_peak_17186_lociStitched	chr22	38002995	38006617	1	3623	6834.714	797.2022	4465	0
1_MACS_peak_2434_lociStitched	chr1	212457356	212460678	1	3323	11093.4868	1255.3838	4466	0
1_MACS_peak_25540_lociStitched	chr8	17940331	17943523	1	3193	11936.1648	933.0216	4467	0
1_MACS_peak_16361_lociStitched	chr20	52619701	52623344	1	3644	6416.0516	785.4308	4468	0
1_MACS_peak_17807_lociStitched	chr3	42053603	42057174	1	3572	7750.8555	922.3893	4469	0
1_MACS_peak_19561_lociStitched	chr4	26320057	26323700	1	3644	6408.4013	814.2105	4470	0
3_MACS_peak_7161_lociStitched	chr13	41236804	41240835	3	3753	3169.5753	364.8055	4471	0
1_MACS_peak_16819_lociStitched	chr21	46292337	46296054	1	3718	5114.9637	1200.591	4472	0
3_MACS_peak_13812_lociStitched	chr2	37933746	37941091	3	3771	3240.614	1334.5865	4473	0
2_MACS_peak_18789_lociStitched	chr3	152769214	152774012	2	3737	4130.5982	842.5288	4474	0
2_MACS_peak_11042_lociStitched	chr17	39831763	39836279	2	3697	5162.2396	768.6232	4475	0
1_MACS_peak_41_lociStitched	chr1	1837606	1841332	1	3727	4208.1444	625.968	4476	0
3_MACS_peak_7100_lociStitched	chr13	31308860	31319306	3	3763	3149.469	911.9358	4477	0
1_MACS_peak_4678_lociStitched	chr11	63604831	63608528	1	3698	5432.7415	1088.3968	4478	0
1_MACS_peak_16232_lociStitched	chr20	44599064	44601766	1	2703	15203.0732	956.2378	4479	0
2_MACS_peak_22379_lociStitched	chr6	13378627	13385077	2	3718	4725.915	953.955	4480	0
1_MACS_peak_1556_lociStitched	chr1	150599872	150603287	1	3416	10234.072	1502.9415	4481	0
2_MACS_peak_28412_lociStitched	chrX	81342229	81348259	2	3727	3949.65	513.153	4482	0
3_MACS_peak_10377_lociStitched	chr16	88869386	88878639	3	3741	3663.2627	703.228	4483	0
1_MACS_peak_20773_lociStitched	chr5	9361329	9364877	1	3549	7870.8832	869.26	4484	0
1_MACS_peak_21867_lociStitched	chr5	148928768	148932078	1	3311	10596.303	800.358	4485	0
2_MACS_peak_24691_lociStitched	chr7	88652265	88660118	2	3751	3639.0802	1224.2827	4486	0
1_MACS_peak_24881_lociStitched	chr7	104535324	104539038	1	3715	4414.4604	732.4008	4487	0
2_MACS_peak_14251_lociStitched	chr2	74207914	74213775	2	3724	4119.1108	744.9331	4488	0
1_MACS_peak_7073_lociStitched	chr13	28621047	28624744	1	3698	4592.0437	480.9797	4489	0
2_MACS_peak_4371_lociStitched	chr11	24765589	24770392	2	3710	4681.0038	899.1216	4490	0
2_MACS_peak_2426_lociStitched	chr1	212207652	212214840	2	3668	6932.1072	2113.9908	4491	0
1_MACS_peak_2550_lociStitched	chr1	224969014	224972676	1	3663	6058.0466	1143.6426	4492	0
2_MACS_peak_15619_lociStitched	chr2	234256726	234263042	2	3651	5782.9296	624.6524	4493	0
1_MACS_peak_12537_lociStitched	chr19	6590111	6593690	1	3580	7458.9939	1030.0362	4494	0
1_MACS_peak_16949_lociStitched	chr22	23008618	23012204	1	3587	7234.0378	922.6778	4495	0
2_MACS_peak_4617_lociStitched	chr11	60927795	60935752	2	3568	7585.4081	1001.7863	4496	0
1_MACS_peak_7193_lociStitched	chr13	43564751	43568180	1	3430	8872.5375	440.9694	4497	0
1_MACS_peak_26663_lociStitched	chr9	6411391	6414832	1	3442	9000.6237	720.5454	4498	0
2_MACS_peak_821_lociStitched	chr1	53790684	53794485	2	3719	3949.9992	662.1342	4499	0
2_MACS_peak_22455_lociStitched	chr6	22954492	22959150	2	3720	4023.1146	777.4202	4500	0
2_MACS_peak_12528_lociStitched	chr19	6458965	6465225	2	3620	7078.182	1441.678	4501	0
1_MACS_peak_13339_lociStitched	chr19	50093251	50096767	1	3517	7900.8036	618.816	4502	0
2_MACS_peak_26125_lociStitched	chr8	92052057	92061577	2	3710	4451.552	897.736	4503	0
2_MACS_peak_28194_lociStitched	chrX	48896856	48902070	2	3707	4229.0754	597.003	4504	0
1_MACS_peak_11812_lociStitched	chr18	2654625	2658227	1	3603	6624.7984	701.3094	4505	0
1_MACS_peak_4376_lociStitched	chr11	26003040	26006337	1	3298	10454.4573	659.4	4506	0
2_MACS_peak_10518_lociStitched	chr17	4692564	4700321	2	3711	4519.2282	1075.1202	4507	0
2_MACS_peak_12607_lociStitched	chr19	9937392	9946979	2	3727	4276.7607	1420.7934	4508	0
1_MACS_peak_1599_lociStitched	chr1	152364669	152368369	1	3701	4792.61	1086.32	4509	0
1_MACS_peak_22006_lociStitched	chr5	160173669	160177393	1	3725	3504.284	609.2464	4510	0
2_MACS_peak_6387_lociStitched	chr12	73573960	73581113	2	3716	4185.2203	1044.338	4511	0
1_MACS_peak_5847_lociStitched	chr12	27316364	27320098	1	3735	3031.2612	640.7544	4512	0
2_MACS_peak_2495_lociStitched	chr1	220261867	220268411	2	3709	5116.0992	1762.2992	4513	0
2_MACS_peak_6768_lociStitched	chr12	111840459	111845104	2	3730	3140.949	564.832	4514	0
1_MACS_peak_8807_lociStitched	chr15	58795295	58799022	1	3728	3240.9992	582.5301	4515	0
1_MACS_peak_18936_lociStitched	chr3	169871160	169874428	1	3269	10911.1984	939.8768	4516	0
1_MACS_peak_2818_lociStitched	chr10	610045	613763	1	3719	3489.7148	598.598	4517	0
2_MACS_peak_899_lociStitched	chr1	65326680	65331510	2	3723	3585.309	882.924	4518	0
1_MACS_peak_23574_lociStitched	chr6	132832207	132835867	1	3661	5455.596	936.96	4519	0
2_MACS_peak_22957_lociStitched	chr6	52281012	52286161	2	3602	6753.4284	1028.2553	4520	0
2_MACS_peak_28126_lociStitched	chrX	45630473	45638716	2	3724	3274.1196	656.1428	4521	0
2_MACS_peak_5017_lociStitched	chr11	81579959	81587140	2	3725	4083.8347	1515.191	4522	0
2_MACS_peak_9056_lociStitched	chr15	75931410	75940795	2	3674	5557.797	1373.0255	4523	0
3_MACS_peak_16456_lociStitched	chr20	62198586	62206431	3	3730	3341.97	1001.022	4524	0
1_MACS_peak_5856_lociStitched	chr12	27483645	27487323	1	3679	4824.4326	783.414	4525	0
2_MACS_peak_16241_lociStitched	chr20	45316988	45325544	2	3686	5356.056	1506.7116	4526	0
2_MACS_peak_25541_lociStitched	chr8	18285550	18291649	2	3725	3430.0776	913.6302	4527	0
1_MACS_peak_22892_lociStitched	chr6	44213024	44216521	1	3498	8098.3526	764.0945	4528	0
1_MACS_peak_341_lociStitched	chr1	25886899	25890580	1	3682	4684.4406	754.2369	4529	0
2_MACS_peak_1558_lociStitched	chr1	150737193	150744405	2	3659	6441.7584	1940.028	4530	0
1_MACS_peak_16161_lociStitched	chr20	40710370	40714042	1	3673	4794.1632	640.3968	4531	0
2_MACS_peak_25080_lociStitched	chr7	127053359	127058746	2	3708	4320.9127	1195.3753	4532	0
1_MACS_peak_13009_lociStitched	chr19	36206533	36210197	1	3665	5065.1136	732.8	4533	0
1_MACS_peak_14089_lociStitched	chr2	64368358	64371941	1	3584	6805.9085	831.6143	4534	0
1_MACS_peak_8819_lociStitched	chr15	59527779	59531447	1	3669	4836.258	618.7916	4535	0
2_MACS_peak_26206_lociStitched	chr8	102120231	102124459	2	3566	6720.406	451.1276	4536	0
1_MACS_peak_22847_lociStitched	chr6	42712589	42715995	1	3407	9272.1538	832.0858	4537	0
1_MACS_peak_18004_lociStitched	chr3	50373561	50376782	1	3222	11124.0456	802.6732	4538	0
1_MACS_peak_19140_lociStitched	chr3	184078577	184082164	1	3588	7137.4126	1281.6351	4539	0
1_MACS_peak_12044_lociStitched	chr18	35947124	35950843	1	3720	3202.8028	730.7835	4540	0
2_MACS_peak_14509_lociStitched	chr2	103615904	103622376	2	3713	3710.3976	962.3864	4541	0
1_MACS_peak_6508_lociStitched	chr12	92427309	92430868	1	3560	6974.2164	667.6684	4542	0
2_MACS_peak_22302_lociStitched	chr6	7235712	7243244	2	3707	4025.854	1054.48	4543	0
2_MACS_peak_14615_lociStitched	chr2	112353893	112360670	2	3724	3232.629	977.2434	4544	0
2_MACS_peak_11577_lociStitched	chr17	73659449	73664100	2	3709	3796.1462	915.3168	4545	0
1_MACS_peak_1844_lociStitched	chr1	161708097	161711771	1	3675	4970.5546	1025.7808	4546	0
1_MACS_peak_21527_lociStitched	chr5	114877114	114880802	1	3689	4209.852	664.9464	4547	0
1_MACS_peak_11266_lociStitched	chr17	48784143	48787524	1	3382	9433.6662	749.2296	4548	0
1_MACS_peak_1983_lociStitched	chr1	176174940	176178481	1	3542	7770.7245	1191.5465	4549	0
2_MACS_peak_5046_lociStitched	chr11	84425235	84433360	2	3698	4260.75	1018.875	4550	0
1_MACS_peak_2089_lociStitched	chr1	185284620	185287780	1	3161	12030.436	1206.172	4551	0
1_MACS_peak_6718_lociStitched	chr12	109123304	109126769	1	3466	8502.0705	857.241	4552	0
1_MACS_peak_14779_lociStitched	chr2	133299508	133303160	1	3653	4997.3968	547.0696	4553	0
1_MACS_peak_24211_lociStitched	chr7	29677806	29681427	1	3622	5961.6144	836.0889	4554	0
1_MACS_peak_9263_lociStitched	chr15	90600936	90604444	1	3509	7868.7948	840.5168	4555	0
1_MACS_peak_27113_lociStitched	chr9	87373490	87377217	1	3728	2677.4768	826.6486	4556	0
2_MACS_peak_17305_lociStitched	chr22	42077869	42085848	2	3653	5523.8617	1163.3382	4557	0
1_MACS_peak_14584_lociStitched	chr2	111127340	111130889	1	3550	7040.5062	692.7648	4558	0
2_MACS_peak_27448_lociStitched	chr9	117275126	117281648	2	3689	4452.5694	1163.5248	4559	0
1_MACS_peak_14101_lociStitched	chr2	64749791	64753331	1	3541	7442.496	979.518	4560	0
1_MACS_peak_18717_lociStitched	chr3	143538844	143542535	1	3692	3804.6828	626.3627	4561	0
1_MACS_peak_28358_lociStitched	chrX	73510112	73513644	1	3533	7186.9136	605.738	4562	0
1_MACS_peak_2508_lociStitched	chr1	221914212	221917648	1	3437	8978.6116	1064.8164	4563	0
2_MACS_peak_18747_lociStitched	chr3	148863669	148871876	2	3685	4733.7976	1345.948	4564	0
2_MACS_peak_9392_lociStitched	chr16	616113	620578	2	3584	6371.555	654.1225	4565	0
1_MACS_peak_8966_lociStitched	chr15	70591685	70594879	1	3195	11262.044	821.1774	4566	0
1_MACS_peak_4253_lociStitched	chr11	10877995	10881184	1	3190	11383.7733	908.5461	4567	0
3_MACS_peak_1246_lociStitched	chr1	109911290	109919340	3	3706	3338.335	770.385	4568	0
3_MACS_peak_4838_lociStitched	chr11	67415796	67424688	3	3706	3571.0272	1020.8016	4569	0
2_MACS_peak_17471_lociStitched	chr3	2981131	2987259	2	3715	2692.0304	578.4832	4570	0
1_MACS_peak_14883_lociStitched	chr2	153419648	153423344	1	3697	3585.8592	709.632	4571	0
2_MACS_peak_16691_lociStitched	chr21	37521992	37530051	2	3698	4994.1623	2168.6769	4572	0
1_MACS_peak_8963_lociStitched	chr15	70326615	70330193	1	3579	6543.4464	799.3252	4573	0
1_MACS_peak_4774_lociStitched	chr11	65818486	65822149	1	3664	4497.7977	612.8199	4574	0
1_MACS_peak_17565_lociStitched	chr3	13150803	13154223	1	3421	8755.542	712.044	4575	0
1_MACS_peak_2925_lociStitched	chr10	12083468	12086441	1	2974	12866.2521	726.0066	4576	0
1_MACS_peak_12016_lociStitched	chr18	32556231	32559906	1	3676	4314.0825	867.6675	4577	0
1_MACS_peak_17135_lociStitched	chr22	36255191	36258708	1	3518	7296.7199	604.2206	4578	0
