#10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_ROSE/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam
#Using cutoff of 22673.2851 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuperStretch
1_MACS_peak_10023_lociStitched	chr16	56942577	56954913	1	12337	75802.2528	2705.2848	260	1
2_MACS_peak_980_lociStitched	chr1	75595724	75612770	2	16933	38774.5362	2872.251	261	1
4_MACS_peak_19848_lociStitched	chr4	76022195	76044187	4	14471	62567.24	3842.0024	262	1
1_MACS_peak_10024_lociStitched	chr16	56961094	56976439	1	15346	55142.2575	3363.624	263	1
3_MACS_peak_13094_lociStitched	chr19	40645338	40672035	3	16565	43713.6678	4506.4536	264	1
1_MACS_peak_28190_lociStitched	chrX	48790292	48804619	1	14328	61359.6756	1904.0583	265	1
6_MACS_peak_14171_lociStitched	chr2	68936332	68965896	6	17168	35722.1812	5203.264	266	1
3_MACS_peak_22170_lociStitched	chr5	180228548	180249681	3	15269	55884.1052	4055.4227	267	1
2_MACS_peak_15362_lociStitched	chr2	204661302	204683976	2	16726	38752.1334	4065.4482	268	1
3_MACS_peak_19883_lociStitched	chr4	77602338	77624663	3	17115	31266.1625	3944.8275	269	1
3_MACS_peak_16338_lociStitched	chr20	52224560	52244825	3	13797	64108.3275	3293.0625	270	1
1_MACS_peak_4742_lociStitched	chr11	65263169	65278687	1	15519	50958.0084	3825.187	271	1
1_MACS_peak_17022_lociStitched	chr22	27003306	27016202	1	12897	68615.7472	2791.984	272	1
2_MACS_peak_23722_lociStitched	chr6	143162657	143180334	2	16524	37082.8106	2177.8064	273	1
4_MACS_peak_25944_lociStitched	chr8	61811617	61840902	4	16513	40017.9525	5039.9485	274	1
2_MACS_peak_2350_lociStitched	chr1	207091292	207107186	2	11582	76645.6362	4380.3864	275	1
1_MACS_peak_20876_lociStitched	chr5	32529699	32544408	1	14710	56341.3536	3243.3345	276	1
3_MACS_peak_5480_lociStitched	chr11	130696141	130720432	3	15866	46237.9185	4270.3578	277	1
3_MACS_peak_16778_lociStitched	chr21	44724956	44747610	3	15702	47534.8882	4270.279	278	1
1_MACS_peak_21310_lociStitched	chr5	86407872	86421337	1	13466	64241.515	2967.686	279	1
3_MACS_peak_5914_lociStitched	chr12	32608344	32625783	3	15777	45524.5095	3390.1416	280	1
2_MACS_peak_4380_lociStitched	chr11	26097988	26113605	2	13517	63620.5346	2993.7789	281	1
2_MACS_peak_5260_lociStitched	chr11	115089250	115102807	2	13020	65958.8721	2724.957	282	1
2_MACS_peak_16730_lociStitched	chr21	41295602	41312143	2	14082	60291.945	4479.3028	283	1
1_MACS_peak_21079_lociStitched	chr5	58851358	58866590	1	15233	47720.3328	2636.6592	284	1
1_MACS_peak_2586_lociStitched	chr1	226838325	226852599	1	14275	57695.508	4587.6636	285	1
4_MACS_peak_15319_lociStitched	chr2	202081255	202102127	4	16307	35780.8696	4084.6504	286	1
3_MACS_peak_1970_lociStitched	chr1	174922304	174942620	3	15954	41196.7848	4993.6728	287	1
4_MACS_peak_287_lociStitched	chr1	23936721	23963118	4	15719	42712.9857	4234.0788	288	1
2_MACS_peak_19642_lociStitched	chr4	40301325	40319958	2	13978	58416.3183	3942.7428	289	1
1_MACS_peak_5752_lociStitched	chr12	15100767	15116940	1	16174	35766.5895	3402.7992	290	1
3_MACS_peak_25565_lociStitched	chr8	19518489	19540886	3	14852	50823.2724	3697.7447	291	1
3_MACS_peak_25709_lociStitched	chr8	29621824	29637244	3	11576	71406.936	2767.89	292	1
4_MACS_peak_22350_lociStitched	chr6	11713462	11736117	4	15557	43271.05	3740.3405	293	1
2_MACS_peak_4889_lociStitched	chr11	71413957	71427678	2	12998	63665.44	3312.2494	294	1
1_MACS_peak_18981_lociStitched	chr3	174863712	174873739	1	10028	78078.2436	3128.424	295	1
4_MACS_peak_25203_lociStitched	chr7	137684173	137716711	4	16211	37324.3398	7106.2992	296	1
4_MACS_peak_14149_lociStitched	chr2	67686027	67706442	4	14978	47852.76	3399.0975	297	1
3_MACS_peak_15958_lociStitched	chr20	25261408	25282750	3	14427	52885.476	3502.2222	298	1
2_MACS_peak_27604_lociStitched	chr9	130828568	130846494	2	15732	39575.2302	3536.7998	299	1
3_MACS_peak_24981_lociStitched	chr7	114556318	114574606	3	13864	59205.5712	5378.5008	300	1
1_MACS_peak_26476_lociStitched	chr8	137188203	137202095	1	13893	56432.0824	3306.296	301	1
4_MACS_peak_22509_lociStitched	chr6	26183533	26207333	4	15546	42549.64	5338.34	302	1
4_MACS_peak_15258_lociStitched	chr2	198062327	198084079	4	15281	44219.6408	3974.0904	303	1
2_MACS_peak_16238_lociStitched	chr20	45172089	45191653	2	15754	37032.6956	2848.5184	304	1
2_MACS_peak_27186_lociStitched	chr9	94181006	94195951	2	14790	48033.23	3579.3275	305	1
1_MACS_peak_11668_lociStitched	chr17	76137273	76152811	1	15539	39076.5162	2810.8242	306	1
2_MACS_peak_21307_lociStitched	chr5	86364864	86380844	2	15868	32723.844	3140.07	307	1
1_MACS_peak_19610_lociStitched	chr4	38123428	38137200	1	13773	53820.976	2837.032	308	1
1_MACS_peak_11430_lociStitched	chr17	62195572	62210969	1	15398	38047.5267	3459.7059	309	1
1_MACS_peak_5829_lociStitched	chr12	26265394	26280476	1	15083	41573.533	3379.8762	310	1
3_MACS_peak_23548_lociStitched	chr6	130832812	130851689	3	14689	45806.9282	3403.5231	311	1
2_MACS_peak_2695_lociStitched	chr1	234734120	234750564	2	12284	64980.1104	4594.4536	312	1
3_MACS_peak_13586_lociStitched	chr2	13680221	13702548	3	15465	36718.9842	3831.3132	313	1
5_MACS_peak_9142_lociStitched	chr15	81607842	81626424	5	15960	28439.751	3593.7588	314	1
3_MACS_peak_9981_lociStitched	chr16	50713887	50733158	3	14935	42371.1477	3752.0637	315	1
4_MACS_peak_3321_lociStitched	chr10	63798119	63814932	4	14741	43836.5349	3700.5413	316	1
3_MACS_peak_3191_lociStitched	chr10	45453794	45475533	3	15147	39428.0243	4121.7144	317	1
6_MACS_peak_22945_lociStitched	chr6	52148512	52173848	6	15554	34223.8688	4646.6224	318	1
2_MACS_peak_12804_lociStitched	chr19	16693622	16707461	2	11694	65689.5813	3145.6047	319	1
3_MACS_peak_8971_lociStitched	chr15	70766773	70787683	3	15018	39741.546	3307.962	320	1
3_MACS_peak_17865_lociStitched	chr3	45592798	45618129	3	15529	33966.3379	4427.8588	321	1
3_MACS_peak_18615_lociStitched	chr3	132266607	132290013	3	15596	31197.8574	3506.2188	322	1
1_MACS_peak_17213_lociStitched	chr22	38782033	38797426	1	15394	33612.1548	2935.4451	323	1
2_MACS_peak_632_lociStitched	chr1	40839012	40858668	2	14885	41281.5312	4110.0696	324	1
2_MACS_peak_20758_lociStitched	chr5	6475600	6488412	2	11797	63894.7252	2799.422	325	1
4_MACS_peak_26534_lociStitched	chr8	145002177	145027937	4	15293	34420.512	3366.832	326	1
3_MACS_peak_9227_lociStitched	chr15	89163776	89185636	3	15675	28483.58	3958.846	327	1
4_MACS_peak_17784_lociStitched	chr3	39247051	39264649	4	14971	37320.0786	3109.5666	328	1
2_MACS_peak_19687_lociStitched	chr4	48191047	48206888	2	13763	49400.1585	3146.0226	329	1
3_MACS_peak_17019_lociStitched	chr22	26974522	26993677	3	13701	50168.8605	3664.3515	330	1
1_MACS_peak_19788_lociStitched	chr4	69433730	69444720	1	10991	66430.154	2530.997	331	1
4_MACS_peak_8185_lociStitched	chr14	93029364	93054426	4	15305	30490.4292	2390.9148	332	1
1_MACS_peak_10994_lociStitched	chr17	37924623	37938975	1	14353	43360.2624	3303.8304	333	1
4_MACS_peak_6009_lociStitched	chr12	46776097	46798977	4	14756	38642.032	3987.984	334	1
1_MACS_peak_17034_lociStitched	chr22	29185930	29199947	1	14018	45664.5826	3303.8069	335	1
2_MACS_peak_24368_lociStitched	chr7	44661751	44680440	2	14908	35400.7038	3780.7847	336	1
1_MACS_peak_25696_lociStitched	chr8	29408678	29420544	1	11867	60177.2324	2542.8838	337	1
2_MACS_peak_14200_lociStitched	chr2	70309982	70323560	2	9877	70521.4164	2987.16	338	1
4_MACS_peak_16203_lociStitched	chr20	43583263	43609370	4	14986	34200.17	4785.4131	339	1
6_MACS_peak_22546_lociStitched	chr6	27088241	27123680	6	15163	33092.9382	6669.6198	341	1
3_MACS_peak_1800_lociStitched	chr1	160694247	160714837	3	14286	43683.744	6020.516	342	1
2_MACS_peak_16053_lociStitched	chr20	32988826	33006312	2	14136	42679.8288	3460.4794	343	1
1_MACS_peak_19015_lociStitched	chr3	176911206	176921427	1	10222	68286.501	3034.6149	344	1
2_MACS_peak_14907_lociStitched	chr2	158322694	158338041	2	10982	64264.0278	2829.9868	345	1
1_MACS_peak_11631_lociStitched	chr17	75078786	75093130	1	14345	38048.8944	3154.2456	347	1
3_MACS_peak_21947_lociStitched	chr5	156305153	156322040	3	14955	29123.3202	2683.3443	348	1
3_MACS_peak_15831_lociStitched	chr20	9479080	9499861	3	14021	42418.1772	3952.5462	349	1
1_MACS_peak_24883_lociStitched	chr7	104575348	104587491	1	12144	56021.7305	2461.3861	351	1
5_MACS_peak_11587_lociStitched	chr17	73850494	73875796	5	13911	43160.1516	4268.4474	352	1
3_MACS_peak_24439_lociStitched	chr7	52773199	52789222	3	13226	46365.7551	2352.1764	353	1
2_MACS_peak_23602_lociStitched	chr6	135190014	135204362	2	10330	64797.0028	2805.034	354	1
2_MACS_peak_21474_lociStitched	chr5	109187849	109202467	2	13556	42512.0676	2439.7442	355	1
4_MACS_peak_25663_lociStitched	chr8	27930196	27951569	4	14403	35205.6056	4911.5154	356	1
3_MACS_peak_8531_lociStitched	chr15	38401706	38424951	3	14175	36385.3985	3509.995	357	1
2_MACS_peak_24427_lociStitched	chr7	50343324	50357906	2	14146	36542.492	3356.7764	358	1
2_MACS_peak_24398_lociStitched	chr7	47512769	47525106	2	12327	52848.0069	3068.2119	359	1
2_MACS_peak_27487_lociStitched	chr9	123688105	123707726	2	13703	41302.205	3423.8645	360	1
1_MACS_peak_5224_lociStitched	chr11	111279808	111294292	1	14485	30824.8488	2699.8176	361	1
2_MACS_peak_16956_lociStitched	chr22	23088029	23102012	2	13686	40093.4559	2233.0851	362	1
3_MACS_peak_4497_lociStitched	chr11	45089023	45105646	3	13903	37355.2056	2416.9842	364	1
3_MACS_peak_5545_lociStitched	chr12	4216154	4230709	3	11640	56965.359	3218.1105	365	1
4_MACS_peak_27527_lociStitched	chr9	126962255	126982682	4	13830	38888.9226	3268.32	366	1
2_MACS_peak_5728_lociStitched	chr12	13241957	13256114	2	14072	35514.2502	2790.3447	367	1
1_MACS_peak_3651_lociStitched	chr10	91803442	91814137	1	10696	61206.4155	2178.5715	368	1
2_MACS_peak_14905_lociStitched	chr2	158294203	158311443	2	12212	53538.82	3960.028	369	1
2_MACS_peak_1296_lociStitched	chr1	112134277	112149157	2	14013	34752.24	1815.36	370	1
1_MACS_peak_16200_lociStitched	chr20	43269396	43282277	1	12882	47193.4078	3007.7135	371	1
5_MACS_peak_22476_lociStitched	chr6	25162818	25187688	5	14575	28560.708	4280.127	372	1
2_MACS_peak_6488_lociStitched	chr12	89737830	89749731	2	11476	56667.8016	2646.7824	373	1
1_MACS_peak_2060_lociStitched	chr1	183807272	183817031	1	9760	65924.9727	3121.9041	374	1
1_MACS_peak_16395_lociStitched	chr20	56047044	56058819	1	11776	54008.3925	2586.9675	376	1
2_MACS_peak_25698_lociStitched	chr8	29464453	29478313	2	13833	35586.936	2336.796	377	1
3_MACS_peak_5034_lociStitched	chr11	82764457	82784622	3	13231	43066.3905	4196.3365	379	1
4_MACS_peak_12734_lociStitched	chr19	13943786	13962115	4	12225	50318.6037	2895.982	380	1
3_MACS_peak_21332_lociStitched	chr5	88563458	88580714	3	11802	53748.9888	3363.1944	381	1
1_MACS_peak_20731_lociStitched	chr5	1311293	1320665	1	9373	65484.9756	2212.7292	382	1
2_MACS_peak_21858_lociStitched	chr5	148204604	148222805	2	13106	43791.606	4260.8541	383	1
2_MACS_peak_8690_lociStitched	chr15	46994376	47009613	2	13868	33876.4221	2803.608	384	1
3_MACS_peak_15216_lociStitched	chr2	192530473	192546598	3	12790	45553.125	3160.5	385	1
4_MACS_peak_20682_lociStitched	chr4	187747676	187775325	4	13444	40364.7751	4490.1976	386	1
1_MACS_peak_2329_lociStitched	chr1	206727309	206739652	1	12344	49838.5654	4389.1708	387	1
2_MACS_peak_3688_lociStitched	chr10	94868720	94886573	2	13898	32151.4677	2649.3852	388	1
4_MACS_peak_1424_lociStitched	chr1	144962480	144985337	4	13452	41028.315	7204.5264	390	1
3_MACS_peak_13628_lociStitched	chr2	20615140	20631296	3	14006	29294.0592	2901.6176	391	1
4_MACS_peak_3409_lociStitched	chr10	72249341	72270795	4	13577	35933.3046	3962.5538	392	1
2_MACS_peak_696_lociStitched	chr1	44289300	44306117	2	12540	45696.8341	3250.7261	393	1
4_MACS_peak_13941_lociStitched	chr2	47193811	47215380	4	13446	36969.266	3863.0079	394	1
2_MACS_peak_17237_lociStitched	chr22	39458897	39474665	2	13516	35020.728	3021.1488	395	1
1_MACS_peak_15571_lociStitched	chr2	231728926	231740080	1	11155	52958.0766	1174.5162	398	1
2_MACS_peak_7375_lociStitched	chr13	77898718	77915458	2	12029	48689.964	3379.806	401	1
4_MACS_peak_12425_lociStitched	chr19	2040895	2063016	4	13280	37453.0651	4340.1402	403	1
1_MACS_peak_21648_lociStitched	chr5	131434661	131444236	1	9576	61403.5175	2239.5925	404	1
4_MACS_peak_25399_lociStitched	chr7	157795347	157818651	4	13506	33499.5	4094.5128	405	1
2_MACS_peak_14887_lociStitched	chr2	153913463	153929204	2	13106	37598.9526	3382.7409	406	1
2_MACS_peak_1542_lociStitched	chr1	150120989	150139349	2	12409	45134.388	4362.336	407	1
4_MACS_peak_13404_lociStitched	chr19	55460124	55486599	4	13316	34258.65	3108.165	408	1
2_MACS_peak_11717_lociStitched	chr17	78873328	78887336	2	10624	55426.8544	2224.4704	409	1
2_MACS_peak_4450_lociStitched	chr11	35183417	35197350	2	12902	37676.2253	2850.6918	410	1
2_MACS_peak_20615_lociStitched	chr4	185263214	185278042	2	11363	50926.766	3134.6392	411	1
1_MACS_peak_20102_lociStitched	chr4	105406375	105417597	1	11223	50946.7578	2493.5284	412	1
3_MACS_peak_12879_lociStitched	chr19	19049929	19062976	3	12795	37587.1023	2486.7582	414	1
3_MACS_peak_2956_lociStitched	chr10	14686505	14704018	3	13164	33197.6428	2858.1216	416	1
4_MACS_peak_12445_lociStitched	chr19	2455095	2480370	4	13084	36080.0625	5151.045	417	1
4_MACS_peak_8487_lociStitched	chr15	33295962	33315412	4	12674	38695.775	3423.2	418	1
2_MACS_peak_16795_lociStitched	chr21	45194741	45210550	2	12739	38404.8037	3909.5657	420	1
5_MACS_peak_5674_lociStitched	chr12	10280478	10306687	5	13548	27902.1014	4093.8458	421	1
2_MACS_peak_22659_lociStitched	chr6	31694463	31709357	2	11990	45163.0762	3707.1166	422	1
4_MACS_peak_13267_lociStitched	chr19	47728648	47748366	4	12961	34421.7126	3283.047	423	1
3_MACS_peak_23441_lociStitched	chr6	117858779	117877561	3	13200	30982.7872	3196.6964	424	1
2_MACS_peak_11245_lociStitched	chr17	47815854	47827729	2	11783	44854.25	2819.125	426	1
1_MACS_peak_1993_lociStitched	chr1	178544304	178553822	1	9519	59026.8288	2942.0138	427	1
1_MACS_peak_3106_lociStitched	chr10	30988651	30997429	1	8779	61288.8738	1885.5144	428	1
3_MACS_peak_15664_lociStitched	chr2	238599666	238613574	3	13389	25131.756	1674.5232	431	1
4_MACS_peak_21818_lociStitched	chr5	142952537	142975667	4	12936	33346.521	4059.315	432	1
2_MACS_peak_19200_lociStitched	chr3	186779567	186792583	2	10029	56865.6024	4379.884	434	1
5_MACS_peak_21322_lociStitched	chr5	87954444	87976772	5	11873	44137.9904	4407.5472	437	1
2_MACS_peak_16439_lociStitched	chr20	61272949	61285369	2	12412	36655.146	2071.656	438	1
3_MACS_peak_6719_lociStitched	chr12	109161513	109181249	3	12902	32106.5248	3426.1696	439	1
2_MACS_peak_17210_lociStitched	chr22	38700512	38714901	2	13174	27556.3739	2759.8102	440	1
2_MACS_peak_16969_lociStitched	chr22	23477623	23488920	2	10795	49915.7945	2424.3362	441	1
2_MACS_peak_24345_lociStitched	chr7	43684696	43699573	2	11071	48313.0575	2862.3348	443	1
2_MACS_peak_21435_lociStitched	chr5	100223657	100241850	2	12461	37435.7361	4126.1724	444	1
2_MACS_peak_16353_lociStitched	chr20	52480899	52491335	2	9892	54959.1068	2395.062	445	1
1_MACS_peak_4382_lociStitched	chr11	26125772	26136559	1	10788	49063.5908	1984.808	447	1
3_MACS_peak_16391_lociStitched	chr20	55957936	55976067	3	13068	28480.1748	3160.2333	448	1
2_MACS_peak_21471_lociStitched	chr5	109023710	109037219	2	12672	33853.554	3321.8631	449	1
3_MACS_peak_28743_lociStitched	chrX	153232517	153252633	3	12978	27959.2284	1772.2196	451	1
3_MACS_peak_5413_lociStitched	chr11	126056245	126069150	3	11686	42036.747	2284.185	452	1
5_MACS_peak_9831_lociStitched	chr16	29815634	29833773	5	12827	30740.1633	3270.4617	453	1
2_MACS_peak_5000_lociStitched	chr11	78162408	78178702	2	11476	43557.1208	2590.746	454	1
1_MACS_peak_26681_lociStitched	chr9	9604065	9616129	1	12065	37779.6224	2058.1184	455	1
2_MACS_peak_16509_lociStitched	chr21	16046625	16061400	2	11589	42702.705	2721.555	456	1
1_MACS_peak_9038_lociStitched	chr15	75333933	75342678	1	8746	59403.9105	2364.648	457	1
1_MACS_peak_16246_lociStitched	chr20	45978100	45987520	1	9421	55967.046	2209.932	458	1
3_MACS_peak_12178_lociStitched	chr18	52929422	52947983	3	12497	33857.1201	3316.8507	459	1
1_MACS_peak_7220_lociStitched	chr13	46269223	46281385	1	12163	35298.9888	1515.3852	460	1
3_MACS_peak_22848_lociStitched	chr6	42737944	42752724	3	11737	40498.678	2610.148	461	1
1_MACS_peak_26299_lociStitched	chr8	118449952	118458487	1	8536	59737.3185	2208.0045	462	1
1_MACS_peak_13872_lociStitched	chr2	43394948	43407236	1	12289	34096.7424	1940.2752	464	1
1_MACS_peak_1647_lociStitched	chr1	154754950	154766271	1	11322	44145.1074	3398.5642	466	1
2_MACS_peak_25792_lociStitched	chr8	38811457	38824434	2	11739	39507.1788	2474.7139	467	1
1_MACS_peak_1848_lociStitched	chr1	161767878	161780739	1	12862	26767.5993	3255.1191	469	1
3_MACS_peak_22059_lociStitched	chr5	171601011	171616166	3	12099	35999.187	3259.8405	472	1
4_MACS_peak_11669_lociStitched	chr17	76163243	76183979	4	12794	27135.1296	3564.5184	474	1
4_MACS_peak_27514_lociStitched	chr9	126082981	126104089	4	11781	39326.3148	3649.5732	475	1
1_MACS_peak_11146_lociStitched	chr17	43297994	43308044	1	10051	50670.09	2416.02	479	1
1_MACS_peak_6110_lociStitched	chr12	51311769	51323491	1	11723	38437.6102	2749.9812	480	1
2_MACS_peak_22524_lociStitched	chr6	26355019	26367506	2	12236	32877.0223	3000.6261	481	1
1_MACS_peak_21113_lociStitched	chr5	61983693	61992318	1	8626	57213.9375	1819.0125	482	1
1_MACS_peak_6647_lociStitched	chr12	102870333	102879572	1	9240	54550.7516	2178.5562	483	1
1_MACS_peak_4843_lociStitched	chr11	67644698	67655696	1	10999	43311.2238	2455.8534	486	1
3_MACS_peak_12617_lociStitched	chr19	10329198	10348064	3	11657	37758.4124	2907.2506	487	1
2_MACS_peak_15542_lociStitched	chr2	227768793	227783189	2	11445	39043.3916	2421.4072	489	1
3_MACS_peak_12436_lociStitched	chr19	2254830	2271813	3	11687	37962.0999	3775.3209	491	1
2_MACS_peak_21504_lociStitched	chr5	112256274	112268154	2	10234	48472.776	2811.996	492	1
2_MACS_peak_16994_lociStitched	chr22	24535708	24553975	2	12411	28154.9271	3162.0177	493	1
1_MACS_peak_27386_lociStitched	chr9	112729166	112740842	1	11677	35491.5372	2299.0044	496	1
1_MACS_peak_1274_lociStitched	chr1	111172666	111181807	1	9142	52477.5669	1465.3023	498	1
3_MACS_peak_1277_lociStitched	chr1	111323142	111338744	3	10605	43523.3392	1841.036	499	1
4_MACS_peak_5578_lociStitched	chr12	6552147	6572397	4	10737	44381.925	3748.275	500	1
1_MACS_peak_24026_lociStitched	chr7	8163861	8175699	1	11839	32263.2852	1886.9772	502	1
2_MACS_peak_370_lociStitched	chr1	27018262	27030823	2	12148	29425.3986	2938.0179	503	1
2_MACS_peak_2418_lociStitched	chr1	211686924	211703507	2	12278	28269.0401	4067.8099	504	1
2_MACS_peak_18045_lociStitched	chr3	52730067	52746967	2	11570	35452.82	2825.68	505	1
2_MACS_peak_23646_lociStitched	chr6	137973211	137988271	2	12254	26654.694	2445.744	506	1
4_MACS_peak_2231_lociStitched	chr1	202433194	202455323	4	11823	34457.0659	4870.5929	507	1
2_MACS_peak_3643_lociStitched	chr10	91644945	91655669	2	8102	57076.3452	2141.5828	509	1
3_MACS_peak_20088_lociStitched	chr4	103532616	103547051	3	12076	28919.079	2823.486	510	1
2_MACS_peak_3893_lociStitched	chr10	112255803	112272716	2	11207	38416.1882	3123.8311	511	1
2_MACS_peak_15164_lociStitched	chr2	187810056	187821309	2	9534	49605.4746	2261.853	512	1
2_MACS_peak_22906_lociStitched	chr6	45386609	45402272	2	11775	32063.7273	2961.8733	513	1
1_MACS_peak_23343_lociStitched	chr6	108986391	108997733	1	11343	35650.1744	2090.3306	515	1
3_MACS_peak_9303_lociStitched	chr15	93346366	93364611	3	11072	39522.319	3444.656	516	1
1_MACS_peak_24100_lociStitched	chr7	20254597	20262975	1	8379	55215.209	2236.926	517	1
3_MACS_peak_25700_lociStitched	chr8	29490809	29505968	3	12191	25802.1339	2701.3338	519	1
1_MACS_peak_20377_lociStitched	chr4	144272589	144283036	1	10448	43331.0219	2409.0782	520	1
1_MACS_peak_1799_lociStitched	chr1	160675181	160685880	1	10700	43192.9329	4227.1749	521	1
2_MACS_peak_3204_lociStitched	chr10	45949175	45961354	2	10341	43762.8007	2119.146	522	1
3_MACS_peak_16252_lociStitched	chr20	46113592	46132506	3	12149	26716.025	3391.2802	524	1
1_MACS_peak_21815_lociStitched	chr5	142774658	142786114	1	11457	32754.9952	2377.12	526	1
1_MACS_peak_4605_lociStitched	chr11	60602145	60613236	1	11092	36092.3322	2274.7641	528	1
3_MACS_peak_7628_lociStitched	chr14	23023279	23039455	3	11910	25645.4304	1570.6896	530	1
1_MACS_peak_17510_lociStitched	chr3	8697942	8709388	1	11447	31791.265	1935.5186	532	1
2_MACS_peak_7797_lociStitched	chr14	50465307	50476702	2	9481	47034.002	1416.3985	533	1
2_MACS_peak_1698_lociStitched	chr1	155902935	155919081	2	11559	30700.0044	4359.42	539	1
2_MACS_peak_10274_lociStitched	chr16	79629494	79640934	2	11431	29172	1409.408	540	1
1_MACS_peak_21739_lociStitched	chr5	138719781	138730423	1	10643	37647.1392	2617.932	543	1
2_MACS_peak_5293_lociStitched	chr11	117873231	117884325	2	10682	36570.2616	1994.7012	544	1
5_MACS_peak_12411_lociStitched	chr19	1847289	1865872	5	10476	39505.5997	3530.77	547	1
3_MACS_peak_18088_lociStitched	chr3	56948222	56959095	3	10420	38627.4198	2435.552	549	1
4_MACS_peak_16641_lociStitched	chr21	34732919	34757377	4	11608	29308.0214	5816.1124	550	1
3_MACS_peak_8505_lociStitched	chr15	34619088	34635815	3	10724	36769.2914	3266.7831	551	1
2_MACS_peak_6352_lociStitched	chr12	68375869	68387673	2	9411	45491.4356	2411.5572	553	1
4_MACS_peak_19080_lociStitched	chr3	181416898	181433251	4	11363	29229.3522	3291.8589	554	1
2_MACS_peak_27886_lociStitched	chrX	12882937	12894856	2	11384	26669.9544	1442.199	555	1
2_MACS_peak_11649_lociStitched	chr17	75433769	75447690	2	10637	35575.1155	2256.5941	556	1
2_MACS_peak_28564_lociStitched	chrX	119434426	119445591	2	10956	31219.573	1268.344	557	1
1_MACS_peak_4134_lociStitched	chr11	2791668	2802009	1	10342	37519.2162	1802.4363	558	1
1_MACS_peak_6522_lociStitched	chr12	92793129	92804246	1	11118	30320.5058	2237.8521	560	1
1_MACS_peak_16972_lociStitched	chr22	23515823	23526613	1	10791	33955.051	2512.991	562	1
3_MACS_peak_22295_lociStitched	chr6	7135125	7148273	3	11456	26301.2592	2729.5248	564	1
3_MACS_peak_6715_lociStitched	chr12	109071677	109087908	3	10256	39141.0565	2978.3885	565	1
1_MACS_peak_312_lociStitched	chr1	24709919	24720946	1	11028	31371.815	2553.8532	566	1
4_MACS_peak_12392_lociStitched	chr19	1258257	1277443	4	10707	35797.2388	4357.1406	568	1
1_MACS_peak_26461_lociStitched	chr8	134576512	134586073	1	9562	42807.4653	2123.4981	569	1
2_MACS_peak_28188_lociStitched	chrX	48767983	48779465	2	11264	26420.082	1469.696	570	1
3_MACS_peak_18327_lociStitched	chr3	101495306	101513644	3	10990	31082.91	3541.0678	573	1
2_MACS_peak_19624_lociStitched	chr4	38985529	39000075	2	10791	32268.8464	2567.369	574	1
2_MACS_peak_15961_lociStitched	chr20	25288986	25302584	2	9947	39808.145	2544.1858	575	1
2_MACS_peak_25568_lociStitched	chr8	19551470	19566807	2	10264	36756.6542	2311.2859	577	1
2_MACS_peak_26403_lociStitched	chr8	129277638	129290128	2	11014	28527.16	2522.98	579	1
2_MACS_peak_6942_lociStitched	chr12	125398192	125412861	2	9920	38536.9299	2012.5868	581	1
1_MACS_peak_23658_lociStitched	chr6	138186905	138196184	1	9280	43449.8454	2599.9758	584	1
1_MACS_peak_15063_lociStitched	chr2	175456457	175465382	1	8926	45259.5675	2251.7775	586	1
2_MACS_peak_8770_lociStitched	chr15	52965136	52977559	2	10779	30717.1098	2663.4912	587	1
3_MACS_peak_19446_lociStitched	chr4	9599204	9611111	3	10139	36399.699	2407.5954	588	1
2_MACS_peak_2837_lociStitched	chr10	3798286	3809178	2	10703	30582.5576	2071.6584	590	1
1_MACS_peak_2960_lociStitched	chr10	14775643	14786545	1	10903	27568.9776	2152.0548	592	1
3_MACS_peak_22566_lociStitched	chr6	27790626	27807924	3	10593	31933.8378	3264.1326	593	1
2_MACS_peak_15123_lociStitched	chr2	182025562	182036764	2	10738	29094.9546	2041.0044	594	1
2_MACS_peak_10381_lociStitched	chr16	89033285	89046421	2	9475	39514.4016	1203.2576	595	1
1_MACS_peak_2981_lociStitched	chr10	15824653	15834384	1	9732	38257.4265	1919.9263	596	1
2_MACS_peak_19296_lociStitched	chr3	196357885	196371293	2	10668	31811.8208	4152.4576	597	1
2_MACS_peak_8814_lociStitched	chr15	59266374	59281262	2	10747	29222.1664	2758.7464	598	1
1_MACS_peak_26408_lociStitched	chr8	129664517	129673777	1	9261	41522.766	2031.644	599	1
2_MACS_peak_2638_lociStitched	chr1	230238332	230249218	2	10863	26323.4366	2974.0552	604	1
2_MACS_peak_11666_lociStitched	chr17	76116375	76129625	2	9525	38822.5	2354.525	605	1
