REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
2_MACS_peak_2915_lociStitched	chr10	11282104	11313468	2	25604	68348.4288	6671.1228	194	CELF2		CELF2	194	1
5_MACS_peak_9236_lociStitched	chr15	89646595	89675502	5	20626	66804.077	5252.4019	195	ABHD2		ABHD2	195	1
2_MACS_peak_13575_lociStitched	chr2	11883400	11898195	2	14767	64910.1035	3462.03	196	LPIN1		LPIN1	196	1
2_MACS_peak_14907_lociStitched	chr2	158322694	158338041	2	10982	64264.0278	2829.9868	197		CYTIP	CYTIP	197	1
6_MACS_peak_5608_lociStitched	chr12	7045695	7080825	6	23067	68341.902	7036.539	198	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12	LRRC23,ENO2,LPCAT3	PTPN6	198	1
3_MACS_peak_6358_lociStitched	chr12	68751348	68771035	3	17058	65293.9042	4012.2106	199		MDM1	MDM1	199	1
1_MACS_peak_21310_lociStitched	chr5	86407872	86421337	1	13466	64241.515	2967.686	200	MIR4280		MIR4280	200	1
2_MACS_peak_19826_lociStitched	chr4	74453697	74476575	2	21016	65369.3094	4106.601	201	RASSF6		RASSF6	201	1
2_MACS_peak_20758_lociStitched	chr5	6475600	6488412	2	11797	63894.7252	2799.422	202	UBE2QL1		UBE2QL1	202	1
3_MACS_peak_16338_lociStitched	chr20	52224560	52244825	3	13797	64108.3275	3293.0625	203		ZNF217	ZNF217	203	1
2_MACS_peak_4380_lociStitched	chr11	26097988	26113605	2	13517	63620.5346	2993.7789	204			ANO3	204	1
4_MACS_peak_16673_lociStitched	chr21	36235938	36263151	4	17410	67488.24	6928.4298	205	RUNX1		RUNX1	205	1
2_MACS_peak_2695_lociStitched	chr1	234734120	234750564	2	12284	64980.1104	4594.4536	206	IRF2BP2	NCRNA00184	IRF2BP2	206	1
1_MACS_peak_21752_lociStitched	chr5	139046472	139052576	1	6105	61969.6392	1601.6896	207	CXXC5		CXXC5	207	1
2_MACS_peak_4889_lociStitched	chr11	71413957	71427678	2	12998	63665.44	3312.2494	208			FAM86C	208	1
4_MACS_peak_12785_lociStitched	chr19	16243849	16272849	4	23562	65241.3	5043.1	209	RAB8A,HSH2D,CIB3	FAM32A,AP1M1	HSH2D	209	1
2_MACS_peak_9039_lociStitched	chr15	75351816	75371080	2	15385	63642.4768	3619.7056	210		PPCDC	PPCDC	210	1
3_MACS_peak_14382_lociStitched	chr2	87782386	87821835	3	30619	66372.9425	6619.5422	211	NCRNA00152		NCRNA00152	211	1
5_MACS_peak_18837_lociStitched	chr3	156795279	156824992	5	19171	67513.8786	8001.7109	212	LOC100498859,LOC339894		LOC100498859	212	1
1_MACS_peak_28190_lociStitched	chrX	48790292	48804619	1	14328	61359.6756	1904.0583	213	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	213	1
1_MACS_peak_3106_lociStitched	chr10	30988651	30997429	1	8779	61288.8738	1885.5144	214			LYZL2	214	1
3_MACS_peak_22487_lociStitched	chr6	25365851	25390466	3	20261	64451.916	5060.844	215	LRRC16A		LRRC16A	215	1
1_MACS_peak_21648_lociStitched	chr5	131434661	131444236	1	9576	61403.5175	2239.5925	216		IL3,CSF2	CSF2	216	1
2_MACS_peak_16528_lociStitched	chr21	19151489	19169169	2	16094	62896.6	3861.312	217	C21orf91		C21orf91	217	1
1_MACS_peak_3651_lociStitched	chr10	91803442	91814137	1	10696	61206.4155	2178.5715	218			KIF20B	218	1
3_MACS_peak_13665_lociStitched	chr2	25622768	25646566	3	16074	63159.892	4152.751	219	DTNB		DNMT3A	219	1
4_MACS_peak_19848_lociStitched	chr4	76022195	76044187	4	14471	62567.24	3842.0024	220			PARM1	220	1
3_MACS_peak_20814_lociStitched	chr5	15426502	15451487	3	19822	62270.1155	3837.696	221		FBXL7	FBXL7	221	1
1_MACS_peak_21038_lociStitched	chr5	55436161	55454260	1	18100	62300.3778	3884.0454	222	ANKRD55		ANKRD55	222	1
3_MACS_peak_27169_lociStitched	chr9	93670825	93690416	3	16967	61680.3044	3612.5804	223			SYK	223	1
1_MACS_peak_25696_lociStitched	chr8	29408678	29420544	1	11867	60177.2324	2542.8838	224			C8orf75	224	1
1_MACS_peak_24462_lociStitched	chr7	55615820	55643863	1	28044	63144.4231	5524.471	225	VOPP1		VOPP1	225	1
1_MACS_peak_26299_lociStitched	chr8	118449952	118458487	1	8536	59737.3185	2208.0045	226			MED30	226	1
6_MACS_peak_10124_lociStitched	chr16	67562376	67601716	6	21931	63368.872	6101.634	227	FAM65A,CTCF	ATP6V0D1,AGRP	FAM65A	227	1
1_MACS_peak_9038_lociStitched	chr15	75333933	75342678	1	8746	59403.9105	2364.648	228	PPCDC	SCAMP5	PPCDC	228	1
3_MACS_peak_17035_lociStitched	chr22	29206692	29225761	3	18192	60469.7059	3651.7135	229		CCDC117,XBP1	XBP1	229	1
2_MACS_peak_13707_lociStitched	chr2	27374169	27393675	2	18971	60185.763	3596.9064	230	TCF23	ABHD1,C2orf28,CAD,CGREF1,PREB,C2orf53,SLC5A6	TCF23	230	1
1_MACS_peak_10993_lociStitched	chr17	37909174	37916398	1	7225	58057.1208	1830.5616	231		GRB7,C17orf37	GRB7	231	1
1_MACS_peak_1993_lociStitched	chr1	178544304	178553822	1	9519	59026.8288	2942.0138	232		C1orf220	C1orf220	232	1
6_MACS_peak_23400_lociStitched	chr6	113946299	113974158	6	19525	60880.2727	4944.9725	233			MARCKS	233	1
2_MACS_peak_16730_lociStitched	chr21	41295602	41312143	2	14082	60291.945	4479.3028	234	PCP4		PCP4	234	1
3_MACS_peak_1820_lociStitched	chr1	161144659	161163948	3	15208	61028.4671	5221.5323	235	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	235	1
9_MACS_peak_28036_lociStitched	chrX	37634647	37685574	9	30285	59548.9411	4140.3651	236	CYBB	DYNLT3	CYBB	236	1
1_MACS_peak_21113_lociStitched	chr5	61983693	61992318	1	8626	57213.9375	1819.0125	237			LRRC70	237	1
1_MACS_peak_10849_lociStitched	chr17	29634726	29650813	1	16088	59222.6818	3959.0107	238	NF1,EVI2B,EVI2A	OMG	EVI2B	238	1
1_MACS_peak_24887_lociStitched	chr7	104651268	104657583	1	6316	56967.615	1706.313	239	MLL5,LOC100216545		LOC100216545	239	1
2_MACS_peak_3643_lociStitched	chr10	91644945	91655669	2	8102	57076.3452	2141.5828	240			KIF20B	240	1
3_MACS_peak_19089_lociStitched	chr3	181635645	181662346	3	18293	61145.29	6448.2915	241			SOX2	241	1
5_MACS_peak_8107_lociStitched	chr14	81930593	81956211	5	20959	57753.2192	3222.7444	242	SEL1L		SEL1L	242	1
2_MACS_peak_19642_lociStitched	chr4	40301325	40319958	2	13978	58416.3183	3942.7428	243		CHRNA9	CHRNA9	243	1
1_MACS_peak_22695_lociStitched	chr6	32934551	32941959	1	7409	56888.9952	2561.6864	244	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	244	1
2_MACS_peak_6488_lociStitched	chr12	89737830	89749731	2	11476	56667.8016	2646.7824	245	DUSP6		DUSP6	245	1
3_MACS_peak_24981_lociStitched	chr7	114556318	114574606	3	13864	59205.5712	5378.5008	246	MDFIC		MDFIC	246	1
1_MACS_peak_16246_lociStitched	chr20	45978100	45987520	1	9421	55967.046	2209.932	247	ZMYND8	LOC100131496	ZMYND8	247	1
3_MACS_peak_5545_lociStitched	chr12	4216154	4230709	3	11640	56965.359	3218.1105	248			CCND2	248	1
1_MACS_peak_24883_lociStitched	chr7	104575348	104587491	1	12144	56021.7305	2461.3861	249		LOC723809	LOC723809	249	1
2_MACS_peak_11717_lociStitched	chr17	78873328	78887336	2	10624	55426.8544	2224.4704	250	RPTOR		CHMP6	250	1
1_MACS_peak_26476_lociStitched	chr8	137188203	137202095	1	13893	56432.0824	3306.296	251			KHDRBS3	251	1
1_MACS_peak_2586_lociStitched	chr1	226838325	226852599	1	14275	57695.508	4587.6636	252	ITPKB		ITPKB	252	1
1_MACS_peak_20876_lociStitched	chr5	32529699	32544408	1	14710	56341.3536	3243.3345	253		SUB1	SUB1	253	1
4_MACS_peak_1652_lociStitched	chr1	154821601	154851763	4	15713	59111.4876	6110.8212	254	KCNN3		KCNN3	254	1
1_MACS_peak_24100_lociStitched	chr7	20254597	20262975	1	8379	55215.209	2236.926	255	MACC1		MACC1	255	1
3_MACS_peak_7575_lociStitched	chr13	115023341	115048589	3	20020	57176.6208	4559.7888	256	CDC16,UPF3A	ZNF828	UPF3A	256	1
2_MACS_peak_16353_lociStitched	chr20	52480899	52491335	2	9892	54959.1068	2395.062	257	SUMO1P1		SUMO1P1	257	1
2_MACS_peak_19200_lociStitched	chr3	186779567	186792583	2	10029	56865.6024	4379.884	258	ST6GAL1		ST6GAL1	258	1
1_MACS_peak_6647_lociStitched	chr12	102870333	102879572	1	9240	54550.7516	2178.5562	259	IGF1		IGF1	259	1
3_MACS_peak_22170_lociStitched	chr5	180228548	180249681	3	15269	55884.1052	4055.4227	260	MGAT1	LOC729678,ZFP62	MGAT1	260	1
1_MACS_peak_15571_lociStitched	chr2	231728926	231740080	1	11155	52958.0766	1174.5162	261	ITM2C	GPR55	ITM2C	261	1
1_MACS_peak_10024_lociStitched	chr16	56961094	56976439	1	15346	55142.2575	3363.624	262	HERPUD1	CETP,NLRC5	HERPUD1	262	1
2_MACS_peak_1725_lociStitched	chr1	156450479	156476395	2	21774	58938.1672	7466.3996	263	MEF2D		MEF2D	263	1
1_MACS_peak_16395_lociStitched	chr20	56047044	56058819	1	11776	54008.3925	2586.9675	264		CTCFL	CTCFL	264	1
5_MACS_peak_21477_lociStitched	chr5	109247507	109282915	5	23819	57134.3488	5775.0448	265		LOC100289673	LOC100289673	265	1
5_MACS_peak_11683_lociStitched	chr17	76753779	76779898	5	19942	56336.0711	5087.9812	266	CYTH1		CYTH1	266	1
2_MACS_peak_225_lociStitched	chr1	17221196	17233669	2	7769	55841.621	4647.4398	267		CROCC	CROCC	267	1
1_MACS_peak_1274_lociStitched	chr1	111172666	111181807	1	9142	52477.5669	1465.3023	268		KCNA2,KCNA3	KCNA2	268	1
1_MACS_peak_19610_lociStitched	chr4	38123428	38137200	1	13773	53820.976	2837.032	269	TBC1D1		PTTG2	269	1
5_MACS_peak_16180_lociStitched	chr20	42564695	42593837	5	22019	55457.226	4671.4626	270	TOX2		TOX2	270	1
4_MACS_peak_27672_lociStitched	chr9	134126728	134153509	4	19297	55591.9998	4949.1288	271	FAM78A	PPAPDC3	FAM78A	271	1
3_MACS_peak_21332_lociStitched	chr5	88563458	88580714	3	11802	53748.9888	3363.1944	272			MEF2C	272	1
5_MACS_peak_11616_lociStitched	chr17	74475080	74503231	5	18179	54328.6149	4501.3449	273	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	273	1
4_MACS_peak_8074_lociStitched	chr14	77487892	77511096	4	22058	52257.7284	2438.7404	274	C14orf4		C14orf4	274	1
2_MACS_peak_24398_lociStitched	chr7	47512769	47525106	2	12327	52848.0069	3068.2119	275	TNS3		TNS3	275	1
4_MACS_peak_18503_lociStitched	chr3	124487278	124513313	4	20655	54168.421	4402.5185	276	ITGB5	UMPS	UMPS	276	1
4_MACS_peak_8535_lociStitched	chr15	38455120	38486734	4	21844	54543.6342	4934.9454	277			SPRED1	277	1
2_MACS_peak_14905_lociStitched	chr2	158294203	158311443	2	12212	53538.82	3960.028	278	CYTIP		CYTIP	278	1
6_MACS_peak_14202_lociStitched	chr2	70330797	70361118	6	17451	55084.1607	5509.3257	279	LOC100133985	PCBP1,LOC400960	LOC100133985	279	1
4_MACS_peak_14091_lociStitched	chr2	64429702	64456494	4	20824	54623.5296	5138.7056	280	LOC150992		LOC150992	280	1
3_MACS_peak_15958_lociStitched	chr20	25261408	25282750	3	14427	52885.476	3502.2222	281	PYGB,ABHD12		PYGB	281	1
1_MACS_peak_12948_lociStitched	chr19	29120278	29126360	1	6083	50791.9984	1427.4454	282			LOC148145	282	1
4_MACS_peak_6901_lociStitched	chr12	123354777	123387459	4	25836	52588.6062	3385.8552	283	VPS37B	HIP1R	VPS37B	283	1
4_MACS_peak_21549_lociStitched	chr5	118657680	118680561	4	18088	53413.4064	4599.081	284	TNFAIP8	TNFAIP8	TNFAIP8	284	1
1_MACS_peak_20102_lociStitched	chr4	105406375	105417597	1	11223	50946.7578	2493.5284	285	CXXC4		CXXC4	285	1
6_MACS_peak_14106_lociStitched	chr2	64862651	64896354	6	20759	54319.1251	5938.4686	286	SERTAD2	LOC339807	SERTAD2	286	1
1_MACS_peak_11146_lociStitched	chr17	43297994	43308044	1	10051	50670.09	2416.02	287	FMNL1	LOC100133991,C17orf46	FMNL1	287	1
1_MACS_peak_11877_lociStitched	chr18	9132797	9154919	1	22123	53048.556	4904.4474	288	NDUFV2,ANKRD12		ANKRD12	288	1
1_MACS_peak_8881_lociStitched	chr15	65183363	65190030	1	6668	49729.153	1748.0874	289		PLEKHO2,ANKDD1A	ANKDD1A	289	1
2_MACS_peak_20615_lociStitched	chr4	185263214	185278042	2	11363	50926.766	3134.6392	290			IRF2	290	1
2_MACS_peak_16969_lociStitched	chr22	23477623	23488920	2	10795	49915.7945	2424.3362	291	RAB36,RTDR1	BCR	RTDR1	291	1
2_MACS_peak_17615_lociStitched	chr3	15834585	15854086	2	18965	51511.8915	4032.8068	292	ANKRD28	ANKRD28	ANKRD28	292	1
4_MACS_peak_14095_lociStitched	chr2	64486066	64516195	4	17478	52225.6086	4754.3562	293			LOC150992	293	1
4_MACS_peak_12734_lociStitched	chr19	13943786	13962115	4	12225	50318.6037	2895.982	294	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	294	1
1_MACS_peak_25149_lociStitched	chr7	130789934	130797278	1	7345	49998.6864	2607.12	295	MKLN1,FLJ43663		FLJ43663	295	1
2_MACS_peak_15164_lociStitched	chr2	187810056	187821309	2	9534	49605.4746	2261.853	296			ZSWIM2	296	1
4_MACS_peak_10311_lociStitched	chr16	81841341	81871662	4	21049	50105.4525	2877.4629	297	PLCG2		PLCG2	297	1
1_MACS_peak_4742_lociStitched	chr11	65263169	65278687	1	15519	50958.0084	3825.187	298	MALAT1	SCYL1,LTBP3	MALAT1	298	1
3_MACS_peak_25565_lociStitched	chr8	19518489	19540886	3	14852	50823.2724	3697.7447	299	CSGALNACT1		CSGALNACT1	299	1
1_MACS_peak_4382_lociStitched	chr11	26125772	26136559	1	10788	49063.5908	1984.808	300			ANO3	300	1
1_MACS_peak_9036_lociStitched	chr15	75298371	75305651	1	7281	48537.944	1590.68	301	SCAMP5	PPCDC,RPP25	PPCDC	301	1
3_MACS_peak_17019_lociStitched	chr22	26974522	26993677	3	13701	50168.8605	3664.3515	302	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	302	1
2_MACS_peak_19687_lociStitched	chr4	48191047	48206888	2	13763	49400.1585	3146.0226	303	TEC		TXK	303	1
1_MACS_peak_4085_lociStitched	chr11	267217	271735	1	4519	46925.3034	1187.7822	304		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	304	1
2_MACS_peak_21504_lociStitched	chr5	112256274	112268154	2	10234	48472.776	2811.996	305	REEP5	DCP2	REEP5	305	1
2_MACS_peak_7797_lociStitched	chr14	50465307	50476702	2	9481	47034.002	1416.3985	306	C14orf182		C14orf182	306	1
4_MACS_peak_3440_lociStitched	chr10	74005560	74025889	4	16687	49133.1601	3579.9369	307		ANAPC16,DDIT4,ASCC1	DDIT4	307	1
2_MACS_peak_24345_lociStitched	chr7	43684696	43699573	2	11071	48313.0575	2862.3348	308	C7orf44		STK17A	308	1
1_MACS_peak_2329_lociStitched	chr1	206727309	206739652	1	12344	49838.5654	4389.1708	309	RASSF5	LGTN	RASSF5	309	1
2_MACS_peak_25114_lociStitched	chr7	128572292	128582590	2	7749	48515.9376	3121.3238	310	IRF5	KCP	IRF5	310	1
1_MACS_peak_27177_lociStitched	chr9	93794204	93800294	1	6091	46575.102	1249.059	311		LOC100129316	LOC100129316	311	1
2_MACS_peak_7375_lociStitched	chr13	77898718	77915458	2	12029	48689.964	3379.806	312	MYCBP2		MYCBP2	312	1
3_MACS_peak_11546_lociStitched	chr17	72732825	72757130	3	22507	49832.5415	4564.479	313	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	313	1
1_MACS_peak_21079_lociStitched	chr5	58851358	58866590	1	15233	47720.3328	2636.6592	314	PDE4D		PDE4D	314	1
1_MACS_peak_27952_lociStitched	chrX	19470045	19470607	1	563	45013.3338	117.9638	315	MAP3K15		MAP3K15	315	1
2_MACS_peak_1810_lociStitched	chr1	161007657	161018846	2	7081	48509.9095	3797.5466	316	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	316	1
4_MACS_peak_5219_lociStitched	chr11	111231784	111251784	4	17227	48634	4018	317	POU2AF1		POU2AF1	317	1
2_MACS_peak_27186_lociStitched	chr9	94181006	94195951	2	14790	48033.23	3579.3275	318	NFIL3		NFIL3	318	1
4_MACS_peak_14149_lociStitched	chr2	67686027	67706442	4	14978	47852.76	3399.0975	319			ETAA1	319	1
1_MACS_peak_16200_lociStitched	chr20	43269396	43282277	1	12882	47193.4078	3007.7135	320	ADA	LOC79015	ADA	320	1
1_MACS_peak_11639_lociStitched	chr17	75203668	75211709	1	8042	46266.3058	2109.9584	321	SEC14L1		SEC14L1	321	1
1_MACS_peak_27172_lociStitched	chr9	93701451	93708865	1	7415	46017.2152	1979.538	322			SYK	322	1
3_MACS_peak_24439_lociStitched	chr7	52773199	52789222	3	13226	46365.7551	2352.1764	323			POM121L12	323	1
1_MACS_peak_8339_lociStitched	chr14	106323790	106329586	1	5797	44513.28	714.6468	324			KIAA0125	324	1
2_MACS_peak_27392_lociStitched	chr9	112903522	112925612	2	21962	49108.279	5365.661	325	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	325	1
3_MACS_peak_27862_lociStitched	chrX	10064783	10091448	3	17788	46605.087	2935.8165	326	WWC3	CLCN4	CLCN4	326	1
3_MACS_peak_16778_lociStitched	chr21	44724956	44747610	3	15702	47534.8882	4270.279	327			SIK1	327	1
3_MACS_peak_22082_lociStitched	chr5	173309919	173344077	3	28636	49932.1644	6732.5418	328	CPEB4		CPEB4	328	1
3_MACS_peak_6708_lociStitched	chr12	108953743	108973076	3	18770	47290.4513	4127.5955	329	ISCU,SART3	FICD,TMEM119	ISCU	329	1
2_MACS_peak_3541_lociStitched	chr10	81001113	81020668	2	18395	46771.649	3613.764	330	ZMIZ1		PPIF	330	1
2_MACS_peak_6352_lociStitched	chr12	68375869	68387673	2	9411	45491.4356	2411.5572	331			IFNG	331	1
1_MACS_peak_15063_lociStitched	chr2	175456457	175465382	1	8926	45259.5675	2251.7775	332	WIPF1		WIPF1	332	1
1_MACS_peak_16188_lociStitched	chr20	42694801	42701030	1	6230	43953.6927	1070.7651	333	TOX2		JPH2	333	1
2_MACS_peak_28591_lociStitched	chrX	128901818	128921820	2	18657	45454.545	2642.2642	334	XPNPEP2,SASH3		SASH3	334	1
3_MACS_peak_11528_lociStitched	chr17	70581698	70602182	3	17305	46685.0844	3977.9928	335	LOC100499467,FLJ26484		LOC100499467	335	1
4_MACS_peak_14525_lociStitched	chr2	106324948	106353231	4	22100	46797.0518	4307.5009	336		NCK2	NCK2	336	1
2_MACS_peak_696_lociStitched	chr1	44289300	44306117	2	12540	45696.8341	3250.7261	337	ST3GAL3		ARTN	337	1
3_MACS_peak_23548_lociStitched	chr6	130832812	130851689	3	14689	45806.9282	3403.5231	338			TMEM200A	338	1
3_MACS_peak_15216_lociStitched	chr2	192530473	192546598	3	12790	45553.125	3160.5	339	OBFC2A		OBFC2A	339	1
1_MACS_peak_17034_lociStitched	chr22	29185930	29199947	1	14018	45664.5826	3303.8069	340	XBP1	HSCB,CCDC117,CHEK2	XBP1	340	1
3_MACS_peak_21950_lociStitched	chr5	156339080	156362354	3	17013	46147.6872	3926.3238	341	LOC100286948,TIMD4		LOC100286948	341	1
3_MACS_peak_5914_lociStitched	chr12	32608344	32625783	3	15777	45524.5095	3390.1416	342		FGD4	FGD4	342	1
2_MACS_peak_11245_lociStitched	chr17	47815854	47827729	2	11783	44854.25	2819.125	343	FAM117A	MYST2,SLC35B1	FAM117A	343	1
1_MACS_peak_26460_lociStitched	chr8	134508163	134515644	1	7482	44167.824	2174.7267	344	ST3GAL1		ST3GAL1	344	1
3_MACS_peak_5480_lociStitched	chr11	130696141	130720432	3	15866	46237.9185	4270.3578	345			SNX19	345	1
1_MACS_peak_18157_lociStitched	chr3	69128362	69145995	1	17634	45540.7491	3685.297	346	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	346	1
1_MACS_peak_20611_lociStitched	chr4	185184115	185192064	1	7950	43786.2716	1945.1203	347		ENPP6	ENPP6	347	1
3_MACS_peak_1277_lociStitched	chr1	111323142	111338744	3	10605	43523.3392	1841.036	348			CD53	348	1
2_MACS_peak_3204_lociStitched	chr10	45949175	45961354	2	10341	43762.8007	2119.146	349	MARCH8		MARCH8	349	1
2_MACS_peak_22659_lociStitched	chr6	31694463	31709357	2	11990	45163.0762	3707.1166	350	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	350	1
1_MACS_peak_11327_lociStitched	chr17	55431154	55437966	1	6813	43186.0364	1757.496	351	MSI2		MSI2	351	1
1_MACS_peak_16751_lociStitched	chr21	43448639	43454311	1	5673	43019.284	1910.3296	352		C21orf121,UMODL1,ZNF295	C21orf121	352	1
1_MACS_peak_4571_lociStitched	chr11	58340113	58347900	1	7788	43139.98	2063.555	353	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	353	1
1_MACS_peak_6562_lociStitched	chr12	94595669	94604343	1	8675	42950.1784	1903.943	354	PLXNC1		PLXNC1	354	1
2_MACS_peak_5000_lociStitched	chr11	78162408	78178702	2	11476	43557.1208	2590.746	355	NARS2	GAB2	GAB2	355	1
1_MACS_peak_20377_lociStitched	chr4	144272589	144283036	1	10448	43331.0219	2409.0782	356	GAB1		GAB1	356	1
1_MACS_peak_4843_lociStitched	chr11	67644698	67655696	1	10999	43311.2238	2455.8534	357			LOC645332	357	1
1_MACS_peak_23658_lociStitched	chr6	138186905	138196184	1	9280	43449.8454	2599.9758	358	TNFAIP3		TNFAIP3	358	1
2_MACS_peak_1542_lociStitched	chr1	150120989	150139349	2	12409	45134.388	4362.336	359	PLEKHO1		PLEKHO1	359	1
1_MACS_peak_1647_lociStitched	chr1	154754950	154766271	1	11322	44145.1074	3398.5642	360	KCNN3		KCNN3	360	1
1_MACS_peak_16141_lociStitched	chr20	37518230	37524052	1	5823	42106.4506	1406.013	361	PPP1R16B	FAM83D	FAM83D	361	1
1_MACS_peak_26461_lociStitched	chr8	134576512	134586073	1	9562	42807.4653	2123.4981	362	ST3GAL1		ST3GAL1	362	1
4_MACS_peak_5578_lociStitched	chr12	6552147	6572397	4	10737	44381.925	3748.275	363	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	363	1
2_MACS_peak_27174_lociStitched	chr9	93732030	93742589	2	8537	42233.8882	1897.4523	364			LOC100129316	364	1
2_MACS_peak_13765_lociStitched	chr2	33699604	33710392	2	7954	42838.0692	2566.4652	365	RASGRP3	RASGRP3	RASGRP3	365	1
4_MACS_peak_15258_lociStitched	chr2	198062327	198084079	4	15281	44219.6408	3974.0904	366	ANKRD44		ANKRD44	366	1
1_MACS_peak_23688_lociStitched	chr6	139608969	139616187	1	7219	41734.476	1595.178	367	TXLNB		TXLNB	367	1
4_MACS_peak_3321_lociStitched	chr10	63798119	63814932	4	14741	43836.5349	3700.5413	368	ARID5B		ARID5B	368	1
2_MACS_peak_21474_lociStitched	chr5	109187849	109202467	2	13556	42512.0676	2439.7442	369	MAN2A1	LOC100289673	LOC100289673	369	1
1_MACS_peak_10994_lociStitched	chr17	37924623	37938975	1	14353	43360.2624	3303.8304	370	IKZF3	GRB7,C17orf37	GRB7	370	1
2_MACS_peak_16509_lociStitched	chr21	16046625	16061400	2	11589	42702.705	2721.555	371			SAMSN1	371	1
2_MACS_peak_17712_lociStitched	chr3	30682351	30703713	2	19370	43965.1322	4058.78	372	TGFBR2		TGFBR2	372	1
3_MACS_peak_5413_lociStitched	chr11	126056245	126069150	3	11686	42036.747	2284.185	373		FAM118B,RPUSD4	RPUSD4	373	1
5_MACS_peak_21322_lociStitched	chr5	87954444	87976772	5	11873	44137.9904	4407.5472	374	LOC645323,MIR9-2		MIR9-2	374	1
2_MACS_peak_19248_lociStitched	chr3	193815313	193824104	2	8763	42428.8824	2775.3187	375		HES1	HES1	375	1
4_MACS_peak_5691_lociStitched	chr12	11901229	11920606	4	17625	43199.0838	3623.499	376	ETV6		ETV6	376	1
2_MACS_peak_21858_lociStitched	chr5	148204604	148222805	2	13106	43791.606	4260.8541	377	ADRB2		ADRB2	377	1
4_MACS_peak_22350_lociStitched	chr6	11713462	11736117	4	15557	43271.05	3740.3405	378	C6orf105		C6orf105	378	1
1_MACS_peak_26408_lociStitched	chr8	129664517	129673777	1	9261	41522.766	2031.644	379			MIR1208	379	1
1_MACS_peak_23304_lociStitched	chr6	106609972	106617754	1	7783	41417.3604	2146.2756	380			PRDM1	380	1
2_MACS_peak_16053_lociStitched	chr20	32988826	33006312	2	14136	42679.8288	3460.4794	381	ITCH	MIR644	ITCH	381	1
3_MACS_peak_13094_lociStitched	chr19	40645338	40672035	3	16565	43713.6678	4506.4536	382		MAP3K10,ZNF780A	MAP3K10	382	1
1_MACS_peak_14127_lociStitched	chr2	65254622	65261312	1	6691	40753.473	1585.53	383		SLC1A4,CEP68	CEP68	383	1
1_MACS_peak_1799_lociStitched	chr1	160675181	160685880	1	10700	43192.9329	4227.1749	384	CD48	SLAMF7	CD48	384	1
1_MACS_peak_21367_lociStitched	chr5	90673938	90681164	1	7227	41193.9808	2232.1114	385	LOC100129716,ARRDC3		LOC100129716	385	1
5_MACS_peak_11587_lociStitched	chr17	73850494	73875796	5	13911	43160.1516	4268.4474	386	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	386	1
3_MACS_peak_5034_lociStitched	chr11	82764457	82784622	3	13231	43066.3905	4196.3365	387	RAB30	SNORA70E	RAB30	387	1
1_MACS_peak_6518_lociStitched	chr12	92600235	92606082	1	5848	40037.3325	1396.8483	388			BTG1	388	1
3_MACS_peak_9981_lociStitched	chr16	50713887	50733158	3	14935	42371.1477	3752.0637	389	NOD2,SNX20	CYLD	NOD2	389	1
2_MACS_peak_26310_lociStitched	chr8	120879379	120891108	2	6816	40777.0414	2183.9398	390	DEPDC6	TAF2,DSCC1	DEPDC6	390	1
4_MACS_peak_287_lociStitched	chr1	23936721	23963118	4	15719	42712.9857	4234.0788	391	MDS2		MDS2	391	1
3_MACS_peak_15831_lociStitched	chr20	9479080	9499861	3	14021	42418.1772	3952.5462	392	C20orf103		C20orf103	392	1
2_MACS_peak_10381_lociStitched	chr16	89033285	89046421	2	9475	39514.4016	1203.2576	393	CBFA2T3	CBFA2T3	CBFA2T3	393	1
