REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
3_MACS_peak_17913_lociStitched	chr3	46577145	46601156	3	17500	87313.6004	4482.8537	164	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	1.3641	164	1
5_MACS_peak_8107_lociStitched	chr14	81930593	81956211	5	20959	57753.2192	3222.7444	165	SEL1L		SEL1L	SEL1L	0.7809	165	1
3_MACS_peak_1700_lociStitched	chr1	155938358	155962339	3	19317	75501.7804	6213.4771	166	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	2.0699	166	1
3_MACS_peak_22487_lociStitched	chr6	25365851	25390466	3	20261	64451.916	5060.844	167	LRRC16A		LRRC16A	LRRC16A	0.5386	167	1
2_MACS_peak_6519_lociStitched	chr12	92753302	92771129	2	17421	84680.0327	3738.3219	168		CLLU1	CLLU1	CLLU1	0.44299999999999995	168	1
6_MACS_peak_8228_lociStitched	chr14	95945632	95986337	6	22030	39023.8835	3508.771	169		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	C14orf49	0.28090000000000004	169	1
2_MACS_peak_27383_lociStitched	chr9	112665368	112684664	2	18879	74856.9024	4322.304	170	PALM2,PALM2-AKAP2		PALM2	PALM2	0.3821	170	1
3_MACS_peak_26372_lociStitched	chr8	126285286	126316046	3	22047	37702.532	5542.952	171	NSMCE2		TRIB1	TRIB1	NONE	171	1
2_MACS_peak_21337_lociStitched	chr5	88633739	88653161	2	16533	88921.6848	4235.9382	172			MEF2C	MEF2C	0.5811999999999999	172	1
4_MACS_peak_10311_lociStitched	chr16	81841341	81871662	4	21049	50105.4525	2877.4629	173	PLCG2		PLCG2	PLCG2	0.27230000000000004	173	1
4_MACS_peak_14091_lociStitched	chr2	64429702	64456494	4	20824	54623.5296	5138.7056	174	LOC150992		LOC150992	LOC150992	0.5545	174	1
4_MACS_peak_2640_lociStitched	chr1	230256346	230287763	4	18141	80304.9937	7235.3351	175	GALNT2		GALNT2	GALNT2	0.4727	175	1
4_MACS_peak_18503_lociStitched	chr3	124487278	124513313	4	20655	54168.421	4402.5185	176	ITGB5	UMPS	UMPS	NONE	NONE	176	1
6_MACS_peak_14106_lociStitched	chr2	64862651	64896354	6	20759	54319.1251	5938.4686	177	SERTAD2	LOC339807	SERTAD2	SERTAD2	1.199	177	1
1_MACS_peak_20612_lociStitched	chr4	185200710	185211830	1	11121	108865.912	2964.592	178			ENPP6	ENPP6	NONE	178	1
3_MACS_peak_20814_lociStitched	chr5	15426502	15451487	3	19822	62270.1155	3837.696	179		FBXL7	FBXL7	NONE	NONE	179	1
2_MACS_peak_8460_lociStitched	chr15	31546203	31562988	2	15559	91056.9465	3101.868	180			KLF13	KLF13	1.5601	180	1
2_MACS_peak_13858_lociStitched	chr2	42342979	42361418	2	18297	74087.902	4028.9215	181		EML4	EML4	EML4	0.02579999999999999	181	1
2_MACS_peak_13070_lociStitched	chr19	39880767	39904003	2	18052	75437.9976	5044.5356	182	MED29,ZFP36,PLEKHG2,PAF1	SAMD4B,SUPT5H,RPS16	ZFP36	ZFP36	4.3064	182	1
4_MACS_peak_1795_lociStitched	chr1	160633638	160655593	4	15125	94979.5255	6922.4115	183	CD48	SLAMF1	SLAMF1	SLAMF1	0.33519999999999994	183	1
3_MACS_peak_7575_lociStitched	chr13	115023341	115048589	3	20020	57176.6208	4559.7888	184	CDC16,UPF3A	ZNF828	UPF3A	UPF3A	0.7657	184	1
5_MACS_peak_8359_lociStitched	chr15	20969445	20996830	5	21338	37933.702	4354.215	185		BCL8	BCL8	NONE	NONE	185	1
5_MACS_peak_18837_lociStitched	chr3	156795279	156824992	5	19171	67513.8786	8001.7109	186	LOC100498859,LOC339894		LOC100498859	LOC100498859	2.6381	186	1
6_MACS_peak_23400_lociStitched	chr6	113946299	113974158	6	19525	60880.2727	4944.9725	187			MARCKS	MARCKS	NONE	187	1
5_MACS_peak_11683_lociStitched	chr17	76753779	76779898	5	19942	56336.0711	5087.9812	188	CYTH1		CYTH1	CYTH1	0.8851	188	1
2_MACS_peak_6525_lociStitched	chr12	92851139	92867499	2	15825	86634.38	3731.716	189		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.44299999999999995	189	1
1_MACS_peak_3892_lociStitched	chr10	112213896	112226764	1	12869	99177.5364	2689.412	190		DUSP5	DUSP5	DUSP5	1.4989000000000001	190	1
2_MACS_peak_23689_lociStitched	chr6	139631600	139649940	2	18128	70629.174	3370.892	191		TXLNB,CITED2	TXLNB	CITED2	1.8723999999999998	191	1
1_MACS_peak_19042_lociStitched	chr3	178228487	178241795	1	13309	97941.5568	4218.636	192		KCNMB2	KCNMB2	KCNMB2	0.08229999999999998	192	1
1_MACS_peak_13857_lociStitched	chr2	42322841	42336943	1	14103	92447.0712	3106.6706	193		PKDCC	PKDCC	PKDCC	0.0039000000000000007	193	1
3_MACS_peak_25422_lociStitched	chr8	2027473	2051002	3	17590	72728.139	4204.6323	194	MYOM2		MYOM2	MYOM2	0.892	194	1
2_MACS_peak_13707_lociStitched	chr2	27374169	27393675	2	18971	60185.763	3596.9064	195	TCF23	ABHD1,C2orf28,CAD,CGREF1,PREB,C2orf53,SLC5A6	TCF23	TCF23	1.4603	195	1
1_MACS_peak_14344_lociStitched	chr2	86218252	86230897	1	12646	97314.6555	2775.5775	196		LOC90784	LOC90784	LOC90784	0.06500000000000002	196	1
2_MACS_peak_9747_lociStitched	chr16	23402446	23420503	2	17076	74300.9436	3132.8895	197	COG7		COG7	COG7	1.0554	197	1
1_MACS_peak_21329_lociStitched	chr5	88170793	88187196	1	16404	79487.2977	4028.5768	198	MEF2C		MEF2C	MEF2C	0.5811999999999999	198	1
4_MACS_peak_27672_lociStitched	chr9	134126728	134153509	4	19297	55591.9998	4949.1288	199	FAM78A	PPAPDC3	FAM78A	FAM78A	1.5548	199	1
5_MACS_peak_14396_lociStitched	chr2	88898877	88928608	5	20773	33257.0966	6195.9404	200	EIF2AK3		EIF2AK3	EIF2AK3	0.31170000000000003	200	1
2_MACS_peak_25194_lociStitched	chr7	136031538	136048117	2	16357	78572.8547	4748.2256	201			LUZP6	LUZP6	NONE	201	1
1_MACS_peak_16753_lociStitched	chr21	43478856	43487318	1	8463	108299.2146	3092.0148	202	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	UMODL1	1.486	202	1
1_MACS_peak_21328_lociStitched	chr5	88110666	88130720	1	20055	41784.5144	4237.4102	203	MEF2C		MEF2C	MEF2C	0.5811999999999999	203	1
4_MACS_peak_21895_lociStitched	chr5	150512594	150538195	4	19926	43393.695	5148.3611	204	ANXA6		ANXA6	ANXA6	0.5656	204	1
1_MACS_peak_12997_lociStitched	chr19	35693648	35708254	1	14607	85192.4162	3046.8116	205		FXYD5,LSR,FAM187B	FAM187B	LSR	0.6049	205	1
1_MACS_peak_21038_lociStitched	chr5	55436161	55454260	1	18100	62300.3778	3884.0454	206	ANKRD55		ANKRD55	ANKRD55	0.4815	206	1
4_MACS_peak_1529_lociStitched	chr1	149802911	149834068	4	17578	71888.5461	9079.1498	207	HIST2H4B,HIST2H2AA4,HIST2H3A,HIST2H2BC	FCGR1A,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2AC	3.2878999999999996	207	1
4_MACS_peak_602_lociStitched	chr1	40029959	40065685	4	20383	33893.2562	5780.4668	208	PABPC4,SNORA55	PPIEL,HEYL	PABPC4	PABPC4	0.651	208	1
3_MACS_peak_17035_lociStitched	chr22	29206692	29225761	3	18192	60469.7059	3651.7135	209		CCDC117,XBP1	XBP1	XBP1	2.6538000000000004	209	1
1_MACS_peak_24651_lociStitched	chr7	78113449	78128722	1	15274	81527.274	3972.5073	210	MAGI2		RPL13AP17	RPL13AP17	NONE	210	1
3_MACS_peak_19089_lociStitched	chr3	181635645	181662346	3	18293	61145.29	6448.2915	211			SOX2	SOX2	1.8076999999999999	211	1
2_MACS_peak_17615_lociStitched	chr3	15834585	15854086	2	18965	51511.8915	4032.8068	212	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.2142	212	1
1_MACS_peak_19613_lociStitched	chr4	38306726	38322742	1	16017	75315.24	3478.6752	213			KLF3	KLF3	NONE	213	1
3_MACS_peak_19023_lociStitched	chr3	177056369	177081249	3	16345	75428.696	5884.12	214			TBL1XR1	TBL1XR1	0.4531	214	1
3_MACS_peak_8791_lociStitched	chr15	56644744	56667431	3	16332	74159.2656	4802.8379	215	TEX9		TEX9	TEX9	0.6805	215	1
2_MACS_peak_17712_lociStitched	chr3	30682351	30703713	2	19370	43965.1322	4058.78	216	TGFBR2		TGFBR2	TGFBR2	0.4943	216	1
4_MACS_peak_16673_lociStitched	chr21	36235938	36263151	4	17410	67488.24	6928.4298	217	RUNX1		RUNX1	RUNX1	0.255	217	1
1_MACS_peak_12258_lociStitched	chr18	60821579	60832183	1	10605	98652.1932	3217.2536	218	BCL2		BCL2	BCL2	0.8116	218	1
1_MACS_peak_2381_lociStitched	chr1	209273116	209285919	1	12804	90902.5803	3662.9383	219			LOC642587	LOC642587	NONE	219	1
3_MACS_peak_6358_lociStitched	chr12	68751348	68771035	3	17058	65293.9042	4012.2106	220		MDM1	MDM1	NONE	NONE	220	1
3_MACS_peak_6708_lociStitched	chr12	108953743	108973076	3	18770	47290.4513	4127.5955	221	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	2.4015999999999997	221	1
5_MACS_peak_11616_lociStitched	chr17	74475080	74503231	5	18179	54328.6149	4501.3449	222	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	1.2499	222	1
3_MACS_peak_19195_lociStitched	chr3	186702615	186720677	3	15559	75490.129	5337.321	223	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.8613999999999999	223	1
2_MACS_peak_28591_lociStitched	chrX	128901818	128921820	2	18657	45454.545	2642.2642	224	XPNPEP2,SASH3		SASH3	SASH3	1.0265	224	1
4_MACS_peak_21549_lociStitched	chr5	118657680	118680561	4	18088	53413.4064	4599.081	225	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.4445	225	1
3_MACS_peak_27169_lociStitched	chr9	93670825	93690416	3	16967	61680.3044	3612.5804	226			SYK	SYK	NONE	226	1
2_MACS_peak_3541_lociStitched	chr10	81001113	81020668	2	18395	46771.649	3613.764	227	ZMIZ1		PPIF	PPIF	NONE	227	1
1_MACS_peak_22355_lociStitched	chr6	11826569	11838370	1	11802	89773.7473	2505.3523	228		C6orf105	C6orf105	C6orf105	0.5782	228	1
2_MACS_peak_11680_lociStitched	chr17	76711094	76733817	2	18486	42851.0334	4910.4403	229	CYTH1		CYTH1	CYTH1	0.8851	229	1
6_MACS_peak_14202_lociStitched	chr2	70330797	70361118	6	17451	55084.1607	5509.3257	230	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	5.3424	230	1
1_MACS_peak_20619_lociStitched	chr4	185300409	185308961	1	8553	98061.508	2505.736	231	IRF2		IRF2	IRF2	2.1485	231	1
1_MACS_peak_7554_lociStitched	chr13	114555686	114568391	1	12706	83772.9585	3100.02	232	GAS6	FLJ44054,GAS6	GAS6	GAS6	1.5621	232	1
4_MACS_peak_14095_lociStitched	chr2	64486066	64516195	4	17478	52225.6086	4754.3562	233			LOC150992	LOC150992	0.5545	233	1
2_MACS_peak_15791_lociStitched	chr20	5570215	5592502	2	18640	36552.9087	4798.3911	234	GPCPD1		GPCPD1	GPCPD1	0.39909999999999995	234	1
3_MACS_peak_27862_lociStitched	chrX	10064783	10091448	3	17788	46605.087	2935.8165	235	WWC3	CLCN4	CLCN4	NONE	NONE	235	1
2_MACS_peak_16528_lociStitched	chr21	19151489	19169169	2	16094	62896.6	3861.312	236	C21orf91		C21orf91	C21orf91	1.1583	236	1
3_MACS_peak_13665_lociStitched	chr2	25622768	25646566	3	16074	63159.892	4152.751	237	DTNB		DNMT3A	DNMT3A	NONE	237	1
1_MACS_peak_22093_lociStitched	chr5	173696332	173711094	1	14763	71189.745	3166.449	238			HMP19	HMP19	NONE	238	1
4_MACS_peak_8394_lociStitched	chr15	23659485	23682864	4	18489	34823.0205	3490.4847	239			MKRN3	MKRN3	NONE	239	1
2_MACS_peak_2135_lociStitched	chr1	192560779	192579520	2	18476	34702.7097	4934.5053	240		RGS1,RGS13	RGS1	RGS1	1.8725999999999998	240	1
1_MACS_peak_18157_lociStitched	chr3	69128362	69145995	1	17634	45540.7491	3685.297	241	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	1.3647	241	1
3_MACS_peak_2888_lociStitched	chr10	6953954	6973769	3	11822	85723.653	3984.7965	242			LOC439949	LOC439949	NONE	242	1
3_MACS_peak_1138_lociStitched	chr1	93408468	93428888	3	18520	28340.918	2317.67	243	FAM69A		FAM69A	FAM69A	0.32399999999999995	243	1
4_MACS_peak_5219_lociStitched	chr11	111231784	111251784	4	17227	48634	4018	244	POU2AF1		POU2AF1	POU2AF1	1.2133	244	1
4_MACS_peak_5691_lociStitched	chr12	11901229	11920606	4	17625	43199.0838	3623.499	245	ETV6		ETV6	ETV6	0.3012	245	1
1_MACS_peak_10849_lociStitched	chr17	29634726	29650813	1	16088	59222.6818	3959.0107	246	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	1.9806	246	1
3_MACS_peak_11528_lociStitched	chr17	70581698	70602182	3	17305	46685.0844	3977.9928	247	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.3198	247	1
5_MACS_peak_4847_lociStitched	chr11	67760439	67789241	5	17801	40751.9498	4769.6112	248	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	ALDH3B1	ALDH3B1	0.9299999999999999	248	1
2_MACS_peak_9039_lociStitched	chr15	75351816	75371080	2	15385	63642.4768	3619.7056	249		PPCDC	PPCDC	PPCDC	2.0199	249	1
6_MACS_peak_22665_lociStitched	chr6	31773551	31804675	6	18275	33775.7648	5845.0872	250	HSPA1A,HSPA1B,C6orf48,SNORD48,LSM2,HSPA1L	C6orf26,SNORD52,C6orf27,VARS,NEU1,SLC44A4	HSPA1A	VARS	1.0417	250	1
1_MACS_peak_13874_lociStitched	chr2	43443573	43457137	1	13565	74846.152	3408.6332	251	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	4.981	251	1
3_MACS_peak_21950_lociStitched	chr5	156339080	156362354	3	17013	46147.6872	3926.3238	252	LOC100286948,TIMD4		LOC100286948	LOC100286948	1.0160999999999998	252	1
4_MACS_peak_3440_lociStitched	chr10	74005560	74025889	4	16687	49133.1601	3579.9369	253		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.7345999999999999	253	1
2_MACS_peak_13575_lociStitched	chr2	11883400	11898195	2	14767	64910.1035	3462.03	254	LPIN1		LPIN1	LPIN1	0.6612	254	1
3_MACS_peak_18142_lociStitched	chr3	66530454	66552495	3	17992	28144.1529	3905.6652	255	LRIG1		LRIG1	LRIG1	0.16149999999999998	255	1
4_MACS_peak_1652_lociStitched	chr1	154821601	154851763	4	15713	59111.4876	6110.8212	256	KCNN3		KCNN3	KCNN3	0.6563	256	1
5_MACS_peak_9727_lociStitched	chr16	22194935	22219059	5	17504	36695.0164	5015.3796	257	EEF2K		EEF2K	EEF2K	0.03900000000000001	257	1
1_MACS_peak_15323_lociStitched	chr2	202115752	202129044	1	13293	72046.6276	3420.0316	258	CASP8		CASP8	CASP8	1.2958	258	1
3_MACS_peak_1820_lociStitched	chr1	161144659	161163948	3	15208	61028.4671	5221.5323	259	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	UFC1	1.3532	259	1
1_MACS_peak_10023_lociStitched	chr16	56942577	56954913	1	12337	75802.2528	2705.2848	260	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	2.3939000000000004	260	1
2_MACS_peak_980_lociStitched	chr1	75595724	75612770	2	16933	38774.5362	2872.251	261	LHX8		LHX8	LHX8	0.8281000000000001	261	1
4_MACS_peak_19848_lociStitched	chr4	76022195	76044187	4	14471	62567.24	3842.0024	262			PARM1	PARM1	NONE	262	1
1_MACS_peak_10024_lociStitched	chr16	56961094	56976439	1	15346	55142.2575	3363.624	263	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	2.3939000000000004	263	1
3_MACS_peak_13094_lociStitched	chr19	40645338	40672035	3	16565	43713.6678	4506.4536	264		MAP3K10,ZNF780A	MAP3K10	ZNF780A	0.0957	264	1
1_MACS_peak_28190_lociStitched	chrX	48790292	48804619	1	14328	61359.6756	1904.0583	265	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	OTUD5	1.8399999999999999	265	1
6_MACS_peak_14171_lociStitched	chr2	68936332	68965896	6	17168	35722.1812	5203.264	266	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.2844	266	1
3_MACS_peak_22170_lociStitched	chr5	180228548	180249681	3	15269	55884.1052	4055.4227	267	MGAT1	LOC729678,ZFP62	MGAT1	MGAT1	1.2567	267	1
2_MACS_peak_15362_lociStitched	chr2	204661302	204683976	2	16726	38752.1334	4065.4482	268		CTLA4	CTLA4	CTLA4	0.08819999999999999	268	1
3_MACS_peak_19883_lociStitched	chr4	77602338	77624663	3	17115	31266.1625	3944.8275	269	SHROOM3		ANKRD56	ANKRD56	NONE	269	1
3_MACS_peak_16338_lociStitched	chr20	52224560	52244825	3	13797	64108.3275	3293.0625	270		ZNF217	ZNF217	ZNF217	1.0873	270	1
1_MACS_peak_4742_lociStitched	chr11	65263169	65278687	1	15519	50958.0084	3825.187	271	MALAT1	SCYL1,LTBP3	MALAT1	MALAT1	2.5403000000000002	271	1
1_MACS_peak_17022_lociStitched	chr22	27003306	27016202	1	12897	68615.7472	2791.984	272	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	2.5393999999999997	272	1
2_MACS_peak_23722_lociStitched	chr6	143162657	143180334	2	16524	37082.8106	2177.8064	273	HIVEP2		HIVEP2	HIVEP2	0.2425	273	1
4_MACS_peak_25944_lociStitched	chr8	61811617	61840902	4	16513	40017.9525	5039.9485	274		LOC100130298	LOC100130298	NONE	NONE	274	1
2_MACS_peak_2350_lociStitched	chr1	207091292	207107186	2	11582	76645.6362	4380.3864	275	FAIM3,PIGR	IL24,FCAMR	FAIM3	FAIM3	2.3108	275	1
1_MACS_peak_20876_lociStitched	chr5	32529699	32544408	1	14710	56341.3536	3243.3345	276		SUB1	SUB1	SUB1	1.5566	276	1
3_MACS_peak_5480_lociStitched	chr11	130696141	130720432	3	15866	46237.9185	4270.3578	277			SNX19	SNX19	NONE	277	1
3_MACS_peak_16778_lociStitched	chr21	44724956	44747610	3	15702	47534.8882	4270.279	278			SIK1	SIK1	NONE	278	1
1_MACS_peak_21310_lociStitched	chr5	86407872	86421337	1	13466	64241.515	2967.686	279	MIR4280		MIR4280	MIR4280	1.6199999999999999	279	1
3_MACS_peak_5914_lociStitched	chr12	32608344	32625783	3	15777	45524.5095	3390.1416	280		FGD4	FGD4	FGD4	0.26589999999999997	280	1
2_MACS_peak_4380_lociStitched	chr11	26097988	26113605	2	13517	63620.5346	2993.7789	281			ANO3	ANO3	NONE	281	1
2_MACS_peak_5260_lociStitched	chr11	115089250	115102807	2	13020	65958.8721	2724.957	282	CADM1		CADM1	CADM1	0.3156	282	1
2_MACS_peak_16730_lociStitched	chr21	41295602	41312143	2	14082	60291.945	4479.3028	283	PCP4		PCP4	PCP4	0.42160000000000003	283	1
1_MACS_peak_21079_lociStitched	chr5	58851358	58866590	1	15233	47720.3328	2636.6592	284	PDE4D		PDE4D	PDE4D	0.0829	284	1
1_MACS_peak_2586_lociStitched	chr1	226838325	226852599	1	14275	57695.508	4587.6636	285	ITPKB		ITPKB	ITPKB	0.7007	285	1
4_MACS_peak_15319_lociStitched	chr2	202081255	202102127	4	16307	35780.8696	4084.6504	286	CASP10,CASP8	CASP8	CASP8	CASP8	1.2958	286	1
3_MACS_peak_1970_lociStitched	chr1	174922304	174942620	3	15954	41196.7848	4993.6728	287	RABGAP1L	CACYBP,MRPS14	CACYBP	CACYBP	0.7165	287	1
4_MACS_peak_287_lociStitched	chr1	23936721	23963118	4	15719	42712.9857	4234.0788	288	MDS2		MDS2	MDS2	0.37060000000000004	288	1
2_MACS_peak_19642_lociStitched	chr4	40301325	40319958	2	13978	58416.3183	3942.7428	289		CHRNA9	CHRNA9	NONE	NONE	289	1
1_MACS_peak_5752_lociStitched	chr12	15100767	15116940	1	16174	35766.5895	3402.7992	290	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	1.0775000000000001	290	1
3_MACS_peak_25565_lociStitched	chr8	19518489	19540886	3	14852	50823.2724	3697.7447	291	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.2404	291	1
3_MACS_peak_25709_lociStitched	chr8	29621824	29637244	3	11576	71406.936	2767.89	292		C8orf75	C8orf75	C8orf75	0.7333999999999999	292	1
4_MACS_peak_22350_lociStitched	chr6	11713462	11736117	4	15557	43271.05	3740.3405	293	C6orf105		C6orf105	C6orf105	0.5782	293	1
2_MACS_peak_4889_lociStitched	chr11	71413957	71427678	2	12998	63665.44	3312.2494	294			FAM86C	FAM86C	NONE	294	1
1_MACS_peak_18981_lociStitched	chr3	174863712	174873739	1	10028	78078.2436	3128.424	295	NAALADL2		NAALADL2	NAALADL2	0.17279999999999998	295	1
4_MACS_peak_25203_lociStitched	chr7	137684173	137716711	4	16211	37324.3398	7106.2992	296	CREB3L2	AKR1D1	CREB3L2	CREB3L2	0.09489999999999998	296	1
4_MACS_peak_14149_lociStitched	chr2	67686027	67706442	4	14978	47852.76	3399.0975	297			ETAA1	ETAA1	NONE	297	1
3_MACS_peak_15958_lociStitched	chr20	25261408	25282750	3	14427	52885.476	3502.2222	298	PYGB,ABHD12		PYGB	PYGB	0.8726	298	1
2_MACS_peak_27604_lociStitched	chr9	130828568	130846494	2	15732	39575.2302	3536.7998	299	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	SLC25A25	0.6973	299	1
3_MACS_peak_24981_lociStitched	chr7	114556318	114574606	3	13864	59205.5712	5378.5008	300	MDFIC		MDFIC	MDFIC	1.6686	300	1
1_MACS_peak_26476_lociStitched	chr8	137188203	137202095	1	13893	56432.0824	3306.296	301			KHDRBS3	KHDRBS3	NONE	301	1
4_MACS_peak_22509_lociStitched	chr6	26183533	26207333	4	15546	42549.64	5338.34	302	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H2BH	1.8127000000000002	302	1
4_MACS_peak_15258_lociStitched	chr2	198062327	198084079	4	15281	44219.6408	3974.0904	303	ANKRD44		ANKRD44	ANKRD44	0.363	303	1
2_MACS_peak_16238_lociStitched	chr20	45172089	45191653	2	15754	37032.6956	2848.5184	304	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.5179	304	1
2_MACS_peak_27186_lociStitched	chr9	94181006	94195951	2	14790	48033.23	3579.3275	305	NFIL3		NFIL3	NFIL3	1.3508	305	1
1_MACS_peak_11668_lociStitched	chr17	76137273	76152811	1	15539	39076.5162	2810.8242	306	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	C17orf99	1.5722	306	1
2_MACS_peak_21307_lociStitched	chr5	86364864	86380844	2	15868	32723.844	3140.07	307		MIR4280	MIR4280	MIR4280	1.6199999999999999	307	1
1_MACS_peak_19610_lociStitched	chr4	38123428	38137200	1	13773	53820.976	2837.032	308	TBC1D1		PTTG2	PTTG2	NONE	308	1
1_MACS_peak_11430_lociStitched	chr17	62195572	62210969	1	15398	38047.5267	3459.7059	309	ERN1	SNORD104,SNORA76	ERN1	ERN1	1.3952	309	1
1_MACS_peak_5829_lociStitched	chr12	26265394	26280476	1	15083	41573.533	3379.8762	310	BHLHE41		BHLHE41	BHLHE41	2.0068	310	1
3_MACS_peak_23548_lociStitched	chr6	130832812	130851689	3	14689	45806.9282	3403.5231	311			TMEM200A	TMEM200A	NONE	311	1
2_MACS_peak_2695_lociStitched	chr1	234734120	234750564	2	12284	64980.1104	4594.4536	312	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.8857999999999997	312	1
3_MACS_peak_13586_lociStitched	chr2	13680221	13702548	3	15465	36718.9842	3831.3132	313			MIR3125	MIR3125	NONE	313	1
5_MACS_peak_9142_lociStitched	chr15	81607842	81626424	5	15960	28439.751	3593.7588	314	STARD5,TMC3	IL16	STARD5	STARD5	0.9529000000000001	314	1
3_MACS_peak_9981_lociStitched	chr16	50713887	50733158	3	14935	42371.1477	3752.0637	315	NOD2,SNX20	CYLD	NOD2	NOD2	0.2229	315	1
4_MACS_peak_3321_lociStitched	chr10	63798119	63814932	4	14741	43836.5349	3700.5413	316	ARID5B		ARID5B	ARID5B	0.31610000000000005	316	1
3_MACS_peak_3191_lociStitched	chr10	45453794	45475533	3	15147	39428.0243	4121.7144	317	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	RASSF4	0.8089999999999999	317	1
6_MACS_peak_22945_lociStitched	chr6	52148512	52173848	6	15554	34223.8688	4646.6224	318	MCM3	IL17F	MCM3	MCM3	0.0471	318	1
2_MACS_peak_12804_lociStitched	chr19	16693622	16707461	2	11694	65689.5813	3145.6047	319	MED26	CHERP,SLC35E1	SLC35E1	SLC35E1	0.046700000000000005	319	1
3_MACS_peak_8971_lociStitched	chr15	70766773	70787683	3	15018	39741.546	3307.962	320			UACA	UACA	NONE	320	1
3_MACS_peak_17865_lociStitched	chr3	45592798	45618129	3	15529	33966.3379	4427.8588	321		LIMD1	LIMD1	LIMD1	0.38869999999999993	321	1
3_MACS_peak_18615_lociStitched	chr3	132266607	132290013	3	15596	31197.8574	3506.2188	322	ACAD11	CCRL1	CCRL1	NONE	NONE	322	1
1_MACS_peak_17213_lociStitched	chr22	38782033	38797426	1	15394	33612.1548	2935.4451	323	LOC400927	KCNJ4	LOC400927	LOC400927	0.5923999999999999	323	1
2_MACS_peak_632_lociStitched	chr1	40839012	40858668	2	14885	41281.5312	4110.0696	324	SMAP2	SMAP2	SMAP2	SMAP2	0.6056999999999999	324	1
2_MACS_peak_20758_lociStitched	chr5	6475600	6488412	2	11797	63894.7252	2799.422	325	UBE2QL1		UBE2QL1	UBE2QL1	1.2893999999999999	325	1
4_MACS_peak_26534_lociStitched	chr8	145002177	145027937	4	15293	34420.512	3366.832	326	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.6658	326	1
3_MACS_peak_9227_lociStitched	chr15	89163776	89185636	3	15675	28483.58	3958.846	327	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	0.6959	327	1
4_MACS_peak_17784_lociStitched	chr3	39247051	39264649	4	14971	37320.0786	3109.5666	328		XIRP1	XIRP1	XIRP1	0.2396	328	1
2_MACS_peak_19687_lociStitched	chr4	48191047	48206888	2	13763	49400.1585	3146.0226	329	TEC		TXK	TXK	NONE	329	1
