#10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_ROSE/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam
#Using cutoff of 22673.2851 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuper
3_MACS_peak_22170_lociStitched	chr5	180228548	180249681	3	15269	55884.1052	4055.4227	260	1
1_MACS_peak_15571_lociStitched	chr2	231728926	231740080	1	11155	52958.0766	1174.5162	261	1
1_MACS_peak_10024_lociStitched	chr16	56961094	56976439	1	15346	55142.2575	3363.624	262	1
2_MACS_peak_1725_lociStitched	chr1	156450479	156476395	2	21774	58938.1672	7466.3996	263	1
1_MACS_peak_16395_lociStitched	chr20	56047044	56058819	1	11776	54008.3925	2586.9675	264	1
5_MACS_peak_21477_lociStitched	chr5	109247507	109282915	5	23819	57134.3488	5775.0448	265	1
5_MACS_peak_11683_lociStitched	chr17	76753779	76779898	5	19942	56336.0711	5087.9812	266	1
2_MACS_peak_225_lociStitched	chr1	17221196	17233669	2	7769	55841.621	4647.4398	267	1
1_MACS_peak_1274_lociStitched	chr1	111172666	111181807	1	9142	52477.5669	1465.3023	268	1
1_MACS_peak_19610_lociStitched	chr4	38123428	38137200	1	13773	53820.976	2837.032	269	1
5_MACS_peak_16180_lociStitched	chr20	42564695	42593837	5	22019	55457.226	4671.4626	270	1
4_MACS_peak_27672_lociStitched	chr9	134126728	134153509	4	19297	55591.9998	4949.1288	271	1
3_MACS_peak_21332_lociStitched	chr5	88563458	88580714	3	11802	53748.9888	3363.1944	272	1
5_MACS_peak_11616_lociStitched	chr17	74475080	74503231	5	18179	54328.6149	4501.3449	273	1
4_MACS_peak_8074_lociStitched	chr14	77487892	77511096	4	22058	52257.7284	2438.7404	274	1
2_MACS_peak_24398_lociStitched	chr7	47512769	47525106	2	12327	52848.0069	3068.2119	275	1
4_MACS_peak_18503_lociStitched	chr3	124487278	124513313	4	20655	54168.421	4402.5185	276	1
4_MACS_peak_8535_lociStitched	chr15	38455120	38486734	4	21844	54543.6342	4934.9454	277	1
2_MACS_peak_14905_lociStitched	chr2	158294203	158311443	2	12212	53538.82	3960.028	278	1
6_MACS_peak_14202_lociStitched	chr2	70330797	70361118	6	17451	55084.1607	5509.3257	279	1
4_MACS_peak_14091_lociStitched	chr2	64429702	64456494	4	20824	54623.5296	5138.7056	280	1
3_MACS_peak_15958_lociStitched	chr20	25261408	25282750	3	14427	52885.476	3502.2222	281	1
1_MACS_peak_12948_lociStitched	chr19	29120278	29126360	1	6083	50791.9984	1427.4454	282	1
4_MACS_peak_6901_lociStitched	chr12	123354777	123387459	4	25836	52588.6062	3385.8552	283	1
4_MACS_peak_21549_lociStitched	chr5	118657680	118680561	4	18088	53413.4064	4599.081	284	1
1_MACS_peak_20102_lociStitched	chr4	105406375	105417597	1	11223	50946.7578	2493.5284	285	1
6_MACS_peak_14106_lociStitched	chr2	64862651	64896354	6	20759	54319.1251	5938.4686	286	1
1_MACS_peak_11146_lociStitched	chr17	43297994	43308044	1	10051	50670.09	2416.02	287	1
1_MACS_peak_11877_lociStitched	chr18	9132797	9154919	1	22123	53048.556	4904.4474	288	1
1_MACS_peak_8881_lociStitched	chr15	65183363	65190030	1	6668	49729.153	1748.0874	289	1
2_MACS_peak_20615_lociStitched	chr4	185263214	185278042	2	11363	50926.766	3134.6392	290	1
2_MACS_peak_16969_lociStitched	chr22	23477623	23488920	2	10795	49915.7945	2424.3362	291	1
2_MACS_peak_17615_lociStitched	chr3	15834585	15854086	2	18965	51511.8915	4032.8068	292	1
4_MACS_peak_14095_lociStitched	chr2	64486066	64516195	4	17478	52225.6086	4754.3562	293	1
4_MACS_peak_12734_lociStitched	chr19	13943786	13962115	4	12225	50318.6037	2895.982	294	1
1_MACS_peak_25149_lociStitched	chr7	130789934	130797278	1	7345	49998.6864	2607.12	295	1
2_MACS_peak_15164_lociStitched	chr2	187810056	187821309	2	9534	49605.4746	2261.853	296	1
4_MACS_peak_10311_lociStitched	chr16	81841341	81871662	4	21049	50105.4525	2877.4629	297	1
1_MACS_peak_4742_lociStitched	chr11	65263169	65278687	1	15519	50958.0084	3825.187	298	1
3_MACS_peak_25565_lociStitched	chr8	19518489	19540886	3	14852	50823.2724	3697.7447	299	1
1_MACS_peak_4382_lociStitched	chr11	26125772	26136559	1	10788	49063.5908	1984.808	300	1
1_MACS_peak_9036_lociStitched	chr15	75298371	75305651	1	7281	48537.944	1590.68	301	1
3_MACS_peak_17019_lociStitched	chr22	26974522	26993677	3	13701	50168.8605	3664.3515	302	1
2_MACS_peak_19687_lociStitched	chr4	48191047	48206888	2	13763	49400.1585	3146.0226	303	1
1_MACS_peak_4085_lociStitched	chr11	267217	271735	1	4519	46925.3034	1187.7822	304	1
2_MACS_peak_21504_lociStitched	chr5	112256274	112268154	2	10234	48472.776	2811.996	305	1
2_MACS_peak_7797_lociStitched	chr14	50465307	50476702	2	9481	47034.002	1416.3985	306	1
4_MACS_peak_3440_lociStitched	chr10	74005560	74025889	4	16687	49133.1601	3579.9369	307	1
2_MACS_peak_24345_lociStitched	chr7	43684696	43699573	2	11071	48313.0575	2862.3348	308	1
1_MACS_peak_2329_lociStitched	chr1	206727309	206739652	1	12344	49838.5654	4389.1708	309	1
2_MACS_peak_25114_lociStitched	chr7	128572292	128582590	2	7749	48515.9376	3121.3238	310	1
1_MACS_peak_27177_lociStitched	chr9	93794204	93800294	1	6091	46575.102	1249.059	311	1
2_MACS_peak_7375_lociStitched	chr13	77898718	77915458	2	12029	48689.964	3379.806	312	1
3_MACS_peak_11546_lociStitched	chr17	72732825	72757130	3	22507	49832.5415	4564.479	313	1
1_MACS_peak_21079_lociStitched	chr5	58851358	58866590	1	15233	47720.3328	2636.6592	314	1
1_MACS_peak_27952_lociStitched	chrX	19470045	19470607	1	563	45013.3338	117.9638	315	1
2_MACS_peak_1810_lociStitched	chr1	161007657	161018846	2	7081	48509.9095	3797.5466	316	1
4_MACS_peak_5219_lociStitched	chr11	111231784	111251784	4	17227	48634	4018	317	1
2_MACS_peak_27186_lociStitched	chr9	94181006	94195951	2	14790	48033.23	3579.3275	318	1
4_MACS_peak_14149_lociStitched	chr2	67686027	67706442	4	14978	47852.76	3399.0975	319	1
1_MACS_peak_16200_lociStitched	chr20	43269396	43282277	1	12882	47193.4078	3007.7135	320	1
1_MACS_peak_11639_lociStitched	chr17	75203668	75211709	1	8042	46266.3058	2109.9584	321	1
1_MACS_peak_27172_lociStitched	chr9	93701451	93708865	1	7415	46017.2152	1979.538	322	1
3_MACS_peak_24439_lociStitched	chr7	52773199	52789222	3	13226	46365.7551	2352.1764	323	1
1_MACS_peak_8339_lociStitched	chr14	106323790	106329586	1	5797	44513.28	714.6468	324	1
2_MACS_peak_27392_lociStitched	chr9	112903522	112925612	2	21962	49108.279	5365.661	325	1
3_MACS_peak_27862_lociStitched	chrX	10064783	10091448	3	17788	46605.087	2935.8165	326	1
3_MACS_peak_16778_lociStitched	chr21	44724956	44747610	3	15702	47534.8882	4270.279	327	1
3_MACS_peak_22082_lociStitched	chr5	173309919	173344077	3	28636	49932.1644	6732.5418	328	1
3_MACS_peak_6708_lociStitched	chr12	108953743	108973076	3	18770	47290.4513	4127.5955	329	1
2_MACS_peak_3541_lociStitched	chr10	81001113	81020668	2	18395	46771.649	3613.764	330	1
2_MACS_peak_6352_lociStitched	chr12	68375869	68387673	2	9411	45491.4356	2411.5572	331	1
1_MACS_peak_15063_lociStitched	chr2	175456457	175465382	1	8926	45259.5675	2251.7775	332	1
1_MACS_peak_16188_lociStitched	chr20	42694801	42701030	1	6230	43953.6927	1070.7651	333	1
2_MACS_peak_28591_lociStitched	chrX	128901818	128921820	2	18657	45454.545	2642.2642	334	1
3_MACS_peak_11528_lociStitched	chr17	70581698	70602182	3	17305	46685.0844	3977.9928	335	1
4_MACS_peak_14525_lociStitched	chr2	106324948	106353231	4	22100	46797.0518	4307.5009	336	1
2_MACS_peak_696_lociStitched	chr1	44289300	44306117	2	12540	45696.8341	3250.7261	337	1
3_MACS_peak_23548_lociStitched	chr6	130832812	130851689	3	14689	45806.9282	3403.5231	338	1
3_MACS_peak_15216_lociStitched	chr2	192530473	192546598	3	12790	45553.125	3160.5	339	1
1_MACS_peak_17034_lociStitched	chr22	29185930	29199947	1	14018	45664.5826	3303.8069	340	1
3_MACS_peak_21950_lociStitched	chr5	156339080	156362354	3	17013	46147.6872	3926.3238	341	1
3_MACS_peak_5914_lociStitched	chr12	32608344	32625783	3	15777	45524.5095	3390.1416	342	1
2_MACS_peak_11245_lociStitched	chr17	47815854	47827729	2	11783	44854.25	2819.125	343	1
1_MACS_peak_26460_lociStitched	chr8	134508163	134515644	1	7482	44167.824	2174.7267	344	1
3_MACS_peak_5480_lociStitched	chr11	130696141	130720432	3	15866	46237.9185	4270.3578	345	1
1_MACS_peak_18157_lociStitched	chr3	69128362	69145995	1	17634	45540.7491	3685.297	346	1
1_MACS_peak_20611_lociStitched	chr4	185184115	185192064	1	7950	43786.2716	1945.1203	347	1
3_MACS_peak_1277_lociStitched	chr1	111323142	111338744	3	10605	43523.3392	1841.036	348	1
2_MACS_peak_3204_lociStitched	chr10	45949175	45961354	2	10341	43762.8007	2119.146	349	1
2_MACS_peak_22659_lociStitched	chr6	31694463	31709357	2	11990	45163.0762	3707.1166	350	1
1_MACS_peak_11327_lociStitched	chr17	55431154	55437966	1	6813	43186.0364	1757.496	351	1
1_MACS_peak_16751_lociStitched	chr21	43448639	43454311	1	5673	43019.284	1910.3296	352	1
1_MACS_peak_4571_lociStitched	chr11	58340113	58347900	1	7788	43139.98	2063.555	353	1
1_MACS_peak_6562_lociStitched	chr12	94595669	94604343	1	8675	42950.1784	1903.943	354	1
2_MACS_peak_5000_lociStitched	chr11	78162408	78178702	2	11476	43557.1208	2590.746	355	1
1_MACS_peak_20377_lociStitched	chr4	144272589	144283036	1	10448	43331.0219	2409.0782	356	1
1_MACS_peak_4843_lociStitched	chr11	67644698	67655696	1	10999	43311.2238	2455.8534	357	1
1_MACS_peak_23658_lociStitched	chr6	138186905	138196184	1	9280	43449.8454	2599.9758	358	1
2_MACS_peak_1542_lociStitched	chr1	150120989	150139349	2	12409	45134.388	4362.336	359	1
1_MACS_peak_1647_lociStitched	chr1	154754950	154766271	1	11322	44145.1074	3398.5642	360	1
1_MACS_peak_16141_lociStitched	chr20	37518230	37524052	1	5823	42106.4506	1406.013	361	1
1_MACS_peak_26461_lociStitched	chr8	134576512	134586073	1	9562	42807.4653	2123.4981	362	1
4_MACS_peak_5578_lociStitched	chr12	6552147	6572397	4	10737	44381.925	3748.275	363	1
2_MACS_peak_27174_lociStitched	chr9	93732030	93742589	2	8537	42233.8882	1897.4523	364	1
2_MACS_peak_13765_lociStitched	chr2	33699604	33710392	2	7954	42838.0692	2566.4652	365	1
4_MACS_peak_15258_lociStitched	chr2	198062327	198084079	4	15281	44219.6408	3974.0904	366	1
1_MACS_peak_23688_lociStitched	chr6	139608969	139616187	1	7219	41734.476	1595.178	367	1
4_MACS_peak_3321_lociStitched	chr10	63798119	63814932	4	14741	43836.5349	3700.5413	368	1
2_MACS_peak_21474_lociStitched	chr5	109187849	109202467	2	13556	42512.0676	2439.7442	369	1
1_MACS_peak_10994_lociStitched	chr17	37924623	37938975	1	14353	43360.2624	3303.8304	370	1
2_MACS_peak_16509_lociStitched	chr21	16046625	16061400	2	11589	42702.705	2721.555	371	1
2_MACS_peak_17712_lociStitched	chr3	30682351	30703713	2	19370	43965.1322	4058.78	372	1
3_MACS_peak_5413_lociStitched	chr11	126056245	126069150	3	11686	42036.747	2284.185	373	1
5_MACS_peak_21322_lociStitched	chr5	87954444	87976772	5	11873	44137.9904	4407.5472	374	1
2_MACS_peak_19248_lociStitched	chr3	193815313	193824104	2	8763	42428.8824	2775.3187	375	1
4_MACS_peak_5691_lociStitched	chr12	11901229	11920606	4	17625	43199.0838	3623.499	376	1
2_MACS_peak_21858_lociStitched	chr5	148204604	148222805	2	13106	43791.606	4260.8541	377	1
4_MACS_peak_22350_lociStitched	chr6	11713462	11736117	4	15557	43271.05	3740.3405	378	1
1_MACS_peak_26408_lociStitched	chr8	129664517	129673777	1	9261	41522.766	2031.644	379	1
1_MACS_peak_23304_lociStitched	chr6	106609972	106617754	1	7783	41417.3604	2146.2756	380	1
2_MACS_peak_16053_lociStitched	chr20	32988826	33006312	2	14136	42679.8288	3460.4794	381	1
3_MACS_peak_13094_lociStitched	chr19	40645338	40672035	3	16565	43713.6678	4506.4536	382	1
1_MACS_peak_14127_lociStitched	chr2	65254622	65261312	1	6691	40753.473	1585.53	383	1
1_MACS_peak_1799_lociStitched	chr1	160675181	160685880	1	10700	43192.9329	4227.1749	384	1
1_MACS_peak_21367_lociStitched	chr5	90673938	90681164	1	7227	41193.9808	2232.1114	385	1
5_MACS_peak_11587_lociStitched	chr17	73850494	73875796	5	13911	43160.1516	4268.4474	386	1
3_MACS_peak_5034_lociStitched	chr11	82764457	82784622	3	13231	43066.3905	4196.3365	387	1
1_MACS_peak_6518_lociStitched	chr12	92600235	92606082	1	5848	40037.3325	1396.8483	388	1
3_MACS_peak_9981_lociStitched	chr16	50713887	50733158	3	14935	42371.1477	3752.0637	389	1
2_MACS_peak_26310_lociStitched	chr8	120879379	120891108	2	6816	40777.0414	2183.9398	390	1
4_MACS_peak_287_lociStitched	chr1	23936721	23963118	4	15719	42712.9857	4234.0788	391	1
3_MACS_peak_15831_lociStitched	chr20	9479080	9499861	3	14021	42418.1772	3952.5462	392	1
2_MACS_peak_10381_lociStitched	chr16	89033285	89046421	2	9475	39514.4016	1203.2576	393	1
4_MACS_peak_21895_lociStitched	chr5	150512594	150538195	4	19926	43393.695	5148.3611	394	1
1_MACS_peak_5829_lociStitched	chr12	26265394	26280476	1	15083	41573.533	3379.8762	395	1
1_MACS_peak_11480_lociStitched	chr17	65641831	65649830	1	8000	39864.6163	1722.9846	396	1
2_MACS_peak_11680_lociStitched	chr17	76711094	76733817	2	18486	42851.0334	4910.4403	397	1
3_MACS_peak_22848_lociStitched	chr6	42737944	42752724	3	11737	40498.678	2610.148	398	1
2_MACS_peak_27487_lociStitched	chr9	123688105	123707726	2	13703	41302.205	3423.8645	399	1
2_MACS_peak_16956_lociStitched	chr22	23088029	23102012	2	13686	40093.4559	2233.0851	400	1
1_MACS_peak_12079_lociStitched	chr18	42680736	42688539	1	7804	39711.0276	1923.4395	401	1
1_MACS_peak_7389_lociStitched	chr13	78688828	78697103	1	8276	39458.51	1678.17	402	1
1_MACS_peak_25132_lociStitched	chr7	129587849	129593299	1	5451	39735.405	1972.355	403	1
1_MACS_peak_2840_lociStitched	chr10	3845984	3854862	1	8879	39776.1034	2047.2668	404	1
3_MACS_peak_1800_lociStitched	chr1	160694247	160714837	3	14286	43683.744	6020.516	405	1
1_MACS_peak_21328_lociStitched	chr5	88110666	88130720	1	20055	41784.5144	4237.4102	406	1
1_MACS_peak_2561_lociStitched	chr1	226062449	226071766	1	9318	40232.6694	2885.4749	407	1
2_MACS_peak_15961_lociStitched	chr20	25288986	25302584	2	9947	39808.145	2544.1858	408	1
4_MACS_peak_22509_lociStitched	chr6	26183533	26207333	4	15546	42549.64	5338.34	409	1
2_MACS_peak_632_lociStitched	chr1	40839012	40858668	2	14885	41281.5312	4110.0696	410	1
2_MACS_peak_25792_lociStitched	chr8	38811457	38824434	2	11739	39507.1788	2474.7139	411	1
2_MACS_peak_15542_lociStitched	chr2	227768793	227783189	2	11445	39043.3916	2421.4072	412	1
2_MACS_peak_6942_lociStitched	chr12	125398192	125412861	2	9920	38536.9299	2012.5868	413	1
2_MACS_peak_11666_lociStitched	chr17	76116375	76129625	2	9525	38822.5	2354.525	414	1
3_MACS_peak_8971_lociStitched	chr15	70766773	70787683	3	15018	39741.546	3307.962	415	1
1_MACS_peak_22079_lociStitched	chr5	173168762	173175615	1	6854	37932.7256	1540.5544	416	1
1_MACS_peak_2981_lociStitched	chr10	15824653	15834384	1	9732	38257.4265	1919.9263	417	1
1_MACS_peak_11668_lociStitched	chr17	76137273	76152811	1	15539	39076.5162	2810.8242	418	1
1_MACS_peak_16400_lociStitched	chr20	56191862	56197971	1	6110	37842.2005	1578.5656	419	1
3_MACS_peak_1970_lociStitched	chr1	174922304	174942620	3	15954	41196.7848	4993.6728	420	1
3_MACS_peak_18088_lociStitched	chr3	56948222	56959095	3	10420	38627.4198	2435.552	421	1
3_MACS_peak_6715_lociStitched	chr12	109071677	109087908	3	10256	39141.0565	2978.3885	422	1
3_MACS_peak_9303_lociStitched	chr15	93346366	93364611	3	11072	39522.319	3444.656	423	1
2_MACS_peak_27604_lociStitched	chr9	130828568	130846494	2	15732	39575.2302	3536.7998	424	1
5_MACS_peak_4847_lociStitched	chr11	67760439	67789241	5	17801	40751.9498	4769.6112	425	1
5_MACS_peak_12411_lociStitched	chr19	1847289	1865872	5	10476	39505.5997	3530.77	426	1
2_MACS_peak_980_lociStitched	chr1	75595724	75612770	2	16933	38774.5362	2872.251	427	1
4_MACS_peak_20682_lociStitched	chr4	187747676	187775325	4	13444	40364.7751	4490.1976	428	1
2_MACS_peak_1514_lociStitched	chr1	149214098	149225575	2	5780	40404.7785	4574.7322	429	1
1_MACS_peak_2169_lociStitched	chr1	197739979	197749562	1	9584	38888.7723	3125.0163	430	1
2_MACS_peak_24408_lociStitched	chr7	47700513	47713296	2	7543	37974.4581	2233.1901	431	1
1_MACS_peak_26681_lociStitched	chr9	9604065	9616129	1	12065	37779.6224	2058.1184	432	1
1_MACS_peak_4134_lociStitched	chr11	2791668	2802009	1	10342	37519.2162	1802.4363	433	1
1_MACS_peak_7561_lociStitched	chr13	114789167	114795246	1	6080	37010.7757	1296.0428	434	1
1_MACS_peak_6110_lociStitched	chr12	51311769	51323491	1	11723	38437.6102	2749.9812	435	1
4_MACS_peak_27514_lociStitched	chr9	126082981	126104089	4	11781	39326.3148	3649.5732	436	1
4_MACS_peak_27527_lociStitched	chr9	126962255	126982682	4	13830	38888.9226	3268.32	437	1
6_MACS_peak_8228_lociStitched	chr14	95945632	95986337	6	22030	39023.8835	3508.771	438	1
3_MACS_peak_3191_lociStitched	chr10	45453794	45475533	3	15147	39428.0243	4121.7144	439	1
2_MACS_peak_3893_lociStitched	chr10	112255803	112272716	2	11207	38416.1882	3123.8311	440	1
4_MACS_peak_8487_lociStitched	chr15	33295962	33315412	4	12674	38695.775	3423.2	441	1
3_MACS_peak_12879_lociStitched	chr19	19049929	19062976	3	12795	37587.1023	2486.7582	442	1
1_MACS_peak_4051_lociStitched	chr10	130852410	130859051	1	6642	36488.3104	1421.174	443	1
1_MACS_peak_21739_lociStitched	chr5	138719781	138730423	1	10643	37647.1392	2617.932	444	1
4_MACS_peak_25944_lociStitched	chr8	61811617	61840902	4	16513	40017.9525	5039.9485	445	1
1_MACS_peak_9746_lociStitched	chr16	23373492	23381107	1	7616	36399.7	1439.9965	446	1
1_MACS_peak_13585_lociStitched	chr2	13661512	13666684	1	5173	36167.796	1226.2812	447	1
3_MACS_peak_4497_lociStitched	chr11	45089023	45105646	3	13903	37355.2056	2416.9842	448	1
2_MACS_peak_23722_lociStitched	chr6	143162657	143180334	2	16524	37082.8106	2177.8064	449	1
1_MACS_peak_11631_lociStitched	chr17	75078786	75093130	1	14345	38048.8944	3154.2456	450	1
2_MACS_peak_2266_lociStitched	chr1	203722245	203736137	2	8488	38358.5904	3504.9516	451	1
3_MACS_peak_12617_lociStitched	chr19	10329198	10348064	3	11657	37758.4124	2907.2506	452	1
2_MACS_peak_4450_lociStitched	chr11	35183417	35197350	2	12902	37676.2253	2850.6918	453	1
1_MACS_peak_2574_lociStitched	chr1	226308050	226317218	1	9169	37690.5648	2903.5056	454	1
2_MACS_peak_15362_lociStitched	chr2	204661302	204683976	2	16726	38752.1334	4065.4482	455	1
4_MACS_peak_6009_lociStitched	chr12	46776097	46798977	4	14756	38642.032	3987.984	456	1
1_MACS_peak_11430_lociStitched	chr17	62195572	62210969	1	15398	38047.5267	3459.7059	457	1
2_MACS_peak_16439_lociStitched	chr20	61272949	61285369	2	12412	36655.146	2071.656	458	1
2_MACS_peak_5293_lociStitched	chr11	117873231	117884325	2	10682	36570.2616	1994.7012	459	1
2_MACS_peak_16795_lociStitched	chr21	45194741	45210550	2	12739	38404.8037	3909.5657	460	1
2_MACS_peak_25568_lociStitched	chr8	19551470	19566807	2	10264	36756.6542	2311.2859	461	1
1_MACS_peak_24186_lociStitched	chr7	26047875	26053847	1	5973	35596.7032	1199.1776	462	1
1_MACS_peak_1533_lociStitched	chr1	149855700	149861258	1	5559	37041.8468	2772.3304	463	1
2_MACS_peak_14887_lociStitched	chr2	153913463	153929204	2	13106	37598.9526	3382.7409	464	1
4_MACS_peak_17784_lociStitched	chr3	39247051	39264649	4	14971	37320.0786	3109.5666	465	1
3_MACS_peak_12436_lociStitched	chr19	2254830	2271813	3	11687	37962.0999	3775.3209	466	1
2_MACS_peak_16238_lociStitched	chr20	45172089	45191653	2	15754	37032.6956	2848.5184	467	1
3_MACS_peak_19446_lociStitched	chr4	9599204	9611111	3	10139	36399.699	2407.5954	468	1
1_MACS_peak_21290_lociStitched	chr5	81145436	81153096	1	7661	35578.402	1671.412	469	1
1_MACS_peak_280_lociStitched	chr1	23849793	23858797	1	9005	36067.3228	2174.466	470	1
4_MACS_peak_1424_lociStitched	chr1	144962480	144985337	4	13452	41028.315	7204.5264	471	1
1_MACS_peak_4605_lociStitched	chr11	60602145	60613236	1	11092	36092.3322	2274.7641	472	1
1_MACS_peak_7220_lociStitched	chr13	46269223	46281385	1	12163	35298.9888	1515.3852	473	1
1_MACS_peak_1404_lociStitched	chr1	143741704	143746226	1	4523	35443.436	1684.445	474	1
2_MACS_peak_11640_lociStitched	chr17	75228964	75244154	2	9508	36106.63	2410.653	475	1
5_MACS_peak_8359_lociStitched	chr15	20969445	20996830	5	21338	37933.702	4354.215	476	1
1_MACS_peak_23343_lociStitched	chr6	108986391	108997733	1	11343	35650.1744	2090.3306	477	1
3_MACS_peak_8505_lociStitched	chr15	34619088	34635815	3	10724	36769.2914	3266.7831	478	1
5_MACS_peak_8368_lociStitched	chr15	21975886	22004848	5	24926	38024.2098	4680.2592	479	1
2_MACS_peak_11649_lociStitched	chr17	75433769	75447690	2	10637	35575.1155	2256.5941	480	1
2_MACS_peak_21435_lociStitched	chr5	100223657	100241850	2	12461	37435.7361	4126.1724	481	1
1_MACS_peak_310_lociStitched	chr1	24644488	24652352	1	7865	35141.0704	1851.1856	482	1
1_MACS_peak_10161_lociStitched	chr16	68500919	68508049	1	7131	34737.36	1476.623	483	1
2_MACS_peak_25698_lociStitched	chr8	29464453	29478313	2	13833	35586.936	2336.796	484	1
1_MACS_peak_9266_lociStitched	chr15	90637145	90646698	1	9554	35572.5061	2333.7979	485	1
1_MACS_peak_27386_lociStitched	chr9	112729166	112740842	1	11677	35491.5372	2299.0044	486	1
2_MACS_peak_24427_lociStitched	chr7	50343324	50357906	2	14146	36542.492	3356.7764	487	1
4_MACS_peak_12425_lociStitched	chr19	2040895	2063016	4	13280	37453.0651	4340.1402	488	1
4_MACS_peak_13941_lociStitched	chr2	47193811	47215380	4	13446	36969.266	3863.0079	489	1
2_MACS_peak_1296_lociStitched	chr1	112134277	112149157	2	14013	34752.24	1815.36	490	1
1_MACS_peak_2773_lociStitched	chr1	245132237	245136319	1	4083	34291.6574	1386.2472	491	1
3_MACS_peak_13586_lociStitched	chr2	13680221	13702548	3	15465	36718.9842	3831.3132	492	1
3_MACS_peak_8531_lociStitched	chr15	38401706	38424951	3	14175	36385.3985	3509.995	493	1
3_MACS_peak_22059_lociStitched	chr5	171601011	171616166	3	12099	35999.187	3259.8405	494	1
1_MACS_peak_2839_lociStitched	chr10	3824041	3829271	1	5231	33909.751	1178.842	495	1
1_MACS_peak_16249_lociStitched	chr20	46038806	46047396	1	8591	34625.431	1894.954	496	1
2_MACS_peak_16998_lociStitched	chr22	24822129	24831897	2	8145	34478.1096	1748.472	497	1
2_MACS_peak_5728_lociStitched	chr12	13241957	13256114	2	14072	35514.2502	2790.3447	498	1
2_MACS_peak_18045_lociStitched	chr3	52730067	52746967	2	11570	35452.82	2825.68	499	1
2_MACS_peak_50_lociStitched	chr1	2476736	2489361	2	7745	34666.9875	2066.7125	500	1
2_MACS_peak_3413_lociStitched	chr10	72333144	72340504	2	7261	34358.688	1777.44	501	1
2_MACS_peak_25667_lociStitched	chr8	28195010	28207714	2	9495	35219.2992	2817.7472	502	1
1_MACS_peak_5752_lociStitched	chr12	15100767	15116940	1	16174	35766.5895	3402.7992	503	1
2_MACS_peak_1596_lociStitched	chr1	152006219	152021801	2	9913	36784.4274	4520.3382	504	1
3_MACS_peak_26372_lociStitched	chr8	126285286	126316046	3	22047	37702.532	5542.952	505	1
1_MACS_peak_13872_lociStitched	chr2	43394948	43407236	1	12289	34096.7424	1940.2752	506	1
1_MACS_peak_9366_lociStitched	chr15	101737094	101744693	1	7600	33770.7159	1617.8271	507	1
2_MACS_peak_10559_lociStitched	chr17	6914842	6926379	2	7657	34197.9754	2077.8137	508	1
1_MACS_peak_14120_lociStitched	chr2	65139591	65146916	1	7326	34245.1075	2127.9125	509	1
2_MACS_peak_17237_lociStitched	chr22	39458897	39474665	2	13516	35020.728	3021.1488	510	1
1_MACS_peak_20628_lociStitched	chr4	185391146	185397662	1	6517	33294.1536	1313.6256	511	1
2_MACS_peak_9851_lociStitched	chr16	30193675	30206548	2	8178	34811.1666	2833.3473	512	1
1_MACS_peak_27184_lociStitched	chr9	93951903	93957711	1	5809	33435.4944	1460.712	513	1
4_MACS_peak_3409_lociStitched	chr10	72249341	72270795	4	13577	35933.3046	3962.5538	514	1
2_MACS_peak_25790_lociStitched	chr8	38792353	38802993	2	8289	33941.6	2024.792	515	1
1_MACS_peak_7796_lociStitched	chr14	50436295	50441045	1	4751	32662.9	861.175	516	1
2_MACS_peak_15791_lociStitched	chr20	5570215	5592502	2	18640	36552.9087	4798.3911	517	1
1_MACS_peak_10968_lociStitched	chr17	36856231	36863605	1	7375	33569.3976	1825.8024	518	1
1_MACS_peak_17220_lociStitched	chr22	39146105	39153323	1	7219	33457.5954	1755.4176	519	1
4_MACS_peak_15319_lociStitched	chr2	202081255	202102127	4	16307	35780.8696	4084.6504	520	1
5_MACS_peak_9727_lociStitched	chr16	22194935	22219059	5	17504	36695.0164	5015.3796	521	1
3_MACS_peak_22067_lociStitched	chr5	172191073	172205832	3	9725	34623.1381	2945.8964	522	1
2_MACS_peak_24368_lociStitched	chr7	44661751	44680440	2	14908	35400.7038	3780.7847	523	1
1_MACS_peak_26454_lociStitched	chr8	134244205	134249050	1	4846	32759.952	1216.095	524	1
1_MACS_peak_18766_lociStitched	chr3	150314183	150324165	1	9983	33961.7586	2469.5468	525	1
1_MACS_peak_16972_lociStitched	chr22	23515823	23526613	1	10791	33955.051	2512.991	526	1
4_MACS_peak_12392_lociStitched	chr19	1258257	1277443	4	10707	35797.2388	4357.1406	527	1
