#10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_ROSE/10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam
#Using cutoff of 22673.2851 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isStretch
1_MACS_peak_4742_lociStitched	chr11	65263169	65278687	1	15519	50958.0084	3825.187	260	1
6_MACS_peak_22286_lociStitched	chr6	6798404	6828138	6	15480	24726.7944	4037.8772	261	1
3_MACS_peak_13586_lociStitched	chr2	13680221	13702548	3	15465	36718.9842	3831.3132	262	1
2_MACS_peak_12430_lociStitched	chr19	2081476	2098468	2	15448	111482.8128	6061.0464	263	1
4_MACS_peak_12063_lociStitched	chr18	42288746	42307816	4	15447	19920.522	3129.387	264	1
1_MACS_peak_11430_lociStitched	chr17	62195572	62210969	1	15398	38047.5267	3459.7059	265	1
1_MACS_peak_17213_lociStitched	chr22	38782033	38797426	1	15394	33612.1548	2935.4451	266	1
2_MACS_peak_9039_lociStitched	chr15	75351816	75371080	2	15385	63642.4768	3619.7056	267	1
1_MACS_peak_10024_lociStitched	chr16	56961094	56976439	1	15346	55142.2575	3363.624	268	1
4_MACS_peak_8185_lociStitched	chr14	93029364	93054426	4	15305	30490.4292	2390.9148	269	1
4_MACS_peak_26534_lociStitched	chr8	145002177	145027937	4	15293	34420.512	3366.832	270	1
4_MACS_peak_15258_lociStitched	chr2	198062327	198084079	4	15281	44219.6408	3974.0904	271	1
1_MACS_peak_24651_lociStitched	chr7	78113449	78128722	1	15274	81527.274	3972.5073	272	1
3_MACS_peak_22170_lociStitched	chr5	180228548	180249681	3	15269	55884.1052	4055.4227	273	1
1_MACS_peak_21079_lociStitched	chr5	58851358	58866590	1	15233	47720.3328	2636.6592	274	1
3_MACS_peak_1820_lociStitched	chr1	161144659	161163948	3	15208	61028.4671	5221.5323	275	1
6_MACS_peak_22546_lociStitched	chr6	27088241	27123680	6	15163	33092.9382	6669.6198	276	1
3_MACS_peak_3191_lociStitched	chr10	45453794	45475533	3	15147	39428.0243	4121.7144	277	1
3_MACS_peak_8576_lociStitched	chr15	40833548	40858278	3	15143	26814.739	4223.884	278	1
4_MACS_peak_1795_lociStitched	chr1	160633638	160655593	4	15125	94979.5255	6922.4115	279	1
1_MACS_peak_5829_lociStitched	chr12	26265394	26280476	1	15083	41573.533	3379.8762	280	1
3_MACS_peak_8971_lociStitched	chr15	70766773	70787683	3	15018	39741.546	3307.962	281	1
4_MACS_peak_16203_lociStitched	chr20	43583263	43609370	4	14986	34200.17	4785.4131	282	1
4_MACS_peak_14149_lociStitched	chr2	67686027	67706442	4	14978	47852.76	3399.0975	283	1
4_MACS_peak_17784_lociStitched	chr3	39247051	39264649	4	14971	37320.0786	3109.5666	284	1
3_MACS_peak_21947_lociStitched	chr5	156305153	156322040	3	14955	29123.3202	2683.3443	285	1
3_MACS_peak_9981_lociStitched	chr16	50713887	50733158	3	14935	42371.1477	3752.0637	286	1
2_MACS_peak_24368_lociStitched	chr7	44661751	44680440	2	14908	35400.7038	3780.7847	287	1
5_MACS_peak_11154_lociStitched	chr17	43504947	43531593	5	14903	24623.5686	4279.3476	288	1
2_MACS_peak_632_lociStitched	chr1	40839012	40858668	2	14885	41281.5312	4110.0696	289	1
3_MACS_peak_25565_lociStitched	chr8	19518489	19540886	3	14852	50823.2724	3697.7447	290	1
2_MACS_peak_27186_lociStitched	chr9	94181006	94195951	2	14790	48033.23	3579.3275	291	1
2_MACS_peak_13575_lociStitched	chr2	11883400	11898195	2	14767	64910.1035	3462.03	292	1
1_MACS_peak_22093_lociStitched	chr5	173696332	173711094	1	14763	71189.745	3166.449	293	1
4_MACS_peak_6009_lociStitched	chr12	46776097	46798977	4	14756	38642.032	3987.984	294	1
4_MACS_peak_3321_lociStitched	chr10	63798119	63814932	4	14741	43836.5349	3700.5413	295	1
1_MACS_peak_20876_lociStitched	chr5	32529699	32544408	1	14710	56341.3536	3243.3345	296	1
3_MACS_peak_23548_lociStitched	chr6	130832812	130851689	3	14689	45806.9282	3403.5231	297	1
6_MACS_peak_24302_lociStitched	chr7	38383811	38408359	6	14680	24422.8052	5132.9868	298	1
1_MACS_peak_12997_lociStitched	chr19	35693648	35708254	1	14607	85192.4162	3046.8116	299	1
5_MACS_peak_22476_lociStitched	chr6	25162818	25187688	5	14575	28560.708	4280.127	300	1
1_MACS_peak_5224_lociStitched	chr11	111279808	111294292	1	14485	30824.8488	2699.8176	301	1
1_MACS_peak_22490_lociStitched	chr6	25401483	25415964	1	14482	122258.7387	3898.2852	302	1
4_MACS_peak_19848_lociStitched	chr4	76022195	76044187	4	14471	62567.24	3842.0024	303	1
5_MACS_peak_2345_lociStitched	chr1	206987383	207008189	5	14452	20077.79	4385.9048	304	1
3_MACS_peak_15958_lociStitched	chr20	25261408	25282750	3	14427	52885.476	3502.2222	305	1
4_MACS_peak_25663_lociStitched	chr8	27930196	27951569	4	14403	35205.6056	4911.5154	306	1
1_MACS_peak_10994_lociStitched	chr17	37924623	37938975	1	14353	43360.2624	3303.8304	307	1
1_MACS_peak_11631_lociStitched	chr17	75078786	75093130	1	14345	38048.8944	3154.2456	308	1
1_MACS_peak_28190_lociStitched	chrX	48790292	48804619	1	14328	61359.6756	1904.0583	309	1
5_MACS_peak_4021_lociStitched	chr10	126406883	126433850	5	14301	22967.7939	4128.6477	310	1
4_MACS_peak_7383_lociStitched	chr13	78593263	78608509	4	14294	19720.701	2289.9492	311	1
3_MACS_peak_1800_lociStitched	chr1	160694247	160714837	3	14286	43683.744	6020.516	312	1
3_MACS_peak_11219_lociStitched	chr17	46580334	46596204	3	14277	23017.848	2743.923	313	1
1_MACS_peak_2586_lociStitched	chr1	226838325	226852599	1	14275	57695.508	4587.6636	314	1
3_MACS_peak_8531_lociStitched	chr15	38401706	38424951	3	14175	36385.3985	3509.995	315	1
2_MACS_peak_24427_lociStitched	chr7	50343324	50357906	2	14146	36542.492	3356.7764	316	1
2_MACS_peak_16053_lociStitched	chr20	32988826	33006312	2	14136	42679.8288	3460.4794	317	1
2_MACS_peak_4997_lociStitched	chr11	78127124	78141838	2	14120	24896.088	2639.6916	318	1
1_MACS_peak_13857_lociStitched	chr2	42322841	42336943	1	14103	92447.0712	3106.6706	319	1
2_MACS_peak_16730_lociStitched	chr21	41295602	41312143	2	14082	60291.945	4479.3028	320	1
2_MACS_peak_5728_lociStitched	chr12	13241957	13256114	2	14072	35514.2502	2790.3447	321	1
3_MACS_peak_15831_lociStitched	chr20	9479080	9499861	3	14021	42418.1772	3952.5462	322	1
1_MACS_peak_17034_lociStitched	chr22	29185930	29199947	1	14018	45664.5826	3303.8069	323	1
2_MACS_peak_1296_lociStitched	chr1	112134277	112149157	2	14013	34752.24	1815.36	324	1
3_MACS_peak_13628_lociStitched	chr2	20615140	20631296	3	14006	29294.0592	2901.6176	325	1
6_MACS_peak_4979_lociStitched	chr11	77146893	77171554	6	13980	18951.9785	3736.1415	326	1
2_MACS_peak_19642_lociStitched	chr4	40301325	40319958	2	13978	58416.3183	3942.7428	327	1
5_MACS_peak_11587_lociStitched	chr17	73850494	73875796	5	13911	43160.1516	4268.4474	328	1
3_MACS_peak_4497_lociStitched	chr11	45089023	45105646	3	13903	37355.2056	2416.9842	329	1
2_MACS_peak_3688_lociStitched	chr10	94868720	94886573	2	13898	32151.4677	2649.3852	330	1
1_MACS_peak_26476_lociStitched	chr8	137188203	137202095	1	13893	56432.0824	3306.296	331	1
5_MACS_peak_15597_lociStitched	chr2	232687411	232714022	5	13888	12358.1484	3422.1746	332	1
2_MACS_peak_8690_lociStitched	chr15	46994376	47009613	2	13868	33876.4221	2803.608	333	1
3_MACS_peak_24981_lociStitched	chr7	114556318	114574606	3	13864	59205.5712	5378.5008	334	1
6_MACS_peak_4688_lociStitched	chr11	63992478	64020087	6	13846	24801.1647	4798.4442	335	1
2_MACS_peak_25698_lociStitched	chr8	29464453	29478313	2	13833	35586.936	2336.796	336	1
4_MACS_peak_27527_lociStitched	chr9	126962255	126982682	4	13830	38888.9226	3268.32	337	1
3_MACS_peak_16338_lociStitched	chr20	52224560	52244825	3	13797	64108.3275	3293.0625	338	1
1_MACS_peak_19610_lociStitched	chr4	38123428	38137200	1	13773	53820.976	2837.032	339	1
2_MACS_peak_19687_lociStitched	chr4	48191047	48206888	2	13763	49400.1585	3146.0226	340	1
3_MACS_peak_18579_lociStitched	chr3	129026624	129048502	3	13742	26290.7926	3824.2744	341	1
2_MACS_peak_27487_lociStitched	chr9	123688105	123707726	2	13703	41302.205	3423.8645	342	1
3_MACS_peak_17019_lociStitched	chr22	26974522	26993677	3	13701	50168.8605	3664.3515	343	1
2_MACS_peak_16956_lociStitched	chr22	23088029	23102012	2	13686	40093.4559	2233.0851	344	1
4_MACS_peak_6045_lociStitched	chr12	48276267	48299219	4	13602	23463.8296	3559.8552	345	1
4_MACS_peak_16086_lociStitched	chr20	34673168	34690707	4	13595	20717.0668	3081.6023	346	1
2_MACS_peak_18391_lociStitched	chr3	111837934	111855085	2	13589	21858.9495	3226.1031	347	1
1_MACS_peak_15126_lociStitched	chr2	182167403	182180980	1	13578	122603.0254	3739.1058	348	1
4_MACS_peak_3409_lociStitched	chr10	72249341	72270795	4	13577	35933.3046	3962.5538	349	1
1_MACS_peak_13874_lociStitched	chr2	43443573	43457137	1	13565	74846.152	3408.6332	350	1
2_MACS_peak_21474_lociStitched	chr5	109187849	109202467	2	13556	42512.0676	2439.7442	351	1
5_MACS_peak_5674_lociStitched	chr12	10280478	10306687	5	13548	27902.1014	4093.8458	352	1
4_MACS_peak_14347_lociStitched	chr2	86290225	86308547	4	13523	25463.9156	3206.35	353	1
2_MACS_peak_4380_lociStitched	chr11	26097988	26113605	2	13517	63620.5346	2993.7789	354	1
2_MACS_peak_17237_lociStitched	chr22	39458897	39474665	2	13516	35020.728	3021.1488	355	1
4_MACS_peak_25399_lociStitched	chr7	157795347	157818651	4	13506	33499.5	4094.5128	356	1
4_MACS_peak_3558_lociStitched	chr10	81946404	81966333	4	13502	25776.1686	4003.7361	357	1
3_MACS_peak_8164_lociStitched	chr14	91781617	91801960	3	13499	19289.2326	2024.1285	358	1
1_MACS_peak_21310_lociStitched	chr5	86407872	86421337	1	13466	64241.515	2967.686	359	1
4_MACS_peak_1424_lociStitched	chr1	144962480	144985337	4	13452	41028.315	7204.5264	360	1
4_MACS_peak_13941_lociStitched	chr2	47193811	47215380	4	13446	36969.266	3863.0079	361	1
4_MACS_peak_20682_lociStitched	chr4	187747676	187775325	4	13444	40364.7751	4490.1976	362	1
1_MACS_peak_14622_lociStitched	chr2	112455236	112468656	1	13421	106957.4	3003.396	363	1
1_MACS_peak_10093_lociStitched	chr16	66548823	66562236	1	13414	128268.519	3460.554	364	1
3_MACS_peak_15664_lociStitched	chr2	238599666	238613574	3	13389	25131.756	1674.5232	365	1
4_MACS_peak_5929_lociStitched	chr12	33037691	33060635	4	13381	18763.6032	3810.9984	366	1
4_MACS_peak_13404_lociStitched	chr19	55460124	55486599	4	13316	34258.65	3108.165	367	1
1_MACS_peak_19042_lociStitched	chr3	178228487	178241795	1	13309	97941.5568	4218.636	368	1
1_MACS_peak_15323_lociStitched	chr2	202115752	202129044	1	13293	72046.6276	3420.0316	369	1
4_MACS_peak_4640_lociStitched	chr11	62307939	62326018	4	13284	25914.4386	3261.4516	370	1
3_MACS_peak_1436_lociStitched	chr1	145182740	145199124	3	13280	24092.672	7143.424	371	1
4_MACS_peak_12425_lociStitched	chr19	2040895	2063016	4	13280	37453.0651	4340.1402	372	1
6_MACS_peak_28030_lociStitched	chrX	37604467	37625612	6	13253	24739.65	2235.0265	373	1
6_MACS_peak_8913_lociStitched	chr15	67366189	67396239	6	13250	21155.2	4732.875	374	1
3_MACS_peak_5034_lociStitched	chr11	82764457	82784622	3	13231	43066.3905	4196.3365	375	1
7_MACS_peak_12626_lociStitched	chr19	10513142	10543359	7	13230	21233.4859	4689.6784	376	1
3_MACS_peak_24439_lociStitched	chr7	52773199	52789222	3	13226	46365.7551	2352.1764	377	1
3_MACS_peak_23441_lociStitched	chr6	117858779	117877561	3	13200	30982.7872	3196.6964	378	1
2_MACS_peak_17210_lociStitched	chr22	38700512	38714901	2	13174	27556.3739	2759.8102	379	1
3_MACS_peak_2956_lociStitched	chr10	14686505	14704018	3	13164	33197.6428	2858.1216	380	1
5_MACS_peak_6231_lociStitched	chr12	57093369	57120110	5	13158	20906.1138	4791.9872	381	1
5_MACS_peak_15211_lociStitched	chr2	192481525	192503725	5	13152	17509.14	3676.32	382	1
2_MACS_peak_14887_lociStitched	chr2	153913463	153929204	2	13106	37598.9526	3382.7409	383	1
2_MACS_peak_21858_lociStitched	chr5	148204604	148222805	2	13106	43791.606	4260.8541	384	1
3_MACS_peak_18776_lociStitched	chr3	151985182	152002045	3	13084	22390.6914	3502.4451	385	1
4_MACS_peak_12445_lociStitched	chr19	2455095	2480370	4	13084	36080.0625	5151.045	386	1
3_MACS_peak_16391_lociStitched	chr20	55957936	55976067	3	13068	28480.1748	3160.2333	387	1
3_MACS_peak_1431_lociStitched	chr1	145126654	145146575	3	13037	26070.6127	7157.6153	388	1
2_MACS_peak_5260_lociStitched	chr11	115089250	115102807	2	13020	65958.8721	2724.957	389	1
6_MACS_peak_8653_lociStitched	chr15	44954393	44976850	6	13011	23683.1522	3516.7662	390	1
2_MACS_peak_4889_lociStitched	chr11	71413957	71427678	2	12998	63665.44	3312.2494	391	1
3_MACS_peak_28743_lociStitched	chrX	153232517	153252633	3	12978	27959.2284	1772.2196	392	1
4_MACS_peak_13267_lociStitched	chr19	47728648	47748366	4	12961	34421.7126	3283.047	393	1
4_MACS_peak_21818_lociStitched	chr5	142952537	142975667	4	12936	33346.521	4059.315	394	1
5_MACS_peak_13932_lociStitched	chr2	46785736	46803468	5	12922	21209.2452	3596.0496	395	1
2_MACS_peak_4450_lociStitched	chr11	35183417	35197350	2	12902	37676.2253	2850.6918	396	1
3_MACS_peak_6719_lociStitched	chr12	109161513	109181249	3	12902	32106.5248	3426.1696	397	1
1_MACS_peak_17022_lociStitched	chr22	27003306	27016202	1	12897	68615.7472	2791.984	398	1
1_MACS_peak_16200_lociStitched	chr20	43269396	43282277	1	12882	47193.4078	3007.7135	399	1
1_MACS_peak_3892_lociStitched	chr10	112213896	112226764	1	12869	99177.5364	2689.412	400	1
1_MACS_peak_1848_lociStitched	chr1	161767878	161780739	1	12862	26767.5993	3255.1191	401	1
3_MACS_peak_22442_lociStitched	chr6	20197361	20214275	3	12862	25179.8718	3325.2924	402	1
4_MACS_peak_11009_lociStitched	chr17	38251336	38270480	4	12832	22775.6168	3805.8272	403	1
5_MACS_peak_9831_lociStitched	chr16	29815634	29833773	5	12827	30740.1633	3270.4617	404	1
1_MACS_peak_2381_lociStitched	chr1	209273116	209285919	1	12804	90902.5803	3662.9383	405	1
3_MACS_peak_12879_lociStitched	chr19	19049929	19062976	3	12795	37587.1023	2486.7582	406	1
4_MACS_peak_11669_lociStitched	chr17	76163243	76183979	4	12794	27135.1296	3564.5184	407	1
3_MACS_peak_15216_lociStitched	chr2	192530473	192546598	3	12790	45553.125	3160.5	408	1
3_MACS_peak_915_lociStitched	chr1	66736669	66750658	3	12755	24486.3456	2699.877	409	1
2_MACS_peak_2420_lociStitched	chr1	211743209	211756550	2	12750	22805.1054	4210.4196	410	1
2_MACS_peak_16795_lociStitched	chr21	45194741	45210550	2	12739	38404.8037	3909.5657	411	1
2_MACS_peak_6527_lociStitched	chr12	92884531	92900406	2	12733	21388.3875	2651.125	412	1
1_MACS_peak_7554_lociStitched	chr13	114555686	114568391	1	12706	83772.9585	3100.02	413	1
4_MACS_peak_8487_lociStitched	chr15	33295962	33315412	4	12674	38695.775	3423.2	414	1
2_MACS_peak_21471_lociStitched	chr5	109023710	109037219	2	12672	33853.554	3321.8631	415	1
1_MACS_peak_14344_lociStitched	chr2	86218252	86230897	1	12646	97314.6555	2775.5775	416	1
2_MACS_peak_14623_lociStitched	chr2	112482014	112494731	2	12616	21473.9262	2016.9162	417	1
3_MACS_peak_28073_lociStitched	chrX	39953319	39969514	3	12565	23019.573	1132.0305	418	1
2_MACS_peak_696_lociStitched	chr1	44289300	44306117	2	12540	45696.8341	3250.7261	419	1
3_MACS_peak_12178_lociStitched	chr18	52929422	52947983	3	12497	33857.1201	3316.8507	420	1
3_MACS_peak_21224_lociStitched	chr5	75585623	75601365	3	12484	16196.9438	2647.8044	421	1
2_MACS_peak_21435_lociStitched	chr5	100223657	100241850	2	12461	37435.7361	4126.1724	422	1
3_MACS_peak_24268_lociStitched	chr7	34773592	34796561	3	12458	22415.4471	3877.1672	423	1
3_MACS_peak_19605_lociStitched	chr4	38063305	38078424	3	12452	13726.5401	2031.9936	424	1
4_MACS_peak_28009_lociStitched	chrX	30578791	30597604	4	12416	23256.6306	1849.3179	425	1
2_MACS_peak_16439_lociStitched	chr20	61272949	61285369	2	12412	36655.146	2071.656	426	1
2_MACS_peak_16994_lociStitched	chr22	24535708	24553975	2	12411	28154.9271	3162.0177	427	1
2_MACS_peak_1542_lociStitched	chr1	150120989	150139349	2	12409	45134.388	4362.336	428	1
4_MACS_peak_14618_lociStitched	chr2	112416239	112436868	4	12409	16177.2618	2673.5184	429	1
4_MACS_peak_15314_lociStitched	chr2	202039910	202060493	4	12371	24425.8461	3842.8461	430	1
2_MACS_peak_19095_lociStitched	chr3	182098109	182113636	2	12357	23537.3793	3468.7318	431	1
1_MACS_peak_2329_lociStitched	chr1	206727309	206739652	1	12344	49838.5654	4389.1708	432	1
1_MACS_peak_10023_lociStitched	chr16	56942577	56954913	1	12337	75802.2528	2705.2848	433	1
2_MACS_peak_24398_lociStitched	chr7	47512769	47525106	2	12327	52848.0069	3068.2119	434	1
5_MACS_peak_1417_lociStitched	chr1	144685033	144709814	5	12295	24310.161	4953.7219	435	1
1_MACS_peak_13872_lociStitched	chr2	43394948	43407236	1	12289	34096.7424	1940.2752	436	1
2_MACS_peak_2695_lociStitched	chr1	234734120	234750564	2	12284	64980.1104	4594.4536	437	1
2_MACS_peak_2418_lociStitched	chr1	211686924	211703507	2	12278	28269.0401	4067.8099	438	1
2_MACS_peak_23646_lociStitched	chr6	137973211	137988271	2	12254	26654.694	2445.744	439	1
2_MACS_peak_22524_lociStitched	chr6	26355019	26367506	2	12236	32877.0223	3000.6261	440	1
4_MACS_peak_12734_lociStitched	chr19	13943786	13962115	4	12225	50318.6037	2895.982	441	1
2_MACS_peak_14905_lociStitched	chr2	158294203	158311443	2	12212	53538.82	3960.028	442	1
5_MACS_peak_14549_lociStitched	chr2	109221060	109239088	5	12207	16446.9444	3385.6584	443	1
3_MACS_peak_25700_lociStitched	chr8	29490809	29505968	3	12191	25802.1339	2701.3338	444	1
1_MACS_peak_7220_lociStitched	chr13	46269223	46281385	1	12163	35298.9888	1515.3852	445	1
4_MACS_peak_28334_lociStitched	chrX	70837218	70857632	4	12157	18809.4596	1865.8396	446	1
3_MACS_peak_16252_lociStitched	chr20	46113592	46132506	3	12149	26716.025	3391.2802	447	1
2_MACS_peak_370_lociStitched	chr1	27018262	27030823	2	12148	29425.3986	2938.0179	448	1
1_MACS_peak_24883_lociStitched	chr7	104575348	104587491	1	12144	56021.7305	2461.3861	449	1
1_MACS_peak_11973_lociStitched	chr18	22928975	22941103	1	12129	17093.2032	1811.9232	450	1
3_MACS_peak_22059_lociStitched	chr5	171601011	171616166	3	12099	35999.187	3259.8405	451	1
3_MACS_peak_5666_lociStitched	chr12	10186193	10206614	3	12096	24368.3793	3173.4234	452	1
3_MACS_peak_20088_lociStitched	chr4	103532616	103547051	3	12076	28919.079	2823.486	453	1
1_MACS_peak_26681_lociStitched	chr9	9604065	9616129	1	12065	37779.6224	2058.1184	454	1
1_MACS_peak_1434_lociStitched	chr1	145152616	145164647	1	12032	22993.6472	4168.7415	455	1
2_MACS_peak_7375_lociStitched	chr13	77898718	77915458	2	12029	48689.964	3379.806	456	1
2_MACS_peak_27457_lociStitched	chr9	117659602	117673815	2	11991	24355.3968	2515.701	457	1
2_MACS_peak_22659_lociStitched	chr6	31694463	31709357	2	11990	45163.0762	3707.1166	458	1
4_MACS_peak_20868_lociStitched	chr5	32275801	32295888	4	11941	14822.1973	3288.2419	459	1
3_MACS_peak_7628_lociStitched	chr14	23023279	23039455	3	11910	25645.4304	1570.6896	460	1
5_MACS_peak_21322_lociStitched	chr5	87954444	87976772	5	11873	44137.9904	4407.5472	461	1
1_MACS_peak_25696_lociStitched	chr8	29408678	29420544	1	11867	60177.2324	2542.8838	462	1
1_MACS_peak_24026_lociStitched	chr7	8163861	8175699	1	11839	32263.2852	1886.9772	463	1
4_MACS_peak_2231_lociStitched	chr1	202433194	202455323	4	11823	34457.0659	4870.5929	464	1
3_MACS_peak_2888_lociStitched	chr10	6953954	6973769	3	11822	85723.653	3984.7965	465	1
1_MACS_peak_22355_lociStitched	chr6	11826569	11838370	1	11802	89773.7473	2505.3523	466	1
3_MACS_peak_21332_lociStitched	chr5	88563458	88580714	3	11802	53748.9888	3363.1944	467	1
4_MACS_peak_22123_lociStitched	chr5	176717448	176740459	4	11799	24315.7237	4052.2371	468	1
2_MACS_peak_20758_lociStitched	chr5	6475600	6488412	2	11797	63894.7252	2799.422	469	1
2_MACS_peak_11245_lociStitched	chr17	47815854	47827729	2	11783	44854.25	2819.125	470	1
4_MACS_peak_27514_lociStitched	chr9	126082981	126104089	4	11781	39326.3148	3649.5732	471	1
1_MACS_peak_16395_lociStitched	chr20	56047044	56058819	1	11776	54008.3925	2586.9675	472	1
2_MACS_peak_22906_lociStitched	chr6	45386609	45402272	2	11775	32063.7273	2961.8733	473	1
4_MACS_peak_6600_lociStitched	chr12	96882888	96901386	4	11772	24252.7278	2863.4904	474	1
5_MACS_peak_4704_lociStitched	chr11	64611259	64634048	5	11770	22520.0898	3673.5868	475	1
2_MACS_peak_25792_lociStitched	chr8	38811457	38824434	2	11739	39507.1788	2474.7139	476	1
3_MACS_peak_22848_lociStitched	chr6	42737944	42752724	3	11737	40498.678	2610.148	477	1
1_MACS_peak_6110_lociStitched	chr12	51311769	51323491	1	11723	38437.6102	2749.9812	478	1
2_MACS_peak_12804_lociStitched	chr19	16693622	16707461	2	11694	65689.5813	3145.6047	479	1
3_MACS_peak_12436_lociStitched	chr19	2254830	2271813	3	11687	37962.0999	3775.3209	480	1
3_MACS_peak_5413_lociStitched	chr11	126056245	126069150	3	11686	42036.747	2284.185	481	1
1_MACS_peak_27386_lociStitched	chr9	112729166	112740842	1	11677	35491.5372	2299.0044	482	1
3_MACS_peak_12617_lociStitched	chr19	10329198	10348064	3	11657	37758.4124	2907.2506	483	1
3_MACS_peak_5545_lociStitched	chr12	4216154	4230709	3	11640	56965.359	3218.1105	484	1
4_MACS_peak_16641_lociStitched	chr21	34732919	34757377	4	11608	29308.0214	5816.1124	485	1
1_MACS_peak_22197_lociStitched	chr6	389199	400797	1	11599	21426.1452	2933.1342	486	1
2_MACS_peak_6448_lociStitched	chr12	80682939	80695616	2	11592	22993.5426	2209.6011	487	1
2_MACS_peak_16509_lociStitched	chr21	16046625	16061400	2	11589	42702.705	2721.555	488	1
2_MACS_peak_21893_lociStitched	chr5	150459280	150475625	2	11589	22229.2	2907.7755	489	1
2_MACS_peak_2350_lociStitched	chr1	207091292	207107186	2	11582	76645.6362	4380.3864	490	1
3_MACS_peak_25709_lociStitched	chr8	29621824	29637244	3	11576	71406.936	2767.89	491	1
2_MACS_peak_18045_lociStitched	chr3	52730067	52746967	2	11570	35452.82	2825.68	492	1
2_MACS_peak_1698_lociStitched	chr1	155902935	155919081	2	11559	30700.0044	4359.42	493	1
3_MACS_peak_2299_lociStitched	chr1	205280499	205295095	3	11527	26507.7956	3954.0564	494	1
5_MACS_peak_19265_lociStitched	chr3	194865026	194882470	5	11519	21857.332	3656.2624	495	1
6_MACS_peak_3826_lociStitched	chr10	105244874	105268185	6	11514	12867.672	3867.2949	496	1
2_MACS_peak_6488_lociStitched	chr12	89737830	89749731	2	11476	56667.8016	2646.7824	497	1
2_MACS_peak_5000_lociStitched	chr11	78162408	78178702	2	11476	43557.1208	2590.746	498	1
1_MACS_peak_21815_lociStitched	chr5	142774658	142786114	1	11457	32754.9952	2377.12	499	1
3_MACS_peak_22295_lociStitched	chr6	7135125	7148273	3	11456	26301.2592	2729.5248	500	1
1_MACS_peak_17510_lociStitched	chr3	8697942	8709388	1	11447	31791.265	1935.5186	501	1
2_MACS_peak_15542_lociStitched	chr2	227768793	227783189	2	11445	39043.3916	2421.4072	502	1
2_MACS_peak_10274_lociStitched	chr16	79629494	79640934	2	11431	29172	1409.408	503	1
5_MACS_peak_5603_lociStitched	chr12	7022649	7038759	5	11401	19216.008	2787.03	504	1
2_MACS_peak_10041_lociStitched	chr16	57568856	57580422	2	11398	22844.0066	2398.7884	505	1
2_MACS_peak_24111_lociStitched	chr7	20476099	20490252	2	11398	21162.9809	2343.7368	506	1
2_MACS_peak_18598_lociStitched	chr3	130557171	130574165	2	11396	18057.8244	2946.7596	507	1
2_MACS_peak_27886_lociStitched	chrX	12882937	12894856	2	11384	26669.9544	1442.199	508	1
2_MACS_peak_20615_lociStitched	chr4	185263214	185278042	2	11363	50926.766	3134.6392	509	1
3_MACS_peak_1322_lociStitched	chr1	115236276	115251325	3	11363	22450.0982	1357.4198	510	1
4_MACS_peak_19080_lociStitched	chr3	181416898	181433251	4	11363	29229.3522	3291.8589	511	1
1_MACS_peak_23343_lociStitched	chr6	108986391	108997733	1	11343	35650.1744	2090.3306	512	1
1_MACS_peak_1647_lociStitched	chr1	154754950	154766271	1	11322	44145.1074	3398.5642	513	1
4_MACS_peak_5027_lociStitched	chr11	82666265	82689965	4	11305	24316.2	3588.18	514	1
2_MACS_peak_21564_lociStitched	chr5	121647055	121661038	2	11283	16258.0341	2118.4245	515	1
2_MACS_peak_28188_lociStitched	chrX	48767983	48779465	2	11264	26420.082	1469.696	516	1
4_MACS_peak_27685_lociStitched	chr9	134595231	134615295	4	11242	25900.6176	3587.4432	517	1
1_MACS_peak_20102_lociStitched	chr4	105406375	105417597	1	11223	50946.7578	2493.5284	518	1
4_MACS_peak_3875_lociStitched	chr10	111966995	111986594	4	11221	20039.9775	3490.5819	519	1
2_MACS_peak_3893_lociStitched	chr10	112255803	112272716	2	11207	38416.1882	3123.8311	520	1
5_MACS_peak_24624_lociStitched	chr7	76540909	76558023	5	11168	12207.4162	2365.1548	521	1
1_MACS_peak_15571_lociStitched	chr2	231728926	231740080	1	11155	52958.0766	1174.5162	522	1
1_MACS_peak_20612_lociStitched	chr4	185200710	185211830	1	11121	108865.912	2964.592	523	1
1_MACS_peak_6522_lociStitched	chr12	92793129	92804246	1	11118	30320.5058	2237.8521	524	1
5_MACS_peak_10108_lociStitched	chr16	67184005	67209158	5	11113	18754.0768	4177.9133	525	1
1_MACS_peak_4605_lociStitched	chr11	60602145	60613236	1	11092	36092.3322	2274.7641	526	1
5_MACS_peak_8191_lociStitched	chr14	93225183	93246500	5	11091	17403.1988	1850.3156	527	1
