REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam	44_0EXW_0229Kronos_MM1S-KB-24hr-2_Input_hs_i90.bam
1_MACS_peak_25150_lociStitched	chr7	130807512	130810602	1	3091	8877.261	1291.62
1_MACS_peak_13530_lociStitched	chr2	8682351	8685440	1	3090	7180.071599999999	948.9408
1_MACS_peak_19272_lociStitched	chr3	195161877	195164966	1	3090	5077.3893	1202.2388
2_MACS_peak_9801_lociStitched	chr16	28620777	28623864	2	1273	785.3328	310.55219999999997
1_MACS_peak_25147_lociStitched	chr7	130643955	130647042	1	3088	8068.4919	1193.7429
1_MACS_peak_27538_lociStitched	chr9	127495396	127498483	1	3088	3569.8068000000003	716.1840000000001
1_MACS_peak_18205_lociStitched	chr3	73532668	73535754	1	3087	4092.036	411.0552
1_MACS_peak_25726_lociStitched	chr8	30486823	30489909	1	3087	3641.1713999999997	595.5980000000001
1_MACS_peak_1574_lociStitched	chr1	151253115	151256200	1	3086	8806.7495	1283.6685
1_MACS_peak_14447_lociStitched	chr2	97173368	97176453	1	3086	4649.094999999999	705.5395
1_MACS_peak_5806_lociStitched	chr12	24966059	24969143	1	3085	6879.478800000001	664.9104000000001
1_MACS_peak_9952_lociStitched	chr16	48417399	48420483	1	3085	5318.049599999999	518.4204
1_MACS_peak_13166_lociStitched	chr19	43000579	43003663	1	3085	6697.214400000001	705.3108
1_MACS_peak_3052_lociStitched	chr10	24939783	24942866	1	3084	2783.6407	533.9756
1_MACS_peak_5797_lociStitched	chr12	23374305	23377388	1	3084	3311.7586	643.7304
1_MACS_peak_7739_lociStitched	chr14	35449760	35452843	1	3084	3608.9598	484.3393
1_MACS_peak_8158_lociStitched	chr14	91579543	91582626	1	3084	8570.431700000001	498.21279999999996
1_MACS_peak_13772_lociStitched	chr2	34008537	34011620	1	3084	6529.4857	714.3311
1_MACS_peak_14189_lociStitched	chr2	69716913	69719996	1	3084	3093.7905	630.4735
1_MACS_peak_22519_lociStitched	chr6	26284131	26287214	1	3084	8951.7988	701.9991
2_MACS_peak_2212_lociStitched	chr1	201448946	201452026	2	2882	2108.5679999999998	842.0719999999999
1_MACS_peak_16653_lociStitched	chr21	35013164	35016244	1	3081	7668.276	1239.3919999999998
1_MACS_peak_2070_lociStitched	chr1	184354945	184358024	1	3080	5124.9955	754.6629
1_MACS_peak_14026_lociStitched	chr2	59538886	59541965	1	3080	3508.5205	648.1295
1_MACS_peak_18613_lociStitched	chr3	132226757	132229836	1	3080	3973.1416	614.2605
1_MACS_peak_8767_lociStitched	chr15	52819615	52822693	1	3079	6840.2394	717.4818
1_MACS_peak_11821_lociStitched	chr18	3177162	3180240	1	3079	4447.4022	508.48560000000003
1_MACS_peak_1642_lociStitched	chr1	154529554	154532631	1	3078	4670.2706	1061.5649999999998
1_MACS_peak_11545_lociStitched	chr17	72683303	72686378	1	3076	4401.555	531.9749999999999
2_MACS_peak_12750_lociStitched	chr19	14200097	14203172	2	2274	1773.3525	287.205
1_MACS_peak_15738_lociStitched	chr20	2187522	2190597	1	3076	3615.8925	604.545
1_MACS_peak_13968_lociStitched	chr2	51104690	51107764	1	3075	3191.7342	724.5418
1_MACS_peak_1135_lociStitched	chr1	93341672	93344745	1	3074	5108.2479	290.3985
1_MACS_peak_15238_lociStitched	chr2	196909543	196912616	1	3074	14967.0465	763.9477999999999
1_MACS_peak_17638_lociStitched	chr3	18464522	18467595	1	3074	10889.1755	631.5015
1_MACS_peak_28531_lociStitched	chrX	115124872	115127945	1	3074	3612.3115	314.0606
1_MACS_peak_6100_lociStitched	chr12	50580517	50583589	1	3073	1700.9663999999998	485.68319999999994
1_MACS_peak_9957_lociStitched	chr16	48568712	48571784	1	3073	5374.7712	629.76
1_MACS_peak_16678_lociStitched	chr21	36398007	36401079	1	3073	6852.7104	1106.2271999999998
1_MACS_peak_26321_lociStitched	chr8	122736195	122739267	1	3073	2297.2416000000003	430.3872
1_MACS_peak_1741_lociStitched	chr1	157106484	157109555	1	3072	7787.7489	808.9014000000001
2_MACS_peak_8287_lociStitched	chr14	103242708	103245779	2	2846	2694.1883	205.1428
1_MACS_peak_23491_lociStitched	chr6	125917261	125920331	1	3071	4111.958	629.657
1_MACS_peak_26630_lociStitched	chr9	4678145	4681215	1	3071	7407.295999999999	908.413
1_MACS_peak_17132_lociStitched	chr22	36147323	36150392	1	3070	3502.9566	654.9246
1_MACS_peak_8606_lociStitched	chr15	41951755	41954823	1	3069	6064.208799999999	782.9535999999999
1_MACS_peak_9021_lociStitched	chr15	74918432	74921500	1	3069	5239.5304	587.2152
1_MACS_peak_15121_lociStitched	chr2	181969190	181972258	1	3069	1660.7084	454.37080000000003
1_MACS_peak_2367_lociStitched	chr1	208416390	208419457	1	3068	7330.13	914.2726999999999
1_MACS_peak_1985_lociStitched	chr1	177767681	177770747	1	3067	2449.734	846.8292
1_MACS_peak_12757_lociStitched	chr19	14528128	14531194	1	3067	4368.4368	610.134
1_MACS_peak_19650_lociStitched	chr4	40657119	40660184	1	3066	8458.787	620.969
1_MACS_peak_19941_lociStitched	chr4	83349804	83352869	1	3066	6930.578	825.4045
1_MACS_peak_9918_lociStitched	chr16	32332598	32335662	1	3065	4368.0384	1031.3424
2_MACS_peak_5555_lociStitched	chr12	4615388	4618451	2	2750	1818.8094	518.2596
1_MACS_peak_20486_lociStitched	chr4	159591653	159594716	1	3064	5127.7683	1027.9428
1_MACS_peak_24865_lociStitched	chr7	102232303	102235366	1	3064	3169.2861	986.5923
1_MACS_peak_7405_lociStitched	chr13	83793782	83796844	1	3063	2654.754	818.1664
1_MACS_peak_10595_lociStitched	chr17	7759206	7762268	1	3063	6917.6704	856.7476
1_MACS_peak_13647_lociStitched	chr2	24148327	24151389	1	3063	10969.0026	832.2515999999999
1_MACS_peak_16155_lociStitched	chr20	39784398	39787460	1	3063	4513.0818	725.694
1_MACS_peak_11660_lociStitched	chr17	75719386	75722447	1	3062	7934.724200000001	573.3253
1_MACS_peak_6656_lociStitched	chr12	104272986	104276046	1	3061	3691.584	659.124
2_MACS_peak_920_lociStitched	chr1	66814990	66818049	2	2680	2074.002	542.6666
1_MACS_peak_5819_lociStitched	chr12	25484807	25487866	1	3060	2313.8276	524.3126
1_MACS_peak_18266_lociStitched	chr3	96437246	96440305	1	3060	3873.3058	657.3791
1_MACS_peak_21313_lociStitched	chr5	86562413	86565472	1	3060	11370.9148	765.0559
1_MACS_peak_21617_lociStitched	chr5	127295258	127298317	1	3060	4459.4102	456.4028
2_MACS_peak_22728_lociStitched	chr6	34203958	34207017	2	2933	3353.2758000000003	438.04879999999997
1_MACS_peak_989_lociStitched	chr1	78147116	78150174	1	3059	6381.434400000001	870.001
1_MACS_peak_21718_lociStitched	chr5	137088465	137091523	1	3059	9074.0034	846.1486
1_MACS_peak_22709_lociStitched	chr6	33310817	33313875	1	3059	9903.333	651.0482000000001
1_MACS_peak_1753_lociStitched	chr1	157492601	157495658	1	3058	8332.1592	1042.7427
1_MACS_peak_19214_lociStitched	chr3	188470127	188473184	1	3058	2152.1279999999997	722.3691
1_MACS_peak_24745_lociStitched	chr7	95128517	95131574	1	3058	4432.3443	553.6227
2_MACS_peak_318_lociStitched	chr1	24882243	24885298	2	2467	1624.6490000000001	419.4515
1_MACS_peak_10343_lociStitched	chr16	85602740	85605795	1	3056	3624.7575	456.41700000000003
1_MACS_peak_13118_lociStitched	chr19	41255198	41258253	1	3056	7944.833	823.9335
1_MACS_peak_11896_lociStitched	chr18	11849442	11852495	1	3054	4080.3345	777.2938
1_MACS_peak_152_lociStitched	chr1	11967572	11970624	1	3053	9674.2296	1049.2776
1_MACS_peak_17274_lociStitched	chr22	40597717	40600769	1	3053	2986.9924	714.168
1_MACS_peak_19133_lociStitched	chr3	183872360	183875412	1	3053	4596.0068	695.856
1_MACS_peak_2310_lociStitched	chr1	205717515	205720566	1	3052	9034.926300000001	1074.5622
1_MACS_peak_8149_lociStitched	chr14	90848205	90851254	1	3050	7410.8994	426.5551
1_MACS_peak_25276_lociStitched	chr7	143316959	143320006	1	3048	5453.5206	1160.6023
1_MACS_peak_15913_lociStitched	chr20	19794412	19797458	1	3047	3732.5684	696.6202
1_MACS_peak_5687_lociStitched	chr12	11698085	11701130	1	3046	4329.99	687.2565000000001
1_MACS_peak_25843_lociStitched	chr8	48871679	48874724	1	3046	3997.1715	678.1215000000001
1_MACS_peak_7146_lociStitched	chr13	37572831	37575875	1	3045	4532.5160000000005	405.7652
2_MACS_peak_1225_lociStitched	chr1	108505736	108508779	2	2856	1794.1528	296.08389999999997
1_MACS_peak_6578_lociStitched	chr12	95210488	95213531	1	3044	4528.2883	571.4754
2_MACS_peak_17458_lociStitched	chr3	892972	896015	2	1722	1236.9795	248.61309999999997
1_MACS_peak_24210_lociStitched	chr7	29602127	29605170	1	3044	4609.2321	750.7081000000001
1_MACS_peak_665_lociStitched	chr1	42383180	42386221	1	3042	3179.3655000000003	551.6374000000001
1_MACS_peak_2615_lociStitched	chr1	228326769	228329810	1	3042	5409.026699999999	963.6929
1_MACS_peak_15586_lociStitched	chr2	232476722	232479763	1	3042	4868.641	298.6262
1_MACS_peak_25954_lociStitched	chr8	62547402	62550443	1	3042	7657.237999999999	668.7159
1_MACS_peak_19483_lociStitched	chr4	13922342	13925382	1	3041	4008.2400000000002	634.448
1_MACS_peak_11689_lociStitched	chr17	76835273	76838312	1	3040	5854.6335	698.0582999999999
1_MACS_peak_25304_lociStitched	chr7	148723601	148726640	1	3040	3449.5689	1036.6029
1_MACS_peak_12333_lociStitched	chr18	74532827	74535865	1	3039	6947.2984	357.5726
1_MACS_peak_15842_lociStitched	chr20	10413796	10416834	1	3039	9078.1516	864.0072
1_MACS_peak_24746_lociStitched	chr7	95236415	95239453	1	3039	5415.235	602.4354
1_MACS_peak_18900_lociStitched	chr3	164177224	164180261	1	3038	3275.1008	795.3903
2_MACS_peak_19807_lociStitched	chr4	71869862	71872899	2	2539	1916.9543999999999	534.8157
1_MACS_peak_2631_lociStitched	chr1	229692717	229695753	1	3037	4074.0084	767.1972
1_MACS_peak_5712_lociStitched	chr12	12713500	12716535	1	3036	4965.259999999999	555.405
1_MACS_peak_12806_lociStitched	chr19	16737731	16740766	1	3036	4749.168	470.1215
1_MACS_peak_23652_lociStitched	chr6	138074411	138077446	1	3036	3478.1099999999997	706.548
1_MACS_peak_24741_lociStitched	chr7	94283949	94286984	1	3036	2990.6890000000003	498.34700000000004
1_MACS_peak_3490_lociStitched	chr10	76497427	76500461	1	3035	6424.1916	681.7398000000001
1_MACS_peak_19806_lociStitched	chr4	71858190	71861224	1	3035	4849.242200000001	807.0440000000001
1_MACS_peak_6381_lociStitched	chr12	70635811	70638844	1	3034	6912.8135999999995	582.0327
1_MACS_peak_6439_lociStitched	chr12	80327143	80330176	1	3034	7385.658299999999	769.7754000000001
2_MACS_peak_7198_lociStitched	chr13	43648526	43651559	2	2585	1617.8021999999999	324.531
1_MACS_peak_16782_lociStitched	chr21	44780390	44783423	1	3034	21720.8295	1076.4116999999999
1_MACS_peak_19641_lociStitched	chr4	40290587	40293620	1	3034	2837.9781	545.0301
1_MACS_peak_778_lociStitched	chr1	51442149	51445181	1	3033	3452.5384000000004	223.76160000000002
1_MACS_peak_803_lociStitched	chr1	53017060	53020092	1	3033	6774.0944	660.6728
1_MACS_peak_6316_lociStitched	chr12	65562111	65565143	1	3033	4754.176	788.6232
1_MACS_peak_10080_lociStitched	chr16	63651677	63654709	1	3033	4998.252	424.1768
1_MACS_peak_26352_lociStitched	chr8	124932169	124935201	1	3033	3213.3136000000004	493.6096
1_MACS_peak_26451_lociStitched	chr8	134103150	134106182	1	3033	4271.4816	633.9912
1_MACS_peak_5016_lociStitched	chr11	81104377	81107408	1	3032	2366.9079	412.82219999999995
1_MACS_peak_10941_lociStitched	chr17	35455289	35458320	1	3032	3074.3433	530.425
1_MACS_peak_16524_lociStitched	chr21	18982869	18985900	1	3032	4559.8364	698.0393
1_MACS_peak_18929_lociStitched	chr3	169682901	169685932	1	3032	14122.641399999999	1354.2508
1_MACS_peak_5185_lociStitched	chr11	107602217	107605247	1	3031	4429.557	669.933
1_MACS_peak_6727_lociStitched	chr12	109489719	109492749	1	3031	5321.589	799.314
1_MACS_peak_10062_lociStitched	chr16	58528190	58531220	1	3031	3907.1850000000004	608.424
1_MACS_peak_20787_lociStitched	chr5	10562879	10565909	1	3031	6648.4259999999995	461.166
1_MACS_peak_27308_lociStitched	chr9	101996829	101999859	1	3031	3762.351	486.01199999999994
1_MACS_peak_10992_lociStitched	chr17	37893615	37896644	1	3030	3580.278	554.9128000000001
1_MACS_peak_15526_lociStitched	chr2	225904992	225908019	1	3028	6410.2779	437.40149999999994
1_MACS_peak_9151_lociStitched	chr15	82150571	82153597	1	3027	3841.2044	465.3988
1_MACS_peak_17545_lociStitched	chr3	11682961	11685987	1	3027	4455.1798	734.1076
1_MACS_peak_23121_lociStitched	chr6	81347397	81350423	1	3027	2998.4634	416.3776
1_MACS_peak_26411_lociStitched	chr8	130950005	130953031	1	3027	3682.6420000000003	670.5616
1_MACS_peak_23380_lociStitched	chr6	111135283	111138308	1	3026	5864.87	865.755
1_MACS_peak_1939_lociStitched	chr1	171453152	171456175	1	3024	7813.8504	1074.3742
1_MACS_peak_8797_lociStitched	chr15	57209625	57212646	1	3022	5112.7404	689.3922
1_MACS_peak_17018_lociStitched	chr22	26948351	26951372	1	3022	3200.4473999999996	554.3534999999999
1_MACS_peak_23980_lociStitched	chr7	6200752	6203773	1	3022	6843.7734	735.6134999999999
1_MACS_peak_24043_lociStitched	chr7	10978719	10981740	1	3022	14621.942099999998	859.7766
1_MACS_peak_27135_lociStitched	chr9	90169413	90172434	1	3022	3752.9883	308.4441
1_MACS_peak_5711_lociStitched	chr12	12508969	12511988	1	3020	6648.4418	557.0055
1_MACS_peak_9759_lociStitched	chr16	24024265	24027284	1	3020	2852.955	563.6473
1_MACS_peak_2224_lociStitched	chr1	202111974	202114992	1	3019	5738.1234	1050.8676
1_MACS_peak_9787_lociStitched	chr16	28151541	28154559	1	3019	5404.9362	688.4058
1_MACS_peak_19819_lociStitched	chr4	73870774	73873792	1	3019	3249.7824	678.4464
1_MACS_peak_4625_lociStitched	chr11	61582043	61585060	1	3018	4430.1628	652.5771
1_MACS_peak_14242_lociStitched	chr2	73459500	73462517	1	3018	4231.644200000001	702.6593
1_MACS_peak_15516_lociStitched	chr2	225448840	225451857	1	3018	3035.4037	576.8504
1_MACS_peak_1073_lociStitched	chr1	87914272	87917288	1	3017	4836.156	737.412
1_MACS_peak_11710_lociStitched	chr17	78709945	78712960	1	3016	7720.209	467.0235
1_MACS_peak_16903_lociStitched	chr22	20103175	20106190	1	3016	4044.321	435.366
1_MACS_peak_18706_lociStitched	chr3	142164375	142167389	1	3015	4139.1262	775.2008
1_MACS_peak_2039_lociStitched	chr1	182583507	182586520	1	3014	4521.6091	909.9259999999999
1_MACS_peak_8499_lociStitched	chr15	34330064	34333077	1	3014	4143.7789	540.2308999999999
1_MACS_peak_10192_lociStitched	chr16	70413302	70416315	1	3014	8278.2175	865.0323000000001
1_MACS_peak_18253_lociStitched	chr3	88198028	88201041	1	3014	6020.8778999999995	664.6677999999999
1_MACS_peak_19792_lociStitched	chr4	70186127	70189140	1	3014	6450.2304	613.1455
1_MACS_peak_23200_lociStitched	chr6	89854545	89857558	1	3014	7102.243600000001	609.2286
1_MACS_peak_25727_lociStitched	chr8	30513568	30516581	1	3014	4881.3613000000005	929.2092
1_MACS_peak_24864_lociStitched	chr7	102211654	102214666	1	3013	4656.8532000000005	1540.9392000000003
1_MACS_peak_2644_lociStitched	chr1	230346822	230349833	1	3012	5290.9292000000005	841.8756000000001
1_MACS_peak_3544_lociStitched	chr10	81076240	81079251	1	3012	8386.5383	696.1432
1_MACS_peak_7253_lociStitched	chr13	50016927	50019938	1	3012	5047.640399999999	553.1207
2_MACS_peak_19360_lociStitched	chr4	2536867	2539878	2	2968	3940.4957	401.6674
1_MACS_peak_1776_lociStitched	chr1	159879036	159882046	1	3011	10461.255	864.171
1_MACS_peak_16349_lociStitched	chr20	52401352	52404362	1	3011	4649.547	542.703
1_MACS_peak_3701_lociStitched	chr10	97003994	97007003	1	3010	2418.0324	726.9744000000001
1_MACS_peak_18947_lociStitched	chr3	171092390	171095399	1	3010	6916.186500000001	769.1004
1_MACS_peak_4751_lociStitched	chr11	65354005	65357013	1	3009	9999.193599999999	784.1855999999999
1_MACS_peak_8002_lociStitched	chr14	71352121	71355128	1	3008	3269.5110999999997	400.53240000000005
1_MACS_peak_9897_lociStitched	chr16	31083579	31086586	1	3008	4999.7389	777.0088000000001
1_MACS_peak_13212_lociStitched	chr19	45594666	45597673	1	3008	8256.0192	842.8620999999999
2_MACS_peak_20775_lociStitched	chr5	9544134	9547141	2	2936	2640.146	535.5467
1_MACS_peak_4369_lociStitched	chr11	23589646	23592652	1	3007	3386.8602	443.6856
1_MACS_peak_12302_lociStitched	chr18	68988119	68991125	1	3007	2249.991	430.75980000000004
1_MACS_peak_14934_lociStitched	chr2	161944987	161947993	1	3007	2933.2548	618.3342
1_MACS_peak_24918_lociStitched	chr7	106299508	106302514	1	3007	13605.7572	851.5998
1_MACS_peak_6166_lociStitched	chr12	54216632	54219637	1	3006	4907.4655	600.0985
1_MACS_peak_8407_lociStitched	chr15	25661397	25664402	1	3006	2434.9515	508.1455
1_MACS_peak_10680_lociStitched	chr17	17584253	17587258	1	3006	3525.1655	309.515
1_MACS_peak_15663_lociStitched	chr2	238581643	238584648	1	3006	3670.0065	433.922
1_MACS_peak_16267_lociStitched	chr20	46987095	46990100	1	3006	6848.996	510.54949999999997
2_MACS_peak_10319_lociStitched	chr16	82684869	82687873	2	2925	2554.0008	432.2756
1_MACS_peak_17644_lociStitched	chr3	18884186	18887190	1	3005	4017.5496	315.1196
1_MACS_peak_14734_lociStitched	chr2	128783927	128786929	1	3003	2997.4970000000003	551.1672000000001
1_MACS_peak_26267_lociStitched	chr8	107669186	107672188	1	3003	5381.6854	363.8424
1_MACS_peak_11416_lociStitched	chr17	61774801	61777802	1	3002	2616.2718	311.8039
1_MACS_peak_16614_lociStitched	chr21	33102864	33105865	1	3002	4742.7804	816.8722
1_MACS_peak_7786_lociStitched	chr14	50099847	50102847	1	3001	4087.5	459.9
1_MACS_peak_11261_lociStitched	chr17	48502302	48505302	1	3001	3231.0	657.9
1_MACS_peak_11392_lociStitched	chr17	59394445	59397445	1	3001	4927.8	643.5
1_MACS_peak_14694_lociStitched	chr2	120123027	120126027	1	3001	6210.599999999999	749.4
1_MACS_peak_15262_lociStitched	chr2	198103116	198106116	1	3001	5333.400000000001	627.3000000000001
1_MACS_peak_17554_lociStitched	chr3	12688187	12691187	1	3001	5065.2	687.9
1_MACS_peak_11562_lociStitched	chr17	73265852	73268851	1	3000	3897.2005000000004	586.9043
1_MACS_peak_18519_lociStitched	chr3	125496974	125499973	1	3000	5902.3319	560.5131
1_MACS_peak_11982_lociStitched	chr18	23805517	23808514	1	2998	5004.6903	534.3651
2_MACS_peak_21466_lociStitched	chr5	108364009	108367006	2	2762	1663.335	587.7117
1_MACS_peak_4531_lociStitched	chr11	47398179	47401175	1	2997	6549.555600000001	417.3428
1_MACS_peak_15273_lociStitched	chr2	198378972	198381968	1	2997	7673.055600000001	812.5151999999999
1_MACS_peak_22973_lociStitched	chr6	52848018	52851014	1	2997	3053.5232000000005	780.7576
1_MACS_peak_16988_lociStitched	chr22	24235240	24238235	1	2996	7235.021500000001	873.3420000000001
1_MACS_peak_19899_lociStitched	chr4	78507460	78510455	1	2996	2069.2455	588.5175
1_MACS_peak_21482_lociStitched	chr5	109388561	109391556	1	2996	4426.9095	786.487
1_MACS_peak_4663_lociStitched	chr11	62571952	62574946	1	2995	7432.0062	813.4698
1_MACS_peak_6327_lociStitched	chr12	66695909	66698903	1	2995	3155.9754000000003	947.0022000000001
1_MACS_peak_7751_lociStitched	chr14	36323673	36326667	1	2995	3060.4668	361.97459999999995
1_MACS_peak_14886_lociStitched	chr2	153573057	153576051	1	2995	8280.206400000001	856.5834000000001
1_MACS_peak_15983_lociStitched	chr20	30262068	30265062	1	2995	4122.4386	667.9614
1_MACS_peak_23562_lociStitched	chr6	132251204	132254198	1	2995	2773.3422	409.27979999999997
1_MACS_peak_25146_lociStitched	chr7	130596621	130599615	1	2995	5725.1268	910.4753999999999
1_MACS_peak_220_lociStitched	chr1	16969616	16972609	1	2994	16182.552399999999	2320.4728999999998
1_MACS_peak_7210_lociStitched	chr13	45008791	45011784	1	2994	3318.3391	293.0147
1_MACS_peak_11417_lociStitched	chr17	61817870	61820863	1	2994	8302.2827	801.8247000000001
1_MACS_peak_11580_lociStitched	chr17	73683783	73686776	1	2994	3394.9599000000003	692.5802
1_MACS_peak_5033_lociStitched	chr11	82743932	82746923	1	2992	3709.4382	586.236
1_MACS_peak_1581_lociStitched	chr1	151511070	151514060	1	2991	11232.533	1243.242
1_MACS_peak_5186_lociStitched	chr11	107728430	107731420	1	2991	3708.796	641.056
1_MACS_peak_21306_lociStitched	chr5	86314281	86317271	1	2991	7195.136	667.667
1_MACS_peak_21309_lociStitched	chr5	86397844	86400834	1	2991	3512.353	461.656
1_MACS_peak_11083_lociStitched	chr17	40759987	40762976	1	2990	5403.8131	853.6584
1_MACS_peak_19674_lociStitched	chr4	45120667	45123656	1	2990	4924.6764	601.0879
1_MACS_peak_2804_lociStitched	chr1	249131195	249134183	1	2989	9628.83	1203.2676
1_MACS_peak_2878_lociStitched	chr10	6243092	6246080	1	2989	2449.8612	453.8772
1_MACS_peak_9626_lociStitched	chr16	14394595	14397583	1	2989	4525.0271999999995	340.0344
1_MACS_peak_1969_lociStitched	chr1	174842348	174845335	1	2988	4079.9432999999995	718.6722
1_MACS_peak_6534_lociStitched	chr12	93095174	93098160	1	2987	6396.310600000001	808.9073999999999
1_MACS_peak_7071_lociStitched	chr13	28193743	28196729	1	2987	4221.3081999999995	267.5456
1_MACS_peak_18888_lociStitched	chr3	160471929	160474915	1	2987	8157.4534	1266.0639999999999
1_MACS_peak_19434_lociStitched	chr4	8961327	8964313	1	2987	3576.6308	442.5252
1_MACS_peak_23594_lociStitched	chr6	134693467	134696453	1	2987	2326.9898	605.2622
1_MACS_peak_21548_lociStitched	chr5	118643220	118646205	1	2986	4562.5725	598.791
1_MACS_peak_22161_lociStitched	chr5	179231891	179234876	1	2986	4789.731	376.40849999999995
1_MACS_peak_26266_lociStitched	chr8	107618919	107621904	1	2986	4214.223	293.127
1_MACS_peak_8867_lociStitched	chr15	64443231	64446215	1	2985	2510.7376	821.7936
1_MACS_peak_21986_lociStitched	chr5	158882980	158885964	1	2985	1544.8168	460.7296
1_MACS_peak_22596_lociStitched	chr6	28889962	28892946	1	2985	7226.9496	722.1279999999999
1_MACS_peak_4252_lociStitched	chr11	10828758	10831741	1	2984	11412.3614	811.9725999999999
1_MACS_peak_8996_lociStitched	chr15	73074653	73077636	1	2984	5380.4371	915.1844000000001
1_MACS_peak_13260_lociStitched	chr19	47456783	47459766	1	2984	5049.0258	652.6804
1_MACS_peak_19175_lociStitched	chr3	185825600	185828582	1	2983	2650.1034	964.677
1_MACS_peak_7880_lociStitched	chr14	58763958	58766939	1	2982	2818.8336	370.2402
1_MACS_peak_457_lociStitched	chr1	31536464	31539444	1	2981	5384.86	729.504
1_MACS_peak_27369_lociStitched	chr9	110044496	110047476	1	2981	7933.356	803.11
1_MACS_peak_1928_lociStitched	chr1	169763019	169765998	1	2980	5355.9441	1011.6684
1_MACS_peak_21349_lociStitched	chr5	89023527	89026506	1	2980	2452.9086	563.031
1_MACS_peak_687_lociStitched	chr1	43918361	43921339	1	2979	6052.1894	865.1089999999999
1_MACS_peak_18320_lociStitched	chr3	101394284	101397262	1	2979	4288.6178	823.417
1_MACS_peak_23367_lociStitched	chr6	109702045	109705023	1	2979	16362.0254	712.3376
1_MACS_peak_24011_lociStitched	chr7	7720509	7723486	1	2978	2961.8173	634.3987000000001
1_MACS_peak_25212_lociStitched	chr7	138792681	138795658	1	2978	8782.7454	1110.1233
1_MACS_peak_25922_lociStitched	chr8	59506927	59509904	1	2978	6167.4509	582.5989000000001
1_MACS_peak_4646_lociStitched	chr11	62367245	62370221	1	2977	6253.1712	730.608
1_MACS_peak_22533_lociStitched	chr6	26472956	26475932	1	2977	5030.035199999999	789.5328
1_MACS_peak_14704_lociStitched	chr2	120988235	120991210	1	2976	6268.325000000001	755.3525000000001
1_MACS_peak_15713_lociStitched	chr20	304718	307693	1	2976	3679.1825	524.4925000000001
1_MACS_peak_2800_lociStitched	chr1	249098259	249101233	1	2975	5064.4246	1015.0262
1_MACS_peak_12516_lociStitched	chr19	5902752	5905726	1	2975	5697.8866	1467.0742
1_MACS_peak_16313_lociStitched	chr20	50157137	50160111	1	2975	6259.0804	633.1646000000001
1_MACS_peak_444_lociStitched	chr1	29506788	29509761	1	2974	8719.511700000001	800.3316
1_MACS_peak_2925_lociStitched	chr10	12083468	12086441	1	2974	12866.2521	726.0066
1_MACS_peak_9071_lociStitched	chr15	76724800	76727773	1	2974	3112.4337	624.3299999999999
1_MACS_peak_11906_lociStitched	chr18	12748666	12751639	1	2974	8097.2627999999995	448.923
2_MACS_peak_23314_lociStitched	chr6	107434872	107437845	2	2514	1714.8264	498.5721
1_MACS_peak_28691_lociStitched	chrX	140822216	140825189	1	2974	1997.2613999999999	341.0031
1_MACS_peak_12018_lociStitched	chr18	32620334	32623306	1	2973	3805.3487999999998	692.1788
1_MACS_peak_2810_lociStitched	chr10	180008	182979	1	2972	4504.036	482.7875
1_MACS_peak_4236_lociStitched	chr11	10314354	10317325	1	2972	8931.4202	809.0033
1_MACS_peak_14724_lociStitched	chr2	128282811	128285781	1	2971	7386.093	848.2320000000001
1_MACS_peak_10486_lociStitched	chr17	3613173	3616142	1	2970	5881.292100000001	702.1685
1_MACS_peak_19816_lociStitched	chr4	73432576	73435543	1	2968	4471.5657	593.9934
1_MACS_peak_23984_lociStitched	chr7	6412207	6415174	1	2968	4894.3632	448.31370000000004
1_MACS_peak_26472_lociStitched	chr8	136239833	136242800	1	2968	2504.4447	588.6528
1_MACS_peak_2758_lociStitched	chr1	243889723	243892689	1	2967	5223.125999999999	852.4284
1_MACS_peak_9359_lociStitched	chr15	101140770	101143735	1	2966	3634.497	796.399
1_MACS_peak_11845_lociStitched	chr18	6434293	6437258	1	2966	2716.8295	494.8585
1_MACS_peak_9819_lociStitched	chr16	29464178	29467142	1	2965	5610.5556	1154.478
1_MACS_peak_19239_lociStitched	chr3	193459535	193462499	1	2965	7131.384	788.7204
1_MACS_peak_19691_lociStitched	chr4	48342062	48345026	1	2965	4896.527999999999	681.1272
1_MACS_peak_22843_lociStitched	chr6	42333600	42336564	1	2965	9117.5604	839.7012
1_MACS_peak_25376_lociStitched	chr7	154793574	154796538	1	2965	9835.7376	815.6928
1_MACS_peak_25741_lociStitched	chr8	33369678	33372642	1	2965	5363.358	720.5484
1_MACS_peak_7858_lociStitched	chr14	55568349	55571312	1	2964	5012.5071	440.0055
1_MACS_peak_12744_lociStitched	chr19	14115624	14118587	1	2964	9348.5613	730.6758000000001
1_MACS_peak_20580_lociStitched	chr4	178361759	178364722	1	2964	9547.6749	721.4905
1_MACS_peak_12296_lociStitched	chr18	67860642	67863604	1	2963	5087.235	804.1830000000001
1_MACS_peak_14560_lociStitched	chr2	109744345	109747307	1	2963	4172.2732000000005	579.071
1_MACS_peak_21810_lociStitched	chr5	142561517	142564479	1	2963	5464.89	544.7118
1_MACS_peak_27010_lociStitched	chr9	71319081	71322043	1	2963	3425.8492	715.6192
