GENE_ID	locusLine	bin_1_EJM.jin.bam
NM_182931	chr7(.):104649636-104759532	0.6168
NM_012257	chr7(.):106804459-106847974	0.5224
NM_015723	chr7(.):108107070-108171638	0.2705
NM_001098627	chr7(.):128575771-128595088	1.3008
NM_001098630	chr7(.):128572993-128595088	1.5546
NM_032643	chr7(.):128573270-128595088	1.512
NM_003344	chr7(.):129467994-129597789	0.3208
NR_015431	chr7(.):130623918-130798562	0.4546
NR_024153	chr7(.):130623918-130796789	0.4564
NM_016019	chr7(.):139039633-139113200	0.5335
NM_001166254	chr7(.):139473046-139725125	0.7087
NM_030647	chr7(.):139779545-139881741	0.2309
NR_029394	chr7(.):139523951-139725125	0.5885
NM_152998	chr7(.):148499474-148586414	0.317
NM_173680	chr7(.):150071405-150100719	0.7458
NM_053043	chr7(.):155432202-155579179	0.4879
NR_029597	chr7(.):25984538-25994606	1.8465
NM_175887	chr7(.):29598426-29611911	1.5081
NM_001123065	chr7(.):47689841-47706246	0.2144
NM_001134450	chr7(.):98439110-98472673	0.1155
NR_037403	chr7(.):98474272-98484352	2.2258
NM_003910	chr7(.):99001600-99022239	0.8369
NM_014891	chr7(.):98987588-99011292	1.116
NM_005720	chr7(.):98967328-98997404	2.0933
NM_024061	chr7(.):99151044-99167328	1.0773
NM_001083956	chr7(.):99151044-99179076	0.7542
NM_145111	chr7(.):99138922-99154757	0.2526
NM_001195542	chr7(.):99190901-99213455	0.1143
NM_001009958	chr7(.):99151447-99167328	1.1038
NM_001009960	chr7(.):99151447-99179076	0.7648
NR_028039	chr7(.):99793277-99874855	0.4347
NR_028038	chr7(.):99801558-99874855	0.4645
NM_024070	chr7(.):99811870-99824111	1.7373
NM_012447	chr7(.):99770537-99817010	0.2149
NM_152742	chr7(.):99762228-99779990	0.1642
NM_030935	chr7(.):100059141-100081902	0.4664
NM_145030	chr7(.):100027911-100039094	1.3598
NM_019606	chr7(.):100022253-100036749	2.6016
NM_001194992	chr7(.):100021412-100036749	2.4635
NM_001004323	chr7(.):100049237-100066894	0.1644
NM_020979	chr7(.):101923404-101967178	1.3228
NR_036245	chr7(.):101931368-101941453	1.0364
NM_032831	chr7(.):102068995-102102268	3.1657
NM_024653	chr7(.):102031803-102072129	1.9092
NM_001146210	chr7(.):101981191-102001889	0.1101
NM_006234	chr7(.):102108547-102124381	0.735
NM_001097615	chr7(.):102173365-102218068	0.3923
NM_152892	chr7(.):102100389-102118612	0.859
NM_001114403	chr7(.):102272471-102288238	0.2269
NR_027374	chr7(.):104530074-104572092	0.231
NR_024586	chr7(.):104645988-104659588	3.6307
NM_024814	chr7(.):107379278-107407083	0.7194
NM_001130475	chr7(.):108197670-108215167	1.0976
NM_182529	chr7(.):108197670-108214897	1.1146
NM_012328	chr7(.):108205188-108220294	1.2527
NM_001024613	chr7(.):121936447-121949565	1.9267
NR_036484	chr7(.):121938711-121955131	2.3155
NM_199349	chr7(.):128525000-128555773	0.2647
NM_197964	chr7(.):139020896-139035541	1.4688
NR_024451	chr7(.):139872060-139884440	1.0528
NM_003592	chr7(.):148390932-148503202	0.2694
NM_004911	chr7(.):148695153-148730782	1.1173
NM_013400	chr7(.):150060878-150076133	1.9047
NM_014374	chr7(.):150063257-150076133	2.1967
NM_001142928	chr7(.):150015295-150040245	0.8578
NM_002889	chr7(.):150030406-150043763	0.1118
NM_138434	chr7(.):150021937-150034811	0.1502
NR_027237	chr7(.):150097839-150114558	1.9482
NM_175571	chr7(.):150142961-150181483	0.0617
NR_034033	chr7(.):150125741-150150228	0.1899
NM_005079	chr8(.):80942104-81088836	0.443
NM_001135733	chr8(.):95933199-95966615	1.5717
NM_024094	chr8(.):120841180-120873170	0.3
NM_022783	chr8(.):120880899-121068157	0.7014
NM_001145088	chr8(.):124079919-124169392	0.1625
NM_003033	chr8(.):134462090-134589183	0.6036
NM_015117	chr8(.):144514824-144628620	0.5551
NR_003129	chr8(.):38452692-38463775	0.0661
NM_052937	chr8(.):52725139-52816735	0.3451
NM_001025252	chr8(.):80942104-80998010	0.147
NM_057749	chr8(.):95887452-95912482	1.3005
NM_152416	chr8(.):96032220-96075938	0.2967
NM_001135699	chr8(.):101925803-101970221	0.5352
NM_001135700	chr8(.):101925803-101968560	0.5489
NM_145690	chr8(.):101925803-101969357	0.5395
NM_003406	chr8(.):101925803-101970623	0.5324
NM_001135702	chr8(.):101925803-101967799	0.5575
NM_024295	chr8(.):124020567-124059648	0.7721
NM_025195	chr8(.):126437562-126455644	1.2908
NM_002467	chr8(.):128743314-128758680	1.3916
NM_001166237	chr8(.):144630556-144650231	0.6434
NM_024736	chr8(.):144635476-144650231	0.4727
NM_001100878	chr8(.):144643362-144659928	0.2729
NM_145201	chr8(.):144651954-144665513	0.3956
NM_003070	chr9(.):2010341-2198623	0.2377
NR_003529	chr9(.):21989789-22126093	0.5624
NM_002919	chr9(.):3242036-3530983	0.1142
NM_134428	chr9(.):3219646-3530983	0.1092
NM_001135920	chr9(.):5624326-5774454	0.3231
NM_020829	chr9(.):5651582-5781556	0.1053
NM_022490	chr9(.):37480944-37508693	0.3349
NM_012383	chr9(.):77698397-77767114	0.4449
NM_001174168	chr9(.):93559206-93665842	0.4936
NM_001135052	chr9(.):93559011-93665842	0.4934
NM_004560	chr9(.):94479883-94717444	0.5024
NM_006648	chr9(.):95942211-96087854	0.4195
NM_015404	chr9(.):117159359-117272736	0.752
NM_001083885	chr9(.):117159359-117270495	0.7632
NM_005047	chr9(.):123573331-123610206	0.4166
NM_015033	chr9(.):132644465-132810473	0.4536
NM_198679	chr9(.):134447156-134590229	0.4076
NM_005312	chr9(.):134447156-134617925	0.4477
NM_004936	chr9(.):21997901-22014312	0.6639
NR_024274	chr9(.):21962137-21972753	0.5522
NM_058197	chr9(.):21962750-21979826	1.0407
NM_000077	chr9(.):21962750-21980132	1.0255
NM_058195	chr9(.):21962750-21999490	1.4838
NM_012166	chr9(.):37505888-37581250	0.5823
NM_001127603	chr9(.):77671115-77708133	0.7825
NM_053067	chr9(.):86269877-86328168	0.4949
NM_032307	chr9(.):86548226-86576663	0.2216
NM_031263	chr9(.):86577997-86600184	0.8857
NM_031262	chr9(.):86577997-86600569	0.8706
NM_024945	chr9(.):86590636-86623987	0.6077
NR_029605	chr9(.):86579662-86589772	0.1016
NM_001174167	chr9(.):93584704-93665842	0.3428
NR_033912	chr9(.):93820575-93842414	0.2113
NM_005384	chr9(.):94166326-94191144	0.8949
NM_006401	chr9(.):100740488-100783224	0.7787
NM_197978	chr9(.):100684072-100705526	0.6183
NM_018437	chr9(.):100684072-100712134	0.4902
NM_005658	chr9(.):123659670-123694173	0.3335
NM_015651	chr9(.):123612930-123644606	0.8907
NM_001190947	chr9(.):123659670-123681850	0.1924
NM_001009936	chr9(.):123626852-123644606	1.465
NR_024408	chr9(.):123600319-123621651	0.6851
NM_001045476	chr9(.):127610754-127625160	0.9433
NM_030978	chr9(.):127626483-127644696	1.2517
NM_007209	chr9(.):127615157-127629240	0.935
NM_005489	chr9(.):130495595-130538621	0.4494
NM_001142532	chr9(.):130495595-130529697	0.2984
NM_001142533	chr9(.):130495595-130522583	0.332
NM_001142531	chr9(.):130495595-130529719	0.2985
NM_001142534	chr9(.):130495595-130522561	0.3322
NM_170600	chr9(.):130495595-130546048	0.7427
NM_001085347	chr9(.):130488802-130502604	0.4701
NM_001018078	chr9(.):130560507-130581556	0.476
NM_001261	chr9(.):130543304-130558052	0.6989
NM_004957	chr9(.):130560153-130581556	0.4689
NR_036055	chr9(.):130543196-130553286	0.9426
NM_016520	chr9(.):132584563-132602572	0.6966
NM_006676	chr9(.):132592695-132649107	0.3689
NM_001008563	chr9(.):132592756-132649107	0.3693
NM_178536	chr9(.):139841767-139854949	0.3866
NM_153200	chr9(.):139752232-139765738	0.4246
NM_000606	chr9(.):139834697-139846426	0.6641
NM_021138	chr9(.):139775964-139826067	0.9526
NM_018998	chr9(.):139829886-139844173	0.3579
NM_206920	chr9(.):139741818-139760251	0.482
NM_014172	chr9(.):139738255-139750490	0.6335
NM_005334	chrX(.):153208007-153241819	0.8626
NM_000054	chrX(.):153165528-153177620	0.277
NM_000425	chrX(.):153121970-153146399	0.0473
NM_003491	chrX(.):153190376-153205468	1.8516
NM_001666	chrX(.):153167829-153196714	1.0315
NM_002910	chrX(.):153195721-153215232	0.4483
NR_027419	chrX(.):153162984-153177620	0.2465
NM_001025243	chrX(.):153270956-153290342	0.6157
NM_003492	chrX(.):153232990-153253646	1.779
NR_031757	chrX(.):153280370-153290440	0.8247
NR_036175	chrX(.):153241548-153251627	1.1473
NR_036174	chrX(.):153241547-153251628	1.1474
NM_024948	chr10(.):15815174-15907519	0.5547
NR_027653	chr10(.):3813187-3832473	1.0079
NM_178150	chr10(.):5927213-5984556	0.6381
NM_032807	chr10(.):5931348-5984556	0.6319
NM_019046	chr10(.):5898688-5936860	0.4689
NM_001009941	chr10(.):5915049-5936860	0.7452
NR_024469	chr11(.):67080309-67164158	0.4096
NM_001098517	chr11(.):115039344-115380241	0.3831
NM_004811	chr11(.):58289343-58348390	0.5283
NM_001143995	chr11(.):58289343-58350639	0.5207
NM_001012662	chr11(.):62618483-62661355	0.8255
NM_001013251	chr11(.):62643343-62661355	0.8119
NM_001012661	chr11(.):62618517-62661353	0.8259
NM_024060	chr11(.):62196015-62319332	2.0351
NR_037193	chr11(.):62644170-62661355	0.845
NM_003273	chr11(.):64874340-64888707	0.8692
NM_005438	chr11(.):65654691-65672997	0.9518
NM_001077241	chr11(.):65137662-65155142	1.3777
NR_002819	chr11(.):65260232-65278939	1.7621
NM_030930	chr11(.):67753574-67776593	1.5925
NM_012309	chr11(.):70308960-70940808	0.1205
NM_014824	chr11(.):72542789-72858143	0.1682
NM_153614	chr11(.):73656363-73686332	0.221
NM_006656	chr11(.):74694949-74723743	0.2429
NM_182969	chr11(.):74546954-74665232	0.2513
NM_001166	chr11(.):102212965-102254401	0.2896
NM_004397	chr11(.):118613472-118666972	0.7104
NM_002017	chr11(.):128558812-128688162	0.7867
NM_001167681	chr11(.):128557388-128688162	0.7796
NM_000614	chr11(.):58385145-58398205	0.1085
NR_024091	chr11(.):58341586-58398205	0.5579
NM_053023	chr11(.):58341586-58394023	0.5909
NM_004778	chr11(.):60613397-60628444	0.1939
NM_207341	chr11(.):60630014-60648164	0.3887
NM_024098	chr11(.):60604428-60623561	1.4958
NM_003357	chr11(.):62181506-62195678	0.6957
NM_022830	chr11(.):62337516-62364109	0.8085
NM_004739	chr11(.):62355674-62374303	1.3221
NM_001404	chr11(.):62322072-62346460	1.2904
NM_001620	chr11(.):62278373-62319332	1.2733
NR_002565	chr11(.):62618036-62628103	1.7845
NM_003164	chr11(.):62569368-62604560	0.668
NM_018093	chr11(.):62595382-62612628	1.7602
NR_003098	chr11(.):62614459-62628360	1.3674
NR_002561	chr11(.):62616134-62626204	1.7975
NR_002560	chr11(.):62615797-62625865	1.7813
NR_002559	chr11(.):62616375-62626440	1.7912
NR_000008	chr11(.):62615381-62625507	1.7686
NR_002564	chr11(.):62617763-62627838	1.7832
NR_002563	chr11(.):62617483-62627555	1.7985
NR_002562	chr11(.):62617092-62627167	1.7833
NM_001081491	chr11(.):62554597-62577964	0.8868
NM_001080501	chr11(.):62552786-62564486	1.1418
NM_080668	chr11(.):64839926-64856615	1.122
NM_006782	chr11(.):64846693-64860874	1.5432
NM_013265	chr11(.):64858682-64884180	0.5498
NR_037567	chr11(.):64884654-64899841	1.0702
NM_172230	chr11(.):64889750-64907003	1.4249
NM_001997	chr11(.):64883098-64894672	1.5118
NM_004927	chr11(.):64884715-64899841	1.0298
NM_014205	chr11(.):64878874-64890170	1.6269
NM_001008778	chr11(.):64932706-64945688	0.1779
NM_001198868	chr11(.):64943685-64984477	0.2132
NM_001198869	chr11(.):64944149-64984477	0.2157
NM_001198870	chr11(.):64944303-64984477	0.2162
NR_028272	chr11(.):65185268-65199003	5.7473
NR_030343	chr11(.):65206928-65217028	0.5726
NM_031904	chr11(.):65149040-65185995	1.1734
NM_001048218	chr11(.):65287547-65311182	0.6455
NM_198897	chr11(.):65646210-65661010	0.9467
NM_001335	chr11(.):65642283-65656212	0.4415
NM_025128	chr11(.):65622871-65638914	2.2376
NM_005507	chr11(.):65617284-65630804	2.5999
NM_152760	chr11(.):65596409-65626172	0.6149
NM_016938	chr11(.):65628911-65645340	0.3728
NM_006848	chr11(.):65652874-65664106	1.293
NM_207354	chr11(.):67051761-67074955	0.6646
NM_017857	chr11(.):67065918-67085078	0.3298
NR_030767	chr11(.):67051815-67074955	0.6661
NM_001619	chr11(.):67028904-67059029	1.6734
NM_001161473	chr11(.):67771047-67801743	1.2325
NM_006053	chr11(.):67805446-67823366	0.772
NM_006019	chr11(.):67801482-67823366	0.6847
NM_002496	chr11(.):67793083-67809114	1.3708
NM_000694	chr11(.):67772789-67801743	1.1316
NM_003355	chr11(.):73680715-73698889	1.3339
NM_003356	chr11(.):73706325-73725282	0.1877
NM_014752	chr11(.):74655291-74695076	0.6676
NM_001165	chr11(.):102183193-102213465	0.92
NM_006235	chr11(.):111217980-111255157	2.7632
NM_032966	chr11(.):118759100-118771971	0.2855
NM_001716	chr11(.):118749540-118771971	0.4046
NM_182557	chr11(.):118761850-118786613	0.2763
NR_027288	chr11(.):122883273-122895319	0.0421
NM_006597	chr11(.):122923199-122937844	1.3706
NM_021978	chr11(.):130024681-130085257	0.6962
NM_006836	chr12(.):120560013-120637513	0.5828
NM_020375	chr12(.):4425358-4474190	0.0867
NM_006143	chr12(.):12808994-12854121	0.2075
NM_000966	chr12(.):53599352-53631036	0.6713
NM_001042728	chr12(.):53599352-53619150	0.8944
NM_001982	chr12(.):56468891-56502128	0.6801
NM_001798	chr12(.):56355555-56371568	0.9719
NM_013449	chr12(.):56984379-57035163	0.882
NM_003299	chr12(.):104319188-104346703	0.7605
NM_014868	chr12(.):120967131-121020397	1.2644
NM_014708	chr12(.):123006808-123115947	0.2932
NM_001082959	chr12(.):125257173-125353519	0.1759
NM_001759	chr12(.):4377901-4419522	0.7984
NR_036052	chr12(.):9387065-9397147	0.0419
NR_036052	chr12(.):12259885-12269967	0.0726
NM_004064	chr12(.):12865301-12880305	2.6061
NR_030344	chr12(.):12912582-12922677	0.0419
NM_001130415	chr12(.):12873850-12949399	0.3246
NM_001098532	chr12(.):48123452-48157181	0.3919
NM_017842	chr12(.):48161966-48181536	0.2188
NM_006105	chr12(.):48123452-48157244	0.3914
NM_001098531	chr12(.):48123452-48157889	0.3845
NM_001098416	chr12(.):48171506-48218763	0.7855
NM_001004304	chr12(.):53569534-53589654	0.6514
NM_000889	chr12(.):53580106-53606000	1.4901
NM_015989	chr12(.):53546446-53579430	0.4095
NM_001170790	chr12(.):53640369-53653190	0.4623
NM_032889	chr12(.):53640875-53653190	0.4787
NM_201554	chr12(.):56320811-56352807	1.1731
NM_006928	chr12(.):56342888-56364826	0.466
NM_032345	chr12(.):56290196-56326697	1.0627
NM_001345	chr12(.):56319945-56352807	1.2343
NM_001143853	chr12(.):56290196-56325909	1.0122
NM_002868	chr12(.):56362861-56393488	0.574
NM_032786	chr12(.):56507029-56521278	1.7085
NM_006191	chr12(.):56493102-56512694	1.5668
NM_001130420	chr12(.):56550635-56588351	1.1048
NM_079423	chr12(.):56547099-56560366	1.7719
NM_002475	chr12(.):56541334-56556771	2.189
NM_001035267	chr12(.):56505373-56516616	1.7033
NM_015292	chr12(.):56516985-56543460	0.8564
NR_003046	chr12(.):57032463-57042538	1.4503
NM_001686	chr12(.):57026958-57044852	1.6485
NM_005594	chr12(.):57101210-57124066	0.8994
NR_002737	chr12(.):57033810-57043885	1.4451
NM_001113203	chr12(.):57101210-57124326	0.8893
NM_006601	chr12(.):57052124-57087078	1.0873
NM_005730	chr12(.):58208709-58245747	0.7445
NM_033276	chr12(.):58330444-58356052	0.3075
NR_027249	chr12(.):104232526-104328989	0.3369
NR_037425	chr12(.):104319202-104329333	1.8607
NM_003211	chr12(.):104354592-104387656	0.1926
NM_001135570	chr12(.):104338980-104355993	0.2324
NM_181724	chr12(.):108978621-108996894	0.1079
NM_003006	chr12(.):109010679-109032670	1.6144
NR_027345	chr12(.):116966226-116978326	1.3936
NM_001085481	chr12(.):116992185-117019425	1.1384
NR_027346	chr12(.):116966239-116979318	1.3137
NM_006861	chr12(.):120527898-120559643	0.8962
NM_001002	chr12(.):120629502-120644014	2.7732
NM_025157	chr12(.):120643249-120692957	0.4261
NM_002859	chr12(.):120643249-120708563	0.4269
NM_012240	chr12(.):120735123-120756045	0.5967
NM_000928	chr12(.):120754913-120770592	0.6403
NM_003746	chr12(.):120928858-120941298	0.6849
NM_032314	chr12(.):120936081-120971964	0.5772
NM_198202	chr12(.):121011847-121024201	0.8291
NM_015918	chr12(.):121011847-121024197	0.8293
NM_001033677	chr12(.):121073421-121110127	0.211
NM_004276	chr12(.):121083370-121110127	0.2294
NM_001080533	chr12(.):121142830-121166443	0.5233
NM_014730	chr12(.):121119948-121144667	0.9408
NM_000017	chr12(.):121158570-121182811	0.3063
NR_033956	chr12(.):121565630-121629354	0.5338
NR_033953	chr12(.):121565621-121629354	0.5337
NM_019034	chr12(.):122210659-122236594	0.7173
NR_002809	chr12(.):122228172-122246390	2.9378
NM_015048	chr12(.):122237637-122275562	1.1442
NR_036436	chr12(.):122984189-123016560	1.226
NM_017612	chr12(.):122952434-122990518	0.7333
NM_024667	chr12(.):123344874-123385712	1.9013
NM_021009	chr12(.):125391191-125404587	2.141
NM_001010854	chr14(.):91001931-91287761	0.196
NR_027004	chr14(.):94366075-94397718	0.1863
NM_000369	chr14(.):81416868-81617646	0.166
NM_001018036	chr14(.):81416868-81580294	0.1943
NM_152446	chr14(.):80957820-81410884	0.0465
NM_001080414	chr14(.):91732666-91889133	2.4255
NM_024952	chr14(.):91575356-91696703	0.5763
NM_001102367	chr14(.):91575978-91696703	0.5748
NM_001164780	chr14(.):92519895-92577965	0.4117
NM_023112	chr14(.):94487723-94520276	0.6339
NM_152327	chr14(.):96853447-96960112	0.1672
NM_032632	chr14(.):96963719-97038448	0.3964
NM_194431	chr14(.):21151931-21173758	0.322
NM_002937	chr14(.):21147371-21173758	0.9128
NM_001145	chr14(.):21147335-21167345	1.1822
NM_001001968	chr14(.):21103854-21114850	0.0758
NM_004713	chr14(.):50245531-50324539	0.1089
NM_001663	chr14(.):50354735-50368772	1.4054
NM_024496	chr14(.):77485885-77500034	2.0538
NM_005065	chr14(.):81934238-82005205	0.8567
NM_017970	chr14(.):90739397-90803279	0.2483
NM_006888	chr14(.):90858326-90879619	0.849
NM_001166106	chr14(.):90859605-90879619	0.8927
NR_003709	chr14(.):91587769-91597896	0.4969
NM_032560	chr14(.):91918955-91981644	0.7789
NM_004545	chr14(.):92577467-92593153	2.1089
NM_017437	chr14(.):92583328-92635543	0.8059
NM_016150	chr14(.):94395512-94428767	0.7872
NR_024182	chr14(.):94458615-94478898	1.9458
NR_024183	chr14(.):94458641-94483041	1.6732
NR_024184	chr14(.):94458641-94480209	1.8649
NM_001195573	chr14(.):95547564-95604840	0.127
NM_177438	chr14(.):95547564-95628759	0.3804
NR_015415	chr14(.):95619024-95651270	0.7695
NR_036131	chr14(.):95599255-95609323	0.1455
NM_030621	chr14(.):95547564-95613055	0.1411
NM_152592	chr14(.):95878830-95947173	0.3918
NR_003002	chr14(.):95994691-96004966	1.9075
NR_001459	chr14(.):95994248-96006209	1.6845
NM_016417	chr14(.):95996322-96016055	1.087
NM_016472	chr14(.):96841021-96858563	0.3746
NM_018036	chr14(.):96742594-96834678	0.316
NM_025268	chr14(.):105987952-106001539	0.1927
NM_001128602	chr15(.):38775301-38862007	0.3938
NM_001080534	chr15(.):54300100-54925806	0.1586
NR_031680	chr15(.):69111302-69494862	0.0651
NM_002420	chr15(.):31288550-31398924	0.4303
NM_005254	chr15(.):50564388-50652605	0.3051
NM_016655	chr15(.):50573076-50652605	0.3327
NM_019600	chr15(.):52868517-52975820	0.3255
NM_000259	chr15(.):52594479-52826247	0.4299
NM_006537	chr15(.):63791809-63888663	0.3945
NM_025201	chr15(.):65129081-65165201	0.4802
NM_006305	chr15(.):69065874-69118261	0.4987
NM_172217	chr15(.):81512639-81610104	0.4136
NM_001172128	chr15(.):81484218-81610104	0.3275
NR_029624	chr15(.):31352234-31362344	0.1791
NM_207444	chr15(.):38983798-38997239	0.4356
NM_001160227	chr15(.):44849893-44960876	0.2099
NM_001145112	chr15(.):44952929-44974086	0.7508
NM_182985	chr15(.):45023559-45065025	0.2949
NM_004048	chr15(.):44998684-45015357	1.7092
NR_024490	chr15(.):50641370-50655503	1.4593
NR_026891	chr15(.):50636134-50652076	1.3207
NM_182703	chr15(.):65199100-65256041	0.2914
NR_026808	chr15(.):69091159-69104440	0.1189
NR_036197	chr15(.):69089188-69099264	0.1633
NM_021823	chr15(.):75310926-75348067	0.8842
NM_138967	chr15(.):75282875-75318836	0.4662
NM_004513	chr15(.):81584253-81610104	1.1117
NM_181900	chr15(.):81600006-81621524	0.4871
NM_015246	chr16(.):4669825-4745975	0.3768
NM_015914	chr16(.):11767942-11841648	1.5027
NR_027155	chr16(.):21453003-21518552	0.4813
NM_013302	chr16(.):22212591-22305066	0.3837
NM_000336	chr16(.):23308590-23397620	0.7476
NM_148415	chr16(.):28829413-28853558	1.0079
NM_145714	chr16(.):28829413-28853553	1.0081
NM_032815	chr16(.):28957317-28982767	0.4441
NM_001098814	chr16(.):4234374-4297081	0.1139
NM_003223	chr16(.):4302186-4328001	1.0857
NM_145253	chr16(.):4653883-4669927	2.0089
NM_014117	chr16(.):9180536-9218555	0.7073
NM_003498	chr16(.):11757288-11778015	1.0588
NM_001130007	chr16(.):11956984-12015519	0.3535
NM_001130006	chr16(.):11956984-12014825	0.3552
NM_001192	chr16(.):12053963-12066925	2.0257
NM_032167	chr16(.):12065601-12152141	0.2532
NR_002594	chr16(.):21524229-21536765	2.6495
NM_003321	chr16(.):28848731-28862729	0.6898
NM_001770	chr16(.):28938259-28955668	0.2409
NM_001145795	chr16(.):28870077-28890534	0.7037
NM_004320	chr16(.):28884808-28920830	0.175
NM_015503	chr16(.):28870313-28890534	0.7085
NM_001145812	chr16(.):28870295-28890534	0.7079
NM_024816	chr16(.):28910741-28941532	0.69
NM_032038	chr16(.):28981095-29000869	0.4477
NR_002473	chr16(.):29533928-29582540	0.1443
NR_002593	chr16(.):29619423-29630038	1.7193
NM_003123	chr16(.):29669579-29686823	0.2614
NM_001030288	chr16(.):29669299-29686823	0.2592
NM_002383	chr16(.):29812854-29827504	1.8137
NM_145239	chr16(.):29818408-29832202	1.4754
NM_007317	chr16(.):29797057-29821706	1.4899
NM_024516	chr16(.):29822527-29838816	1.1954
NM_152338	chr16(.):29784560-29796840	0.204
NM_005115	chr16(.):29826714-29864360	0.5573
NM_002720	chr16(.):30082383-30101695	0.505
NR_027081	chr16(.):30120432-30130826	0.6264
NM_001127617	chr16(.):30070972-30086735	1.5686
NM_184041	chr16(.):30072043-30086735	1.6719
NM_184043	chr16(.):30070599-30086735	1.5334
NM_000034	chr16(.):30059490-30086735	1.1096
NM_001109659	chr16(.):30029654-30041023	0.1979
NM_004608	chr16(.):30092114-30108205	1.1639
NM_024307	chr16(.):30111130-30129878	0.4133
NM_031478	chr16(.):30030747-30047186	0.2161
NM_001145524	chr16(.):30098636-30112537	1.33
NM_031477	chr16(.):30098634-30112521	1.3312
NM_001193333	chr16(.):30189730-30205396	3.6046
NR_002473	chr16(.):30273913-30322244	0.1248
NM_138447	chr16(.):30609699-30626682	0.7364
NM_024031	chr16(.):30657240-30672734	1.742
NM_001105079	chr16(.):30670777-30687131	0.4644
NR_002966	chr16(.):30716857-30726986	0.111
NM_006662	chr16(.):30705461-30756450	0.4174
NM_003414	chr16(.):31880078-31933627	0.4088
NR_003108	chr17(.):41272599-41302125	0.5542
NM_000342	chr17(.):42320757-42350502	0.1786
NR_027774	chr17(.):43508265-43573146	1.307
NM_003954	chr17(.):43335487-43399414	4.0705
NM_181671	chr17(.):65368923-65694647	0.223
NM_001080419	chr17(.):73775680-73826886	0.5017
NM_001113491	chr17(.):75272491-75501678	0.2223
NM_017456	chr17(.):76665129-76783376	0.8912
NM_012452	chr17(.):16837397-16880402	0.3328
NM_002981	chr17(.):32682398-32695252	1.3282
NM_005408	chr17(.):32678470-32690629	0.6328
NM_005623	chr17(.):32641065-32653421	0.0842
NM_001130677	chr17(.):36822958-36836187	0.4253
NM_005937	chr17(.):36856872-36891056	1.1712
NM_007144	chr17(.):36885149-36909558	0.5352
NM_002795	chr17(.):36904001-36925478	0.432
NM_001136498	chr17(.):36881509-36896858	0.302
NM_005310	chr17(.):37889186-37908538	0.464
NM_001030002	chr17(.):37889589-37908538	0.4724
NM_032339	chr17(.):37880408-37891788	0.3852
NM_007298	chr17(.):41191311-41281132	0.2475
NM_007300	chr17(.):41191311-41282500	0.2453
NM_007297	chr17(.):41191311-41282468	0.2454
NR_027676	chr17(.):41191311-41282340	0.2457
NM_145041	chr17(.):41358893-41376589	0.4244
NM_031858	chr17(.):41317510-41368707	0.5976
NM_005899	chr17(.):41318245-41368707	0.6041
NM_031862	chr17(.):41317497-41368707	0.5975
NM_178542	chr17(.):42248351-42269082	0.9707
NM_001076674	chr17(.):42259353-42274099	1.1995
NM_177441	chr17(.):42259573-42274099	1.2123
NM_001076684	chr17(.):42277400-42301924	1.7043
NM_001098833	chr17(.):42264172-42280529	1.5183
NM_080863	chr17(.):42243073-42261451	0.7578
NM_001076683	chr17(.):42277400-42303250	1.6233
NM_014233	chr17(.):42277400-42300664	1.7903
NM_152343	chr17(.):43326759-43344479	1.4814
NM_005892	chr17(.):43294291-43329683	0.9168
NR_024434	chr17(.):43320302-43350997	1.1827
NR_024435	chr17(.):43334557-43350997	1.9502
NM_174919	chr17(.):43501717-43515282	2.8258
NM_199282	chr17(.):43466267-43508012	1.2983
NM_001159330	chr17(.):43466267-43488449	1.3436
NR_036199	chr17(.):43547728-43557801	0.1973
NM_000250	chr17(.):56342216-56363296	0.1694
NM_004758	chr17(.):56373593-56411152	0.8822
NM_003168	chr17(.):56417538-56434563	1.2962
NR_029683	chr17(.):56403592-56413679	3.3809
NR_036199	chr17(.):62813147-62823220	0.1201
NM_000154	chr17(.):73749017-73766280	0.4297
NM_005324	chr17(.):73767514-73780860	0.8504
NM_173547	chr17(.):73880040-73898054	0.4486
NM_033452	chr17(.):73865244-73879656	1.5673
NM_012478	chr17(.):73836779-73856501	0.6704
NM_199242	chr17(.):73818307-73845798	0.3216
NM_032478	chr17(.):73889723-73906181	0.8095
NM_001143998	chr17(.):75132004-75218181	1.0866
NM_001144001	chr17(.):75176294-75218181	1.1806
NM_012418	chr17(.):79490416-79509156	0.0771
NM_025161	chr17(.):79501910-79524429	0.2076
NM_001614	chr17(.):79471998-79484827	1.4499
NM_000633	chr18(.):60785578-60991613	0.5518
NM_001083625	chr18(.):9131757-9290206	0.4017
NM_003199	chr18(.):52884561-53260860	0.2129
NM_021074	chr18(.):9097627-9139343	1.8399
NM_024074	chr19(.):16766937-16804816	0.3467
NM_001039846	chr19(.):2091867-2104583	0.64
NM_194460	chr19(.):642525-668233	0.7716
NM_001145056	chr19(.):10708120-10760235	0.2572
NM_020428	chr19(.):10731170-10760235	0.2054
NM_014975	chr19(.):12944258-12990766	0.2458
NM_052876	chr19(.):13224108-13256959	0.3601
NM_021235	chr19(.):16467407-16587762	0.9013
NM_006387	chr19(.):16623699-16658263	0.3032
NM_000923	chr19(.):18313770-18364010	0.193
NM_001398	chr19(.):39301061-39327497	0.2478
NM_007040	chr19(.):41765119-41818811	0.7113
NM_144732	chr19(.):41763390-41818811	0.6917
NM_015168	chr19(.):47562446-47622009	0.4205
