GENE_ID	locusLine	bin_1_40_0EXS_0229Kronos_MM1S-KB-3hr-2_Input_hs_i84.bam
1_MACS_peak_9767_lociStitched	chr15(.):90691524-90693510	0.2091
3_MACS_peak_9768_lociStitched	chr15(.):90720995-90736572	0.1558
1_MACS_peak_9771_lociStitched	chr15(.):90743613-90745828	0.1416
1_MACS_peak_9772_lociStitched	chr15(.):90775731-90778305	0.1898
2_MACS_peak_9773_lociStitched	chr15(.):90802636-90810394	0.1431
1_MACS_peak_9775_lociStitched	chr15(.):90895016-90896464	0.1975
1_MACS_peak_9776_lociStitched	chr15(.):90919443-90921107	0.2153
1_MACS_peak_9777_lociStitched	chr15(.):90930493-90933061	0.1917
1_MACS_peak_9778_lociStitched	chr15(.):90943223-90944741	0.2204
1_MACS_peak_9779_lociStitched	chr15(.):91005783-91007563	0.2212
2_MACS_peak_9780_lociStitched	chr15(.):91066952-91074482	0.1113
1_MACS_peak_9782_lociStitched	chr15(.):91136882-91138552	0.175
1_MACS_peak_9783_lociStitched	chr15(.):91208236-91209397	0.0781
1_MACS_peak_9784_lociStitched	chr15(.):91217963-91218693	0.1028
2_MACS_peak_9785_lociStitched	chr15(.):91254046-91261698	0.1574
1_MACS_peak_9787_lociStitched	chr15(.):91393720-91397142	0.1781
1_MACS_peak_9788_lociStitched	chr15(.):91413944-91415927	0.0988
2_MACS_peak_9789_lociStitched	chr15(.):91439616-91447665	0.1609
2_MACS_peak_9791_lociStitched	chr15(.):91472187-91479778	0.2165
1_MACS_peak_9793_lociStitched	chr15(.):91497590-91500648	0.1735
1_MACS_peak_9794_lociStitched	chr15(.):91536320-91539010	0.1889
1_MACS_peak_9795_lociStitched	chr15(.):91564710-91566700	0.1718
1_MACS_peak_9796_lociStitched	chr15(.):91590176-91591292	0.1591
1_MACS_peak_9797_lociStitched	chr15(.):91642895-91644797	0.1214
1_MACS_peak_9798_lociStitched	chr15(.):91674678-91675744	0.1718
1_MACS_peak_9799_lociStitched	chr15(.):91725055-91726269	0.1737
1_MACS_peak_9800_lociStitched	chr15(.):91888716-91890802	0.1719
1_MACS_peak_9801_lociStitched	chr15(.):92135984-92137663	0.166
2_MACS_peak_9802_lociStitched	chr15(.):92395270-92401510	0.1632
1_MACS_peak_9804_lociStitched	chr15(.):92494758-92496947	0.2476
1_MACS_peak_9805_lociStitched	chr15(.):92564276-92566503	0.1627
2_MACS_peak_9806_lociStitched	chr15(.):92638604-92646447	0.1591
1_MACS_peak_9808_lociStitched	chr15(.):92831520-92833065	0.1432
1_MACS_peak_9809_lociStitched	chr15(.):92935661-92938674	0.1058
1_MACS_peak_9810_lociStitched	chr15(.):93165803-93169616	0.1255
1_MACS_peak_9811_lociStitched	chr15(.):93179782-93183590	0.222
2_MACS_peak_9812_lociStitched	chr15(.):93197654-93210075	0.1319
1_MACS_peak_9814_lociStitched	chr15(.):93257374-93258624	0.2248
3_MACS_peak_9815_lociStitched	chr15(.):93346012-93364538	0.1551
3_MACS_peak_9818_lociStitched	chr15(.):93373583-93389351	0.1612
1_MACS_peak_9821_lociStitched	chr15(.):93423875-93428431	0.1813
2_MACS_peak_9822_lociStitched	chr15(.):93442831-93448987	0.1668
1_MACS_peak_9824_lociStitched	chr15(.):93460429-93461740	0.1819
1_MACS_peak_9825_lociStitched	chr15(.):94668214-94669835	0.116
1_MACS_peak_9826_lociStitched	chr15(.):94772214-94775637	0.2348
1_MACS_peak_9827_lociStitched	chr15(.):94830441-94832036	0.25
1_MACS_peak_9828_lociStitched	chr15(.):95827494-95829092	0.145
1_MACS_peak_9829_lociStitched	chr15(.):96211774-96213817	0.2092
1_MACS_peak_9830_lociStitched	chr15(.):96233208-96235109	0.1768
1_MACS_peak_9831_lociStitched	chr15(.):96381377-96383812	0.1642
2_MACS_peak_9832_lociStitched	chr15(.):96406684-96414445	0.1261
1_MACS_peak_9834_lociStitched	chr15(.):96471942-96473408	0.163
1_MACS_peak_9835_lociStitched	chr15(.):96600662-96602912	0.155
2_MACS_peak_9836_lociStitched	chr15(.):96869325-96874436	0.1015
1_MACS_peak_9838_lociStitched	chr15(.):96935309-96936771	0.1008
1_MACS_peak_9839_lociStitched	chr15(.):97432785-97434002	0.1577
1_MACS_peak_9840_lociStitched	chr15(.):98104125-98105884	0.1528
1_MACS_peak_9841_lociStitched	chr15(.):98227082-98228365	0.141
1_MACS_peak_9842_lociStitched	chr15(.):98948206-98949371	0.1679
1_MACS_peak_9843_lociStitched	chr15(.):98971510-98972429	0.0933
1_MACS_peak_9844_lociStitched	chr15(.):99091204-99092140	0.0766
1_MACS_peak_9845_lociStitched	chr15(.):99189629-99193091	0.1065
1_MACS_peak_9846_lociStitched	chr15(.):99319423-99320902	0.1385
1_MACS_peak_9847_lociStitched	chr15(.):99393410-99397091	0.2458
2_MACS_peak_9848_lociStitched	chr15(.):99408353-99419356	0.1434
1_MACS_peak_9850_lociStitched	chr15(.):99494740-99496967	0.1961
1_MACS_peak_9851_lociStitched	chr15(.):99557432-99559005	0.1063
1_MACS_peak_9852_lociStitched	chr15(.):99602130-99602994	0.0611
1_MACS_peak_9853_lociStitched	chr15(.):99619379-99620500	0.197
1_MACS_peak_9854_lociStitched	chr15(.):99630084-99631694	0.1918
1_MACS_peak_9855_lociStitched	chr15(.):99645033-99645834	0.1091
1_MACS_peak_9856_lociStitched	chr15(.):99663528-99664431	0.0713
1_MACS_peak_9857_lociStitched	chr15(.):99674626-99676414	0.1584
1_MACS_peak_9858_lociStitched	chr15(.):99688481-99690355	0.2047
1_MACS_peak_9859_lociStitched	chr15(.):99779304-99780728	0.1841
1_MACS_peak_9860_lociStitched	chr15(.):99790522-99792547	0.2095
1_MACS_peak_9861_lociStitched	chr15(.):99863543-99865609	0.1766
1_MACS_peak_9862_lociStitched	chr15(.):100104675-100107705	0.2204
1_MACS_peak_9863_lociStitched	chr15(.):100170511-100171996	0.111
1_MACS_peak_9864_lociStitched	chr15(.):100243213-100245036	0.1461
1_MACS_peak_9865_lociStitched	chr15(.):100258656-100260419	0.1916
1_MACS_peak_9866_lociStitched	chr15(.):100272959-100274588	0.1376
1_MACS_peak_9867_lociStitched	chr15(.):100345488-100347785	0.1299
1_MACS_peak_9868_lociStitched	chr15(.):100465712-100467033	0.1477
1_MACS_peak_9869_lociStitched	chr15(.):100889664-100891243	0.214
1_MACS_peak_9870_lociStitched	chr15(.):101141089-101143951	0.2559
2_MACS_peak_9871_lociStitched	chr15(.):101458017-101472476	0.1573
6_MACS_peak_9873_lociStitched	chr15(.):101661135-101692527	0.154
2_MACS_peak_9879_lociStitched	chr15(.):101737897-101751905	0.1541
4_MACS_peak_9881_lociStitched	chr15(.):101790031-101806897	0.1621
1_MACS_peak_9885_lociStitched	chr15(.):101814690-101818100	0.2287
1_MACS_peak_9886_lociStitched	chr15(.):101833755-101836654	0.2189
1_MACS_peak_9887_lociStitched	chr15(.):102160413-102161875	0.1281
1_MACS_peak_9888_lociStitched	chr15(.):102191366-102193800	0.15
1_MACS_peak_9889_lociStitched	chr15(.):102263088-102265130	0.1666
1_MACS_peak_9890_lociStitched	chr15(.):102285302-102287797	0.1443
1_MACS_peak_9891_lociStitched	chr15(.):102500782-102502990	0.3063
1_MACS_peak_9892_lociStitched	chr16(.):88040-90061	0.2316
1_MACS_peak_9893_lociStitched	chr16(.):102519-104831	0.1842
3_MACS_peak_9894_lociStitched	chr16(.):122388-135790	0.1163
1_MACS_peak_9897_lociStitched	chr16(.):187625-189618	0.0991
2_MACS_peak_9898_lociStitched	chr16(.):278179-286145	0.1577
1_MACS_peak_9900_lociStitched	chr16(.):401528-402415	0.0912
2_MACS_peak_9901_lociStitched	chr16(.):430827-433112	0.0909
3_MACS_peak_9903_lociStitched	chr16(.):442495-452819	0.1328
1_MACS_peak_9906_lociStitched	chr16(.):474730-476324	0.1365
2_MACS_peak_9907_lociStitched	chr16(.):576124-579458	0.1343
2_MACS_peak_9909_lociStitched	chr16(.):616299-620833	0.107
1_MACS_peak_9911_lociStitched	chr16(.):637589-641106	0.1699
3_MACS_peak_9912_lociStitched	chr16(.):685299-700318	0.1168
1_MACS_peak_9915_lociStitched	chr16(.):717314-719009	0.1456
3_MACS_peak_9916_lociStitched	chr16(.):729619-740920	0.1094
4_MACS_peak_9919_lociStitched	chr16(.):769830-791904	0.1264
1_MACS_peak_9923_lociStitched	chr16(.):837452-839494	0.1009
1_MACS_peak_9924_lociStitched	chr16(.):856701-858367	0.1544
1_MACS_peak_9925_lociStitched	chr16(.):1308930-1309856	0.0851
3_MACS_peak_9926_lociStitched	chr16(.):1345907-1360843	0.1271
1_MACS_peak_9929_lociStitched	chr16(.):1380947-1382861	0.1695
1_MACS_peak_9930_lociStitched	chr16(.):1400804-1402303	0.1071
1_MACS_peak_9931_lociStitched	chr16(.):1428142-1430156	0.1756
2_MACS_peak_9932_lociStitched	chr16(.):1463482-1472050	0.1294
1_MACS_peak_9934_lociStitched	chr16(.):1524181-1526170	0.1019
1_MACS_peak_9935_lociStitched	chr16(.):1542857-1544374	0.1575
1_MACS_peak_9936_lociStitched	chr16(.):1659847-1663465	0.1429
1_MACS_peak_9937_lociStitched	chr16(.):1727400-1729677	0.1489
1_MACS_peak_9938_lociStitched	chr16(.):1754760-1757145	0.1615
2_MACS_peak_9939_lociStitched	chr16(.):1820870-1833896	0.141
1_MACS_peak_9941_lociStitched	chr16(.):1875295-1877896	0.1855
1_MACS_peak_9942_lociStitched	chr16(.):1912916-1914035	0.1177
1_MACS_peak_9943_lociStitched	chr16(.):1949748-1951411	0.1645
1_MACS_peak_9944_lociStitched	chr16(.):1978898-1980199	0.1151
1_MACS_peak_9945_lociStitched	chr16(.):1991586-1994063	0.1713
3_MACS_peak_9946_lociStitched	chr16(.):2008958-2023145	0.1627
3_MACS_peak_9949_lociStitched	chr16(.):2033584-2042248	0.1324
1_MACS_peak_9952_lociStitched	chr16(.):2057643-2060877	0.1569
1_MACS_peak_9953_lociStitched	chr16(.):2096902-2098922	0.2553
1_MACS_peak_9954_lociStitched	chr16(.):2184552-2185698	0.0922
2_MACS_peak_9955_lociStitched	chr16(.):2197870-2206684	0.1422
1_MACS_peak_9957_lociStitched	chr16(.):2254665-2256671	0.1812
3_MACS_peak_9958_lociStitched	chr16(.):2264102-2274746	0.1301
1_MACS_peak_9961_lociStitched	chr16(.):2300182-2302459	0.172
1_MACS_peak_9962_lociStitched	chr16(.):2316848-2319933	0.2029
1_MACS_peak_9963_lociStitched	chr16(.):2477868-2480902	0.1942
3_MACS_peak_9964_lociStitched	chr16(.):2509137-2526004	0.0969
2_MACS_peak_9967_lociStitched	chr16(.):2562750-2571783	0.1599
2_MACS_peak_9969_lociStitched	chr16(.):2581001-2588710	0.1547
2_MACS_peak_9971_lociStitched	chr16(.):2652715-2658156	0.1593
1_MACS_peak_9973_lociStitched	chr16(.):2722199-2724288	0.1583
2_MACS_peak_9974_lociStitched	chr16(.):2731680-2738429	0.157
1_MACS_peak_9976_lociStitched	chr16(.):2770313-2771742	0.0712
1_MACS_peak_9977_lociStitched	chr16(.):2801369-2804010	0.2603
1_MACS_peak_9978_lociStitched	chr16(.):2826241-2828848	0.1337
1_MACS_peak_9979_lociStitched	chr16(.):2917403-2919263	0.204
1_MACS_peak_9980_lociStitched	chr16(.):2931710-2934149	0.191
3_MACS_peak_9981_lociStitched	chr16(.):2953614-2966714	0.1537
1_MACS_peak_9984_lociStitched	chr16(.):3018265-3021323	0.181
1_MACS_peak_9985_lociStitched	chr16(.):3029075-3031400	0.1308
1_MACS_peak_9986_lociStitched	chr16(.):3073362-3074658	0.1854
1_MACS_peak_9987_lociStitched	chr16(.):3108438-3109805	0.1319
2_MACS_peak_9988_lociStitched	chr16(.):3155774-3163347	0.1068
3_MACS_peak_9990_lociStitched	chr16(.):3173956-3185839	0.152
2_MACS_peak_9993_lociStitched	chr16(.):3199319-3209909	0.1532
2_MACS_peak_9995_lociStitched	chr16(.):3221103-3224940	0.1158
1_MACS_peak_9997_lociStitched	chr16(.):3284059-3285549	0.1778
1_MACS_peak_9998_lociStitched	chr16(.):3313295-3314978	0.2093
1_MACS_peak_9999_lociStitched	chr16(.):3332013-3334294	0.1749
1_MACS_peak_10000_lociStitched	chr16(.):3354603-3356397	0.1616
1_MACS_peak_10001_lociStitched	chr16(.):3397838-3400218	0.197
1_MACS_peak_10002_lociStitched	chr16(.):3414618-3415864	0.1493
1_MACS_peak_10003_lociStitched	chr16(.):3450184-3452286	0.2184
1_MACS_peak_10004_lociStitched	chr16(.):3493300-3494305	0.092
1_MACS_peak_10005_lociStitched	chr16(.):3506854-3510105	0.1558
2_MACS_peak_10006_lociStitched	chr16(.):3550522-3554754	0.124
1_MACS_peak_10008_lociStitched	chr16(.):3562683-3565572	0.1949
1_MACS_peak_10009_lociStitched	chr16(.):3628330-3629361	0.1045
1_MACS_peak_10010_lociStitched	chr16(.):3660586-3662951	0.202
1_MACS_peak_10011_lociStitched	chr16(.):3672170-3675283	0.1723
1_MACS_peak_10012_lociStitched	chr16(.):3766470-3768688	0.1467
2_MACS_peak_10013_lociStitched	chr16(.):3928958-3931708	0.0895
1_MACS_peak_10015_lociStitched	chr16(.):4232779-4234418	0.1754
1_MACS_peak_10016_lociStitched	chr16(.):4302899-4304215	0.2475
1_MACS_peak_10017_lociStitched	chr16(.):4320737-4324409	0.1175
1_MACS_peak_10018_lociStitched	chr16(.):4356404-4358681	0.1651
1_MACS_peak_10019_lociStitched	chr16(.):4400506-4401582	0.1519
2_MACS_peak_10020_lociStitched	chr16(.):4463474-4477231	0.1811
2_MACS_peak_10022_lociStitched	chr16(.):4524026-4527666	0.1495
2_MACS_peak_10024_lociStitched	chr16(.):4554435-4567087	0.1322
2_MACS_peak_10026_lociStitched	chr16(.):4578621-4589602	0.1485
2_MACS_peak_10028_lociStitched	chr16(.):4664007-4676487	0.1402
1_MACS_peak_10030_lociStitched	chr16(.):4742647-4744658	0.1226
1_MACS_peak_10031_lociStitched	chr16(.):4783416-4785635	0.17
1_MACS_peak_10032_lociStitched	chr16(.):4797029-4799346	0.2193
1_MACS_peak_10033_lociStitched	chr16(.):4816082-4819245	0.1988
1_MACS_peak_10034_lociStitched	chr16(.):4851617-4853429	0.1563
1_MACS_peak_10035_lociStitched	chr16(.):4896093-4898974	0.1657
1_MACS_peak_10036_lociStitched	chr16(.):5083085-5084752	0.1803
1_MACS_peak_10037_lociStitched	chr16(.):5120972-5123184	0.2402
1_MACS_peak_10038_lociStitched	chr16(.):5143617-5149261	0.2056
1_MACS_peak_10039_lociStitched	chr16(.):5205833-5207829	0.124
1_MACS_peak_10040_lociStitched	chr16(.):5289385-5290484	0.0542
1_MACS_peak_10041_lociStitched	chr16(.):5808368-5810445	0.2073
1_MACS_peak_10042_lociStitched	chr16(.):5899865-5903456	0.1767
1_MACS_peak_10043_lociStitched	chr16(.):5916550-5917949	0.1462
1_MACS_peak_10044_lociStitched	chr16(.):6052415-6054179	0.133
1_MACS_peak_10045_lociStitched	chr16(.):6827138-6828326	0.1401
1_MACS_peak_10046_lociStitched	chr16(.):6912389-6913434	0.1336
1_MACS_peak_10047_lociStitched	chr16(.):6988118-6989195	0.0765
1_MACS_peak_10048_lociStitched	chr16(.):8452640-8453944	0.1443
1_MACS_peak_10049_lociStitched	chr16(.):8563146-8563911	0.1042
1_MACS_peak_10050_lociStitched	chr16(.):8622631-8623790	0.1232
1_MACS_peak_10051_lociStitched	chr16(.):8631771-8633371	0.1649
1_MACS_peak_10052_lociStitched	chr16(.):8715054-8716681	0.1729
1_MACS_peak_10053_lociStitched	chr16(.):8890544-8893019	0.2315
1_MACS_peak_10054_lociStitched	chr16(.):8961053-8963822	0.1493
1_MACS_peak_10055_lociStitched	chr16(.):9038042-9039505	0.137
2_MACS_peak_10056_lociStitched	chr16(.):9053486-9058902	0.1598
1_MACS_peak_10058_lociStitched	chr16(.):9141025-9142692	0.1934
2_MACS_peak_10059_lociStitched	chr16(.):9165555-9173788	0.1493
1_MACS_peak_10061_lociStitched	chr16(.):9184001-9187537	0.1272
1_MACS_peak_10062_lociStitched	chr16(.):10007012-10009672	0.1887
1_MACS_peak_10063_lociStitched	chr16(.):10033006-10034592	0.1326
1_MACS_peak_10064_lociStitched	chr16(.):10103257-10104383	0.2899
1_MACS_peak_10065_lociStitched	chr16(.):10131802-10133645	0.2186
3_MACS_peak_10066_lociStitched	chr16(.):10368709-10379823	0.1074
1_MACS_peak_10069_lociStitched	chr16(.):10390207-10392967	0.1914
1_MACS_peak_10070_lociStitched	chr16(.):10422784-10424378	0.1183
1_MACS_peak_10071_lociStitched	chr16(.):10479297-10480884	0.2102
1_MACS_peak_10072_lociStitched	chr16(.):10587861-10589524	0.1143
1_MACS_peak_10073_lociStitched	chr16(.):10646249-10647756	0.2292
1_MACS_peak_10074_lociStitched	chr16(.):10673511-10675150	0.1352
1_MACS_peak_10075_lociStitched	chr16(.):10692945-10695752	0.1199
2_MACS_peak_10076_lociStitched	chr16(.):10830695-10839042	0.1914
1_MACS_peak_10078_lociStitched	chr16(.):10905878-10907010	0.1242
1_MACS_peak_10079_lociStitched	chr16(.):10935501-10938180	0.1443
3_MACS_peak_10080_lociStitched	chr16(.):10961742-10976471	0.1693
2_MACS_peak_10083_lociStitched	chr16(.):11034822-11039448	0.1815
1_MACS_peak_10085_lociStitched	chr16(.):11057572-11060875	0.2068
1_MACS_peak_10086_lociStitched	chr16(.):11170586-11173748	0.1446
1_MACS_peak_10087_lociStitched	chr16(.):11187210-11189790	0.201
1_MACS_peak_10088_lociStitched	chr16(.):11198036-11200209	0.1924
2_MACS_peak_10089_lociStitched	chr16(.):11348902-11353585	0.2122
1_MACS_peak_10091_lociStitched	chr16(.):11401995-11407374	0.1741
1_MACS_peak_10092_lociStitched	chr16(.):11421492-11423778	0.1784
1_MACS_peak_10093_lociStitched	chr16(.):11438495-11440337	0.1441
1_MACS_peak_10094_lociStitched	chr16(.):11454751-11458408	0.1889
1_MACS_peak_10095_lociStitched	chr16(.):11551582-11553262	0.1857
1_MACS_peak_10096_lociStitched	chr16(.):11588579-11591568	0.166
2_MACS_peak_10097_lociStitched	chr16(.):11668306-11681935	0.1635
2_MACS_peak_10099_lociStitched	chr16(.):11712325-11719863	0.161
5_MACS_peak_10101_lociStitched	chr16(.):11754430-11786868	0.1757
5_MACS_peak_10106_lociStitched	chr16(.):11796531-11843262	0.1681
1_MACS_peak_10111_lociStitched	chr16(.):11862744-11863646	0.1136
1_MACS_peak_10112_lociStitched	chr16(.):11875525-11878626	0.2262
1_MACS_peak_10113_lociStitched	chr16(.):11889651-11893037	0.1603
1_MACS_peak_10114_lociStitched	chr16(.):11903142-11905111	0.1501
1_MACS_peak_10115_lociStitched	chr16(.):11944324-11946422	0.2026
1_MACS_peak_10116_lociStitched	chr16(.):12006789-12010937	0.1579
3_MACS_peak_10117_lociStitched	chr16(.):12052239-12072260	0.1904
1_MACS_peak_10120_lociStitched	chr16(.):12103742-12105853	0.1535
1_MACS_peak_10121_lociStitched	chr16(.):12119631-12123049	0.213
1_MACS_peak_10122_lociStitched	chr16(.):12348922-12351272	0.1368
1_MACS_peak_10123_lociStitched	chr16(.):12706672-12707736	0.087
1_MACS_peak_10124_lociStitched	chr16(.):12739838-12741384	0.158
1_MACS_peak_10125_lociStitched	chr16(.):12896583-12898261	0.191
1_MACS_peak_10126_lociStitched	chr16(.):13958332-13959415	0.128
2_MACS_peak_10127_lociStitched	chr16(.):14006625-14015073	0.1319
1_MACS_peak_10129_lociStitched	chr16(.):14049895-14052449	0.1769
1_MACS_peak_10130_lociStitched	chr16(.):14164225-14166305	0.1302
2_MACS_peak_10131_lociStitched	chr16(.):14286368-14291458	0.1473
1_MACS_peak_10133_lociStitched	chr16(.):14378467-14380657	0.2216
1_MACS_peak_10134_lociStitched	chr16(.):14394528-14397761	0.1524
1_MACS_peak_10135_lociStitched	chr16(.):14448194-14452690	0.1605
3_MACS_peak_10136_lociStitched	chr16(.):14486348-14503542	0.1462
1_MACS_peak_10139_lociStitched	chr16(.):14590687-14598446	0.1651
1_MACS_peak_10140_lociStitched	chr16(.):14622133-14623564	0.1911
1_MACS_peak_10141_lociStitched	chr16(.):14657813-14659273	0.1496
1_MACS_peak_10142_lociStitched	chr16(.):14701075-14703157	0.1742
2_MACS_peak_10143_lociStitched	chr16(.):14722900-14728034	0.1807
1_MACS_peak_10145_lociStitched	chr16(.):14765766-14767445	0.1683
1_MACS_peak_10146_lociStitched	chr16(.):14796379-14798083	0.1316
1_MACS_peak_10147_lociStitched	chr16(.):14835582-14837307	0.12
1_MACS_peak_10148_lociStitched	chr16(.):14927250-14928906	0.1712
1_MACS_peak_10149_lociStitched	chr16(.):14941893-14943501	0.1519
1_MACS_peak_10150_lociStitched	chr16(.):15004268-15006696	0.1997
1_MACS_peak_10151_lociStitched	chr16(.):15067764-15070398	0.3553
1_MACS_peak_10152_lociStitched	chr16(.):15107131-15109465	0.2601
1_MACS_peak_10153_lociStitched	chr16(.):15148625-15150265	0.1786
1_MACS_peak_10154_lociStitched	chr16(.):15187318-15189001	0.213
1_MACS_peak_10155_lociStitched	chr16(.):15247247-15249745	0.1286
1_MACS_peak_10156_lociStitched	chr16(.):15683633-15686153	0.1598
2_MACS_peak_10157_lociStitched	chr16(.):15735439-15745853	0.157
1_MACS_peak_10159_lociStitched	chr16(.):15981486-15983534	0.2214
1_MACS_peak_10160_lociStitched	chr16(.):15991143-15992522	0.1055
2_MACS_peak_10161_lociStitched	chr16(.):16042388-16044793	0.1864
1_MACS_peak_10163_lociStitched	chr16(.):16100706-16102530	0.1402
1_MACS_peak_10164_lociStitched	chr16(.):16299972-16301468	0.1108
1_MACS_peak_10165_lociStitched	chr16(.):16325976-16328140	0.1438
1_MACS_peak_10166_lociStitched	chr16(.):16340435-16341877	0.1177
1_MACS_peak_10167_lociStitched	chr16(.):16402707-16405372	0.1585
1_MACS_peak_10168_lociStitched	chr16(.):16724162-16724825	0.049
1_MACS_peak_10169_lociStitched	chr16(.):17227080-17229822	0.1593
1_MACS_peak_10170_lociStitched	chr16(.):17352063-17353881	0.2459
2_MACS_peak_10171_lociStitched	chr16(.):17368281-17377516	0.1304
1_MACS_peak_10173_lociStitched	chr16(.):17387437-17389605	0.1551
2_MACS_peak_10174_lociStitched	chr16(.):17435674-17442562	0.1612
2_MACS_peak_10176_lociStitched	chr16(.):17462840-17473123	0.1267
2_MACS_peak_10178_lociStitched	chr16(.):17501950-17511733	0.1453
3_MACS_peak_10180_lociStitched	chr16(.):17554013-17571516	0.142
1_MACS_peak_10183_lociStitched	chr16(.):17604881-17607599	0.1228
2_MACS_peak_10184_lociStitched	chr16(.):17620637-17625112	0.159
1_MACS_peak_10186_lociStitched	chr16(.):17979582-17980681	0.1482
1_MACS_peak_10187_lociStitched	chr16(.):18032459-18034496	0.181
1_MACS_peak_10188_lociStitched	chr16(.):18494568-18496936	0.185
1_MACS_peak_10189_lociStitched	chr16(.):18557759-18559530	0.1602
1_MACS_peak_10190_lociStitched	chr16(.):18571796-18573862	0.1694
1_MACS_peak_10191_lociStitched	chr16(.):18598419-18599988	0.1853
1_MACS_peak_10192_lociStitched	chr16(.):18777814-18779431	0.1358
1_MACS_peak_10193_lociStitched	chr16(.):18800019-18802209	0.2634
1_MACS_peak_10194_lociStitched	chr16(.):18811581-18813724	0.1859
1_MACS_peak_10195_lociStitched	chr16(.):18909772-18911750	0.1117
1_MACS_peak_10196_lociStitched	chr16(.):18936338-18939245	0.1465
1_MACS_peak_10197_lociStitched	chr16(.):18966755-18968507	0.1157
1_MACS_peak_10198_lociStitched	chr16(.):19078339-19080220	0.2087
1_MACS_peak_10199_lociStitched	chr16(.):19105707-19107704	0.1669
1_MACS_peak_10200_lociStitched	chr16(.):19390755-19396609	0.1511
1_MACS_peak_10201_lociStitched	chr16(.):19421447-19423307	0.137
2_MACS_peak_10202_lociStitched	chr16(.):19531931-19536998	0.1929
1_MACS_peak_10204_lociStitched	chr16(.):19565757-19568166	0.1784
1_MACS_peak_10205_lociStitched	chr16(.):19728485-19730288	0.1607
1_MACS_peak_10206_lociStitched	chr16(.):19786917-19789755	0.186
1_MACS_peak_10207_lociStitched	chr16(.):19802752-19803949	0.1729
1_MACS_peak_10208_lociStitched	chr16(.):20751776-20753645	0.1686
1_MACS_peak_10209_lociStitched	chr16(.):20774174-20775757	0.2418
1_MACS_peak_10210_lociStitched	chr16(.):20816867-20819154	0.1434
1_MACS_peak_10211_lociStitched	chr16(.):20849452-20850470	0.0899
1_MACS_peak_10212_lociStitched	chr16(.):20884941-20886842	0.2283
2_MACS_peak_10213_lociStitched	chr16(.):20910912-20916697	0.2068
1_MACS_peak_10215_lociStitched	chr16(.):20954510-20956149	0.2057
1_MACS_peak_10216_lociStitched	chr16(.):21169004-21170791	0.1926
1_MACS_peak_10217_lociStitched	chr16(.):21312044-21313537	0.1398
1_MACS_peak_10218_lociStitched	chr16(.):21370715-21372094	0.177
2_MACS_peak_10219_lociStitched	chr16(.):21512005-21519499	0.259
1_MACS_peak_10221_lociStitched	chr16(.):21528211-21532736	0.3397
1_MACS_peak_10222_lociStitched	chr16(.):21565304-21567005	0.3666
1_MACS_peak_10223_lociStitched	chr16(.):21609706-21612436	0.2049
1_MACS_peak_10224_lociStitched	chr16(.):21655944-21657422	0.2252
1_MACS_peak_10225_lociStitched	chr16(.):21668059-21670055	0.2273
1_MACS_peak_10226_lociStitched	chr16(.):21800745-21803030	0.2252
1_MACS_peak_10227_lociStitched	chr16(.):21840316-21842189	0.1387
1_MACS_peak_10228_lociStitched	chr16(.):21865722-21867943	0.2791
2_MACS_peak_10229_lociStitched	chr16(.):21957656-21965785	0.1637
1_MACS_peak_10231_lociStitched	chr16(.):22018255-22020452	0.1667
1_MACS_peak_10232_lociStitched	chr16(.):22120224-22121517	0.2056
2_MACS_peak_10233_lociStitched	chr16(.):22181664-22187018	0.1253
5_MACS_peak_10235_lociStitched	chr16(.):22194814-22219342	0.187
1_MACS_peak_10240_lociStitched	chr16(.):22307466-22310289	0.2492
1_MACS_peak_10241_lociStitched	chr16(.):22368205-22370246	0.1747
1_MACS_peak_10242_lociStitched	chr16(.):22384123-22387036	0.2265
1_MACS_peak_10243_lociStitched	chr16(.):22447434-22449942	0.1727
1_MACS_peak_10244_lociStitched	chr16(.):22525854-22527878	0.2702
1_MACS_peak_10245_lociStitched	chr16(.):22616847-22618981	0.2213
1_MACS_peak_10246_lociStitched	chr16(.):23159492-23161789	0.1556
1_MACS_peak_10247_lociStitched	chr16(.):23193110-23195550	0.1495
1_MACS_peak_10248_lociStitched	chr16(.):23312523-23315432	0.1713
4_MACS_peak_10249_lociStitched	chr16(.):23333859-23364307	0.1437
1_MACS_peak_10253_lociStitched	chr16(.):23374267-23379838	0.1598
3_MACS_peak_10254_lociStitched	chr16(.):23404589-23419410	0.1474
1_MACS_peak_10257_lociStitched	chr16(.):23443629-23446939	0.1958
1_MACS_peak_10258_lociStitched	chr16(.):23463505-23465029	0.2194
1_MACS_peak_10259_lociStitched	chr16(.):23520181-23522324	0.2007
1_MACS_peak_10260_lociStitched	chr16(.):23566306-23570070	0.2283
1_MACS_peak_10261_lociStitched	chr16(.):23606703-23608142	0.1375
1_MACS_peak_10262_lociStitched	chr16(.):23651723-23653641	0.2229
1_MACS_peak_10263_lociStitched	chr16(.):23689282-23691876	0.2204
1_MACS_peak_10264_lociStitched	chr16(.):23705531-23706902	0.1488
1_MACS_peak_10265_lociStitched	chr16(.):23837210-23838863	0.1973
1_MACS_peak_10266_lociStitched	chr16(.):23874424-23876122	0.1546
1_MACS_peak_10267_lociStitched	chr16(.):24024627-24027301	0.2091
1_MACS_peak_10268_lociStitched	chr16(.):24299697-24301256	0.1598
