REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS.12.BM.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
4_MACS_peak_10467_lociStitched	chr16	56944280	56955757	4	11332	36997.2572	171	1	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	1.2856	171	1
2_MACS_peak_5180_lociStitched	chr11	108091640	108096764	2	4995	36904.0728	172	1	ATM,NPAT		ATM	ATM	0.3055	172	1
4_MACS_peak_14242_lociStitched	chr19	29089331	29102154	4	12240	36812.2684	173	1			LOC148145	LOC148145	NONE	173	1
2_MACS_peak_24333_lociStitched	chr6	88631238	88638238	2	6822	36638	174	1			SPACA1	SPACA1	NONE	174	1
5_MACS_peak_9579_lociStitched	chr15	89652536	89662536	5	8962	36530	175	1	ABHD2		ABHD2	ABHD2	0.6766	175	1
3_MACS_peak_10180_lociStitched	chr16	27208929	27217370	3	8258	36314.0261	176	1	JMJD5		JMJD5	JMJD5	1.6374	176	1
3_MACS_peak_23670_lociStitched	chr6	27801663	27807943	3	5797	36291.492	177	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	HIST1H3H	3.6444	177	1
4_MACS_peak_23570_lociStitched	chr6	26193709	26201661	4	7554	36270.6624	178	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	3.3554	178	1
1_MACS_peak_26211_lociStitched	chr7	139042657	139046204	1	3548	36176.2077	179	1	LUC7L2	C7orf55	LUC7L2	C7orf55	2.0973	179	1
1_MACS_peak_10064_lociStitched	chr16	14722738	14728545	1	5808	36141.0259	180	1	BFAR,PARN		BFAR	BFAR	1.1417	180	1
2_MACS_peak_27982_lociStitched	chr9	96027766	96034405	2	6629	36083.6289	181	1	WNK2		C9orf129	C9orf129	NONE	181	1
3_MACS_peak_25861_lociStitched	chr7	101945534	101952582	3	6673	36013.8704	182	1	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.4038	182	1
3_MACS_peak_4479_lociStitched	chr11	58340225	58347744	3	7404	35996.4606	183	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.7685	183	1
6_MACS_peak_13681_lociStitched	chr19	10520783	10532467	6	10819	35975.036	184	1	PDE4A	PDE4A,TYK2,MIR1181,CDC37	PDE4A	MIR1181	1.2902	184	1
4_MACS_peak_19060_lociStitched	chr22	39264446	39272580	4	7897	35873.3802	185	1	CBX6	NPTXR	CBX6	CBX6	2.1196	185	1
1_MACS_peak_26327_lociStitched	chr7	150062701	150068861	1	6161	35728.616	186	1	REPIN1	LRRC61,C7orf29,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	REPIN1	4.661	186	1
1_MACS_peak_5221_lociStitched	chr11	111246798	111252167	1	5370	35693.6489	187	1	POU2AF1		POU2AF1	POU2AF1	2.2723	187	1
2_MACS_peak_1621_lociStitched	chr1	149810818	149817870	2	7038	35678.1836	188	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2AA4	HIST2H2BC	4.0174	188	1
3_MACS_peak_4717_lociStitched	chr11	65335954	65345292	3	9117	35573.111	189	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	KCNK7	3.1474	189	1
2_MACS_peak_25141_lociStitched	chr7	23507224	23515355	2	8005	35561.7416	190	1	IGF2BP3	RPS2P32	IGF2BP3	RPS2P32	0.3622	190	1
1_MACS_peak_26068_lociStitched	chr7	127746620	127753519	1	6900	35548.4773	191	1		MIR593	MIR593	MIR593	0.1389	191	1
2_MACS_peak_26337_lociStitched	chr7	150591906	150596859	2	4920	35167.2906	192	1		ABP1	ABP1	ABP1	0.127	192	1
2_MACS_peak_6455_lociStitched	chr12	94596097	94604417	2	8296	35151.168	193	1	PLXNC1		PLXNC1	PLXNC1	0.575	193	1
1_MACS_peak_17759_lociStitched	chr20	43593757	43602411	1	8655	34971.6794	194	1	STK4	TOMM34	STK4	STK4	0.5208	194	1
1_MACS_peak_8607_lociStitched	chr14	106326221	106330515	1	4295	34963.0362	195	1			KIAA0125	KIAA0125	0.01	195	1
2_MACS_peak_23583_lociStitched	chr6	26269169	26275604	2	5957	34919.5275	196	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H3G	HIST1H3G	3.5259	196	1
2_MACS_peak_14749_lociStitched	chr19	47728673	47736307	2	7553	34914.8624	197	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.7115	197	1
6_MACS_peak_11893_lociStitched	chr17	43382967	43395376	6	11540	34856.881	198	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.7115	198	1
3_MACS_peak_17999_lociStitched	chr20	56251976	56259654	3	7542	34833.5504	199	1	PMEPA1		PMEPA1	PMEPA1	0.7332	199	1
1_MACS_peak_4953_lociStitched	chr11	72523602	72527235	1	3634	34799.0538	200	1	ATG16L2	STARD10	ATG16L2	ATG16L2	1.6966	200	1
2_MACS_peak_28497_lociStitched	chr9	134548847	134555896	2	6969	34772.717	201	1	RAPGEF1		RAPGEF1	RAPGEF1	0.842	201	1
8_MACS_peak_1472_lociStitched	chr1	118147619	118160816	8	12581	34700.1918	202	1	FAM46C		FAM46C	FAM46C	1.8321	202	1
2_MACS_peak_23772_lociStitched	chr6	31702009	31709543	2	7504	34644.3456	203	1	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	CLIC1	2.6391	203	1
3_MACS_peak_23297_lociStitched	chr6	388071	395225	3	7123	34610.3366	204	1	IRF4		IRF4	IRF4	1.4187	204	1
4_MACS_peak_9376_lociStitched	chr15	75742649	75748947	4	6060	34598.6928	205	1	SIN3A		SIN3A	SIN3A	0.5164	205	1
1_MACS_peak_11461_lociStitched	chr17	27051972	27057293	1	5322	34501.8961	206	1	NEK8,TLCD1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,TRAF4,PROCA1,RAB34	TLCD1	SNORD4B	4.9054	206	1
2_MACS_peak_9237_lociStitched	chr15	68073067	68079791	2	6662	34498.8268	207	1	MAP2K5	SKOR1	SKOR1	SKOR1	0.1509	207	1
2_MACS_peak_1628_lociStitched	chr1	149854655	149861181	2	6476	34497.7412	208	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	HIST2H2BC	4.0174	208	1
1_MACS_peak_24495_lociStitched	chr6	108878196	108882477	1	4282	34331.0514	209	1	FOXO3		FOXO3	FOXO3	0.4261	209	1
1_MACS_peak_25375_lociStitched	chr7	45024604	45028071	1	3468	34066.3953	210	1	C7orf40,SNORA9	CCM2,MYO1G	C7orf40	C7orf40	2.8753	210	1
5_MACS_peak_24145_lociStitched	chr6	45386156	45394727	5	8334	34056.8685	211	1	RUNX2	SUPT3H	RUNX2	RUNX2	0.2815	211	1
1_MACS_peak_8318_lociStitched	chr14	91879407	91885614	1	6208	34055.3262	212	1	CCDC88C		CCDC88C	CCDC88C	0.7953	212	1
2_MACS_peak_1480_lociStitched	chr1	118171025	118181573	2	10535	33971.9436	213	1		FAM46C	FAM46C	FAM46C	1.8321	213	1
2_MACS_peak_5369_lociStitched	chr11	119185702	119193548	2	7810	33970.0416	214	1	MCAM	RNF26,C1QTNF5,USP2	MCAM	MCAM	1.8559	214	1
1_MACS_peak_27058_lociStitched	chr8	102215558	102219928	1	4371	33827.296	215	1	ZNF706		ZNF706	ZNF706	2.0018	215	1
1_MACS_peak_13021_lociStitched	chr18	48676621	48681717	1	5097	33794.6336	216	1		MEX3C	MEX3C	MEX3C	0.7211	216	1
3_MACS_peak_23294_lociStitched	chr6	335072	342847	3	7672	33792.4825	217	1	DUSP22	IRF4	DUSP22	DUSP22	5.4081	217	1
2_MACS_peak_5851_lociStitched	chr12	26305680	26313295	2	7334	33623.271	218	1		SSPN,BHLHE41	BHLHE41	BHLHE41	3.6637	218	1
3_MACS_peak_11691_lociStitched	chr17	37909262	37914532	3	4992	33425.502	219	1		GRB7,C17orf37	GRB7	C17orf37	0.4101	219	1
1_MACS_peak_17711_lociStitched	chr20	42307507	42313836	1	6330	33224.7184	220	1	MYBL2	GTSF1L	MYBL2	MYBL2	1.4666	220	1
1_MACS_peak_10205_lociStitched	chr16	27457343	27466004	1	8662	33185.4876	221	1	IL21R,LOC283888		LOC283888	LOC283888	2.2813	221	1
1_MACS_peak_8994_lociStitched	chr15	50642992	50649360	1	6369	33163.2704	222	1	LOC100129387,GABPB1,FLJ10038		LOC100129387	LOC100129387	2.487	222	1
3_MACS_peak_28150_lociStitched	chr9	112903245	112912712	3	9443	33138.2868	223	1	PALM2-AKAP2,AKAP2		AKAP2	AKAP2	0.5109	223	1
2_MACS_peak_6716_lociStitched	chr12	113506956	113515628	2	8221	33075.8752	224	1	DTX1		DTX1	DTX1	1.2765	224	1
2_MACS_peak_25965_lociStitched	chr7	106807862	106811402	2	3523	33016.872	225	1	HBP1		HBP1	HBP1	0.8632	225	1
1_MACS_peak_25312_lociStitched	chr7	39987722	39991896	1	4175	33007.1572	226	1	CDK13		CDK13	CDK13	0.3184	226	1
3_MACS_peak_13584_lociStitched	chr19	7407904	7416008	3	7931	32928.9832	227	1		ARHGEF18	ARHGEF18	ARHGEF18	0.1051	227	1
1_MACS_peak_21_lociStitched	chr1	1077065	1081837	1	4773	32812.7492	228	1		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	MIR200B	MIR429	1.0677	228	1
1_MACS_peak_18438_lociStitched	chr21	45574276	45581064	1	6789	32789.434	229	1		PWP2,C21orf33	C21orf33	C21orf33	1.0414	229	1
1_MACS_peak_26385_lociStitched	chr7	154995250	155000015	1	4766	32739.8385	230	1			INSIG1	INSIG1	NONE	230	1
1_MACS_peak_8517_lociStitched	chr14	103571363	103580241	1	8879	32682.5814	231	1	C14orf73	TNFAIP2,CDC42BPB	C14orf73	C14orf73	2.4151	231	1
1_MACS_peak_5195_lociStitched	chr11	109824374	109830517	1	6144	32681.9886	232	1			ZC3H12C	ZC3H12C	NONE	232	1
1_MACS_peak_9160_lociStitched	chr15	65183316	65190249	1	6934	32578.167	233	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.3079	233	1
1_MACS_peak_25869_lociStitched	chr7	102064488	102068875	1	4388	32472.574	234	1	PRKRIP1	ORAI2,LRWD1,ALKBH4	ORAI2	ORAI2	2.6021	234	1
2_MACS_peak_23278_lociStitched	chr6	182980	192215	2	9222	32413.003	235	1			DUSP22	DUSP22	5.4081	235	1
1_MACS_peak_24751_lociStitched	chr6	143264750	143269318	1	4569	32408.1328	236	1	HIVEP2		HIVEP2	HIVEP2	0.3149	236	1
5_MACS_peak_26195_lociStitched	chr7	137676273	137688031	5	10337	32359.1918	237	1	CREB3L2		CREB3L2	CREB3L2	0.8104	237	1
2_MACS_peak_25928_lociStitched	chr7	105446071	105453798	2	7553	32325.1318	238	1	ATXN7L1		ATXN7L1	ATXN7L1	0.2881	238	1
4_MACS_peak_25274_lociStitched	chr7	35764034	35772563	4	7941	32312.1165	239	1		HERPUD2	HERPUD2	HERPUD2	0.4034	239	1
4_MACS_peak_9937_lociStitched	chr16	8158221	8166308	4	7597	32284.9214	240	1			TMEM114	TMEM114	NONE	240	1
1_MACS_peak_25384_lociStitched	chr7	45149759	45152687	1	2929	32239.0368	241	1	TBRG4	RAMP3,NACAD,SNORA5A,SNORA5C,SNORA5B	TBRG4	TBRG4	1.7038	241	1
3_MACS_peak_20489_lociStitched	chr3	128820641	128827403	3	6297	32226.3396	242	1	RAB43	GP9	RAB43	RAB43	1.6023	242	1
4_MACS_peak_23900_lociStitched	chr6	34621016	34628581	4	7241	32142.172	243	1	C6orf106		C6orf106	C6orf106	0.7879	243	1
2_MACS_peak_25796_lociStitched	chr7	99814786	99820531	2	5606	32101.3365	244	1	PVRIG,GATS	STAG3,GAL3ST4,GPC2	PVRIG	PVRIG	2.7502	244	1
4_MACS_peak_19284_lociStitched	chr22	46461665	46469307	4	7101	32070.4172	245	1		LOC150381,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,LOC100271722,C22orf26	C22orf26	C22orf26	2.5135	245	1
3_MACS_peak_4689_lociStitched	chr11	65148100	65154726	3	6561	32054.6002	246	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	SLC25A45	NEAT1	10.5464	246	1
2_MACS_peak_9922_lociStitched	chr16	4663649	4668058	2	4338	31833.8618	247	1	FAM100A	MGRN1	FAM100A	FAM100A	2.136	247	1
4_MACS_peak_2240_lociStitched	chr1	200829897	200837908	4	7743	31638.6434	248	1		GPR25,C1orf106	GPR25	GPR25	1.1289	248	1
4_MACS_peak_21120_lociStitched	chr4	1207576	1214795	4	6898	31526.0949	249	1	CTBP1	C4orf42,SPON2,LOC100130872-SPON2	SPON2	C4orf42	1.0172	249	1
4_MACS_peak_17373_lociStitched	chr20	17824461	17833402	4	8609	31492.8843	250	1			SNORD17	SNORD17	0.7323	250	1
2_MACS_peak_5507_lociStitched	chr11	131791624	131799854	2	8221	31431.193	251	1	NTM		NTM	NTM	0.1495	251	1
1_MACS_peak_3650_lociStitched	chr10	104153093	104157012	1	3920	31421.3663	252	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	2.0409	252	1
1_MACS_peak_27414_lociStitched	chr8	146101558	146106243	1	4686	31416.673	253	1	ZNF250	ZNF7,COMMD5	ZNF250	ZNF250	2.4301	253	1
3_MACS_peak_2716_lociStitched	chr1	234741821	234749285	3	7275	31375.6704	254	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	2.5246	254	1
3_MACS_peak_1785_lociStitched	chr1	154908092	154916520	3	7880	31110.2764	255	1	PMVK	CKS1B,MIR4258,FLAD1,LENEP,PBXIP1,PYGO2,SHC1	PMVK	MIR4258	2.1146	255	1
3_MACS_peak_3930_lociStitched	chr10	133885457	133893933	3	7965	30953.5044	256	1		JAKMIP3	JAKMIP3	JAKMIP3	0.1979	256	1
5_MACS_peak_21016_lociStitched	chr3	195630058	195637435	5	6576	30868.3188	257	1	TNK2	TNK2	TNK2	TNK2	0.8096	257	1
4_MACS_peak_23997_lociStitched	chr6	37135841	37141083	4	4862	30843.928	258	1	PIM1		PIM1	PIM1	2.2491	258	1
1_MACS_peak_27233_lociStitched	chr8	128805917	128809775	1	3859	30811.1454	259	1	PVT1,MIR1204		MIR1204	MIR1204	3.3544	259	1
4_MACS_peak_14230_lociStitched	chr19	29031337	29041991	4	10516	30670.7352	260	1			LOC148145	LOC148145	NONE	260	1
2_MACS_peak_17992_lociStitched	chr20	56191944	56198425	2	6482	30628.5579	261	1	ZBP1		ZBP1	ZBP1	1.8782	261	1
4_MACS_peak_434_lociStitched	chr1	22104748	22110873	4	5660	30582.7375	262	1	USP48	LDLRAD2	USP48	LDLRAD2	0.5415	262	1
5_MACS_peak_10183_lociStitched	chr16	27234884	27246350	5	10556	30569.5026	263	1	NSMCE1	JMJD5,FLJ21408	JMJD5	JMJD5	1.6374	263	1
1_MACS_peak_7846_lociStitched	chr14	50527249	50534938	1	7690	30566.0817	264	1		C14orf183,C14orf138	C14orf183	C14orf183	1.1958	264	1
2_MACS_peak_2423_lociStitched	chr1	207993568	208001213	2	7450	30544.833	265	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	2.1996	265	1
4_MACS_peak_18762_lociStitched	chr22	26984624	26993694	4	8549	30318.289	266	1	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	2.0657	266	1
2_MACS_peak_27603_lociStitched	chr9	33288024	33292132	2	4092	30241.4528	267	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	NFX1	0.5856	267	1
2_MACS_peak_10153_lociStitched	chr16	23344469	23350281	2	5488	30099.1856	268	1	SCNN1B		SCNN1B	SCNN1B	0.5283	268	1
2_MACS_peak_25371_lociStitched	chr7	44885463	44889226	2	3698	30085.9376	269	1	H2AFV	PPIA,PURB	H2AFV	PPIA	3.5883	269	1
4_MACS_peak_23286_lociStitched	chr6	251424	260696	4	9219	30053.3336	270	1		DUSP22	DUSP22	DUSP22	5.4081	270	1
1_MACS_peak_26761_lociStitched	chr8	52809516	52815261	1	5746	30016.476	271	1	PCMTD1		PCMTD1	PCMTD1	0.4102	271	1
1_MACS_peak_25423_lociStitched	chr7	50301667	50309610	1	7944	29985.6193	272	1		IKZF1	IKZF1	IKZF1	0.4972	272	1
1_MACS_peak_7561_lociStitched	chr13	114829544	114834795	1	5252	29820.9541	273	1	RASA3		RASA3	RASA3	0.5985	273	1
1_MACS_peak_6585_lociStitched	chr12	105062077	105067961	1	5885	29813.0512	274	1	CHST11		MIR3922	MIR3922	0.1928	274	1
4_MACS_peak_26686_lociStitched	chr8	38238100	38244816	4	6324	29797.5488	275	1	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.3439	275	1
1_MACS_peak_19283_lociStitched	chr22	46448010	46455507	1	7498	29757.0924	276	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	C22orf26	2.5135	276	1
3_MACS_peak_27198_lociStitched	chr8	126159693	126168387	3	8481	29720.439	277	1	NSMCE2		NSMCE2	NSMCE2	0.4171	277	1
2_MACS_peak_19315_lociStitched	chr22	46981461	46990651	2	9170	29629.479	278	1		GRAMD4,CELSR1	GRAMD4	CELSR1	0.3023	278	1
1_MACS_peak_26009_lociStitched	chr7	116592606	116597709	1	5104	29533.6125	279	1	ST7,ST7OT4,ST7OT1		ST7OT1	ST7OT1	2.6904	279	1
3_MACS_peak_13191_lociStitched	chr18	74806240	74815990	3	9370	29491.8	280	1	MBP		MBP	MBP	0.6478	280	1
1_MACS_peak_17712_lociStitched	chr20	42336656	42341825	1	5170	29491.7295	281	1	MYBL2	GTSF1L	GTSF1L	GTSF1L	0.4118	281	1
1_MACS_peak_6321_lociStitched	chr12	68380895	68387078	1	6184	29420.5689	282	1			IFNG	IFNG	NONE	282	1
2_MACS_peak_17382_lociStitched	chr20	17945708	17951240	2	5453	29329.0044	283	1	C20orf72,SNX5	SNORD17	SNX5	SNX5	1.1104	283	1
1_MACS_peak_5481_lociStitched	chr11	129871127	129875104	1	3978	29181.2375	284	1	NCRNA00167,PRDM10		PRDM10	PRDM10	0.3877	284	1
2_MACS_peak_3827_lociStitched	chr10	121461372	121468686	2	7267	29173.3518	285	1		INPP5F	INPP5F	INPP5F	0.214	285	1
5_MACS_peak_10789_lociStitched	chr16	81847141	81858580	5	11281	29125.9818	286	1	PLCG2		PLCG2	PLCG2	0.5522	286	1
5_MACS_peak_24666_lociStitched	chr6	135190285	135195839	5	5248	29091.852	287	1			ALDH8A1	ALDH8A1	NONE	287	1
1_MACS_peak_68_lociStitched	chr1	1708847	1714768	1	5922	29040.1366	288	1	NADK	SLC35E2,NADK	NADK	NADK	1.0966	288	1
2_MACS_peak_4731_lociStitched	chr11	65554360	65561345	2	6964	29026.866	289	1	OVOL1	SNX32,DKFZp761E198	OVOL1	OVOL1	2.1767	289	1
2_MACS_peak_17795_lociStitched	chr20	45980328	45988180	2	7801	28961.3168	290	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.3409	290	1
2_MACS_peak_10628_lociStitched	chr16	68500419	68508353	2	7925	28658.4014	291	1		SMPD3	SMPD3	SMPD3	0.2477	291	1
1_MACS_peak_4702_lociStitched	chr11	65243365	65246947	1	3583	28606.2102	292	1		MIR612,MALAT1,SCYL1	MALAT1	MALAT1	3.4333	292	1
1_MACS_peak_26210_lociStitched	chr7	139024420	139027582	1	3163	28605.033	293	1	C7orf55	LUC7L2	C7orf55	C7orf55	2.0973	293	1
1_MACS_peak_8002_lociStitched	chr14	64968248	64972874	1	4627	28508.6502	294	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB25	ZBTB25	1.2022	294	1
1_MACS_peak_23233_lociStitched	chr5	179244620	179250078	1	5459	28473.8402	295	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	SQSTM1	1.0246	295	1
3_MACS_peak_23635_lociStitched	chr6	27094371	27102603	3	7784	28396.284	296	1	HIST1H2AG,HIST1H2BJ	HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BK	HIST1H2BJ	HIST1H2BJ	2.7808	296	1
3_MACS_peak_19102_lociStitched	chr22	39506183	39515167	3	8514	28260.9688	297	1		APOBEC3G,APOBEC3H,CBX7	APOBEC3H	APOBEC3G	2.8208	297	1
1_MACS_peak_8793_lociStitched	chr15	40336406	40343365	1	6960	28257.0195	298	1		SRP14	SRP14	SRP14	0.7009	298	1
2_MACS_peak_11919_lociStitched	chr17	44268763	44274088	2	5295	28223.0325	299	1	LOC644246,KIAA1267		LOC644246	LOC644246	2.2921	299	1
6_MACS_peak_15788_lociStitched	chr2	70310314	70316951	6	6152	28198.6219	300	1	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	0.9581	300	1
1_MACS_peak_18113_lociStitched	chr20	62357911	62365202	1	7292	28180.4441	301	1	ZGPAT	TNFRSF6B,LIME1,SLC2A4RG,ARFRP1	LIME1	LIME1	1.8314	301	1
2_MACS_peak_17377_lociStitched	chr20	17833952	17840869	2	6822	28168.0991	302	1			SNORD17	SNORD17	0.7323	302	1
5_MACS_peak_27587_lociStitched	chr9	33158126	33168898	5	9938	28115.9972	303	1	B4GALT1		B4GALT1	B4GALT1	1.0823	303	1
8_MACS_peak_24452_lociStitched	chr6	106530622	106541510	8	10274	28098.6616	304	1	PRDM1	PRDM1	PRDM1	PRDM1	0.9345	304	1
5_MACS_peak_21921_lociStitched	chr4	185201008	185210596	5	8709	28038.1884	305	1			ENPP6	ENPP6	NONE	305	1
2_MACS_peak_23906_lociStitched	chr6	34638131	34645174	2	6922	28030.4357	306	1	C6orf106		C6orf106	C6orf106	0.7879	306	1
1_MACS_peak_8121_lociStitched	chr14	74224798	74230462	1	5665	27981.8592	307	1	C14orf43	PNMA1	C14orf43	C14orf43	0.9212	307	1
2_MACS_peak_6547_lociStitched	chr12	104293706	104301394	2	7428	27958.1808	308	1	GNN	HSP90B1,MIR3652,C12orf73	GNN	MIR3652	4.3321	308	1
1_MACS_peak_1920_lociStitched	chr1	160230050	160234046	1	3997	27906.4656	309	1	DCAF8	PEX19	DCAF8	DCAF8	0.5881	309	1
1_MACS_peak_8573_lociStitched	chr14	105863424	105866769	1	3346	27864.1845	310	1	PACS2,LOC647310	MTA1	LOC647310	LOC647310	1.5081	310	1
1_MACS_peak_4592_lociStitched	chr11	62605641	62610878	1	5238	27846.1764	311	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	2.3708	311	1
3_MACS_peak_5321_lociStitched	chr11	117877381	117884846	3	7401	27800.4065	312	1		IL10RA	IL10RA	IL10RA	0.5173	312	1
1_MACS_peak_7586_lociStitched	chr13	115044606	115048396	1	3791	27779.184	313	1	UPF3A	CDC16,ZNF828	UPF3A	CDC16	1.39	313	1
1_MACS_peak_27777_lociStitched	chr9	68724617	68727868	1	3252	27758.6635	314	1	LOC100132352		LOC100132352	LOC100132352	1.0368	314	1
2_MACS_peak_28476_lociStitched	chr9	134127050	134133951	2	6801	27750.3012	315	1	FAM78A	PPAPDC3	FAM78A	FAM78A	2.5622	315	1
2_MACS_peak_27483_lociStitched	chr9	5625205	5630781	2	5528	27697.1072	316	1	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.2702	316	1
5_MACS_peak_10007_lociStitched	chr16	11827142	11838108	5	10336	27682.5704	317	1	TXNDC11		TXNDC11	TXNDC11	0.7193	317	1
3_MACS_peak_18415_lociStitched	chr21	45195406	45204758	3	9157	27606.1688	318	1	CSTB	RRP1,LOC284837	CSTB	CSTB	1.4517	318	1
3_MACS_peak_18_lociStitched	chr1	1070111	1076508	3	6096	27464.8798	319	1		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	MIR429	1.0677	319	1
5_MACS_peak_19186_lociStitched	chr22	42142237	42150906	5	8491	27459.9244	320	1	MEI1	CCDC134	CCDC134	CCDC134	0.4529	320	1
2_MACS_peak_12068_lociStitched	chr17	48942388	48945655	2	3239	27418.6242	321	1		WFIKKN2,TOB1	TOB1	TOB1	2.4208	321	1
2_MACS_peak_10020_lociStitched	chr16	12055531	12063112	2	7102	27417.4446	322	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	TNFRSF17	2.3288	322	1
1_MACS_peak_5497_lociStitched	chr11	130634237	130640612	1	6376	27413.1375	323	1			SNX19	SNX19	NONE	323	1
4_MACS_peak_20496_lociStitched	chr3	128835291	128841266	4	5624	27406.13	324	1	RAB43	ISY1	RAB43	RAB43	1.6023	324	1
1_MACS_peak_25686_lociStitched	chr7	86780384	86783151	1	2768	27376.1446	325	1	DMTF1		DMTF1	DMTF1	0.6328	325	1
1_MACS_peak_26173_lociStitched	chr7	134853675	134857743	1	4069	27341.028	326	1	C7orf49	TMEM140,WDR91	C7orf49	C7orf49	2.0754	326	1
1_MACS_peak_25182_lociStitched	chr7	26238841	26242718	1	3878	27335.5639	327	1	CBX3,HNRNPA2B1	NFE2L3	CBX3	CBX3	1.3663	327	1
1_MACS_peak_361_lociStitched	chr1	17229440	17233373	1	3934	27335.1366	328	1		CROCC	CROCC	CROCC	0.1285	328	1
3_MACS_peak_23615_lociStitched	chr6	26532666	26540406	3	7661	27330.714	329	1	HMGN4	BTN1A1,HCG11	HMGN4	HCG11	1.7993	329	1
3_MACS_peak_12713_lociStitched	chr18	2634832	2643779	3	8855	27277.6136	330	1		SMCHD1,LOC645158	LOC645158	LOC645158	2.2692	330	1
1_MACS_peak_407_lociStitched	chr1	20914732	20921972	1	7241	27260.772	331	1	CDA	FAM43B,PINK1	CDA	CDA	0.8112	331	1
2_MACS_peak_26749_lociStitched	chr8	48509429	48517740	2	8269	27205.2274	332	1	KIAA0146		CEBPD	CEBPD	NONE	332	1
2_MACS_peak_27372_lociStitched	chr8	145262288	145267412	2	4980	27204.3408	333	1	HEATR7A		SCXB	SCXB	NONE	333	1
1_MACS_peak_26991_lociStitched	chr8	95969691	95977331	1	7641	27104.428	334	1		TP53INP1	TP53INP1	TP53INP1	1.4053	334	1
1_MACS_peak_6693_lociStitched	chr12	112449406	112453707	1	4302	27042.9676	335	1	ERP29,TMEM116		ERP29	ERP29	1.518	335	1
2_MACS_peak_4736_lociStitched	chr11	65624089	65629169	2	5043	27040.84	336	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	CFL1	2.1592	336	1
1_MACS_peak_6584_lociStitched	chr12	105033182	105038879	1	5698	27006.0588	337	1	CHST11	MIR3922	MIR3922	MIR3922	0.1928	337	1
