REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS.12.BM.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_10794_lociStitched	chr16	81864321	81872390	3	7833	21081.8763	206	1	PLCG2		PLCG2	206	1
4_MACS_peak_14225_lociStitched	chr19	29006445	29014549	4	7816	16383.0464	207	1			LOC148145	207	1
2_MACS_peak_5369_lociStitched	chr11	119185702	119193548	2	7810	33970.0416	208	1	MCAM	RNF26,C1QTNF5,USP2	MCAM	208	1
5_MACS_peak_2294_lociStitched	chr1	203263497	203271994	5	7810	20767.5177	209	1	LOC730227	BTG2,FMOD	LOC730227	209	1
2_MACS_peak_17795_lociStitched	chr20	45980328	45988180	2	7801	28961.3168	210	1	ZMYND8	LOC100131496	ZMYND8	210	1
4_MACS_peak_16684_lociStitched	chr2	197034872	197042900	4	7794	19931.1156	211	1	STK17B		STK17B	211	1
3_MACS_peak_23635_lociStitched	chr6	27094371	27102603	3	7784	28396.284	212	1	HIST1H2AG,HIST1H2BJ	HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BK	HIST1H2BJ	212	1
3_MACS_peak_11595_lociStitched	chr17	34415156	34423618	3	7779	37893.6822	213	1	CCL3	CCL18,CCL4	CCL3	213	1
4_MACS_peak_2240_lociStitched	chr1	200829897	200837908	4	7743	31638.6434	214	1		GPR25,C1orf106	GPR25	214	1
2_MACS_peak_24131_lociStitched	chr6	44184596	44192388	2	7741	26555.136	215	1	SLC29A1	HSP90AB1,TMEM151B,SLC35B2,NFKBIE	SLC29A1	215	1
4_MACS_peak_17945_lociStitched	chr20	52545297	52553673	4	7735	21913.2912	216	1			SUMO1P1	216	1
1_MACS_peak_7846_lociStitched	chr14	50527249	50534938	1	7690	30566.0817	217	1		C14orf183,C14orf138	C14orf183	217	1
3_MACS_peak_23294_lociStitched	chr6	335072	342847	3	7672	33792.4825	218	1	DUSP22	IRF4	DUSP22	218	1
3_MACS_peak_23615_lociStitched	chr6	26532666	26540406	3	7661	27330.714	219	1	HMGN4	BTN1A1,HCG11	HMGN4	219	1
2_MACS_peak_1623_lociStitched	chr1	149818560	149826275	2	7657	39901.98	220	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	220	1
1_MACS_peak_18966_lociStitched	chr22	37613789	37621438	1	7650	25518.5938	221	1	RAC2	C1QTNF6,SSTR3	SSTR3	221	1
1_MACS_peak_26991_lociStitched	chr8	95969691	95977331	1	7641	27104.428	222	1		TP53INP1	TP53INP1	222	1
3_MACS_peak_19300_lociStitched	chr22	46757370	46765195	3	7600	23208.95	223	1	CELSR1	TRMU	TRMU	223	1
4_MACS_peak_531_lociStitched	chr1	25068716	25076898	4	7599	24692.4578	224	1	CLIC4		CLIC4	224	1
4_MACS_peak_9937_lociStitched	chr16	8158221	8166308	4	7597	32284.9214	225	1			TMEM114	225	1
8_MACS_peak_20942_lociStitched	chr3	192609257	192618495	8	7595	17962.3672	226	1	C3orf59		C3orf59	226	1
4_MACS_peak_27938_lociStitched	chr9	93682413	93690166	4	7575	23576.873	227	1			SYK	227	1
4_MACS_peak_23570_lociStitched	chr6	26193709	26201661	4	7554	36270.6624	228	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	228	1
2_MACS_peak_14749_lociStitched	chr19	47728673	47736307	2	7553	34914.8624	229	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	229	1
2_MACS_peak_25928_lociStitched	chr7	105446071	105453798	2	7553	32325.1318	230	1	ATXN7L1		ATXN7L1	230	1
3_MACS_peak_17999_lociStitched	chr20	56251976	56259654	3	7542	34833.5504	231	1	PMEPA1		PMEPA1	231	1
4_MACS_peak_6986_lociStitched	chr12	127409832	127417555	4	7537	19050.3241	232	1			LOC440117	232	1
6_MACS_peak_14201_lociStitched	chr19	28952775	28961351	6	7524	12590.4256	233	1			LOC148145	233	1
2_MACS_peak_15641_lociStitched	chr2	60776217	60784082	2	7512	23328.3765	234	1	BCL11A		BCL11A	234	1
2_MACS_peak_25873_lociStitched	chr7	102080597	102088187	2	7506	55650.639	235	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	235	1
2_MACS_peak_23772_lociStitched	chr6	31702009	31709543	2	7504	34644.3456	236	1	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	236	1
3_MACS_peak_22045_lociStitched	chr5	1311500	1319159	3	7501	49127.1237	237	1	CLPTM1L	TERT	TERT	237	1
1_MACS_peak_19283_lociStitched	chr22	46448010	46455507	1	7498	29757.0924	238	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	238	1
4_MACS_peak_1146_lociStitched	chr1	66795834	66803524	4	7488	22563.998	239	1	PDE4B		PDE4B	239	1
6_MACS_peak_3739_lociStitched	chr10	112256387	112264630	6	7481	17231.1672	240	1	DUSP5		DUSP5	240	1
4_MACS_peak_872_lociStitched	chr1	40846207	40854008	4	7470	19744.331	241	1	SMAP2	SMAP2	SMAP2	241	1
1_MACS_peak_13810_lociStitched	chr19	12898759	12906212	1	7454	40005.4681	242	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	242	1
2_MACS_peak_2423_lociStitched	chr1	207993568	208001213	2	7450	30544.833	243	1	LOC148696	MIR29C,MIR29B2	LOC148696	243	1
1_MACS_peak_27208_lociStitched	chr8	126441165	126448607	1	7443	60990.911	244	1	TRIB1		TRIB1	244	1
6_MACS_peak_1895_lociStitched	chr1	158978151	158986024	6	7441	17271.7874	245	1	IFI16		IFI16	245	1
2_MACS_peak_6547_lociStitched	chr12	104293706	104301394	2	7428	27958.1808	246	1	GNN	HSP90B1,MIR3652,C12orf73	GNN	246	1
3_MACS_peak_16192_lociStitched	chr2	112458214	112465764	3	7425	22482.39	247	1			ANAPC1	247	1
3_MACS_peak_19073_lociStitched	chr22	39376661	39384281	3	7421	38746.938	248	1	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	248	1
1_MACS_peak_24470_lociStitched	chr6	106588507	106595922	1	7416	43236.865	249	1		PRDM1	PRDM1	249	1
3_MACS_peak_4479_lociStitched	chr11	58340225	58347744	3	7404	35996.4606	250	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	250	1
3_MACS_peak_5321_lociStitched	chr11	117877381	117884846	3	7401	27800.4065	251	1		IL10RA	IL10RA	251	1
5_MACS_peak_22827_lociStitched	chr5	139012109	139019897	5	7340	25794.6348	252	1		CXXC5	CXXC5	252	1
2_MACS_peak_5851_lociStitched	chr12	26305680	26313295	2	7334	33623.271	253	1		SSPN,BHLHE41	BHLHE41	253	1
6_MACS_peak_14490_lociStitched	chr19	40454839	40462834	6	7302	19967.5125	254	1		PSMC4,ZNF546,FCGBP	PSMC4	254	1
6_MACS_peak_2996_lociStitched	chr10	22598614	22606550	6	7294	16599.7312	255	1	COMMD3	BMI1,SPAG6	COMMD3	255	1
1_MACS_peak_18113_lociStitched	chr20	62357911	62365202	1	7292	28180.4441	256	1	ZGPAT	TNFRSF6B,LIME1,SLC2A4RG,ARFRP1	LIME1	256	1
2_MACS_peak_19856_lociStitched	chr3	45729671	45737063	2	7281	21913.584	257	1	SACM1L,LOC644714		SACM1L	257	1
3_MACS_peak_2716_lociStitched	chr1	234741821	234749285	3	7275	31375.6704	258	1	IRF2BP2	NCRNA00184	IRF2BP2	258	1
2_MACS_peak_3827_lociStitched	chr10	121461372	121468686	2	7267	29173.3518	259	1		INPP5F	INPP5F	259	1
1_MACS_peak_407_lociStitched	chr1	20914732	20921972	1	7241	27260.772	260	1	CDA	FAM43B,PINK1	CDA	260	1
3_MACS_peak_12938_lociStitched	chr18	42300402	42307753	3	7241	17569.6251	261	1	SETBP1		SETBP1	261	1
4_MACS_peak_23900_lociStitched	chr6	34621016	34628581	4	7241	32142.172	262	1	C6orf106		C6orf106	262	1
3_MACS_peak_9218_lociStitched	chr15	67372528	67379778	3	7211	20387.725	263	1	SMAD3	SMAD3	SMAD3	263	1
6_MACS_peak_8657_lociStitched	chr15	23388215	23395633	6	7208	16279.5428	264	1	HERC2P7	GOLGA8E,HERC2P2	HERC2P7	264	1
1_MACS_peak_1868_lociStitched	chr1	156457426	156464629	1	7204	14559.4239	265	1	MEF2D		MEF2D	265	1
4_MACS_peak_5212_lociStitched	chr11	111044453	111051858	4	7200	38813.3075	266	1			C11orf53	266	1
7_MACS_peak_15551_lociStitched	chr2	46794382	46802737	7	7200	16908.849	267	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	267	1
5_MACS_peak_24508_lociStitched	chr6	109201325	109208925	5	7188	19975.84	268	1	ARMC2		ARMC2	268	1
4_MACS_peak_8505_lociStitched	chr14	103363626	103370932	4	7185	62822.8328	269	1	TRAF3	AMN	AMN	269	1
1_MACS_peak_13957_lociStitched	chr19	16694162	16701338	1	7177	50262.1392	270	1	MED26	CHERP,SLC35E1	SLC35E1	270	1
5_MACS_peak_25198_lociStitched	chr7	28189040	28197091	5	7169	19733.001	271	1	JAZF1	LOC100128081	LOC100128081	271	1
3_MACS_peak_15602_lociStitched	chr2	54794915	54802292	3	7160	16371.7761	272	1	SPTBN1	RPL23AP32	SPTBN1	272	1
5_MACS_peak_21571_lociStitched	chr4	87855315	87862673	5	7137	16814.5016	273	1	AFF1	C4orf36	AFF1	273	1
3_MACS_peak_23297_lociStitched	chr6	388071	395225	3	7123	34610.3366	274	1	IRF4		IRF4	274	1
4_MACS_peak_17499_lociStitched	chr20	31256712	31264219	4	7123	23857.246	275	1		C20orf203	C20orf203	275	1
4_MACS_peak_27611_lociStitched	chr9	33452347	33459654	4	7117	18431.9075	276	1		AQP7,AQP3,NOL6	AQP3	276	1
2_MACS_peak_10020_lociStitched	chr16	12055531	12063112	2	7102	27417.4446	277	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	277	1
4_MACS_peak_19284_lociStitched	chr22	46461665	46469307	4	7101	32070.4172	278	1		LOC150381,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,LOC100271722,C22orf26	C22orf26	278	1
5_MACS_peak_3966_lociStitched	chr10	134209460	134216846	5	7082	10980.0276	279	1	PWWP2B	C10orf91	PWWP2B	279	1
5_MACS_peak_5588_lociStitched	chr12	4932983	4940202	5	7077	20193.7087	280	1	KCNA6		KCNA6	280	1
3_MACS_peak_28881_lociStitched	chrX	39953881	39960997	3	7071	16427.286	281	1	BCOR		BCOR	281	1
5_MACS_peak_5549_lociStitched	chr12	1638417	1645981	5	7059	12765.7628	282	1		LOC100292680	LOC100292680	282	1
5_MACS_peak_10867_lociStitched	chr16	87807330	87814743	5	7052	17671.1094	283	1		KLHDC4	KLHDC4	283	1
2_MACS_peak_1621_lociStitched	chr1	149810818	149817870	2	7038	35678.1836	284	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2AA4	284	1
3_MACS_peak_16384_lociStitched	chr2	136888460	136895981	3	7021	19748.6418	285	1		CXCR4	CXCR4	285	1
3_MACS_peak_18666_lociStitched	chr22	23219757	23227372	3	7017	20309.9665	286	1		IGLL5	IGLL5	286	1
2_MACS_peak_7201_lociStitched	chr13	30944045	30951095	2	7007	15817.38	287	1	LOC100188949		LOC100188949	287	1
2_MACS_peak_23352_lociStitched	chr6	5865267	5872597	2	7004	18578.618	288	1			NRN1	288	1
1_MACS_peak_19056_lociStitched	chr22	39146470	39153471	1	7002	23672.4813	289	1	SUN2	GTPBP1,DNAL4	SUN2	289	1
3_MACS_peak_7494_lociStitched	chr13	103243688	103250941	3	6998	44930.1591	290	1	TPP2		TPP2	290	1
3_MACS_peak_9997_lociStitched	chr16	11711589	11719112	3	6998	25317.9042	291	1		SNN,LITAF	LITAF	291	1
2_MACS_peak_25326_lociStitched	chr7	43685587	43692648	2	6995	51654.0394	292	1	C7orf44		STK17A	292	1
5_MACS_peak_3551_lociStitched	chr10	98044652	98051774	5	6987	20701.5174	293	1		DNTT,BLNK	DNTT	293	1
3_MACS_peak_13838_lociStitched	chr19	13260635	13267644	3	6985	23485.0563	294	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	294	1
6_MACS_peak_29158_lociStitched	chrX	70837402	70844766	6	6975	17341.4836	295	1	BCYRN1,CXCR3	ACRC	CXCR3	295	1
2_MACS_peak_28497_lociStitched	chr9	134548847	134555896	2	6969	34772.717	296	1	RAPGEF1		RAPGEF1	296	1
2_MACS_peak_4731_lociStitched	chr11	65554360	65561345	2	6964	29026.866	297	1	OVOL1	SNX32,DKFZp761E198	OVOL1	297	1
3_MACS_peak_19845_lociStitched	chr3	45604584	45612125	3	6964	23368.0508	298	1		LIMD1	LIMD1	298	1
1_MACS_peak_8723_lociStitched	chr15	31554032	31560994	1	6963	56345.5546	299	1			KLF13	299	1
1_MACS_peak_8793_lociStitched	chr15	40336406	40343365	1	6960	28257.0195	300	1		SRP14	SRP14	300	1
1_MACS_peak_4850_lociStitched	chr11	67411923	67418870	1	6948	21647.5467	301	1	ACY3	NDUFV1,DOC2GP,NUDT8,TBX10,ALDH3B2	ACY3	301	1
1_MACS_peak_27581_lociStitched	chr9	33134984	33141921	1	6938	21499.1504	302	1	B4GALT1		B4GALT1	302	1
2_MACS_peak_11648_lociStitched	chr17	36856441	36863447	2	6936	38520.3892	303	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	303	1
1_MACS_peak_9160_lociStitched	chr15	65183316	65190249	1	6934	32578.167	304	1		PLEKHO2,ANKDD1A	ANKDD1A	304	1
1_MACS_peak_3719_lociStitched	chr10	112112845	112119771	1	6927	45264.1804	305	1		SMNDC1	SMNDC1	305	1
2_MACS_peak_23906_lociStitched	chr6	34638131	34645174	2	6922	28030.4357	306	1	C6orf106		C6orf106	306	1
5_MACS_peak_15170_lociStitched	chr2	8659754	8667596	5	6908	14662.1874	307	1			ID2	307	1
1_MACS_peak_26068_lociStitched	chr7	127746620	127753519	1	6900	35548.4773	308	1		MIR593	MIR593	308	1
4_MACS_peak_21120_lociStitched	chr4	1207576	1214795	4	6898	31526.0949	309	1	CTBP1	C4orf42,SPON2,LOC100130872-SPON2	SPON2	309	1
3_MACS_peak_2396_lociStitched	chr1	206727580	206734619	3	6889	18537.9104	310	1	RASSF5		RASSF5	310	1
4_MACS_peak_24517_lociStitched	chr6	109221245	109229121	4	6878	24100.56	311	1	ARMC2		ARMC2	311	1
1_MACS_peak_4844_lociStitched	chr11	67350047	67356921	1	6875	21675.0968	312	1	GSTP1	NDUFV1,DOC2GP,NUDT8	GSTP1	312	1
3_MACS_peak_514_lociStitched	chr1	24513016	24520282	3	6867	19719.1974	313	1	IL28RA	LOC284632,IL22RA1	IL28RA	313	1
4_MACS_peak_8684_lociStitched	chr15	28577210	28584695	4	6858	14253.6855	314	1		GOLGA8G,HERC2	HERC2	314	1
5_MACS_peak_4556_lociStitched	chr11	62318998	62326068	5	6832	21383.922	315	1		AHNAK,EEF1G,TUT1,MTA2	AHNAK	315	1
4_MACS_peak_25224_lociStitched	chr7	30065679	30072553	4	6822	15763.4568	316	1	PLEKHA8,FKBP14	SCRN1	PLEKHA8	316	1
2_MACS_peak_17377_lociStitched	chr20	17833952	17840869	2	6822	28168.0991	317	1			SNORD17	317	1
2_MACS_peak_24333_lociStitched	chr6	88631238	88638238	2	6822	36638	318	1			SPACA1	318	1
2_MACS_peak_5443_lociStitched	chr11	126333423	126340247	2	6820	45711.2464	319	1	KIRREL3		ST3GAL4	319	1
2_MACS_peak_8581_lociStitched	chr14	105951922	105958822	2	6818	24575.73	320	1	CRIP1,C14orf80	CRIP2,TMEM121	C14orf80	320	1
4_MACS_peak_9575_lociStitched	chr15	89630727	89637924	4	6814	14696.9937	321	1	ABHD2		ABHD2	321	1
2_MACS_peak_28476_lociStitched	chr9	134127050	134133951	2	6801	27750.3012	322	1	FAM78A	PPAPDC3	FAM78A	322	1
7_MACS_peak_8635_lociStitched	chr15	20721206	20728432	7	6792	13169.385	323	1		GOLGA8C,HERC2P3,GOLGA6L6	HERC2P3	323	1
1_MACS_peak_18729_lociStitched	chr22	24819915	24826703	1	6789	25617.912	324	1	ADORA2A,C22orf45		ADORA2A	324	1
1_MACS_peak_18438_lociStitched	chr21	45574276	45581064	1	6789	32789.434	325	1		PWP2,C21orf33	C21orf33	325	1
3_MACS_peak_14184_lociStitched	chr19	28882791	28889761	3	6778	16843.702	326	1			LOC148145	326	1
2_MACS_peak_25912_lociStitched	chr7	104649227	104656456	2	6747	68397.1835	327	1	MLL5,LOC100216545		LOC100216545	327	1
1_MACS_peak_6261_lociStitched	chr12	58288180	58294924	1	6745	24331.6776	328	1		XRCC6BP1,CTDSP2	XRCC6BP1	328	1
6_MACS_peak_16792_lociStitched	chr2	204733718	204740733	6	6743	16793.2085	329	1	CTLA4		CTLA4	329	1
2_MACS_peak_26130_lociStitched	chr7	130624549	130631359	2	6741	22449.165	330	1	FLJ43663	LOC646329	LOC646329	330	1
1_MACS_peak_8592_lociStitched	chr14	106161533	106168269	1	6737	105981.5296	331	1			TMEM121	331	1
3_MACS_peak_16000_lociStitched	chr2	89049983	89056908	3	6715	18476.5925	332	1	RPIA	ANKRD36BP2	ANKRD36BP2	332	1
1_MACS_peak_28201_lociStitched	chr9	117144905	117151610	1	6706	23099.3955	333	1	AKNA		AKNA	333	1
2_MACS_peak_14731_lociStitched	chr19	47216698	47223481	2	6706	21755.1159	334	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	334	1
2_MACS_peak_1850_lociStitched	chr1	156116003	156122908	2	6678	15851.118	335	1	SEMA4A	LMNA,SEMA4A,SLC25A44	SEMA4A	335	1
3_MACS_peak_25861_lociStitched	chr7	101945534	101952582	3	6673	36013.8704	336	1	SH2B2	MIR4285,SPDYE6	MIR4285	336	1
2_MACS_peak_20797_lociStitched	chr3	170970689	170977371	2	6662	19279.5746	337	1	TNIK		MIR569	337	1
2_MACS_peak_9237_lociStitched	chr15	68073067	68079791	2	6662	34498.8268	338	1	MAP2K5	SKOR1	SKOR1	338	1
4_MACS_peak_20216_lociStitched	chr3	71133797	71140798	4	6652	17500.3997	339	1	FOXP1		MIR1284	339	1
3_MACS_peak_25521_lociStitched	chr7	64936995	64943776	3	6651	25540.6365	340	1			ZNF92	340	1
4_MACS_peak_2325_lociStitched	chr1	203900398	203907673	4	6651	13909.0725	341	1			SNRPE	341	1
2_MACS_peak_27982_lociStitched	chr9	96027766	96034405	2	6629	36083.6289	342	1	WNK2		C9orf129	342	1
1_MACS_peak_17483_lociStitched	chr20	30941078	30947697	1	6620	25641.3441	343	1	ASXL1		ASXL1	343	1
2_MACS_peak_2252_lociStitched	chr1	200986698	200993705	2	6614	17165.0479	344	1	KIF21B		KIF21B	344	1
2_MACS_peak_5512_lociStitched	chr11	132224786	132231426	2	6604	25570.64	345	1			NTM	345	1
2_MACS_peak_1942_lociStitched	chr1	161151069	161157704	2	6593	23708.8455	346	1		UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,B4GALT3,ADAMTS4,APOA2	B4GALT3	346	1
3_MACS_peak_7448_lociStitched	chr13	91995467	92002098	3	6588	19259.7395	347	1	MIR17HG	MIR17,MIR18A,MIR19A,MIR20A,MIR19B1,MIR92A1,GPC5	MIR17HG	347	1
5_MACS_peak_21016_lociStitched	chr3	195630058	195637435	5	6576	30868.3188	348	1	TNK2	TNK2	TNK2	348	1
3_MACS_peak_14320_lociStitched	chr19	35701226	35708123	3	6571	23971.9029	349	1		LSR,FAM187B	FAM187B	349	1
3_MACS_peak_4689_lociStitched	chr11	65148100	65154726	3	6561	32054.6002	350	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	SLC25A45	350	1
4_MACS_peak_18420_lociStitched	chr21	45280468	45287210	4	6555	13997.0662	351	1	AGPAT3	LOC284837	AGPAT3	351	1
1_MACS_peak_2293_lociStitched	chr1	203255033	203261586	1	6554	48993.5045	352	1		BTG2,LOC730227	LOC730227	352	1
2_MACS_peak_2375_lociStitched	chr1	206132335	206139261	2	6554	15733.7942	353	1	FAM72A		FAM72A	353	1
3_MACS_peak_2345_lociStitched	chr1	205252747	205259418	3	6546	44550.2722	354	1		NUAK2	NUAK2	354	1
4_MACS_peak_8673_lociStitched	chr15	23675841	23682616	4	6546	13728.86	355	1			MKRN3	355	1
4_MACS_peak_4053_lociStitched	chr11	307923	315249	4	6545	16579.4706	356	1	IFITM2,IFITM1	NLRP6,ATHL1,IFITM5,IFITM3	IFITM1	356	1
5_MACS_peak_23491_lociStitched	chr6	16509180	16516393	5	6540	15821.7155	357	1	ATXN1		ATXN1	357	1
5_MACS_peak_20608_lociStitched	chr3	140471361	140478242	5	6517	14152.1527	358	1			TRIM42	358	1
4_MACS_peak_4507_lociStitched	chr11	60676679	60683741	4	6502	22232.5884	359	1	TMEM109	ZP1,TMEM132A,PRPF19,SLC15A3	TMEM109	359	1
2_MACS_peak_6172_lociStitched	chr12	56319991	56326498	2	6498	21831.6357	360	1	DGKA,WIBG	CDK2,RAB5B,SILV	WIBG	360	1
5_MACS_peak_8799_lociStitched	chr15	40387497	40394416	5	6494	17417.1987	361	1	BMF		BMF	361	1
5_MACS_peak_22965_lociStitched	chr5	150631543	150638566	5	6491	14600.1147	362	1	GM2A	CCDC69,SLC36A3	GM2A	362	1
3_MACS_peak_8795_lociStitched	chr15	40351909	40358593	3	6490	15358.4952	363	1		SRP14,BMF	SRP14	363	1
2_MACS_peak_13132_lociStitched	chr18	60804792	60811282	2	6484	22518.353	364	1	BCL2		BCL2	364	1
2_MACS_peak_17992_lociStitched	chr20	56191944	56198425	2	6482	30628.5579	365	1	ZBP1		ZBP1	365	1
2_MACS_peak_1628_lociStitched	chr1	149854655	149861181	2	6476	34497.7412	366	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	366	1
3_MACS_peak_18351_lociStitched	chr21	43952534	43959285	3	6467	23041.163	367	1	SLC37A1	RSPH1	SLC37A1	367	1
3_MACS_peak_20212_lociStitched	chr3	71111208	71117993	3	6447	19686.6775	368	1	FOXP1		MIR1284	368	1
8_MACS_peak_16250_lociStitched	chr2	120062908	120070605	8	6433	11416.1904	369	1	C2orf76		C2orf76	369	1
6_MACS_peak_18921_lociStitched	chr22	36800376	36807216	6	6432	13387.932	370	1		MYH9	MYH9	370	1
2_MACS_peak_8270_lociStitched	chr14	90082745	90089240	2	6425	24440.0355	371	1	FOXN3	PRO1768	FOXN3	371	1
2_MACS_peak_17805_lociStitched	chr20	46113557	46119992	2	6422	22575.9105	372	1		NCOA3	NCOA3	372	1
7_MACS_peak_25416_lociStitched	chr7	49921802	49928813	7	6418	20033.2314	373	1	VWC2		VWC2	373	1
5_MACS_peak_23500_lociStitched	chr6	16728129	16735153	5	6415	18855.2256	374	1	ATXN1		ATXN1	374	1
2_MACS_peak_23976_lociStitched	chr6	37013698	37020388	2	6409	24870.744	375	1		FGD2	FGD2	375	1
2_MACS_peak_8245_lociStitched	chr14	81935442	81941868	2	6403	17943.3198	376	1	SEL1L		SEL1L	376	1
3_MACS_peak_21010_lociStitched	chr3	195356653	195363135	3	6394	22876.2744	377	1		SDHAP2,APOD	SDHAP2	377	1
1_MACS_peak_5497_lociStitched	chr11	130634237	130640612	1	6376	27413.1375	378	1			SNX19	378	1
7_MACS_peak_3017_lociStitched	chr10	22667337	22675116	7	6374	9939.2283	379	1	SPAG6		SPAG6	379	1
1_MACS_peak_28225_lociStitched	chr9	123662792	123669162	1	6371	26997.334	380	1	TRAF1	PHF19	TRAF1	380	1
1_MACS_peak_8994_lociStitched	chr15	50642992	50649360	1	6369	33163.2704	381	1	LOC100129387,GABPB1,FLJ10038		LOC100129387	381	1
2_MACS_peak_25437_lociStitched	chr7	50727068	50733764	2	6368	10537.4952	382	1	GRB10		GRB10	382	1
3_MACS_peak_12945_lociStitched	chr18	42336246	42342644	3	6361	20970.0848	383	1	SETBP1		SETBP1	383	1
6_MACS_peak_1504_lociStitched	chr1	120832869	120839711	6	6361	11770.9768	384	1	FAM72B		FAM72B	384	1
2_MACS_peak_3947_lociStitched	chr10	134106496	134112971	2	6345	15529.64	385	1	STK32C	LRRC27	STK32C	385	1
1_MACS_peak_18661_lociStitched	chr22	23205188	23211520	1	6333	18541.9956	386	1		MIR650,IGLL5	IGLL5	386	1
1_MACS_peak_17711_lociStitched	chr20	42307507	42313836	1	6330	33224.7184	387	1	MYBL2	GTSF1L	MYBL2	387	1
2_MACS_peak_26139_lociStitched	chr7	130790059	130796426	2	6328	41616.6221	388	1	MKLN1,FLJ43663		FLJ43663	388	1
4_MACS_peak_26686_lociStitched	chr8	38238100	38244816	4	6324	29797.5488	389	1	LETM2,WHSC1L1		WHSC1L1	389	1
2_MACS_peak_6874_lociStitched	chr12	122237194	122243567	2	6314	44192.9312	390	1	SETD1B,LOC338799	RHOF	LOC338799	390	1
4_MACS_peak_21222_lociStitched	chr4	6778531	6785392	4	6308	15597.1113	391	1	KIAA0232		KIAA0232	391	1
3_MACS_peak_20489_lociStitched	chr3	128820641	128827403	3	6297	32226.3396	392	1	RAB43	GP9	RAB43	392	1
1_MACS_peak_1910_lociStitched	chr1	159889849	159896140	1	6292	25759.7577	393	1	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	393	1
4_MACS_peak_24807_lociStitched	chr6	150941313	150948049	4	6291	19619.9472	394	1	PLEKHG1		PLEKHG1	394	1
3_MACS_peak_23733_lociStitched	chr6	30684015	30690644	3	6284	25885.5821	395	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	395	1
2_MACS_peak_15483_lociStitched	chr2	42327960	42334240	2	6271	21858.168	396	1			PKDCC	396	1
4_MACS_peak_16030_lociStitched	chr2	96906283	96913110	4	6267	15332.0766	397	1	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	397	1
2_MACS_peak_13163_lociStitched	chr18	72162713	72169016	2	6262	18627.2559	398	1	CNDP2	CNDP1,FAM69C	CNDP2	398	1
4_MACS_peak_182_lociStitched	chr1	9134853	9141514	4	6262	13109.5141	399	1	SLC2A5	SLC2A7,SLC2A5,GPR157	SLC2A5	399	1
3_MACS_peak_14317_lociStitched	chr19	35694038	35700481	3	6258	21198.1143	400	1		FXYD5,LSR,FAM187B	FAM187B	400	1
3_MACS_peak_11853_lociStitched	chr17	42293384	42300071	3	6255	16591.7844	401	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	401	1
2_MACS_peak_1671_lociStitched	chr1	150945918	150952194	2	6240	19566.6852	402	1	LASS2	SETDB1,ANXA9,PRUNE,FAM63A	LASS2	402	1
3_MACS_peak_24081_lociStitched	chr6	42737781	42744469	3	6219	18022.1536	403	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	403	1
1_MACS_peak_26615_lociStitched	chr8	28346902	28353115	1	6214	25827.441	404	1	FZD3,FBXO16	MIR4288	FZD3	404	1
