#KMS-12-BM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS-12-BM.H3K27ac_ROSE/KMS-12-BM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS.12.BM.jin.bam
#Using cutoff of 25841.2518 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS.12.BM.jin.bam	enhancerRank	isSuperStretch
2_MACS_peak_11919_lociStitched	chr17	44268763	44274088	2	5295	28223.0325	556	1
1_MACS_peak_7561_lociStitched	chr13	114829544	114834795	1	5252	29820.9541	558	1
1_MACS_peak_18952_lociStitched	chr22	37294879	37300201	1	5323	26112.9252	565	1
5_MACS_peak_24666_lociStitched	chr6	135190285	135195839	5	5248	29091.852	567	1
1_MACS_peak_13021_lociStitched	chr18	48676621	48681717	1	5097	33794.6336	573	1
2_MACS_peak_5180_lociStitched	chr11	108091640	108096764	2	4995	36904.0728	577	1
1_MACS_peak_4592_lociStitched	chr11	62605641	62610878	1	5238	27846.1764	579	1
1_MACS_peak_17712_lociStitched	chr20	42336656	42341825	1	5170	29491.7295	586	1
1_MACS_peak_26009_lociStitched	chr7	116592606	116597709	1	5104	29533.6125	599	1
3_MACS_peak_11691_lociStitched	chr17	37909262	37914532	3	4992	33425.502	601	1
2_MACS_peak_26337_lociStitched	chr7	150591906	150596859	2	4920	35167.2906	604	1
2_MACS_peak_8716_lociStitched	chr15	31371669	31376880	2	5121	25888.7691	617	1
2_MACS_peak_4736_lociStitched	chr11	65624089	65629169	2	5043	27040.84	638	1
2_MACS_peak_27372_lociStitched	chr8	145262288	145267412	2	4980	27204.3408	650	1
4_MACS_peak_23997_lociStitched	chr6	37135841	37141083	4	4862	30843.928	655	1
1_MACS_peak_21_lociStitched	chr1	1077065	1081837	1	4773	32812.7492	670	1
1_MACS_peak_26385_lociStitched	chr7	154995250	155000015	1	4766	32739.8385	673	1
3_MACS_peak_14437_lociStitched	chr19	39339018	39344199	3	4929	26397.7131	677	1
1_MACS_peak_27414_lociStitched	chr8	146101558	146106243	1	4686	31416.673	709	1
1_MACS_peak_24751_lociStitched	chr6	143264750	143269318	1	4569	32408.1328	738	1
3_MACS_peak_27043_lociStitched	chr8	101504192	101508905	3	4705	26329.1745	746	1
1_MACS_peak_4723_lociStitched	chr11	65380598	65385284	1	4687	26393.4264	748	1
1_MACS_peak_8002_lociStitched	chr14	64968248	64972874	1	4627	28508.6502	749	1
