REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS.12.BM.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
4_MACS_peak_25274_lociStitched	chr7	35764034	35772563	4	7941	32312.1165	201	1		HERPUD2	HERPUD2	HERPUD2	0.4034	201	1
1_MACS_peak_25423_lociStitched	chr7	50301667	50309610	1	7944	29985.6193	203	1		IKZF1	IKZF1	IKZF1	0.4972	203	1
3_MACS_peak_22045_lociStitched	chr5	1311500	1319159	3	7501	49127.1237	204	1	CLPTM1L	TERT	TERT	TERT	0.1388	204	1
3_MACS_peak_11595_lociStitched	chr17	34415156	34423618	3	7779	37893.6822	205	1	CCL3	CCL18,CCL4	CCL3	CCL3	3.3861	205	1
2_MACS_peak_10628_lociStitched	chr16	68500419	68508353	2	7925	28658.4014	207	1		SMPD3	SMPD3	SMPD3	0.2477	207	1
3_MACS_peak_1785_lociStitched	chr1	154908092	154916520	3	7880	31110.2764	208	1	PMVK	CKS1B,MIR4258,FLAD1,LENEP,PBXIP1,PYGO2,SHC1	PMVK	MIR4258	2.1146	208	1
2_MACS_peak_25912_lociStitched	chr7	104649227	104656456	2	6747	68397.1835	209	1	MLL5,LOC100216545		LOC100216545	LOC100216545	5.2254	209	1
2_MACS_peak_5369_lociStitched	chr11	119185702	119193548	2	7810	33970.0416	210	1	MCAM	RNF26,C1QTNF5,USP2	MCAM	MCAM	1.8559	210	1
3_MACS_peak_23366_lociStitched	chr6	7140670	7148910	3	7930	26248.52	211	1	RREB1		RREB1	RREB1	0.4856	211	1
2_MACS_peak_1623_lociStitched	chr1	149818560	149826275	2	7657	39901.98	212	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2BC	4.0174	212	1
2_MACS_peak_17795_lociStitched	chr20	45980328	45988180	2	7801	28961.3168	214	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.3409	214	1
4_MACS_peak_2240_lociStitched	chr1	200829897	200837908	4	7743	31638.6434	215	1		GPR25,C1orf106	GPR25	GPR25	1.1289	215	1
3_MACS_peak_23635_lociStitched	chr6	27094371	27102603	3	7784	28396.284	217	1	HIST1H2AG,HIST1H2BJ	HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BK	HIST1H2BJ	HIST1H2BJ	2.7808	217	1
3_MACS_peak_23294_lociStitched	chr6	335072	342847	3	7672	33792.4825	218	1	DUSP22	IRF4	DUSP22	DUSP22	5.4081	218	1
1_MACS_peak_24470_lociStitched	chr6	106588507	106595922	1	7416	43236.865	220	1		PRDM1	PRDM1	PRDM1	1.4378	220	1
1_MACS_peak_7846_lociStitched	chr14	50527249	50534938	1	7690	30566.0817	221	1		C14orf183,C14orf138	C14orf183	C14orf183	1.1958	221	1
2_MACS_peak_24131_lociStitched	chr6	44184596	44192388	2	7741	26555.136	222	1	SLC29A1	HSP90AB1,TMEM151B,SLC35B2,NFKBIE	SLC29A1	NFKBIE	1.7338	222	1
4_MACS_peak_23570_lociStitched	chr6	26193709	26201661	4	7554	36270.6624	224	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	3.3554	224	1
1_MACS_peak_13957_lociStitched	chr19	16694162	16701338	1	7177	50262.1392	225	1	MED26	CHERP,SLC35E1	SLC35E1	SLC35E1	0.2961	225	1
1_MACS_peak_13810_lociStitched	chr19	12898759	12906212	1	7454	40005.4681	226	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	3.5924	226	1
1_MACS_peak_8723_lociStitched	chr15	31554032	31560994	1	6963	56345.5546	227	1			KLF13	KLF13	NONE	227	1
2_MACS_peak_14749_lociStitched	chr19	47728673	47736307	2	7553	34914.8624	229	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.7115	229	1
4_MACS_peak_9937_lociStitched	chr16	8158221	8166308	4	7597	32284.9214	230	1			TMEM114	TMEM114	NONE	230	1
3_MACS_peak_17999_lociStitched	chr20	56251976	56259654	3	7542	34833.5504	232	1	PMEPA1		PMEPA1	PMEPA1	0.7332	232	1
3_MACS_peak_23615_lociStitched	chr6	26532666	26540406	3	7661	27330.714	233	1	HMGN4	BTN1A1,HCG11	HMGN4	HCG11	1.7993	233	1
3_MACS_peak_19073_lociStitched	chr22	39376661	39384281	3	7421	38746.938	235	1	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	2.5024	235	1
2_MACS_peak_25928_lociStitched	chr7	105446071	105453798	2	7553	32325.1318	236	1	ATXN7L1		ATXN7L1	ATXN7L1	0.2881	236	1
1_MACS_peak_26991_lociStitched	chr8	95969691	95977331	1	7641	27104.428	237	1		TP53INP1	TP53INP1	TP53INP1	1.4053	237	1
2_MACS_peak_23772_lociStitched	chr6	31702009	31709543	2	7504	34644.3456	238	1	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	CLIC1	2.6391	238	1
2_MACS_peak_25326_lociStitched	chr7	43685587	43692648	2	6995	51654.0394	240	1	C7orf44		STK17A	STK17A	NONE	240	1
3_MACS_peak_4479_lociStitched	chr11	58340225	58347744	3	7404	35996.4606	241	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.7685	241	1
1_MACS_peak_19283_lociStitched	chr22	46448010	46455507	1	7498	29757.0924	244	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	C22orf26	2.5135	244	1
2_MACS_peak_2423_lociStitched	chr1	207993568	208001213	2	7450	30544.833	246	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	2.1996	246	1
2_MACS_peak_5851_lociStitched	chr12	26305680	26313295	2	7334	33623.271	249	1		SSPN,BHLHE41	BHLHE41	BHLHE41	3.6637	249	1
2_MACS_peak_6547_lociStitched	chr12	104293706	104301394	2	7428	27958.1808	250	1	GNN	HSP90B1,MIR3652,C12orf73	GNN	MIR3652	4.3321	250	1
4_MACS_peak_5212_lociStitched	chr11	111044453	111051858	4	7200	38813.3075	251	1			C11orf53	C11orf53	NONE	251	1
3_MACS_peak_5321_lociStitched	chr11	117877381	117884846	3	7401	27800.4065	254	1		IL10RA	IL10RA	IL10RA	0.5173	254	1
3_MACS_peak_7494_lociStitched	chr13	103243688	103250941	3	6998	44930.1591	255	1	TPP2		TPP2	TPP2	0.5604	255	1
3_MACS_peak_2716_lociStitched	chr1	234741821	234749285	3	7275	31375.6704	259	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	2.5246	259	1
1_MACS_peak_3719_lociStitched	chr10	112112845	112119771	1	6927	45264.1804	261	1		SMNDC1	SMNDC1	SMNDC1	0.301	261	1
4_MACS_peak_23900_lociStitched	chr6	34621016	34628581	4	7241	32142.172	262	1	C6orf106		C6orf106	C6orf106	0.7879	262	1
1_MACS_peak_18113_lociStitched	chr20	62357911	62365202	1	7292	28180.4441	265	1	ZGPAT	TNFRSF6B,LIME1,SLC2A4RG,ARFRP1	LIME1	LIME1	1.8314	265	1
2_MACS_peak_3827_lociStitched	chr10	121461372	121468686	2	7267	29173.3518	266	1		INPP5F	INPP5F	INPP5F	0.214	266	1
3_MACS_peak_23297_lociStitched	chr6	388071	395225	3	7123	34610.3366	267	1	IRF4		IRF4	IRF4	1.4187	267	1
2_MACS_peak_5443_lociStitched	chr11	126333423	126340247	2	6820	45711.2464	268	1	KIRREL3		ST3GAL4	ST3GAL4	NONE	268	1
1_MACS_peak_407_lociStitched	chr1	20914732	20921972	1	7241	27260.772	269	1	CDA	FAM43B,PINK1	CDA	CDA	0.8112	269	1
2_MACS_peak_1621_lociStitched	chr1	149810818	149817870	2	7038	35678.1836	270	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2AA4	HIST2H2BC	4.0174	270	1
4_MACS_peak_19284_lociStitched	chr22	46461665	46469307	4	7101	32070.4172	273	1		LOC150381,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,LOC100271722,C22orf26	C22orf26	C22orf26	2.5135	273	1
2_MACS_peak_11648_lociStitched	chr17	36856441	36863447	2	6936	38520.3892	274	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.2853	274	1
2_MACS_peak_28497_lociStitched	chr9	134548847	134555896	2	6969	34772.717	276	1	RAPGEF1		RAPGEF1	RAPGEF1	0.842	276	1
2_MACS_peak_10020_lociStitched	chr16	12055531	12063112	2	7102	27417.4446	279	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	TNFRSF17	2.3288	279	1
1_MACS_peak_2293_lociStitched	chr1	203255033	203261586	1	6554	48993.5045	280	1		BTG2,LOC730227	LOC730227	LOC730227	2.4647	280	1
1_MACS_peak_26068_lociStitched	chr7	127746620	127753519	1	6900	35548.4773	283	1		MIR593	MIR593	MIR593	0.1389	283	1
1_MACS_peak_9160_lociStitched	chr15	65183316	65190249	1	6934	32578.167	288	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.3079	288	1
2_MACS_peak_24333_lociStitched	chr6	88631238	88638238	2	6822	36638	289	1			SPACA1	SPACA1	NONE	289	1
2_MACS_peak_4731_lociStitched	chr11	65554360	65561345	2	6964	29026.866	291	1	OVOL1	SNX32,DKFZp761E198	OVOL1	OVOL1	2.1767	291	1
4_MACS_peak_21120_lociStitched	chr4	1207576	1214795	4	6898	31526.0949	294	1	CTBP1	C4orf42,SPON2,LOC100130872-SPON2	SPON2	C4orf42	1.0172	294	1
1_MACS_peak_8793_lociStitched	chr15	40336406	40343365	1	6960	28257.0195	295	1		SRP14	SRP14	SRP14	0.7009	295	1
3_MACS_peak_2345_lociStitched	chr1	205252747	205259418	3	6546	44550.2722	298	1		NUAK2	NUAK2	NUAK2	1.348	298	1
2_MACS_peak_23906_lociStitched	chr6	34638131	34645174	2	6922	28030.4357	300	1	C6orf106		C6orf106	C6orf106	0.7879	300	1
1_MACS_peak_18438_lociStitched	chr21	45574276	45581064	1	6789	32789.434	307	1		PWP2,C21orf33	C21orf33	C21orf33	1.0414	307	1
3_MACS_peak_25861_lociStitched	chr7	101945534	101952582	3	6673	36013.8704	313	1	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.4038	313	1
2_MACS_peak_17377_lociStitched	chr20	17833952	17840869	2	6822	28168.0991	316	1			SNORD17	SNORD17	0.7323	316	1
1_MACS_peak_23823_lociStitched	chr6	32935471	32941330	1	5860	59207.5386	319	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	2.7071	319	1
2_MACS_peak_27982_lociStitched	chr9	96027766	96034405	2	6629	36083.6289	320	1	WNK2		C9orf129	C9orf129	NONE	320	1
2_MACS_peak_28476_lociStitched	chr9	134127050	134133951	2	6801	27750.3012	321	1	FAM78A	PPAPDC3	FAM78A	FAM78A	2.5622	321	1
2_MACS_peak_9237_lociStitched	chr15	68073067	68079791	2	6662	34498.8268	322	1	MAP2K5	SKOR1	SKOR1	SKOR1	0.1509	322	1
2_MACS_peak_6874_lociStitched	chr12	122237194	122243567	2	6314	44192.9312	330	1	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	3.8171	330	1
2_MACS_peak_26139_lociStitched	chr7	130790059	130796426	2	6328	41616.6221	333	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.5994	333	1
3_MACS_peak_4689_lociStitched	chr11	65148100	65154726	3	6561	32054.6002	336	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	SLC25A45	NEAT1	10.5464	336	1
5_MACS_peak_21016_lociStitched	chr3	195630058	195637435	5	6576	30868.3188	337	1	TNK2	TNK2	TNK2	TNK2	0.8096	337	1
2_MACS_peak_1628_lociStitched	chr1	149854655	149861181	2	6476	34497.7412	340	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	HIST2H2BC	4.0174	340	1
1_MACS_peak_17304_lociStitched	chr20	4791261	4797133	1	5873	51899.672	349	1	RASSF2		RASSF2	RASSF2	1.2712	349	1
2_MACS_peak_17992_lociStitched	chr20	56191944	56198425	2	6482	30628.5579	350	1	ZBP1		ZBP1	ZBP1	1.8782	350	1
1_MACS_peak_8994_lociStitched	chr15	50642992	50649360	1	6369	33163.2704	356	1	LOC100129387,GABPB1,FLJ10038		LOC100129387	LOC100129387	2.487	356	1
1_MACS_peak_17711_lociStitched	chr20	42307507	42313836	1	6330	33224.7184	360	1	MYBL2	GTSF1L	MYBL2	MYBL2	1.4666	360	1
3_MACS_peak_20489_lociStitched	chr3	128820641	128827403	3	6297	32226.3396	364	1	RAB43	GP9	RAB43	RAB43	1.6023	364	1
1_MACS_peak_5497_lociStitched	chr11	130634237	130640612	1	6376	27413.1375	368	1			SNX19	SNX19	NONE	368	1
4_MACS_peak_26686_lociStitched	chr8	38238100	38244816	4	6324	29797.5488	370	1	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.3439	370	1
1_MACS_peak_28225_lociStitched	chr9	123662792	123669162	1	6371	26997.334	373	1	TRAF1	PHF19	TRAF1	TRAF1	1.2482	373	1
1_MACS_peak_8318_lociStitched	chr14	91879407	91885614	1	6208	34055.3262	376	1	CCDC88C		CCDC88C	CCDC88C	0.7953	376	1
1_MACS_peak_26327_lociStitched	chr7	150062701	150068861	1	6161	35728.616	377	1	REPIN1	LRRC61,C7orf29,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	REPIN1	4.661	377	1
1_MACS_peak_26331_lociStitched	chr7	150100482	150106294	1	5813	46972.0028	378	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	4.661	378	1
2_MACS_peak_4720_lociStitched	chr11	65353256	65359053	2	5722	47962.0592	387	1	EHBP1L1	SSSCA1,FAM89B,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	KCNK7	KCNK7	3.1474	387	1
2_MACS_peak_18443_lociStitched	chr21	45659984	45666010	2	6009	38292.217	389	1	ICOSLG	AIRE,DNMT3L	ICOSLG	ICOSLG	1.6435	389	1
1_MACS_peak_5195_lociStitched	chr11	109824374	109830517	1	6144	32681.9886	391	1			ZC3H12C	ZC3H12C	NONE	391	1
3_MACS_peak_23733_lociStitched	chr6	30684015	30690644	3	6284	25885.5821	392	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.8439	392	1
1_MACS_peak_27260_lociStitched	chr8	134579701	134585520	1	5820	43201.4198	396	1	ST3GAL1		ST3GAL1	ST3GAL1	0.8606	396	1
1_MACS_peak_6321_lociStitched	chr12	68380895	68387078	1	6184	29420.5689	397	1			IFNG	IFNG	NONE	397	1
4_MACS_peak_9376_lociStitched	chr15	75742649	75748947	4	6060	34598.6928	398	1	SIN3A		SIN3A	SIN3A	0.5164	398	1
2_MACS_peak_25362_lociStitched	chr7	44787260	44792810	2	5524	50013.27	401	1	ZMIZ2	ZMIZ2,PPIA	ZMIZ2	PPIA	3.5883	401	1
2_MACS_peak_25382_lociStitched	chr7	45063420	45069297	2	5693	45157.1049	404	1	CCM2	MYO1G,SNORA9,C7orf40	CCM2	SNORA9	3.6537	404	1
6_MACS_peak_15788_lociStitched	chr2	70310314	70316951	6	6152	28198.6219	405	1	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	0.9581	405	1
3_MACS_peak_4046_lociStitched	chr11	266942	272586	3	5507	48988.7912	412	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	IFITM1	1.8694	412	1
2_MACS_peak_23583_lociStitched	chr6	26269169	26275604	2	5957	34919.5275	413	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H3G	HIST1H3G	3.5259	413	1
3_MACS_peak_18_lociStitched	chr1	1070111	1076508	3	6096	27464.8798	417	1		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	MIR429	1.0677	417	1
3_MACS_peak_11458_lociStitched	chr17	27043656	27049939	3	6059	26741.7046	425	1	RPL23A,SNORD42B,SNORD4A,RAB34	SNORD42A,SNORD4B,NEK8,TRAF4,PROCA1,TLCD1	RPL23A	SNORD4B	4.9054	425	1
1_MACS_peak_25687_lociStitched	chr7	86845043	86850782	1	5740	38677.4166	426	1	C7orf23		C7orf23	C7orf23	1.3055	426	1
1_MACS_peak_10064_lociStitched	chr16	14722738	14728545	1	5808	36141.0259	427	1	BFAR,PARN		BFAR	BFAR	1.1417	427	1
3_MACS_peak_23670_lociStitched	chr6	27801663	27807943	3	5797	36291.492	428	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	HIST1H3H	3.6444	428	1
1_MACS_peak_68_lociStitched	chr1	1708847	1714768	1	5922	29040.1366	434	1	NADK	SLC35E2,NADK	NADK	NADK	1.0966	434	1
1_MACS_peak_6585_lociStitched	chr12	105062077	105067961	1	5885	29813.0512	438	1	CHST11		MIR3922	MIR3922	0.1928	438	1
1_MACS_peak_12014_lociStitched	chr17	47463339	47468783	1	5445	40903.494	456	1		ZNF652,PHB	PHB	ZNF652	0.5249	456	1
1_MACS_peak_27746_lociStitched	chr9	66454607	66459237	1	4631	59300.577	458	1		LOC442421	LOC442421	LOC442421	1.0671	458	1
1_MACS_peak_26761_lociStitched	chr8	52809516	52815261	1	5746	30016.476	459	1	PCMTD1		PCMTD1	PCMTD1	0.4102	459	1
2_MACS_peak_27257_lociStitched	chr8	134509127	134514652	2	5380	42165.695	464	1	ST3GAL1		ST3GAL1	ST3GAL1	0.8606	464	1
4_MACS_peak_434_lociStitched	chr1	22104748	22110873	4	5660	30582.7375	469	1	USP48	LDLRAD2	USP48	LDLRAD2	0.5415	469	1
1_MACS_peak_22177_lociStitched	chr5	32580897	32586659	1	5763	25848.332	470	1	SUB1		SUB1	SUB1	1.0043	470	1
2_MACS_peak_25796_lociStitched	chr7	99814786	99820531	2	5606	32101.3365	475	1	PVRIG,GATS	STAG3,GAL3ST4,GPC2	PVRIG	PVRIG	2.7502	475	1
2_MACS_peak_23676_lociStitched	chr6	27858766	27864492	2	5713	26590.9714	481	1	HIST1H2BO,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J,OR2B2	HIST1H2BO	HIST1H2BO	2.7485	481	1
1_MACS_peak_6584_lociStitched	chr12	105033182	105038879	1	5698	27006.0588	483	1	CHST11	MIR3922	MIR3922	MIR3922	0.1928	483	1
1_MACS_peak_25772_lociStitched	chr7	98975535	98980404	1	4870	51940.5444	485	1	ARPC1B	BUD31,PDAP1	ARPC1B	ARPC1B	2.3824	485	1
1_MACS_peak_8121_lociStitched	chr14	74224798	74230462	1	5665	27981.8592	487	1	C14orf43	PNMA1	C14orf43	C14orf43	0.9212	487	1
2_MACS_peak_16992_lociStitched	chr2	232570379	232575674	2	5125	45216.123	491	1	PTMA	MIR1244-1	PTMA	PTMA	3.24	491	1
4_MACS_peak_20496_lociStitched	chr3	128835291	128841266	4	5624	27406.13	494	1	RAB43	ISY1	RAB43	RAB43	1.6023	494	1
2_MACS_peak_25908_lociStitched	chr7	104581880	104587178	2	5280	39245.4648	496	1		LOC723809	LOC723809	LOC723809	0.2048	496	1
2_MACS_peak_9887_lociStitched	chr16	3395446	3401101	2	5615	26475.579	498	1		ZNF75A,OR2C1,TIGD7,MTRNR2L4,ZNF434	OR2C1	TIGD7	0.4461	498	1
1_MACS_peak_5221_lociStitched	chr11	111246798	111252167	1	5370	35693.6489	501	1	POU2AF1		POU2AF1	POU2AF1	2.2723	501	1
1_MACS_peak_28884_lociStitched	chrX	39963715	39969301	1	5587	25899.489	507	1	BCOR	BCOR	BCOR	BCOR	0.4015	507	1
2_MACS_peak_10153_lociStitched	chr16	23344469	23350281	2	5488	30099.1856	509	1	SCNN1B		SCNN1B	SCNN1B	0.5283	509	1
2_MACS_peak_27483_lociStitched	chr9	5625205	5630781	2	5528	27697.1072	513	1	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.2702	513	1
1_MACS_peak_11461_lociStitched	chr17	27051972	27057293	1	5322	34501.8961	519	1	NEK8,TLCD1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,TRAF4,PROCA1,RAB34	TLCD1	SNORD4B	4.9054	519	1
2_MACS_peak_17382_lociStitched	chr20	17945708	17951240	2	5453	29329.0044	522	1	C20orf72,SNX5	SNORD17	SNX5	SNX5	1.1104	522	1
1_MACS_peak_23233_lociStitched	chr5	179244620	179250078	1	5459	28473.8402	524	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	SQSTM1	1.0246	524	1
2_MACS_peak_7842_lociStitched	chr14	50465425	50470923	2	5442	26005.54	538	1	C14orf182		C14orf182	C14orf182	0.8957	538	1
2_MACS_peak_5973_lociStitched	chr12	46660143	46665283	2	5095	38677.986	539	1	SLC38A1		SLC38A1	SLC38A1	0.5657	539	1
1_MACS_peak_2417_lociStitched	chr1	207093631	207098427	1	4797	46254.0628	540	1	FAIM3	IL24,PIGR,FCAMR	FAIM3	FAIM3	1.7855	540	1
2_MACS_peak_11919_lociStitched	chr17	44268763	44274088	2	5295	28223.0325	556	1	LOC644246,KIAA1267		LOC644246	LOC644246	2.2921	556	1
1_MACS_peak_7561_lociStitched	chr13	114829544	114834795	1	5252	29820.9541	558	1	RASA3		RASA3	RASA3	0.5985	558	1
1_MACS_peak_18952_lociStitched	chr22	37294879	37300201	1	5323	26112.9252	565	1		NCF4,CSF2RB	CSF2RB	NCF4	1.3165	565	1
5_MACS_peak_24666_lociStitched	chr6	135190285	135195839	5	5248	29091.852	567	1			ALDH8A1	ALDH8A1	NONE	567	1
1_MACS_peak_13021_lociStitched	chr18	48676621	48681717	1	5097	33794.6336	573	1		MEX3C	MEX3C	MEX3C	0.7211	573	1
2_MACS_peak_5180_lociStitched	chr11	108091640	108096764	2	4995	36904.0728	577	1	ATM,NPAT		ATM	ATM	0.3055	577	1
1_MACS_peak_4592_lociStitched	chr11	62605641	62610878	1	5238	27846.1764	579	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	2.3708	579	1
1_MACS_peak_17712_lociStitched	chr20	42336656	42341825	1	5170	29491.7295	586	1	MYBL2	GTSF1L	GTSF1L	GTSF1L	0.4118	586	1
1_MACS_peak_26009_lociStitched	chr7	116592606	116597709	1	5104	29533.6125	599	1	ST7,ST7OT4,ST7OT1		ST7OT1	ST7OT1	2.6904	599	1
3_MACS_peak_11691_lociStitched	chr17	37909262	37914532	3	4992	33425.502	601	1		GRB7,C17orf37	GRB7	C17orf37	0.4101	601	1
2_MACS_peak_26337_lociStitched	chr7	150591906	150596859	2	4920	35167.2906	604	1		ABP1	ABP1	ABP1	0.127	604	1
2_MACS_peak_8716_lociStitched	chr15	31371669	31376880	2	5121	25888.7691	617	1	TRPM1	MIR211	MIR211	MIR211	0.141	617	1
2_MACS_peak_4736_lociStitched	chr11	65624089	65629169	2	5043	27040.84	638	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	CFL1	2.1592	638	1
2_MACS_peak_27372_lociStitched	chr8	145262288	145267412	2	4980	27204.3408	650	1	HEATR7A		SCXB	SCXB	NONE	650	1
4_MACS_peak_23997_lociStitched	chr6	37135841	37141083	4	4862	30843.928	655	1	PIM1		PIM1	PIM1	2.2491	655	1
1_MACS_peak_21_lociStitched	chr1	1077065	1081837	1	4773	32812.7492	670	1		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	MIR200B	MIR429	1.0677	670	1
1_MACS_peak_26385_lociStitched	chr7	154995250	155000015	1	4766	32739.8385	673	1			INSIG1	INSIG1	NONE	673	1
3_MACS_peak_14437_lociStitched	chr19	39339018	39344199	3	4929	26397.7131	677	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.2755	677	1
1_MACS_peak_27414_lociStitched	chr8	146101558	146106243	1	4686	31416.673	709	1	ZNF250	ZNF7,COMMD5	ZNF250	ZNF250	2.4301	709	1
1_MACS_peak_24751_lociStitched	chr6	143264750	143269318	1	4569	32408.1328	738	1	HIVEP2		HIVEP2	HIVEP2	0.3149	738	1
3_MACS_peak_27043_lociStitched	chr8	101504192	101508905	3	4705	26329.1745	746	1			ANKRD46	ANKRD46	NONE	746	1
1_MACS_peak_4723_lociStitched	chr11	65380598	65385284	1	4687	26393.4264	748	1	PCNXL3,MAP3K11	SSSCA1,FAM89B,EHBP1L1,SIPA1,KCNK7,RELA	PCNXL3	KCNK7	3.1474	748	1
1_MACS_peak_8002_lociStitched	chr14	64968248	64972874	1	4627	28508.6502	749	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB25	ZBTB25	1.2022	749	1
