#KMS-12-BM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS-12-BM.H3K27ac_ROSE/KMS-12-BM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS.12.BM.jin.bam
#Using cutoff of 25841.2518 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS.12.BM.jin.bam	enhancerRank	isStretch
2_MACS_peak_3808_lociStitched	chr10	121072025	121075894	2	3488	5372.4934	1591	0
1_MACS_peak_17449_lociStitched	chr20	25261112	25264598	1	3487	11631.3876	1592	0
1_MACS_peak_4733_lociStitched	chr11	65568522	65572008	1	3487	8837.7072	1593	0
2_MACS_peak_9224_lociStitched	chr15	67411711	67415258	2	3487	10476.0645	1594	0
2_MACS_peak_26278_lociStitched	chr7	143531247	143534744	2	3486	14672.3629	1595	0
1_MACS_peak_375_lociStitched	chr1	17906157	17909640	1	3484	10966.2255	1596	0
2_MACS_peak_2580_lociStitched	chr1	226297051	226300556	2	3484	13320.7525	1597	0
1_MACS_peak_18802_lociStitched	chr22	29186003	29189484	1	3482	9531.3261	1598	0
3_MACS_peak_6329_lociStitched	chr12	68757158	68760690	3	3478	9718.6512	1599	0
3_MACS_peak_21354_lociStitched	chr4	39044023	39047594	3	3478	7204.4925	1600	0
3_MACS_peak_1792_lociStitched	chr1	154945301	154948945	3	3477	17552.7836	1601	0
1_MACS_peak_7820_lociStitched	chr14	50063624	50067099	1	3476	14912.9625	1602	0
3_MACS_peak_13288_lociStitched	chr19	1258867	1262521	3	3476	9205.8876	1603	0
1_MACS_peak_27034_lociStitched	chr8	101268985	101272455	1	3471	13603.094	1604	0
1_MACS_peak_27011_lociStitched	chr8	98655101	98658569	1	3469	19107.2928	1605	0
1_MACS_peak_25375_lociStitched	chr7	45024604	45028071	1	3468	34066.3953	1606	0
4_MACS_peak_22034_lociStitched	chr5	1134299	1137946	4	3468	5195.8809	1607	0
2_MACS_peak_14170_lociStitched	chr19	24005157	24008724	2	3467	7678.3242	1608	0
2_MACS_peak_12413_lociStitched	chr17	73871585	73875094	2	3464	10106.6218	1609	0
3_MACS_peak_5175_lociStitched	chr11	107727765	107731351	3	3464	12192.7586	1610	0
1_MACS_peak_5409_lociStitched	chr11	124940118	124943580	1	3463	10750.2024	1611	0
2_MACS_peak_8344_lociStitched	chr14	93041782	93045252	2	3463	7452.172	1612	0
2_MACS_peak_17046_lociStitched	chr2	237966017	237969548	2	3461	10140.3258	1613	0
1_MACS_peak_8572_lociStitched	chr14	105806172	105809631	1	3460	9809.0322	1614	0
1_MACS_peak_9771_lociStitched	chr16	1820598	1824056	1	3459	10687.2948	1615	0
3_MACS_peak_24927_lociStitched	chr6	159135827	159139529	3	3459	8358.0054	1616	0
1_MACS_peak_16829_lociStitched	chr2	211034362	211037819	1	3458	13011.8023	1617	0
1_MACS_peak_9182_lociStitched	chr15	66083043	66086499	1	3457	22407.3216	1618	0
1_MACS_peak_13279_lociStitched	chr19	1130927	1134381	1	3455	10534.7	1619	0
2_MACS_peak_24760_lociStitched	chr6	144470602	144474094	2	3455	11513.8224	1620	0
2_MACS_peak_8939_lociStitched	chr15	44116457	44120151	2	3455	13968.861	1621	0
1_MACS_peak_17490_lociStitched	chr20	31096029	31099482	1	3454	11017.1418	1622	0
2_MACS_peak_25829_lociStitched	chr7	100484595	100488321	2	3451	10193.2182	1623	0
4_MACS_peak_13100_lociStitched	chr18	57466873	57470744	4	3451	8818.9122	1624	0
4_MACS_peak_7026_lociStitched	chr12	127553668	127557570	4	3451	4459.986	1625	0
1_MACS_peak_4229_lociStitched	chr11	9593738	9597187	1	3450	15296.6599	1626	0
2_MACS_peak_10191_lociStitched	chr16	27263754	27267212	2	3450	8126.9916	1627	0
2_MACS_peak_1341_lociStitched	chr1	109504426	109507973	2	3450	8825.6454	1628	0
4_MACS_peak_26564_lociStitched	chr8	23075040	23078688	4	3449	6009.7152	1629	0
5_MACS_peak_9313_lociStitched	chr15	74691833	74696258	5	3449	4774.575	1630	0
2_MACS_peak_18900_lociStitched	chr22	35842165	35845637	2	3448	13830.0176	1631	0
2_MACS_peak_11824_lociStitched	chr17	41320897	41324393	2	3447	19214.7152	1632	0
1_MACS_peak_28423_lociStitched	chr9	132031117	132034562	1	3446	9263.2605	1633	0
1_MACS_peak_18978_lociStitched	chr22	37765279	37768722	1	3444	12438.5261	1634	0
3_MACS_peak_25849_lociStitched	chr7	101457032	101460767	3	3443	17840.9745	1635	0
1_MACS_peak_16158_lociStitched	chr2	111856557	111859998	1	3442	8118.3513	1636	0
2_MACS_peak_6999_lociStitched	chr12	127442887	127446359	2	3441	10189.6256	1637	0
6_MACS_peak_21462_lociStitched	chr4	71542344	71546756	6	3440	5269.6928	1638	0
2_MACS_peak_5157_lociStitched	chr11	102342891	102346359	2	3439	9492.6096	1639	0
3_MACS_peak_23838_lociStitched	chr6	33289525	33293003	3	3439	12418.8946	1640	0
3_MACS_peak_16070_lociStitched	chr2	99079009	99082845	3	3436	5884.424	1641	0
1_MACS_peak_19111_lociStitched	chr22	39648619	39652053	1	3435	9552.0144	1642	0
4_MACS_peak_8108_lociStitched	chr14	73922388	73925991	4	3435	7679.0739	1643	0
1_MACS_peak_27180_lociStitched	chr8	125485108	125488541	1	3434	19338.4323	1644	0
2_MACS_peak_5016_lociStitched	chr11	75532987	75536607	2	3433	8673.52	1645	0
4_MACS_peak_26298_lociStitched	chr7	148723588	148727330	4	3431	10405.3794	1646	0
3_MACS_peak_12557_lociStitched	chr17	77810125	77813906	3	3431	5560.3386	1647	0
2_MACS_peak_15161_lociStitched	chr2	8441011	8444500	2	3430	11231.4399	1648	0
1_MACS_peak_28221_lociStitched	chr9	123637909	123641337	1	3429	20242.6828	1649	0
2_MACS_peak_3512_lociStitched	chr10	94500300	94503897	2	3429	9674.4912	1650	0
2_MACS_peak_26669_lociStitched	chr8	37271986	37275678	2	3421	10981.1156	1651	0
1_MACS_peak_24865_lociStitched	chr6	157340000	157343418	1	3419	15960.351	1652	0
1_MACS_peak_16456_lociStitched	chr2	157188404	157191822	1	3419	14309.457	1653	0
1_MACS_peak_10905_lociStitched	chr16	88716128	88719545	1	3418	14097.5169	1654	0
1_MACS_peak_300_lociStitched	chr1	14055368	14058785	1	3418	14907.0042	1655	0
1_MACS_peak_28412_lociStitched	chr9	131782236	131785652	1	3417	9735.9416	1656	0
1_MACS_peak_26363_lociStitched	chr7	151214808	151218224	1	3417	15709.1592	1657	0
1_MACS_peak_20660_lociStitched	chr3	142718408	142721824	1	3417	12985.5824	1658	0
2_MACS_peak_1259_lociStitched	chr1	93425752	93429218	2	3415	13609.5956	1659	0
3_MACS_peak_4015_lociStitched	chr10	134383735	134387527	3	3414	6819.1536	1660	0
4_MACS_peak_17949_lociStitched	chr20	52555926	52559460	4	3412	5771.022	1661	0
3_MACS_peak_24686_lociStitched	chr6	136608931	136612405	3	3411	19618.0254	1662	0
1_MACS_peak_27787_lociStitched	chr9	69266567	69269975	1	3409	9580.2288	1663	0
3_MACS_peak_25858_lociStitched	chr7	101929309	101933003	3	3409	6587.8796	1664	0
2_MACS_peak_15287_lociStitched	chr2	20548445	20552338	2	3409	15260.56	1665	0
1_MACS_peak_23767_lociStitched	chr6	31631425	31634830	1	3406	20119.1235	1666	0
3_MACS_peak_22767_lociStitched	chr5	133859885	133863330	3	3405	7253.4475	1667	0
7_MACS_peak_18516_lociStitched	chr22	17697295	17701407	7	3405	4810.2176	1668	0
2_MACS_peak_28911_lociStitched	chrX	42800955	42804439	2	3403	10398.6948	1669	0
2_MACS_peak_12402_lociStitched	chr17	73778666	73782175	2	3401	12193.775	1670	0
1_MACS_peak_6595_lociStitched	chr12	105500811	105504210	1	3400	14144.2587	1671	0
3_MACS_peak_23021_lociStitched	chr5	157325671	157329590	3	3400	7856.8112	1672	0
2_MACS_peak_27494_lociStitched	chr9	6680389	6683832	2	3399	12092.1603	1673	0
3_MACS_peak_21780_lociStitched	chr4	129730597	129734100	3	3399	9304.3183	1674	0
2_MACS_peak_8518_lociStitched	chr14	103798472	103802002	2	3399	21649.137	1675	0
3_MACS_peak_21140_lociStitched	chr4	1871287	1874990	3	3399	13578.5307	1676	0
2_MACS_peak_5386_lociStitched	chr11	120213921	120217324	2	3398	8930.4929	1677	0
1_MACS_peak_13970_lociStitched	chr19	17002640	17006036	1	3397	11989.2384	1678	0
2_MACS_peak_20501_lociStitched	chr3	128900110	128903668	2	3396	24957.2352	1679	0
4_MACS_peak_12443_lociStitched	chr17	74378838	74382510	4	3395	5285.4768	1680	0
1_MACS_peak_24700_lociStitched	chr6	137112032	137115425	1	3394	14480.6454	1681	0
3_MACS_peak_28241_lociStitched	chr9	124492754	124496405	3	3394	5618.889	1682	0
1_MACS_peak_21729_lociStitched	chr4	114681189	114684581	1	3393	10481.6192	1683	0
4_MACS_peak_22120_lociStitched	chr5	14216014	14219939	4	3393	4237.8225	1684	0
1_MACS_peak_27365_lociStitched	chr8	145131498	145134889	1	3392	13577.564	1685	0
1_MACS_peak_27328_lociStitched	chr8	144596754	144600144	1	3391	9606.582	1686	0
2_MACS_peak_6220_lociStitched	chr12	57479730	57483379	2	3390	15283.8365	1687	0
1_MACS_peak_11011_lociStitched	chr17	1530421	1533808	1	3388	14011.6803	1688	0
2_MACS_peak_4814_lociStitched	chr11	67054054	67057587	2	3387	18617.1435	1689	0
1_MACS_peak_24403_lociStitched	chr6	96024030	96027415	1	3386	12805.7935	1690	0
3_MACS_peak_3386_lociStitched	chr10	79594657	79598084	3	3385	9270.3777	1691	0
1_MACS_peak_6654_lociStitched	chr12	110485955	110489338	1	3384	6220.6604	1692	0
2_MACS_peak_14693_lociStitched	chr19	46009367	46013167	2	3384	7803.68	1693	0
2_MACS_peak_7825_lociStitched	chr14	50233618	50237222	2	3383	13140.5444	1694	0
3_MACS_peak_25266_lociStitched	chr7	35074338	35077976	3	3381	6296.6504	1695	0
1_MACS_peak_15329_lociStitched	chr2	25640339	25643717	1	3379	4806.894	1696	0
1_MACS_peak_10054_lociStitched	chr16	14498958	14502334	1	3377	24661.68	1697	0
2_MACS_peak_12208_lociStitched	chr17	62096810	62100459	2	3375	8516.4011	1698	0
2_MACS_peak_4641_lociStitched	chr11	64070503	64074203	2	3374	16576.74	1699	0
2_MACS_peak_11471_lociStitched	chr17	27218862	27222247	2	3372	15140.0895	1700	0
1_MACS_peak_24102_lociStitched	chr6	43190970	43194340	1	3371	13075.937	1701	0
2_MACS_peak_12782_lociStitched	chr18	10949249	10952679	2	3371	7247.247	1702	0
1_MACS_peak_10225_lociStitched	chr16	28833305	28836674	1	3370	22871.1303	1703	0
1_MACS_peak_3988_lociStitched	chr10	134258741	134262109	1	3369	10491.32	1704	0
1_MACS_peak_24529_lociStitched	chr6	109774333	109777700	1	3368	18110.7563	1705	0
3_MACS_peak_24767_lociStitched	chr6	144663229	144666928	3	3368	6785.8155	1706	0
2_MACS_peak_7609_lociStitched	chr14	21248148	21251528	2	3367	6898.58	1707	0
1_MACS_peak_10090_lociStitched	chr16	16100439	16103804	1	3366	19196.9885	1708	0
1_MACS_peak_8396_lociStitched	chr14	94810916	94814281	1	3366	10998.5025	1709	0
2_MACS_peak_17618_lociStitched	chr20	35221664	35225072	2	3366	5426.2176	1710	0
2_MACS_peak_5707_lociStitched	chr12	11697357	11700721	2	3364	5939.8148	1711	0
2_MACS_peak_22003_lociStitched	chr5	188955	192327	2	3364	8015.9184	1712	0
3_MACS_peak_21970_lociStitched	chr4	186229507	186233034	3	3364	6844.4962	1713	0
3_MACS_peak_2641_lociStitched	chr1	228650327	228653854	3	3364	12322.6326	1714	0
2_MACS_peak_16183_lociStitched	chr2	112289298	112292953	2	3363	5695.221	1715	0
1_MACS_peak_2168_lociStitched	chr1	183557822	183561183	1	3362	7389.1585	1716	0
3_MACS_peak_28900_lociStitched	chrX	41190864	41194734	3	3361	14242.761	1717	0
2_MACS_peak_23429_lociStitched	chr6	13302136	13305669	2	3359	7529.1763	1718	0
5_MACS_peak_5968_lociStitched	chr12	46609993	46613853	5	3359	6276.746	1719	0
1_MACS_peak_8516_lociStitched	chr14	103565342	103568699	1	3358	12809.9763	1720	0
1_MACS_peak_8260_lociStitched	chr14	89768774	89772131	1	3358	9671.8527	1721	0
2_MACS_peak_28629_lociStitched	chr9	139922862	139926279	2	3358	5346.5799	1722	0
3_MACS_peak_24620_lociStitched	chr6	125666735	125670159	3	3358	11693.6448	1723	0
3_MACS_peak_2902_lociStitched	chr10	6388817	6392323	3	3357	7517.2146	1724	0
5_MACS_peak_20503_lociStitched	chr3	128905453	128908951	5	3356	5492.5596	1725	0
1_MACS_peak_27807_lociStitched	chr9	70494175	70497529	1	3355	10952.8224	1726	0
1_MACS_peak_21042_lociStitched	chr3	196357975	196361328	1	3354	11704.6524	1727	0
1_MACS_peak_18969_lociStitched	chr22	37624519	37627870	1	3352	13810.8114	1728	0
1_MACS_peak_2203_lociStitched	chr1	193026229	193029580	1	3352	19142.2524	1729	0
2_MACS_peak_23095_lociStitched	chr5	172753961	172757386	2	3350	6504.075	1730	0
1_MACS_peak_11613_lociStitched	chr17	34899061	34902408	1	3348	22232.4475	1731	0
2_MACS_peak_5837_lociStitched	chr12	25206750	25210166	2	3348	6144.7008	1732	0
2_MACS_peak_20079_lociStitched	chr3	53805804	53809273	2	3348	7856.5912	1733	0
3_MACS_peak_26917_lociStitched	chr8	81080820	81084328	3	3348	7807.7556	1734	0
2_MACS_peak_26235_lociStitched	chr7	140176394	140179881	2	3347	11470.1378	1735	0
1_MACS_peak_8573_lociStitched	chr14	105863424	105866769	1	3346	27864.1845	1736	0
3_MACS_peak_26144_lociStitched	chr7	130914152	130917966	3	3344	9459.8642	1737	0
2_MACS_peak_6375_lociStitched	chr12	76476631	76480055	2	3343	15589.8144	1738	0
2_MACS_peak_22889_lociStitched	chr5	142782291	142785658	2	3342	8294.9412	1739	0
1_MACS_peak_5764_lociStitched	chr12	12848773	12852113	1	3341	8603.84	1740	0
1_MACS_peak_24733_lociStitched	chr6	139694124	139697462	1	3339	15111.7936	1741	0
1_MACS_peak_10105_lociStitched	chr16	18936009	18939347	1	3339	24339.3608	1742	0
2_MACS_peak_13823_lociStitched	chr19	13046974	13050343	2	3339	10179.0966	1743	0
1_MACS_peak_17895_lociStitched	chr20	50787684	50791021	1	3338	10786.5188	1744	0
1_MACS_peak_4867_lociStitched	chr11	67775011	67778348	1	3338	10590.9706	1745	0
2_MACS_peak_16758_lociStitched	chr2	202206877	202210229	2	3337	8873.4144	1746	0
2_MACS_peak_13283_lociStitched	chr19	1205012	1208471	2	3337	7311.2883	1747	0
2_MACS_peak_15456_lociStitched	chr2	37602492	37605955	2	3337	9354.2556	1748	0
3_MACS_peak_27721_lociStitched	chr9	42250765	42254236	3	3335	6854.5308	1749	0
1_MACS_peak_13273_lociStitched	chr19	1066494	1069826	1	3333	8542.5816	1750	0
1_MACS_peak_4593_lociStitched	chr11	62622006	62625338	1	3333	17811.8724	1751	0
2_MACS_peak_24210_lociStitched	chr6	56818109	56821462	2	3333	13476.3776	1752	0
1_MACS_peak_3120_lociStitched	chr10	43615209	43618540	1	3332	6721.2918	1753	0
1_MACS_peak_8568_lociStitched	chr14	105765940	105769269	1	3330	24587.994	1754	0
1_MACS_peak_69_lociStitched	chr1	1821120	1824449	1	3330	13073.3159	1755	0
2_MACS_peak_19687_lociStitched	chr3	23851081	23854450	2	3330	9803.4531	1756	0
1_MACS_peak_5361_lociStitched	chr11	118971222	118974549	1	3328	15513.4683	1757	0
1_MACS_peak_22108_lociStitched	chr5	10352674	10356000	1	3327	12147.5498	1758	0
1_MACS_peak_13502_lociStitched	chr19	5718202	5721527	1	3326	15298.99	1759	0
1_MACS_peak_838_lociStitched	chr1	39974015	39977340	1	3326	9257.465	1760	0
3_MACS_peak_23244_lociStitched	chr5	180235029	180239057	3	3326	9197.938	1761	0
1_MACS_peak_3402_lociStitched	chr10	81007660	81010982	1	3323	7873.14	1762	0
3_MACS_peak_19134_lociStitched	chr22	40439109	40442589	3	3318	12814.752	1763	0
3_MACS_peak_23488_lociStitched	chr6	16503266	16507276	3	3318	9920.74	1764	0
1_MACS_peak_25337_lociStitched	chr7	44083304	44086620	1	3317	15256.916	1765	0
1_MACS_peak_5599_lociStitched	chr12	6317747	6321062	1	3316	8868.288	1766	0
2_MACS_peak_12752_lociStitched	chr18	9135568	9138906	2	3316	15870.521	1767	0
4_MACS_peak_6534_lociStitched	chr12	103834268	103837708	4	3316	7111.168	1768	0
3_MACS_peak_4243_lociStitched	chr11	10328889	10332483	3	3315	5675.6448	1769	0
3_MACS_peak_5344_lociStitched	chr11	118740148	118743898	3	3315	6999	1770	0
1_MACS_peak_25272_lociStitched	chr7	35732759	35736071	1	3313	18260.3808	1771	0
1_MACS_peak_5015_lociStitched	chr11	75525163	75528475	1	3313	10020.7872	1772	0
1_MACS_peak_5209_lociStitched	chr11	110299368	110302679	1	3312	12822.1786	1773	0
2_MACS_peak_15871_lociStitched	chr2	74755704	74759018	2	3312	18623.023	1774	0
1_MACS_peak_5051_lociStitched	chr11	78174599	78177909	1	3311	13296.932	1775	0
1_MACS_peak_2164_lociStitched	chr1	183439390	183442698	1	3309	18324.666	1776	0
2_MACS_peak_15585_lociStitched	chr2	48540093	48543605	2	3309	9462.0304	1777	0
2_MACS_peak_5420_lociStitched	chr11	125755472	125758802	2	3307	17600.049	1778	0
2_MACS_peak_12151_lociStitched	chr17	57922239	57925561	2	3306	8012.3318	1779	0
3_MACS_peak_29329_lociStitched	chrX	118751270	118754950	3	3306	4231.632	1780	0
1_MACS_peak_11800_lociStitched	chr17	40729005	40732308	1	3304	11689.9776	1781	0
1_MACS_peak_8552_lociStitched	chr14	105391146	105394449	1	3304	12413.0043	1782	0
3_MACS_peak_3481_lociStitched	chr10	91804829	91808586	3	3304	6634.1106	1783	0
1_MACS_peak_18394_lociStitched	chr21	44780521	44783823	1	3303	10798.8608	1784	0
3_MACS_peak_23369_lociStitched	chr6	7153462	7157240	3	3303	7487.996	1785	0
4_MACS_peak_27853_lociStitched	chr9	77700628	77704198	4	3302	10357.284	1786	0
2_MACS_peak_6726_lociStitched	chr12	113644554	113647972	2	3300	9282.2626	1787	0
1_MACS_peak_27906_lociStitched	chr9	91932079	91935377	1	3299	13399.1144	1788	0
2_MACS_peak_27987_lociStitched	chr9	96212338	96215752	2	3299	14303.9772	1789	0
2_MACS_peak_27430_lociStitched	chr9	183059	186428	2	3297	10650.7566	1790	0
1_MACS_peak_27069_lociStitched	chr8	103422829	103426124	1	3296	25562.61	1791	0
3_MACS_peak_10797_lociStitched	chr16	81873249	81876673	3	3296	5672.1984	1792	0
1_MACS_peak_7894_lociStitched	chr14	55568411	55571705	1	3295	11477.943	1793	0
1_MACS_peak_7371_lociStitched	chr13	50697638	50700932	1	3295	10956.5028	1794	0
2_MACS_peak_5081_lociStitched	chr11	82866454	82869850	2	3295	17641.5408	1795	0
2_MACS_peak_2882_lociStitched	chr10	6016872	6020331	2	3295	8488.7319	1796	0
2_MACS_peak_23547_lociStitched	chr6	26031416	26034719	2	3294	13712.7348	1797	0
3_MACS_peak_17059_lociStitched	chr2	238341014	238344355	3	3292	5395.3809	1798	0
2_MACS_peak_27035_lociStitched	chr8	101319792	101323149	2	3291	16911.2232	1799	0
2_MACS_peak_23985_lociStitched	chr6	37068602	37072227	2	3291	6022.2125	1800	0
1_MACS_peak_28925_lociStitched	chrX	46485917	46489206	1	3290	8770.7763	1801	0
1_MACS_peak_5129_lociStitched	chr11	95521817	95525106	1	3290	25169.4014	1802	0
3_MACS_peak_23050_lociStitched	chr5	162930105	162933799	3	3290	7022.294	1803	0
2_MACS_peak_7588_lociStitched	chr13	115076899	115080668	2	3288	16769.0348	1804	0
3_MACS_peak_7309_lociStitched	chr13	44815356	44818779	3	3287	6636.8547	1805	0
1_MACS_peak_9120_lociStitched	chr15	63775135	63778420	1	3286	6387.0255	1806	0
1_MACS_peak_20667_lociStitched	chr3	143689602	143692885	1	3284	12038.1044	1807	0
2_MACS_peak_17450_lociStitched	chr20	25267940	25271234	2	3283	10013.76	1808	0
3_MACS_peak_2699_lociStitched	chr1	231746524	231750172	3	3283	6704.6592	1809	0
1_MACS_peak_11662_lociStitched	chr17	37053172	37056452	1	3281	22100.968	1810	0
1_MACS_peak_8794_lociStitched	chr15	40345564	40348844	1	3281	13705.152	1811	0
1_MACS_peak_22313_lociStitched	chr5	65220454	65223732	1	3279	15524.9358	1812	0
1_MACS_peak_6882_lociStitched	chr12	122441581	122444859	1	3279	7042.4552	1813	0
1_MACS_peak_5658_lociStitched	chr12	7067092	7070370	1	3279	14201.2794	1814	0
2_MACS_peak_1660_lociStitched	chr1	150736216	150739560	2	3277	6097.1152	1815	0
2_MACS_peak_22410_lociStitched	chr5	75697499	75701055	2	3275	11800.586	1816	0
1_MACS_peak_6601_lociStitched	chr12	106640471	106643742	1	3272	8201.0512	1817	0
2_MACS_peak_2359_lociStitched	chr1	205408470	205411780	2	3272	8476.91	1818	0
1_MACS_peak_23074_lociStitched	chr5	171605049	171608319	1	3271	12485.187	1819	0
1_MACS_peak_2086_lociStitched	chr1	174967094	174970364	1	3271	18860.706	1820	0
3_MACS_peak_3851_lociStitched	chr10	125156499	125160093	3	3271	6452.3082	1821	0
5_MACS_peak_18755_lociStitched	chr22	26896892	26900488	5	3271	7652.6476	1822	0
2_MACS_peak_18102_lociStitched	chr20	62256966	62260370	2	3270	23954.2884	1823	0
3_MACS_peak_19586_lociStitched	chr3	13150902	13154367	3	3268	6485.4405	1824	0
3_MACS_peak_18539_lociStitched	chr22	18259294	18262907	3	3268	6542.4204	1825	0
3_MACS_peak_9271_lociStitched	chr15	71967716	71971078	3	3266	5414.1648	1826	0
3_MACS_peak_17941_lociStitched	chr20	52531234	52534512	3	3265	5981.6944	1827	0
1_MACS_peak_10380_lociStitched	chr16	34803929	34807192	1	3264	7187.7364	1828	0
2_MACS_peak_16880_lociStitched	chr2	219742714	219746031	2	3263	10444.5696	1829	0
2_MACS_peak_3447_lociStitched	chr10	88470468	88473876	2	3263	9163.7712	1830	0
1_MACS_peak_18341_lociStitched	chr21	43651650	43654911	1	3262	8912.313	1831	0
1_MACS_peak_11963_lociStitched	chr17	45725697	45728958	1	3262	19041.9573	1832	0
1_MACS_peak_8668_lociStitched	chr15	23659825	23663085	1	3261	15772.532	1833	0
2_MACS_peak_13921_lociStitched	chr19	16228192	16231458	2	3261	14234.5344	1834	0
1_MACS_peak_66_lociStitched	chr1	1675568	1678826	1	3259	15047.7246	1835	0
2_MACS_peak_15386_lociStitched	chr2	28613318	28616632	2	3259	9238.4378	1836	0
3_MACS_peak_779_lociStitched	chr1	36614140	36617781	3	3258	7103.591	1837	0
1_MACS_peak_2547_lociStitched	chr1	224620329	224623585	1	3257	11227.3392	1838	0
2_MACS_peak_9508_lociStitched	chr15	83476602	83479981	2	3257	8061.2803	1839	0
2_MACS_peak_23250_lociStitched	chr5	180256817	180260245	2	3257	10874.9872	1840	0
2_MACS_peak_13631_lociStitched	chr19	8633174	8636442	2	3256	7304.3068	1841	0
1_MACS_peak_19634_lociStitched	chr3	15687643	15690897	1	3255	7952.4506	1842	0
3_MACS_peak_16753_lociStitched	chr2	202116201	202119847	3	3255	5312.222	1843	0
1_MACS_peak_26650_lociStitched	chr8	33410608	33413860	1	3253	13980.0228	1844	0
3_MACS_peak_20690_lociStitched	chr3	152877965	152881433	3	3253	9548.7912	1845	0
1_MACS_peak_27777_lociStitched	chr9	68724617	68727868	1	3252	27758.6635	1846	0
1_MACS_peak_22225_lociStitched	chr5	43601398	43604649	1	3252	11187.6663	1847	0
2_MACS_peak_904_lociStitched	chr1	42153064	42156328	2	3252	4603.5456	1848	0
3_MACS_peak_6481_lociStitched	chr12	96586913	96590425	3	3252	16199.4512	1849	0
3_MACS_peak_17157_lociStitched	chr2	242065043	242068753	3	3252	9485.728	1850	0
1_MACS_peak_11971_lociStitched	chr17	45906145	45909395	1	3251	20015.45	1851	0
3_MACS_peak_25208_lociStitched	chr7	28245777	28249424	3	3251	5520.4639	1852	0
2_MACS_peak_26133_lociStitched	chr7	130644261	130647530	2	3250	8769.0925	1853	0
2_MACS_peak_4848_lociStitched	chr11	67395594	67398909	2	3250	13685.9775	1854	0
1_MACS_peak_14883_lociStitched	chr19	50378812	50382060	1	3249	19525.352	1855	0
2_MACS_peak_2747_lociStitched	chr1	241694488	241697781	2	3248	9159.8088	1856	0
1_MACS_peak_10764_lociStitched	chr16	81464566	81467812	1	3247	8382.1458	1857	0
1_MACS_peak_24952_lociStitched	chr6	160489219	160492464	1	3246	7601.088	1858	0
1_MACS_peak_25992_lociStitched	chr7	113724348	113727592	1	3245	12696.0428	1859	0
1_MACS_peak_24945_lociStitched	chr6	160209673	160212915	1	3243	16774.4322	1860	0
3_MACS_peak_7414_lociStitched	chr13	74707087	74710608	3	3243	6967.3548	1861	0
3_MACS_peak_8772_lociStitched	chr15	37390812	37394355	3	3241	9831.4707	1862	0
1_MACS_peak_28292_lociStitched	chr9	127630095	127633334	1	3240	19365.6571	1863	0
2_MACS_peak_13300_lociStitched	chr19	1406029	1409592	2	3240	9358.5758	1864	0
1_MACS_peak_19695_lociStitched	chr3	25704764	25708002	1	3239	14113.7944	1865	0
2_MACS_peak_12068_lociStitched	chr17	48942388	48945655	2	3239	27418.6242	1866	0
2_MACS_peak_8122_lociStitched	chr14	74235502	74239161	2	3239	13181.1816	1867	0
1_MACS_peak_2140_lociStitched	chr1	181057111	181060348	1	3238	12082.1025	1868	0
1_MACS_peak_6493_lociStitched	chr12	98908121	98911357	1	3237	17376.9964	1869	0
2_MACS_peak_4924_lociStitched	chr11	71362039	71365323	2	3237	6878.338	1870	0
3_MACS_peak_15448_lociStitched	chr2	37569782	37573461	3	3237	6876.7868	1871	0
4_MACS_peak_13178_lociStitched	chr18	74532118	74535528	4	3236	10310.476	1872	0
4_MACS_peak_9420_lociStitched	chr15	78352827	78356555	4	3236	4155.9744	1873	0
2_MACS_peak_27798_lociStitched	chr9	69888540	69891825	2	3235	9988.0425	1874	0
1_MACS_peak_24057_lociStitched	chr6	42015757	42018990	1	3234	8257.4053	1875	0
1_MACS_peak_7962_lociStitched	chr14	63936573	63939806	1	3234	7622.1208	1876	0
3_MACS_peak_29154_lociStitched	chrX	70751300	70754674	3	3234	13582.037	1877	0
2_MACS_peak_17865_lociStitched	chr20	48806993	48810247	2	3233	8542.0754	1878	0
1_MACS_peak_26872_lociStitched	chr8	74204977	74208208	1	3232	12485.8764	1879	0
3_MACS_peak_15184_lociStitched	chr2	8819114	8822888	3	3232	6289.371	1880	0
1_MACS_peak_20959_lociStitched	chr3	193786946	193790175	1	3230	14373.8935	1881	0
2_MACS_peak_5759_lociStitched	chr12	12509260	12512504	2	3230	13184.5892	1882	0
2_MACS_peak_25591_lociStitched	chr7	73667270	73670541	2	3230	12220.1289	1883	0
3_MACS_peak_25568_lociStitched	chr7	72934555	72938010	3	3230	13393.3075	1884	0
3_MACS_peak_6952_lociStitched	chr12	124613781	124617414	3	3229	7369.9038	1885	0
1_MACS_peak_20987_lociStitched	chr3	194206244	194209469	1	3226	22312.485	1886	0
1_MACS_peak_27290_lociStitched	chr8	141600071	141603295	1	3225	6744.2856	1887	0
1_MACS_peak_5341_lociStitched	chr11	118660142	118663366	1	3225	18117.5904	1888	0
2_MACS_peak_5224_lociStitched	chr11	111279103	111282369	2	3224	5381.3882	1889	0
3_MACS_peak_14141_lociStitched	chr19	22057434	22060714	3	3222	5028.896	1890	0
3_MACS_peak_14042_lociStitched	chr19	18390420	18393846	3	3222	13896.8838	1891	0
