GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
NM_175862	chr3(.):121769220-121844983	0.1349
NR_033434	chr3(.):124444212-124473119	0.1027
NR_031687	chr3(.):125504246-125514395	0.1119
NM_014079	chr3(.):126056477-126081236	0.1079
NM_182628	chr3(.):126108781-126160398	0.1191
NM_001127196	chr3(.):128881657-128907810	0.1415
NM_020701	chr3(.):128841258-128885073	0.1158
NM_020187	chr3(.):128992683-129029135	0.1486
NM_001006109	chr3(.):128992816-129029135	0.1488
NM_006026	chr3(.):129028613-129040120	0.2321
NR_026991	chr3(.):129030113-129048412	0.1985
NR_027898	chr3(.):129926662-129997649	0.1019
NM_032025	chr3(.):150259573-150308803	0.1277
NM_014445	chr3(.):150254779-150269428	0.1681
NR_027037	chr3(.):151975404-151992415	0.1511
NR_027954	chr3(.):156385959-156398502	0.2459
NM_001184718	chr3(.):156389452-156429557	0.2232
NM_001184717	chr3(.):156387714-156429557	0.2204
NM_015508	chr3(.):156387204-156429557	0.2194
NR_034008	chr3(.):156802669-156823924	0.3033
NR_034007	chr3(.):156794455-156845791	0.2479
NM_020307	chr3(.):156860585-156883482	0.2593
NM_173084	chr3(.):160148290-160172626	0.1946
NR_029663	chr3(.):160117375-160127473	0.2101
NM_005496	chr3(.):160113346-160157741	0.1941
NM_001002800	chr3(.):160112429-160157741	0.193
NR_029525	chr3(.):160117532-160127613	0.2053
NR_027622	chr3(.):169656771-169689522	0.246
NM_182610	chr3(.):169624481-169661948	0.1909
NM_003262	chr3(.):169679579-169721161	0.1908
NM_014373	chr3(.):169750734-169808183	0.192
NM_198152	chr3(.):190979943-191053325	0.1729
NR_024480	chr3(.):194013988-194035593	0.2166
NM_001080513	chr3(.):194055493-194077057	0.1568
NM_006241	chr3(.):195236220-195275224	0.2086
NM_005781	chr3(.):195585235-195640880	0.1646
NM_001010938	chr3(.):195585235-195627432	0.1381
NM_198565	chr3(.):196361655-196393874	0.2027
NM_014687	chr3(.):197393258-197468773	0.2028
NM_001145642	chr3(.):197393313-197481568	0.2035
NR_027840	chr3(.):197472260-197516317	0.1713
NM_032288	chr3(.):197471623-197516317	0.1718
NR_030627	chr3(.):197396366-197406447	0.1954
NM_001011537	chr3(.):197471423-197516317	0.1718
NM_003215	chr4(.):48132799-48276814	0.1413
NM_201431	chr4(.):74433861-74491340	0.1435
NM_177532	chr4(.):74433861-74491134	0.1436
NM_020859	chr4(.):77351252-77709405	0.1302
NM_144571	chr4(.):78629540-78745544	0.1203
NM_198281	chr4(.):90160428-90234161	0.1688
NM_001034845	chr4(.):172729574-173966558	0.0929
NM_144720	chr4(.):6050481-6207318	0.1197
NM_147127	chr4(.):5559145-5715294	0.0982
NM_001166136	chr4(.):5559145-5716275	0.0985
NM_001099433	chr4(.):6022925-6207318	0.1178
NM_153717	chr4(.):5707923-5821031	0.1078
NM_016531	chr4(.):38660789-38708129	0.1279
NM_015173	chr4(.):37887719-38145794	0.1198
NR_026804	chr4(.):38609321-38671249	0.1036
NM_004310	chr4(.):40193526-40251281	0.1638
NM_001136570	chr4(.):77167852-77209929	0.1199
NM_005327	chr4(.):108905869-108961331	0.1492
NM_024900	chr4(.):129725778-129790787	0.1395
NM_199320	chr4(.):129725778-129801379	0.1373
NM_002039	chr4(.):144252982-144400718	0.1395
NM_002199	chr4(.):185303875-185400726	0.1724
NM_031953	chr4(.):186126283-186290120	0.1393
NR_031688	chr4(.):9552788-9562937	0.1184
NM_001775	chr4(.):15774930-15855706	0.1151
NM_017581	chr4(.):40332468-40361973	0.0961
NM_001076	chr4(.):69398132-69439240	0.1194
NM_001077	chr4(.):69397902-69439245	0.1197
NM_001076	chr4(.):69507314-69541374	0.107
NM_031889	chr4(.):71489460-71517536	0.1241
NM_144646	chr4(.):71516257-71537348	0.173
NM_020368	chr4(.):71549195-71561268	0.1421
NM_014961	chr4(.):71582695-71664274	0.1084
NM_001130709	chr4(.):71565653-71660614	0.111
NM_017426	chr4(.):77030816-77074655	0.1126
NM_005506	chr4(.):77074893-77140035	0.1529
NM_018243	chr4(.):77865894-77964768	0.1239
NM_020236	chr4(.):78778804-78878944	0.1196
NM_152545	chr4(.):82343218-82398061	0.1317
NM_014395	chr4(.):100732980-100796346	0.157
NM_021970	chr4(.):100794494-100820703	0.1426
NM_003998	chr4(.):103417485-103543459	0.1268
NM_025212	chr4(.):105388342-105417467	0.1382
NM_152680	chr4(.):153542265-153606317	0.1479
NM_018409	chr4(.):186280031-186305152	0.1312
NM_181726	chr4(.):186312839-186326390	0.1645
NM_001104631	chr5(.):58259865-59194621	0.1057
NM_006203	chr5(.):58259865-58887324	0.1027
NM_001165899	chr5(.):58259865-59788925	0.1001
NM_001197218	chr5(.):58259865-59069438	0.1066
NM_002372	chr5(.):109020155-109208429	0.1368
NM_014979	chr5(.):75374304-75626416	0.1151
NM_015071	chr5(.):142145291-142613572	0.1281
NM_001131005	chr5(.):88009057-88204922	0.1455
NM_002397	chr5(.):88009057-88184283	0.15
NM_001193349	chr5(.):88009057-88124744	0.1494
NM_001131055	chr5(.):175080039-175118245	0.1292
NM_001040446	chr5(.):32222110-32318114	0.1408
NM_024669	chr5(.):55390506-55534186	0.1382
NR_015436	chr5(.):87831596-87985620	0.1114
NM_152624	chr5(.):112307432-112361667	0.1272
NM_001077654	chr5(.):118599417-118735294	0.1426
NM_005460	chr5(.):121642819-121804794	0.1072
NM_001038702	chr5(.):130594701-130735382	0.132
NM_003060	chr5(.):131700400-131736306	0.13
NM_018924	chr5(.):140744961-140897546	0.1091
NM_018922	chr5(.):140724827-140897546	0.1072
NM_018915	chr5(.):140713353-140897546	0.1059
NM_018916	chr5(.):140718600-140897546	0.1065
NM_018912	chr5(.):140705251-140897546	0.1059
NM_003736	chr5(.):140762451-140897546	0.1077
NM_018923	chr5(.):140734702-140897546	0.1082
NM_001079812	chr5(.):140889587-141003622	0.1298
NM_018920	chr5(.):140757466-140897546	0.1078
NM_018918	chr5(.):140738897-140897546	0.1084
NM_018917	chr5(.):140729767-140897546	0.108
NM_018919	chr5(.):140748650-140897546	0.1088
NM_001020825	chr5(.):142652495-142788254	0.1252
NM_001018076	chr5(.):142652495-142789045	0.1252
NM_001018075	chr5(.):142652495-142820077	0.1268
NM_015621	chr5(.):150555612-150608654	0.136
NM_004045	chr5(.):151117382-151143210	0.1619
NM_198321	chr5(.):153565294-153805543	0.1204
NM_138379	chr5(.):156341292-156395266	0.1228
NM_005990	chr5(.):171464073-171620346	0.1177
NM_022455	chr5(.):176555832-176732214	0.1075
NM_172349	chr5(.):176555079-176732214	0.1079
NM_002406	chr5(.):180212540-180235048	0.1494
NM_001114619	chr5(.):180212540-180235902	0.1507
NM_001114618	chr5(.):180212540-180241817	0.1594
NM_001114617	chr5(.):180212540-180242137	0.1583
NM_001193376	chr5(.):1248286-1300162	0.0928
NM_030782	chr5(.):1312999-1350002	0.2145
NM_032286	chr5(.):6367038-6383639	0.144
NM_001145161	chr5(.):6443735-6501834	0.1496
NM_001171805	chr5(.):6709717-6762161	0.1312
NM_001171806	chr5(.):6741100-6762161	0.1065
NM_019018	chr5(.):14576890-14621287	0.1382
NM_006713	chr5(.):32580604-32609185	0.1591
NM_001190469	chr5(.):37807778-37840929	0.1178
NM_199231	chr5(.):37807778-37840593	0.1164
NM_000514	chr5(.):37807778-37844782	0.1241
NM_002184	chr5(.):55225924-55295821	0.1382
NR_036243	chr5(.):86405695-86415771	0.1404
NR_024384	chr5(.):87955262-87974146	0.2008
NR_024383	chr5(.):87955262-87979262	0.1813
NR_030741	chr5(.):87957670-87967757	0.1819
NR_033175	chr5(.):109213882-109226200	0.1208
NM_005669	chr5(.):112207080-112263031	0.1449
NM_014350	chr5(.):118686595-118735294	0.1267
NM_000588	chr5(.):131391346-131403896	0.1549
NM_000758	chr5(.):131404484-131416859	0.1397
NR_037500	chr5(.):131696181-131706291	0.1171
NM_002198	chr5(.):131812300-131831465	0.1699
NM_001013717	chr5(.):131741672-131803059	0.2022
NM_005732	chr5(.):131887615-131985313	0.1267
NM_000879	chr5(.):131872135-131884214	0.1082
NM_016480	chr5(.):138672518-138710409	0.1359
NM_194296	chr5(.):138727455-138744776	0.1757
NM_152686	chr5(.):138740891-138780214	0.1509
NM_152685	chr5(.):138697884-138724039	0.1367
NM_001033112	chr5(.):138673133-138710409	0.1352
NM_001161546	chr5(.):138722634-138735885	0.193
NM_016459	chr5(.):138718256-138730605	0.2202
NM_032088	chr5(.):140766482-140897546	0.1087
NM_032406	chr5(.):140859740-140872356	0.1137
NM_032407	chr5(.):140863807-140876444	0.1172
NM_018925	chr5(.):140772694-140897546	0.109
NM_032092	chr5(.):140795536-140897546	0.1112
NM_003735	chr5(.):140805157-140897546	0.1086
NM_018921	chr5(.):140777519-140897546	0.1093
NM_018929	chr5(.):140863807-140897546	0.1276
NM_018913	chr5(.):140787742-140897546	0.1118
NM_002588	chr5(.):140850568-140897546	0.1237
NM_018926	chr5(.):140782769-140897546	0.1104
NM_018928	chr5(.):140859740-140897546	0.1247
NM_018927	chr5(.):140792281-140897546	0.1118
NM_000024	chr5(.):148201155-148213197	0.1767
NM_001025071	chr5(.):149818791-149834319	0.1594
NM_001543	chr5(.):149882673-149942773	0.1006
NM_006058	chr5(.):150404505-150465997	0.1362
NM_001155	chr5(.):150475266-150542443	0.1531
NM_001193544	chr5(.):150475266-150526216	0.1459
NM_000405	chr5(.):150627612-150654953	0.1342
NM_005754	chr5(.):151146475-151189915	0.1165
NR_002168	chr5(.):156272548-156284539	0.1056
NR_028472	chr5(.):156346099-156357013	0.1342
NM_002187	chr5(.):158736790-158762481	0.1391
NM_001171183	chr5(.):171616175-171635458	0.0947
NM_004417	chr5(.):172190092-172203203	0.2084
NM_030627	chr5(.):173310330-173392313	0.1518
NM_022304	chr5(.):175103463-175116558	0.0985
NM_001031677	chr5(.):176723198-176735744	0.1889
NM_006480	chr5(.):176779843-176804599	0.1517
NM_006816	chr5(.):176753562-176783885	0.1147
NM_031300	chr5(.):176729205-176744292	0.1749
NM_001142935	chr5(.):176727500-176744292	0.1831
NM_013237	chr5(.):176725834-176738950	0.1928
NR_027183	chr5(.):180251958-180267726	0.1433
NM_152283	chr5(.):180269610-180293286	0.1176
NR_027908	chr6(.):33548882-33566115	0.1427
NR_028361	chr6(.):33546475-33561803	0.1805
NM_181356	chr6(.):44791469-45350670	0.1007
NM_003599	chr6(.):44792449-45350575	0.1006
NM_012288	chr6(.):52357199-52446862	0.1803
NM_033515	chr6(.):129893239-130036370	0.1362
NM_000876	chr6(.):160385130-160532583	0.063
NM_001195286	chr6(.):386738-416443	0.1937
NM_001168344	chr6(.):7102829-7257213	0.1239
NM_001003699	chr6(.):7103085-7257213	0.1238
NR_026970	chr6(.):6341697-6628059	0.1145
NR_037616	chr6(.):7876482-8069647	0.1632
NM_002114	chr6(.):12007723-12170232	0.1212
NM_004973	chr6(.):15241526-15527253	0.1117
NM_001080480	chr6(.):20095934-20217670	0.1141
NM_001173977	chr6(.):25274655-25625758	0.1309
NM_172166	chr6(.):31702724-31735455	0.1464
NM_152735	chr6(.):33417355-33430320	0.1455
NM_177435	chr6(.):35305334-35398173	0.1158
NM_003427	chr6(.):35222509-35268760	0.1302
NM_145316	chr6(.):37174953-37230413	0.1348
NM_001162900	chr6(.):37180417-37230931	0.1297
NM_183078	chr6(.):37316747-37367514	0.1156
NM_001193343	chr6(.):43633933-43660549	0.1377
NM_004348	chr6(.):45384913-45523819	0.1335
NM_001024630	chr6(.):45291053-45523819	0.1205
NM_001172420	chr6(.):52280804-52365583	0.132
NM_018100	chr6(.):52279993-52365583	0.1333
NM_001123226	chr6(.):74166453-74216179	0.1142
NM_016021	chr6(.):90031343-90067619	0.1612
NM_001455	chr6(.):108877068-109010971	0.1653
NM_201559	chr6(.):108876025-109010971	0.1655
NM_032131	chr6(.):109164618-109300352	0.1501
NM_173674	chr6(.):117798819-117896020	0.1327
NM_001130173	chr6(.):135497452-135545311	0.1258
NM_153235	chr6(.):139556198-139618208	0.1291
NM_006734	chr6(.):143067603-143271338	0.072
NM_024630	chr6(.):157797556-158099977	0.0634
NM_020185	chr6(.):287100-356355	0.3198
NM_004271	chr6(.):6583933-6660216	0.1333
NR_027712	chr6(.):7981334-7995577	0.1376
NM_001145549	chr6(.):7876482-7915310	0.2507
NM_030810	chr6(.):7876482-7916047	0.2531
NR_033910	chr6(.):10407550-10421402	0.1195
NM_001032280	chr6(.):10391915-10417607	0.1164
NM_001042425	chr6(.):10391915-10424797	0.1145
NR_027793	chr6(.):10423017-10440055	0.1157
NM_003220	chr6(.):10391915-10420470	0.1175
NM_032744	chr6(.):11708887-11784280	0.1395
NM_005319	chr6(.):26050967-26061699	0.1788
NM_003537	chr6(.):26026816-26037288	0.1664
NM_003544	chr6(.):26022123-26032480	0.1635
NM_021062	chr6(.):26038454-26048885	0.2058
NM_003531	chr6(.):26040638-26051097	0.2019
NM_005325	chr6(.):26012259-26023040	0.1303
NM_003538	chr6(.):26016906-26027278	0.1675
NM_003513	chr6(.):26028319-26038796	0.1491
NM_003529	chr6(.):26015717-26026186	0.1494
NM_021065	chr6(.):26194011-26204471	0.1852
NM_003530	chr6(.):26192011-26204464	0.1762
NM_138720	chr6(.):26153348-26176576	0.1688
NM_003523	chr6(.):26179023-26189458	0.1661
NM_003539	chr6(.):26183937-26194304	0.175
NM_003545	chr6(.):26199872-26210249	0.1793
NM_005321	chr6(.):26151558-26162343	0.1986
NM_003522	chr6(.):26194786-26205216	0.2059
NM_003518	chr6(.):26211427-26221872	0.1613
NM_021052	chr6(.):26212147-26222711	0.1592
NM_003532	chr6(.):26220382-26230844	0.1327
NM_003524	chr6(.):26246878-26257303	0.1812
NM_003547	chr6(.):26241838-26252205	0.1567
NM_003540	chr6(.):26235653-26246021	0.1121
NM_021018	chr6(.):26245369-26255835	0.1772
NM_005320	chr6(.):26229439-26240216	0.1366
NM_001145008	chr6(.):26397464-26420444	0.1244
NM_001197240	chr6(.):26378328-26400100	0.1582
NM_001197247	chr6(.):26360397-26383540	0.175
NM_001197238	chr6(.):26378323-26400100	0.1582
NM_007047	chr6(.):26360397-26383548	0.175
NM_001197237	chr6(.):26378438-26400100	0.1573
NM_001197248	chr6(.):26360469-26383540	0.1753
NM_001197246	chr6(.):26363405-26383540	0.1539
NM_021064	chr6(.):27095816-27106314	0.1751
NM_080593	chr6(.):27101071-27119637	0.1781
NM_080596	chr6(.):27109907-27120346	0.171
NR_036096	chr6(.):27110404-27120467	0.176
NM_021058	chr6(.):27095094-27105575	0.1735
NM_003495	chr6(.):27102087-27112457	0.1651
NM_021066	chr6(.):27777079-27787518	0.1792
NM_003536	chr6(.):27772841-27783314	0.1966
NM_003509	chr6(.):27770976-27781445	0.1685
NM_003519	chr6(.):27770256-27780709	0.1639
NM_003521	chr6(.):27777821-27788267	0.1786
NM_003520	chr6(.):27801439-27811888	0.1721
NM_003511	chr6(.):27828106-27838576	0.1457
NM_003533	chr6(.):27834622-27845099	0.0989
NM_003510	chr6(.):27800657-27811117	0.167
NM_003541	chr6(.):27793951-27804305	0.109
NM_005322	chr6(.):27829569-27840359	0.1466
NM_021968	chr6(.):27786902-27797258	0.1368
NM_003546	chr6(.):27835925-27846289	0.0865
NM_021246	chr6(.):31678132-31690581	0.1201
NM_138275	chr6(.):31686160-31697851	0.1589
NR_033488	chr6(.):31649725-31675850	0.1109
NM_013974	chr6(.):31689816-31703039	0.177
NM_025262	chr6(.):31639460-31653150	0.1261
NM_001288	chr6(.):31693357-31709341	0.2322
NM_001003693	chr6(.):31669683-31683372	0.1289
NM_021160	chr6(.):31649725-31676137	0.1115
NR_024541	chr6(.):31674752-31686842	0.113
NM_025261	chr6(.):31681424-31694510	0.1123
NM_001039651	chr6(.):31725772-31737624	0.1179
NM_025258	chr6(.):31728370-31750108	0.1391
NR_002742	chr6(.):31799852-31809916	0.1702
NM_000434	chr6(.):31821828-31835709	0.1238
NM_021177	chr6(.):31760173-31779743	0.1308
NR_002745	chr6(.):31798039-31808103	0.1762
NM_001178045	chr6(.):31825969-31850448	0.124
NM_001040438	chr6(.):31797692-31812541	0.1642
NM_005345	chr6(.):31778290-31790719	0.1592
NM_005527	chr6(.):31772395-31787835	0.1491
NM_001178044	chr6(.):31825969-31851823	0.1216
NM_006295	chr6(.):31740296-31768712	0.1467
NM_005346	chr6(.):31790511-31803031	0.1919
NM_002124	chr6(.):32541546-32562562	0.0646
NM_002122	chr6(.):32600182-32616429	0.035
NM_002123	chr6(.):32622656-32639466	0.0506
NR_001298	chr6(.):32515489-32532779	0.0248
NM_006772	chr6(.):33382846-33426466	0.1377
NM_015921	chr6(.):33379318-33391065	0.153
NR_001444	chr6(.):33327513-33339139	0.1051
NM_002263	chr6(.):33354312-33382699	0.1496
NM_002636	chr6(.):33373772-33389230	0.1503
NM_001188	chr6(.):33535322-33553070	0.1711
NM_002224	chr6(.):33584155-33669348	0.1091
NM_022047	chr6(.):35260594-35294548	0.1393
NM_020939	chr6(.):36703554-36812220	0.1182
NM_173558	chr6(.):36968422-37001845	0.1467
NM_002648	chr6(.):37132921-37148204	0.1576
NM_017772	chr6(.):37220547-37305746	0.1361
NM_000322	chr6(.):42659332-42695358	0.1186
NM_003192	chr6(.):42707233-42718884	0.1374
NR_037141	chr6(.):42690313-42700932	0.1064
NM_015349	chr6(.):42783793-42841296	0.1038
NM_002388	chr6(.):52123811-52154582	0.131
NM_052872	chr6(.):52096483-52114298	0.1261
NM_133367	chr6(.):52221925-52277575	0.1571
NM_001402	chr6(.):74220472-74235755	0.2081
NM_002526	chr6(.):86154301-86210498	0.1261
NM_002043	chr6(.):89962238-90029967	0.1355
NM_021244	chr6(.):90069334-90126995	0.147
NM_182907	chr6(.):106541814-106562811	0.2256
NM_001198	chr6(.):106529194-106562814	0.2256
NR_033376	chr6(.):109067856-109096145	0.17
NM_001145207	chr6(.):135351994-135381036	0.1326
NM_006620	chr6(.):135276516-135381036	0.1313
NR_037435	chr6(.):135295475-135305570	0.1297
NM_006079	chr6(.):139688396-139700785	0.1838
NM_001168389	chr6(.):139688396-139700350	0.1858
NM_001168388	chr6(.):139688396-139700499	0.185
NR_037463	chr6(.):157945163-157955232	0.0448
NM_033427	chr7(.):117345705-117518561	0.1642
NM_001259	chr7(.):92229234-92468231	0.1357
NM_001145306	chr7(.):92229234-92470941	0.1353
NR_033664	chr7(.):34381123-34802884	0.094
NM_001029835	chr7(.):45062232-45121069	0.1247
NM_001167935	chr7(.):45034786-45121069	0.1295
NR_030770	chr7(.):45034344-45121069	0.1304
NM_030796	chr7(.):55533305-55645200	0.1661
NM_012301	chr7(.):77641373-79087890	0.0947
NM_001135556	chr7(.):95396817-95732736	0.1038
NM_001913	chr7(.):101454291-101932250	0.102
NM_181500	chr7(.):101454302-101932250	0.102
NM_181552	chr7(.):101455881-101898344	0.1003
NM_032549	chr7(.):110298109-111207347	0.1415
NM_001145354	chr7(.):130789854-131186398	0.1677
NM_004717	chr7(.):137069384-137536609	0.1469
NM_022740	chr7(.):139241315-139482693	0.1478
NM_001164458	chr7(.):149939300-150025758	0.161
NM_001136020	chr7(.):8148403-8306780	0.126
NM_022307	chr7(.):8147814-8306682	0.126
NM_004968	chr7(.):8147814-8307185	0.126
NM_182762	chr7(.):20169278-20262013	0.1337
NR_015356	chr7(.):34753473-34878943	0.1091
NM_015283	chr7(.):34963492-35082653	0.1133
NM_207173	chr7(.):34692896-34922944	0.1036
NM_207172	chr7(.):34692896-34894590	0.1049
NM_014800	chr7(.):36888960-37493511	0.1122
NM_002541	chr7(.):44641120-44753669	0.1349
NM_001003941	chr7(.):44641120-44721195	0.1482
NM_022748	chr7(.):47309751-47584199	0.1201
NM_006060	chr7(.):50339377-50477798	0.0882
NM_012395	chr7(.):90333711-90844904	0.1149
NM_017621	chr7(.):102091666-102110321	0.1485
NM_182931	chr7(.):104649636-104759532	0.129
NM_001099660	chr7(.):110726061-110770509	0.1586
NM_014705	chr7(.):111361163-111851462	0.1591
NM_024913	chr7(.):120623750-120942498	0.1583
NM_001105533	chr7(.):120624444-120906972	0.1563
NM_022444	chr7(.):122748587-122845025	0.1646
NM_014149	chr7(.):134863589-134901316	0.1685
NM_178563	chr7(.):134666258-134825530	0.1591
NM_194071	chr7(.):137554724-137691846	0.1848
NM_001166254	chr7(.):139473046-139725125	0.1802
NR_029394	chr7(.):139523951-139725125	0.1756
NM_018238	chr7(.):141246077-141359209	0.1745
NM_001195278	chr7(.):140769031-141185179	0.1632
NM_173680	chr7(.):150071405-150100719	0.2256
NM_053043	chr7(.):155432202-155579179	0.1572
NM_207342	chr7(.):22454062-22544901	0.1365
NM_001164460	chr7(.):22473037-22544901	0.1396
NR_029597	chr7(.):25984538-25994606	0.198
NM_022373	chr7(.):35667269-35739772	0.1112
NM_019082	chr7(.):44600402-44619137	0.1289
NM_182547	chr7(.):44613761-44626827	0.1585
NR_003697	chr7(.):45017626-45031259	0.1338
NR_002952	chr7(.):45019976-45030109	0.143
NM_033054	chr7(.):44997259-45023704	0.1229
NM_152559	chr7(.):73243920-73261855	0.1246
NM_001305	chr7(.):73240192-73252015	0.1024
NM_182504	chr7(.):73270488-73285223	0.0932
NM_001163636	chr7(.):74067029-74180022	0.1124
NR_003613	chr7(.):99913262-99938930	0.1296
NM_178238	chr7(.):99950625-99970454	0.1377
NR_036569	chr7(.):99928687-99970454	0.1492
NM_001004351	chr7(.):99900324-99924819	0.1106
NM_013439	chr7(.):99966067-100002722	0.134
NM_020979	chr7(.):101923404-101967178	0.1435
NR_036245	chr7(.):101931368-101941453	0.1652
NM_032831	chr7(.):102068995-102102268	0.1626
NM_024653	chr7(.):102031803-102072129	0.1499
NM_006234	chr7(.):102108547-102124381	0.184
NM_152892	chr7(.):102100389-102118612	0.1413
NR_027374	chr7(.):104530074-104572092	0.1449
NR_024586	chr7(.):104645988-104659588	0.1887
NM_002649	chr7(.):106500923-106552592	0.2082
NM_001166346	chr7(.):114557208-114568720	0.2289
NM_199072	chr7(.):114557208-114664970	0.1916
NM_019071	chr7(.):120585816-120620711	0.1648
NM_018396	chr7(.):128111782-128147978	0.2018
NM_018295	chr7(.):134827765-134855967	0.2425
NR_024185	chr7(.):134845531-134860532	0.217
NM_005989	chr7(.):137756177-137808050	0.1555
NM_002769	chr7(.):142452318-142465927	0.2049
NM_001190487	chr7(.):142369130-142380525	0.2025
NM_004445	chr7(.):142547791-142573847	0.1843
NM_002770	chr7(.):142474907-142486378	0.1857
NR_001296	chr7(.):142473756-142487399	0.1879
NM_013400	chr7(.):150060878-150076133	0.2883
NM_014374	chr7(.):150063257-150076133	0.2957
NM_001142928	chr7(.):150015295-150040245	0.1735
NM_002889	chr7(.):150030406-150043763	0.1355
NM_138434	chr7(.):150021937-150034811	0.137
NR_027237	chr7(.):150097839-150114558	0.255
NM_175571	chr7(.):150142961-150181483	0.164
NR_034033	chr7(.):150125741-150150228	0.222
NM_080838	chr8(.):134198311-134245053	0.1428
NM_003882	chr8(.):134198311-134246571	0.1463
NM_004103	chr8(.):27163998-27321903	0.159
NM_173176	chr8(.):27178053-27321903	0.1604
NM_173175	chr8(.):27178080-27321903	0.1604
NM_001002814	chr8(.):37711464-37762015	0.1499
NM_021623	chr8(.):38753752-38836430	0.1433
NM_018482	chr8(.):131059352-131419217	0.124
NM_001715	chr8(.):11346520-11427108	0.1263
NM_018371	chr8(.):19256671-19545094	0.1229
NR_024040	chr8(.):19256671-19545261	0.1228
NM_001386	chr8(.):26430420-26520693	0.1196
NM_001197293	chr8(.):26366708-26520693	0.1168
NM_006228	chr8(.):28169648-28205868	0.1532
NM_001010906	chr8(.):27874480-27946388	0.1472
NM_024787	chr8(.):33400272-33429643	0.1546
NR_027638	chr8(.):38849504-38967779	0.108
NM_005079	chr8(.):80942104-81088836	0.1487
NM_001135733	chr8(.):95933199-95966615	0.0794
NM_024094	chr8(.):120841180-120873170	0.1331
NM_022783	chr8(.):120880899-121068157	0.1492
NM_058229	chr8(.):124510357-124558446	0.1221
NM_148177	chr8(.):124510357-124549383	0.1177
NM_173685	chr8(.):126099082-126384367	0.1387
NM_003235	chr8(.):133874204-134152143	0.108
NM_003033	chr8(.):134462090-134589183	0.1387
NM_003970	chr8(.):1988157-2098380	0.143
NM_171982	chr8(.):27137403-27173834	0.1134
NM_018091	chr8(.):27945583-28053669	0.1141
NM_018660	chr8(.):28198101-28248977	0.1262
NR_026765	chr8(.):29573775-29610625	0.1401
NM_025115	chr8(.):33351235-33375656	0.1194
NM_001102401	chr8(.):33351235-33375703	0.1192
NM_024025	chr8(.):33443853-33462439	0.1088
NM_018310	chr8(.):37696397-37712431	0.1136
NM_152413	chr8(.):37786799-37802647	0.1144
NM_001024381	chr8(.):38841326-38859041	0.1204
NM_153692	chr8(.):38826667-38851181	0.0961
NM_057749	chr8(.):95887452-95912482	0.0735
NM_152416	chr8(.):96032220-96075938	0.0621
NM_148174	chr8(.):103833535-103881397	0.0618
NM_025195	chr8(.):126437562-126455644	0.1853
NM_014957	chr8(.):142133719-142210900	0.1239
NM_201378	chr8(.):144984320-145052697	0.1161
NM_032789	chr8(.):145046319-145065635	0.1608
NM_000445	chr8(.):144984320-145055913	0.1198
NM_201381	chr8(.):144984320-145023905	0.1143
NM_201382	chr8(.):144984320-145023110	0.1143
NM_201383	chr8(.):144984320-145021692	0.1142
NM_201379	chr8(.):144984320-145033088	0.112
NM_001009184	chr8(.):145059225-145072583	0.1304
NM_201384	chr8(.):144984320-145018758	0.1182
NR_030383	chr8(.):145014358-145024447	0.1506
NM_201380	chr8(.):144984320-145030044	0.1137
NM_138367	chr8(.):145941293-145985970	0.1007
NM_030580	chr8(.):145993500-146017725	0.1281
NM_033301	chr8(.):146010153-146022729	0.1812
NM_001081003	chr8(.):146070550-146083932	0.125
NM_001081004	chr8(.):146070550-146083451	0.1268
NM_000973	chr8(.):146010153-146022805	0.1806
NM_003416	chr8(.):146047902-146073606	0.1153
NM_213605	chr8(.):146019260-146039529	0.1278
NM_014066	chr8(.):146070550-146083452	0.1268
NM_001193331	chr9(.):97483950-97700955	0.11
NM_032823	chr9(.):97483950-97854500	0.1049
NM_001497	chr9(.):33105638-33172356	0.1283
NM_006377	chr9(.):35156988-35410332	0.1107
NM_001142287	chr9(.):91970705-92099611	0.1269
NM_006378	chr9(.):91987151-92099611	0.1288
NM_001193329	chr9(.):97516930-97854500	0.1053
NM_053016	chr9(.):112537576-112718756	0.12
NM_001037293	chr9(.):112398067-112718756	0.1123
NM_007203	chr9(.):112537576-112939791	0.1336
NM_001004065	chr9(.):112805877-112939791	0.158
NM_017790	chr9(.):116221008-116309371	0.1192
NM_144488	chr9(.):116202010-116365018	0.1197
NM_015404	chr9(.):117159359-117272736	0.1382
NM_001083885	chr9(.):117159359-117270495	0.1385
NM_018249	chr9(.):123146146-123347437	0.1166
NM_005047	chr9(.):123573331-123610206	0.1245
NM_001006618	chr9(.):128278748-128474513	0.1198
NM_001006617	chr9(.):128194672-128474513	0.1158
NM_175039	chr9(.):130665164-130684305	0.1549
NM_015033	chr9(.):132644465-132810473	0.1206
NM_198679	chr9(.):134447156-134590229	0.1156
NM_005312	chr9(.):134447156-134617925	0.1203
NM_001170	chr9(.):33379947-33407517	0.1177
NM_139235	chr9(.):33456350-33478941	0.1415
NM_004925	chr9(.):33436159-33452590	0.1582
NM_152850	chr9(.):35083687-35101579	0.1324
NM_001040411	chr9(.):35036101-35050988	0.1281
NM_025182	chr9(.):35099117-35120893	0.1508
NM_013442	chr9(.):35094888-35108154	0.1553
NM_004629	chr9(.):35068834-35085013	0.1679
NM_001040410	chr9(.):35037222-35050988	0.1323
